LGA_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
LGA17900,0,0,0,3,0,0,3,8,0,16,0,25,69,10,25,126,31,15,10,0,55,114,4,173,344,3,5,0,0,10,28,0,14,58,4,3,4,0,10,16,0,3,30,43,21,17,4,83,156,3,187,433,5,0,3,0,11,3,0,3,17,587,529,314,32,1460,941,90,425,2922,472,384,315,30,1205,623,67,259,2145,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,9,11,3,4,3,28,68,4,33,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,17,3,0,0,0,3,0,0,0,3,16,3,8,3,29,86,3,33,147,3,0,0,0,5,25,3,155,188,32,15,8,0,61,84,11,104,253,3,0,0,0,3,3,0,3,9,40,18,8,0,65,113,13,258,450,19,13,14,4,47,34,3,54,141,553,422,343,44
LGA17950,0,0,0,0,0,0,0,4,0,3,0,10,35,0,0,44,0,0,0,0,4,16,0,11,26,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,5,3,0,3,0,8,18,0,11,37,0,0,0,0,0,0,0,0,0,319,295,118,10,740,344,23,47,1149,296,243,102,5,651,269,21,98,1039,0,0,3,0,4,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,14,8,0,3,0,10,28,3,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,10,28,3,3,39,0,0,0,0,3,6,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,13,3,0,0,0,7,6,0,3,15,301,251,112,5
LGA18020,0,0,0,0,0,0,3,9,0,9,0,26,90,10,11,128,6,0,0,0,6,16,0,45,67,3,8,0,0,9,9,0,0,14,4,5,0,0,15,16,0,0,29,17,7,0,0,29,37,0,43,107,3,4,0,0,6,7,0,0,11,1160,904,374,44,2480,1091,90,235,3900,1107,751,361,36,2258,972,65,380,3684,6,0,0,0,9,34,0,3,49,3,0,0,0,4,0,0,0,6,9,4,0,0,9,37,0,3,55,11,5,4,0,20,45,3,12,79,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,13,0,0,0,0,0,0,0,0,0,8,5,10,0,17,54,3,15,89,11,5,0,0,15,9,0,51,76,0,0,0,0,0,0,0,8,8,5,0,0,0,7,10,0,0,17,15,4,0,0,18,20,0,62,102,17,15,3,0,31,24,0,9,68,1156,775,375,36
LGA18050,5,0,9,7,3,3,26,4123,1816,893,228,7060,5847,2127,2435,17472,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,35,35,9,3,78,51,22,28,180,36,35,9,3,79,53,22,33,190,16,24,0,0,33,16,6,3,62,6352,6098,1727,336,14512,7576,2778,3159,28028,938,2194,312,49,3488,521,146,229,4392,452,855,193,23,1523,433,186,167,2307,505,1340,254,23,2124,353,149,151,2783,964,2192,446,49,3653,788,331,315,5088,906,626,261,45,1842,1063,530,474,3906,2324,1078,421,89,3914,2596,1188,1198,8892,1366,546,251,53,2217,1824,566,823,5436,3,4,0,0,13,3,9,3,21,4608,2257,930,192,7983,5484,2289,2494,18252,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,15,92,45,33,0,173,137,37,27,367,93,45,33,0,174,135,37,44,385,27,37,3,0,66,46,10,11,139,6624,6727,1724,291
LGA18100,0,0,0,5,0,0,4,6,0,3,0,9,47,0,8,62,3,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,7,0,0,0,0,0,0,0,0,0,511,365,141,17,1034,438,34,45,1545,476,312,110,14,913,425,35,111,1479,16,3,3,0,16,32,0,9,57,0,0,0,0,0,0,0,0,0,16,3,3,0,16,36,0,9,64,0,0,4,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,9,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,7,3,3,0,0,4,8,0,3,16,0,4,0,0,8,3,0,0,11,497,316,112,14
LGA18200,0,0,0,0,0,0,0,20,3,11,0,31,57,3,11,102,25,3,0,0,26,38,0,125,189,0,0,0,0,0,0,0,3,6,7,0,0,0,7,16,0,0,28,32,3,0,0,39,54,4,124,216,0,3,0,0,3,0,0,3,6,816,701,243,17,1781,629,48,269,2734,714,652,232,18,1612,514,42,236,2403,4,5,6,0,11,22,0,0,41,0,0,0,0,0,0,0,0,0,4,5,6,0,11,22,0,0,41,22,0,10,0,31,74,5,17,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,31,74,5,17,129,20,0,3,0,24,28,3,110,167,3,0,0,0,5,5,0,0,8,0,3,0,0,6,3,3,0,10,22,3,0,0,32,38,5,111,187,7,3,3,0,15,11,0,5,32,771,669,245,18
LGA18230,0,0,3,4,0,0,9,179,58,87,17,330,916,54,95,1402,15,3,4,0,16,42,3,152,223,3,0,0,0,4,0,0,0,4,16,18,6,0,44,21,3,10,77,32,25,9,0,66,71,4,160,304,3,0,0,0,3,0,0,3,9,4544,5044,2311,199,12101,4495,506,781,17876,4144,4776,2140,182,11231,3145,409,922,15711,180,86,123,18,403,541,55,97,1097,13,3,3,3,17,30,3,25,81,188,89,126,19,418,570,63,125,1178,249,78,67,9,407,738,49,144,1333,0,0,0,0,3,10,3,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,78,67,9,411,754,50,150,1359,11,4,0,0,21,32,3,229,283,0,3,0,0,3,3,0,3,9,82,81,28,6,196,76,12,34,309,99,82,34,6,220,106,13,265,601,25,19,7,0,49,30,4,15,95,4702,5046,2368,217
LGA18250,0,0,7,11,0,3,24,2814,2048,921,282,6065,3513,847,852,11275,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,9,6,3,36,17,3,8,60,10,13,6,3,32,18,3,8,59,3,4,0,0,3,0,0,0,3,6095,9030,2175,458,17757,5705,1234,1298,25997,2716,6392,1024,115,10246,1555,277,383,12462,201,347,85,11,645,184,33,41,903,295,513,121,6,938,227,59,62,1282,493,865,201,16,1581,412,85,105,2186,414,326,129,33,903,531,117,126,1672,839,824,296,57,2018,895,311,243,3463,1863,1799,657,158,4475,2088,525,626,7713,0,0,0,0,4,4,0,3,11,3123,2941,1084,246,7395,3521,951,992,12861,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,7,15,11,10,0,37,25,8,11,77,17,11,11,0,40,25,8,17,86,14,11,0,0,28,27,3,7,67,6362,10219,2324,380
LGA18350,0,0,9,22,0,4,30,50,9,16,0,75,212,6,21,319,12,6,0,3,19,45,0,22,81,4,3,0,0,6,0,0,5,12,12,3,3,0,15,20,4,0,45,26,11,5,3,38,63,4,28,135,9,4,0,0,13,8,0,3,19,5423,4737,1773,123,12052,4325,315,642,17337,5557,4806,1626,112,12105,3682,337,891,17012,169,52,44,5,272,466,24,60,821,92,21,31,0,151,139,4,28,320,268,68,80,7,422,603,28,90,1145,56,30,23,0,101,208,6,30,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,53,26,25,0,107,206,6,29,352,7,3,5,0,17,66,3,34,121,3,3,0,0,4,10,0,15,27,13,8,4,0,18,11,0,4,38,26,11,6,0,47,84,3,50,187,38,18,4,0,65,52,9,6,134,5939,4937,1741,119
LGA18400,6,0,29,17,0,0,55,35,20,23,0,88,126,9,15,238,11,6,5,0,23,56,0,9,87,3,5,0,0,11,7,0,0,18,5,7,6,0,20,5,0,6,29,18,20,13,0,49,68,0,18,132,0,0,0,0,0,0,0,0,5,3652,6171,1535,108,11473,2245,237,417,14372,3796,6754,1447,97,12089,1874,214,630,14813,219,35,34,8,298,281,6,34,615,11,3,14,0,27,27,0,8,66,232,38,46,7,330,308,3,42,686,19,4,18,0,39,52,5,11,101,3,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,23,4,16,0,44,56,5,9,118,5,3,3,0,16,49,0,18,82,0,3,3,0,12,3,0,0,15,10,17,0,0,23,10,0,7,40,14,24,10,0,51,59,0,26,134,19,13,7,0,38,17,3,7,58,4078,6843,1528,104
LGA18450,17,0,59,84,18,12,174,2408,975,999,166,4546,5791,1269,977,12589,140,16,33,8,194,302,12,56,563,0,0,0,0,0,5,0,90,93,33,41,26,4,103,105,25,21,247,170,56,62,13,296,414,39,159,911,9,4,5,0,19,20,8,3,50,18088,22558,8693,812,50152,18587,3027,2639,74400,13572,20608,6346,543,41072,8896,1397,1587,52958,830,424,518,50,1819,2005,189,186,4202,1083,957,827,65,2929,1889,321,267,5405,1912,1381,1342,116,4752,3887,514,456,9605,983,612,616,80,2290,2780,461,396,5936,592,287,247,44,1176,1414,391,419,3395,1260,420,260,71,2009,1400,477,390,4280,3,9,10,0,24,26,3,4,50,2840,1328,1138,188,5500,5623,1338,1214,13671,38,20,24,6,95,157,14,192,455,0,0,0,0,0,4,0,136,138,43,57,46,3,148,77,23,19,269,83,80,73,10,243,235,34,349,859,117,60,35,3,215,225,26,27,496,18527,23453,8937,861
LGA18500,0,0,6,3,0,0,10,3057,1271,685,182,5195,4658,989,1577,12417,0,0,0,0,3,0,0,5,7,0,0,0,0,0,0,0,0,0,14,15,3,0,35,21,3,17,68,14,11,3,0,36,19,3,20,76,12,7,4,0,21,20,8,3,47,5550,5059,1427,322,12363,6540,1558,2470,22932,1080,2357,352,41,3836,577,92,258,4757,180,191,75,7,456,195,44,57,749,1133,1277,333,58,2800,842,372,326,4345,1315,1463,409,62,3255,1038,419,384,5092,454,425,179,21,1084,603,144,206,2037,1319,667,307,62,2351,1559,456,504,4869,1573,554,275,80,2484,2391,497,885,6261,20,14,7,0,48,11,8,10,80,3366,1663,772,165,5971,4570,1100,1605,13243,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,33,27,12,0,77,63,13,23,172,37,27,12,0,77,64,13,19,181,29,26,5,0,62,38,8,11,118,5830,5547,1542,274
LGA18710,0,0,4,0,0,0,6,6,10,7,0,19,29,7,5,63,7,3,3,0,16,12,0,24,55,9,3,3,0,11,0,0,0,11,3,4,0,0,6,0,0,0,6,22,14,6,0,36,17,0,24,73,0,0,0,0,0,0,0,0,0,1669,1979,422,22,4091,991,99,249,5427,1674,2037,429,39,4176,911,98,305,5486,33,18,9,0,63,133,11,23,226,3,0,3,0,3,7,0,0,9,38,18,11,0,68,140,11,23,239,5,0,3,0,10,12,3,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,12,3,6,38,9,3,0,0,7,13,0,20,42,4,0,0,0,8,6,0,6,19,5,0,0,0,7,0,0,0,8,15,3,0,0,22,21,0,25,65,15,11,4,0,29,16,0,8,53,1747,2073,452,40
LGA19399,0,0,4,5,0,0,17,3,4,0,0,7,12,0,4,18,6,0,0,0,5,6,0,38,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,9,3,0,0,6,6,0,44,62,0,0,0,0,0,0,0,3,3,117,120,19,3,265,113,11,84,467,112,95,19,3,235,88,7,68,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,16,0,0,0,0,0,3,0,10,19,113,96,19,3
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,3,0,0,4,22,12,12,0,37,126,8,35,197,6,3,0,0,12,16,0,23,56,0,0,0,0,0,3,0,9,13,10,11,3,0,26,9,0,5,36,21,15,3,0,39,29,0,36,107,3,3,0,0,7,0,0,6,13,1599,1197,383,22,3205,1422,110,407,5147,1566,1097,392,31,3085,1279,109,542,5017,17,5,9,0,34,96,0,26,159,4,4,0,0,13,10,3,54,79,23,12,14,0,41,108,3,78,235,19,6,8,0,34,66,0,41,139,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,21,6,8,0,29,66,0,49,143,4,0,3,0,5,7,0,40,51,0,0,0,0,0,0,0,3,6,6,3,0,0,10,13,0,0,23,10,3,3,0,19,17,0,46,83,22,16,6,0,40,24,0,12,86,1631,1135,417,31
LGA20260,0,0,0,0,0,0,0,18,9,11,3,43,131,5,13,187,0,0,0,0,0,21,0,11,32,0,0,0,0,0,0,0,0,0,6,0,3,0,14,3,0,0,18,6,6,4,0,16,19,0,16,51,0,0,0,0,0,0,0,0,0,1371,1078,435,31,2914,1302,117,150,4488,1295,977,400,38,2717,1158,123,261,4262,13,6,4,3,18,99,6,13,133,0,0,0,0,0,0,0,0,0,13,6,4,3,18,99,6,13,133,12,7,8,0,29,70,4,22,125,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,0,34,71,4,19,133,4,0,0,0,10,17,0,25,49,0,0,0,0,3,3,0,0,5,4,0,4,0,8,10,0,0,19,12,4,6,0,18,26,0,31,73,9,0,0,0,15,7,0,4,27,1346,991,419,43
LGA20570,3,0,3,10,0,0,12,414,86,263,28,785,1754,179,162,2883,21,3,7,0,31,79,5,37,154,0,0,0,0,0,7,0,12,16,14,11,3,0,31,9,3,7,51,34,16,10,0,63,94,11,58,223,0,0,0,0,0,4,0,0,11,9114,9774,4442,361,23696,10239,1811,1313,37059,8456,9664,4008,318,22446,7770,1371,1524,33111,866,597,519,59,2032,2523,297,336,5188,116,69,80,5,276,171,59,43,550,986,659,599,63,2310,2692,356,373,5737,157,55,99,8,315,734,65,136,1253,13,9,3,0,25,36,12,14,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,63,105,12,337,770,79,148,1341,16,0,0,0,24,43,3,52,122,0,0,0,0,0,0,0,10,8,21,24,12,3,56,23,0,6,87,37,24,18,0,84,61,4,65,213,37,26,8,8,81,79,12,51,222,9681,10434,4732,401
LGA20660,8,0,29,43,10,3,87,840,446,406,80,1769,1871,254,248,4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,13,9,0,29,16,8,5,59,11,13,9,0,33,15,8,10,61,4,0,0,0,3,3,0,0,10,10969,15195,4916,574,31657,10440,1600,1241,44941,8901,14085,3708,436,27131,6469,938,1030,35568,865,671,480,72,2091,2149,186,280,4703,664,708,352,40,1770,649,127,146,2687,1526,1377,835,114,3855,2792,308,431,7390,480,311,213,46,1049,955,124,195,2331,74,15,17,4,112,94,28,40,265,113,27,28,4,172,182,18,63,438,3,0,0,0,3,3,0,0,7,663,354,258,58,1339,1245,171,298,3044,3,0,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,0,11,14,6,0,28,19,3,9,52,7,13,10,0,33,16,3,11,65,31,27,3,0,66,58,6,14,140,11135,15859,4818,614
LGA20740,0,0,6,6,0,0,13,99,25,29,3,157,309,16,103,587,14,7,3,0,21,67,9,93,193,0,0,0,0,0,3,0,3,5,4,10,0,0,14,5,0,3,26,24,14,3,0,38,74,9,102,220,4,0,0,0,7,3,0,0,11,3786,2738,1136,75,7746,3733,379,1170,13024,3941,2742,1307,90,8078,3613,333,964,12982,115,17,27,3,166,398,6,63,632,43,16,18,0,77,58,9,24,167,154,36,48,3,241,457,19,80,797,33,4,9,0,46,119,9,19,191,0,0,0,0,4,13,0,3,18,4,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,40,6,13,0,54,135,9,26,218,28,6,10,0,43,107,0,97,248,0,0,0,0,0,3,0,0,3,0,5,3,0,12,6,0,0,18,32,12,11,0,53,124,0,96,274,21,20,4,0,42,20,4,9,77,4183,2811,1386,94
LGA20830,0,0,3,7,0,0,13,93,13,51,3,164,364,10,20,553,20,3,13,0,35,97,0,26,162,0,0,0,0,5,0,0,3,7,5,7,3,0,9,11,0,0,23,28,7,19,0,51,109,0,27,190,0,0,0,0,0,0,0,0,0,4809,4959,1726,147,11649,3977,356,503,16490,5086,5174,1757,121,12146,3448,354,962,16911,109,31,64,5,206,384,16,57,670,9,3,5,0,13,28,0,14,56,111,37,69,5,218,415,21,72,725,212,19,50,6,286,469,21,51,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,19,50,6,286,469,21,51,829,25,10,7,4,45,95,3,22,161,0,0,0,0,0,0,0,3,3,4,3,0,0,5,3,0,3,18,29,9,7,4,52,97,3,34,186,24,21,5,0,41,36,0,18,99,5466,5257,1884,140
LGA20910,3,0,12,14,0,3,23,1192,463,483,51,2183,2256,209,373,5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,26,14,3,56,44,9,6,118,19,26,14,3,56,46,9,13,120,9,3,0,3,14,3,4,3,23,8429,12586,3163,307,24485,8010,772,1397,34668,5275,10788,1886,186,18138,3609,311,785,22837,1184,818,405,43,2453,1954,147,209,4759,1172,1311,375,31,2888,833,71,181,3965,2350,2128,784,74,5338,2784,213,389,8727,515,242,207,10,967,1027,110,218,2323,320,91,87,9,506,494,38,145,1184,341,93,101,19,552,542,46,173,1312,3,0,0,0,3,3,0,0,9,1178,424,392,34,2033,2073,195,539,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,61,24,26,0,116,61,14,21,212,61,29,26,0,119,61,14,26,219,39,55,16,0,110,40,10,13,164,8901,13430,3108,295
LGA21010,0,0,0,3,0,3,9,35,14,20,3,75,198,3,12,288,10,0,0,0,10,14,0,10,32,3,3,0,0,4,7,0,0,13,7,3,3,0,16,0,0,4,25,17,10,3,0,31,22,0,21,69,0,0,0,0,0,0,0,0,0,1773,1315,598,37,3724,1677,136,148,5690,1750,1137,558,45,3488,1465,133,360,5438,12,3,7,0,25,35,4,3,70,0,0,0,0,0,0,0,0,4,12,3,7,0,24,35,4,5,71,36,10,24,0,65,228,10,35,334,5,0,7,0,16,18,0,3,42,3,3,3,0,9,31,0,4,42,0,0,0,0,0,0,0,0,0,49,11,32,0,88,277,16,40,421,7,0,0,0,4,15,0,3,26,0,0,0,0,0,0,0,3,8,6,3,0,0,5,4,0,3,14,10,3,0,0,14,24,0,9,43,13,9,4,0,23,5,3,9,44,1827,1165,597,46
