LGA_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
LGA59499,17,10,22,27,14,11,27,0,0,0,0,0,0,0,0,0,10,17,32,19,33,47,28,16,43,497,278,777,918,456,1374,982,607,1592,720,533,1250,1212,743,1949,1215,838,2049
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,3,30,0,31,60,5,65,70,8,75,47,3,46,75,6,80,87,6,94
LGA60210,15,7,14,21,3,15,20,0,0,0,0,0,0,0,0,0,13,14,27,9,21,34,6,17,25,281,270,559,247,209,455,295,268,562,813,849,1662,720,762,1478,702,731,1432
LGA60410,30,11,40,51,10,39,49,0,5,5,0,0,0,0,0,0,22,40,65,23,66,92,22,57,78,801,802,1602,635,720,1357,662,722,1387,2366,2459,4822,2344,2506,4853,2474,2575,5045
LGA60610,47,22,45,65,18,43,65,0,0,0,4,0,3,0,3,3,16,52,71,35,63,101,33,55,87,625,690,1314,671,713,1387,659,719,1376,2657,2890,5547,2668,2991,5658,2519,2861,5379
LGA60810,57,20,45,66,12,46,63,0,0,0,0,0,0,0,0,0,29,49,79,27,64,90,25,64,88,744,772,1518,713,776,1488,788,866,1650,2839,2973,5813,2822,2956,5775,2729,2912,5642
LGA61010,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,3,8,12,0,3,3,99,88,187,101,69,172,117,93,215,291,302,590,275,260,537,261,265,526
LGA61210,11,6,16,20,4,16,21,0,3,3,0,0,0,0,0,0,4,13,23,15,27,39,7,25,34,237,221,457,302,240,543,368,357,721,1110,1073,2187,1133,1123,2251,1151,1121,2275
LGA61410,172,51,146,203,84,124,212,4,3,6,3,3,6,3,7,9,92,149,236,75,189,266,125,177,309,1951,1748,3703,1870,1520,3393,1895,1609,3499,7322,7211,14538,7290,7112,14403,7636,7589,15223
LGA61510,30,13,14,30,5,25,31,0,0,0,0,0,0,0,0,0,10,35,45,15,25,41,14,35,49,532,422,948,370,286,658,400,422,827,1423,1420,2845,1344,1225,2571,1367,1395,2758
LGA61610,81,22,45,69,33,52,82,0,3,3,3,0,3,0,0,3,53,82,137,42,64,102,42,81,126,811,948,1756,833,927,1761,882,973,1856,3230,3503,6732,3170,3495,6663,3218,3595,6816
LGA61810,25,10,17,26,5,6,13,3,0,4,0,0,0,0,0,0,16,27,44,16,22,37,5,23,28,261,267,528,200,214,411,303,280,583,988,974,1964,827,898,1729,875,879,1753
LGA62010,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,29,22,55,32,25,59,39,34,74,91,90,183,87,55,138,103,76,180
LGA62210,14,3,10,13,4,17,19,0,0,0,0,0,0,0,3,3,3,29,30,8,18,24,10,24,35,285,245,532,234,228,467,346,335,687,940,970,1907,851,909,1763,922,984,1910
LGA62410,11,7,7,12,0,5,12,0,0,0,0,0,0,0,0,0,0,17,14,7,7,13,4,9,16,186,169,356,136,141,276,225,220,448,491,496,988,418,426,845,471,475,947
LGA62610,154,67,140,207,85,162,251,4,4,9,3,3,13,3,0,3,67,151,216,113,207,315,147,226,373,1795,2097,3891,1545,1707,3250,1739,1933,3668,6131,6588,12716,6025,6472,12491,6521,7031,13555
LGA62810,201,107,142,249,82,117,197,7,11,19,0,3,3,3,3,4,94,164,259,157,196,354,115,166,283,1792,1732,3525,1507,1340,2841,1606,1592,3199,8152,8425,16571,7947,8034,15975,8421,8622,17040
LGA63010,52,26,52,74,20,41,60,0,0,0,3,0,3,0,3,3,18,64,81,38,78,123,40,65,101,563,522,1084,457,400,860,657,654,1319,2089,2055,4147,1949,1990,3945,2176,2280,4452
LGA63210,15,12,15,29,5,19,27,0,0,0,0,0,0,0,0,3,11,29,41,22,35,57,16,27,43,206,184,386,177,161,337,260,254,520,824,881,1705,812,784,1591,838,823,1662
LGA63410,7,0,4,7,3,4,9,0,0,0,0,0,0,0,0,0,3,4,11,0,4,7,3,3,7,64,48,114,47,45,89,65,92,153,190,183,375,130,166,296,166,188,354
LGA63610,143,56,95,149,43,111,151,3,3,3,0,0,0,3,3,5,75,129,205,71,131,202,75,155,231,791,884,1670,762,809,1577,946,936,1879,4579,4862,9439,4780,5084,9860,5211,5371,10575
LGA63810,25,10,27,35,3,21,22,0,0,0,0,0,0,0,0,0,5,20,30,14,25,37,15,26,37,265,269,532,273,247,519,422,405,830,1136,1116,2253,1219,1235,2456,1358,1354,2715
LGA64010,197,96,167,257,99,149,250,10,10,15,0,5,6,0,0,0,102,177,284,156,235,388,160,202,367,2447,2567,5018,2015,2102,4116,2563,2729,5293,9578,10036,19613,9472,9909,19378,10012,10403,20418
LGA64210,63,22,52,72,10,38,47,0,0,0,0,4,4,0,0,0,25,56,85,46,71,119,31,53,85,620,738,1363,419,470,885,696,748,1440,2588,2788,5374,2393,2588,4976,2553,2668,5221
LGA64610,30,15,34,51,15,10,26,0,0,0,0,0,0,0,0,0,20,47,63,30,43,73,25,28,51,431,414,849,383,302,683,593,594,1186,1715,1715,3424,1604,1623,3234,1680,1797,3474
LGA64810,42,12,53,62,15,33,50,0,0,0,0,3,3,0,0,0,17,41,58,22,62,79,22,47,70,380,410,795,444,410,854,493,539,1034,1652,1702,3352,1704,1795,3499,1840,2015,3852
LGA65010,6,4,9,19,10,17,26,0,0,0,0,0,0,0,0,0,0,13,18,8,19,31,14,26,39,252,235,486,236,214,452,265,248,516,802,806,1611,819,824,1642,853,858,1709
LGA65210,5,3,7,11,0,5,5,0,0,0,0,0,0,0,0,0,4,4,7,4,7,17,4,9,15,88,72,161,85,97,180,145,166,310,243,271,508,262,270,524,304,320,623
LGA65410,37,15,23,41,7,31,37,3,0,4,0,3,3,0,0,0,23,28,52,28,42,75,16,45,58,413,399,813,429,390,816,541,529,1065,1915,1990,3906,1807,1812,3622,1779,1806,3584
LGA65610,15,3,6,12,7,8,17,0,0,0,0,0,0,0,0,0,6,12,17,8,12,15,6,8,19,197,156,352,206,184,393,199,184,384,699,645,1344,616,580,1198,548,527,1074
LGA65810,67,24,66,85,26,57,89,3,3,5,0,0,0,4,3,5,29,60,86,32,84,116,49,90,139,677,684,1360,602,573,1177,735,751,1485,3140,3146,6288,2962,3138,6102,3129,3356,6484
LGA69499,7,6,4,6,3,3,5,0,0,0,0,0,0,0,0,0,15,5,22,3,5,7,3,3,5,55,34,90,111,50,163,119,61,181,121,105,225,179,134,309,165,121,285
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,11,4,0,4,8,6,14,13,7,17,3,4,7
LGA70200,126,47,103,152,52,92,147,3,3,7,5,3,6,3,0,3,63,116,178,73,140,214,91,122,214,1406,1328,2733,1560,1347,2905,1578,1654,3233,4102,4144,8240,4264,4286,8553,4176,4570,8749
LGA70420,26,8,15,24,15,10,25,3,4,5,0,0,0,0,0,3,15,24,35,18,21,35,18,14,33,697,630,1328,520,481,1002,468,326,801,1190,1182,2368,1189,1186,2374,1220,1023,2247
LGA70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,26,3,3,11,10,3,12,37,38,76,23,30,50,18,15,34
LGA70620,10,10,12,17,0,0,4,0,0,0,0,0,0,0,0,0,4,16,22,14,16,32,3,0,6,260,269,528,242,250,488,185,201,379,634,654,1290,637,620,1261,621,624,1241
LGA70700,6,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,7,10,0,4,8,3,3,3,158,122,284,125,78,208,163,144,308,266,231,490,207,180,385,262,251,515
LGA71000,330,147,269,417,178,380,558,3,11,14,10,8,10,4,6,15,171,281,449,227,344,574,263,483,747,4282,3517,7806,5619,3972,9593,4706,4148,8850,11532,11253,22784,13089,12206,25290,13126,13539,26672
LGA71300,20,40,38,73,0,5,10,4,8,11,0,0,0,0,3,0,15,22,41,53,56,107,4,15,16,702,680,1387,316,283,598,556,547,1104,1499,1531,3034,1592,1517,3117,1691,1717,3405
LGA72200,21,24,37,60,9,25,40,0,3,3,0,0,0,0,0,0,5,25,29,40,41,81,19,29,53,798,751,1543,601,510,1114,1098,958,2054,1673,1833,3502,1560,1563,3126,2028,1906,3937
LGA72300,46,25,70,91,33,70,101,0,0,3,3,0,3,3,7,13,26,47,70,34,80,117,55,81,141,1133,898,2036,1483,1133,2620,3527,1314,4847,2860,2605,5462,3406,3205,6614,5681,3503,9186
LGA72330,16,3,21,25,0,4,6,0,0,0,0,0,0,0,0,0,16,20,32,21,35,58,3,9,14,741,313,1053,885,372,1257,1040,589,1629,1254,847,2102,1394,919,2312,1554,1136,2692
LGA72800,117,47,106,152,63,169,225,0,0,0,0,0,0,3,0,3,42,109,146,65,126,195,88,196,285,1671,1473,3144,1482,1394,2878,1553,1552,3099,4462,4531,8991,4591,4963,9550,5458,6078,11538
LGA73600,13,13,25,38,0,6,8,0,0,0,0,0,0,0,0,0,5,12,20,20,29,53,6,9,21,513,472,986,358,345,702,438,392,830,1087,1002,2095,1032,1086,2115,1163,1132,2294
LGA74050,8,3,5,8,3,0,3,0,0,0,0,0,3,0,0,0,4,9,10,6,10,22,4,3,9,122,113,239,69,55,129,114,90,208,333,328,658,429,412,841,376,343,713
LGA74550,19,4,4,8,0,3,7,0,0,0,9,0,8,0,0,0,15,8,23,15,20,41,3,4,9,270,171,445,181,125,309,287,251,535,553,463,1020,491,453,945,551,519,1067
LGA74560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,12,30,24,8,34,14,9,25,33,35,70,45,44,86,50,62,111
LGA74660,10,9,8,16,10,6,13,0,0,0,0,0,0,0,0,3,7,10,15,15,9,20,22,15,36,608,461,1072,271,192,460,523,477,998,1153,969,2121,1098,967,2061,1146,1065,2213
LGA74680,7,0,5,5,0,3,4,0,0,0,0,0,0,0,0,0,0,7,9,0,6,5,5,7,8,243,256,504,78,58,137,202,202,406,486,489,975,487,452,933,623,597,1223
LGA79399,29,16,25,46,6,26,30,0,0,0,0,0,0,0,0,0,11,16,32,15,29,50,11,26,36,968,491,1455,1161,355,1510,710,466,1176,1663,1181,2847,1939,1157,3103,1334,1198,2536
LGA79499,4,0,6,5,4,4,7,0,0,0,0,0,0,0,0,0,9,5,16,3,5,12,10,14,22,207,152,354,165,115,273,449,379,822,265,204,475,224,181,402,527,450,986
LGA79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,15,6,4,11,12,4,13,16,7,17,10,4,12,16,7,23
LGA89399,1781,755,1221,1969,740,1489,2228,34,25,61,21,22,47,14,20,39,1196,1413,2604,1265,1526,2795,1214,1948,3163,10192,9435,19619,9896,8546,18441,11723,11300,23021,53642,53984,107630,57545,57119,114663,65071,66374,131450
LGA89499,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,11,14,6,8,14,0,6,6,36,29,65,43,17,64,76,25,105,127,123,244,113,76,194,123,84,211
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,10,0,0,3,0,9,13,0,3,5,0,0,3,0,3,3,8,18,26,9,0,11,11,10,25,152,88,243,853,89,946,543,252,796,394,350,742,1073,318,1390,924,635,1562
LGA99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,0,4,4,10,0,10,3,0,9,7,6,16
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
