LGA_CODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
LGA30300,4,3,0,3,14,8,6,0,0,17,29,10,0,3,36,7,6,0,0,9,4,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,3,16,3,0,0,0,3,90,38,11,18,159
LGA30370,19,9,3,0,37,21,9,3,0,41,45,10,5,3,61,37,9,3,0,51,14,3,3,3,23,11,0,0,0,9,0,3,0,0,3,3,0,0,0,3,11,13,0,0,27,8,4,0,0,11,226,103,40,22,385
LGA30410,5,4,3,0,14,7,0,0,0,5,10,3,0,3,18,8,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10,0,0,0,14,3,0,0,0,4,47,18,16,3,88
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6
LGA30760,0,0,0,0,3,7,0,3,0,10,4,3,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,0,4,29,15,7,3,53
LGA30900,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,9,0,5,20
LGA31000,1909,834,295,133,3169,2450,1009,286,131,3877,5385,2254,594,228,8464,3333,1665,414,98,5507,2202,1148,270,80,3702,942,405,125,33,1507,652,589,181,36,1445,405,270,74,28,779,1562,1229,452,194,3435,360,134,60,34,584,23851,11945,3459,1270,40520
LGA31750,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11
LGA31820,332,138,99,53,627,342,150,58,40,595,451,231,79,46,800,184,92,20,15,311,94,36,8,0,144,36,14,3,3,51,16,14,7,0,41,12,6,3,0,20,149,94,49,29,324,74,31,11,9,116,2386,1248,483,249,4366
LGA31900,44,14,8,4,70,44,21,0,8,67,78,21,17,0,111,34,14,4,0,53,21,5,0,0,24,3,0,0,0,6,0,5,3,0,13,3,0,0,0,4,27,13,9,3,52,12,6,3,0,24,352,143,88,33,613
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA32080,446,247,120,73,893,507,249,81,71,915,930,447,137,64,1577,455,235,76,30,789,239,135,37,14,429,77,42,4,3,134,50,45,19,3,124,32,11,4,3,48,274,224,86,80,664,109,42,22,31,204,4237,2314,792,472,7820
LGA32250,3,3,0,0,11,4,4,3,0,14,3,5,5,0,15,0,4,0,0,11,4,0,0,0,5,0,0,0,0,0,0,0,0,4,3,3,0,0,0,3,6,6,0,5,18,3,3,3,0,10,51,27,21,17,106
LGA32260,88,38,19,21,171,78,45,15,7,149,144,45,17,16,226,60,20,14,6,99,24,3,6,0,36,4,5,7,0,18,4,3,0,0,9,3,0,0,0,5,46,35,19,12,112,27,5,3,3,41,655,298,135,90,1176
LGA32270,41,19,10,12,77,37,13,9,3,67,68,40,14,10,130,46,15,5,5,76,33,9,3,3,51,15,5,0,0,20,12,4,0,0,13,8,0,3,0,13,27,26,10,11,74,10,6,0,0,17,411,198,79,44,729
LGA32310,27,28,9,3,73,34,10,10,0,60,53,21,14,7,95,29,4,6,0,37,10,6,3,0,21,4,3,0,0,6,0,6,0,0,6,0,0,0,0,0,24,23,9,3,53,12,7,0,0,22,273,148,66,36,519
LGA32330,5,4,3,0,10,7,3,3,0,14,6,8,6,0,21,0,0,0,7,4,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,39,22,25,131
LGA32450,7,3,3,0,11,3,0,0,0,8,3,0,0,0,5,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,4,0,0,0,4,5,3,0,0,5,3,0,0,0,7,46,24,14,11,90
LGA32500,9,5,0,3,19,9,0,3,0,12,14,10,10,0,35,11,4,0,0,9,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,16,0,0,0,0,4,85,44,18,15,160
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA32770,3,3,3,0,5,3,0,0,0,3,3,5,0,0,7,5,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,26,17,12,86
LGA32810,31,15,5,3,58,21,13,5,0,45,45,16,6,0,74,21,19,0,0,45,14,5,0,0,19,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,33,14,9,3,50,13,4,0,0,13,261,113,42,12,434
LGA33100,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,3,18
LGA33200,7,0,0,0,7,6,0,0,0,5,4,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,27,15,3,0,46
LGA33220,361,197,117,51,725,378,161,80,46,667,505,233,66,61,872,190,81,20,13,302,78,33,12,3,122,16,12,0,5,37,23,16,3,0,40,12,3,3,0,17,173,99,57,23,358,57,32,17,7,114,2708,1314,539,265,4826
LGA33360,125,81,42,29,275,138,62,32,17,246,175,98,34,10,318,107,57,15,3,183,68,28,6,4,108,35,11,8,0,53,24,18,9,0,48,23,9,0,0,27,80,65,19,8,175,28,15,6,0,56,1205,667,266,113,2250
LGA33430,1531,807,331,97,2772,1861,797,232,94,2994,3383,1476,425,152,5437,1710,868,223,61,2859,895,496,126,36,1550,287,192,44,15,533,224,176,63,14,478,130,60,27,7,221,934,734,249,107,2016,252,129,35,11,429,14565,7514,2229,717,25027
LGA33610,29,13,7,6,53,27,14,4,3,49,35,14,3,0,55,20,3,0,0,32,9,0,0,0,15,7,0,0,0,3,3,0,0,0,3,0,0,0,0,0,17,6,5,7,37,14,0,0,0,19,216,97,34,17,366
LGA33620,172,79,53,22,325,182,60,32,19,286,273,96,47,23,440,95,37,14,3,154,33,15,3,0,53,9,4,3,0,14,10,3,3,0,18,3,6,0,0,14,76,54,16,23,173,34,11,8,4,57,1379,603,259,121,2363
LGA33800,29,15,5,3,50,26,7,3,0,37,48,17,3,3,66,21,5,0,0,27,12,3,0,0,19,3,0,0,3,8,0,3,0,0,3,0,0,0,0,0,33,11,3,3,47,7,3,0,0,9,231,94,26,17,369
LGA33830,3,3,0,0,3,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,8,5,57
LGA33960,578,354,230,117,1283,664,313,137,113,1225,1193,610,204,147,2153,590,340,103,49,1073,297,176,54,33,552,108,74,27,8,221,45,48,17,13,128,21,17,9,7,58,293,249,113,92,743,101,47,27,17,199,5292,3166,1249,762,10474
LGA33980,27,14,5,3,45,26,12,6,0,43,46,14,6,5,68,34,18,5,0,51,23,14,4,0,48,7,3,0,0,13,20,8,3,0,26,9,0,3,0,10,12,25,5,5,44,10,0,5,0,17,261,140,60,28,492
LGA34420,7,0,0,0,7,3,5,3,0,11,3,0,4,0,10,0,0,4,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,36,20,15,6,78
LGA34530,70,43,33,4,152,75,40,14,11,143,146,79,24,9,254,60,36,3,5,105,39,20,15,0,70,18,10,0,0,30,8,6,5,0,19,9,0,0,0,13,46,26,15,6,98,19,11,5,0,39,692,391,159,57,1303
LGA34570,3,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,12,3,4,0,0,6,24,16,8,4,48
LGA34580,81,67,46,17,216,121,40,24,14,198,189,70,28,23,312,67,41,13,4,119,34,21,3,5,69,13,6,0,0,22,5,3,3,0,16,3,0,0,0,6,52,40,17,8,124,17,18,4,7,51,839,444,211,105,1595
LGA34590,867,548,300,158,1869,978,459,187,177,1800,1760,916,347,169,3191,861,504,150,86,1606,445,286,89,37,858,179,121,36,19,359,93,105,29,15,244,41,28,13,10,89,513,378,180,134,1208,175,95,33,34,337,8087,4803,1890,1091,15861
LGA34710,7,0,4,0,12,8,5,0,3,18,9,11,4,0,26,3,7,0,0,8,5,3,0,0,8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13,0,0,0,0,6,64,37,9,5,121
LGA34770,262,158,87,41,544,271,125,58,32,481,458,227,75,37,787,252,125,44,9,432,153,71,20,15,262,55,36,3,3,91,42,25,15,3,79,20,13,3,0,38,158,102,53,32,347,68,34,16,8,117,2443,1379,514,242,4573
LGA34800,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,10,3,0,0,18
LGA34830,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,6,20
LGA34860,32,10,9,3,49,31,9,3,5,45,47,16,7,4,71,24,9,0,0,38,8,4,0,0,11,9,3,0,0,8,0,3,0,0,4,0,0,0,0,0,21,7,6,3,39,6,0,3,0,7,227,94,52,12,390
LGA34880,70,25,10,11,113,73,19,13,9,111,87,45,12,4,152,46,22,3,4,72,23,6,0,0,37,4,3,0,0,12,12,4,3,3,20,4,3,0,0,6,38,31,11,4,87,17,6,0,0,22,529,220,91,51,893
LGA35010,1126,704,387,155,2368,1340,685,263,157,2435,2411,1252,380,178,4222,1268,690,214,72,2250,663,370,105,32,1174,228,151,43,23,442,126,110,32,15,291,74,40,19,5,141,634,516,210,108,1474,216,110,37,19,380,10728,6198,2208,954,20089
LGA35250,3,7,0,0,10,0,0,0,0,5,0,5,0,0,5,0,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,0,0,4,12,40,25,9,11,93
LGA35300,31,8,12,8,64,29,14,7,3,54,69,24,25,10,129,50,29,9,0,87,47,25,3,4,79,17,4,0,0,30,10,7,4,0,18,9,4,3,0,11,36,19,5,18,75,13,8,3,9,26,406,209,101,72,789
LGA35600,11,0,3,6,22,10,3,0,4,20,17,10,5,0,29,5,3,0,0,14,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,3,3,11,5,5,0,3,12,98,34,16,15,164
LGA35670,4,5,0,0,8,0,0,0,0,4,3,0,0,3,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,37,17,7,11,64
LGA35740,145,86,36,5,272,192,82,29,7,303,297,133,37,12,484,137,61,18,0,218,58,38,13,0,106,17,5,0,0,24,7,7,3,3,21,6,4,0,0,12,113,68,16,11,204,27,7,0,0,38,1318,682,209,61,2267
LGA35760,29,8,5,3,47,22,9,11,0,41,17,16,0,4,35,16,7,0,0,23,0,0,3,0,7,3,0,0,0,3,6,0,0,0,9,0,0,0,0,0,13,9,5,0,34,12,3,0,0,16,184,79,40,21,327
LGA35780,11,0,4,3,26,11,3,7,5,21,7,11,5,12,33,3,3,4,8,14,5,3,0,0,7,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,5,4,0,5,16,0,0,0,0,0,90,47,29,42,204
LGA35790,3,4,5,3,14,10,6,3,3,24,16,4,11,9,35,4,6,3,4,17,3,0,0,5,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,7,10,0,0,0,0,0,76,58,36,33,200
LGA35800,0,3,3,0,5,8,3,0,0,13,4,11,0,0,17,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,9,0,0,3,0,7,41,26,17,5,88
LGA36070,3,5,0,0,3,0,4,0,0,6,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,25,14,10,3,55
LGA36150,3,3,0,0,4,4,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,17,7,3,0,29
LGA36250,341,181,68,35,628,382,215,64,36,699,789,401,128,48,1362,458,255,65,15,791,258,158,34,7,448,114,70,19,3,208,80,60,17,5,162,41,20,6,0,71,225,188,63,26,499,58,39,10,3,107,3493,1998,590,231,6310
LGA36300,0,0,0,0,0,3,0,0,0,4,3,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,18,11,3,3,33
LGA36370,237,145,69,47,494,268,138,56,33,486,430,168,62,48,712,222,133,38,16,414,112,52,18,3,184,52,13,4,0,73,28,14,9,3,51,17,9,0,4,35,160,97,45,22,324,46,18,15,8,79,2164,1152,468,253,4032
LGA36510,106,54,29,15,200,98,44,27,10,179,183,91,28,11,322,83,42,13,3,138,44,20,7,4,66,10,8,3,0,19,8,7,4,0,18,6,5,0,0,17,65,42,25,18,145,21,9,5,0,29,875,483,185,79,1614
LGA36580,61,38,25,14,140,85,28,23,14,151,98,59,20,14,196,47,31,3,3,83,10,11,0,0,23,5,3,0,0,11,4,4,4,0,10,4,5,0,0,12,43,30,16,11,102,17,3,3,0,24,536,319,142,76,1069
LGA36630,94,42,30,23,184,126,34,27,11,201,151,73,17,17,258,51,21,7,3,82,20,21,3,0,48,7,4,0,0,9,7,5,0,0,15,0,4,0,0,4,52,35,11,10,112,20,15,3,5,42,791,386,161,92,1436
LGA36660,102,61,40,15,218,103,41,18,8,175,158,69,29,13,272,61,30,12,7,114,19,15,3,0,35,8,4,0,0,18,10,4,3,0,17,4,0,3,0,5,57,41,20,7,119,31,8,6,3,44,819,414,175,75,1486
LGA36720,851,460,172,64,1542,908,400,162,64,1527,1670,734,204,82,2695,731,409,114,28,1276,382,198,55,11,648,119,65,11,9,207,81,69,18,4,175,46,20,11,0,72,445,384,141,41,1014,134,65,17,10,230,7101,3792,1163,383,12447
LGA36820,63,40,32,10,146,77,25,12,11,124,105,55,15,16,190,35,17,8,3,67,29,9,4,0,48,8,3,0,0,11,5,3,0,0,7,7,4,0,0,10,44,36,16,8,108,20,10,3,0,38,596,303,125,64,1092
LGA36910,406,214,133,69,828,448,204,97,48,802,843,371,113,79,1393,383,196,62,37,673,163,75,32,15,288,74,36,13,4,120,45,40,9,0,90,15,14,3,3,36,232,146,79,48,512,70,21,20,7,108,3596,1825,765,409,6589
LGA36950,3,0,4,0,10,3,5,3,3,17,12,13,3,4,30,12,3,3,3,22,4,5,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,8,6,3,4,26,3,3,3,0,16,73,46,27,29,175
LGA36960,22,8,8,3,47,15,12,3,5,39,16,12,4,7,41,3,3,0,3,12,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,19,11,0,0,3,12,182,96,33,35,356
LGA37010,448,280,153,95,980,537,272,112,70,995,974,513,151,76,1718,524,283,80,33,918,295,167,37,13,510,108,62,13,9,189,67,43,13,9,133,24,13,8,0,51,307,189,114,53,664,82,51,22,3,160,4553,2585,987,483,8609
LGA37300,4,0,0,0,5,0,0,0,0,0,7,0,3,0,13,7,3,0,0,19,6,4,0,0,14,4,3,0,0,5,4,3,0,0,7,0,0,3,0,3,0,0,0,0,5,3,0,0,0,3,46,22,11,3,79
LGA37310,78,41,41,13,169,85,37,12,15,156,127,50,22,17,218,51,16,6,3,84,28,6,8,0,44,12,5,0,0,15,6,4,0,0,15,8,0,0,0,9,50,28,24,11,111,20,9,4,3,36,663,345,144,83,1243
LGA37340,83,43,11,4,135,95,46,13,4,152,128,67,16,9,223,36,20,11,3,68,34,14,6,0,52,11,9,0,0,18,9,3,0,0,10,8,3,0,0,7,47,26,15,5,96,6,11,0,0,18,628,347,113,54,1142
LGA37400,3,3,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,22,4,3,0,33
LGA37550,3,0,4,0,11,3,3,0,0,5,6,9,0,0,15,5,0,3,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,4,41,36,21,11,110
LGA37570,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,0,27
LGA37600,12,6,3,0,22,15,5,4,0,31,8,6,8,0,28,6,7,3,5,21,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,9,23,0,0,0,0,4,115,59,42,37,254
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,22,0,3,0,24,31,8,0,0,42,50,14,0,0,67,30,9,0,0,42,29,8,4,0,43,12,0,0,0,15,23,5,0,0,26,12,4,0,3,15,21,16,0,0,41,3,0,0,0,5,301,98,16,9,421
LGA40120,63,26,11,3,104,55,38,16,6,107,136,72,16,7,231,90,49,6,0,147,66,32,10,0,105,19,9,3,0,35,22,9,7,0,34,9,4,4,0,11,67,69,22,7,170,4,3,3,0,12,660,371,114,34,1174
LGA40220,77,29,25,3,126,70,28,11,7,110,106,48,6,4,171,43,17,7,0,68,20,9,3,0,30,6,0,3,0,11,0,3,0,0,6,0,3,0,0,7,45,46,19,0,112,9,8,3,3,18,535,270,106,31,938
LGA40250,3,0,0,0,7,3,3,0,0,7,4,7,0,3,19,3,3,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,5,4,21,6,3,0,0,11,60,39,16,12,127
LGA40310,43,17,18,5,83,51,33,17,0,92,96,50,18,0,168,44,29,3,0,82,25,8,6,3,44,4,3,3,0,13,6,10,0,0,14,0,3,0,0,8,38,35,11,6,90,4,0,3,0,10,421,250,110,22,798
LGA40430,5,3,0,0,9,8,0,0,0,10,8,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10,0,3,0,0,3,45,27,0,0,74
LGA40520,39,16,9,9,73,33,12,5,6,61,47,14,3,3,76,22,8,0,3,41,15,8,0,0,30,6,0,0,0,4,0,0,0,0,3,0,0,0,0,0,15,13,13,0,43,9,3,4,0,19,290,141,53,27,513
LGA40700,56,19,6,0,87,71,26,6,0,103,163,67,14,3,241,111,63,9,0,189,60,42,3,3,109,36,13,0,0,51,32,22,11,3,65,25,18,3,0,50,71,60,31,4,165,10,7,0,0,12,819,426,109,18,1385
LGA40910,148,58,20,0,223,147,61,18,11,231,291,125,23,3,438,164,82,16,6,273,80,53,8,3,143,28,27,9,0,58,10,14,3,0,33,6,0,0,0,15,92,76,25,4,205,24,8,3,5,39,1262,633,163,36,2100
LGA41010,8,4,5,0,19,12,0,4,0,13,15,11,0,0,25,9,4,0,0,12,9,3,3,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,3,14,3,5,0,3,15,74,43,13,11,149
LGA41060,355,117,49,14,536,397,116,41,18,576,664,294,61,19,1038,370,159,48,15,591,169,121,23,3,317,63,55,16,3,140,42,30,10,4,81,27,22,3,0,54,224,171,47,17,460,67,30,5,3,112,3062,1451,403,140,5047
LGA41140,20,14,8,6,45,21,7,3,0,29,36,8,7,0,47,12,4,4,0,28,3,3,0,0,10,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,13,9,9,3,29,4,4,0,0,5,152,90,38,13,295
LGA41190,0,0,0,0,8,7,0,0,0,6,3,0,0,0,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,28,7,3,5,46
LGA41330,3,0,0,0,6,0,0,0,0,3,10,4,0,0,12,0,3,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,6,31,12,9,3,61
LGA41560,49,25,13,5,91,37,29,7,7,79,42,25,10,4,82,25,17,3,0,44,11,6,0,0,17,0,3,0,0,5,0,3,0,0,9,0,0,0,0,3,19,16,12,11,54,11,0,0,3,11,302,178,56,34,576
LGA41750,0,0,0,0,3,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,7,0,0,19
LGA41830,3,0,0,0,8,8,0,0,0,6,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,0,0,0,0,4,35,16,6,0,59
LGA41960,0,0,0,0,6,3,0,0,0,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,0,24
LGA42030,76,49,25,9,170,96,46,17,7,165,131,69,22,11,232,62,44,10,0,115,27,20,8,3,58,13,4,0,0,23,12,0,0,0,15,0,3,0,0,4,57,42,8,5,118,13,9,5,0,23,696,409,126,49,1283
LGA42110,8,5,0,0,10,12,0,3,0,13,15,3,4,0,17,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,5,0,0,19,0,3,0,0,3,82,32,15,4,124
LGA42250,11,4,0,0,16,9,5,5,0,24,21,11,0,4,35,12,3,0,0,18,7,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,5,0,20,3,0,0,0,5,107,47,21,5,183
LGA42600,57,30,14,0,98,99,19,10,4,130,212,50,19,0,273,104,51,4,3,163,77,19,0,3,100,23,15,0,0,36,18,11,3,0,31,22,8,9,0,34,66,47,16,0,132,10,3,0,0,11,842,308,82,14,1247
LGA42750,11,5,0,0,20,6,6,0,0,10,15,6,0,0,24,3,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,15,3,0,0,0,3,78,39,12,4,133
LGA43080,0,0,0,0,4,4,0,3,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,8,0,32
LGA43220,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,6,3,0,25
LGA43360,8,3,0,3,11,3,3,0,0,4,4,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,35,16,10,6,57
LGA43650,19,14,10,3,46,35,19,10,0,62,61,31,11,3,99,27,19,0,0,48,7,9,4,0,19,3,3,3,0,13,0,0,0,0,3,3,0,0,0,3,19,20,14,3,52,6,0,0,0,14,250,150,61,14,482
LGA43710,7,3,0,0,10,15,3,0,0,20,14,8,0,3,25,14,4,0,0,18,3,4,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,7,0,0,17,0,0,0,0,0,87,44,8,8,141
LGA43790,26,16,7,4,57,34,13,6,0,55,55,19,9,4,83,19,14,3,0,34,10,10,0,0,18,0,0,0,0,0,7,0,0,0,8,3,0,0,0,3,12,12,9,0,33,13,6,0,0,15,242,131,50,19,441
LGA43920,20,5,7,4,34,15,8,3,0,31,30,17,3,5,49,14,4,0,3,28,7,10,0,0,18,0,4,0,3,8,3,0,0,0,7,3,0,0,0,3,16,15,4,0,32,3,3,0,0,5,150,89,39,17,295
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA44060,240,120,26,8,395,284,92,37,18,431,543,224,41,20,824,337,176,34,3,556,159,78,18,3,258,48,38,11,4,97,21,33,3,0,63,12,6,0,0,25,147,127,46,6,332,35,16,7,0,59,2398,1125,294,86,3903
