LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA53640,8,0,8,3,0,6,3,0,0,30,0,0,0,0,0,0,0,0,0,0,126,58,88,98,100,116,71,32,7,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,86,36,77,35,47,55,24,0,3,359,31,12,16,9,32,27,16,7,3,151,248,108,180,146,178,202,106,35,9,1215
LGA53710,4,3,0,4,3,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,113,31,62,66,95,93,92,52,18,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,78,30,34,31,38,38,19,11,4,282,20,10,13,16,15,18,9,6,3,105,207,71,113,115,147,152,121,71,27,1033
LGA53780,1155,761,799,724,661,491,263,86,30,4972,63,52,33,33,57,44,12,14,0,318,9668,6482,6310,7314,7790,7231,5691,3061,1021,54573,1207,410,1170,1028,348,152,74,17,0,4411,2941,1583,1707,1420,813,412,156,34,14,9084,0,4,8,4,8,3,9,0,0,27,10,10,3,4,0,0,0,0,0,21,371,293,687,204,73,59,29,13,0,1730,40,54,100,90,105,67,39,3,5,493,417,352,790,296,182,120,63,21,6,2245,7767,5147,6380,4948,3864,2626,1377,505,179,32785,1948,1411,1897,1679,1269,980,643,398,198,10424,24659,15924,19190,17587,14905,11985,8281,4114,1431,118073
LGA53800,291,179,143,179,171,140,77,20,10,1210,8,4,0,10,9,3,4,0,0,37,3881,2322,1929,2535,3423,3116,2362,1385,496,21458,39,9,49,44,12,3,0,0,0,157,169,63,83,82,55,50,23,17,3,536,0,0,3,0,0,3,3,0,0,17,6,3,3,0,4,0,0,0,0,19,8,3,10,4,0,0,0,0,0,28,23,3,11,25,13,14,4,3,0,103,34,14,21,34,18,14,4,3,0,150,3058,1903,1925,1552,1430,1015,495,194,73,11652,790,537,633,616,631,498,353,199,59,4311,8032,4883,4712,4935,5637,4743,3251,1805,638,38634
LGA53920,38,38,33,14,12,15,3,3,0,147,0,0,0,0,0,0,0,0,0,0,548,353,328,251,193,182,82,22,8,1963,0,0,3,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,5,3,7,4,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,3,5,4,0,4,0,35,114,74,98,67,56,46,13,0,0,470,204,106,159,119,82,54,26,12,3,770,875,536,610,443,347,295,123,38,7,3269
LGA53990,252,104,101,139,127,130,71,28,8,966,11,7,3,10,5,5,4,0,0,45,2764,1434,1338,1879,2220,2122,1714,809,229,14505,16,4,12,11,10,4,0,0,0,63,34,8,17,16,11,5,0,0,0,93,4,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,14,7,7,7,24,15,3,3,0,80,14,9,13,8,24,15,3,3,0,95,2515,1266,1397,1257,1085,840,394,144,36,8943,517,319,319,348,383,333,286,145,33,2679,5889,3059,3142,3550,3763,3336,2417,1101,294,26553
LGA54060,9,8,0,3,7,9,10,0,0,49,0,0,0,0,0,0,0,0,0,0,264,136,109,188,287,365,395,206,68,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,292,137,138,152,151,160,108,37,5,1178,51,27,33,35,41,57,58,14,14,321,608,300,288,385,491,591,564,262,85,3569
LGA54130,15,0,5,7,3,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,60,21,54,57,102,102,59,26,8,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,47,77,49,50,57,24,7,3,434,51,3,35,20,25,29,20,11,0,186,230,69,164,122,173,189,96,46,9,1109
LGA54170,1035,637,568,665,717,515,340,113,21,4619,15,10,9,20,22,37,20,6,3,150,14931,10323,7076,10454,14075,13533,10049,4290,1781,86514,234,176,212,194,145,114,58,15,7,1150,228,284,263,172,148,102,71,21,8,1299,22,18,15,20,26,34,23,11,4,180,0,0,0,0,0,0,0,0,0,0,39,25,66,26,20,16,12,3,0,212,56,72,106,79,105,77,70,18,14,594,98,99,167,113,126,94,79,19,12,805,11823,8001,7882,7971,7086,5222,2472,788,318,51565,1976,1458,1389,1492,1610,1531,955,469,269,11146,29520,20596,17274,20772,23504,20891,13838,5650,2401,154445
LGA54200,491,288,270,276,265,250,203,74,21,2142,54,39,26,24,35,22,18,12,5,242,5172,3447,2712,3682,4589,4260,3893,2155,639,30547,220,37,193,196,34,39,15,0,0,729,306,147,171,164,86,37,21,10,3,945,10,3,3,5,10,0,8,0,3,38,0,0,0,0,0,0,0,0,0,3,38,6,56,25,6,6,0,0,0,138,22,16,28,25,43,29,9,0,0,170,54,22,89,49,48,38,9,3,3,313,4426,2926,3112,2785,2418,1802,1059,440,120,19088,859,565,673,650,681,652,520,311,157,5067,11174,7217,7084,7678,7971,6914,5558,2933,922,57449
LGA54280,342,186,226,208,178,96,39,18,3,1294,8,12,14,9,17,8,5,0,0,71,3160,1780,2117,2194,2410,1896,905,378,98,14933,89,18,109,69,20,13,3,0,0,323,69,18,49,53,14,8,4,0,0,209,0,0,0,0,3,0,0,0,0,8,3,3,0,0,0,0,0,0,0,11,16,0,21,11,0,3,0,0,0,60,11,16,22,13,15,4,0,4,0,87,35,19,40,31,16,11,0,4,0,153,2694,1523,2193,1504,1151,746,281,90,19,10201,815,457,741,609,549,475,188,81,34,3950,6900,3850,5318,4530,4205,3168,1383,558,153,30059
LGA54310,144,72,132,101,73,50,13,3,0,583,10,11,12,11,5,3,0,0,0,57,2354,943,1685,1811,1538,924,255,55,18,9578,45,14,95,51,29,13,0,0,0,249,50,10,45,32,17,7,3,0,0,162,0,0,5,0,0,0,0,0,0,3,17,11,10,10,4,3,4,0,0,44,3,0,10,3,0,0,0,0,0,15,17,0,5,15,11,5,0,0,0,57,33,10,23,24,19,11,4,0,0,119,2129,1032,1814,1321,832,382,83,16,0,7611,657,371,833,667,516,271,78,15,3,3402,5309,2422,4590,3985,3005,1633,433,81,22,21473
LGA54340,39,15,13,21,14,7,11,6,0,130,0,0,0,3,0,0,0,0,0,7,320,200,172,226,289,297,219,156,61,1935,3,0,8,7,4,3,0,0,0,24,92,37,64,54,46,51,43,16,3,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,278,171,168,135,119,102,52,26,9,1061,129,57,83,75,94,87,63,36,18,636,842,475,505,508,570,547,379,234,95,4151
LGA54410,6,8,4,4,4,4,0,3,0,40,0,0,0,0,0,0,0,0,0,0,91,48,53,69,122,108,93,80,29,698,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,46,42,39,51,39,38,10,3,353,23,18,21,9,24,21,16,20,15,162,219,102,117,121,202,164,150,108,45,1224
LGA54480,3,3,3,0,4,0,3,3,0,25,0,0,0,0,0,0,0,0,0,6,53,13,26,46,43,44,35,11,3,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,8,4,0,0,5,0,0,0,0,0,8,47,16,27,29,32,15,6,4,0,176,29,4,15,21,10,13,11,0,0,104,135,34,64,102,89,66,55,15,3,559
LGA54550,21,0,4,10,4,3,3,3,0,55,0,0,0,0,0,3,0,0,0,3,213,48,97,131,180,182,157,93,35,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,152,65,104,61,81,65,23,12,3,572,50,21,28,19,41,32,20,16,20,254,418,138,228,212,309,281,205,127,62,1985
LGA54620,12,0,6,7,3,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,77,24,60,65,81,88,63,32,7,501,0,0,3,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,24,38,34,35,28,10,8,0,247,15,7,16,11,13,23,13,9,0,108,164,51,117,118,127,134,96,50,12,873
LGA54690,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,42,6,26,25,30,56,27,21,5,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,40,12,11,16,13,18,16,3,0,135,5,3,8,6,3,4,3,0,0,37,87,21,43,52,54,85,43,24,7,414
LGA54760,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,83,15,49,56,84,71,63,25,12,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,50,36,25,40,28,20,10,6,0,216,12,9,4,10,11,10,10,4,4,77,153,51,82,109,127,102,80,42,20,765
LGA54830,441,261,285,244,221,111,49,20,7,1633,23,9,10,13,12,18,5,4,3,83,3674,2108,2637,2737,2473,1910,1393,788,237,17959,263,70,372,171,52,25,9,4,0,973,135,59,144,88,37,29,3,0,0,503,8,0,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,118,56,232,55,20,12,3,0,0,498,20,17,45,34,32,22,3,3,0,183,141,75,281,94,50,36,8,3,0,687,3566,2109,2908,1898,1372,856,418,155,34,13311,822,681,1118,849,576,399,307,149,47,4943,8684,5171,7581,5961,4638,3305,2162,1098,324,38918
LGA54900,11,7,3,13,6,10,5,0,0,54,0,0,0,0,0,0,0,0,0,0,110,43,80,97,124,145,91,45,12,737,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,118,34,69,56,45,25,7,6,0,362,47,7,14,30,19,20,12,3,3,160,275,81,165,174,187,191,117,58,11,1268
LGA54970,16,7,13,8,4,3,3,0,0,48,0,0,0,0,0,0,0,0,0,3,81,45,104,75,110,74,25,6,3,534,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,11,25,40,111,44,50,36,12,0,0,313,34,22,81,39,49,42,8,4,0,263,147,109,301,163,213,152,45,21,3,1153
LGA55040,10,0,12,11,3,9,0,0,0,50,0,0,0,0,0,0,0,0,0,0,94,33,99,88,83,76,33,10,6,522,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,3,0,0,0,0,19,100,45,140,70,77,29,17,3,0,488,33,35,102,68,66,33,11,3,0,357,232,116,352,246,231,145,63,14,5,1411
LGA55110,591,367,317,363,393,312,244,116,22,2721,5,3,11,6,25,18,14,10,0,101,6462,4127,3385,4445,5955,6531,7287,4538,1540,44275,96,35,109,97,25,13,5,0,0,380,73,17,71,68,24,18,4,0,0,271,5,3,0,6,13,3,12,3,3,48,3,0,0,3,0,0,0,0,0,11,25,17,69,14,6,3,3,0,0,130,30,32,46,52,57,40,30,4,0,291,59,45,119,67,61,43,29,4,0,437,6514,4059,4092,3499,3230,2580,1815,921,287,26995,1202,793,880,897,970,929,900,599,296,7469,14552,9188,8802,9282,10442,10230,10111,6082,2124,80813
LGA55180,67,20,17,32,33,29,15,15,3,231,0,0,0,0,3,3,0,0,0,9,691,404,299,433,730,807,694,415,139,4607,0,3,0,4,3,0,0,0,0,8,13,9,11,12,9,3,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,7,7,7,0,3,0,0,36,5,5,4,7,7,0,3,0,0,34,843,459,417,447,488,452,243,76,15,3425,177,114,108,110,140,161,117,86,44,1053,1730,989,849,1010,1401,1431,1062,571,200,9250
LGA55250,0,3,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,55,25,75,64,78,62,45,9,3,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,74,40,85,52,42,37,16,0,0,352,61,40,64,49,31,36,13,0,5,289,187,103,230,172,148,138,70,12,10,1067
LGA55320,476,399,369,382,393,423,240,112,44,2839,3,14,10,9,7,10,12,11,5,76,8313,6183,4297,5951,7656,7612,6368,4120,2192,52700,262,198,263,231,181,145,71,28,12,1386,236,169,247,200,114,61,40,17,3,1095,16,8,14,14,14,21,11,11,0,101,0,0,0,0,0,0,3,0,0,5,48,48,88,33,17,41,15,13,0,301,55,62,59,62,81,69,29,28,7,467,107,112,154,98,92,112,52,38,12,773,6362,5118,4935,4406,4022,3309,1825,777,421,31170,1190,996,1028,966,1018,976,720,593,555,8047,16799,13164,11320,12324,13521,12702,9370,5662,3221,98083
LGA55390,5,0,3,5,12,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,26,34,32,39,49,35,18,4,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,10,7,0,7,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,10,7,0,7,3,0,50,11,21,33,17,18,12,6,0,0,130,14,9,18,15,11,15,0,0,0,69,61,65,98,77,83,59,30,5,0,490
LGA55460,38,17,16,12,21,14,7,0,0,123,0,0,0,0,0,0,0,0,0,3,331,159,182,181,266,282,223,106,47,1773,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,3,0,0,0,0,14,9,4,3,0,3,0,0,0,0,14,259,287,177,143,132,113,48,16,9,1194,54,49,42,48,41,43,42,19,11,348,660,506,400,373,450,443,306,151,67,3350
LGA55530,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,35,19,30,37,31,60,25,14,4,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,13,30,18,22,14,11,0,0,144,22,3,8,7,7,12,0,4,0,59,88,43,62,54,62,85,41,16,7,455
LGA55600,11,3,8,11,4,8,3,0,0,56,3,3,0,0,0,3,0,0,0,7,264,130,121,182,233,222,188,90,37,1459,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,193,98,97,95,83,65,25,15,6,678,57,35,28,39,38,39,28,12,3,282,517,260,242,324,359,326,237,125,49,2428
LGA55670,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,66,53,39,46,56,68,35,38,10,409,0,0,5,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,74,45,28,23,13,24,11,3,0,222,20,10,8,5,12,18,3,3,3,89,160,113,84,80,89,110,52,46,18,750
LGA55740,32,13,22,11,19,25,3,8,0,136,0,0,3,0,0,0,3,0,0,10,774,533,359,460,700,566,571,299,99,4357,19,8,34,15,16,6,4,0,0,102,10,9,17,6,6,6,0,0,0,51,3,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,3,8,12,7,3,0,3,3,44,10,3,11,12,7,3,0,3,3,51,560,472,554,437,410,308,211,68,25,3033,117,87,167,100,136,126,128,79,52,993,1509,1128,1181,1057,1296,1028,932,452,182,8757
LGA55810,3,0,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,30,9,16,22,27,37,38,5,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,25,23,19,20,21,11,0,0,159,24,11,19,19,21,22,19,0,0,128,89,42,60,65,69,78,69,12,3,482
LGA55880,3,3,0,3,3,0,3,0,0,16,0,3,0,0,3,0,0,0,0,3,59,13,38,42,58,48,42,18,6,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,32,23,21,17,9,0,0,149,17,4,6,18,5,3,8,0,0,56,119,26,71,82,90,68,52,18,6,527
LGA55950,23,9,9,8,14,4,6,0,0,72,0,0,0,0,0,0,0,0,0,0,61,21,46,37,41,65,45,31,5,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,27,26,14,16,9,4,3,141,18,0,7,11,3,3,7,3,0,50,115,30,83,73,66,84,55,35,13,555
LGA56090,287,182,130,189,216,196,137,56,11,1411,11,3,10,9,9,8,13,3,0,67,2739,2013,1268,1884,3090,2978,2602,1240,428,18240,20,6,29,17,13,12,6,0,0,99,16,17,11,9,16,10,0,0,0,84,3,4,4,0,7,3,8,0,0,30,3,0,0,0,3,0,0,0,0,10,7,3,13,7,3,0,0,0,0,36,22,11,19,43,40,18,17,7,3,181,36,23,33,47,42,18,21,7,3,229,3207,1949,1797,1959,2064,1650,969,315,90,13998,558,618,988,938,809,559,400,155,78,5120,6632,4651,4175,4918,6117,5294,4026,1727,604,38157
LGA56160,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,12,5,4,16,11,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,3,7,3,0,0,0,35,0,4,15,8,11,7,0,0,0,52,26,25,20,20,36,20,4,0,0,153
LGA56230,108,58,58,55,51,57,51,15,0,443,4,0,0,0,0,0,0,0,0,6,1368,791,674,890,1290,1387,1530,838,231,9002,3,3,3,4,6,0,0,0,0,17,6,6,3,4,0,0,0,0,0,26,0,0,0,0,3,3,4,3,0,14,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,3,4,20,3,3,0,0,42,4,10,5,9,20,8,3,0,0,54,1431,820,753,764,700,619,384,162,33,5676,311,187,161,217,247,259,237,140,32,1789,3143,1834,1617,1915,2294,2293,2159,1145,298,16698
LGA56300,3,4,0,0,5,7,5,3,0,27,0,0,0,0,0,0,0,0,0,0,61,21,15,39,82,128,149,43,13,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,114,48,56,65,97,102,61,18,0,563,26,10,10,17,32,32,31,12,3,186,206,82,91,125,213,267,248,79,18,1328
LGA56370,0,0,3,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,72,25,73,40,57,87,62,43,19,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,33,31,16,37,32,17,8,0,229,14,3,13,10,8,17,22,9,3,91,135,56,121,70,104,136,95,59,25,809
LGA56460,30,23,13,24,23,33,16,3,0,161,4,0,0,0,0,0,0,0,0,7,545,262,259,335,382,468,372,205,106,2929,6,0,13,3,0,3,0,0,0,25,0,0,6,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,12,3,0,3,3,5,4,0,0,0,16,387,304,204,154,184,155,72,40,12,1514,121,84,68,50,74,88,70,46,17,623,1073,661,557,553,655,725,522,291,132,5162
LGA56580,85,72,33,60,77,51,52,18,3,450,4,3,0,0,5,0,0,0,0,16,2234,1415,635,1220,1734,1598,1339,788,397,11364,58,31,27,46,44,25,27,15,3,274,53,22,25,36,24,13,3,0,0,178,11,19,9,4,23,17,9,5,0,97,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,5,4,0,0,26,10,13,5,10,16,21,9,0,3,81,12,18,8,10,21,18,13,3,3,111,1421,1268,860,811,918,782,561,178,91,6893,349,258,193,223,267,238,163,78,68,1836,4182,3062,1779,2415,3086,2763,2173,1083,574,21121
