LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA23430,978,4523,3452,32967,997,42921,3,6,4,32,0,49,4843,68,91,200,127,5321,730,53,18,77,4,888,1174,333,172,341,28,2052,9690,3548,2661,20721,875,37497,1213,16,115,5,30,1377,552,64,49,248,28,934,1486,353,269,1788,70,3960,6093,582,234,981,190,8067,526,64,26,53,12,684,3277,93,61,35,74,3536,2121,881,513,8579,249,12339,3839,743,294,1701,163,6743,132,0,3,5,3,149,487,47,23,55,31,638,124,21,6,13,0,172,466,92,68,133,16,772,442,43,40,18,29,577,637,156,161,47,17,1019,1054,101,63,133,11,1361,988,45,24,28,16,1103,2339,781,642,5555,174,9488,596,49,10,32,12,709,567,53,37,13,3,676,410,43,16,77,11,562,1495,90,64,24,48,1716,769,44,11,10,62,901,1092,22,22,3,35,1174,244,75,56,252,11,631,9279,816,543,765,289,11693,1580,222,169,1568,6208,9743,52441,8704,6068,58240,9172,134623,1010,4556
LGA23670,975,6024,4088,41853,1101,54034,9,3,0,44,3,60,7608,90,141,244,145,8224,577,64,37,68,12,757,2358,606,358,805,63,4197,11620,4559,3303,24258,1072,44815,1025,11,90,9,65,1191,412,62,23,230,13,730,2606,591,278,2417,129,6017,1883,421,153,647,73,3178,776,114,53,104,9,1068,2734,98,64,32,73,2996,2054,929,558,8019,268,11826,3519,936,397,2175,186,7205,142,0,0,0,3,153,390,48,24,31,12,508,146,31,9,46,3,233,561,122,86,206,27,996,290,33,26,27,15,396,495,188,162,91,13,955,1072,109,66,140,24,1416,260,32,11,54,8,360,2564,1043,743,6084,185,10618,613,93,35,38,13,792,754,61,45,29,27,914,357,20,15,92,13,505,2115,100,87,43,63,2409,203,27,14,17,7,265,778,11,7,3,33,827,398,91,64,284,11,849,8106,812,573,864,287,10634,1377,226,165,2049,4272,8085,51711,10653,7106,69825,7438,146739,1031,5455
LGA23810,340,2515,1686,25589,776,30909,0,7,3,96,18,119,343,17,8,73,6,457,156,28,14,26,0,229,1415,411,271,725,50,2874,3760,2037,1410,15629,557,23392,323,0,78,0,15,418,66,12,15,129,6,227,925,281,153,1530,75,2958,379,62,25,150,25,641,113,37,0,39,3,194,142,13,11,24,0,185,742,457,273,4602,136,6213,1515,321,85,979,61,2967,7,0,0,0,0,12,11,3,6,4,0,20,12,0,3,7,0,22,844,179,70,370,24,1487,107,20,12,14,3,150,145,104,57,32,5,342,466,70,34,130,19,712,85,17,5,24,0,137,1430,584,458,3889,120,6482,193,29,11,30,11,271,41,6,11,7,0,67,94,14,11,63,11,187,55,6,7,22,0,92,14,6,0,0,0,32,27,0,3,0,0,38,121,38,17,153,10,341,1308,272,158,462,65,2261,327,105,87,1469,3009,5004,13452,4697,3038,43539,4602,69326,338,2391
LGA23940,21,166,145,3485,81,3903,0,0,0,6,0,6,6,0,0,42,0,48,5,0,0,0,0,12,57,10,10,14,0,98,288,167,135,2403,74,3071,4,0,0,0,0,4,0,3,0,12,0,19,56,10,0,182,3,248,17,3,0,7,0,25,15,0,0,0,0,18,0,0,0,0,0,3,34,48,7,672,21,776,20,8,0,73,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,7,0,21,4,0,0,0,0,4,15,8,0,0,0,30,8,0,3,3,0,12,3,0,0,0,0,6,79,44,41,655,28,844,15,0,0,0,0,22,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,3,3,15,0,26,69,13,9,52,3,138,10,8,4,176,258,450,660,300,234,6211,436,7835,20,169
LGA24130,149,1623,1072,14303,353,17490,0,0,0,9,0,12,64,17,20,62,0,163,131,27,13,21,7,200,312,112,63,162,9,667,2715,1324,894,8879,305,14113,35,0,12,0,0,45,70,19,4,91,13,193,534,177,98,842,40,1683,161,38,18,98,10,321,85,11,3,14,7,127,59,15,3,10,0,84,523,285,221,3736,100,4866,593,221,87,547,34,1481,3,0,0,0,0,3,21,10,3,9,0,41,25,3,4,7,0,43,367,104,42,170,10,700,26,4,8,3,4,46,135,60,52,12,6,263,200,27,24,53,3,306,47,4,3,17,3,68,597,369,237,2490,77,3767,66,14,7,7,0,98,64,11,3,8,0,90,37,6,0,15,0,68,35,13,5,3,0,60,21,3,3,0,0,27,13,10,0,0,0,22,100,23,16,101,0,245,709,208,131,306,25,1374,139,71,48,741,1455,2449,6726,2867,1854,24692,2221,38362,154,1783
LGA24210,811,3317,2113,21156,506,27896,9,3,0,17,0,31,14718,199,253,206,306,15682,715,91,49,90,15,958,803,216,105,249,21,1390,5373,2228,1564,13141,435,22744,300,3,46,3,10,365,218,48,26,136,9,436,1190,270,165,1222,49,2900,6958,843,365,1607,256,10031,367,42,15,35,12,461,1748,49,52,10,26,1880,990,466,295,5113,138,7007,7881,1254,530,2761,271,12694,505,0,7,3,15,527,909,122,69,62,32,1192,699,84,41,103,14,939,501,98,60,131,10,795,65,9,4,13,4,89,344,77,70,28,8,530,640,86,58,76,8,879,249,19,17,37,0,325,1236,547,386,3644,94,5905,393,48,26,30,9,509,739,31,32,9,8,817,249,33,19,46,9,357,688,30,18,24,14,768,296,21,17,9,10,355,558,3,10,3,22,593,145,40,27,162,9,381,6498,587,393,662,222,8361,1218,170,117,1054,3590,6151,53294,7037,4371,39449,5759,109916,737,2768
LGA24250,18,256,211,2716,55,3252,0,0,0,0,0,4,30,3,0,5,0,37,3,0,0,0,0,0,58,15,8,24,0,112,421,208,201,1832,63,2723,4,0,0,0,0,4,7,7,0,13,0,28,144,30,17,200,6,392,14,4,0,9,3,21,7,3,0,0,0,13,3,0,0,3,0,9,78,46,39,754,18,939,42,11,8,58,0,118,3,0,0,0,0,3,0,0,0,4,0,7,0,0,0,0,0,0,14,0,4,0,0,21,11,0,0,3,0,12,25,14,12,3,0,56,31,3,0,6,0,36,4,0,0,3,0,10,90,64,39,509,10,716,6,3,3,0,0,19,19,0,3,0,0,20,4,5,0,6,0,15,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,23,0,41,154,43,26,53,0,274,18,11,3,139,391,559,992,438,349,4882,521,7192,20,284
LGA24330,509,1586,1009,9870,425,13399,4,3,5,31,0,51,4951,45,45,78,118,5243,766,49,21,49,12,903,243,118,71,116,16,565,2659,1126,807,6477,376,11444,742,11,40,8,32,823,105,19,3,77,8,217,493,148,102,717,29,1496,1951,190,82,254,71,2547,143,25,8,29,0,211,1653,20,28,9,30,1735,690,392,205,3423,104,4804,2333,379,144,673,92,3615,70,0,0,0,0,69,236,7,4,16,0,271,885,25,14,40,36,995,506,83,53,115,17,781,156,17,13,8,6,189,206,44,52,18,16,333,515,69,41,80,13,718,116,14,9,32,3,172,712,328,229,2059,82,3411,664,19,25,25,11,745,66,8,4,6,0,87,326,17,4,23,11,386,237,20,15,3,3,273,396,33,19,12,10,467,6367,22,65,23,204,6679,75,20,17,113,0,237,5619,366,219,326,262,6790,1505,98,68,590,4393,6655,32950,3295,2109,18701,6091,63143,575,1863
LGA24410,521,4446,2979,32444,954,41346,0,6,0,54,3,60,1645,85,62,141,45,1980,329,65,14,23,11,442,1680,484,229,625,55,3077,8503,3674,2627,20143,825,35770,418,7,45,9,18,494,195,39,44,197,7,487,1425,458,265,2009,91,4262,659,164,75,277,25,1205,345,60,11,47,17,486,774,45,33,22,20,889,1472,681,460,6879,226,9722,1721,631,203,1333,105,3993,67,3,5,3,0,77,155,40,8,52,10,265,111,14,7,42,0,177,290,99,54,96,13,549,151,16,18,17,0,202,348,133,123,51,8,661,563,77,54,150,18,854,146,26,13,41,3,225,1915,780,635,5506,176,9019,233,35,16,26,3,301,366,37,33,17,13,467,187,15,16,49,5,275,405,73,36,35,3,559,58,11,7,5,5,83,293,0,7,9,7,323,228,76,40,247,11,605,3666,592,345,803,133,5539,556,168,142,1373,3535,5781,25261,7866,5242,55091,5744,99199,545,4343
LGA24600,387,1828,1452,10489,274,14435,5,3,3,32,0,39,13803,108,112,91,160,14276,275,44,10,38,7,371,409,192,121,166,11,899,4231,1522,1167,8278,263,15461,324,3,36,3,5,370,282,37,23,137,3,483,774,219,152,1006,38,2191,671,117,63,129,22,1001,131,39,20,40,4,234,1732,23,22,24,18,1816,1195,464,331,4767,111,6861,1511,420,126,667,52,2766,958,0,5,5,20,989,152,9,15,47,7,221,99,11,11,11,5,142,280,61,28,57,3,429,155,11,4,3,4,179,498,81,57,14,10,662,451,85,58,115,8,717,205,31,11,41,5,297,1158,453,326,2992,64,5001,222,19,3,17,3,263,165,12,14,5,4,199,232,17,14,26,11,302,326,15,14,7,5,367,259,12,3,3,7,279,981,3,9,4,24,1025,141,42,27,180,3,390,7756,434,360,472,226,9246,759,49,28,348,10815,12003,36225,3797,2726,21488,11906,76147,504,2021
LGA24650,879,2584,1684,18011,647,23804,3,0,0,29,0,36,1248,35,24,73,29,1406,1145,152,67,179,27,1567,473,176,100,224,25,992,4264,1760,1369,10700,618,18709,1929,24,83,3,76,2119,168,28,17,80,4,300,842,247,156,1120,72,2427,1269,282,118,484,46,2198,242,38,32,45,7,367,1373,41,28,37,35,1503,858,383,245,3416,106,5010,2702,658,300,1561,112,5336,27,0,3,0,3,31,371,45,11,53,15,487,1299,115,51,174,58,1695,3684,721,407,1300,164,6273,219,23,26,15,13,291,222,63,43,32,4,360,774,132,49,204,20,1172,121,19,10,29,4,184,1108,421,320,2363,92,4308,833,59,39,56,18,1007,119,9,14,3,5,144,614,52,34,57,19,782,534,27,10,7,14,588,640,96,31,48,20,835,746,10,16,5,41,810,125,34,25,112,9,303,5271,502,314,497,248,6825,1101,216,138,1235,3976,6665,31334,5602,3591,32353,6027,78909,1248,3176
LGA24780,179,1225,748,19710,529,22391,0,5,0,143,8,164,105,11,6,59,7,188,214,34,7,65,5,324,149,69,45,154,8,422,1445,972,645,13272,526,16856,90,0,24,0,6,122,36,13,4,108,6,157,257,113,52,2043,69,2535,368,64,16,192,33,678,117,22,3,35,0,177,142,5,3,3,0,154,200,189,88,3830,68,4371,1597,388,109,1331,112,3535,46,0,0,3,0,50,3,0,0,10,0,16,7,0,0,3,0,10,15,15,3,28,0,64,46,13,9,17,4,101,82,34,53,10,3,182,85,29,10,49,0,172,24,3,8,19,3,49,330,260,137,3026,62,3825,94,25,3,28,0,153,38,8,3,8,3,56,18,0,9,35,0,62,29,6,0,7,0,39,661,36,7,16,24,742,61,0,4,0,3,67,56,26,16,107,0,205,1030,157,89,318,54,1654,340,78,49,1300,1955,3732,7034,2417,1377,35774,3217,49814,190,1058
LGA24850,114,1050,740,11854,350,14113,0,7,0,44,3,46,278,11,10,52,9,352,74,14,0,17,3,110,249,80,53,145,18,553,1532,887,621,7295,252,10598,59,0,21,0,3,85,30,17,6,56,0,104,266,124,57,811,14,1280,127,47,18,80,10,285,47,21,3,19,0,89,52,11,13,10,0,84,341,228,137,2833,92,3629,588,198,72,541,27,1430,20,3,0,0,0,22,46,16,0,12,0,69,76,25,9,32,4,143,287,81,41,122,9,536,41,18,10,14,0,83,122,57,43,12,0,233,144,20,20,41,3,224,14,3,3,9,0,33,364,212,158,1879,51,2661,40,8,0,16,0,69,26,5,7,13,0,48,46,9,6,21,3,81,46,6,4,5,0,61,41,10,0,6,0,53,3,0,0,0,0,3,46,15,14,61,0,132,514,111,96,214,29,964,113,57,39,707,1423,2343,4871,2041,1316,20582,2122,30929,120,1189
LGA24900,82,648,435,11184,325,12674,0,4,0,30,0,37,43,6,9,37,4,101,29,3,0,0,4,38,205,61,42,104,10,421,1046,655,387,7459,294,9839,49,0,10,0,0,59,14,3,6,38,0,64,134,52,21,672,10,894,20,10,3,14,4,54,21,8,0,4,0,28,24,6,0,3,0,40,162,139,68,2971,88,3418,556,172,30,503,43,1302,0,0,0,0,0,0,5,0,0,9,0,14,11,0,0,4,0,18,40,21,6,19,0,81,40,7,4,8,0,57,117,17,13,9,0,157,41,13,0,11,3,74,17,0,0,11,0,20,263,173,91,1833,38,2393,33,6,0,12,0,47,14,0,0,3,0,20,11,5,0,18,0,37,4,8,0,0,0,12,9,0,3,0,0,10,0,0,0,0,0,0,28,9,7,42,0,83,390,58,44,184,26,705,104,34,33,747,1040,1961,3049,1318,763,20236,1720,27083,71,665
LGA24970,1189,4488,3040,29239,860,38812,5,3,5,29,0,51,22043,158,255,160,413,23035,724,68,18,37,7,855,1234,289,154,361,18,2063,8202,3241,2226,18290,711,32667,905,3,82,3,30,1030,539,51,46,168,20,821,1756,359,208,1722,73,4113,9415,789,335,1671,285,12489,782,72,43,81,11,987,5970,61,59,17,92,6198,1645,832,455,7860,181,10970,6051,923,318,1880,220,9399,1102,0,15,0,33,1151,366,33,30,46,12,493,243,28,4,29,17,320,416,106,64,112,10,704,268,37,13,16,8,339,643,161,125,33,5,968,1451,118,74,150,34,1816,873,55,33,69,19,1046,2037,850,540,5318,161,8911,646,56,29,36,18,791,638,38,33,10,9,733,389,31,36,64,10,524,4475,94,81,26,78,4749,249,28,9,6,16,305,2034,11,29,0,25,2099,246,59,35,254,10,598,12783,878,576,806,297,15344,2178,182,145,1281,7092,10876,84024,8763,5566,52699,10189,161241,1151,4002
LGA25060,667,2932,1880,22936,643,29068,4,11,4,39,6,62,3531,68,70,121,82,3866,1127,92,58,139,29,1437,436,199,108,181,23,949,3777,2000,1360,13786,507,21422,512,8,64,8,21,612,200,32,14,142,12,400,853,237,147,1316,49,2597,3464,428,151,792,129,4964,184,21,12,34,0,254,1396,79,35,22,27,1549,1201,691,444,8188,209,10735,11348,1555,630,3256,428,17214,102,0,0,4,0,109,619,80,15,65,22,803,475,61,21,51,12,612,1604,224,107,345,50,2326,155,11,16,7,3,198,269,63,67,9,3,411,788,120,82,206,15,1213,198,24,9,55,8,297,1038,531,382,3882,99,5939,420,46,16,36,10,529,78,7,15,3,0,112,443,31,24,51,21,570,551,34,22,17,10,626,458,26,16,10,21,535,1728,16,24,8,69,1845,118,38,29,172,4,361,5798,590,395,690,259,7727,1252,175,104,1151,5420,8101,40799,6570,3920,43306,7729,102325,664,2898
LGA25150,107,957,680,9590,292,11630,0,3,0,13,0,18,41,5,3,38,3,86,78,13,8,17,0,110,303,90,65,108,7,573,1592,738,572,5764,236,8891,28,4,8,3,0,48,27,7,6,40,0,78,290,90,40,639,20,1078,97,28,7,48,6,185,69,9,3,5,0,88,61,4,4,11,0,84,304,180,119,2648,73,3334,298,112,59,356,18,848,3,0,4,0,0,11,16,0,4,0,0,21,26,8,0,4,3,45,344,80,41,142,19,638,30,4,0,4,0,44,103,28,18,11,4,168,130,22,17,51,3,227,23,7,0,14,0,44,429,193,158,1536,42,2360,77,22,8,15,0,124,22,3,0,7,0,37,43,5,4,24,0,74,5,3,0,3,0,11,14,3,3,0,0,21,17,0,0,0,0,17,51,20,4,60,0,129,422,120,69,166,24,808,84,39,25,524,796,1471,4334,1680,1170,16885,1402,25477,107,1008
LGA25250,1432,3754,2285,22785,887,31152,3,10,4,125,7,150,3670,92,94,131,81,4077,836,95,35,82,21,1068,543,258,144,238,11,1184,4962,2463,1605,14468,760,24259,863,5,66,9,27,967,282,56,36,219,20,616,1105,356,151,1500,61,3172,7590,675,260,1240,257,10013,223,42,28,50,8,351,2281,76,45,28,50,2479,1370,841,521,8081,282,11091,17797,2038,837,3906,659,25235,134,0,0,3,3,141,4989,520,191,201,336,6238,335,36,20,30,15,435,2010,298,158,331,76,2874,217,34,21,14,12,302,474,99,72,26,12,690,936,121,63,170,15,1308,246,40,31,66,4,382,1296,650,448,4406,112,6917,512,50,19,56,11,646,95,16,8,7,8,132,481,41,31,61,9,623,840,45,34,28,23,975,2473,138,56,47,117,2825,1019,9,12,5,30,1079,172,63,39,254,12,542,9970,974,573,865,324,12707,2564,258,181,1359,7470,11837,65745,9070,5063,44845,11037,135766,1404,4029
LGA25340,621,5860,4206,44395,1526,56611,3,8,0,67,9,83,463,51,37,192,23,763,351,50,16,50,8,472,1760,521,321,699,47,3350,14797,5174,3949,29250,1335,54510,216,12,37,5,12,289,267,66,36,299,16,683,1569,453,291,2532,97,4944,913,125,70,295,56,1456,234,56,24,50,3,366,195,34,18,21,13,275,2340,1055,612,9639,302,13950,1975,551,185,1568,119,4390,26,0,0,0,0,29,64,14,3,53,0,140,60,11,0,14,0,86,372,74,50,130,14,631,228,57,32,38,14,367,522,226,176,49,21,990,457,75,43,137,14,722,141,35,14,36,0,226,3070,1230,834,7524,249,12908,229,37,12,23,3,297,267,51,16,17,0,357,161,21,20,109,16,330,127,36,32,19,3,217,47,5,0,3,0,59,35,3,9,0,0,47,423,114,74,315,13,940,2584,745,462,970,154,4917,633,256,162,2322,8800,12174,29773,10428,7178,77080,12025,136483,638,6031
LGA25430,35,525,388,6521,167,7636,0,0,0,12,0,17,17,5,0,42,0,72,6,3,0,0,0,11,136,41,13,53,7,252,922,468,360,4581,174,6508,23,0,8,0,0,26,16,13,5,31,0,67,158,54,29,487,31,757,41,14,4,21,0,77,25,11,5,17,0,61,18,0,0,6,0,25,170,125,88,1675,66,2124,73,41,15,245,6,384,0,0,0,0,0,0,8,3,0,3,3,20,4,0,0,0,0,8,40,21,3,23,0,87,12,4,3,3,0,25,53,25,14,8,7,114,66,15,3,32,0,111,8,0,3,4,0,22,189,149,88,1313,40,1778,15,3,0,0,0,27,13,0,3,4,0,22,3,6,4,15,0,26,3,0,0,0,0,6,0,0,0,0,0,3,5,0,0,0,0,5,38,17,8,66,0,127,222,70,34,175,16,513,34,21,23,373,1152,1608,1923,973,670,11946,1550,17068,49,515
LGA25490,26,367,267,6565,136,7360,0,0,0,16,7,19,3,3,0,27,0,44,0,0,0,0,0,0,139,46,20,71,3,278,532,262,221,4197,128,5337,4,0,9,0,0,20,10,3,0,30,0,43,57,18,22,489,6,586,9,3,0,10,0,22,9,0,0,3,0,15,7,0,0,0,0,16,109,96,50,2470,55,2774,19,21,3,107,0,146,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,6,4,11,0,38,49,14,5,8,4,76,82,21,22,3,4,129,16,5,3,15,0,37,10,0,4,7,0,15,116,69,65,1355,26,1632,4,3,0,0,0,8,12,8,5,4,0,24,4,3,0,8,0,12,0,0,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,15,6,0,43,0,63,78,37,26,56,12,207,19,18,11,431,589,1062,1108,605,441,12384,911,15453,32,337
LGA25620,40,528,392,4949,173,6073,0,0,0,7,0,7,22,0,0,29,0,53,10,4,4,7,3,26,175,46,21,55,7,308,881,483,319,3449,128,5259,14,0,5,0,0,19,17,4,3,41,0,72,160,68,26,294,17,564,45,8,3,22,0,81,28,4,3,3,0,35,19,7,0,3,0,26,134,119,65,1178,45,1535,116,51,5,133,6,314,0,0,0,0,0,0,13,3,3,0,0,19,14,0,0,4,0,22,40,15,11,11,0,75,9,0,3,5,0,18,42,11,19,8,0,83,39,9,0,13,4,62,12,5,0,3,0,19,198,134,86,945,41,1397,16,5,0,3,0,26,12,0,0,0,0,12,16,0,6,10,0,27,6,0,0,4,0,8,5,0,0,0,0,5,0,0,0,0,0,0,24,18,3,28,3,81,241,44,37,84,10,416,29,16,29,299,817,1190,1985,953,639,8946,1148,13672,33,421
LGA25710,297,2459,1627,20802,505,25695,0,0,0,12,0,20,477,44,35,103,8,667,264,31,33,62,11,397,565,158,89,266,8,1090,4042,1962,1306,12787,359,20459,67,0,19,3,0,88,97,24,16,134,7,286,753,192,133,1237,38,2358,706,180,111,354,23,1385,127,36,14,30,0,208,225,32,10,5,4,278,792,439,261,5141,120,6757,2185,637,289,1557,114,4784,27,0,0,0,0,30,86,25,11,20,10,142,359,63,27,87,7,543,351,122,83,211,6,770,25,3,3,8,4,39,185,63,49,25,3,328,251,42,33,65,0,387,80,22,8,28,0,147,858,471,307,3388,69,5089,165,25,17,22,10,233,147,10,10,8,0,175,71,10,13,45,3,145,117,19,14,16,0,172,98,10,0,10,3,123,12,0,9,0,0,20,134,35,26,159,9,362,1539,330,249,539,52,2707,237,116,64,904,1846,3175,13016,4645,2945,36274,2913,59790,265,2408
LGA25810,22,264,204,5218,154,5858,0,0,0,10,0,9,30,3,4,12,0,53,7,0,0,6,0,16,70,27,13,44,8,153,380,264,176,3635,108,4561,11,0,14,0,0,29,3,0,0,19,0,28,51,15,15,425,18,515,8,0,0,3,0,15,10,3,0,0,0,14,11,0,3,3,0,13,70,57,35,966,25,1143,33,11,13,114,4,176,0,3,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,6,7,5,0,7,6,27,7,3,6,4,0,17,25,10,13,8,0,62,12,6,3,26,0,45,3,0,0,3,0,7,90,60,51,991,25,1220,6,7,0,0,0,13,8,0,3,0,0,18,12,0,0,4,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,33,0,49,120,35,30,97,6,287,9,5,10,428,380,836,855,493,359,9550,660,11911,25,234
