LGA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
LGA51960,0,7,3,3,8,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,7,23,19,69,44,59,34,22,8,0,286,31,56,209,158,189,128,75,22,3,878,0,0,9,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,12,8,5,3,0,0,0,38,0,8,20,14,10,3,0,0,0,55,8,12,24,14,15,3,0,0,0,72,0,3,8,8,6,0,0,0,0,23,0,3,0,3,0,0,0,0,0,4,0,5,16,10,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,49,45,37,28,10,10,0,228,31,48,150,109,87,47,17,10,0,493
LGA52030,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,11,9,4,15,7,3,0,54,5,7,36,32,44,54,47,10,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,8,0,0,6,8,3,10,5,0,0,29,0,0,7,8,12,9,3,0,0,38,0,0,15,11,3,3,3,0,0,35,0,0,5,3,0,3,0,0,0,11,0,0,4,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,5,8,9,9,0,0,31,6,4,36,42,36,39,20,0,3,181
LGA52100,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,9,4,11,6,8,3,74,11,19,46,32,30,40,21,8,3,207,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,5,7,10,9,7,5,6,0,45,0,0,4,4,12,5,0,4,0,35,0,9,14,3,4,9,0,0,0,43,0,3,3,5,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,9,3,5,3,3,43,5,18,51,30,51,23,13,16,9,205
LGA52170,0,0,11,4,4,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,6,0,3,0,23,15,15,50,30,48,47,30,16,4,258,25,114,397,377,488,482,323,134,42,2383,0,10,20,13,15,11,0,7,0,80,0,4,0,4,0,3,0,0,0,12,0,3,12,5,0,0,4,0,0,27,0,3,9,20,3,3,0,0,0,31,0,0,12,7,3,3,0,0,0,20,0,14,91,85,104,71,49,30,8,442,0,4,28,50,85,99,32,22,8,323,3,31,57,78,55,60,29,20,5,331,0,14,50,68,78,56,20,11,0,305,3,13,26,18,23,10,5,3,4,109,0,3,0,15,11,5,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,5,12,4,11,6,3,0,0,39,32,25,55,41,62,56,30,48,19,365,38,128,373,406,451,374,164,137,49,2124
LGA52240,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,7,11,13,11,11,3,3,62,4,4,40,37,32,56,30,16,3,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,12,0,0,7,3,3,3,0,0,0,23,0,0,3,3,5,3,0,3,0,22,0,4,12,3,6,3,0,0,0,28,0,0,4,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,3,0,22,0,8,34,34,30,17,9,7,0,136
LGA52310,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,4,10,10,10,10,13,3,0,68,8,11,31,29,30,43,46,10,6,218,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,8,10,7,0,3,0,31,0,0,3,6,3,0,4,0,0,19,0,3,3,4,3,4,0,0,0,25,0,0,0,6,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,4,0,0,23,0,5,19,42,23,19,16,3,0,126
LGA52380,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,4,8,0,0,26,0,5,11,8,5,11,17,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,4,3,3,0,23,0,7,6,9,6,4,3,3,0,41
LGA52450,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,11,8,7,15,15,3,5,71,30,26,57,46,46,52,38,15,4,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,8,4,3,0,0,29,0,3,3,3,10,3,3,0,0,21,4,4,4,11,4,3,3,0,0,29,0,0,3,3,0,3,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,3,4,10,6,3,43,5,9,28,32,31,20,18,14,3,158
LGA52520,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,15,12,10,6,4,3,76,7,22,77,75,34,40,23,11,4,289,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,0,0,3,5,10,7,3,4,0,32,0,3,18,9,12,4,0,6,0,41,0,7,10,7,3,0,0,0,0,29,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,14,3,32,3,22,42,36,30,12,9,18,3,179
LGA52590,0,0,3,6,6,4,0,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,3,0,0,0,10,5,6,23,22,26,34,27,20,4,168,17,33,134,132,131,174,121,59,13,810,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,10,10,0,0,0,0,0,24,0,0,8,14,15,17,6,0,0,68,0,5,16,24,20,17,4,0,3,87,3,4,14,26,10,12,4,0,0,69,0,0,12,3,3,5,0,0,0,27,0,0,3,4,3,4,0,0,0,13,0,0,14,7,4,7,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,14,13,27,27,13,3,125,4,25,89,105,81,96,49,17,8,477
LGA52660,0,11,22,36,20,16,15,0,0,119,0,0,0,0,0,0,0,0,0,3,0,0,3,8,7,8,3,0,3,35,41,28,59,79,75,84,82,69,46,553,102,211,604,604,576,489,344,179,70,3188,0,0,10,11,7,0,0,0,0,37,0,0,4,4,5,0,0,0,0,20,0,0,9,15,4,0,6,4,0,34,0,0,0,0,0,0,0,0,0,3,0,0,18,12,6,0,0,0,0,39,0,16,45,52,69,31,22,4,0,233,3,14,33,72,59,17,10,8,7,231,18,57,74,84,60,16,14,4,0,336,3,19,39,48,37,14,9,3,0,168,0,3,11,4,0,3,0,0,0,28,10,15,48,34,16,4,3,0,0,135,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,35,19,49,48,41,38,46,68,29,374,80,144,334,402,305,143,108,92,41,1649
LGA52730,0,0,3,16,21,15,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,17,20,8,19,37,47,58,46,38,10,285,41,45,111,216,314,347,313,149,32,1562,0,0,3,3,3,3,3,0,0,16,0,0,0,0,0,4,0,0,0,7,0,0,0,5,3,3,3,3,0,13,0,0,0,0,3,0,0,0,0,4,4,3,10,7,4,3,0,0,0,35,0,3,11,50,51,40,23,9,3,194,0,0,15,31,49,53,14,6,0,172,4,11,24,25,33,33,14,3,0,149,0,7,16,22,28,21,15,6,0,111,0,0,7,9,17,12,4,0,0,47,0,6,6,18,7,4,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,15,3,11,18,27,29,18,24,11,154,17,31,112,199,234,218,90,46,20,964
LGA52800,0,0,19,8,6,8,0,0,0,38,0,0,0,0,3,3,0,0,0,9,0,0,5,4,0,3,0,0,0,18,80,78,173,118,92,73,43,11,3,672,95,140,402,322,261,235,105,25,3,1590,0,0,9,0,5,0,0,0,0,11,0,0,4,3,0,0,0,0,0,8,0,0,3,4,3,0,0,0,0,14,0,0,0,4,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,15,0,3,39,33,38,30,9,0,0,151,0,16,43,30,26,16,0,0,0,127,13,15,40,26,23,3,4,0,0,129,3,7,15,12,19,8,0,0,0,72,0,0,3,4,4,0,0,0,0,12,0,3,7,3,0,4,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,43,33,61,61,49,35,12,8,3,304,60,85,235,190,173,95,30,11,3,882
LGA52870,0,0,3,12,12,7,3,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7,23,19,27,40,50,61,63,25,7,317,40,58,179,220,254,306,246,94,27,1421,0,0,3,4,3,6,0,0,0,14,0,0,0,8,3,0,0,0,0,9,0,0,3,5,4,4,3,0,0,19,0,0,0,0,3,0,0,0,0,3,3,4,5,7,6,0,0,0,0,23,4,0,16,31,52,32,12,4,0,146,0,3,23,28,45,23,10,3,0,131,3,8,21,34,24,17,3,3,0,121,3,11,16,14,24,21,4,0,0,97,0,0,3,5,10,3,3,0,0,36,0,6,11,16,11,9,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,17,3,17,20,19,38,20,11,4,147,30,37,127,168,198,161,60,33,8,811
LGA52940,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,6,0,0,27,4,4,18,26,17,19,23,7,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,0,19,0,7,4,0,4,4,0,0,0,18,0,0,9,3,3,0,0,0,0,19,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,22,6,7,24,15,25,11,7,3,0,100
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,8,5,7,0,37,3,11,32,21,12,24,20,9,0,123,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,7,11,4,3,0,0,27,0,0,3,11,0,4,3,0,0,25,0,0,7,0,4,3,0,0,0,10,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,3,3,21,4,13,22,28,24,16,9,3,3,119
LGA53080,0,0,3,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,15,15,27,20,14,3,0,93,3,3,38,21,57,52,35,5,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,7,4,0,0,0,21,0,3,4,6,3,0,0,0,0,14,0,4,0,4,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,11,3,9,0,6,0,44,7,12,31,23,20,18,5,6,0,134
LGA53150,0,3,8,8,13,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,5,0,0,20,12,13,35,41,47,33,16,33,20,252,23,94,266,404,515,428,234,118,42,2114,0,9,12,19,15,3,0,0,0,63,0,0,3,14,3,0,0,0,0,22,3,0,8,8,0,3,3,0,3,28,0,0,0,3,8,0,0,0,0,11,0,0,8,8,7,4,0,0,0,26,0,4,42,102,85,51,24,9,3,323,0,8,27,64,103,53,28,12,0,292,3,22,58,76,55,31,11,7,5,260,3,10,54,70,70,44,19,3,0,272,0,16,15,33,12,6,7,3,0,94,3,4,15,22,12,9,0,0,0,69,0,0,0,0,0,0,0,0,0,6,0,0,6,10,7,3,4,0,0,19,27,12,27,47,40,36,32,42,26,293,43,85,274,469,413,243,119,81,31,1765
LGA53220,0,7,42,35,24,13,3,0,0,122,0,0,0,0,3,3,0,0,0,7,0,3,13,14,12,8,0,0,0,52,41,103,526,414,299,181,25,3,0,1581,57,256,1558,1162,859,450,72,3,0,4412,0,4,11,9,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,4,9,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,10,3,0,0,0,0,0,19,0,8,29,17,13,11,0,0,0,81,0,14,38,28,22,3,5,0,0,108,4,23,42,30,13,8,0,0,0,123,0,7,20,21,14,0,0,0,0,61,0,0,15,5,3,0,0,0,0,20,3,10,32,20,7,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,88,72,44,20,8,0,0,307,53,102,297,211,125,51,14,3,0,860
LGA53290,3,9,18,23,25,16,8,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,3,0,0,27,89,63,126,124,168,122,106,60,29,891,127,215,549,567,652,515,321,168,49,3165,0,3,17,3,3,0,0,0,0,26,0,0,3,5,4,0,0,0,0,9,3,3,3,8,0,0,3,0,0,28,0,5,0,0,4,0,0,0,0,11,3,9,32,21,6,3,3,0,0,77,0,16,46,72,77,55,41,12,0,317,0,17,70,84,91,43,18,3,0,320,17,29,98,104,74,32,12,7,0,381,9,30,47,57,45,28,10,5,0,233,0,9,25,9,9,3,7,0,0,62,11,18,56,38,28,15,4,0,0,163,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,3,0,0,15,48,25,39,84,64,63,78,76,49,524,96,159,435,492,403,248,182,99,48,2168
LGA53360,0,3,6,3,12,4,6,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,9,9,25,28,18,20,15,10,0,141,17,40,161,174,161,126,83,26,0,790,0,3,6,0,4,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,0,11,0,3,14,15,14,3,4,0,0,54,0,0,8,15,14,9,0,0,0,45,0,9,22,12,6,9,3,0,0,54,0,6,11,10,4,0,0,0,0,39,0,0,3,3,0,0,0,0,0,11,0,5,8,13,5,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,10,17,22,9,7,7,0,70,3,32,87,97,74,36,20,6,0,350
LGA53430,0,7,69,52,47,25,14,6,0,224,3,0,0,0,4,4,0,0,0,18,0,3,20,17,19,20,9,4,4,105,46,65,252,242,222,197,145,106,60,1332,84,343,1739,1622,1632,1415,928,439,131,8338,0,28,68,70,36,23,6,5,0,233,0,3,16,19,8,13,3,0,0,62,0,12,34,36,18,15,13,3,3,127,0,0,25,20,10,4,0,0,0,65,3,14,37,36,17,6,3,0,0,112,0,50,219,255,224,130,56,22,0,963,0,14,121,163,224,148,54,17,5,749,16,43,232,204,162,103,36,10,5,812,7,64,210,284,240,177,40,11,3,1047,3,47,143,125,99,50,31,3,3,499,13,41,69,57,50,36,7,3,0,270,0,0,0,0,3,0,0,0,0,8,0,6,24,26,26,18,3,3,0,101,73,48,131,162,174,179,162,210,89,1240,124,379,1317,1458,1290,888,416,296,117,6283
LGA53570,0,3,3,11,10,13,7,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,3,0,0,16,19,10,31,38,44,67,59,32,14,311,31,42,142,185,233,294,265,105,24,1324,0,0,3,0,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,8,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,4,3,5,3,0,0,0,25,0,0,4,12,23,26,10,0,0,82,0,0,12,22,20,19,8,3,0,72,8,4,13,22,14,24,12,0,0,92,0,6,12,8,14,9,0,0,0,51,0,0,0,3,3,0,0,0,0,9,3,0,10,14,13,8,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,19,12,24,61,48,58,38,17,3,286,32,31,92,153,135,158,73,25,9,704
LGA53640,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,7,22,11,10,4,4,76,9,17,48,45,59,53,29,6,3,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,0,22,0,0,6,5,12,10,4,0,0,36,0,4,8,13,10,7,0,0,0,49,0,0,6,8,9,0,0,0,0,28,0,3,7,5,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,4,0,3,10,3,27,5,21,42,50,41,19,11,8,3,206
LGA53710,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,9,11,6,3,4,59,9,11,33,29,28,41,26,8,3,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,7,8,0,0,0,25,0,3,7,3,5,0,0,3,0,23,3,4,11,6,0,3,0,0,0,30,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,0,6,0,9,0,34,5,17,28,29,27,23,3,15,3,144
LGA53780,12,86,386,263,205,123,72,29,12,1187,10,11,4,11,11,14,14,8,0,84,0,26,72,91,79,46,20,7,3,345,298,462,1058,889,641,458,358,266,132,4566,658,2121,6766,6260,4856,3547,2284,1123,315,27930,5,60,148,83,61,20,7,0,0,394,6,19,64,45,29,12,3,0,0,185,7,35,78,85,59,38,29,22,9,359,0,10,35,17,4,9,0,0,0,77,4,27,64,31,22,8,0,4,0,161,14,136,339,381,472,282,122,45,18,1816,22,89,329,354,342,173,74,28,13,1420,108,467,1042,759,579,320,128,61,7,3469,67,239,565,409,379,213,52,15,3,1950,11,71,128,78,37,39,10,3,0,378,57,201,358,248,184,123,25,9,5,1207,7,0,11,4,7,7,0,4,0,43,3,12,21,38,23,18,9,3,0,126,378,262,496,553,525,478,436,366,169,3670,685,1630,3696,3102,2711,1738,904,566,226,15255
