LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA21890,3,3,8,5,10,55,91,198,645,515,479,166,318,258,159,2915,3,4,18,13,41,68,82,124,188,115,76,40,44,31,73,936,0,4,4,3,0,12,10,22,38,26,23,6,14,13,29,205,0,0,0,0,0,0,3,3,11,19,12,11,19,21,18,128,73,20,40,14,84,91,135,168,431,316,158,73,78,44,228,1949,3,0,0,0,3,0,3,9,8,7,5,5,0,0,704,751,92,37,70,39,151,259,400,651,2106,2062,2154,1698,2144,2342,1753,15959,3,3,5,7,11,24,54,99,309,264,188,69,121,32,143,1338,3,11,27,30,71,145,156,162,250,110,66,20,25,6,102,1180,0,0,0,0,3,6,7,15,16,11,6,3,6,3,27,102,18,11,29,27,21,31,9,14,28,9,5,0,8,0,23,239,88,32,110,115,164,242,298,308,491,239,115,49,32,27,285,2602,0,3,0,0,3,0,0,3
LGA22110,0,0,0,0,3,7,34,54,197,122,73,13,10,15,41,577,0,0,3,4,4,14,21,49,72,26,18,7,0,8,27,255,0,0,0,0,0,0,0,0,13,7,6,3,5,0,6,52,0,0,0,0,0,0,3,6,6,6,5,8,4,3,6,49,6,3,8,5,20,14,42,49,90,42,24,6,5,5,50,375,0,0,0,0,0,0,0,0,9,0,0,0,0,4,262,277,12,12,15,7,36,55,141,237,841,704,525,302,232,141,619,3866,0,0,0,3,9,21,37,54,91,60,24,5,0,3,50,358,0,3,16,26,40,80,68,62,83,27,12,3,3,0,59,476,0,0,4,7,3,6,5,5,16,3,0,0,0,0,12,62,0,0,5,10,19,19,8,3,3,0,0,0,0,0,8,82,13,9,30,43,73,101,114,81,112,32,11,6,0,9,76,717,0,0,0,0,3,3,0,0
LGA22170,9,3,4,4,8,33,74,206,826,729,496,203,213,144,210,3156,0,5,12,4,16,43,56,80,179,106,71,45,22,17,73,724,0,0,0,0,0,3,0,17,42,29,17,11,13,4,37,175,0,0,0,0,0,0,0,3,12,33,22,12,20,9,31,143,37,12,22,12,48,52,96,116,255,161,86,40,33,23,146,1122,0,0,0,0,0,0,0,4,9,6,9,0,0,0,691,726,60,26,40,21,79,152,294,564,2275,2670,2680,1930,1775,1123,1920,15607,0,3,0,9,8,42,103,202,600,453,259,101,86,22,301,2208,0,9,29,53,98,216,258,251,389,152,62,23,19,9,197,1778,3,0,6,5,12,19,26,32,25,22,13,8,3,0,25,197,20,9,38,34,61,76,38,24,52,13,8,5,0,3,40,409,80,32,93,136,248,343,324,299,435,177,74,26,21,13,297,2602,0,0,0,3,3,4,3,3
LGA22250,0,3,0,0,3,5,5,23,46,26,19,3,3,9,13,153,0,0,0,0,0,0,12,7,10,6,7,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,17,0,4,0,0,6,3,4,11,18,4,3,0,0,3,15,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,60,9,8,8,0,14,19,35,69,203,172,134,78,55,35,167,1004,0,0,0,0,0,3,9,12,22,15,5,3,0,0,7,75,0,0,3,7,3,12,14,7,14,0,0,0,0,0,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,6,0,0,0,0,0,0,0,0,12,0,3,7,13,14,16,18,16,20,8,4,0,0,0,25,154,0,0,0,0,0,0,0,0
LGA22310,3,3,5,4,13,26,68,120,421,569,589,191,603,574,214,3404,6,9,9,6,28,47,52,72,160,113,84,52,62,84,70,853,4,0,0,3,0,0,4,6,29,19,7,8,13,20,24,151,0,0,0,0,0,0,0,0,9,15,13,14,16,32,26,134,61,19,25,14,25,41,70,57,182,142,116,59,64,63,114,1044,3,0,0,0,0,0,0,3,5,7,7,3,0,5,936,964,91,34,42,22,79,150,259,387,1424,1782,2084,1863,3063,4633,2240,18154,3,6,8,3,9,27,54,80,272,300,251,81,148,79,198,1498,12,12,34,38,56,103,107,131,226,114,65,14,22,13,140,1082,7,4,3,3,3,0,7,8,20,5,18,4,4,3,23,101,21,4,25,14,15,20,12,11,20,16,9,0,7,0,16,183,124,19,44,53,94,128,118,163,280,136,80,49,27,24,184,1515,3,0,0,0,0,0,0,0
LGA22410,0,0,0,0,3,0,9,16,89,71,58,16,10,5,26,304,0,0,3,0,3,6,14,14,26,12,7,6,0,5,10,101,0,0,0,0,0,3,0,3,9,5,3,0,0,0,3,28,0,0,0,0,0,0,0,0,3,5,4,8,3,0,6,31,8,0,3,0,13,7,17,19,29,11,6,4,3,3,19,148,0,0,0,0,0,0,0,3,0,0,0,0,0,0,115,120,12,3,3,0,21,27,50,100,312,304,276,211,147,86,314,1860,0,0,0,0,3,7,13,18,56,26,22,14,11,4,29,203,0,3,5,9,15,34,34,24,37,10,3,0,0,0,18,191,0,0,0,3,0,4,0,0,3,0,0,0,0,0,3,27,0,3,3,3,8,11,6,3,0,0,0,0,0,0,0,39,3,3,17,14,31,44,50,41,46,13,5,3,0,0,44,320,0,0,0,0,0,0,0,0
LGA22490,0,0,0,0,3,4,16,30,137,136,83,28,32,13,41,531,0,0,0,3,3,9,10,9,33,23,13,3,4,3,14,125,0,0,0,0,3,4,0,0,13,9,5,0,0,3,7,53,0,0,0,0,0,0,0,0,6,7,9,0,9,5,5,43,3,3,0,3,11,5,20,16,45,15,12,3,3,0,26,169,0,0,0,0,0,0,0,3,6,6,3,0,0,0,140,157,6,3,9,4,19,27,68,93,483,560,497,356,285,183,419,3015,0,0,0,0,0,4,14,14,46,25,26,6,5,0,21,172,0,0,3,4,20,27,24,23,24,15,3,0,3,0,15,163,0,0,3,0,0,0,4,3,0,3,0,0,0,0,3,22,3,0,3,0,3,3,0,3,7,0,0,0,0,0,8,35,8,0,8,14,31,31,34,31,42,18,4,3,6,0,27,254,0,0,0,0,0,0,0,0
LGA22620,0,0,4,0,7,16,62,157,595,485,270,93,124,69,116,1997,0,0,7,5,16,27,54,85,172,100,39,23,8,10,48,596,0,0,0,0,0,0,7,11,29,28,9,3,11,3,15,119,0,0,0,0,0,0,0,0,12,14,24,9,12,9,25,100,16,9,5,6,72,41,96,119,218,110,51,19,11,14,99,889,0,0,0,0,3,0,4,4,5,3,3,0,0,0,505,534,31,10,18,13,108,106,260,523,1958,2073,1854,1312,1182,698,1365,11516,0,0,3,3,12,38,72,144,363,257,130,43,26,15,167,1267,0,8,24,40,84,212,229,209,270,85,43,13,3,5,130,1350,3,0,3,6,14,26,18,13,25,13,6,3,0,0,25,151,6,10,31,34,35,63,33,18,25,3,4,0,0,4,26,292,50,22,83,133,190,307,340,272,315,93,41,8,13,11,217,2103,0,0,0,0,0,0,4,3
LGA22670,13,6,12,5,36,142,325,554,1419,805,497,217,201,80,252,4566,12,12,43,44,105,148,205,216,340,172,75,52,27,15,109,1581,7,3,11,3,4,23,27,42,62,35,22,13,12,0,45,304,0,0,0,0,0,3,0,3,20,28,15,18,9,8,38,148,267,52,91,65,294,224,320,323,704,410,244,116,85,51,370,3614,0,0,3,0,3,4,15,7,22,8,10,3,0,3,794,864,309,80,168,127,463,582,1010,1384,3853,3010,2422,1511,1207,663,2064,18850,3,0,10,10,18,64,150,211,408,278,166,62,46,21,151,1609,0,11,55,58,80,161,156,160,231,99,50,25,19,3,89,1208,0,0,3,4,5,15,12,10,25,24,8,5,4,0,35,165,46,15,52,32,52,50,38,29,44,26,0,5,7,0,31,439,242,56,187,174,290,361,383,396,619,311,148,62,24,29,372,3659,3,0,3,0,3,0,7,9
LGA22750,7,0,5,6,20,51,135,263,1102,1087,830,262,331,287,298,4694,3,5,16,17,37,82,102,161,351,178,108,61,49,34,121,1322,0,3,5,0,6,4,12,17,70,57,34,22,22,12,38,293,0,7,0,0,0,0,5,0,20,30,45,34,47,23,38,246,41,27,28,12,94,102,195,220,474,254,161,66,53,22,278,2033,0,0,0,0,0,3,4,4,14,12,8,7,3,3,1201,1259,81,51,77,41,186,276,558,879,3515,4246,4233,2939,2969,2272,3238,25562,9,0,4,16,28,66,157,240,707,564,350,122,104,51,301,2706,6,25,58,84,182,402,373,371,578,207,74,22,25,11,249,2665,3,0,9,12,15,41,25,35,60,30,19,3,3,3,41,288,17,19,45,50,86,119,59,49,59,12,7,0,0,4,51,576,119,47,176,220,391,549,563,510,668,234,106,36,32,15,441,4097,0,0,0,0,0,6,3,3
LGA22830,3,0,3,3,10,28,33,90,333,235,136,47,51,39,98,1102,0,0,4,10,18,22,27,41,88,51,28,9,7,10,36,363,0,0,0,0,3,4,10,16,32,15,14,0,0,3,10,108,0,0,0,0,0,0,0,0,7,7,17,5,3,6,8,63,30,5,25,7,68,58,81,96,133,67,33,9,3,11,98,723,0,0,0,0,0,0,3,0,4,3,3,3,0,0,299,324,50,12,36,21,118,131,199,331,1130,1166,1067,692,590,388,934,6855,0,0,0,3,14,27,50,83,215,120,66,25,17,8,81,704,0,6,7,23,36,96,110,100,133,26,25,4,4,0,71,659,3,0,7,3,7,7,12,12,24,5,3,0,0,0,22,95,9,0,4,13,30,34,18,13,14,4,0,0,3,0,19,163,27,8,55,75,115,178,158,133,170,56,25,12,8,3,122,1146,0,0,0,0,0,0,0,0
LGA22910,0,0,0,0,0,3,5,13,78,49,30,12,16,10,19,246,0,0,0,0,4,4,9,18,32,10,3,5,4,4,5,102,0,0,0,0,0,0,0,5,6,9,0,0,0,0,3,22,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,14,6,0,3,0,3,10,6,22,31,16,6,3,0,0,19,124,0,0,0,0,0,0,0,0,5,0,0,0,0,0,69,77,9,0,4,4,15,26,42,96,304,245,185,118,83,57,197,1391,0,0,3,0,3,3,8,6,26,27,10,3,5,0,14,110,0,0,7,3,18,24,32,25,30,11,3,0,0,0,13,161,0,0,0,0,0,0,4,3,3,3,0,0,0,0,4,22,0,0,4,3,3,8,0,3,8,3,0,0,0,0,0,36,7,0,6,6,20,38,39,24,49,13,0,0,5,0,41,256,0,0,0,0,0,0,0,0
LGA22980,0,0,0,0,0,3,12,13,26,15,18,0,0,0,5,100,0,0,0,0,0,0,8,7,6,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,8,8,9,3,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,6,4,8,0,3,12,27,37,101,101,80,40,29,14,75,525,0,0,0,3,0,5,4,7,9,3,0,0,0,0,3,34,0,0,0,0,0,3,4,5,4,0,0,0,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,6,9,10,16,15,18,5,0,3,0,0,9,100,0,0,0,0,0,0,0,0
LGA23110,6,0,3,0,5,26,50,127,420,471,384,133,279,231,127,2272,5,0,13,12,20,46,46,66,129,85,49,27,27,21,55,597,0,0,3,0,3,5,3,13,18,14,17,15,9,8,14,135,0,0,0,0,0,3,0,0,5,5,9,11,17,21,20,96,39,15,32,13,74,45,79,89,246,157,99,40,42,24,134,1124,0,0,0,0,0,0,3,3,8,8,6,0,3,0,543,574,61,18,57,29,117,136,222,369,1239,1443,1487,1192,1758,1816,1331,11271,4,0,6,9,10,10,46,92,266,240,188,70,84,28,152,1209,0,4,10,28,38,111,78,90,166,85,39,11,12,6,68,751,0,0,3,4,5,3,5,7,15,6,12,5,3,3,15,79,14,3,23,13,17,31,19,11,21,4,0,3,0,0,11,184,63,24,63,62,113,142,181,193,305,135,73,30,14,6,173,1567,0,0,0,0,3,0,3,0
LGA23190,3,0,0,0,0,8,16,37,101,70,34,13,8,12,17,310,0,0,0,0,3,3,7,10,28,11,5,0,0,0,10,88,0,0,0,0,0,0,0,0,10,4,0,0,0,0,4,20,0,0,0,0,0,0,0,0,3,5,3,0,4,0,3,18,0,0,0,0,3,6,14,21,26,8,8,3,3,0,3,100,0,0,0,0,0,3,0,0,0,3,0,0,0,0,131,142,9,6,3,4,12,28,50,97,383,394,318,180,154,99,311,2035,0,0,0,0,0,9,13,26,52,35,15,8,3,3,24,200,0,0,3,10,11,37,30,32,39,12,4,0,0,0,16,198,0,0,0,0,0,3,3,3,5,3,0,0,0,0,3,19,0,3,5,9,6,11,4,3,0,0,0,0,0,0,0,46,10,0,4,23,44,52,45,40,63,17,3,3,0,7,28,339,0,0,0,0,0,0,0,0
LGA23270,16,9,16,13,48,123,291,607,1703,1270,829,349,358,202,373,6203,12,15,43,32,107,202,259,314,489,269,138,70,53,38,178,2221,8,4,5,12,13,30,34,57,92,44,31,13,24,9,95,469,0,0,0,0,0,3,0,9,22,30,32,13,23,20,46,199,231,53,122,72,438,337,470,481,949,549,349,136,110,45,492,4829,9,0,6,0,3,5,10,15,25,14,13,5,9,3,1212,1332,281,86,206,130,627,743,1163,1723,4831,4358,4040,2499,2516,1516,3247,27969,0,0,3,17,15,46,141,216,608,411,307,146,105,38,268,2323,7,7,43,51,105,196,234,251,330,138,86,39,27,11,173,1700,3,3,3,4,8,22,16,22,37,42,15,10,0,7,46,234,25,15,46,36,60,75,30,34,52,28,6,6,3,3,52,479,171,68,205,241,366,464,502,476,748,321,126,73,36,27,446,4276,0,0,0,0,0,3,5,0
LGA23350,0,0,0,0,0,0,11,11,82,38,24,11,12,8,12,210,0,0,0,3,0,7,11,9,12,8,3,4,4,0,8,67,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,23,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,21,3,0,0,0,6,0,16,10,26,10,3,0,4,0,11,87,0,0,0,0,0,0,0,0,3,3,3,0,0,0,104,111,3,4,5,3,9,24,41,58,271,285,268,214,200,96,259,1732,0,0,3,3,0,6,12,15,49,33,7,3,0,3,32,174,0,0,7,9,12,27,28,25,25,10,4,3,0,0,19,171,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,19,3,0,3,3,4,3,3,0,0,0,0,0,0,0,3,24,8,3,7,10,21,16,26,23,27,10,5,0,0,0,22,173,0,0,0,0,0,0,0,0
LGA23430,6,3,3,0,11,23,63,182,642,653,701,258,447,322,222,3545,3,8,9,15,27,53,69,93,203,116,101,48,56,37,65,890,3,0,0,0,5,10,9,19,27,28,26,16,27,15,31,211,0,0,0,0,0,0,0,8,9,18,19,28,36,11,42,177,45,19,30,25,41,53,106,121,327,226,149,88,68,48,176,1531,0,0,0,0,0,0,0,3,12,5,8,3,4,0,910,952,74,40,68,46,100,171,308,550,2126,2507,3064,2564,3090,2697,2315,19725,3,8,3,7,19,23,67,142,444,466,324,102,130,60,230,2015,6,10,38,45,69,162,176,220,316,165,72,31,26,4,152,1492,0,0,0,4,3,11,16,12,31,21,5,4,3,6,30,143,17,6,17,8,24,30,22,17,33,9,4,0,0,3,22,215,89,22,79,99,152,186,227,259,423,231,118,64,22,11,271,2249,0,0,3,0,3,3,4,0
LGA23670,6,4,6,3,19,48,99,229,953,949,767,279,372,300,257,4291,4,8,9,15,34,73,94,125,268,179,123,62,49,25,94,1155,3,0,0,0,3,6,7,13,43,33,22,20,17,13,40,225,0,0,0,0,0,0,0,3,12,18,24,15,26,13,25,137,57,9,20,8,65,53,113,114,378,254,166,71,65,51,189,1613,0,0,0,0,0,0,3,4,9,7,7,0,7,3,921,957,87,24,50,32,141,215,403,659,2734,3253,3631,2720,2894,2209,2562,21616,6,5,4,8,9,33,87,187,514,422,292,134,120,54,281,2140,3,10,27,48,75,190,233,226,346,142,102,31,15,18,156,1621,4,3,3,3,5,10,16,18,32,22,13,6,7,4,38,174,14,6,22,20,27,34,28,18,40,14,6,3,0,0,22,256,99,30,83,76,153,253,237,245,383,213,94,37,21,18,219,2148,0,0,0,0,0,0,3,5
LGA23810,0,0,0,0,0,14,35,82,320,270,194,80,106,86,103,1308,0,0,6,3,19,16,38,57,103,68,30,16,11,3,38,417,0,0,0,0,3,3,8,14,23,23,7,3,3,4,18,115,0,0,0,0,0,0,0,4,4,0,13,6,8,13,13,70,22,3,14,7,51,42,99,100,156,79,46,14,18,14,92,755,0,0,0,0,0,0,3,0,3,3,0,0,0,0,385,402,31,13,26,13,84,77,213,330,1097,1141,1082,764,755,601,1016,7223,0,3,3,4,11,26,49,85,194,154,87,38,26,11,110,785,0,0,14,34,55,164,125,129,148,58,21,8,3,0,82,855,0,0,0,4,3,13,11,8,16,12,6,0,0,0,18,96,8,4,26,28,56,85,38,18,24,3,4,0,0,4,33,334,31,14,75,142,187,269,238,165,207,61,28,22,11,3,179,1618,0,0,3,0,0,3,0,4
LGA23940,0,0,0,3,0,3,3,14,22,20,7,5,3,0,8,86,0,0,0,0,0,0,5,3,12,0,3,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,0,9,3,15,11,21,11,0,0,0,0,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,7,3,4,0,12,17,35,49,130,118,69,36,24,21,111,633,0,0,0,0,3,0,9,3,10,6,0,0,0,0,3,30,0,0,3,0,0,9,4,3,11,7,0,0,0,0,3,49,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,15,16,21,16,20,6,3,0,0,3,26,142,0,0,0,0,0,0,0,0
LGA24130,3,3,0,0,0,11,16,36,180,217,219,64,161,95,84,1095,0,0,0,3,4,13,23,17,60,41,21,21,16,11,32,273,3,0,0,0,3,3,3,0,11,6,7,5,9,5,6,68,0,0,0,0,0,0,3,3,3,7,5,0,8,10,14,55,6,3,3,0,8,12,25,24,69,45,27,11,19,6,46,287,0,0,0,0,0,0,0,0,4,4,3,0,0,3,336,348,16,7,9,5,29,49,92,123,617,873,940,752,920,791,857,6084,0,0,0,3,3,10,21,22,101,95,57,22,29,12,69,449,0,3,9,12,31,42,56,55,86,50,20,4,9,4,66,447,0,0,0,0,0,0,4,8,9,4,3,0,0,3,8,43,0,0,5,8,3,3,3,7,5,0,3,0,0,0,7,57,9,7,15,31,34,51,47,55,91,32,22,13,3,3,60,473,0,0,0,0,0,0,3,0
LGA24210,7,7,9,15,19,38,72,179,467,570,577,212,462,514,229,3382,5,11,21,18,29,45,69,83,164,123,109,57,63,77,91,961,9,0,3,0,0,9,13,13,26,22,18,15,12,16,22,167,0,0,0,0,0,0,0,0,16,13,12,16,8,28,37,122,98,33,33,31,49,57,106,121,298,219,175,95,125,92,211,1736,0,0,0,0,0,0,0,4,3,9,3,4,6,8,940,969,137,56,73,60,111,179,336,525,1659,1900,2045,1684,2439,3118,2267,16586,4,5,7,8,10,27,46,88,260,187,148,73,116,61,154,1201,8,7,33,40,39,101,95,109,192,88,49,24,30,16,95,915,0,0,0,0,3,3,5,7,20,18,10,0,8,4,14,80,30,11,15,5,15,11,11,12,17,11,5,0,0,0,11,157,189,39,48,60,80,106,147,142,285,185,94,60,30,35,200,1703,0,0,0,0,0,0,0,0
LGA24250,0,0,0,0,0,0,3,13,44,23,11,8,4,4,4,112,0,0,0,0,0,0,3,4,10,5,4,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,0,0,0,3,0,3,9,13,4,4,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,64,0,0,0,0,4,9,13,44,137,145,110,81,58,35,143,776,0,0,0,0,3,4,3,3,19,12,10,0,3,0,7,69,0,3,3,6,6,16,10,10,23,10,3,0,0,0,10,101,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,7,5,5,5,7,7,12,3,0,0,0,0,11,74,0,0,0,0,0,0,0,0
LGA24330,7,3,3,3,6,24,80,132,366,304,272,115,210,145,71,1744,3,6,14,19,13,50,67,73,106,65,41,26,21,16,32,553,0,0,0,0,4,7,10,10,22,10,17,4,5,12,17,106,0,0,0,0,0,0,0,0,4,4,3,10,16,11,11,64,56,15,22,22,67,41,70,68,171,111,69,36,34,25,92,899,0,0,0,0,0,0,0,3,5,0,4,0,3,0,385,405,66,18,43,51,100,138,263,364,1058,1025,1140,991,1326,1272,810,8661,3,0,3,4,7,21,27,78,164,170,99,44,57,15,91,789,0,6,22,15,35,74,78,81,125,58,23,13,18,4,40,590,0,0,3,0,5,6,7,9,15,6,4,0,3,0,15,74,11,11,27,15,14,30,15,11,21,3,12,0,0,0,18,196,67,32,79,62,108,129,164,143,231,112,59,39,24,16,140,1396,0,0,0,0,0,0,4,3
LGA24410,5,3,4,3,11,29,97,161,553,549,510,194,261,213,158,2744,3,3,9,10,17,37,58,72,130,103,64,46,38,18,54,655,0,0,0,0,0,0,5,9,17,26,11,10,9,6,14,109,0,0,0,0,0,0,0,0,5,13,10,16,17,10,18,90,33,12,20,11,61,47,66,80,218,147,93,48,37,8,88,967,0,0,0,0,0,0,0,3,4,3,3,0,8,3,582,606,57,21,38,20,96,125,270,403,1660,2084,2369,1968,2083,1654,1573,14422,5,3,3,7,7,31,53,113,386,321,216,125,93,46,226,1627,3,4,18,28,67,133,148,176,258,118,69,32,11,3,110,1175,0,0,0,3,4,6,6,12,26,13,4,4,5,0,28,113,15,3,14,15,34,23,17,11,20,9,3,0,0,0,17,177,67,22,76,72,123,163,182,183,254,120,60,23,17,14,171,1535,0,0,0,3,0,0,4,0
