LGA_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
LGA52730,0,0,3,0,0,0,0,0,0,4,4,4,5,0,3,0,15,239,78,199,23,47,27,615,0,0,21,0,13,27,52,0,5,3,3,0,0,9,0,30,18,0,0,0,54,6,26,18,10,7,0,66,4,9,19,3,3,0,38,15,7,36,5,4,0,67,87,6,62,0,4,0,150,55,0,35,0,3,0,94,3,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,6,4,0,11,0,0,0,20,188,79,223,21,40,30,580
LGA52800,3,0,3,5,0,6,0,6,0,21,17,28,13,24,71,8,163,75,413,81,414,369,61,1414,0,315,14,21,121,37,511,0,168,0,11,45,3,228,0,229,4,7,38,0,276,3,92,4,3,36,4,148,3,39,10,0,22,3,71,21,43,14,0,29,0,103,24,23,19,0,16,0,85,38,19,7,0,12,0,74,11,3,0,0,0,0,11,3,0,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,11,12,98,18,5,69,5,196,113,1026,89,52,393,55,1730
LGA52870,0,0,0,0,0,3,0,0,0,3,3,3,3,0,4,3,14,100,35,141,6,32,23,338,0,0,20,4,10,21,52,0,0,0,0,0,0,0,0,6,23,0,5,0,35,6,13,17,4,3,0,46,0,11,27,3,0,0,41,23,3,24,0,0,0,57,22,0,39,0,3,0,65,35,0,15,0,4,0,50,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,5,0,4,0,12,103,38,181,10,29,23,373
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,11,35,9,15,4,77,0,0,10,0,3,8,23,0,0,0,0,7,0,7,0,3,10,0,0,0,19,0,5,3,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,11,3,8,32,6,22,5,81
LGA53010,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,3,13,19,3,19,12,64,0,0,12,0,11,9,33,0,3,0,0,0,0,5,0,10,4,0,3,0,21,3,0,0,0,0,0,7,0,3,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,16,24,0,15,9,74
LGA53080,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,13,4,20,40,8,61,21,153,0,0,9,0,13,4,25,0,0,4,0,0,0,6,0,0,10,0,3,0,19,3,3,15,0,9,0,32,0,0,0,0,0,0,4,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,14,3,13,41,0,36,11,107
LGA53150,0,0,8,9,0,3,0,0,0,8,7,3,4,0,0,0,18,337,57,206,12,23,20,649,0,10,9,0,0,6,27,0,6,0,0,0,0,10,0,25,3,0,0,0,32,0,8,4,0,0,0,17,3,3,3,0,0,0,11,22,0,9,0,4,0,36,48,3,31,0,6,3,88,78,0,35,0,3,0,118,87,0,19,0,0,0,113,35,0,21,0,0,0,52,36,0,10,0,0,0,46,16,0,6,0,0,0,26,6,0,3,0,0,0,9,17,0,3,0,0,0,17,3,0,5,4,0,0,17,356,55,166,3,18,12,608
LGA53220,0,0,4,16,0,12,0,18,0,45,26,29,14,13,114,3,197,78,135,47,147,948,61,1411,16,59,10,45,330,32,491,0,20,0,11,41,0,72,0,23,4,6,256,0,297,23,45,0,8,46,0,121,24,13,4,3,27,0,72,32,9,3,0,8,0,57,46,6,3,0,12,0,69,53,0,3,0,9,0,69,37,0,3,0,4,0,43,5,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,26,13,3,76,0,150,270,201,51,86,817,40,1458
LGA53290,3,0,0,0,0,4,0,0,0,5,10,7,28,3,37,6,91,481,248,534,51,254,85,1651,3,9,43,0,103,69,228,5,12,4,7,7,0,35,3,60,35,10,19,4,134,39,52,54,18,31,4,194,41,21,52,0,15,3,125,84,25,91,3,19,3,221,153,11,131,5,11,0,317,116,5,78,0,8,4,210,23,0,16,0,0,0,41,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,14,17,0,27,0,63,473,214,530,49,240,87,1596
LGA53360,4,0,11,12,0,3,0,22,0,45,20,3,3,0,23,0,58,186,119,82,3,182,20,590,3,0,5,0,16,14,45,0,0,0,0,7,0,8,0,27,3,0,18,0,45,3,25,5,0,19,0,46,0,6,4,0,5,0,20,0,16,3,0,19,0,38,13,9,4,0,16,0,49,43,4,18,0,4,0,67,61,0,14,0,3,0,72,16,0,3,0,0,0,16,10,0,7,0,0,0,17,3,0,0,0,0,0,7,3,0,0,0,0,0,0,19,0,9,0,4,0,27,11,5,5,0,28,3,48,182,94,80,0,142,17,514
LGA53430,0,0,20,37,0,20,0,4,0,58,31,84,46,9,23,3,201,1583,1081,1206,56,121,50,4096,0,78,56,4,8,44,189,3,95,4,3,0,3,103,3,457,21,8,3,3,502,10,172,26,27,3,4,250,18,54,49,4,6,0,128,60,31,65,9,22,0,186,207,31,139,5,29,0,420,416,4,246,0,19,4,695,377,0,205,0,12,3,598,251,3,112,0,4,0,370,120,0,39,0,0,0,165,56,0,24,0,0,0,77,31,0,15,0,0,0,45,42,0,21,0,4,0,66,20,61,43,3,7,13,143,1626,993,1061,68,122,76,3944
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,3,19,76,34,146,8,76,31,356,0,0,24,0,22,18,61,0,0,3,0,7,0,4,0,7,10,0,11,0,24,3,12,18,0,3,0,36,3,3,16,0,3,0,31,14,7,28,0,3,0,50,20,3,36,0,6,0,63,24,0,25,0,13,0,64,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,6,0,25,82,26,176,0,69,27,384
LGA53640,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,13,13,25,35,3,51,23,140,0,3,13,0,15,10,42,0,0,3,0,0,0,9,0,6,19,4,3,0,28,0,3,9,3,8,0,27,3,3,9,0,5,0,18,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,13,15,58,8,42,13,143
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,6,27,35,4,29,7,103,0,5,10,0,11,6,31,0,3,0,0,0,0,7,0,3,7,0,0,0,6,0,6,4,4,5,0,24,3,0,8,0,0,0,11,0,0,13,0,0,0,11,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,42,7,22,10,104
LGA53780,0,0,7,22,0,9,0,3,0,39,49,83,121,9,29,21,309,3658,1027,2912,138,358,170,8263,17,46,152,5,14,91,335,0,51,14,14,7,3,87,12,296,81,11,22,8,425,23,269,94,65,24,15,491,28,101,120,14,14,0,282,161,91,232,14,40,6,540,1124,78,691,8,95,14,2002,2055,37,1015,12,140,18,3276,821,6,311,0,38,3,1178,103,0,38,0,0,0,149,10,0,10,0,0,0,24,4,0,5,0,0,0,18,5,0,3,0,0,0,5,12,0,10,0,4,0,24,74,53,128,13,27,21,316,4454,1027,2903,160,430,175,9149
LGA53800,0,0,5,6,0,3,0,5,0,22,30,72,50,0,41,10,202,1732,850,1230,73,425,116,4433,3,45,95,6,36,55,249,0,45,9,12,11,0,76,18,270,62,4,30,4,387,140,151,87,28,34,8,449,154,76,140,4,51,0,431,297,64,218,13,43,4,647,709,61,330,15,66,0,1177,464,21,217,0,17,3,717,62,0,38,0,3,0,105,3,0,7,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,7,3,0,9,0,0,0,14,35,45,54,3,30,8,169,1884,791,1273,87,326,87,4437
LGA53920,0,0,0,0,0,0,0,8,0,5,0,10,3,10,21,0,49,0,379,23,90,161,25,674,0,122,7,26,62,22,243,0,54,0,3,13,0,65,0,93,0,0,25,0,121,0,28,0,7,12,0,40,0,15,0,0,4,0,17,0,8,4,5,0,0,12,0,12,0,3,3,0,18,0,4,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,80,4,12,25,0,126,3,412,19,55,141,23,660
LGA53990,0,0,0,4,0,3,0,0,3,10,15,4,27,3,12,0,61,878,209,664,18,145,56,1977,3,17,50,0,10,41,118,0,10,0,3,0,0,17,3,69,27,3,5,0,110,24,39,37,6,13,0,121,30,14,50,3,23,0,121,77,22,79,0,12,0,204,283,8,192,0,22,4,504,468,6,175,0,18,0,669,50,0,22,0,3,0,79,5,0,8,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,21,7,20,3,4,4,58,973,190,666,21,112,51,2015
LGA54060,0,0,0,0,0,0,0,0,0,8,0,3,9,0,14,0,29,162,82,107,9,51,22,434,0,6,19,0,13,12,45,0,0,0,0,0,0,0,7,34,9,3,9,0,60,8,20,7,0,5,3,43,6,3,7,0,3,0,22,30,3,16,0,4,0,58,62,5,25,0,4,0,99,24,0,6,0,0,0,33,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,13,0,12,0,29,144,71,97,10,62,18,413
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,14,16,25,42,3,35,18,142,0,0,13,0,10,13,40,0,3,3,0,0,0,9,0,9,5,0,5,0,19,0,6,10,3,3,0,19,4,0,3,0,4,0,9,0,0,11,0,0,0,9,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,14,11,17,51,3,43,13,135
LGA54170,3,0,70,69,0,23,0,6,0,103,67,26,97,9,19,13,231,5056,396,3715,81,263,175,9677,5,17,160,6,19,88,290,0,27,11,3,0,0,44,12,131,69,5,3,0,223,25,86,128,19,8,5,274,24,40,100,3,3,0,161,40,18,142,3,15,0,223,373,23,370,12,9,3,790,2268,14,1181,0,59,5,3524,1411,0,641,0,41,3,2096,556,0,195,0,13,0,764,283,0,82,0,3,3,375,137,0,38,0,0,0,180,57,0,24,0,0,0,76,56,0,20,0,3,0,80,64,19,98,7,20,9,218,5321,368,3259,61,195,125,9324
LGA54200,0,0,6,3,0,5,0,5,0,11,24,12,43,12,12,9,107,1298,253,1268,60,120,92,3094,3,12,90,3,11,51,162,0,17,4,3,0,0,24,5,86,48,20,3,0,160,9,66,57,26,10,0,169,4,21,55,3,3,4,91,24,25,92,4,3,0,152,177,14,229,3,9,0,435,794,5,410,5,29,13,1259,439,4,167,0,9,0,623,61,0,37,0,0,0,98,15,0,10,0,0,0,25,13,0,3,0,0,0,19,3,0,0,0,0,0,8,4,0,3,0,0,0,8,24,13,31,8,8,4,94,1573,261,1237,77,99,71,3317
LGA54280,0,0,4,9,0,0,0,3,0,13,57,34,32,3,32,4,165,1771,669,689,73,661,99,3956,8,23,44,3,42,33,150,8,20,3,18,7,0,62,12,173,30,18,60,0,291,44,158,51,12,121,3,388,86,61,56,0,61,3,272,260,109,115,3,87,0,571,541,52,191,0,75,4,872,557,11,159,0,23,3,753,228,0,45,3,9,3,288,84,4,12,0,8,0,115,16,0,3,0,0,0,24,3,0,7,0,0,0,8,3,0,0,0,0,0,4,3,0,0,0,5,0,9,30,36,26,0,48,8,150,1886,661,747,63,537,58,3943
LGA54310,7,0,27,409,0,97,0,108,3,614,152,51,42,0,358,12,617,783,618,243,28,2390,133,4198,40,45,33,22,972,97,1207,7,36,0,3,91,0,133,11,128,5,4,209,0,351,39,93,3,3,248,0,394,20,62,8,0,97,0,194,76,80,16,0,137,4,318,227,73,17,3,128,0,448,359,33,40,0,63,6,500,238,5,34,0,52,0,324,150,3,24,0,24,0,199,98,3,9,0,20,0,141,96,0,18,0,11,0,127,40,0,17,0,8,0,68,74,3,19,0,29,0,132,118,46,33,0,264,9,473,1603,612,271,41,2362,124,5007
LGA54340,0,0,0,0,0,0,0,0,0,0,5,9,5,0,3,0,23,176,130,125,23,61,14,529,4,6,15,3,14,10,55,0,4,4,0,4,0,16,26,22,20,12,11,3,97,39,24,19,0,10,0,95,21,11,10,0,3,0,43,33,9,26,0,13,0,81,22,8,25,0,5,0,48,5,3,4,0,3,0,17,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,8,0,0,6,0,21,159,98,125,15,67,17,483
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,32,44,10,23,7,123,0,0,3,0,12,10,29,0,3,3,7,0,0,13,4,15,10,4,0,0,30,0,5,11,0,0,0,15,4,0,5,0,0,0,8,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,24,43,15,15,10,110
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,22,0,22,6,57,0,0,6,0,13,10,28,0,0,0,0,6,0,6,0,3,0,0,3,0,6,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,10,11,0,29,10,58
LGA54550,0,0,0,0,0,0,0,0,0,0,0,3,3,0,16,3,26,23,32,87,4,53,29,231,0,5,17,0,14,14,55,0,4,0,3,0,0,6,3,14,14,0,10,0,37,4,3,24,0,3,0,37,7,3,10,0,0,3,21,8,3,12,0,3,0,28,4,0,9,0,0,0,17,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,14,19,32,99,7,39,19,216
LGA54620,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,9,0,20,42,15,29,9,127,0,0,18,0,8,9,41,0,0,0,0,0,0,0,0,9,6,9,4,0,23,0,8,3,4,6,0,21,0,3,0,0,0,0,5,0,0,3,0,3,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,10,3,18,38,10,23,9,115
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,17,0,16,4,56,0,4,7,0,6,5,20,0,10,3,0,0,0,9,0,3,3,0,0,0,9,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,14,14,0,12,5,54
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,24,26,5,20,11,88,0,0,9,0,19,4,31,0,0,0,3,0,0,5,0,0,0,0,3,0,8,0,5,7,0,3,0,19,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,3,12,21,3,36,4,78
LGA54830,0,0,0,3,0,4,0,0,0,9,15,34,29,3,8,13,93,1366,536,778,29,73,59,2837,4,23,37,4,9,20,98,0,29,0,0,0,0,36,3,172,20,11,8,0,214,5,124,32,20,3,3,188,18,54,51,13,4,0,141,170,37,104,3,20,0,337,602,29,272,3,21,3,932,940,4,276,0,21,4,1245,91,0,39,3,0,0,138,12,0,10,0,0,0,23,9,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,25,3,12,7,86,1884,498,880,57,96,40,3464
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,26,0,36,65,3,78,25,197,0,0,9,0,32,17,54,0,3,4,0,0,0,3,0,4,11,0,5,0,24,0,9,12,0,11,0,33,0,7,11,0,6,0,21,0,3,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,11,0,37,56,0,58,18,162
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,17,17,71,34,9,155,0,36,3,0,23,3,65,0,16,0,0,0,0,12,0,14,3,0,0,0,23,0,4,3,0,0,0,11,0,3,3,0,0,0,7,0,0,3,0,0,0,8,0,0,5,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,85,22,0,34,7,144
LGA55040,0,0,0,0,0,0,0,4,0,4,0,4,5,0,28,0,39,3,38,25,12,187,47,314,0,5,4,0,82,28,126,0,0,0,0,4,0,6,0,13,3,0,7,0,27,0,5,3,0,7,0,19,0,4,6,0,0,0,18,0,0,10,0,3,0,8,3,3,7,0,0,0,12,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,0,27,4,39,43,0,136,30,247
LGA55110,0,0,3,21,0,14,0,3,4,40,52,41,67,7,15,16,205,4618,776,2365,184,255,171,8377,6,20,125,5,13,78,253,5,38,5,11,4,3,72,14,259,74,25,12,8,392,53,231,150,74,17,3,523,86,93,149,28,21,3,383,458,76,321,23,38,8,923,1598,38,669,11,56,15,2387,1829,7,642,19,47,11,2547,357,0,124,7,8,3,500,77,0,18,0,7,0,101,28,0,10,0,0,0,36,3,0,5,0,0,0,11,0,0,0,0,0,0,0,15,0,7,0,3,0,23,42,36,66,13,27,12,196,4575,803,2364,209,255,138,8346
LGA55180,0,0,0,0,0,3,0,9,0,6,6,3,15,3,9,3,37,356,148,264,31,115,62,966,4,6,41,3,13,50,114,0,12,4,0,6,0,16,25,67,43,13,12,4,166,70,28,53,11,20,4,184,35,15,40,3,10,0,94,70,10,46,0,8,0,133,100,5,41,0,3,0,150,33,0,8,0,0,0,37,4,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,17,8,24,4,6,0,51,352,148,296,37,87,57,972
LGA55250,0,0,0,0,0,0,0,0,0,0,0,9,3,3,11,0,27,0,89,23,23,59,11,213,0,3,0,6,23,5,39,0,11,0,0,7,0,20,0,26,3,0,14,0,39,0,14,6,0,0,0,17,0,3,0,0,3,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,16,0,63,19,7,59,6,150
LGA55320,8,0,67,117,3,46,0,4,0,179,54,54,103,11,18,13,254,4056,843,2818,147,230,181,8275,16,35,223,8,8,108,395,3,50,11,6,5,0,71,12,374,80,22,8,3,500,28,136,100,18,14,0,293,59,50,72,4,7,0,187,78,41,118,7,23,3,268,425,33,300,8,21,8,797,1432,21,689,6,34,3,2183,1137,0,467,3,18,5,1632,555,0,172,0,8,0,738,240,0,66,0,4,0,314,131,0,33,0,0,0,166,68,0,13,0,0,0,85,122,0,31,0,3,0,164,61,54,91,4,8,11,227,4362,795,2470,90,162,141,8023
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,38,9,3,60,0,3,0,8,14,3,28,0,0,0,0,0,0,3,0,0,0,16,0,0,16,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,9,3,34,18,3,68
LGA55460,0,0,0,0,0,0,0,0,0,0,7,4,5,0,10,0,34,40,104,137,13,101,12,402,0,9,21,0,15,9,62,0,12,0,0,7,0,18,3,29,20,3,9,0,66,0,32,19,4,16,0,73,4,3,20,0,6,0,30,15,13,37,0,13,0,73,9,3,24,0,3,0,37,8,0,12,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,14,3,32,44,104,168,5,85,18,423
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,3,4,21,0,32,7,69,0,0,7,0,15,3,21,0,0,0,0,4,0,4,0,3,0,0,4,0,12,0,0,9,0,3,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,17,0,5,20,0,35,3,68
