LGA_CODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
LGA54830,6,0,3,5,0,0,0,0,0,0,0,3,20,10,4,10,6,0,0,0,0,0,0,0,6,33,85,31,62,30,6,3,0,0,0,0,0,7,222,61,26,85,61,4,5,0,0,0,3,0,6,250,11,17,48,23,3,3,0,0,0,0,0,8,114,28,22,103,140,29,12,3,0,0,0,0,6,339,11,3,66,68,15,7,3,0,0,0,3,4,175,5,10,33,71,16,6,5,0,0,0,0,0,141,3,6,54,93,25,22,0,0,0,0,0,0,209,7,0,16,33,14,13,0,0,0,0,0,0,91,6,0,17,28,20,16,3,0,0,0,0,0,93,3,0,4,6,8,3,3,0,0,0,0,0,30,0,0,3,3,0,10,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,28,36,10
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,3,0,0,0,0,0,0,0,0,0,25,17,4,5,0,0,0,0,0,0,0,0,4,28,3,4,0,0,0,0,0,0,0,0,0,0,11,19,4,3,0,0,0,0,0,0,0,0,0,27,9,4,6,0,0,0,0,0,0,0,0,0,17,6,7,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,16,10,4,0,3,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,0,10,13,3,0,0,3,0,0,0,0,0,0,4,20,10,0,3,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,3,0,5,3,0,0,0,0,0,0,0,0,14,12,0,5,3,0,0,0,0,0,0,0,3,23,22,3,3,3,0,0,0,0,0,0,0,3,41,19,0,0,3,0,0,0,0,0,0,0,3,29,35,3,0,3,0,0,0,0,0,0,0,3,52,28,3,5,0,0,0,0,0,0,0,0,0,29,47,0,0,0,0,0,0,0,0,0,0,3,50,9,0,0,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0
LGA55110,3,0,10,13,5,6,6,0,0,0,0,5,57,20,10,25,17,3,3,5,0,0,0,0,5,93,148,37,161,123,12,13,0,0,0,0,3,18,525,103,53,222,247,45,28,8,0,0,0,8,12,728,29,28,81,108,25,14,4,3,0,0,4,6,300,39,31,174,359,90,76,8,3,0,0,3,17,804,22,4,78,181,51,49,5,3,0,0,0,5,413,9,10,49,189,69,61,6,0,0,0,0,10,408,25,9,76,267,118,92,38,3,0,0,4,8,639,12,0,51,119,57,78,21,4,0,0,0,3,348,5,0,23,134,75,87,37,7,3,0,0,4,385,5,0,6,45,36,43,21,4,6,0,0,3,175,6,0,3,27,22,48,30,12,7,0,0,4,160,3,0,8,8,7,18,13,6,7,0,0,0,75,0,0,0,3,0,4,4,8,3,0,0,0,24,20,11,53,151,67
LGA55180,3,0,4,0,0,0,0,0,0,0,0,3,7,0,4,3,0,0,0,0,0,0,0,3,0,15,33,24,26,3,0,0,0,0,0,0,0,0,85,41,16,46,7,0,0,0,0,0,0,0,5,118,5,10,24,0,0,0,0,0,0,0,0,0,42,29,21,54,16,0,0,0,0,0,0,0,7,133,11,20,36,13,0,0,0,0,0,0,0,0,79,12,15,36,17,0,0,0,0,0,0,0,4,89,16,12,32,20,0,0,0,0,0,0,6,4,89,11,5,8,7,0,0,0,0,0,0,0,0,34,8,6,8,11,0,0,0,0,0,0,4,0,49,3,3,6,3,0,0,0,0,0,0,0,0,16,3,0,3,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,17,14,18,14,0
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,0,0,0,9,5,4,4,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,0,17,10,3,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,5,8,11,6,3,0,0,0,0,0,0,0,0,3,23,19,4,0,0,0,0,0,0,0,0,0,0,20,3,4,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0
LGA55320,12,3,7,19,13,31,29,14,4,4,3,13,139,33,9,11,19,7,11,5,7,0,0,0,7,114,203,36,63,49,18,17,5,10,0,3,14,13,442,156,54,124,133,45,34,19,4,0,0,5,11,596,24,39,33,40,13,13,11,3,0,0,3,14,183,78,45,116,255,121,114,54,17,7,3,8,17,827,17,8,82,198,116,99,42,14,3,0,3,16,599,35,7,57,184,99,112,58,15,3,0,3,20,593,40,3,51,213,175,184,105,29,6,8,6,15,837,25,7,24,111,85,133,99,29,10,4,3,9,531,33,0,32,112,116,158,117,48,12,3,3,5,645,17,3,8,44,57,83,85,23,8,0,3,0,330,9,0,6,26,41,59,116,61,34,15,29,7,405,8,0,0,10,16,41,51,30,16,7,11,3,186,3,0,0,0,0,8,7,3,11,3,6,0,43,36,19,30,91,77
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
LGA55460,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,18,3,3,3,0,0,0,0,0,0,0,0,32,16,13,10,3,0,0,0,0,0,0,0,0,39,3,9,0,0,0,0,0,0,0,0,0,0,17,19,9,14,3,0,0,0,0,0,0,0,0,45,4,11,9,0,0,0,0,0,0,0,0,0,26,12,9,20,4,0,0,0,0,0,0,0,4,45,20,10,11,0,4,0,0,3,0,0,0,3,56,7,0,4,3,0,0,0,0,0,0,0,0,24,12,10,3,5,3,0,0,0,0,0,0,3,39,4,0,3,4,3,0,0,0,0,0,0,4,18,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,11,3,6,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
LGA55600,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,15,3,3,0,0,0,0,0,0,0,0,0,25,12,0,0,3,0,0,0,0,0,0,0,0,20,3,5,3,0,0,0,0,0,0,0,0,0,8,14,3,11,3,0,0,0,0,0,0,0,3,33,6,0,11,0,0,0,0,0,0,0,0,0,16,9,0,8,0,0,0,0,0,0,0,0,0,23,16,7,7,0,0,0,0,0,0,0,0,5,42,3,5,5,0,0,0,0,0,0,0,0,0,25,7,3,11,0,0,0,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,11,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,0,0,0,0,0,0,0,0,13,8,6,0,0,0,0,0,0,0,0,0,0,8,6,3,4,0,0,0,0,0,0,0,0,0,14,14,4,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0
LGA55740,3,0,6,5,0,0,0,0,0,0,0,3,24,10,0,4,5,0,0,0,0,0,0,0,3,23,53,16,55,18,0,0,0,0,0,0,3,0,147,32,9,71,32,6,3,0,0,0,0,3,9,175,0,8,6,8,0,0,0,0,0,0,0,0,23,13,3,46,41,7,10,5,3,0,0,0,5,140,3,3,36,29,10,10,4,0,0,0,0,0,92,3,0,25,24,7,9,7,0,0,0,0,0,81,0,0,22,27,15,24,12,6,3,0,0,0,108,0,0,3,11,14,26,7,9,0,0,0,0,68,0,0,5,11,7,15,22,3,3,0,0,0,68,3,0,3,7,3,12,5,8,3,0,0,0,38,0,0,0,3,4,4,9,10,3,4,19,3,63,0,0,0,0,3,7,7,3,9,0,5,0,35,0,0,0,0,0,0,3,3,0,3,8,0,13,11,0,5,10,11
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,3,17,3,0,3,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,11,7,3,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,0,0,0,0,11,14,0,7,0,0,0,0,0,0,0,0,0,15,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
LGA56090,0,0,0,0,0,4,0,0,0,0,0,0,13,3,3,3,3,0,0,0,0,0,0,0,0,11,34,8,26,25,3,3,3,0,0,0,0,3,104,64,5,44,70,14,8,4,4,0,0,0,3,206,13,6,17,20,6,0,0,0,0,0,0,0,60,22,9,57,109,22,15,9,3,0,0,0,14,264,4,3,24,47,23,17,9,0,0,0,0,3,127,5,0,26,48,14,13,7,0,0,0,0,4,115,9,3,21,53,26,21,13,3,0,0,0,10,157,6,0,9,24,19,22,10,3,0,0,0,3,89,13,3,7,26,15,23,9,4,0,0,0,5,114,4,0,8,8,8,10,3,3,0,0,0,0,37,0,0,0,7,3,4,6,0,0,0,0,3,32,0,0,3,0,0,5,3,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,3,12,3,16,37,16
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA56230,0,0,0,3,0,0,0,0,0,0,0,5,6,0,0,5,0,0,0,0,0,0,0,0,0,9,19,9,27,17,0,0,3,0,0,0,3,0,72,14,12,51,21,3,0,0,0,0,0,0,3,109,9,6,15,6,3,0,0,0,0,0,0,0,37,13,11,41,31,5,0,0,3,0,0,3,6,119,13,0,17,22,3,6,0,0,0,0,0,0,59,10,5,15,10,3,3,0,0,0,0,0,3,57,13,7,18,32,4,12,3,0,0,0,0,3,94,10,0,11,18,3,4,0,0,0,0,0,3,59,4,3,13,19,4,10,3,0,0,0,0,0,62,3,0,3,6,0,4,3,0,0,0,0,3,21,3,0,0,3,3,3,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,20,4
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,14,3,3,6,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,0,0,0,0,0,0,0,15,7,4,3,0,0,0,0,0,0,0,0,0,13,4,0,3,0,0,0,0,0,0,0,0,0,8,10,4,4,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,9,15,0,5,0,0,0,0,0,0,0,0,0,16,3,3,4,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,3,10,5,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,32,5,12,0,0,0,0,0,0,0,0,3,55,21,0,17,6,3,0,0,0,0,0,0,0,49,0,4,16,3,0,0,0,0,0,0,0,0,20,12,4,31,10,0,0,0,0,0,0,0,0,62,7,9,16,9,0,0,0,0,0,0,0,0,40,10,7,16,7,3,0,0,0,0,0,0,0,46,10,11,20,15,3,3,0,0,0,0,0,3,63,7,3,10,3,0,0,0,0,0,0,0,0,32,6,4,8,6,0,0,0,0,0,0,0,0,21,5,3,4,0,3,0,0,0,0,0,0,0,13,0,3,0,3,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,5,0
LGA56580,4,4,0,3,0,4,5,6,3,0,0,3,26,4,4,3,9,4,6,3,0,3,0,0,3,32,46,3,5,4,8,6,7,4,0,0,3,0,81,44,17,24,7,3,13,7,8,0,0,0,10,126,0,3,9,0,3,3,3,0,0,0,0,0,27,20,3,17,8,10,12,9,3,0,0,0,3,91,14,4,11,18,10,16,12,8,0,0,0,3,104,11,0,4,13,12,22,11,6,7,3,0,4,90,8,0,16,22,14,24,26,17,0,0,0,4,133,11,0,7,24,3,19,20,10,0,3,0,0,95,3,0,24,12,11,29,28,20,8,3,7,3,155,5,0,7,10,8,12,18,9,9,0,5,0,79,17,0,6,4,0,8,20,26,13,7,46,3,157,3,0,3,0,0,9,21,22,15,12,23,0,104,0,0,0,0,0,3,4,0,8,9,9,0,35,7,0,21,30,11
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,29,24,0,0,0,0,0,0,0,0,0,0,3,27,13,0,0,0,0,0,0,0,0,0,0,0,14,39,0,0,0,0,0,0,0,0,0,0,3,42,29,0,0,0,0,0,0,0,0,0,0,9,39,17,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,0,4,19,8,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
LGA56730,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,3,0,0,0,0,0,0,0,0,21,65,7,28,5,0,0,0,0,0,0,5,5,114,27,16,37,17,0,0,0,0,0,0,0,6,100,8,6,17,5,0,0,0,0,0,0,0,0,42,16,15,65,23,3,0,0,0,0,0,0,3,131,5,3,26,12,3,0,0,0,0,0,0,3,54,10,3,36,19,0,0,0,0,0,0,0,0,65,17,3,44,25,4,0,3,0,0,0,0,4,96,12,8,15,10,0,0,4,0,0,0,0,5,49,3,0,15,14,3,3,0,0,0,0,0,0,48,3,0,14,3,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,21,21,3
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,9,17,3,9,5,0,0,0,0,0,0,0,0,39,8,3,12,11,0,0,0,0,0,0,0,3,37,6,3,4,3,0,0,0,4,3,0,3,0,28,15,3,21,20,4,0,0,0,6,0,3,8,88,3,0,9,8,3,0,0,0,0,3,0,6,40,3,0,7,0,0,3,0,0,3,0,0,8,34,10,0,7,7,12,7,0,3,4,0,4,3,59,4,0,6,3,0,3,0,0,4,0,0,4,31,6,0,3,3,3,0,0,0,5,0,0,0,29,3,0,6,3,0,0,0,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,6,5
