LGA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
LGA20740,645,194,51,4088,874,375,553,343,143,2292,51,9,10,7,3,72,4006,1310,1261,560,203,7338,0,0,0,0,0,0,5,3,0,0,0,8,87,8,3,0,0,92,43,16,12,3,0,77,7,4,3,0,0,20,3,0,0,0,0,4,147,32,22,4,0,206,0,0,0,0,0,0,17,0,0,0,0,17,61,18,0,0,0,80,39,14,7,0,0,57,3,3,0,0,0,8,0,0,0,0,0,0,117,35,4,0,0,157,0,0,0,0,0,0,8,0,0,0,0,8,7,0,3,3,0,9,3,0,3,0,0,10,4,0,0,0,0,9,0,0,0,0,0,4,24,3,7,5,0,38,6,0,0,0,0,7,4296,1376,1294,566,202,7746,3,0,0,0,0,3,46,0,3,0,0,53,638,118,58,12,0,825,2592,834,618,196,49,4288,1145,507,581,399,141,2776,85,14,14,5,6,125,4519,1473,1271,624
LGA20830,1117,334,102,5703,1377,746,1021,763,394,4295,55,15,14,6,4,94,5078,2028,2209,1122,499,10935,0,0,0,0,0,0,3,0,0,0,0,3,212,19,8,0,0,236,91,23,31,10,0,160,27,17,23,16,6,84,0,0,0,0,0,5,340,52,58,31,9,489,0,0,0,0,0,0,15,0,0,0,0,15,89,13,0,0,0,106,31,9,0,0,0,37,0,0,0,0,0,3,3,0,0,0,0,6,135,23,0,0,0,164,3,0,0,0,0,3,11,0,0,0,0,9,13,6,0,0,0,22,5,4,3,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,33,10,5,4,0,51,4,0,0,0,0,0,5588,2122,2274,1154,510,11649,3,0,0,0,0,6,43,11,3,0,0,56,538,104,52,11,4,715,3161,1210,962,316,95,5748,1884,1000,1303,865,416,5460,96,29,17,9,8,158,5730,2346,2338,1208
LGA20910,2365,435,59,8112,1811,1474,3105,1917,472,8775,61,20,12,5,0,99,6553,3600,5619,2370,538,18688,3,0,0,0,0,3,36,0,0,0,0,37,791,183,43,3,0,1019,1048,467,385,52,10,1967,121,112,168,73,27,503,11,4,5,0,0,23,2009,771,603,136,36,3546,3,3,0,0,0,9,99,5,0,0,0,99,989,217,62,5,0,1269,387,189,110,22,4,714,20,14,23,12,0,66,19,4,0,0,0,21,1521,423,194,41,8,2183,0,0,0,0,0,0,3,0,0,0,0,3,12,8,5,0,0,30,4,9,3,0,3,18,0,0,4,0,0,3,0,0,0,0,0,0,20,20,15,0,3,56,13,0,0,0,0,14,10113,4814,6436,2550,580,24485,3,0,3,0,0,5,35,5,0,0,0,38,865,268,103,13,3,1256,3154,1609,2066,348,57,7232,1943,1657,3431,1921,480,9430,91,33,35,12,3,177,6091,3568,5641,2294
LGA21010,303,100,39,1975,495,221,251,163,77,1207,16,8,3,0,0,26,1933,647,577,272,119,3545,0,0,0,0,0,0,3,0,0,0,0,3,40,10,0,0,0,52,9,3,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,58,16,7,0,0,82,0,0,0,0,0,0,5,0,0,0,0,5,41,10,8,0,0,56,9,0,3,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,57,13,10,3,0,75,0,0,0,0,0,3,0,0,0,0,0,0,10,0,5,0,0,15,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,17,4,7,0,0,31,0,0,0,0,0,0,2060,673,598,277,119,3724,5,0,0,0,0,10,22,3,0,0,0,24,251,41,21,5,3,329,1151,343,278,81,20,1877,535,213,233,150,68,1198,38,9,5,0,0,56,1998,615,539,243
LGA21110,3472,731,116,11538,3004,2720,5294,3381,985,15381,96,26,30,27,8,180,9334,5993,9057,4175,1117,29678,0,0,0,0,0,3,78,7,0,0,0,86,1261,380,159,22,3,1820,1192,701,619,131,17,2659,150,114,180,85,40,563,20,0,5,4,0,31,2698,1206,957,235,58,5156,13,8,0,0,0,22,621,55,7,0,0,680,2392,737,262,39,4,3434,505,252,157,41,11,967,43,19,38,12,5,113,32,10,0,3,0,53,3612,1080,462,91,20,5271,0,0,0,0,0,0,12,3,0,0,0,18,28,12,5,3,0,50,16,12,11,3,3,38,3,0,8,3,0,12,4,0,0,0,0,4,63,25,20,8,3,120,10,0,4,0,0,17,15718,8307,10502,4509,1202,40241,3,3,0,3,0,4,45,13,4,4,4,72,1134,338,194,24,8,1699,3871,2267,2853,551,98,9640,3329,3039,5524,3297,1029,16221,129,52,48,24,19,272,8525,5714,8616,3896
LGA21180,6055,2264,1148,25181,2798,2748,4031,2670,1853,14100,287,161,154,105,100,807,13456,9712,10475,5122,3147,41915,3,4,3,5,0,11,18,11,3,0,0,34,215,85,39,13,7,359,448,340,246,99,43,1179,54,72,87,65,34,312,20,7,17,4,3,56,758,520,391,185,85,1942,4,3,0,0,0,11,131,47,11,4,0,188,611,292,158,35,12,1103,366,331,224,113,62,1100,9,11,19,14,12,72,39,20,11,5,6,89,1164,707,429,170,93,2557,0,0,0,0,0,0,3,0,0,0,0,3,8,5,0,0,0,14,6,8,3,3,3,22,0,0,0,0,0,3,0,0,0,0,0,0,13,14,4,3,6,44,0,3,0,0,0,5,15394,10960,11308,5477,3327,46472,34,13,20,13,16,88,77,25,22,17,14,151,861,350,235,71,44,1553,8679,5881,5412,2127,1209,23305,3051,2918,4219,2558,2181,14925,365,207,143,99,118,924,13061,9394,10044,4874
LGA21270,143,64,41,931,207,99,106,81,45,531,14,0,0,0,0,20,889,265,255,151,83,1641,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,3,4,0,3,0,0,3,0,0,0,0,0,3,12,3,3,0,0,15,0,0,0,0,0,3,920,267,256,150,84,1682,0,0,0,0,0,0,14,0,0,0,0,15,97,15,8,3,0,123,509,146,120,45,24,842,222,89,83,84,39,515,6,3,0,0,0,18,856,259,205,132
LGA21370,909,324,122,5181,1139,551,708,566,258,3216,55,18,8,4,5,91,4516,1683,1666,910,398,9166,0,0,0,0,0,0,10,0,0,0,0,10,61,19,3,0,0,80,28,10,4,5,0,50,0,5,3,3,0,10,0,0,0,0,0,0,100,34,13,5,3,147,0,0,0,0,0,0,9,0,0,0,0,14,191,33,5,4,0,236,68,12,5,0,0,89,0,0,0,0,3,3,11,0,3,0,0,11,283,49,14,3,3,360,3,0,0,0,0,3,12,0,0,0,0,13,24,0,4,0,0,25,12,3,3,0,0,19,3,0,4,4,0,12,0,0,0,0,0,0,50,0,13,4,0,69,3,0,3,0,0,7,4951,1774,1702,923,404,9753,8,3,3,0,0,11,35,5,0,0,0,48,511,101,43,16,7,681,2775,947,795,280,100,4899,1213,557,805,524,252,3354,96,23,18,8,7,150,4640,1641,1666,830
LGA21450,2010,568,177,8971,2116,1692,2540,1645,787,8779,66,26,17,13,10,134,6915,4016,4657,2242,988,18818,0,0,0,0,0,0,5,0,0,0,0,5,145,31,13,0,0,183,165,59,39,10,6,274,3,7,15,7,6,38,4,0,0,0,0,10,323,96,63,11,12,512,0,0,0,0,0,0,6,0,3,0,0,6,248,22,7,0,0,280,53,28,11,0,4,97,0,3,4,0,0,5,0,0,0,0,0,4,313,55,22,3,7,390,3,0,0,0,0,3,21,0,0,0,0,21,16,0,0,0,0,18,3,3,0,3,0,7,3,0,0,0,0,3,0,0,0,0,0,4,39,3,4,4,0,56,0,0,4,0,0,7,7595,4173,4746,2270,1000,19785,8,3,3,3,0,17,60,9,5,3,0,80,789,181,89,22,9,1091,4367,2457,2136,588,202,9746,2806,2359,3529,2017,1125,11830,142,57,53,23,18,296,8173,5070,5801,2647
LGA21610,7358,2144,934,29885,5910,5913,9147,5163,3447,29579,297,130,119,87,90,712,19149,14126,16814,7459,4499,62041,0,0,0,5,0,6,15,3,0,0,0,22,290,48,29,3,7,384,457,319,266,66,37,1144,162,150,293,153,91,848,15,5,6,0,3,32,943,531,597,223,136,2427,0,0,0,0,0,0,26,4,3,0,0,39,586,151,77,8,3,822,297,169,106,27,10,607,12,5,10,8,3,39,20,6,3,0,0,31,937,332,199,41,25,1532,0,0,0,0,0,0,4,0,0,0,0,4,8,9,0,0,0,17,3,3,9,3,3,14,0,0,0,0,0,3,0,0,0,0,0,0,17,10,7,7,3,44,5,0,0,0,0,5,21051,14996,17615,7729,4661,66056,30,20,22,14,12,92,77,24,21,8,4,140,1218,374,217,54,33,1899,11531,7673,7486,2261,1122,30078,7302,7359,11282,6136,4414,36491,420,239,223,103,166,1140,20570,15686,19255,8570
LGA21670,308,108,46,1899,290,149,192,130,66,835,23,11,0,3,0,44,1709,586,533,257,114,3191,0,0,0,0,0,0,6,0,0,0,0,7,22,4,0,0,0,25,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,51,0,0,0,0,0,0,6,0,0,0,0,6,37,3,0,0,0,43,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,51,4,3,0,0,57,3,0,0,0,0,4,10,0,0,0,0,10,5,0,0,0,0,13,3,3,0,0,3,10,3,0,5,0,0,4,3,0,0,0,0,5,22,8,5,0,3,37,0,0,0,0,0,0,1827,599,536,257,115,3341,0,0,0,0,0,4,16,4,0,0,0,21,302,55,26,6,0,387,1107,390,254,89,39,1874,340,167,170,127,82,883,49,5,8,0,0,60,1814,616,455,223
LGA21750,547,209,58,2965,527,292,309,253,150,1538,25,6,6,3,4,47,2494,952,899,482,209,5033,0,0,0,0,0,0,4,0,0,0,0,4,37,7,0,0,0,44,42,15,3,0,0,66,8,7,6,3,0,29,0,0,0,0,0,0,97,24,12,3,4,139,0,0,0,0,0,0,3,0,0,0,0,7,29,7,0,0,0,39,9,3,0,0,0,16,3,3,0,0,0,4,0,0,0,0,0,0,51,11,8,0,0,70,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,7,0,4,0,0,0,10,0,0,5,0,0,9,0,0,0,0,0,0,13,4,5,0,4,24,0,0,0,0,0,0,2650,997,917,490,219,5276,4,0,0,0,0,3,27,3,0,0,0,31,326,63,40,14,0,437,1584,535,476,153,70,2816,584,309,371,281,133,1671,44,15,7,5,3,73,2564,919,895,447
LGA21830,441,172,65,2371,507,239,310,282,148,1479,26,0,4,4,3,40,2096,697,769,461,215,4242,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,12,0,3,0,0,0,9,3,0,0,0,0,3,16,4,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,3,19,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,21,9,0,0,0,31,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,9,0,0,3,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,11,7,8,0,0,24,0,3,0,0,0,8,2146,721,778,460,220,4323,3,0,0,0,0,6,24,6,0,0,0,28,252,50,26,5,0,328,1221,395,345,139,50,2149,512,252,281,226,132,1402,45,11,7,0,0,63,2059,698,656,377
LGA21890,3778,1023,367,14333,1202,1079,1890,1280,617,6072,211,67,41,24,24,374,9680,5740,6305,2458,1036,25219,6,0,0,0,0,6,108,17,3,0,0,125,1250,378,157,35,8,1821,658,523,344,115,57,1701,44,40,62,39,17,193,30,3,6,4,0,43,2091,962,571,192,82,3898,23,13,0,3,0,36,678,74,18,3,3,781,1691,629,247,55,18,2644,234,181,148,56,21,638,10,4,21,3,0,44,33,21,15,0,3,70,2674,918,443,125,52,4211,0,0,0,0,0,0,14,0,0,0,0,15,49,12,11,4,0,80,14,17,16,8,6,59,5,4,9,3,0,23,0,0,3,3,0,8,81,35,39,17,8,181,6,0,3,0,0,8,14529,7652,7367,2791,1180,33514,7,4,6,0,4,19,101,21,7,3,3,135,2102,836,538,84,29,3581,5023,3239,3424,876,320,12886,1250,1195,2131,1262,651,6494,198,88,54,23,27,390,8688,5379,6169,2248
LGA22110,954,296,87,6071,1296,578,698,475,241,3289,71,20,14,5,11,117,5980,1895,1729,803,349,10757,0,0,0,0,0,0,10,0,0,0,0,11,81,13,4,0,0,90,69,28,19,8,0,119,13,9,9,8,0,43,5,3,0,0,0,7,177,45,27,13,0,274,0,0,0,0,0,0,14,3,0,0,0,19,146,26,4,0,0,177,93,22,13,3,3,137,14,3,0,3,0,22,3,0,0,0,0,8,279,50,26,9,3,361,4,0,3,0,0,11,41,3,0,0,0,41,60,10,0,0,0,67,13,3,9,4,0,30,5,7,0,0,0,12,10,0,0,0,0,10,130,22,13,12,3,172,4,0,3,0,0,13,6570,2017,1794,837,358,11572,8,0,0,0,0,7,100,9,10,4,0,124,938,158,61,22,10,1191,3748,1085,891,291,85,6104,1554,619,785,456,221,3638,116,33,15,9,3,173,6463,1905,1761,791
LGA22170,3615,909,295,16912,2858,2312,3260,1932,878,11241,134,71,43,22,19,287,11879,6911,7040,2893,1197,29914,0,3,0,0,0,3,27,0,0,0,0,27,483,100,21,3,3,605,416,228,96,22,6,765,43,27,30,15,11,131,19,0,0,0,0,19,992,351,152,38,21,1557,0,0,0,0,0,4,53,3,0,0,0,65,773,154,56,8,5,993,367,154,79,21,10,628,14,19,19,6,3,55,32,3,0,3,0,38,1239,346,148,35,16,1779,0,0,0,0,0,0,31,0,0,0,0,33,37,10,3,3,0,51,8,7,5,3,3,25,3,0,4,0,0,6,3,0,0,0,0,6,88,16,16,5,0,124,3,3,0,0,0,8,14202,7626,7352,2975,1233,33394,16,6,3,4,0,31,48,14,13,8,0,76,912,232,110,20,3,1284,7343,4218,3499,837,259,16157,3281,2545,3517,2013,903,12261,193,82,74,27,20,399,11793,7096,7217,2903
LGA22250,210,79,38,1498,373,148,173,157,74,924,30,3,3,0,0,37,1513,443,400,242,112,2712,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,11,0,3,0,0,18,0,0,0,0,0,0,1554,443,405,249,113,2762,0,0,0,0,0,3,15,0,0,0,0,21,193,34,8,3,0,236,878,239,209,87,32,1443,415,168,172,135,73,960,32,4,7,7,3,46,1532,447,392,232
LGA22310,3240,660,146,10835,1606,1469,2999,1852,665,8602,100,21,23,16,3,164,7486,4731,6527,2573,831,22147,3,0,0,0,0,3,60,5,0,0,0,66,1233,420,160,25,8,1855,1104,772,639,143,37,2692,122,126,204,86,36,585,24,5,3,0,0,40,2554,1328,1013,254,91,5241,12,5,3,0,0,26,912,137,27,0,0,1078,2137,746,293,55,15,3246,538,338,280,63,42,1258,29,25,52,16,5,126,42,18,3,3,0,63,3678,1267,659,141,64,5799,0,0,0,0,0,0,13,3,0,0,0,16,37,18,3,0,0,62,10,10,20,3,3,41,0,0,0,0,0,3,0,0,0,0,0,3,64,30,24,3,6,127,10,3,0,0,0,16,13795,7356,8222,2972,981,33328,0,5,0,0,0,9,51,7,9,0,0,70,1220,448,242,32,3,1950,3681,2338,2873,530,121,9550,1815,1698,3229,1949,667,9363,98,45,45,16,8,217,6877,4539,6399,2538
LGA22410,531,147,43,2973,550,277,407,221,94,1539,29,6,8,0,0,44,2569,978,974,377,136,5030,0,0,0,0,0,0,0,0,0,0,0,0,21,5,3,0,0,35,31,4,10,0,0,45,11,3,5,3,3,26,0,0,0,0,0,0,67,15,20,3,3,110,0,0,0,0,0,0,4,0,0,0,0,4,35,9,0,3,0,50,8,9,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,53,15,5,3,0,71,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,6,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,15,0,3,3,0,20,0,0,3,0,0,6,2698,1007,1013,389,140,5243,3,0,0,0,0,3,26,3,3,0,0,31,292,47,36,3,0,386,1651,564,446,142,46,2855,609,255,375,206,79,1531,47,17,7,3,5,79,2628,883,867,360
LGA22490,560,169,54,2484,619,362,587,415,195,2177,31,3,3,3,7,47,2121,935,1176,592,262,5087,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,9,0,3,3,0,17,0,0,3,0,0,4,2142,937,1183,596,265,5122,6,0,0,0,0,6,30,3,4,0,0,37,244,58,25,9,3,347,1271,501,576,145,33,2529,756,477,808,507,236,2787,38,3,11,0,9,65,2350,1047,1425,663
LGA22620,2570,802,268,14004,2490,1687,2203,1462,714,8562,155,35,27,21,9,246,11445,5231,4928,2315,1013,24936,0,0,0,0,0,0,21,3,0,0,0,19,208,49,9,3,0,274,107,61,24,11,0,207,19,16,12,4,3,60,4,0,0,0,0,10,362,131,43,23,3,562,0,0,0,0,0,0,35,0,0,0,0,34,332,74,14,4,3,420,116,43,16,9,5,187,7,9,4,3,0,20,10,0,0,0,0,15,493,128,33,13,8,680,9,0,0,0,0,8,19,0,0,0,0,19,24,0,4,0,0,30,12,7,6,0,0,25,3,3,5,4,0,13,0,0,0,0,0,0,63,13,16,5,0,100,3,0,3,0,0,6,12370,5499,5032,2358,1024,26279,14,0,0,0,3,17,108,10,4,3,3,132,1484,306,138,36,8,1977,7348,3074,2338,718,270,13746,3212,2108,2716,1678,734,10448,236,58,43,24,15,364,12401,5554,5251,2455
LGA22670,3367,1607,1077,15300,1669,1533,1971,1399,1307,7883,170,102,113,72,110,572,8061,5763,5681,3156,2556,25214,4,3,3,3,3,14,58,13,4,3,0,81,494,239,147,36,14,927,407,317,293,102,46,1171,76,75,93,74,53,374,20,14,3,6,5,57,1061,666,554,222,127,2622,15,10,5,3,3,35,242,76,25,3,0,350,1688,955,545,160,42,3389,446,456,352,176,105,1531,26,31,36,21,30,143,77,52,29,11,11,166,2493,1571,987,376,184,5616,4,3,3,0,0,4,24,0,0,0,0,31,92,6,0,0,0,104,10,9,3,3,0,30,0,0,0,0,0,0,4,0,0,0,0,6,129,23,11,6,3,181,7,0,0,0,0,14,11748,8021,7235,3760,2868,33635,16,16,14,11,7,61,61,28,22,10,17,136,962,534,282,96,57,1933,5272,3830,3527,1571,1157,15346,1940,1901,2511,1575,1683,9604,231,134,86,79,91,621,8482,6441,6441,3336
LGA22750,6228,1600,486,30353,4604,3161,4626,2986,1263,16637,270,85,57,30,26,467,22933,10964,11151,4680,1785,51519,3,0,0,0,0,7,71,3,3,0,0,75,635,110,27,3,3,772,388,143,89,24,10,648,33,17,21,15,10,96,17,3,0,0,0,23,1149,275,135,45,20,1623,4,4,0,0,0,7,167,16,3,0,0,182,1234,205,58,13,0,1504,359,135,73,13,3,585,24,11,12,9,0,59,24,3,0,0,0,31,1806,375,151,35,3,2371,6,0,0,0,0,11,31,3,0,0,0,30,69,7,0,0,0,81,24,11,6,0,3,43,4,3,3,3,0,16,3,3,0,0,0,3,135,30,16,3,3,189,9,3,0,0,0,10,26029,11644,11451,4766,1813,55706,17,10,9,5,4,40,138,23,11,8,3,186,2989,642,251,51,14,3935,14969,6844,5755,1460,446,29466,5790,3932,5755,3390,1356,20225,383,130,87,59,32,687,24289,11575,11862,4967
LGA22830,1721,564,282,8395,1417,915,1209,841,485,4862,85,28,35,10,20,178,6175,2955,3038,1436,798,14396,0,0,0,0,0,0,4,0,0,0,0,7,137,25,13,3,0,181,57,22,16,5,3,104,6,7,4,4,0,27,5,0,0,0,0,11,209,58,35,11,4,324,0,0,0,0,0,0,24,5,0,0,0,25,285,92,40,9,4,426,54,18,9,4,3,87,0,0,0,0,0,3,9,3,0,0,0,18,367,118,50,15,10,564,8,4,0,0,0,11,34,3,0,0,0,38,41,9,5,3,3,61,11,8,0,3,0,19,0,0,0,3,0,7,5,0,0,0,0,4,98,17,8,10,5,146,4,3,0,0,0,9,6857,3161,3132,1466,817,15433,3,6,3,3,0,20,36,6,3,6,3,51,738,163,70,27,10,1014,3930,1729,1500,526,216,7906,1636,1043,1404,891,508,5476,136,43,48,25,19,269,6476,2994,3023,1472
