LGA_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
LGA10850,0,3,3,5,10,0,8,0,0,11,0,17,4,4,21,4,42,0,6,53,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,72,7,18,110,0,3,0,0,5,0,0,0,3,0,0,10,0,3,20,3,30,4,13,51,0,14,3,3,23,3,12,3,0,15,0,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,15,77,11,24,126,0,0,0,3,11,0,0,0,3,3,0,6,4,0,12,0,9,0,0,11,3,9,0,3,14,0,33,7,3,44,3,18,4,0,26,3,3,0,0,6
LGA10900,4,21,8,13,39,12,36,8,4,60,10,55,13,12,83,17,208,25,39,284,20,209,39,39,309,28,196,34,47,310,5,56,9,12,85,5,7,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,16,0,4,22,90,810,140,175,1217,0,15,8,6,31,0,3,0,0,3,3,13,4,5,25,9,57,13,13,91,7,57,12,20,93,20,144,28,43,233,57,245,56,75,430,30,117,30,29,209,3,22,3,15,47,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,3,11,0,12,25,137,686,152,224,1195,3,12,4,0,22,0,0,0,3,4,0,8,0,4,14,0,25,4,8,40,0,27,3,7,41,8,52,14,17,95,20,121,36,52,233,49,236,64,98,450
LGA10950,0,3,0,3,10,0,6,0,0,7,8,24,0,3,35,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,8,58,0,3,0,0,4,0,0,0,0,0,0,8,0,3,14,0,10,0,8,23,0,10,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,51,0,12,66,0,0,0,0,3,0,0,0,0,0,0,5,0,3,8,0,4,0,0,10,0,13,0,3,15,0,7,0,0,12,0,3,0,0,3,0,0,0,0,0
LGA11100,3,15,9,25,54,5,29,10,9,50,3,51,12,28,94,3,28,11,31,74,15,65,10,40,131,12,93,16,58,176,12,54,14,37,112,15,60,6,27,111,0,11,5,9,29,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,7,13,32,74,421,99,272,871,0,10,6,14,25,3,22,3,16,48,0,27,15,20,63,5,24,9,30,63,6,10,0,10,31,5,14,12,16,51,10,72,25,53,157,9,108,31,48,198,10,40,19,26,91,0,30,10,10,49,0,19,9,6,30,0,6,0,0,9,0,3,0,0,3,0,3,0,0,3,5,18,3,5,29,66,413,138,247,858,4,10,3,3,20,0,3,0,4,12,3,20,6,28,54,3,18,13,15,45,3,14,0,20,39,3,11,8,14,37,7,11,10,16,41,13,93,31,68,204
LGA11150,0,13,0,3,15,0,11,0,4,15,0,29,0,6,43,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,59,4,13,76,0,13,0,0,14,0,3,0,3,10,4,13,0,0,19,0,8,0,3,17,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,41,3,12,65,0,8,0,0,6,0,0,0,0,0,0,5,0,0,8,0,23,0,5,27,0,6,0,3,8,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA11200,4,28,0,7,36,0,10,0,0,17,0,23,0,7,28,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,9,64,3,21,99,0,22,0,8,39,5,6,0,7,15,3,18,0,8,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,61,3,19,94,0,9,0,3,12,0,29,0,9,40,0,17,0,3,21,0,10,0,5,20,0,7,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA11250,0,24,3,9,31,3,22,3,3,31,18,154,4,39,214,3,47,3,5,62,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,27,254,17,55,349,0,19,3,0,21,0,3,0,3,5,0,45,7,24,76,16,130,10,25,181,10,40,3,0,56,3,12,3,4,20,0,11,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,13,38,271,27,61,394,4,6,3,7,15,0,0,0,0,4,0,16,3,5,21,3,64,6,24,97,11,59,3,9,83,5,72,0,14,92,6,33,3,8,47,4,3,3,0,7
LGA11300,0,5,8,4,16,6,16,3,0,21,0,3,4,7,14,4,8,3,5,19,8,15,9,12,46,9,29,22,26,86,5,73,44,44,165,12,41,23,12,83,4,6,3,3,12,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,15,47,205,119,117,493,0,4,0,3,16,0,3,5,0,8,0,4,3,0,11,0,9,0,8,13,0,9,0,0,9,0,8,6,14,36,3,6,14,16,44,7,62,35,37,139,17,47,28,28,116,3,17,12,3,40,3,3,0,4,7,0,0,0,3,7,0,0,0,0,4,0,0,0,0,0,0,4,3,7,13,36,187,117,129,470,0,3,3,0,8,0,0,0,0,4,0,4,7,7,20,3,0,7,3,13,0,3,3,7,12,3,3,3,9,19,0,11,3,7,23,3,27,21,26,79
LGA11350,0,23,10,10,42,3,16,0,0,17,3,15,0,15,28,7,75,12,17,104,12,63,14,17,110,21,147,25,21,216,22,134,23,28,207,12,54,6,3,81,0,4,0,0,7,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,14,73,557,92,117,838,3,7,3,3,20,0,3,0,0,4,0,8,4,3,15,3,29,6,9,45,0,27,9,10,42,3,64,14,11,99,14,98,34,20,162,23,177,44,34,285,8,67,12,14,102,6,25,6,3,38,0,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,6,21,64,516,136,121,839,3,14,0,3,19,0,0,0,0,3,0,3,0,0,4,0,4,4,10,16,0,11,6,5,22,0,18,10,7,35,5,58,18,25,105,20,117,46,29,209
LGA11400,3,3,0,4,15,0,3,0,8,12,0,31,3,4,44,4,24,0,9,42,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,11,74,8,26,118,5,8,0,3,17,0,8,0,0,6,3,17,0,3,19,10,37,6,9,58,11,9,0,0,19,0,14,0,3,15,0,5,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,25,94,13,29,153,0,7,0,8,18,0,0,0,0,0,3,7,0,4,9,0,21,4,9,36,3,22,3,7,32,4,19,3,3,26,3,19,0,0,20,0,10,0,0,7
LGA11450,0,11,3,3,21,8,15,3,7,28,0,19,5,11,36,6,36,3,11,52,8,51,4,15,76,29,202,26,63,317,20,106,15,30,175,10,31,6,8,48,0,9,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,16,83,490,68,145,784,0,7,4,4,19,0,3,0,7,8,5,27,3,4,34,8,11,3,12,33,3,12,0,5,16,5,24,10,12,45,18,96,22,44,186,36,207,44,49,330,32,70,17,18,134,7,13,3,0,18,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,8,25,111,482,107,161,864,0,4,0,7,14,0,0,0,0,3,0,7,0,7,24,4,11,3,6,27,5,12,9,11,28,0,15,4,5,30,0,22,14,23,55,37,165,45,79,322
LGA11500,11,140,49,111,312,61,600,50,61,773,89,520,24,161,801,79,650,97,257,1085,57,573,68,180,877,60,371,44,124,605,19,80,18,28,145,8,26,0,10,45,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,26,3,4,37,21,126,18,39,208,405,3117,382,978,4882,9,56,20,38,120,9,91,35,93,228,78,493,47,98,723,62,304,36,165,571,23,158,24,92,301,58,314,67,184,622,130,640,124,241,1131,73,376,73,111,633,21,52,11,29,114,0,17,0,4,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,3,3,17,20,116,22,59,216,481,2620,465,1117,4683,9,38,9,19,72,0,25,7,16,53,31,265,40,113,444,81,271,35,78,469,31,107,28,130,296,40,159,27,116,343,66,368,87,233,751,158,927,167,437,1693
LGA11520,3,18,3,23,43,3,26,4,4,35,3,15,3,15,33,0,18,4,16,34,0,4,3,10,23,5,47,20,33,97,11,112,36,51,214,17,82,31,53,189,4,23,12,17,52,3,9,0,0,13,0,5,4,0,7,0,4,0,0,6,0,0,0,0,0,0,3,0,4,3,0,6,3,10,16,56,363,127,237,781,0,7,6,8,21,0,5,3,9,21,3,15,5,12,38,0,14,7,14,38,4,12,0,13,28,5,11,9,8,28,8,26,13,24,74,16,111,35,58,227,15,105,38,52,216,13,58,31,33,134,9,33,15,15,67,0,6,3,10,18,0,0,0,3,9,0,0,0,0,7,0,16,6,10,26,69,433,176,273,953,0,17,3,7,28,0,0,3,0,7,0,4,3,17,28,0,14,3,20,33,3,12,0,9,27,0,12,4,10,23,0,12,5,12,25,7,50,14,28,97
LGA11570,24,118,70,168,374,66,356,69,67,551,105,307,68,266,749,83,572,123,271,1048,59,448,100,181,790,134,791,146,348,1408,89,529,91,223,926,40,146,38,58,286,3,11,3,9,30,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,22,3,13,48,25,135,36,81,284,627,3431,752,1695,6510,20,77,37,72,208,4,75,57,117,259,78,221,94,171,560,74,232,83,234,624,46,121,34,90,294,46,232,67,180,533,120,713,215,384,1439,194,918,224,421,1759,74,316,99,159,648,10,86,18,34,150,0,9,10,6,30,0,3,3,8,16,0,0,0,0,0,4,16,0,3,21,28,120,47,92,284,705,3154,985,1972,6821,15,69,18,56,152,0,13,8,27,46,27,160,77,164,435,53,153,87,162,454,42,128,41,181,390,49,135,76,110,374,61,299,114,233,701,159,878,297,567,1894
LGA11600,0,3,0,0,3,0,3,0,0,3,4,13,0,0,14,0,5,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,24,4,3,35,0,5,0,0,8,0,0,0,0,0,0,10,0,3,12,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,0,4,32,0,3,0,0,5,0,0,0,0,0,3,0,0,0,4,3,6,0,4,17,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,7,130,44,119,299,45,224,32,40,338,52,316,40,142,557,85,1059,132,342,1611,117,1106,135,242,1596,213,1247,156,293,1910,120,454,84,112,769,21,83,15,19,146,3,10,0,3,20,0,0,3,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,24,0,8,39,8,102,16,50,173,673,4757,657,1372,7458,9,83,15,42,150,3,45,21,59,125,34,187,45,96,365,38,312,64,177,591,45,341,71,153,610,115,1102,215,362,1791,297,1633,305,522,2754,185,721,167,244,1314,36,129,29,39,235,8,30,3,10,50,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,16,8,7,27,12,99,18,50,171,799,4692,963,1753,8210,14,61,16,38,121,3,10,10,12,28,10,98,26,92,230,35,139,36,79,292,21,137,38,119,307,38,270,53,150,510,134,1055,221,526,1930,322,1725,372,649,3064
LGA11700,0,12,0,7,17,0,3,0,6,13,0,15,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,3,18,53,0,9,0,6,18,3,3,0,4,10,3,26,3,18,45,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,8,26,82,0,3,0,3,8,0,0,0,3,4,3,11,0,16,31,0,6,0,3,10,0,4,0,0,7,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0
LGA11720,0,29,9,10,49,8,57,0,8,70,15,133,11,52,213,31,376,33,59,506,8,109,4,15,140,9,51,3,8,67,0,13,0,3,18,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,18,0,10,34,77,789,64,173,1101,9,29,4,8,42,3,6,0,10,27,12,71,9,27,121,15,115,12,48,197,8,110,10,32,161,22,271,28,49,361,34,168,17,44,259,6,37,4,12,60,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,7,28,114,833,86,242,1273,3,27,4,5,38,0,0,0,3,4,0,32,8,22,66,9,47,13,34,96,3,38,3,27,72,15,183,21,54,274,40,434,54,102,632,37,218,19,35,312
LGA11730,3,31,9,10,55,4,51,12,7,74,20,132,25,54,234,32,316,29,80,455,21,102,8,10,139,13,52,3,3,69,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,7,0,18,0,9,25,108,722,83,176,1085,0,22,9,15,48,0,15,3,12,35,14,56,12,25,101,14,97,23,27,162,6,101,17,23,149,35,241,31,47,351,43,194,31,28,291,9,30,4,8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,25,0,13,35,132,796,124,192,1235,4,20,4,10,38,0,3,0,3,6,0,24,6,24,55,9,51,14,28,98,8,54,3,31,96,14,188,41,50,291,54,290,41,79,456,18,81,16,19,132
LGA11750,0,23,0,6,30,0,6,0,0,5,0,24,0,8,34,0,17,0,3,19,3,5,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,82,3,18,108,0,3,0,8,9,0,9,0,0,9,3,20,0,3,23,0,20,5,3,32,0,6,0,3,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,62,5,12,93,0,3,0,3,7,0,0,0,3,5,0,7,0,3,9,0,23,0,9,30,0,9,0,8,17,0,8,0,0,11,3,8,0,0,11,0,0,0,0,0
LGA11800,8,27,19,15,66,9,68,9,14,101,28,146,17,75,267,33,326,36,91,483,26,229,21,30,307,53,295,36,46,435,19,89,17,15,146,3,4,3,3,20,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,13,4,21,0,13,44,192,1214,170,306,1878,4,29,9,14,53,0,18,10,19,50,9,58,9,30,101,15,108,16,36,180,13,123,24,25,179,34,257,35,79,403,68,367,53,80,567,53,181,39,51,332,8,21,6,7,48,4,3,0,0,7,0,4,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,3,6,4,24,6,13,55,215,1197,214,366,1993,4,12,0,11,26,0,4,0,5,6,3,32,10,33,76,8,38,10,36,92,8,37,6,38,91,19,126,33,56,229,47,300,57,125,530,99,378,76,118,666
LGA12000,0,0,3,3,6,0,3,0,0,6,0,16,0,0,20,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,34,3,3,41,0,3,0,3,8,0,0,0,0,3,0,3,0,3,8,0,19,4,0,18,3,3,0,0,7,3,5,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,3,5,55,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,0,8,0,0,12,0,3,4,0,7,0,5,0,0,6,0,7,0,0,7,0,0,0,0,0
LGA12150,0,15,0,3,18,0,20,0,6,25,6,46,4,14,68,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,13,10,94,7,19,132,0,4,0,4,7,0,8,0,3,11,7,48,4,11,65,0,32,0,4,32,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,8,99,6,23,128,3,3,0,3,9,0,0,0,0,0,0,13,3,7,24,0,34,0,10,47,3,13,0,0,15,0,12,0,5,19,0,0,0,0,0,0,5,0,0,5
LGA12350,0,14,3,6,22,3,30,0,9,39,6,36,3,7,55,10,72,3,14,104,0,7,0,0,7,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,21,176,14,35,248,3,0,3,12,16,0,5,0,3,12,3,26,0,5,28,3,58,10,11,81,3,29,3,5,39,0,24,3,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,4,16,142,22,38,211,0,6,0,0,10,0,3,0,0,3,3,24,0,6,31,3,43,12,18,68,3,39,7,3,47,6,38,5,14,64,9,14,0,0,21,0,3,0,0,3
LGA12380,14,86,34,78,213,21,177,38,45,274,44,132,38,116,331,43,308,58,135,549,49,301,63,138,543,92,629,107,252,1083,72,271,68,108,516,20,35,14,23,91,0,10,0,3,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,11,3,5,25,15,78,19,34,154,373,2034,435,949,3794,10,50,13,28,99,3,41,36,57,143,35,148,48,77,314,34,139,47,93,317,7,70,12,32,127,22,129,49,67,272,78,446,122,257,899,151,571,150,238,1107,51,146,50,84,331,11,32,12,15,66,4,6,0,0,11,0,3,4,0,7,0,0,0,0,0,0,3,0,3,12,13,78,28,63,182,434,1868,583,1016,3894,4,52,5,42,105,0,12,3,13,30,14,82,35,92,229,24,93,33,76,225,12,72,35,85,200,22,73,36,65,194,27,138,56,128,350,118,575,155,391,1237
LGA12700,0,3,0,4,10,0,3,0,0,4,0,11,5,0,14,6,26,4,3,42,3,16,0,0,18,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,62,14,9,91,0,6,5,4,12,0,0,0,0,0,0,3,0,0,4,0,17,3,3,23,4,8,3,6,23,6,25,7,3,34,0,14,0,3,18,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,18,77,17,22,127,0,6,3,0,9,0,0,0,0,0,0,0,0,3,4,0,7,0,4,11,0,5,0,8,12,3,15,7,3,31,0,31,3,3,42,3,10,3,0,19
