LGA_CODE_2016,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_CF_T,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_CF_T,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_CF_T,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_CF_T,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_CF_T,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_CF_T,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_CF_T,C16_4000m_CF_1C,C16_4000m_CF_2C,C16_4000m_CF_3C,C16_4000m_Cou_fa_4mo_ch,C16_4000m_CF_T,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_CF_T,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_CF_T,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_CF_T
LGA43220,0,0,0,0,7,0,6,0,0,5,8,7,9,0,26,6,4,5,0,18,4,4,3,0,19,4,3,3,0,11,0,3,0,0,3,3,0,3,0,9,0,3,3,0,8,0,0,0,0,0,28,42,38,6,115
LGA43360,3,7,3,0,8,9,10,3,3,19,21,16,5,0,41,14,14,6,0,41,8,5,8,0,22,7,6,5,0,19,3,10,3,0,19,5,13,3,0,15,10,14,7,3,31,0,0,0,0,0,82,94,37,5,220
LGA43650,24,11,6,4,41,23,26,4,10,63,87,115,52,19,278,101,155,72,30,360,108,153,79,10,350,71,109,55,12,238,74,130,36,13,250,37,54,28,12,130,68,112,55,17,255,11,4,0,3,15,621,874,397,126,2019
LGA43710,9,7,3,0,15,12,14,3,3,27,39,45,16,5,108,29,45,12,6,93,38,36,16,4,97,18,20,13,0,53,20,32,7,3,65,13,3,8,3,36,20,38,26,7,81,0,0,4,5,10,192,252,123,43,610
LGA43790,18,8,8,5,35,20,21,8,0,53,91,90,33,16,239,60,96,44,14,215,69,84,24,11,185,43,47,20,8,118,23,32,13,5,67,10,17,9,0,34,47,62,18,15,148,3,3,0,0,9,414,477,183,73,1146
LGA43920,9,8,0,4,24,35,19,3,0,55,75,76,38,15,209,61,91,38,13,198,67,71,30,13,172,40,44,12,8,110,31,48,14,9,95,9,15,15,6,42,54,72,25,8,169,0,3,3,0,7,411,459,190,75,1128
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,4,3,0,0,7
LGA44060,119,71,16,9,215,195,142,46,15,392,616,543,155,45,1366,655,707,197,51,1612,718,774,208,42,1745,508,637,135,39,1318,455,643,157,37,1289,215,310,113,39,679,410,471,144,41,1063,26,23,11,4,66,4078,4436,1207,338,10068
LGA44210,13,10,6,4,27,17,17,4,3,50,51,53,22,3,127,45,46,23,4,122,34,32,14,4,87,18,27,11,0,53,15,20,9,0,40,3,7,4,4,17,30,46,23,4,109,4,0,0,0,3,248,277,126,29,684
LGA44340,51,27,13,0,93,80,65,12,5,160,297,291,70,21,680,345,366,121,28,870,364,583,146,36,1132,344,585,162,28,1119,438,772,242,34,1487,426,825,308,63,1629,339,451,185,41,1016,16,15,9,0,41,2768,4069,1291,276,8406
LGA44550,29,25,12,9,64,54,50,22,11,133,238,242,102,31,611,262,309,109,36,722,224,306,118,27,676,150,257,88,21,516,157,220,89,20,481,104,160,68,18,352,156,248,114,38,554,11,10,4,0,26,1424,1852,733,218,4224
LGA44620,24,26,9,6,65,40,44,11,15,116,178,190,56,37,467,171,230,105,36,550,167,185,70,18,433,99,122,51,18,280,63,109,31,0,207,37,44,22,13,109,104,104,58,28,297,11,15,0,0,22,934,1098,418,191,2630
LGA44830,6,3,7,0,15,9,0,3,4,8,18,14,11,3,43,14,16,7,0,44,13,11,5,0,29,13,8,9,0,27,4,4,3,0,16,4,4,3,0,9,13,19,11,7,50,3,4,0,0,3,96,92,54,17,261
LGA45040,38,26,10,3,79,54,56,22,11,132,165,184,70,27,438,132,133,58,20,350,110,125,42,16,289,51,62,28,11,145,35,52,18,6,105,21,21,10,3,54,86,98,54,13,250,7,8,3,3,21,731,788,322,116,1956
LGA45090,13,5,9,0,31,18,26,9,4,56,59,84,35,11,188,57,77,31,7,174,42,65,14,4,125,21,26,16,5,68,23,25,7,0,52,17,7,10,3,34,36,41,21,7,107,3,3,0,0,10,299,369,164,53,883
LGA45120,4,9,3,0,18,7,3,5,0,20,40,35,29,3,105,28,30,18,9,73,12,24,15,5,56,14,21,11,5,48,9,9,5,3,30,9,4,5,0,19,18,26,17,6,63,0,0,0,0,3,150,160,108,34,441
LGA45290,38,26,6,0,68,56,30,4,3,96,202,121,27,5,359,171,131,47,6,353,162,187,69,10,426,151,192,40,8,387,189,302,65,16,568,236,408,127,24,792,156,207,66,12,443,4,14,3,0,20,1431,1659,457,84,3634
LGA45340,216,165,50,12,443,347,279,118,50,796,1339,1374,484,146,3344,1333,1572,542,153,3607,1260,1477,449,103,3291,780,1065,300,82,2222,666,932,275,62,1934,281,463,164,42,943,740,938,369,150,2194,63,68,19,9,164,7212,8517,2833,850,19410
LGA45400,0,0,0,0,3,0,0,0,0,4,3,4,8,4,17,4,4,5,0,16,3,3,0,0,4,0,6,0,0,8,6,0,0,0,6,0,3,0,0,3,0,7,3,0,12,0,0,0,0,0,22,29,15,10,73
LGA45540,3,0,0,0,9,3,4,3,0,14,10,4,6,0,27,4,8,0,0,18,3,3,0,0,7,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,4,3,0,17,0,0,0,0,3,43,33,19,7,100
LGA45680,165,118,61,55,394,235,229,107,77,650,709,716,335,202,1968,563,672,294,165,1691,508,612,175,73,1364,273,284,114,42,708,204,254,109,34,599,70,97,47,24,230,330,348,191,114,988,35,31,16,24,108,3280,3559,1528,915,9285
LGA45890,230,174,47,30,480,305,252,76,53,684,1005,890,251,82,2226,925,880,228,73,2112,811,879,195,54,1938,572,621,187,43,1417,496,600,164,32,1299,229,330,92,28,681,500,556,172,99,1331,39,26,13,9,90,5449,5448,1543,582,13017
LGA46090,11,8,7,3,31,30,13,3,3,57,73,58,29,15,174,69,64,19,11,165,74,66,27,11,171,55,50,21,4,130,47,62,14,4,133,22,27,15,5,63,81,88,38,16,215,14,6,6,3,29,501,454,179,78,1223
LGA46300,13,9,5,5,39,20,19,12,3,56,80,96,41,25,241,64,114,34,10,226,81,87,39,8,215,49,65,26,0,141,45,47,13,4,108,26,35,16,3,77,68,75,38,4,192,0,6,3,0,13,461,558,232,65,1320
LGA46450,22,24,11,5,60,40,36,16,3,90,108,87,39,15,242,89,98,46,24,252,101,117,54,18,283,52,71,32,9,165,53,53,24,3,130,36,33,11,5,82,81,104,39,25,256,3,5,3,0,14,603,644,279,119,1638
LGA46510,27,10,6,6,44,41,41,0,0,82,146,101,15,7,273,104,113,45,12,262,121,148,50,5,322,103,136,50,3,290,150,226,65,13,452,127,249,84,11,474,94,137,48,13,288,4,7,0,0,11,957,1180,372,71,2575
LGA46670,23,9,6,3,40,21,20,4,3,47,62,88,26,11,182,60,47,30,12,147,51,55,22,3,127,24,37,16,0,85,26,29,10,0,68,14,20,5,0,35,50,43,24,13,118,8,3,0,0,14,348,359,152,52,914
LGA46860,0,3,0,0,5,7,5,0,0,12,14,11,0,0,26,4,3,5,0,11,8,3,0,5,14,5,8,0,0,9,7,3,3,0,14,0,0,0,0,3,7,6,3,0,26,0,0,0,0,0,53,38,18,13,120
LGA46970,3,0,0,0,3,0,0,0,0,0,7,3,4,3,11,19,20,8,3,53,21,45,17,6,95,25,30,26,6,85,31,42,20,0,92,31,39,22,5,97,20,16,17,3,56,0,0,0,0,3,155,199,114,31,502
LGA47140,292,211,87,66,648,422,382,154,89,1045,1266,1287,468,221,3252,1152,1198,433,176,2963,948,997,289,129,2366,542,650,200,69,1458,391,493,151,47,1079,152,257,101,23,531,575,588,285,180,1625,50,52,21,17,139,6172,6431,2362,1153,16116
LGA47290,3,3,3,0,6,3,5,4,0,10,15,18,8,4,45,14,18,7,0,36,7,16,3,0,27,6,7,0,0,12,7,0,3,0,13,3,6,5,0,10,11,5,3,0,18,0,0,0,0,0,72,83,36,8,205
LGA47490,0,0,3,0,8,8,3,3,3,14,14,20,10,5,45,10,16,8,5,37,11,11,3,0,25,10,8,3,0,22,3,4,4,0,10,0,3,3,0,6,5,10,8,6,31,0,0,0,0,0,63,78,46,13,210
LGA47630,9,10,10,0,24,12,17,5,4,41,44,53,29,16,136,50,63,24,12,148,37,23,24,5,88,12,29,15,3,60,19,18,10,0,51,5,14,4,4,26,22,39,27,11,93,4,0,3,0,8,233,269,155,50,705
LGA47700,90,64,25,7,182,142,140,42,15,343,698,594,212,80,1588,771,964,307,85,2122,780,1041,315,72,2199,596,778,231,58,1660,561,814,245,59,1678,264,432,164,35,889,436,546,217,71,1270,33,28,13,10,82,4478,5497,1814,489,12274
LGA47800,9,3,7,3,19,22,15,9,3,49,34,59,32,8,127,32,33,19,5,84,15,15,12,0,38,11,9,6,0,18,3,15,3,3,20,11,13,0,0,18,22,22,16,7,59,4,4,4,0,12,159,189,100,39,486
LGA47910,4,5,0,0,9,3,3,3,0,11,17,23,9,3,48,15,10,13,3,35,18,12,7,0,32,9,5,4,0,26,11,7,0,0,18,4,3,3,0,13,13,15,3,6,38,0,0,0,0,0,86,88,44,18,239
LGA47980,36,18,5,0,65,41,37,3,0,86,151,119,21,5,302,147,154,44,5,349,189,198,61,8,451,143,195,59,8,402,241,350,108,14,715,333,627,242,49,1255,186,262,93,20,561,3,13,5,0,22,1527,2013,636,124,4297
LGA48050,21,11,4,0,35,35,24,11,0,73,98,110,48,16,278,72,63,29,14,178,50,56,17,0,124,35,32,5,0,73,25,37,6,3,74,13,18,10,0,43,52,59,26,14,150,0,3,0,0,0,415,424,169,51,1069
LGA48130,9,3,3,0,21,7,5,13,5,33,60,61,29,17,167,38,40,29,6,116,22,45,17,7,97,20,12,12,3,45,11,20,8,10,49,16,12,4,4,37,31,43,17,8,99,3,0,4,0,9,237,262,137,72,705
LGA48260,3,3,0,0,6,6,3,0,0,13,28,20,7,0,55,27,31,14,0,71,32,27,6,4,71,21,33,17,4,74,29,72,24,11,132,69,134,44,12,262,36,51,32,3,120,3,4,3,0,8,274,387,135,36,837
LGA48340,17,8,3,0,36,27,11,20,7,65,62,98,47,14,221,59,82,40,11,198,57,72,38,14,179,40,46,25,5,110,44,36,13,7,96,17,23,10,0,50,55,57,33,19,164,8,3,0,3,17,411,445,240,83,1179
LGA48410,102,54,24,3,187,147,93,22,10,268,457,352,72,16,909,399,385,103,34,927,394,431,125,18,971,273,346,83,19,716,252,397,115,19,788,181,246,90,23,542,240,273,103,29,653,17,9,3,0,28,2604,2680,776,180,6235
LGA48540,39,27,10,3,71,36,32,15,4,82,99,85,30,21,231,109,110,48,9,278,126,147,55,24,354,91,126,52,7,276,98,129,34,6,271,60,71,25,4,164,95,108,38,14,264,8,6,0,0,17,802,852,319,102,2076
LGA48640,0,3,0,0,0,3,0,0,0,3,10,10,16,0,38,3,8,6,3,18,9,12,5,0,20,3,5,0,0,5,0,3,9,0,12,0,3,0,0,9,9,4,0,3,11,0,0,0,0,0,37,50,38,6,135
LGA48750,0,8,0,0,7,9,16,0,0,30,35,38,15,9,102,25,45,12,7,86,20,17,11,4,52,12,15,7,0,32,11,7,7,3,23,0,5,3,4,16,22,24,5,3,55,0,3,0,0,4,154,177,58,31,420
LGA48830,9,11,3,0,26,20,26,13,10,62,72,68,39,11,189,55,44,31,14,141,41,44,17,3,103,21,22,6,0,41,10,21,11,3,41,14,18,15,3,49,53,52,36,13,155,0,5,3,0,10,312,317,175,64,864
LGA49399,8,4,0,0,13,5,11,0,0,19,13,10,0,7,26,8,6,3,0,23,6,10,3,0,22,3,11,0,3,14,6,5,0,3,14,5,5,0,0,11,20,21,13,3,60,4,5,0,0,15,87,92,31,23,230
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,31,23,15,3,70,58,56,23,12,144,225,238,80,46,578,206,255,132,40,633,200,244,74,38,560,125,184,69,38,414,113,174,79,18,384,79,112,45,23,258,159,210,91,36,500,16,14,7,0,39,1228,1532,638,262,3666
LGA50210,94,81,27,17,210,161,106,54,25,346,629,547,198,93,1467,635,634,219,119,1608,632,723,267,101,1714,448,460,132,52,1091,453,536,169,64,1216,285,386,126,64,860,467,508,226,100,1302,46,30,24,8,104,4005,4109,1477,658,10252
LGA50250,0,3,0,0,7,3,3,0,0,8,8,10,6,0,24,16,18,9,4,49,39,74,31,5,156,14,46,17,8,85,50,64,26,9,152,50,99,41,9,202,29,34,25,10,99,4,0,3,0,5,223,353,159,52,788
LGA50280,10,19,4,3,38,24,32,13,3,78,111,104,38,11,263,92,137,45,5,273,65,87,43,3,199,52,69,23,3,143,48,65,27,3,137,36,53,12,5,101,104,127,58,6,299,4,7,3,0,13,573,713,270,45,1604
LGA50350,13,3,4,0,15,14,15,6,3,40,68,78,20,11,179,103,80,37,10,233,97,121,33,4,260,96,99,23,5,228,113,108,29,9,250,77,103,39,5,224,87,98,29,7,222,3,3,3,4,10,687,713,232,64,1699
LGA50420,86,53,12,7,158,120,86,31,22,253,392,331,88,34,841,413,361,90,40,907,459,456,110,27,1050,302,368,84,27,780,427,483,124,24,1065,336,451,130,24,946,312,325,102,30,773,19,15,11,0,48,2986,3027,805,260,7076
LGA50490,46,31,16,0,93,70,57,20,9,156,235,155,69,30,485,231,219,77,32,554,224,229,68,23,551,136,159,51,17,364,200,192,75,13,479,125,137,52,9,325,193,159,58,43,450,11,6,7,5,27,1546,1400,506,213,3662
LGA50560,3,0,0,0,8,3,3,0,0,11,8,14,3,0,28,15,4,4,5,25,6,4,0,0,7,6,8,5,0,19,0,3,0,0,5,3,0,3,0,9,15,11,6,7,36,0,0,0,0,0,62,48,25,13,145
LGA50630,0,0,0,0,3,0,3,0,0,7,3,0,0,3,10,3,14,3,3,20,12,19,7,0,41,3,10,4,3,24,18,14,8,3,39,12,11,3,0,21,13,18,3,0,40,3,0,0,0,5,74,89,32,16,216
LGA50770,0,0,0,0,0,0,3,0,0,6,7,14,8,5,33,9,11,7,0,24,12,11,0,0,25,9,4,5,0,17,3,3,6,0,10,3,4,3,0,12,11,11,5,0,29,0,3,0,0,3,59,64,34,8,168
LGA50840,6,9,3,3,22,0,6,0,0,5,24,14,11,4,54,16,35,11,3,63,20,21,8,4,55,10,20,6,7,49,12,13,10,3,40,16,6,5,0,26,17,38,19,7,81,4,0,0,0,3,136,171,81,35,425
LGA50910,0,0,0,0,3,3,0,0,0,4,3,11,3,0,12,8,0,4,0,11,9,5,3,0,12,3,6,0,0,8,3,3,0,0,11,3,0,0,0,3,4,11,4,0,21,3,0,0,0,3,31,38,18,0,91
LGA50980,11,5,7,3,35,18,8,17,10,48,41,49,21,22,128,58,61,19,12,155,82,90,59,14,245,69,99,46,8,219,89,106,36,4,242,53,70,32,9,161,82,101,42,34,253,5,7,0,0,18,529,633,282,126,1568
LGA51080,0,4,0,4,4,0,3,3,5,8,5,3,11,0,19,3,6,0,3,12,3,3,0,0,11,3,3,0,0,9,3,3,0,0,4,3,3,4,0,12,4,7,8,3,22,0,0,0,0,0,30,44,30,11,110
LGA51120,0,0,0,0,3,3,0,0,0,6,3,3,0,0,14,3,7,4,3,15,0,0,0,0,4,3,0,3,0,13,4,7,8,0,11,3,4,0,0,5,3,5,3,3,20,0,0,0,0,0,37,27,24,8,94
LGA51190,34,19,8,3,67,66,37,8,4,116,183,170,53,18,419,171,203,57,31,457,163,176,72,16,429,108,149,39,9,299,116,146,51,12,323,84,123,46,11,269,163,177,69,28,436,5,11,0,0,22,1137,1224,418,129,2912
LGA51260,33,23,6,6,69,41,33,11,14,104,207,204,83,27,516,238,294,109,33,672,194,294,113,15,624,153,210,78,27,471,149,203,93,13,455,89,152,40,13,291,241,311,162,48,768,15,18,3,0,31,1396,1768,722,206,4090
LGA51310,6,4,0,0,15,10,6,5,3,21,47,40,13,0,103,67,84,26,8,186,93,98,40,5,238,90,119,52,4,267,185,303,129,21,642,401,864,377,65,1712,142,249,131,25,540,6,13,8,3,30,1071,1797,787,136,3792
LGA51330,106,96,37,16,262,164,140,65,25,395,610,560,173,67,1405,592,655,207,61,1519,602,731,221,39,1600,393,591,167,36,1186,538,752,251,48,1588,448,734,282,64,1522,455,682,255,88,1474,36,33,15,3,88,4161,5156,1742,499,11545
LGA51400,11,7,6,0,20,17,8,5,0,33,73,82,41,15,215,100,131,51,21,300,132,175,78,11,398,76,138,42,16,277,100,156,60,18,333,75,117,42,10,244,119,180,84,34,418,8,3,0,3,12,726,1011,427,130,2307
LGA51470,0,3,0,0,7,0,0,0,0,0,6,3,3,0,10,0,7,5,0,11,0,0,0,0,0,0,6,0,0,7,0,0,0,0,4,0,0,0,0,3,3,6,0,0,7,0,0,0,0,0,16,21,8,3,49
LGA51540,14,3,0,0,19,10,6,3,0,19,25,21,9,3,62,33,26,9,5,75,18,18,11,3,56,13,25,3,3,49,23,18,13,0,52,14,14,4,0,33,25,26,14,8,71,8,11,3,0,26,201,185,75,34,486
LGA51610,0,0,0,0,3,0,0,0,0,0,11,7,0,0,18,6,11,11,0,29,15,12,3,3,30,7,10,4,0,17,12,8,5,0,25,3,15,0,0,16,11,20,3,0,38,0,0,0,0,0,61,83,30,11,185
LGA51680,0,4,3,0,7,4,3,3,3,15,27,26,10,9,67,28,39,21,12,90,38,46,19,10,111,19,24,9,3,61,26,37,17,3,85,28,35,8,3,72,60,67,29,6,165,3,3,0,0,3,234,295,120,50,696
LGA51750,0,0,0,0,7,0,3,3,0,9,25,11,3,3,39,23,23,5,0,49,27,29,7,0,65,30,33,7,0,75,43,78,39,3,164,144,220,104,9,482,53,69,31,10,162,0,0,0,0,8,363,475,206,30,1074
LGA51820,103,62,26,7,198,140,100,47,23,306,574,568,168,44,1347,650,771,239,74,1731,736,1023,323,83,2163,621,825,237,64,1750,747,1070,316,80,2219,564,848,295,68,1774,690,855,322,81,1955,40,33,11,3,85,5016,6270,2013,540,13836
LGA51890,8,5,4,3,22,5,3,4,0,14,52,36,11,5,100,36,41,20,8,106,59,54,34,9,152,38,46,18,3,104,38,41,13,3,94,34,51,18,3,108,53,66,45,13,168,3,3,4,0,10,352,347,175,46,928
LGA51960,0,0,0,0,0,7,0,3,0,12,11,8,4,3,30,23,23,9,0,47,26,32,16,7,80,9,21,6,0,35,31,17,11,5,66,20,9,11,3,45,16,22,10,3,48,0,3,0,0,3,140,138,77,25,379
LGA52030,0,0,0,0,0,0,3,0,0,3,3,3,3,0,10,0,4,0,0,7,3,5,3,0,14,3,5,0,0,8,0,4,0,0,3,3,0,3,3,8,4,5,3,0,11,0,0,0,0,0,23,28,16,5,69
LGA52100,0,3,0,0,3,0,0,0,0,4,3,3,0,0,10,10,3,4,0,21,9,0,4,0,13,0,3,4,0,12,7,3,0,0,6,3,3,0,0,7,6,9,4,0,21,0,0,0,0,3,40,30,20,4,93
LGA52170,4,0,0,0,4,4,5,0,0,11,7,7,3,0,18,7,16,3,0,32,26,22,11,3,59,13,17,11,3,41,51,54,21,3,132,124,179,123,21,446,42,48,40,8,142,3,3,3,0,11,287,357,215,40,900
LGA52240,3,3,0,0,3,4,9,3,0,15,8,11,3,0,20,8,8,3,0,18,4,5,3,4,8,3,0,0,0,5,4,5,3,0,8,0,0,3,0,8,5,3,3,3,13,0,0,0,0,0,38,45,23,10,112
LGA52310,0,0,0,0,0,0,0,0,0,4,4,3,4,0,9,3,3,0,0,9,4,6,4,0,12,0,7,0,0,5,3,3,0,0,4,0,7,0,0,8,7,8,0,3,23,0,0,0,0,0,32,32,15,3,79
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7
LGA52450,0,0,0,0,3,0,0,0,3,4,9,5,3,0,20,9,13,3,4,30,7,11,3,0,25,6,3,0,0,11,4,7,3,0,9,8,3,7,0,20,10,3,5,3,25,3,0,0,0,3,53,53,30,13,145
LGA52520,0,0,0,0,0,3,0,5,0,5,12,12,6,3,22,9,10,9,0,32,13,5,3,0,27,4,7,5,0,21,3,4,0,0,13,6,6,3,3,20,6,10,5,3,25,0,3,0,0,0,60,54,39,17,168
LGA52590,6,3,0,0,8,5,3,3,0,8,9,18,4,0,30,13,17,10,0,40,12,13,7,0,36,15,15,0,0,30,12,14,3,0,35,9,12,0,0,21,27,27,4,3,60,0,5,0,0,4,106,123,42,12,288
LGA52660,14,10,4,0,26,25,11,4,4,40,68,75,31,11,189,109,110,46,20,287,86,141,45,9,281,77,110,34,9,227,77,85,51,7,213,39,67,20,8,132,93,103,46,25,270,5,10,3,0,16,591,735,279,103,1707
LGA52730,10,3,0,0,16,14,13,3,0,32,41,31,11,6,96,23,24,17,7,75,24,27,16,0,65,17,21,5,3,49,12,27,6,0,41,16,11,0,0,29,45,48,17,4,112,0,3,0,0,3,212,219,79,26,545
LGA52800,33,10,10,8,53,13,18,11,16,49,35,24,13,10,87,17,15,6,11,49,13,29,7,5,63,14,11,4,0,37,19,22,5,3,53,7,10,5,3,28,21,36,19,33,106,3,9,3,6,22,223,213,113,105,659
LGA52870,9,6,3,0,21,10,6,6,0,22,26,33,14,3,81,32,40,19,11,95,17,32,10,11,73,14,21,3,4,47,26,20,15,9,62,18,23,5,0,47,31,58,22,11,118,0,3,0,0,5,188,252,100,47,579
LGA52940,7,0,3,0,4,0,3,0,0,3,4,3,8,0,15,4,3,3,0,14,0,3,3,0,10,0,0,0,0,0,3,0,0,0,3,3,4,0,0,5,5,0,6,0,14,0,0,0,0,3,24,26,23,3,79
LGA53010,0,0,0,0,3,0,3,0,0,4,8,0,3,0,14,4,3,0,0,10,6,0,0,0,10,0,0,0,0,0,0,4,0,0,4,4,3,0,0,5,8,7,4,0,14,0,0,0,0,0,28,26,12,0,73
LGA53080,0,0,0,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,3,19,11,8,3,40
LGA53150,3,3,4,0,7,3,3,3,0,7,27,9,3,0,39,32,22,11,0,64,19,41,5,3,75,22,35,3,0,59,61,86,25,5,176,102,173,77,9,366,37,68,22,8,140,0,3,0,0,6,305,453,156,31,949
LGA53220,9,7,3,4,20,3,0,3,5,10,12,18,10,4,47,18,10,6,5,40,27,40,21,11,103,22,26,24,3,82,35,40,25,3,107,41,69,27,4,138,28,25,15,11,80,5,7,5,0,22,209,265,151,56,682
LGA53290,12,3,3,0,18,19,20,5,3,47,74,75,29,21,201,64,81,47,22,214,60,101,47,10,217,62,76,36,11,180,61,63,24,10,164,53,59,18,5,132,84,99,50,21,258,12,7,0,4,19,502,597,277,109,1476
LGA53360,0,0,0,0,0,0,3,0,0,3,11,17,4,0,33,19,10,8,3,44,12,25,7,3,47,12,18,7,0,42,20,8,0,0,34,6,18,9,3,31,15,25,3,3,53,0,0,0,0,0,103,130,35,17,286
LGA53430,23,12,3,0,36,24,9,0,3,38,108,60,15,8,186,131,115,37,10,284,144,134,49,12,339,123,137,38,3,303,186,222,53,12,467,234,281,91,11,612,166,169,49,10,394,7,11,5,3,19,1166,1168,338,70,2736
LGA53570,4,3,0,0,10,10,7,3,0,22,21,24,16,8,71,22,26,14,3,63,22,30,12,0,67,8,19,8,3,37,10,18,5,0,38,7,11,9,4,33,48,43,20,7,118,0,3,0,0,8,165,192,88,35,482
LGA53640,0,0,0,0,4,3,3,0,0,9,3,8,4,0,16,8,9,3,0,16,13,7,4,0,17,6,4,4,0,9,0,0,0,0,6,10,5,3,0,21,7,6,7,4,23,0,0,0,0,0,50,46,29,11,128
LGA53710,0,0,0,0,3,0,3,0,0,9,8,9,0,3,16,4,6,7,0,15,4,0,3,0,6,3,5,4,0,13,4,3,0,0,7,4,3,0,3,9,10,8,0,0,13,0,0,0,0,0,41,41,13,7,101
LGA53780,169,119,55,31,369,231,217,88,61,603,927,889,322,158,2296,883,991,399,160,2427,939,1068,376,147,2535,616,758,229,75,1671,635,787,251,85,1756,351,525,191,63,1127,652,764,358,197,1968,56,48,20,16,137,5729,6365,2389,1074,15563
LGA53800,31,18,17,5,74,41,32,18,7,97,166,177,72,37,450,189,241,94,27,557,198,252,119,40,606,140,189,90,33,448,174,227,84,16,501,114,177,64,10,364,277,316,132,70,803,16,13,4,4,38,1407,1681,711,253,4048
LGA53920,3,5,0,0,11,12,14,3,0,30,8,3,5,4,18,5,8,0,0,14,5,3,3,0,16,0,0,0,0,4,3,0,0,0,4,0,0,0,0,4,7,12,9,12,38,6,0,3,3,18,86,57,32,33,209
LGA53990,35,18,3,0,50,43,33,12,5,87,113,124,58,13,308,157,237,88,33,512,175,241,107,40,567,105,185,72,24,381,161,174,80,18,432,89,122,54,20,288,193,265,100,50,612,9,15,3,0,37,1113,1435,588,207,3344
LGA54060,3,3,0,0,9,9,0,0,0,10,18,11,9,0,44,4,20,10,3,35,12,26,6,0,46,14,13,4,0,33,11,10,6,0,30,5,9,12,0,26,31,43,14,0,91,0,0,0,0,4,118,143,70,18,340
LGA54130,3,0,0,0,4,0,3,0,0,3,7,8,8,0,20,3,11,7,3,19,3,4,3,0,16,6,4,3,0,8,3,4,0,0,4,3,3,3,0,7,3,6,3,0,13,0,0,0,0,0,39,43,25,7,111
LGA54170,89,50,18,11,167,139,98,34,15,288,643,546,184,53,1423,796,1010,319,73,2206,1038,1442,483,101,3062,936,1401,432,85,2855,1292,1998,652,118,4056,1190,2249,783,172,4396,1093,1475,578,133,3282,56,85,24,8,175,7439,10476,3537,790,22247
LGA54200,32,23,6,4,70,58,73,21,7,158,286,278,107,45,721,345,446,158,55,1009,399,486,185,62,1134,328,403,155,32,916,376,506,163,49,1090,288,422,172,44,923,359,460,196,72,1086,25,23,9,3,54,2533,3182,1199,380,7291
LGA54280,14,9,9,4,36,16,11,6,6,39,90,67,43,17,218,143,165,47,29,389,183,242,119,43,588,178,190,92,25,487,244,269,131,42,691,188,244,110,32,571,185,197,76,38,503,16,15,9,4,40,1270,1447,645,249,3609
LGA54310,12,4,3,4,22,17,12,4,0,37,30,27,20,3,81,61,66,26,8,165,131,179,71,13,405,92,107,51,21,269,167,228,118,38,557,228,330,119,32,706,98,136,68,25,322,16,15,9,0,41,878,1115,494,162,2647
