LGA_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
LGA52240,0,3,15,0,28,21,75,0,0,7,0,5,0,17,3,5,13,0,9,0,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,9,10,11,43,3,48,21,135,0,0,14,0,19,13,55,0,3,4,0,6,0,17,5,3,10,0,4,0,29,11,0,6,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,4,0,7,10,19,0,3,3,0,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,25,0,9,11,41,0,0,5,0,5,8,19,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,6,0,0,0,6,0,0,3,0,0,0,3,6,0,4,0,0,0,7,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,5,3,0,11,8,28,0,0,0,0,3,0,3,0,3,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,6,3,14,7,42,0,0,0,0,10,4,17,0,0,0,0,0,0,0,0,3,10,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,3,11,0,25,9,47,0,17,6,0,0,0,30,0,0,19,0,3,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,11,0,24,41,5,38,9,118,0,3,11,0,18,10,35,0,11,4,3,0,0,16,0,6,11,0,0,0,26,0,4,10,0,4,0,28,7,0,3,0,0,0,11,7,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,9,12,0,21,16,63,0,3,9,0,9,0,25,4,7,23,0,9,0,36,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,0,12,3,20,47,3,48,21,147,0,0,11,0,24,7,47,0,0,7,0,4,0,10,3,9,21,0,8,0,35,0,7,8,0,0,0,11,0,0,3,0,0,0,5,0,0,4,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,3,20,4,30,41,104,0,5,3,0,6,0,17,11,9,40,0,14,0,71,35,4,38,0,14,3,90,8,0,7,0,0,0,17,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,10,0,26,73,25,128,4,84,44,350,0,3,23,0,34,29,92,0,3,0,0,5,0,7,0,3,13,0,16,0,28,13,10,17,0,6,0,46,19,3,20,0,3,0,50,24,0,16,0,0,0,48,36,0,15,0,0,0,57,16,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA52660,0,10,25,0,3,20,64,0,5,0,0,4,0,8,8,7,62,0,20,0,95,78,3,84,0,21,3,187,88,0,54,0,11,0,144,111,0,43,0,3,0,158,31,0,9,0,0,0,43,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,13,0,7,0,24,324,32,287,0,67,25,730,0,4,19,0,3,18,47,0,12,0,0,0,0,14,4,14,26,0,3,0,46,7,3,25,0,5,0,42,9,0,41,0,4,0,57,92,0,69,0,10,3,176,236,0,125,0,7,0,367,148,0,55,0,4,0,203,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52730,3,18,27,3,11,21,86,3,15,14,7,0,0,40,39,17,49,9,8,0,129,101,7,66,0,10,0,186,19,0,18,0,0,0,34,3,0,7,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,23,170,65,185,23,41,25,510,0,11,21,0,9,26,66,3,18,9,0,0,0,32,10,28,19,9,13,0,74,14,17,41,6,8,0,88,36,0,30,0,8,0,76,89,0,32,0,4,0,126,69,0,24,0,3,0,103,18,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA52800,0,165,4,282,113,45,615,3,54,3,71,29,0,158,0,49,16,31,31,3,132,0,33,19,9,12,0,86,6,8,12,11,0,0,39,17,4,17,4,4,0,45,8,0,5,3,3,0,21,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,45,3,52,25,8,129,36,368,91,475,229,59,1257,3,146,13,338,121,48,671,0,48,0,19,28,0,98,3,78,7,17,79,4,186,3,46,4,9,28,0,83,0,23,6,3,15,0,53,3,17,5,0,6,0,34,3,16,5,0,4,0,26,3,8,4,0,13,0,29,11,4,5,0,0,0,26,8,0,4,0,0,0,18,3,0,0,0,0,0,6,5,0,0,0,4,0,8,0,0,0,0
LGA52870,0,7,25,0,11,11,54,0,16,18,6,0,0,38,20,11,76,0,7,0,118,42,4,38,0,7,0,86,9,0,8,0,0,0,10,4,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,13,83,35,168,4,28,20,337,0,3,17,0,12,20,50,0,12,4,0,0,0,12,7,19,23,5,3,0,51,11,3,32,0,0,0,49,10,0,26,0,3,0,40,28,0,19,0,0,0,56,38,0,12,0,3,0,57,6,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52940,0,8,13,0,8,10,30,0,6,4,0,0,0,12,0,3,8,0,3,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,13,21,3,12,10,67,0,3,12,3,9,4,27,0,3,0,3,0,0,9,0,3,8,0,3,0,21,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,6,9,0,8,9,38,0,0,0,0,0,0,5,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,14,22,0,17,9,56,0,3,11,0,8,12,25,0,4,0,0,7,0,15,0,0,4,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,12,6,11,50,16,93,0,10,4,0,4,0,21,8,0,11,0,11,0,30,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,15,0,24,10,22,38,10,88,16,181,0,8,0,5,28,13,56,0,0,9,0,0,0,13,0,8,12,0,19,0,33,0,0,19,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,3,21,14,0,0,12,55,0,9,0,4,3,0,23,30,13,40,0,7,0,90,56,0,55,0,15,3,121,37,0,27,0,3,0,65,50,0,48,0,6,0,105,48,0,31,0,0,0,81,30,0,11,0,0,0,40,14,0,5,0,0,0,20,3,0,0,0,0,0,8,6,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,13,282,47,242,4,33,15,625,0,4,10,0,3,16,36,0,23,3,3,0,0,28,0,5,3,3,0,0,21,6,3,9,0,0,0,26,5,0,6,0,3,0,22,21,4,26,0,5,0,58,52,3,41,0,0,0,97,104,0,50,0,7,0,163,56,0,25,0,0,0,84,25,0,10,0,0,0,30,22,0,6,0,0,0,33,12,0,3,0,0,0,13,6,0,0,0
LGA53220,4,51,9,122,295,50,530,0,27,0,0,55,0,84,0,22,3,3,74,0,99,3,5,0,0,37,0,47,0,0,0,0,12,0,17,0,0,3,0,12,0,14,5,3,3,0,12,0,28,3,0,4,0,3,0,8,7,0,3,0,5,0,19,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,8,9,82,3,113,33,114,42,135,598,60,984,12,30,8,69,461,59,633,0,17,0,13,59,0,90,3,39,0,31,233,4,309,0,11,0,8,18,0,41,0,4,0,6,22,0,36,3,0,3,4,8,0,20,0,0,0,3,5,0,19,4,4,0,0,0,0,6,0,0,0,0,6,0,9,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53290,0,81,62,21,97,97,358,8,49,17,9,38,0,123,122,78,142,14,43,6,409,164,4,129,3,13,0,311,45,0,46,0,7,0,100,49,0,24,0,4,0,79,17,0,13,0,9,0,39,6,0,6,0,12,0,31,0,0,3,0,3,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0,13,9,20,20,3,18,3,73,431,245,469,46,254,108,1553,0,16,66,10,84,76,246,0,53,7,15,14,0,93,13,96,60,24,46,6,242,63,44,88,0,41,0,235,70,14,76,0,13,0,175,99,7,75,0,15,0,200,129,3,84,0,3,0,220,81,0,21,0,3,3,112,14,0,8,0,3,0,27,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0
LGA53360,3,50,8,0,30,20,103,0,28,0,0,14,0,44,3,39,3,0,35,0,81,35,4,11,0,24,0,76,28,0,9,0,3,0,44,31,0,10,0,0,0,51,16,0,3,0,3,0,25,5,0,3,0,3,0,14,3,0,0,0,3,0,6,3,0,0,0,4,0,10,9,0,0,0,3,0,13,3,0,0,0,12,0,14,3,0,0,0,4,0,6,5,0,3,0,11,0,18,5,7,4,0,8,0,30,157,131,67,5,152,20,531,0,29,7,0,25,19,77,0,20,0,0,4,0,32,0,28,3,0,19,0,54,0,19,3,0,22,0,35,3,11,5,0,12,0,27,3,9,4,0,14,0,34,28,0,11,0,9,0,51,57,0,19,0,4,0,83,31,0,11,0,0,0,44,7,0,4,0,4,0,19,8,0,0,0,9,0,14,3,0,0,0,0,0,4,0,0,0,0
LGA53430,3,520,65,9,16,64,681,5,150,25,5,3,3,196,86,177,163,13,11,5,460,286,67,256,15,18,8,649,179,15,178,0,14,3,390,302,0,197,0,10,3,523,256,0,133,0,0,0,396,114,3,49,0,3,0,166,42,0,17,0,3,0,59,11,3,10,0,3,0,24,13,3,3,0,3,0,21,0,0,0,0,0,0,9,4,0,3,0,0,0,3,9,26,8,0,4,0,49,16,69,33,4,9,3,143,1337,1041,1139,51,90,90,3752,5,218,68,4,5,29,341,0,373,3,0,0,0,385,10,211,45,16,7,0,285,39,96,60,7,15,0,212,33,37,70,7,9,0,155,113,33,127,10,13,4,295,344,12,239,3,15,3,618,437,6,291,5,12,4,756,294,3,150,3,6,0,456,138,0,41,0,3,0,185,57,5,12,0,0,0,77,36,0,20,0,3,0,60,9,0,9,0
LGA53570,0,4,28,0,25,27,80,0,4,9,0,5,0,13,7,0,40,0,13,0,63,29,0,41,0,9,0,79,8,0,10,0,0,0,30,3,0,3,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,11,0,7,0,12,61,9,144,0,57,26,303,0,0,25,0,27,27,79,0,0,5,0,3,0,10,4,9,15,0,4,0,34,8,10,19,3,8,0,46,3,5,22,0,11,0,33,14,0,16,0,3,3,42,27,3,20,0,0,0,53,9,0,8,0,12,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53640,0,3,5,0,34,27,70,0,8,6,3,3,0,20,3,7,15,0,9,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,11,10,19,30,5,59,27,147,0,3,4,0,33,21,64,0,0,3,0,3,0,5,3,11,18,3,4,0,32,6,5,5,0,3,0,15,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,10,7,0,13,13,46,0,9,0,0,0,0,15,0,9,16,0,3,3,30,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,5,0,25,36,3,20,14,94,0,6,9,0,13,8,31,0,5,3,0,0,0,3,0,9,4,4,7,3,26,3,4,11,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,8,283,108,10,12,103,527,3,204,35,17,4,6,279,223,296,457,53,87,15,1129,1143,91,1018,4,67,19,2338,484,3,322,6,17,4,841,405,9,200,3,6,3,627,389,3,110,0,7,3,508,41,0,12,0,4,0,62,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,7,22,9,0,0,0,48,46,60,84,11,17,21,240,2745,972,2379,117,229,186,6628,7,109,135,13,20,90,379,0,231,15,9,3,3,259,7,280,120,59,32,12,510,44,154,185,33,51,0,469,66,65,235,3,23,4,399,230,63,387,5,31,0,720,1377,23,922,3,96,23,2436,1423,15,633,0,54,13,2139,374,3,129,0,12,3,524,39,4,13,0,0,0,59,5,5,3,0,0,0,14,5,0,3,0,0,0,12,4,0,0,0
LGA53800,9,272,93,26,66,121,590,24,176,29,11,18,5,265,424,231,323,28,84,13,1104,495,40,269,0,52,3,864,128,3,82,0,5,0,219,145,3,65,0,5,0,222,86,3,25,0,3,0,116,12,0,7,0,0,0,26,0,0,8,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,21,28,55,33,3,31,3,160,1368,807,942,75,277,149,3612,8,87,106,7,69,85,356,3,203,15,4,15,0,235,36,239,93,30,47,0,447,202,151,140,13,92,9,602,145,52,141,3,62,0,409,327,37,220,3,46,0,632,428,15,246,0,29,3,722,454,3,172,0,16,0,651,77,4,38,0,9,0,123,9,0,4,0,3,0,19,0,0,3,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0
LGA53920,0,38,3,264,68,24,398,0,7,0,6,6,0,25,0,15,0,23,3,3,39,0,6,3,4,7,0,18,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,29,16,5,55,0,78,7,331,99,33,550,0,256,12,66,89,20,436,0,33,0,7,10,0,46,0,41,0,6,19,0,77,0,13,3,0,3,0,13,0,11,0,0,3,0,15,0,9,3,0,0,0,10,0,4,0,0,3,0,9,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,3,54,42,0,23,50,170,9,38,15,0,6,0,70,83,43,175,8,38,0,342,218,18,146,0,33,3,415,102,0,56,0,11,0,172,140,0,46,0,3,3,193,53,0,24,0,0,0,83,4,0,3,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,9,16,0,12,3,53,615,171,529,5,128,58,1505,3,24,40,0,14,43,130,0,54,12,0,5,0,66,15,72,52,7,15,3,161,53,31,94,3,48,0,231,71,7,72,0,11,0,163,154,3,128,0,12,0,300,297,4,157,0,18,3,485,248,3,71,0,8,0,328,18,0,7,0,0,0,28,9,0,0,0,0,0,10,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA54060,0,16,21,0,13,23,72,0,24,3,0,4,0,31,20,31,39,0,15,0,100,78,3,26,0,6,0,110,10,0,7,0,0,0,14,10,0,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,11,127,72,104,4,42,22,370,3,6,7,0,10,10,38,0,19,0,0,3,0,25,0,33,16,6,0,3,69,19,15,17,0,7,0,61,9,3,19,0,3,0,33,59,0,15,0,6,0,80,51,0,14,0,0,0,64,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
