LGA_NAME16	Year	LabourForceStatus	adults
Goyder (DC)	2016	Employed (full-time)	959
Goyder (DC)	2016	Employed (part-time)	621
Goyder (DC)	2016	Not in the labour force	1361
Goyder (DC)	2016	Unemployed (looking for work)	114
Grant (DC)	2006		196
Grant (DC)	2006	Employed (away from work)	300
Grant (DC)	2006	Employed (full-time)	2323
Grant (DC)	2006	Employed (part-time)	1099
Grant (DC)	2006	Not in the labour force	1627
Grant (DC)	2006	Unemployed (looking for work)	145
Grant (DC)	2011		242
Grant (DC)	2011	Employed (away from work)	303
Grant (DC)	2011	Employed (full-time)	2304
Grant (DC)	2011	Employed (part-time)	1350
Grant (DC)	2011	Not in the labour force	1822
Grant (DC)	2011	Unemployed (looking for work)	182
Grant (DC)	2016		338
Grant (DC)	2016	Employed (away from work)	235
Grant (DC)	2016	Employed (full-time)	2274
Grant (DC)	2016	Employed (part-time)	1363
Grant (DC)	2016	Not in the labour force	2308
Grant (DC)	2016	Unemployed (looking for work)	147
Holdfast Bay (C)	2006		1621
Holdfast Bay (C)	2006	Employed (away from work)	1014
Holdfast Bay (C)	2006	Employed (full-time)	9885
Holdfast Bay (C)	2006	Employed (part-time)	5101
Holdfast Bay (C)	2006	Not in the labour force	10829
Holdfast Bay (C)	2006	Unemployed (looking for work)	701
Holdfast Bay (C)	2011		1491
Holdfast Bay (C)	2011	Employed (away from work)	1034
Holdfast Bay (C)	2011	Employed (full-time)	10290
Holdfast Bay (C)	2011	Employed (part-time)	5828
Holdfast Bay (C)	2011	Not in the labour force	10768
Holdfast Bay (C)	2011	Unemployed (looking for work)	832
Holdfast Bay (C)	2016		1765
Holdfast Bay (C)	2016	Employed (away from work)	865
Holdfast Bay (C)	2016	Employed (full-time)	9809
Holdfast Bay (C)	2016	Employed (part-time)	6249
Holdfast Bay (C)	2016	Not in the labour force	10915
Holdfast Bay (C)	2016	Unemployed (looking for work)	1006
Kangaroo Island (DC)	2006		226
Kangaroo Island (DC)	2006	Employed (away from work)	166
Kangaroo Island (DC)	2006	Employed (full-time)	1171
Kangaroo Island (DC)	2006	Employed (part-time)	777
Kangaroo Island (DC)	2006	Not in the labour force	1003
Kangaroo Island (DC)	2006	Unemployed (looking for work)	88
Kangaroo Island (DC)	2011		175
Kangaroo Island (DC)	2011	Employed (away from work)	180
Kangaroo Island (DC)	2011	Employed (full-time)	1109
Kangaroo Island (DC)	2011	Employed (part-time)	913
Kangaroo Island (DC)	2011	Not in the labour force	1151
Kangaroo Island (DC)	2011	Unemployed (looking for work)	100
Kangaroo Island (DC)	2016		366
Kangaroo Island (DC)	2016	Employed (away from work)	157
Kangaroo Island (DC)	2016	Employed (full-time)	1057
Kangaroo Island (DC)	2016	Employed (part-time)	954
Kangaroo Island (DC)	2016	Not in the labour force	1280
Kangaroo Island (DC)	2016	Unemployed (looking for work)	118
Karoonda East Murray (DC)	2006		38
Karoonda East Murray (DC)	2006	Employed (away from work)	40
Karoonda East Murray (DC)	2006	Employed (full-time)	388
Karoonda East Murray (DC)	2006	Employed (part-time)	135
Karoonda East Murray (DC)	2006	Not in the labour force	321
Karoonda East Murray (DC)	2006	Unemployed (looking for work)	20
Karoonda East Murray (DC)	2011		45
Karoonda East Murray (DC)	2011	Employed (away from work)	32
Karoonda East Murray (DC)	2011	Employed (full-time)	315
Karoonda East Murray (DC)	2011	Employed (part-time)	144
Karoonda East Murray (DC)	2011	Not in the labour force	289
Karoonda East Murray (DC)	2011	Unemployed (looking for work)	11
Karoonda East Murray (DC)	2016		51
Karoonda East Murray (DC)	2016	Employed (away from work)	16
Karoonda East Murray (DC)	2016	Employed (full-time)	328
Karoonda East Murray (DC)	2016	Employed (part-time)	135
Karoonda East Murray (DC)	2016	Not in the labour force	335
Karoonda East Murray (DC)	2016	Unemployed (looking for work)	26
Kimba (DC)	2006		13
Kimba (DC)	2006	Employed (away from work)	48
Kimba (DC)	2006	Employed (full-time)	388
Kimba (DC)	2006	Employed (part-time)	178
Kimba (DC)	2006	Not in the labour force	260
Kimba (DC)	2006	Unemployed (looking for work)	15
Kimba (DC)	2011		69
Kimba (DC)	2011	Employed (away from work)	35
Kimba (DC)	2011	Employed (full-time)	383
Kimba (DC)	2011	Employed (part-time)	159
Kimba (DC)	2011	Not in the labour force	230
Kimba (DC)	2011	Unemployed (looking for work)	3
Kimba (DC)	2016		58
Kimba (DC)	2016	Employed (away from work)	38
Kimba (DC)	2016	Employed (full-time)	325
Kimba (DC)	2016	Employed (part-time)	158
Kimba (DC)	2016	Not in the labour force	219
Kimba (DC)	2016	Unemployed (looking for work)	12
Kingston (DC) (SA)	2006		71
Kingston (DC) (SA)	2006	Employed (away from work)	102
Kingston (DC) (SA)	2006	Employed (full-time)	624
Kingston (DC) (SA)	2006	Employed (part-time)	374
Kingston (DC) (SA)	2006	Not in the labour force	668
Kingston (DC) (SA)	2006	Unemployed (looking for work)	43
Kingston (DC) (SA)	2011		92
Kingston (DC) (SA)	2011	Employed (away from work)	113
Kingston (DC) (SA)	2011	Employed (full-time)	586
Kingston (DC) (SA)	2011	Employed (part-time)	374
Kingston (DC) (SA)	2011	Not in the labour force	730
Kingston (DC) (SA)	2011	Unemployed (looking for work)	27
Kingston (DC) (SA)	2016		145
Kingston (DC) (SA)	2016	Employed (away from work)	97
Kingston (DC) (SA)	2016	Employed (full-time)	547
Kingston (DC) (SA)	2016	Employed (part-time)	407
Kingston (DC) (SA)	2016	Not in the labour force	733
Kingston (DC) (SA)	2016	Unemployed (looking for work)	48
Light (RegC)	2006		352
Light (RegC)	2006	Employed (away from work)	429
Light (RegC)	2006	Employed (full-time)	3742
Light (RegC)	2006	Employed (part-time)	1844
Light (RegC)	2006	Not in the labour force	2837
Light (RegC)	2006	Unemployed (looking for work)	256
Light (RegC)	2011		339
Light (RegC)	2011	Employed (away from work)	432
Light (RegC)	2011	Employed (full-time)	4193
Light (RegC)	2011	Employed (part-time)	2284
Light (RegC)	2011	Not in the labour force	3108
Light (RegC)	2011	Unemployed (looking for work)	313
Light (RegC)	2016		541
Light (RegC)	2016	Employed (away from work)	406
Light (RegC)	2016	Employed (full-time)	4363
Light (RegC)	2016	Employed (part-time)	2537
Light (RegC)	2016	Not in the labour force	3283
Light (RegC)	2016	Unemployed (looking for work)	412
Lower Eyre Peninsula (DC)	2006		162
Lower Eyre Peninsula (DC)	2006	Employed (away from work)	156
Lower Eyre Peninsula (DC)	2006	Employed (full-time)	1215
Lower Eyre Peninsula (DC)	2006	Employed (part-time)	624
Lower Eyre Peninsula (DC)	2006	Not in the labour force	1181
Lower Eyre Peninsula (DC)	2006	Unemployed (looking for work)	83
Lower Eyre Peninsula (DC)	2011		100
Lower Eyre Peninsula (DC)	2011	Employed (away from work)	152
Lower Eyre Peninsula (DC)	2011	Employed (full-time)	1364
Lower Eyre Peninsula (DC)	2011	Employed (part-time)	820
Lower Eyre Peninsula (DC)	2011	Not in the labour force	1303
Lower Eyre Peninsula (DC)	2011	Unemployed (looking for work)	94
Lower Eyre Peninsula (DC)	2016		309
Lower Eyre Peninsula (DC)	2016	Employed (away from work)	158
Lower Eyre Peninsula (DC)	2016	Employed (full-time)	1442
Lower Eyre Peninsula (DC)	2016	Employed (part-time)	937
Lower Eyre Peninsula (DC)	2016	Not in the labour force	1448
Lower Eyre Peninsula (DC)	2016	Unemployed (looking for work)	123
Loxton Waikerie (DC)	2006		371
Loxton Waikerie (DC)	2006	Employed (away from work)	392
Loxton Waikerie (DC)	2006	Employed (full-time)	3446
Loxton Waikerie (DC)	2006	Employed (part-time)	1650
Loxton Waikerie (DC)	2006	Not in the labour force	3155
Loxton Waikerie (DC)	2006	Unemployed (looking for work)	202
Loxton Waikerie (DC)	2011		352
Loxton Waikerie (DC)	2011	Employed (away from work)	330
Loxton Waikerie (DC)	2011	Employed (full-time)	3046
Loxton Waikerie (DC)	2011	Employed (part-time)	1750
Loxton Waikerie (DC)	2011	Not in the labour force	3384
Loxton Waikerie (DC)	2011	Unemployed (looking for work)	278
Loxton Waikerie (DC)	2016		583
Loxton Waikerie (DC)	2016	Employed (away from work)	312
Loxton Waikerie (DC)	2016	Employed (full-time)	2924
Loxton Waikerie (DC)	2016	Employed (part-time)	1759
Loxton Waikerie (DC)	2016	Not in the labour force	3635
Loxton Waikerie (DC)	2016	Unemployed (looking for work)	249
Mallala (DC)	2006		381
Mallala (DC)	2006	Employed (away from work)	263
Mallala (DC)	2006	Employed (full-time)	2276
Mallala (DC)	2006	Employed (part-time)	1056
Mallala (DC)	2006	Not in the labour force	1958
Mallala (DC)	2006	Unemployed (looking for work)	184
Mallala (DC)	2011		296
Mallala (DC)	2011	Employed (away from work)	279
Mallala (DC)	2011	Employed (full-time)	2524
Mallala (DC)	2011	Employed (part-time)	1198
Mallala (DC)	2011	Not in the labour force	2137
Mallala (DC)	2011	Unemployed (looking for work)	213
Mallala (DC)	2016		485
Mallala (DC)	2016	Employed (away from work)	239
Mallala (DC)	2016	Employed (full-time)	2507
Mallala (DC)	2016	Employed (part-time)	1359
Mallala (DC)	2016	Not in the labour force	2214
Mallala (DC)	2016	Unemployed (looking for work)	304
Maralinga Tjarutja (AC)	2006		31
Maralinga Tjarutja (AC)	2006	Employed (away from work)	7
Maralinga Tjarutja (AC)	2006	Employed (full-time)	15
Maralinga Tjarutja (AC)	2006	Employed (part-time)	10
Maralinga Tjarutja (AC)	2006	Not in the labour force	14
Maralinga Tjarutja (AC)	2006	Unemployed (looking for work)	0
Maralinga Tjarutja (AC)	2011		7
Maralinga Tjarutja (AC)	2011	Employed (away from work)	4
Maralinga Tjarutja (AC)	2011	Employed (full-time)	9
Maralinga Tjarutja (AC)	2011	Employed (part-time)	4
Maralinga Tjarutja (AC)	2011	Not in the labour force	32
Maralinga Tjarutja (AC)	2011	Unemployed (looking for work)	0
Maralinga Tjarutja (AC)	2016		37
Maralinga Tjarutja (AC)	2016	Employed (away from work)	0
Maralinga Tjarutja (AC)	2016	Employed (full-time)	8
Maralinga Tjarutja (AC)	2016	Employed (part-time)	0
Maralinga Tjarutja (AC)	2016	Not in the labour force	5
Maralinga Tjarutja (AC)	2016	Unemployed (looking for work)	0
Marion (C)	2006		2744
Marion (C)	2006	Employed (away from work)	2274
Marion (C)	2006	Employed (full-time)	22810
Marion (C)	2006	Employed (part-time)	11919
Marion (C)	2006	Not in the labour force	23997
Marion (C)	2006	Unemployed (looking for work)	1965
Marion (C)	2011		2684
Marion (C)	2011	Employed (away from work)	2457
Marion (C)	2011	Employed (full-time)	24193
Marion (C)	2011	Employed (part-time)	13621
Marion (C)	2011	Not in the labour force	24290
Marion (C)	2011	Unemployed (looking for work)	2280
Marion (C)	2016		3233
Marion (C)	2016	Employed (away from work)	2228
Marion (C)	2016	Employed (full-time)	24137
Marion (C)	2016	Employed (part-time)	15498
Marion (C)	2016	Not in the labour force	25971
Marion (C)	2016	Unemployed (looking for work)	3164
Mid Murray (DC)	2006		353
Mid Murray (DC)	2006	Employed (away from work)	238
Mid Murray (DC)	2006	Employed (full-time)	1987
Mid Murray (DC)	2006	Employed (part-time)	1067
Mid Murray (DC)	2006	Not in the labour force	2844
Mid Murray (DC)	2006	Unemployed (looking for work)	202
Mid Murray (DC)	2011		425
Mid Murray (DC)	2011	Employed (away from work)	208
Mid Murray (DC)	2011	Employed (full-time)	1915
Mid Murray (DC)	2011	Employed (part-time)	1135
Mid Murray (DC)	2011	Not in the labour force	3002
Mid Murray (DC)	2011	Unemployed (looking for work)	207
Mid Murray (DC)	2016		555
Mid Murray (DC)	2016	Employed (away from work)	199
Mid Murray (DC)	2016	Employed (full-time)	1851
Mid Murray (DC)	2016	Employed (part-time)	1234
Mid Murray (DC)	2016	Not in the labour force	3436
Mid Murray (DC)	2016	Unemployed (looking for work)	230
Mitcham (C)	2006		1772
Mitcham (C)	2006	Employed (away from work)	1833
Mitcham (C)	2006	Employed (full-time)	18132
Mitcham (C)	2006	Employed (part-time)	10570
Mitcham (C)	2006	Not in the labour force	17680
Mitcham (C)	2006	Unemployed (looking for work)	1221
Mitcham (C)	2011		1515
Mitcham (C)	2011	Employed (away from work)	1828
Mitcham (C)	2011	Employed (full-time)	17938
Mitcham (C)	2011	Employed (part-time)	11448
Mitcham (C)	2011	Not in the labour force	17751
Mitcham (C)	2011	Unemployed (looking for work)	1443
Mitcham (C)	2016		2116
Mitcham (C)	2016	Employed (away from work)	1579
Mitcham (C)	2016	Employed (full-time)	17219
Mitcham (C)	2016	Employed (part-time)	12127
Mitcham (C)	2016	Not in the labour force	18380
Mitcham (C)	2016	Unemployed (looking for work)	1962
Mount Barker (DC)	2006		849
Mount Barker (DC)	2006	Employed (away from work)	815
Mount Barker (DC)	2006	Employed (full-time)	7777
Mount Barker (DC)	2006	Employed (part-time)	4420
Mount Barker (DC)	2006	Not in the labour force	6053
Mount Barker (DC)	2006	Unemployed (looking for work)	531
Mount Barker (DC)	2011		659
Mount Barker (DC)	2011	Employed (away from work)	919
Mount Barker (DC)	2011	Employed (full-time)	8865
Mount Barker (DC)	2011	Employed (part-time)	5352
Mount Barker (DC)	2011	Not in the labour force	6745
Mount Barker (DC)	2011	Unemployed (looking for work)	712
Mount Barker (DC)	2016		1363
Mount Barker (DC)	2016	Employed (away from work)	958
Mount Barker (DC)	2016	Employed (full-time)	9222
Mount Barker (DC)	2016	Employed (part-time)	6196
Mount Barker (DC)	2016	Not in the labour force	8017
Mount Barker (DC)	2016	Unemployed (looking for work)	898
Mount Gambier (C)	2006		910
Mount Gambier (C)	2006	Employed (away from work)	792
Mount Gambier (C)	2006	Employed (full-time)	6957
Mount Gambier (C)	2006	Employed (part-time)	3352
Mount Gambier (C)	2006	Not in the labour force	6165
Mount Gambier (C)	2006	Unemployed (looking for work)	821
Mount Gambier (C)	2011		714
Mount Gambier (C)	2011	Employed (away from work)	698
Mount Gambier (C)	2011	Employed (full-time)	6947
Mount Gambier (C)	2011	Employed (part-time)	3828
Mount Gambier (C)	2011	Not in the labour force	6953
Mount Gambier (C)	2011	Unemployed (looking for work)	860
Mount Gambier (C)	2016		1199
Mount Gambier (C)	2016	Employed (away from work)	626
Mount Gambier (C)	2016	Employed (full-time)	6864
Mount Gambier (C)	2016	Employed (part-time)	4127
Mount Gambier (C)	2016	Not in the labour force	7418
Mount Gambier (C)	2016	Unemployed (looking for work)	835
Mount Remarkable (DC)	2006		140
Mount Remarkable (DC)	2006	Employed (away from work)	72
Mount Remarkable (DC)	2006	Employed (full-time)	803
Mount Remarkable (DC)	2006	Employed (part-time)	385
Mount Remarkable (DC)	2006	Not in the labour force	876
Mount Remarkable (DC)	2006	Unemployed (looking for work)	43
Mount Remarkable (DC)	2011		124
Mount Remarkable (DC)	2011	Employed (away from work)	87
Mount Remarkable (DC)	2011	Employed (full-time)	781
Mount Remarkable (DC)	2011	Employed (part-time)	395
Mount Remarkable (DC)	2011	Not in the labour force	953
Mount Remarkable (DC)	2011	Unemployed (looking for work)	54
Mount Remarkable (DC)	2016		178
Mount Remarkable (DC)	2016	Employed (away from work)	77
Mount Remarkable (DC)	2016	Employed (full-time)	768
Mount Remarkable (DC)	2016	Employed (part-time)	405
Mount Remarkable (DC)	2016	Not in the labour force	954
Mount Remarkable (DC)	2016	Unemployed (looking for work)	75
Murray Bridge (RC)	2006		684
Murray Bridge (RC)	2006	Employed (away from work)	503
Murray Bridge (RC)	2006	Employed (full-time)	4413
Murray Bridge (RC)	2006	Employed (part-time)	2392
Murray Bridge (RC)	2006	Not in the labour force	5581
Murray Bridge (RC)	2006	Unemployed (looking for work)	518
Murray Bridge (RC)	2011		862
Murray Bridge (RC)	2011	Employed (away from work)	574
Murray Bridge (RC)	2011	Employed (full-time)	4795
Murray Bridge (RC)	2011	Employed (part-time)	2646
Murray Bridge (RC)	2011	Not in the labour force	6455
Murray Bridge (RC)	2011	Unemployed (looking for work)	625
Murray Bridge (RC)	2016		1052
Murray Bridge (RC)	2016	Employed (away from work)	494
Murray Bridge (RC)	2016	Employed (full-time)	5012
Murray Bridge (RC)	2016	Employed (part-time)	2966
Murray Bridge (RC)	2016	Not in the labour force	6901
Murray Bridge (RC)	2016	Unemployed (looking for work)	817
Naracoorte and Lucindale (DC)	2006		246
Naracoorte and Lucindale (DC)	2006	Employed (away from work)	428
Naracoorte and Lucindale (DC)	2006	Employed (full-time)	2700
Naracoorte and Lucindale (DC)	2006	Employed (part-time)	1102
Naracoorte and Lucindale (DC)	2006	Not in the labour force	1784
Naracoorte and Lucindale (DC)	2006	Unemployed (looking for work)	144
Naracoorte and Lucindale (DC)	2011		275
Naracoorte and Lucindale (DC)	2011	Employed (away from work)	417
Naracoorte and Lucindale (DC)	2011	Employed (full-time)	2519
Naracoorte and Lucindale (DC)	2011	Employed (part-time)	1304
Naracoorte and Lucindale (DC)	2011	Not in the labour force	1830
Naracoorte and Lucindale (DC)	2011	Unemployed (looking for work)	149
Naracoorte and Lucindale (DC)	2016		379
Naracoorte and Lucindale (DC)	2016	Employed (away from work)	278
Naracoorte and Lucindale (DC)	2016	Employed (full-time)	2572
Naracoorte and Lucindale (DC)	2016	Employed (part-time)	1387
Naracoorte and Lucindale (DC)	2016	Not in the labour force	1889
Naracoorte and Lucindale (DC)	2016	Unemployed (looking for work)	172
Northern Areas (DC)	2006		165
Northern Areas (DC)	2006	Employed (away from work)	122
Northern Areas (DC)	2006	Employed (full-time)	1291
Northern Areas (DC)	2006	Employed (part-time)	575
Northern Areas (DC)	2006	Not in the labour force	1419
Northern Areas (DC)	2006	Unemployed (looking for work)	99
Northern Areas (DC)	2011		111
Northern Areas (DC)	2011	Employed (away from work)	122
Northern Areas (DC)	2011	Employed (full-time)	1300
Northern Areas (DC)	2011	Employed (part-time)	672
Northern Areas (DC)	2011	Not in the labour force	1388
Northern Areas (DC)	2011	Unemployed (looking for work)	75
Northern Areas (DC)	2016		231
Northern Areas (DC)	2016	Employed (away from work)	121
Northern Areas (DC)	2016	Employed (full-time)	1175
Northern Areas (DC)	2016	Employed (part-time)	701
Northern Areas (DC)	2016	Not in the labour force	1399
Northern Areas (DC)	2016	Unemployed (looking for work)	101
Norwood Payneham St Peters (C)	2006		1834
Norwood Payneham St Peters (C)	2006	Employed (away from work)	962
Norwood Payneham St Peters (C)	2006	Employed (full-time)	10174
Norwood Payneham St Peters (C)	2006	Employed (part-time)	5149
Norwood Payneham St Peters (C)	2006	Not in the labour force	10254
Norwood Payneham St Peters (C)	2006	Unemployed (looking for work)	757
Norwood Payneham St Peters (C)	2011		1353
Norwood Payneham St Peters (C)	2011	Employed (away from work)	961
Norwood Payneham St Peters (C)	2011	Employed (full-time)	10454
Norwood Payneham St Peters (C)	2011	Employed (part-time)	5852
Norwood Payneham St Peters (C)	2011	Not in the labour force	10467
Norwood Payneham St Peters (C)	2011	Unemployed (looking for work)	941
Norwood Payneham St Peters (C)	2016		1470
Norwood Payneham St Peters (C)	2016	Employed (away from work)	731
Norwood Payneham St Peters (C)	2016	Employed (full-time)	9982
Norwood Payneham St Peters (C)	2016	Employed (part-time)	6254
Norwood Payneham St Peters (C)	2016	Not in the labour force	10659
Norwood Payneham St Peters (C)	2016	Unemployed (looking for work)	1211
Onkaparinga (C)	2006		4519
Onkaparinga (C)	2006	Employed (away from work)	4417
Onkaparinga (C)	2006	Employed (full-time)	42646
Onkaparinga (C)	2006	Employed (part-time)	23433
Onkaparinga (C)	2006	Not in the labour force	40244
Onkaparinga (C)	2006	Unemployed (looking for work)	4181
Onkaparinga (C)	2011		4800
Onkaparinga (C)	2011	Employed (away from work)	4786
Onkaparinga (C)	2011	Employed (full-time)	44694
Onkaparinga (C)	2011	Employed (part-time)	26423
Onkaparinga (C)	2011	Not in the labour force	42977
Onkaparinga (C)	2011	Unemployed (looking for work)	4788
Onkaparinga (C)	2016		6893
Onkaparinga (C)	2016	Employed (away from work)	4112
Onkaparinga (C)	2016	Employed (full-time)	42565
Onkaparinga (C)	2016	Employed (part-time)	28224
Onkaparinga (C)	2016	Not in the labour force	47555
Onkaparinga (C)	2016	Unemployed (looking for work)	6224
Orroroo/Carrieton (DC)	2006		24
Orroroo/Carrieton (DC)	2006	Employed (away from work)	37
Orroroo/Carrieton (DC)	2006	Employed (full-time)	286
Orroroo/Carrieton (DC)	2006	Employed (part-time)	109
Orroroo/Carrieton (DC)	2006	Not in the labour force	291
Orroroo/Carrieton (DC)	2006	Unemployed (looking for work)	21
Orroroo/Carrieton (DC)	2011		20
Orroroo/Carrieton (DC)	2011	Employed (away from work)	28
Orroroo/Carrieton (DC)	2011	Employed (full-time)	283
Orroroo/Carrieton (DC)	2011	Employed (part-time)	142
Orroroo/Carrieton (DC)	2011	Not in the labour force	268
Orroroo/Carrieton (DC)	2011	Unemployed (looking for work)	7
Orroroo/Carrieton (DC)	2016		53
Orroroo/Carrieton (DC)	2016	Employed (away from work)	20
Orroroo/Carrieton (DC)	2016	Employed (full-time)	249
Orroroo/Carrieton (DC)	2016	Employed (part-time)	132
Orroroo/Carrieton (DC)	2016	Not in the labour force	272
Orroroo/Carrieton (DC)	2016	Unemployed (looking for work)	18
Peterborough (DC)	2006		120
Peterborough (DC)	2006	Employed (away from work)	35
Peterborough (DC)	2006	Employed (full-time)	295
Peterborough (DC)	2006	Employed (part-time)	189
Peterborough (DC)	2006	Not in the labour force	822
Peterborough (DC)	2006	Unemployed (looking for work)	80
Peterborough (DC)	2011		90
Peterborough (DC)	2011	Employed (away from work)	23
Peterborough (DC)	2011	Employed (full-time)	256
Peterborough (DC)	2011	Employed (part-time)	228
Peterborough (DC)	2011	Not in the labour force	777
Peterborough (DC)	2011	Unemployed (looking for work)	52
Peterborough (DC)	2016		108
Peterborough (DC)	2016	Employed (away from work)	40
Peterborough (DC)	2016	Employed (full-time)	236
Peterborough (DC)	2016	Employed (part-time)	221
Peterborough (DC)	2016	Not in the labour force	762
Peterborough (DC)	2016	Unemployed (looking for work)	75
Playford (C)	2006		3310
Playford (C)	2006	Employed (away from work)	1940
Playford (C)	2006	Employed (full-time)	16370
Playford (C)	2006	Employed (part-time)	8000
Playford (C)	2006	Not in the labour force	21514
Playford (C)	2006	Unemployed (looking for work)	2459
Playford (C)	2011		3171
Playford (C)	2011	Employed (away from work)	2116
Playford (C)	2011	Employed (full-time)	18882
Playford (C)	2011	Employed (part-time)	9592
Playford (C)	2011	Not in the labour force	23919
Playford (C)	2011	Unemployed (looking for work)	3216
Playford (C)	2016		4605
Playford (C)	2016	Employed (away from work)	1951
Playford (C)	2016	Employed (full-time)	19353
Playford (C)	2016	Employed (part-time)	11348
Playford (C)	2016	Not in the labour force	26786
Playford (C)	2016	Unemployed (looking for work)	4773
Port Adelaide Enfield (C)	2006		5834
Port Adelaide Enfield (C)	2006	Employed (away from work)	2884
Port Adelaide Enfield (C)	2006	Employed (full-time)	26738
Port Adelaide Enfield (C)	2006	Employed (part-time)	12780
Port Adelaide Enfield (C)	2006	Not in the labour force	33815
Port Adelaide Enfield (C)	2006	Unemployed (looking for work)	3161
Port Adelaide Enfield (C)	2011		5161
Port Adelaide Enfield (C)	2011	Employed (away from work)	3073
Port Adelaide Enfield (C)	2011	Employed (full-time)	30468
Port Adelaide Enfield (C)	2011	Employed (part-time)	15673
Port Adelaide Enfield (C)	2011	Not in the labour force	35472
Port Adelaide Enfield (C)	2011	Unemployed (looking for work)	3565
Port Adelaide Enfield (C)	2016		5288
Port Adelaide Enfield (C)	2016	Employed (away from work)	2744
Port Adelaide Enfield (C)	2016	Employed (full-time)	31357
Port Adelaide Enfield (C)	2016	Employed (part-time)	18157
Port Adelaide Enfield (C)	2016	Not in the labour force	37961
Port Adelaide Enfield (C)	2016	Unemployed (looking for work)	5379
Port Augusta (C)	2006		768
Port Augusta (C)	2006	Employed (away from work)	439
Port Augusta (C)	2006	Employed (full-time)	3434
Port Augusta (C)	2006	Employed (part-time)	1768
Port Augusta (C)	2006	Not in the labour force	4081
Port Augusta (C)	2006	Unemployed (looking for work)	424
Port Augusta (C)	2011		1053
Port Augusta (C)	2011	Employed (away from work)	394
Port Augusta (C)	2011	Employed (full-time)	3632
Port Augusta (C)	2011	Employed (part-time)	1713
Port Augusta (C)	2011	Not in the labour force	4002
Port Augusta (C)	2011	Unemployed (looking for work)	352
Port Augusta (C)	2016		1000
Port Augusta (C)	2016	Employed (away from work)	367
Port Augusta (C)	2016	Employed (full-time)	3229
Port Augusta (C)	2016	Employed (part-time)	1709
Port Augusta (C)	2016	Not in the labour force	4325
Port Augusta (C)	2016	Unemployed (looking for work)	567
Port Lincoln (C)	2006		700
Port Lincoln (C)	2006	Employed (away from work)	486
Port Lincoln (C)	2006	Employed (full-time)	3632
Port Lincoln (C)	2006	Employed (part-time)	1967
Port Lincoln (C)	2006	Not in the labour force	3520
Port Lincoln (C)	2006	Unemployed (looking for work)	351
Port Lincoln (C)	2011		505
Port Lincoln (C)	2011	Employed (away from work)	506
Port Lincoln (C)	2011	Employed (full-time)	3669
Port Lincoln (C)	2011	Employed (part-time)	2238
Port Lincoln (C)	2011	Not in the labour force	3927
Port Lincoln (C)	2011	Unemployed (looking for work)	373
Port Lincoln (C)	2016		819
Port Lincoln (C)	2016	Employed (away from work)	377
Port Lincoln (C)	2016	Employed (full-time)	3354
Port Lincoln (C)	2016	Employed (part-time)	2401
Port Lincoln (C)	2016	Not in the labour force	3969
Port Lincoln (C)	2016	Unemployed (looking for work)	421
Port Pirie City and Dists (M)	2006		679
Port Pirie City and Dists (M)	2006	Employed (away from work)	457
Port Pirie City and Dists (M)	2006	Employed (full-time)	3665
Port Pirie City and Dists (M)	2006	Employed (part-time)	2045
Port Pirie City and Dists (M)	2006	Not in the labour force	5970
Port Pirie City and Dists (M)	2006	Unemployed (looking for work)	689
Port Pirie City and Dists (M)	2011		603
Port Pirie City and Dists (M)	2011	Employed (away from work)	452
Port Pirie City and Dists (M)	2011	Employed (full-time)	3830
Port Pirie City and Dists (M)	2011	Employed (part-time)	2336
Port Pirie City and Dists (M)	2011	Not in the labour force	6113
Port Pirie City and Dists (M)	2011	Unemployed (looking for work)	531
Port Pirie City and Dists (M)	2016		870
Port Pirie City and Dists (M)	2016	Employed (away from work)	397
Port Pirie City and Dists (M)	2016	Employed (full-time)	3671
Port Pirie City and Dists (M)	2016	Employed (part-time)	2441
Port Pirie City and Dists (M)	2016	Not in the labour force	6094
Port Pirie City and Dists (M)	2016	Unemployed (looking for work)	781
Prospect (C)	2006		863
Prospect (C)	2006	Employed (away from work)	615
Prospect (C)	2006	Employed (full-time)	6275
Prospect (C)	2006	Employed (part-time)	3069
Prospect (C)	2006	Not in the labour force	4689
Prospect (C)	2006	Unemployed (looking for work)	433
Prospect (C)	2011		662
Prospect (C)	2011	Employed (away from work)	597
Prospect (C)	2011	Employed (full-time)	6468
Prospect (C)	2011	Employed (part-time)	3486
Prospect (C)	2011	Not in the labour force	4872
Prospect (C)	2011	Unemployed (looking for work)	498
Prospect (C)	2016		814
Prospect (C)	2016	Employed (away from work)	475
Prospect (C)	2016	Employed (full-time)	6413
Prospect (C)	2016	Employed (part-time)	3710
Prospect (C)	2016	Not in the labour force	4912
Prospect (C)	2016	Unemployed (looking for work)	726
Renmark Paringa (DC)	2006		469
Renmark Paringa (DC)	2006	Employed (away from work)	255
Renmark Paringa (DC)	2006	Employed (full-time)	2712
Renmark Paringa (DC)	2006	Employed (part-time)	1269
Renmark Paringa (DC)	2006	Not in the labour force	2534
Renmark Paringa (DC)	2006	Unemployed (looking for work)	193
Renmark Paringa (DC)	2011		545
Renmark Paringa (DC)	2011	Employed (away from work)	294
Renmark Paringa (DC)	2011	Employed (full-time)	2395
Renmark Paringa (DC)	2011	Employed (part-time)	1419
Renmark Paringa (DC)	2011	Not in the labour force	2591
Renmark Paringa (DC)	2011	Unemployed (looking for work)	242
