LGA_NAME16	Year	LabourForceStatus	Sex	adults
Port Augusta (C)	2016	Not in the labour force	F	2166
Port Augusta (C)	2016	Not in the labour force	M	2156
Port Augusta (C)	2016	Unemployed (looking for work)	F	190
Port Augusta (C)	2016	Unemployed (looking for work)	M	374
Port Lincoln (C)	2006		F	345
Port Lincoln (C)	2006		M	359
Port Lincoln (C)	2006	Employed (away from work)	F	207
Port Lincoln (C)	2006	Employed (away from work)	M	275
Port Lincoln (C)	2006	Employed (full-time)	F	1166
Port Lincoln (C)	2006	Employed (full-time)	M	2467
Port Lincoln (C)	2006	Employed (part-time)	F	1417
Port Lincoln (C)	2006	Employed (part-time)	M	551
Port Lincoln (C)	2006	Not in the labour force	F	2132
Port Lincoln (C)	2006	Not in the labour force	M	1386
Port Lincoln (C)	2006	Unemployed (looking for work)	F	146
Port Lincoln (C)	2006	Unemployed (looking for work)	M	209
Port Lincoln (C)	2011		F	229
Port Lincoln (C)	2011		M	266
Port Lincoln (C)	2011	Employed (away from work)	F	222
Port Lincoln (C)	2011	Employed (away from work)	M	287
Port Lincoln (C)	2011	Employed (full-time)	F	1242
Port Lincoln (C)	2011	Employed (full-time)	M	2424
Port Lincoln (C)	2011	Employed (part-time)	F	1560
Port Lincoln (C)	2011	Employed (part-time)	M	681
Port Lincoln (C)	2011	Not in the labour force	F	2361
Port Lincoln (C)	2011	Not in the labour force	M	1566
Port Lincoln (C)	2011	Unemployed (looking for work)	F	175
Port Lincoln (C)	2011	Unemployed (looking for work)	M	200
Port Lincoln (C)	2016		F	406
Port Lincoln (C)	2016		M	421
Port Lincoln (C)	2016	Employed (away from work)	F	184
Port Lincoln (C)	2016	Employed (away from work)	M	189
Port Lincoln (C)	2016	Employed (full-time)	F	1135
Port Lincoln (C)	2016	Employed (full-time)	M	2221
Port Lincoln (C)	2016	Employed (part-time)	F	1659
Port Lincoln (C)	2016	Employed (part-time)	M	741
Port Lincoln (C)	2016	Not in the labour force	F	2284
Port Lincoln (C)	2016	Not in the labour force	M	1677
Port Lincoln (C)	2016	Unemployed (looking for work)	F	180
Port Lincoln (C)	2016	Unemployed (looking for work)	M	244
Port Pirie City and Dists (M)	2006		F	356
Port Pirie City and Dists (M)	2006		M	321
Port Pirie City and Dists (M)	2006	Employed (away from work)	F	190
Port Pirie City and Dists (M)	2006	Employed (away from work)	M	273
Port Pirie City and Dists (M)	2006	Employed (full-time)	F	1154
Port Pirie City and Dists (M)	2006	Employed (full-time)	M	2509
Port Pirie City and Dists (M)	2006	Employed (part-time)	F	1518
Port Pirie City and Dists (M)	2006	Employed (part-time)	M	533
Port Pirie City and Dists (M)	2006	Not in the labour force	F	3491
Port Pirie City and Dists (M)	2006	Not in the labour force	M	2476
Port Pirie City and Dists (M)	2006	Unemployed (looking for work)	F	274
Port Pirie City and Dists (M)	2006	Unemployed (looking for work)	M	412
Port Pirie City and Dists (M)	2011		F	286
Port Pirie City and Dists (M)	2011		M	308
Port Pirie City and Dists (M)	2011	Employed (away from work)	F	231
Port Pirie City and Dists (M)	2011	Employed (away from work)	M	224
Port Pirie City and Dists (M)	2011	Employed (full-time)	F	1180
Port Pirie City and Dists (M)	2011	Employed (full-time)	M	2654
Port Pirie City and Dists (M)	2011	Employed (part-time)	F	1705
Port Pirie City and Dists (M)	2011	Employed (part-time)	M	632
Port Pirie City and Dists (M)	2011	Not in the labour force	F	3501
Port Pirie City and Dists (M)	2011	Not in the labour force	M	2612
Port Pirie City and Dists (M)	2011	Unemployed (looking for work)	F	228
Port Pirie City and Dists (M)	2011	Unemployed (looking for work)	M	303
Port Pirie City and Dists (M)	2016		F	462
Port Pirie City and Dists (M)	2016		M	427
Port Pirie City and Dists (M)	2016	Employed (away from work)	F	227
Port Pirie City and Dists (M)	2016	Employed (away from work)	M	170
Port Pirie City and Dists (M)	2016	Employed (full-time)	F	1152
Port Pirie City and Dists (M)	2016	Employed (full-time)	M	2518
Port Pirie City and Dists (M)	2016	Employed (part-time)	F	1768
Port Pirie City and Dists (M)	2016	Employed (part-time)	M	668
Port Pirie City and Dists (M)	2016	Not in the labour force	F	3420
Port Pirie City and Dists (M)	2016	Not in the labour force	M	2667
Port Pirie City and Dists (M)	2016	Unemployed (looking for work)	F	308
Port Pirie City and Dists (M)	2016	Unemployed (looking for work)	M	471
Prospect (C)	2006		F	443
Prospect (C)	2006		M	422
Prospect (C)	2006	Employed (away from work)	F	335
Prospect (C)	2006	Employed (away from work)	M	284
Prospect (C)	2006	Employed (full-time)	F	2374
Prospect (C)	2006	Employed (full-time)	M	3899
Prospect (C)	2006	Employed (part-time)	F	2028
Prospect (C)	2006	Employed (part-time)	M	1044
Prospect (C)	2006	Not in the labour force	F	2769
Prospect (C)	2006	Not in the labour force	M	1919
Prospect (C)	2006	Unemployed (looking for work)	F	149
Prospect (C)	2006	Unemployed (looking for work)	M	279
Prospect (C)	2011		F	283
Prospect (C)	2011		M	381
Prospect (C)	2011	Employed (away from work)	F	346
Prospect (C)	2011	Employed (away from work)	M	249
Prospect (C)	2011	Employed (full-time)	F	2455
Prospect (C)	2011	Employed (full-time)	M	4010
Prospect (C)	2011	Employed (part-time)	F	2270
Prospect (C)	2011	Employed (part-time)	M	1208
Prospect (C)	2011	Not in the labour force	F	2841
Prospect (C)	2011	Not in the labour force	M	2034
Prospect (C)	2011	Unemployed (looking for work)	F	212
Prospect (C)	2011	Unemployed (looking for work)	M	288
Prospect (C)	2016		F	396
Prospect (C)	2016		M	415
Prospect (C)	2016	Employed (away from work)	F	260
Prospect (C)	2016	Employed (away from work)	M	216
Prospect (C)	2016	Employed (full-time)	F	2415
Prospect (C)	2016	Employed (full-time)	M	3998
Prospect (C)	2016	Employed (part-time)	F	2416
Prospect (C)	2016	Employed (part-time)	M	1300
Prospect (C)	2016	Not in the labour force	F	2791
Prospect (C)	2016	Not in the labour force	M	2117
Prospect (C)	2016	Unemployed (looking for work)	F	309
Prospect (C)	2016	Unemployed (looking for work)	M	420
Renmark Paringa (DC)	2006		F	213
Renmark Paringa (DC)	2006		M	234
Renmark Paringa (DC)	2006	Employed (away from work)	F	122
Renmark Paringa (DC)	2006	Employed (away from work)	M	138
Renmark Paringa (DC)	2006	Employed (full-time)	F	886
Renmark Paringa (DC)	2006	Employed (full-time)	M	1829
Renmark Paringa (DC)	2006	Employed (part-time)	F	891
Renmark Paringa (DC)	2006	Employed (part-time)	M	379
Renmark Paringa (DC)	2006	Not in the labour force	F	1521
Renmark Paringa (DC)	2006	Not in the labour force	M	1020
Renmark Paringa (DC)	2006	Unemployed (looking for work)	F	84
Renmark Paringa (DC)	2006	Unemployed (looking for work)	M	109
Renmark Paringa (DC)	2011		F	283
Renmark Paringa (DC)	2011		M	272
Renmark Paringa (DC)	2011	Employed (away from work)	F	142
Renmark Paringa (DC)	2011	Employed (away from work)	M	154
Renmark Paringa (DC)	2011	Employed (full-time)	F	820
Renmark Paringa (DC)	2011	Employed (full-time)	M	1569
Renmark Paringa (DC)	2011	Employed (part-time)	F	949
Renmark Paringa (DC)	2011	Employed (part-time)	M	469
Renmark Paringa (DC)	2011	Not in the labour force	F	1488
Renmark Paringa (DC)	2011	Not in the labour force	M	1095
Renmark Paringa (DC)	2011	Unemployed (looking for work)	F	98
Renmark Paringa (DC)	2011	Unemployed (looking for work)	M	149
Renmark Paringa (DC)	2016		F	273
Renmark Paringa (DC)	2016		M	294
Renmark Paringa (DC)	2016	Employed (away from work)	F	111
Renmark Paringa (DC)	2016	Employed (away from work)	M	145
Renmark Paringa (DC)	2016	Employed (full-time)	F	811
Renmark Paringa (DC)	2016	Employed (full-time)	M	1586
Renmark Paringa (DC)	2016	Employed (part-time)	F	943
Renmark Paringa (DC)	2016	Employed (part-time)	M	475
Renmark Paringa (DC)	2016	Not in the labour force	F	1686
Renmark Paringa (DC)	2016	Not in the labour force	M	1221
Renmark Paringa (DC)	2016	Unemployed (looking for work)	F	131
Renmark Paringa (DC)	2016	Unemployed (looking for work)	M	174
Robe (DC)	2006		F	157
Robe (DC)	2006		M	208
Robe (DC)	2006	Employed (away from work)	F	28
Robe (DC)	2006	Employed (away from work)	M	35
Robe (DC)	2006	Employed (full-time)	F	107
Robe (DC)	2006	Employed (full-time)	M	245
Robe (DC)	2006	Employed (part-time)	F	170
Robe (DC)	2006	Employed (part-time)	M	65
Robe (DC)	2006	Not in the labour force	F	191
Robe (DC)	2006	Not in the labour force	M	130
Robe (DC)	2006	Unemployed (looking for work)	F	10
Robe (DC)	2006	Unemployed (looking for work)	M	14
Robe (DC)	2011		F	25
Robe (DC)	2011		M	41
Robe (DC)	2011	Employed (away from work)	F	30
Robe (DC)	2011	Employed (away from work)	M	39
Robe (DC)	2011	Employed (full-time)	F	116
Robe (DC)	2011	Employed (full-time)	M	264
Robe (DC)	2011	Employed (part-time)	F	175
Robe (DC)	2011	Employed (part-time)	M	88
Robe (DC)	2011	Not in the labour force	F	211
Robe (DC)	2011	Not in the labour force	M	155
Robe (DC)	2011	Unemployed (looking for work)	F	7
Robe (DC)	2011	Unemployed (looking for work)	M	16
Robe (DC)	2016		F	52
Robe (DC)	2016		M	42
Robe (DC)	2016	Employed (away from work)	F	31
Robe (DC)	2016	Employed (away from work)	M	36
Robe (DC)	2016	Employed (full-time)	F	120
Robe (DC)	2016	Employed (full-time)	M	236
Robe (DC)	2016	Employed (part-time)	F	159
Robe (DC)	2016	Employed (part-time)	M	92
Robe (DC)	2016	Not in the labour force	F	212
Robe (DC)	2016	Not in the labour force	M	175
Robe (DC)	2016	Unemployed (looking for work)	F	11
Robe (DC)	2016	Unemployed (looking for work)	M	14
Roxby Downs (M)	2006		F	52
Roxby Downs (M)	2006		M	165
Roxby Downs (M)	2006	Employed (away from work)	F	50
Roxby Downs (M)	2006	Employed (away from work)	M	72
Roxby Downs (M)	2006	Employed (full-time)	F	505
Roxby Downs (M)	2006	Employed (full-time)	M	1335
Roxby Downs (M)	2006	Employed (part-time)	F	295
Roxby Downs (M)	2006	Employed (part-time)	M	77
Roxby Downs (M)	2006	Not in the labour force	F	268
Roxby Downs (M)	2006	Not in the labour force	M	42
Roxby Downs (M)	2006	Unemployed (looking for work)	F	38
Roxby Downs (M)	2006	Unemployed (looking for work)	M	18
Roxby Downs (M)	2011		F	82
Roxby Downs (M)	2011		M	362
Roxby Downs (M)	2011	Employed (away from work)	F	78
Roxby Downs (M)	2011	Employed (away from work)	M	104
Roxby Downs (M)	2011	Employed (full-time)	F	637
Roxby Downs (M)	2011	Employed (full-time)	M	1568
Roxby Downs (M)	2011	Employed (part-time)	F	288
Roxby Downs (M)	2011	Employed (part-time)	M	86
Roxby Downs (M)	2011	Not in the labour force	F	292
Roxby Downs (M)	2011	Not in the labour force	M	74
Roxby Downs (M)	2011	Unemployed (looking for work)	F	37
Roxby Downs (M)	2011	Unemployed (looking for work)	M	19
Roxby Downs (M)	2016		F	68
Roxby Downs (M)	2016		M	204
Roxby Downs (M)	2016	Employed (away from work)	F	63
Roxby Downs (M)	2016	Employed (away from work)	M	87
Roxby Downs (M)	2016	Employed (full-time)	F	430
Roxby Downs (M)	2016	Employed (full-time)	M	1194
Roxby Downs (M)	2016	Employed (part-time)	F	310
Roxby Downs (M)	2016	Employed (part-time)	M	119
Roxby Downs (M)	2016	Not in the labour force	F	230
Roxby Downs (M)	2016	Not in the labour force	M	80
Roxby Downs (M)	2016	Unemployed (looking for work)	F	54
Roxby Downs (M)	2016	Unemployed (looking for work)	M	21
Salisbury (C)	2006		F	2562
Salisbury (C)	2006		M	2527
Salisbury (C)	2006	Employed (away from work)	F	1585
Salisbury (C)	2006	Employed (away from work)	M	2064
Salisbury (C)	2006	Employed (full-time)	F	11222
Salisbury (C)	2006	Employed (full-time)	M	22394
Salisbury (C)	2006	Employed (part-time)	F	10586
Salisbury (C)	2006	Employed (part-time)	M	4571
Salisbury (C)	2006	Not in the labour force	F	20232
Salisbury (C)	2006	Not in the labour force	M	12872
Salisbury (C)	2006	Unemployed (looking for work)	F	1475
Salisbury (C)	2006	Unemployed (looking for work)	M	1746
Salisbury (C)	2011		F	2429
Salisbury (C)	2011		M	2647
Salisbury (C)	2011	Employed (away from work)	F	1845
Salisbury (C)	2011	Employed (away from work)	M	1892
Salisbury (C)	2011	Employed (full-time)	F	12381
Salisbury (C)	2011	Employed (full-time)	M	23710
Salisbury (C)	2011	Employed (part-time)	F	11568
Salisbury (C)	2011	Employed (part-time)	M	5552
Salisbury (C)	2011	Not in the labour force	F	22046
Salisbury (C)	2011	Not in the labour force	M	14931
Salisbury (C)	2011	Unemployed (looking for work)	F	2030
Salisbury (C)	2011	Unemployed (looking for work)	M	2446
Salisbury (C)	2016		F	2609
Salisbury (C)	2016		M	2694
Salisbury (C)	2016	Employed (away from work)	F	1625
Salisbury (C)	2016	Employed (away from work)	M	1452
Salisbury (C)	2016	Employed (full-time)	F	12012
Salisbury (C)	2016	Employed (full-time)	M	22695
Salisbury (C)	2016	Employed (part-time)	F	12923
Salisbury (C)	2016	Employed (part-time)	M	6701
Salisbury (C)	2016	Not in the labour force	F	24107
Salisbury (C)	2016	Not in the labour force	M	17543
Salisbury (C)	2016	Unemployed (looking for work)	F	2730
Salisbury (C)	2016	Unemployed (looking for work)	M	3699
Southern Mallee (DC)	2006		F	31
Southern Mallee (DC)	2006		M	25
Southern Mallee (DC)	2006	Employed (away from work)	F	37
Southern Mallee (DC)	2006	Employed (away from work)	M	44
Southern Mallee (DC)	2006	Employed (full-time)	F	216
Southern Mallee (DC)	2006	Employed (full-time)	M	514
Southern Mallee (DC)	2006	Employed (part-time)	F	216
Southern Mallee (DC)	2006	Employed (part-time)	M	79
Southern Mallee (DC)	2006	Not in the labour force	F	290
Southern Mallee (DC)	2006	Not in the labour force	M	197
Southern Mallee (DC)	2006	Unemployed (looking for work)	F	6
Southern Mallee (DC)	2006	Unemployed (looking for work)	M	11
Southern Mallee (DC)	2011		F	28
Southern Mallee (DC)	2011		M	46
Southern Mallee (DC)	2011	Employed (away from work)	F	32
Southern Mallee (DC)	2011	Employed (away from work)	M	32
Southern Mallee (DC)	2011	Employed (full-time)	F	183
Southern Mallee (DC)	2011	Employed (full-time)	M	486
Southern Mallee (DC)	2011	Employed (part-time)	F	231
Southern Mallee (DC)	2011	Employed (part-time)	M	75
Southern Mallee (DC)	2011	Not in the labour force	F	334
Southern Mallee (DC)	2011	Not in the labour force	M	226
Southern Mallee (DC)	2011	Unemployed (looking for work)	F	9
Southern Mallee (DC)	2011	Unemployed (looking for work)	M	18
Southern Mallee (DC)	2016		F	72
Southern Mallee (DC)	2016		M	75
Southern Mallee (DC)	2016	Employed (away from work)	F	37
Southern Mallee (DC)	2016	Employed (away from work)	M	33
Southern Mallee (DC)	2016	Employed (full-time)	F	177
Southern Mallee (DC)	2016	Employed (full-time)	M	428
Southern Mallee (DC)	2016	Employed (part-time)	F	222
Southern Mallee (DC)	2016	Employed (part-time)	M	82
Southern Mallee (DC)	2016	Not in the labour force	F	283
Southern Mallee (DC)	2016	Not in the labour force	M	225
Southern Mallee (DC)	2016	Unemployed (looking for work)	F	19
Southern Mallee (DC)	2016	Unemployed (looking for work)	M	21
Streaky Bay (DC)	2006		F	48
Streaky Bay (DC)	2006		M	67
Streaky Bay (DC)	2006	Employed (away from work)	F	38
Streaky Bay (DC)	2006	Employed (away from work)	M	37
Streaky Bay (DC)	2006	Employed (full-time)	F	150
Streaky Bay (DC)	2006	Employed (full-time)	M	420
Streaky Bay (DC)	2006	Employed (part-time)	F	228
Streaky Bay (DC)	2006	Employed (part-time)	M	100
Streaky Bay (DC)	2006	Not in the labour force	F	255
Streaky Bay (DC)	2006	Not in the labour force	M	199
Streaky Bay (DC)	2006	Unemployed (looking for work)	F	10
Streaky Bay (DC)	2006	Unemployed (looking for work)	M	30
Streaky Bay (DC)	2011		F	53
Streaky Bay (DC)	2011		M	54
Streaky Bay (DC)	2011	Employed (away from work)	F	46
Streaky Bay (DC)	2011	Employed (away from work)	M	34
Streaky Bay (DC)	2011	Employed (full-time)	F	169
Streaky Bay (DC)	2011	Employed (full-time)	M	423
Streaky Bay (DC)	2011	Employed (part-time)	F	229
Streaky Bay (DC)	2011	Employed (part-time)	M	96
Streaky Bay (DC)	2011	Not in the labour force	F	266
Streaky Bay (DC)	2011	Not in the labour force	M	246
Streaky Bay (DC)	2011	Unemployed (looking for work)	F	23
Streaky Bay (DC)	2011	Unemployed (looking for work)	M	38
Streaky Bay (DC)	2016		F	61
Streaky Bay (DC)	2016		M	74
Streaky Bay (DC)	2016	Employed (away from work)	F	39
Streaky Bay (DC)	2016	Employed (away from work)	M	39
Streaky Bay (DC)	2016	Employed (full-time)	F	158
Streaky Bay (DC)	2016	Employed (full-time)	M	388
Streaky Bay (DC)	2016	Employed (part-time)	F	234
Streaky Bay (DC)	2016	Employed (part-time)	M	126
Streaky Bay (DC)	2016	Not in the labour force	F	259
Streaky Bay (DC)	2016	Not in the labour force	M	244
Streaky Bay (DC)	2016	Unemployed (looking for work)	F	13
Streaky Bay (DC)	2016	Unemployed (looking for work)	M	29
Tatiara (DC)	2006		F	108
Tatiara (DC)	2006		M	129
Tatiara (DC)	2006	Employed (away from work)	F	162
Tatiara (DC)	2006	Employed (away from work)	M	278
Tatiara (DC)	2006	Employed (full-time)	F	649
Tatiara (DC)	2006	Employed (full-time)	M	1606
Tatiara (DC)	2006	Employed (part-time)	F	705
Tatiara (DC)	2006	Employed (part-time)	M	209
Tatiara (DC)	2006	Not in the labour force	F	868
Tatiara (DC)	2006	Not in the labour force	M	511
Tatiara (DC)	2006	Unemployed (looking for work)	F	33
Tatiara (DC)	2006	Unemployed (looking for work)	M	40
Tatiara (DC)	2011		F	56
Tatiara (DC)	2011		M	58
Tatiara (DC)	2011	Employed (away from work)	F	162
Tatiara (DC)	2011	Employed (away from work)	M	208
Tatiara (DC)	2011	Employed (full-time)	F	580
Tatiara (DC)	2011	Employed (full-time)	M	1486
Tatiara (DC)	2011	Employed (part-time)	F	714
Tatiara (DC)	2011	Employed (part-time)	M	251
Tatiara (DC)	2011	Not in the labour force	F	924
Tatiara (DC)	2011	Not in the labour force	M	608
Tatiara (DC)	2011	Unemployed (looking for work)	F	49
Tatiara (DC)	2011	Unemployed (looking for work)	M	48
Tatiara (DC)	2016		F	227
Tatiara (DC)	2016		M	270
Tatiara (DC)	2016	Employed (away from work)	F	107
Tatiara (DC)	2016	Employed (away from work)	M	123
Tatiara (DC)	2016	Employed (full-time)	F	578
Tatiara (DC)	2016	Employed (full-time)	M	1569
Tatiara (DC)	2016	Employed (part-time)	F	787
Tatiara (DC)	2016	Employed (part-time)	M	255
Tatiara (DC)	2016	Not in the labour force	F	774
Tatiara (DC)	2016	Not in the labour force	M	585
Tatiara (DC)	2016	Unemployed (looking for work)	F	40
Tatiara (DC)	2016	Unemployed (looking for work)	M	54
Tea Tree Gully (C)	2006		F	1312
Tea Tree Gully (C)	2006		M	1261
Tea Tree Gully (C)	2006	Employed (away from work)	F	1467
Tea Tree Gully (C)	2006	Employed (away from work)	M	1416
Tea Tree Gully (C)	2006	Employed (full-time)	F	10470
Tea Tree Gully (C)	2006	Employed (full-time)	M	20411
Tea Tree Gully (C)	2006	Employed (part-time)	F	10937
Tea Tree Gully (C)	2006	Employed (part-time)	M	4149
Tea Tree Gully (C)	2006	Not in the labour force	F	14718
Tea Tree Gully (C)	2006	Not in the labour force	M	9295
Tea Tree Gully (C)	2006	Unemployed (looking for work)	F	974
Tea Tree Gully (C)	2006	Unemployed (looking for work)	M	1100
Tea Tree Gully (C)	2011		F	1242
Tea Tree Gully (C)	2011		M	1188
Tea Tree Gully (C)	2011	Employed (away from work)	F	1427
Tea Tree Gully (C)	2011	Employed (away from work)	M	1297
Tea Tree Gully (C)	2011	Employed (full-time)	F	10431
Tea Tree Gully (C)	2011	Employed (full-time)	M	19490
Tea Tree Gully (C)	2011	Employed (part-time)	F	11381
Tea Tree Gully (C)	2011	Employed (part-time)	M	4529
Tea Tree Gully (C)	2011	Not in the labour force	F	14712
Tea Tree Gully (C)	2011	Not in the labour force	M	10179
Tea Tree Gully (C)	2011	Unemployed (looking for work)	F	1105
Tea Tree Gully (C)	2011	Unemployed (looking for work)	M	1291
Tea Tree Gully (C)	2016		F	1526
Tea Tree Gully (C)	2016		M	1385
Tea Tree Gully (C)	2016	Employed (away from work)	F	1225
Tea Tree Gully (C)	2016	Employed (away from work)	M	954
Tea Tree Gully (C)	2016	Employed (full-time)	F	10051
Tea Tree Gully (C)	2016	Employed (full-time)	M	18293
Tea Tree Gully (C)	2016	Employed (part-time)	F	11786
Tea Tree Gully (C)	2016	Employed (part-time)	M	4996
Tea Tree Gully (C)	2016	Not in the labour force	F	15559
Tea Tree Gully (C)	2016	Not in the labour force	M	11501
Tea Tree Gully (C)	2016	Unemployed (looking for work)	F	1433
Tea Tree Gully (C)	2016	Unemployed (looking for work)	M	1845
The Coorong (DC)	2006		F	121
The Coorong (DC)	2006		M	136
The Coorong (DC)	2006	Employed (away from work)	F	68
The Coorong (DC)	2006	Employed (away from work)	M	83
The Coorong (DC)	2006	Employed (full-time)	F	476
The Coorong (DC)	2006	Employed (full-time)	M	1138
The Coorong (DC)	2006	Employed (part-time)	F	575
The Coorong (DC)	2006	Employed (part-time)	M	224
The Coorong (DC)	2006	Not in the labour force	F	879
The Coorong (DC)	2006	Not in the labour force	M	618
The Coorong (DC)	2006	Unemployed (looking for work)	F	57
The Coorong (DC)	2006	Unemployed (looking for work)	M	67
The Coorong (DC)	2011		F	137
The Coorong (DC)	2011		M	178
The Coorong (DC)	2011	Employed (away from work)	F	78
The Coorong (DC)	2011	Employed (away from work)	M	85
The Coorong (DC)	2011	Employed (full-time)	F	421
The Coorong (DC)	2011	Employed (full-time)	M	1077
The Coorong (DC)	2011	Employed (part-time)	F	568
The Coorong (DC)	2011	Employed (part-time)	M	218
The Coorong (DC)	2011	Not in the labour force	F	899
The Coorong (DC)	2011	Not in the labour force	M	681
The Coorong (DC)	2011	Unemployed (looking for work)	F	61
The Coorong (DC)	2011	Unemployed (looking for work)	M	69
The Coorong (DC)	2016		F	128
The Coorong (DC)	2016		M	144
The Coorong (DC)	2016	Employed (away from work)	F	51
The Coorong (DC)	2016	Employed (away from work)	M	75
The Coorong (DC)	2016	Employed (full-time)	F	388
The Coorong (DC)	2016	Employed (full-time)	M	994
The Coorong (DC)	2016	Employed (part-time)	F	572
The Coorong (DC)	2016	Employed (part-time)	M	216
The Coorong (DC)	2016	Not in the labour force	F	948
The Coorong (DC)	2016	Not in the labour force	M	766
The Coorong (DC)	2016	Unemployed (looking for work)	F	61
The Coorong (DC)	2016	Unemployed (looking for work)	M	62
Tumby Bay (DC)	2006		F	51
Tumby Bay (DC)	2006		M	51
Tumby Bay (DC)	2006	Employed (away from work)	F	29
Tumby Bay (DC)	2006	Employed (away from work)	M	36
Tumby Bay (DC)	2006	Employed (full-time)	F	196
Tumby Bay (DC)	2006	Employed (full-time)	M	502
Tumby Bay (DC)	2006	Employed (part-time)	F	253
Tumby Bay (DC)	2006	Employed (part-time)	M	100
Tumby Bay (DC)	2006	Not in the labour force	F	488
Tumby Bay (DC)	2006	Not in the labour force	M	365
Tumby Bay (DC)	2006	Unemployed (looking for work)	F	21
Tumby Bay (DC)	2006	Unemployed (looking for work)	M	23
Tumby Bay (DC)	2011		F	29
Tumby Bay (DC)	2011		M	27
Tumby Bay (DC)	2011	Employed (away from work)	F	33
Tumby Bay (DC)	2011	Employed (away from work)	M	50
Tumby Bay (DC)	2011	Employed (full-time)	F	188
Tumby Bay (DC)	2011	Employed (full-time)	M	513
Tumby Bay (DC)	2011	Employed (part-time)	F	297
Tumby Bay (DC)	2011	Employed (part-time)	M	104
Tumby Bay (DC)	2011	Not in the labour force	F	483
Tumby Bay (DC)	2011	Not in the labour force	M	352
Tumby Bay (DC)	2011	Unemployed (looking for work)	F	23
Tumby Bay (DC)	2011	Unemployed (looking for work)	M	24
Tumby Bay (DC)	2016		F	67
Tumby Bay (DC)	2016		M	70
Tumby Bay (DC)	2016	Employed (away from work)	F	36
Tumby Bay (DC)	2016	Employed (away from work)	M	38
Tumby Bay (DC)	2016	Employed (full-time)	F	166
Tumby Bay (DC)	2016	Employed (full-time)	M	464
Tumby Bay (DC)	2016	Employed (part-time)	F	281
Tumby Bay (DC)	2016	Employed (part-time)	M	96
Tumby Bay (DC)	2016	Not in the labour force	F	514
Tumby Bay (DC)	2016	Not in the labour force	M	395
Tumby Bay (DC)	2016	Unemployed (looking for work)	F	21
Tumby Bay (DC)	2016	Unemployed (looking for work)	M	21
Unley (C)	2006		F	939
Unley (C)	2006		M	686
Unley (C)	2006	Employed (away from work)	F	548
Unley (C)	2006	Employed (away from work)	M	437
Unley (C)	2006	Employed (full-time)	F	4566
Unley (C)	2006	Employed (full-time)	M	7011
Unley (C)	2006	Employed (part-time)	F	4187
Unley (C)	2006	Employed (part-time)	M	1810
Unley (C)	2006	Not in the labour force	F	5826
Unley (C)	2006	Not in the labour force	M	3560
Unley (C)	2006	Unemployed (looking for work)	F	329
Unley (C)	2006	Unemployed (looking for work)	M	418
Unley (C)	2011		F	625
Unley (C)	2011		M	641
Unley (C)	2011	Employed (away from work)	F	568
Unley (C)	2011	Employed (away from work)	M	427
Unley (C)	2011	Employed (full-time)	F	4521
Unley (C)	2011	Employed (full-time)	M	6960
Unley (C)	2011	Employed (part-time)	F	4340
Unley (C)	2011	Employed (part-time)	M	2085
Unley (C)	2011	Not in the labour force	F	6057
Unley (C)	2011	Not in the labour force	M	3760
Unley (C)	2011	Unemployed (looking for work)	F	436
Unley (C)	2011	Unemployed (looking for work)	M	489
Unley (C)	2016		F	781
Unley (C)	2016		M	718
Unley (C)	2016	Employed (away from work)	F	532
Unley (C)	2016	Employed (away from work)	M	303
Unley (C)	2016	Employed (full-time)	F	4260
Unley (C)	2016	Employed (full-time)	M	6559
Unley (C)	2016	Employed (part-time)	F	4541
Unley (C)	2016	Employed (part-time)	M	2296
Unley (C)	2016	Not in the labour force	F	6353
Unley (C)	2016	Not in the labour force	M	4253
Unley (C)	2016	Unemployed (looking for work)	F	527
Unley (C)	2016	Unemployed (looking for work)	M	614
Victor Harbor (C)	2006		F	324
Victor Harbor (C)	2006		M	292
Victor Harbor (C)	2006	Employed (away from work)	F	149
Victor Harbor (C)	2006	Employed (away from work)	M	147
Victor Harbor (C)	2006	Employed (full-time)	F	694
Victor Harbor (C)	2006	Employed (full-time)	M	1414
Victor Harbor (C)	2006	Employed (part-time)	F	1065
Victor Harbor (C)	2006	Employed (part-time)	M	591
Victor Harbor (C)	2006	Not in the labour force	F	3158
Victor Harbor (C)	2006	Not in the labour force	M	2282
Victor Harbor (C)	2006	Unemployed (looking for work)	F	103
Victor Harbor (C)	2006	Unemployed (looking for work)	M	138
Victor Harbor (C)	2011		F	426
Victor Harbor (C)	2011		M	402
Victor Harbor (C)	2011	Employed (away from work)	F	184
Victor Harbor (C)	2011	Employed (away from work)	M	185
Victor Harbor (C)	2011	Employed (full-time)	F	756
Victor Harbor (C)	2011	Employed (full-time)	M	1495
Victor Harbor (C)	2011	Employed (part-time)	F	1307
Victor Harbor (C)	2011	Employed (part-time)	M	719
Victor Harbor (C)	2011	Not in the labour force	F	3545
Victor Harbor (C)	2011	Not in the labour force	M	2651
Victor Harbor (C)	2011	Unemployed (looking for work)	F	163
Victor Harbor (C)	2011	Unemployed (looking for work)	M	175
Victor Harbor (C)	2016		F	362
Victor Harbor (C)	2016		M	348
Victor Harbor (C)	2016	Employed (away from work)	F	180
Victor Harbor (C)	2016	Employed (away from work)	M	131
Victor Harbor (C)	2016	Employed (full-time)	F	714
Victor Harbor (C)	2016	Employed (full-time)	M	1357
