SA3_CODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
50602,29,19,22,85,274,664,267,42,27,25,1473,15,3,13,12,19,32,199,571,296,61,36,24,1272,6,0,7,8,7,13,69,267,199,44,29,15,662,12,0,8,3,8,14,49,253,245,73,57,10,734,4,0,8,3,0,10,21,75,135,85,50,8,393,17,9,29,28,22,36,142,321,226,79,43,42,992,11,8,47,11,3,9,23,42,7,4,3,43,215,377,161,885,473,360,760,1971,3740,1854,480,290,344,11691
50603,28,32,20,30,197,623,204,42,27,27,1271,21,4,18,22,13,15,110,446,222,55,16,14,948,18,0,13,6,5,12,57,233,127,27,23,14,530,7,0,3,12,0,4,32,201,149,66,26,10,510,10,0,3,7,0,0,18,69,91,35,29,8,271,24,3,33,30,16,15,85,316,164,49,30,23,797,9,3,36,17,5,9,10,20,7,11,6,40,166,399,110,741,547,258,363,1363,3549,1493,384,233,315,9747
50604,9,16,18,56,251,504,183,12,8,22,1106,21,7,7,17,3,27,140,428,179,15,6,14,869,7,3,6,3,5,8,45,156,117,11,6,6,373,11,0,7,13,4,9,40,144,132,27,3,13,399,5,6,6,3,3,6,14,55,78,19,6,7,202,25,0,16,20,20,24,114,292,130,21,8,31,702,11,0,20,15,4,7,24,33,11,0,4,47,173,328,87,425,484,282,540,1993,3271,1173,149,72,316,9132
50605,3,10,12,13,56,231,87,14,10,9,450,10,0,4,3,3,13,38,172,99,12,8,8,363,5,0,9,3,3,5,16,72,54,11,3,3,184,0,0,0,0,0,0,13,72,69,12,3,7,185,8,0,4,3,3,3,0,19,39,11,15,0,105,15,0,3,8,4,9,30,120,82,16,4,10,299,4,0,5,3,0,0,7,15,7,0,0,15,51,162,24,160,169,91,152,436,1259,623,98,55,94,3319
50606,0,3,3,6,16,110,20,4,3,5,181,3,0,0,0,3,0,13,75,23,4,3,0,133,0,0,3,6,0,0,3,29,17,0,0,0,60,5,0,0,0,0,0,3,22,21,3,0,0,63,0,0,3,0,0,0,0,18,8,3,5,4,35,15,0,0,0,0,3,7,40,10,12,0,7,97,3,0,0,0,0,0,0,6,3,0,0,3,16,89,4,20,36,28,36,132,543,161,39,20,37,1157
50607,7,8,11,16,157,298,124,36,31,10,712,12,0,6,5,4,22,100,284,141,62,49,15,704,8,0,0,9,5,9,28,122,76,31,19,6,323,10,0,0,9,6,6,39,147,145,87,106,13,566,9,0,0,4,0,4,10,36,79,66,134,0,355,10,4,10,17,6,14,62,132,110,61,59,19,504,5,9,14,6,0,8,14,16,5,0,3,19,108,289,76,343,271,125,246,1046,1757,943,413,481,178,6168
50701,5,8,15,40,144,519,254,21,18,12,1069,16,0,3,15,7,25,95,509,286,35,17,15,1021,15,0,6,9,4,12,45,221,210,34,14,12,567,9,0,7,5,6,9,26,193,229,64,33,9,592,8,0,3,4,3,3,4,60,108,46,43,6,295,25,3,23,17,15,30,70,275,205,52,19,38,764,15,11,34,13,8,7,18,29,8,3,6,61,202,330,91,562,434,233,407,1175,3336,1770,324,190,270,9130
50702,3,5,7,26,75,139,126,46,24,12,491,4,0,3,4,8,19,50,123,99,78,50,15,451,8,0,3,4,0,5,18,49,73,32,27,3,224,12,3,6,0,0,10,19,46,77,81,94,3,351,0,0,0,3,0,0,4,11,43,47,119,4,235,12,3,10,19,10,16,35,72,101,61,66,12,417,9,10,37,12,4,4,6,11,4,5,8,19,123,221,119,532,267,135,226,509,810,715,425,447,166,4582
50703,3,4,7,27,107,192,19,8,3,0,383,5,0,0,5,4,15,54,162,20,0,0,8,282,4,0,0,3,0,0,33,96,13,5,0,0,147,0,0,0,0,0,4,6,47,21,0,0,0,89,0,0,0,0,0,0,9,31,3,0,4,0,51,3,0,9,7,12,9,65,121,16,3,0,12,268,3,6,7,11,0,10,12,9,3,0,0,17,69,98,36,214,188,141,338,932,1245,138,23,19,86,3462
50704,11,13,17,30,102,379,244,75,41,7,958,25,0,10,10,9,22,64,282,240,99,78,10,862,18,0,6,3,3,5,35,141,178,85,49,9,533,14,0,4,6,3,11,33,151,189,124,169,13,719,13,0,4,7,0,7,11,58,147,109,219,3,583,19,0,11,18,10,14,44,173,180,108,86,14,679,15,4,39,3,6,4,13,25,16,5,9,35,172,397,71,501,296,187,270,803,2196,1667,751,726,226,8090
50705,6,15,13,93,305,752,118,21,14,20,1375,15,0,3,4,10,68,204,593,127,16,6,15,1072,7,0,0,3,8,32,67,268,83,11,8,10,501,14,0,5,0,10,33,55,267,95,18,6,8,517,9,3,4,3,5,9,18,118,66,11,14,3,257,9,0,16,21,35,109,180,553,162,27,9,40,1155,9,3,22,20,3,17,34,32,6,0,4,51,205,291,64,406,432,336,1038,2561,4661,847,132,87,290,11135
50901,34,57,53,84,199,152,20,3,4,25,724,63,12,28,38,30,47,90,110,16,3,0,18,457,24,3,14,13,12,19,47,81,13,0,4,3,231,29,3,16,11,16,14,41,40,17,3,0,7,203,22,0,3,12,6,7,18,23,6,0,4,8,111,52,0,22,40,26,61,93,87,17,0,4,16,419,18,5,25,21,15,12,18,4,3,5,0,31,156,718,153,660,767,498,796,1297,890,127,19,39,241,6201
50902,45,58,55,99,89,70,7,4,3,39,618,84,6,30,36,43,57,79,54,11,3,9,28,448,40,4,15,26,17,27,37,28,3,0,3,5,200,47,3,10,14,13,28,28,30,8,0,5,11,204,36,6,7,12,6,4,15,15,4,5,5,4,117,72,8,33,37,30,45,67,51,16,3,0,27,390,28,8,27,22,10,5,10,12,0,0,6,35,157,1006,210,682,597,431,621,680,417,73,22,43,289,5071
50903,11,31,20,36,33,15,3,0,0,21,253,48,5,12,28,27,21,23,21,8,0,0,10,209,25,0,3,7,12,8,9,10,0,0,0,3,85,24,7,7,3,3,13,5,10,0,0,0,6,76,11,3,0,5,3,3,4,8,4,0,0,0,40,32,6,11,11,16,11,18,6,3,0,0,12,141,5,3,10,9,8,3,0,0,0,0,0,12,49,462,73,285,342,249,267,172,100,22,0,11,140,2118
51001,75,68,47,76,79,107,61,40,40,66,846,119,23,51,71,40,70,73,80,80,55,41,71,777,63,9,20,41,32,40,37,59,50,31,37,30,447,88,18,35,58,34,36,39,41,48,40,87,57,575,47,4,23,25,12,25,27,29,28,27,87,34,368,100,48,85,61,31,54,55,54,47,44,50,63,686,42,9,30,32,13,5,13,16,6,3,19,84,264,1330,480,898,667,378,493,518,583,417,270,430,649,7106
51002,69,44,34,49,42,64,37,18,22,50,546,210,28,108,42,36,38,57,76,50,20,48,83,792,71,3,63,24,12,30,28,50,29,13,18,33,369,239,21,189,36,33,37,63,75,71,34,57,89,948,247,29,217,38,29,39,26,38,38,24,71,76,884,103,14,60,20,19,37,22,40,28,16,16,40,414,31,3,11,9,5,3,0,4,3,3,3,32,108,1185,150,835,327,222,328,347,422,286,139,256,490,4993
51003,48,32,29,60,80,66,36,22,46,69,666,512,24,63,80,30,50,75,107,78,32,87,95,1235,156,19,31,38,16,28,41,68,43,24,49,45,543,507,39,48,80,35,47,80,64,55,48,121,123,1251,591,27,61,77,40,31,40,66,64,44,131,92,1265,216,17,34,21,17,31,35,43,37,16,31,72,577,31,3,11,6,4,0,3,8,8,4,17,43,139,2427,185,447,448,210,336,492,539,358,215,520,628,6808
51101,7,18,20,34,49,40,3,0,0,15,226,27,0,0,11,6,27,49,39,5,0,0,5,172,21,4,0,4,3,14,17,26,0,0,0,6,98,12,0,9,10,3,19,21,22,12,0,0,0,101,8,0,0,4,4,17,11,12,9,0,0,3,61,16,0,10,19,6,17,25,27,11,0,0,7,148,3,3,15,9,6,8,4,3,0,0,0,11,60,270,35,166,219,167,284,356,218,43,8,7,81,1860
51102,19,23,8,33,35,23,11,3,3,9,216,34,0,15,22,8,30,27,26,10,3,19,17,201,5,0,5,12,8,9,9,11,22,4,7,4,92,12,3,4,5,6,6,7,12,12,5,19,16,112,20,0,8,5,4,3,3,8,11,5,27,10,109,22,3,11,16,13,8,19,14,16,4,4,16,157,15,5,12,4,0,4,4,0,0,0,6,31,89,271,34,188,223,115,163,215,140,112,33,110,158,1767
51103,46,77,68,131,178,116,30,7,4,50,783,93,9,36,70,51,96,141,155,48,14,3,26,736,31,0,7,19,17,44,88,93,40,5,3,7,362,57,5,19,47,31,54,88,118,56,27,10,21,530,32,4,15,26,14,24,35,59,44,23,6,17,302,63,3,31,40,20,57,88,80,46,21,3,27,481,53,8,26,9,13,9,13,5,3,0,0,51,202,687,108,456,569,374,682,941,771,291,115,47,306,5349
51104,28,51,56,75,236,127,12,0,4,34,726,80,3,13,29,50,65,155,115,17,0,5,30,571,23,3,10,14,23,20,45,81,18,3,3,5,250,42,3,10,9,16,18,37,62,18,3,3,18,242,17,0,6,0,9,13,28,21,10,4,10,9,128,39,8,46,39,36,67,135,124,18,3,0,35,547,25,4,39,18,14,12,11,10,0,0,5,52,189,708,138,631,666,564,848,1375,792,127,18,61,332,6264
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,4,11,23,24,49,19,4,3,0,3,137,3,0,0,7,4,13,19,13,8,0,0,3,71,0,0,0,4,3,6,6,10,0,0,0,3,26,6,0,3,4,3,4,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,21,23,23,18,9,0,0,0,3,111,0,5,10,15,14,9,3,0,0,0,0,15,77,76,63,192,376,316,418,294,110,15,3,3,80,1939
60102,3,19,18,80,171,127,18,0,0,8,466,16,0,4,11,8,30,102,109,23,4,0,0,315,8,0,0,0,5,10,43,56,11,3,0,4,148,8,0,3,0,3,9,15,51,29,0,0,3,119,0,0,0,3,0,0,8,23,7,0,0,0,47,11,0,9,27,24,61,73,67,12,3,0,11,299,9,6,23,8,14,22,8,3,3,0,4,27,136,213,169,408,459,339,865,1222,737,139,28,20,127,4714
60103,18,36,35,128,231,85,7,0,0,9,565,3,0,4,7,16,44,138,48,11,0,0,10,285,3,0,0,3,9,20,36,32,3,0,0,0,109,3,0,3,3,3,11,26,16,3,0,0,0,67,3,0,3,3,3,12,3,3,0,0,0,0,28,11,0,17,33,32,60,105,53,5,3,0,12,340,7,18,43,39,19,27,21,6,0,0,4,38,217,273,305,874,903,681,1418,1823,521,47,22,24,207,7096
60104,4,7,8,26,120,120,21,3,0,6,321,11,0,0,3,0,19,76,95,7,0,3,0,222,5,0,0,3,3,5,21,35,9,3,0,3,91,3,0,0,0,0,3,14,37,16,8,0,3,86,0,0,0,0,0,0,8,11,8,7,0,0,35,0,3,4,8,4,18,51,53,24,5,0,14,173,3,3,9,7,8,5,8,3,0,0,0,12,50,88,64,166,218,115,298,853,622,112,36,10,74,2658
60105,14,30,38,107,215,247,93,21,7,7,808,13,0,5,15,12,55,121,178,112,29,12,9,565,4,0,7,0,5,9,55,117,49,11,12,8,271,7,0,5,4,3,16,29,105,87,42,17,14,330,7,0,0,3,0,3,7,42,41,21,27,3,157,13,4,13,28,18,33,103,146,87,33,19,10,512,7,14,17,19,12,13,13,10,5,3,0,10,124,267,171,464,706,530,988,1430,1414,658,215,133,155,7148
60106,0,5,4,23,44,30,0,0,0,3,125,7,0,0,3,0,7,17,30,0,0,0,0,72,3,0,0,0,0,0,13,7,0,0,0,0,30,4,0,0,0,0,4,8,0,0,0,0,0,22,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,4,9,14,20,15,0,0,0,0,72,0,0,4,4,9,5,3,0,0,0,0,7,30,92,18,62,131,115,233,369,161,8,5,4,31,1233
60201,10,45,80,208,324,106,14,0,3,9,817,12,3,5,20,44,106,179,97,12,0,3,12,492,4,0,5,7,12,25,71,47,4,0,0,3,180,4,0,9,5,7,23,58,50,17,4,0,3,179,5,0,0,3,4,9,21,30,16,7,3,4,93,15,3,23,52,59,111,169,75,11,7,0,18,546,13,12,52,50,30,30,24,12,3,0,8,59,294,386,321,992,1723,1320,2107,2226,730,126,27,37,302,10307
60202,9,17,14,27,18,11,0,0,0,9,124,12,0,3,3,0,22,18,5,3,0,0,0,63,3,0,0,0,0,3,11,7,3,0,0,7,33,10,0,4,8,0,5,4,0,0,0,0,0,33,0,0,3,0,0,0,3,3,0,0,0,0,9,8,3,3,13,8,15,25,4,3,0,0,6,93,0,3,5,8,0,3,0,0,0,0,0,15,40,187,51,177,297,226,336,215,59,12,3,4,77,1632
60203,18,31,33,59,33,3,0,0,0,13,246,33,4,12,16,10,24,35,3,3,0,0,10,141,14,0,11,5,4,4,6,0,0,0,0,3,52,14,0,0,4,8,10,12,4,0,0,0,5,58,4,0,0,3,3,0,5,4,0,0,0,0,26,28,5,15,37,33,34,16,11,0,0,0,21,208,6,3,15,24,3,8,7,0,0,0,5,17,95,535,160,495,734,526,543,311,64,16,4,10,159,3562
60301,9,11,5,3,12,0,0,0,0,4,65,12,0,7,3,6,3,3,0,0,0,0,0,37,9,0,0,3,3,0,0,3,0,0,0,0,18,3,0,3,0,0,0,3,0,0,0,0,3,14,4,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,11,3,7,6,0,0,0,4,3,47,5,0,3,5,0,0,0,0,0,0,0,9,20,171,32,93,134,75,83,66,19,0,0,3,46,731
60302,3,9,4,32,32,10,3,0,0,0,113,13,0,5,3,5,14,21,14,0,0,0,3,74,7,0,3,3,0,0,3,3,3,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,3,3,0,0,0,0,14,12,0,9,9,11,22,13,4,0,0,0,0,79,6,0,3,5,4,4,3,0,0,0,3,8,40,172,17,113,148,174,285,280,55,15,4,11,41,1310
60303,3,7,11,14,6,0,0,3,0,3,56,9,0,0,3,0,7,4,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,8,7,0,0,5,10,7,0,3,0,0,0,0,38,0,0,3,3,3,4,0,0,0,0,0,5,16,99,15,63,139,117,106,39,11,0,3,7,26,616
60401,14,37,51,92,99,27,0,0,0,10,342,7,0,6,21,22,53,50,19,4,0,0,3,195,3,0,0,5,9,25,17,10,3,0,0,0,72,6,0,6,5,6,10,22,9,4,0,0,8,83,3,0,3,7,0,6,7,3,0,0,3,0,34,7,7,14,28,41,69,54,6,0,0,0,13,241,11,14,30,40,25,24,11,5,0,0,3,37,201,245,211,710,1137,936,1208,621,138,22,6,13,176,5410
60402,11,31,44,107,113,24,0,0,0,6,353,9,0,10,13,29,43,60,22,0,0,0,8,191,0,0,0,5,6,16,19,10,0,0,0,0,62,3,4,0,9,4,18,17,11,0,0,0,4,74,3,0,3,0,3,5,11,3,3,0,3,3,36,11,8,15,25,32,78,60,15,3,0,0,12,259,12,7,27,16,23,20,5,0,0,0,0,34,154,234,152,501,763,726,1304,735,166,18,7,15,157,4778
60403,21,39,22,31,9,4,0,0,0,15,195,65,4,16,20,13,22,8,3,0,0,0,11,161,31,0,3,7,9,10,8,0,0,0,0,8,67,28,0,8,4,3,7,7,0,0,0,0,7,70,7,0,0,3,8,0,0,0,0,0,3,0,30,20,3,20,17,20,26,11,0,0,0,0,3,120,11,0,12,9,3,8,0,0,0,0,0,13,55,425,65,331,392,202,218,84,18,3,0,10,107,1858
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,8,8,16,54,65,186,142,94,99,33,737,35,0,0,4,15,32,64,212,212,130,139,81,917,5,0,5,9,7,25,22,66,122,81,70,11,423,73,0,3,7,3,31,42,84,218,157,281,115,1015,27,0,3,0,4,7,29,37,99,166,349,37,761,14,3,7,4,7,37,35,56,93,79,129,25,500,10,0,0,0,3,3,3,5,9,10,5,46,100,346,88,96,79,111,281,449,940,1059,811,1180,423,5852
70102,8,14,14,77,130,281,211,65,49,21,899,26,4,6,6,8,95,115,238,256,112,77,19,955,11,0,0,5,6,55,62,145,165,77,50,7,584,10,4,0,7,7,41,61,108,192,141,151,17,735,10,0,5,9,3,10,35,45,110,130,170,13,536,20,12,36,14,15,52,61,125,145,82,64,39,667,21,14,9,9,9,11,8,7,14,3,6,42,144,372,230,335,262,161,560,821,1464,1368,716,633,270,7188
70103,0,3,12,11,17,36,30,22,4,3,148,19,0,10,0,3,6,16,36,41,26,21,9,196,12,0,0,0,0,5,11,13,27,24,14,0,107,15,3,0,0,4,3,9,17,32,22,31,6,139,7,0,3,3,0,3,6,16,23,18,41,3,119,9,0,0,0,3,0,7,22,29,17,13,3,112,7,0,0,5,0,0,5,3,0,4,3,6,28,168,12,45,36,58,66,148,191,236,152,158,52,1330
70104,9,9,6,94,52,171,190,85,34,22,686,21,0,3,8,8,78,35,149,242,146,59,18,759,7,0,0,0,10,51,22,77,123,83,52,12,446,35,0,3,0,0,42,18,73,166,145,117,32,625,25,0,3,4,0,11,5,37,111,145,123,21,489,22,5,22,9,5,46,23,77,103,78,47,22,453,20,14,12,7,0,0,3,14,13,3,7,40,137,333,197,245,134,68,397,320,951,1165,782,489,232,5321
70201,28,47,15,43,85,149,84,27,18,73,767,156,18,26,28,12,23,53,121,110,44,27,66,677,66,8,15,8,3,4,17,75,54,32,17,31,323,88,6,12,10,4,10,19,59,67,36,41,41,385,63,7,8,3,0,0,11,23,38,20,37,36,233,148,31,33,16,8,13,18,66,60,35,17,61,520,44,15,19,4,3,8,10,10,4,3,11,46,174,1595,354,425,310,137,222,428,743,556,226,188,587,5768
70202,12,12,9,13,3,7,3,0,3,27,169,33,6,11,9,3,3,5,14,4,0,0,20,110,19,0,3,6,0,4,0,8,0,3,0,9,61,26,0,0,7,0,0,4,0,5,0,0,8,61,9,0,0,5,0,0,0,3,5,0,0,5,21,20,6,21,8,3,3,3,3,3,0,0,18,82,3,0,3,0,0,5,0,0,0,0,3,11,31,360,73,144,64,34,65,45,53,24,6,11,154,1033
70203,28,12,11,4,10,3,0,0,3,23,320,124,17,13,15,3,3,10,7,0,0,5,27,227,61,8,10,7,0,0,0,0,0,0,0,8,107,83,7,5,10,0,3,7,0,3,0,0,11,135,41,3,3,3,3,0,4,0,3,0,5,15,85,122,33,28,6,4,6,3,5,0,0,0,25,245,45,5,10,5,3,3,3,4,0,0,9,48,135,1447,305,232,132,56,54,58,36,19,3,27,254,2626
70204,26,26,10,3,4,9,3,0,0,40,285,157,23,18,14,3,10,3,3,7,5,4,45,289,100,16,10,8,4,3,3,0,3,3,3,21,177,145,45,12,9,7,3,0,3,0,0,3,31,242,118,43,9,5,0,3,0,0,0,0,0,20,192,103,18,15,24,9,4,3,3,0,0,0,35,224,128,21,4,3,6,0,0,0,0,0,0,123,282,1178,237,149,168,56,42,28,25,34,13,17,399,2352
70205,29,17,12,58,17,28,24,4,4,47,357,78,10,24,13,11,51,24,44,15,8,5,31,311,48,0,15,11,5,47,8,13,11,7,3,23,186,46,0,5,4,6,26,10,32,21,8,7,14,179,24,0,3,3,4,8,3,13,13,4,4,15,92,112,14,51,25,8,26,15,25,17,12,3,48,358,45,6,11,7,3,3,3,7,0,0,3,21,101,898,131,302,186,126,290,138,223,130,51,42,316,2842
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,20,29,19,50,289,702,228,33,23,20,1447,18,4,6,21,18,29,202,658,251,54,30,20,1317,12,0,3,4,7,21,70,352,223,50,26,13,778,16,3,9,4,11,11,51,259,254,77,32,12,731,10,0,4,3,0,3,34,68,111,72,35,10,354,25,5,33,28,12,24,65,241,170,39,26,33,699,7,7,19,15,0,3,16,22,7,3,6,44,145,396,293,754,558,264,432,1624,3688,1603,424,220,344,10597
80103,0,5,3,6,0,9,5,0,0,0,21,0,0,0,0,0,0,3,12,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,3,0,3,3,0,10,0,0,0,0,0,3,0,5,0,0,0,5,13,0,0,5,0,0,0,0,0,0,0,0,0,6,18,6,33,29,34,37,10,48,14,3,3,10,246
80104,8,20,5,59,223,457,235,85,22,17,1147,3,0,5,12,10,80,165,423,323,107,44,12,1178,0,0,3,6,0,43,87,221,189,84,16,3,659,9,0,8,7,9,40,126,159,257,159,45,5,824,5,0,0,5,0,11,86,63,116,130,61,7,482,3,6,8,13,15,25,92,163,96,68,38,26,547,0,4,7,3,0,0,13,13,9,3,0,15,64,126,75,199,183,119,393,1452,2350,1539,730,288,153,7621
80105,12,20,20,63,186,575,240,64,43,20,1277,30,0,20,16,9,50,103,502,348,108,59,30,1269,5,0,4,6,4,23,38,230,221,67,42,12,659,11,0,6,7,9,27,49,237,323,161,120,14,956,11,0,3,7,5,12,28,90,159,118,156,7,581,14,8,22,14,10,41,58,152,188,76,90,21,688,7,19,31,0,3,7,4,14,13,7,9,31,151,347,350,665,346,223,553,992,2682,1895,750,619,269,9685
80106,7,3,3,15,69,237,149,38,25,19,597,15,0,3,4,3,13,55,286,208,102,53,14,762,3,0,0,0,0,9,5,133,110,40,26,0,337,4,3,0,3,0,15,12,147,157,147,132,17,640,9,0,0,3,0,0,5,58,77,102,198,6,459,6,0,4,4,3,8,21,52,80,56,61,11,301,6,0,7,0,0,0,3,5,4,3,12,22,62,185,133,240,149,64,148,319,1234,925,546,565,137,4641
80107,10,17,9,34,81,480,164,32,8,16,886,23,3,10,10,13,13,66,414,232,32,15,11,832,8,0,0,4,4,18,30,194,158,27,9,8,456,5,0,3,0,0,8,34,165,183,40,16,4,473,8,0,0,8,3,0,11,60,80,40,16,5,236,15,4,24,28,17,31,41,141,80,24,6,26,432,8,10,6,9,3,0,0,22,0,0,4,30,97,263,253,624,405,195,262,570,2466,1140,234,97,227,6735
80108,9,4,6,17,24,90,52,14,3,3,228,7,0,0,6,6,8,13,78,70,16,8,0,201,0,0,0,0,4,10,12,39,49,11,4,7,130,3,0,0,0,0,7,3,31,63,21,5,0,141,0,0,0,0,3,0,7,27,26,18,13,0,92,4,9,4,4,0,7,6,30,24,15,13,3,118,5,4,11,0,0,0,6,7,0,0,0,6,41,77,98,213,103,72,129,190,480,356,95,62,54,1919
80109,5,12,17,44,150,240,120,19,11,13,641,12,0,0,3,7,15,104,232,159,46,27,18,624,9,0,0,0,0,11,45,113,88,32,22,4,320,9,0,0,0,4,5,39,86,164,52,46,3,407,3,0,0,3,0,5,10,39,77,51,71,0,271,7,3,0,8,7,13,22,61,66,18,21,6,245,4,7,10,7,7,0,5,4,7,0,3,22,73,143,173,228,161,125,251,757,1093,809,252,226,148,4382
80110,3,0,0,0,8,18,8,0,0,0,38,0,0,0,3,0,0,11,24,20,3,6,0,62,0,0,0,0,0,0,7,9,15,3,0,0,29,0,0,0,0,0,0,3,3,10,10,11,0,40,0,0,0,0,0,0,0,3,6,10,4,0,24,0,0,0,0,0,0,0,5,5,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,15,67,91,68,28,24,3,322
