SA3_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
21701,0,0,0,4,0,5,0,3,0,6,25,25,48,3,46,9,159,1236,449,1073,84,282,146,3274,8,34,137,9,91,114,382,11,31,37,4,5,0,87,136,180,166,32,28,4,550,318,90,250,6,26,4,700,247,25,131,0,18,0,425,364,34,124,7,15,3,551,208,9,66,5,8,3,293,41,3,13,0,0,0,60,5,0,3,0,0,4,12,3,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,3,3,0,4,0,0,0,6,21,16,48,8,31,7,126,1367,418,987,74,228,135,3209
21703,0,0,3,6,0,15,0,0,0,23,26,20,88,4,54,8,207,1105,382,1123,65,333,184,3192,8,17,150,4,116,141,437,3,21,24,5,13,0,61,53,173,124,16,42,11,421,196,77,222,23,37,8,557,230,30,174,8,24,3,462,386,7,159,5,17,3,570,275,3,79,0,15,0,373,74,3,35,0,6,0,117,7,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,0,5,0,3,0,16,36,23,61,8,61,8,194,1277,350,1035,71,331,169,3238
21704,0,0,3,8,0,18,0,3,0,29,31,42,53,9,51,12,191,2336,747,1321,85,303,208,4998,4,42,151,8,107,102,409,8,32,20,4,9,0,69,86,288,114,21,28,4,542,264,105,184,48,36,3,648,313,65,166,9,16,4,561,623,64,200,12,28,4,926,861,13,210,4,22,7,1114,461,6,95,3,15,0,578,59,0,15,0,4,0,80,6,0,3,0,0,0,12,0,0,3,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,8,0,0,0,18,43,37,40,13,42,10,187,2745,649,1210,121,307,137,5171
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,0,0,13,8,0,5,0,0,0,16,35,59,52,12,13,6,177,2855,884,1429,114,148,83,5519,3,52,69,5,9,50,182,0,71,0,8,7,4,84,4,288,24,18,5,0,343,13,200,43,31,16,0,299,16,52,49,4,9,4,128,38,66,70,9,28,0,209,422,44,234,22,12,10,739,1608,29,518,4,16,7,2187,802,4,167,0,3,0,979,202,0,36,0,0,0,240,68,0,12,0,0,0,88,21,0,3,0,0,0,26,17,0,4,0,0,0,21,11,0,3,0,0,0,12,53,45,47,3,3,15,167,3269,848,1279,107,114,86,5695
30102,0,0,20,35,0,12,0,4,3,56,65,49,56,10,23,12,221,4221,615,1661,225,186,146,7050,4,37,97,5,11,67,227,3,49,12,10,0,0,73,10,269,46,18,10,0,356,62,100,114,85,24,6,394,145,49,103,12,4,4,314,354,34,173,60,10,3,638,376,21,237,10,12,0,649,1626,27,459,12,21,3,2148,1694,3,231,3,9,5,1952,333,0,66,0,3,0,404,105,0,19,0,0,0,121,38,0,13,0,0,0,55,21,0,7,0,0,0,30,49,0,10,0,3,0,61,86,39,76,14,23,15,250,4915,614,1660,227,133,121,7668
30103,0,0,15,19,0,11,0,0,0,36,57,60,52,9,11,20,210,4283,969,1643,154,193,100,7340,14,38,65,3,13,46,169,3,89,7,7,0,0,102,6,348,27,6,9,4,398,17,169,51,8,7,3,251,35,62,48,8,4,4,159,126,83,88,15,4,0,309,423,62,214,23,9,9,736,2256,31,554,17,51,12,2926,1024,5,176,4,4,3,1223,407,0,50,0,0,0,458,196,3,6,0,0,0,214,48,0,6,0,0,0,57,19,0,0,0,0,0,24,24,3,11,0,0,0,34,55,48,41,6,10,16,173,4653,946,1338,94,110,94,7229
30201,0,0,4,10,0,5,0,0,0,9,28,5,25,7,15,7,85,1724,130,794,44,209,66,2970,7,12,40,3,0,31,97,0,5,0,3,0,0,6,9,50,10,3,5,0,67,14,23,21,3,3,0,69,4,13,43,0,14,0,75,34,28,34,3,169,0,269,254,16,159,14,64,3,512,1163,13,278,29,56,10,1547,588,0,70,0,13,3,673,202,0,26,0,0,0,227,55,0,4,0,0,0,56,14,0,0,0,0,0,21,5,0,0,0,0,0,5,5,0,3,0,0,0,10,34,7,30,11,18,0,101,2384,165,724,73,352,50,3743
30202,0,0,14,19,0,5,0,3,3,29,80,91,56,11,32,17,292,5011,1425,1921,128,394,114,8993,6,82,81,0,10,44,227,0,109,7,9,0,0,122,26,462,42,33,25,5,597,41,272,67,24,65,4,474,68,97,87,16,50,3,312,254,96,137,18,52,5,560,1085,72,365,21,61,3,1609,3101,46,630,22,36,9,3845,1124,9,162,0,11,3,1305,257,0,64,0,3,3,323,93,5,12,0,0,0,111,40,0,5,0,0,0,52,15,0,6,0,0,0,22,13,0,3,0,0,0,16,70,90,59,19,16,9,259,6196,1334,1731,159,334,88,9835
30203,0,0,0,10,0,5,0,0,0,16,38,31,41,9,8,7,136,3141,617,1106,117,98,63,5141,3,30,51,3,4,43,135,3,66,4,3,0,0,78,8,221,22,9,0,3,261,37,101,48,34,10,3,240,44,33,46,18,4,0,139,184,25,98,11,11,3,319,811,32,225,26,13,3,1107,2088,14,319,7,25,14,2472,753,0,102,0,7,5,866,196,0,19,0,5,0,225,42,0,11,0,3,0,53,15,0,3,0,0,0,16,11,0,0,0,0,0,12,12,0,3,0,0,0,16,52,44,40,36,12,8,191,4264,568,982,147,91,78,6131
30204,0,0,3,17,0,3,0,0,0,20,53,66,54,4,11,15,203,3480,1076,1328,106,264,112,6364,8,36,45,3,9,37,152,0,81,3,7,3,0,94,22,370,33,3,7,6,439,70,203,57,43,26,5,412,71,80,52,0,21,7,230,196,63,98,27,101,12,496,855,91,246,18,50,5,1265,2601,41,453,20,47,14,3177,529,4,76,0,11,0,617,84,0,18,0,0,0,99,30,0,8,0,0,0,38,12,0,4,0,0,0,20,5,0,0,0,0,0,5,6,0,0,0,0,0,10,56,75,32,16,11,27,217,4536,1041,1128,151,285,112,7247
30301,0,0,10,22,0,6,0,0,0,27,40,37,31,3,4,10,121,2989,625,1075,66,90,78,4917,8,25,52,3,6,44,129,0,40,7,0,0,0,49,4,192,19,3,6,3,230,17,104,34,3,5,0,164,15,50,21,7,5,3,108,59,52,27,7,4,0,151,200,35,107,3,4,0,352,1443,28,328,11,20,5,1839,1105,4,184,0,10,8,1306,388,0,53,0,0,3,449,147,0,24,0,0,0,171,59,0,8,0,0,0,65,29,0,3,0,0,0,29,31,0,6,0,4,0,39,46,23,38,0,11,8,129,3550,555,906,42,72,71,5198
30302,0,0,21,39,0,16,0,0,0,69,89,93,76,12,19,21,308,7296,1667,2840,155,200,149,12306,11,117,97,12,12,54,297,5,181,3,5,3,0,195,28,740,80,25,3,14,885,128,195,148,63,8,7,553,117,85,94,9,3,0,315,485,71,209,11,15,3,793,1824,45,479,11,25,14,2387,3316,31,663,6,31,13,4069,1726,6,352,7,13,3,2112,522,0,93,3,4,3,630,171,0,52,0,3,0,231,116,0,38,0,0,0,152,44,0,8,0,4,0,53,48,0,22,0,0,0,73,116,78,83,20,9,12,319,8660,1561,2410,178,136,127,13069
30303,3,0,14,5,0,9,0,12,0,26,49,49,78,10,24,17,237,3448,880,1770,128,534,120,6868,9,43,103,8,7,59,237,3,52,3,4,0,0,69,19,295,77,16,15,0,415,32,178,74,25,85,3,401,41,68,65,22,69,3,266,65,85,95,15,75,0,341,321,49,179,15,74,4,648,2224,31,605,31,86,15,2991,994,8,253,7,36,5,1300,335,12,76,0,13,0,436,108,3,37,0,3,0,155,28,0,13,0,5,0,47,9,0,5,0,3,0,19,9,0,3,0,6,0,23,77,26,81,19,23,9,237,4281,852,1683,164,496,102,7575
30304,0,0,3,4,0,6,0,0,0,16,32,39,42,9,12,9,146,2221,561,1131,87,129,84,4219,4,32,49,3,3,28,119,0,59,4,0,0,0,64,27,206,50,10,9,0,303,36,103,55,16,14,0,224,37,32,61,9,6,0,142,112,29,86,10,6,0,247,432,34,189,15,19,3,684,1199,12,298,5,25,12,1547,541,0,140,5,12,0,702,127,0,38,0,5,0,171,55,0,21,0,0,0,78,20,0,3,0,0,0,29,6,0,3,0,0,0,11,6,0,3,0,0,0,10,45,26,49,8,3,6,136,2651,533,1052,75,94,55,4464
30305,0,0,0,5,0,3,0,0,4,14,51,26,49,4,11,10,148,2982,478,1036,91,161,69,4819,7,16,59,5,5,30,123,4,20,3,0,0,0,29,14,113,28,3,22,3,183,17,95,41,5,14,0,172,15,44,40,4,5,0,102,47,35,67,6,19,0,181,418,88,178,9,29,3,724,2114,12,407,28,58,15,2634,795,0,99,0,12,0,902,166,0,25,0,0,0,190,41,0,9,0,0,0,52,5,3,0,0,0,0,16,4,0,3,0,0,0,8,8,0,7,0,0,0,12,54,24,45,11,15,7,163,3719,462,1014,71,173,64,5498
30306,0,0,5,18,0,8,0,0,0,19,54,17,87,19,20,15,213,2527,272,1346,117,251,86,4595,10,11,107,5,6,33,165,0,13,3,12,0,0,32,20,72,71,6,14,0,183,25,36,60,9,40,0,169,21,21,49,9,21,3,121,33,36,63,10,8,0,147,227,23,135,14,21,7,423,1698,23,426,27,86,14,2272,607,3,174,10,27,3,813,147,3,70,0,9,0,222,57,0,22,0,4,0,81,6,0,12,0,0,0,22,0,0,6,0,0,0,11,3,0,3,0,0,0,5,53,20,64,4,18,3,168,2903,259,1253,90,247,66,4822
30401,0,0,11,11,0,3,0,0,0,11,21,0,21,3,3,4,46,1368,26,491,26,62,44,2015,0,0,31,4,4,15,62,0,0,0,0,0,0,4,3,5,11,3,0,0,18,3,6,15,3,0,0,23,3,0,12,0,3,0,24,7,0,23,0,9,0,41,61,7,45,6,9,3,129,770,3,186,5,17,3,980,372,0,79,0,0,0,456,152,0,28,0,0,0,179,68,0,6,0,0,0,77,20,0,3,0,0,0,21,9,0,3,0,0,0,17,10,0,7,0,0,0,13,29,3,29,3,3,0,70,1510,31,468,27,47,30,2107
30402,0,0,40,42,0,15,0,0,0,52,25,0,38,8,6,0,69,1425,23,614,51,58,53,2222,0,0,54,3,7,47,113,0,0,0,3,3,0,10,4,0,17,7,0,0,27,9,0,16,4,5,3,38,5,0,27,11,0,0,38,6,0,28,0,5,0,44,44,0,38,3,13,0,95,471,5,137,3,12,4,629,455,3,105,0,4,0,572,222,0,30,0,0,0,257,122,0,24,0,0,0,146,74,0,16,0,4,0,89,26,0,9,0,0,0,32,32,0,11,0,0,0,43,16,0,20,9,4,3,48,1488,15,538,40,49,56,2189
30403,0,0,52,79,0,12,0,0,0,95,84,20,59,7,11,18,203,5082,301,1886,84,152,114,7627,7,17,113,3,6,48,196,4,38,3,5,0,0,48,27,116,55,6,9,0,213,105,41,72,4,10,0,243,71,17,85,3,4,0,175,130,9,113,3,11,0,268,709,8,213,4,20,3,953,2101,3,420,3,27,4,2563,1399,0,287,0,22,0,1706,566,3,133,0,13,0,720,249,0,54,0,6,4,312,160,0,32,0,6,0,202,80,0,16,0,0,0,100,107,0,47,0,3,0,155,64,16,62,6,7,7,154,5778,275,1705,36,137,70,8006
30404,0,0,5,9,0,4,0,4,0,11,27,46,20,8,24,3,130,2356,934,838,59,565,55,4813,3,37,45,4,5,29,127,0,66,0,3,0,0,73,9,282,25,3,11,3,327,13,165,36,46,14,4,276,9,76,27,9,20,0,149,53,87,41,7,267,3,462,290,55,119,4,203,0,674,1252,30,251,3,54,3,1591,745,3,123,0,17,0,891,228,3,33,0,4,0,273,93,0,9,0,4,0,100,35,0,9,0,0,0,41,11,0,0,0,0,0,12,9,0,7,0,0,0,17,32,41,31,18,19,5,137,2767,847,765,100,617,46,5150
30501,3,0,181,214,0,94,0,23,4,338,147,58,131,22,57,21,440,9094,1043,4038,324,390,191,15077,24,79,159,11,19,76,380,9,102,10,7,3,0,130,45,414,66,50,10,7,587,155,205,178,107,24,4,675,130,39,137,11,17,3,338,407,63,227,45,33,9,782,1347,35,408,14,33,11,1846,2958,16,691,17,42,19,3737,3194,6,716,21,55,10,4006,1792,7,380,11,40,5,2231,782,8,223,3,13,0,1031,365,0,121,5,12,3,502,170,0,60,0,3,0,240,272,0,115,0,5,4,407,161,63,129,18,37,21,429,11825,1034,3618,321,351,180,17331
30502,0,0,57,103,0,29,0,3,0,135,34,32,40,5,3,18,134,4342,664,1319,36,67,65,6494,8,57,48,0,7,30,152,0,69,0,0,0,0,76,8,260,19,4,3,0,296,45,96,41,6,0,0,186,45,46,45,3,10,4,146,146,26,75,0,8,0,251,528,21,155,0,6,3,723,1599,11,294,0,10,5,1920,1241,0,192,3,10,4,1455,531,0,98,0,0,0,631,248,0,45,0,3,0,293,102,0,30,0,0,0,132,67,0,8,0,0,0,77,163,0,32,0,0,0,189,56,36,30,0,3,12,142,4783,618,1105,21,63,58,6656
30503,0,0,68,166,0,59,0,8,3,235,125,70,108,8,28,30,367,9075,954,3454,257,263,194,14193,21,59,142,4,20,77,329,3,86,4,4,0,3,94,31,321,57,20,9,0,443,161,187,158,66,23,4,592,143,51,150,15,14,0,376,635,81,237,48,36,4,1035,2178,77,517,40,39,10,2855,4171,29,691,14,30,15,4943,2623,3,476,9,21,11,3151,1165,0,249,5,16,0,1444,446,0,106,0,0,3,553,241,0,43,0,0,0,288,147,0,32,0,0,0,184,211,0,53,0,4,0,273,120,49,100,28,26,19,339,12303,933,3009,251,248,148,16894
30504,0,0,60,68,0,31,0,0,0,103,73,18,74,3,20,17,195,5775,225,2322,108,156,115,8706,10,12,97,8,10,39,183,0,13,5,3,0,0,25,32,86,40,7,4,0,168,84,35,85,20,4,0,236,83,8,73,5,3,0,175,270,12,120,19,13,0,426,765,4,266,9,15,0,1058,1892,7,401,7,17,3,2330,1450,3,311,5,13,3,1780,774,0,195,0,9,3,981,350,0,64,0,0,0,417,204,0,46,0,7,0,256,103,0,19,0,0,0,127,119,0,31,0,0,3,156,63,7,62,9,13,12,160,6206,198,1814,92,112,66,8488
30601,3,0,14,50,0,25,0,12,0,90,55,18,60,3,23,16,185,4111,254,1566,50,323,120,6424,10,10,57,0,12,51,140,3,18,0,0,3,0,22,13,95,45,0,9,0,160,68,51,83,4,3,5,212,119,21,108,4,15,0,262,485,19,202,4,44,4,764,1198,13,389,8,72,18,1693,1563,7,381,0,26,0,1976,689,0,98,0,12,3,801,162,0,14,0,4,0,186,59,0,11,0,6,0,73,18,0,0,0,8,0,21,12,0,3,0,3,0,15,15,0,15,0,18,0,50,55,12,56,3,15,13,159,4464,249,1461,26,250,97,6542
30602,3,0,11,25,0,21,0,27,0,77,134,146,109,15,63,26,500,8337,2126,3193,231,856,273,15014,28,145,123,10,54,80,437,14,157,13,7,7,0,194,74,633,123,39,46,17,927,710,415,297,61,80,11,1577,756,139,350,33,60,9,1347,1590,156,571,23,145,15,2492,2653,124,787,17,129,20,3729,2554,39,567,12,77,16,3272,427,6,126,0,14,3,588,135,3,41,0,9,0,181,38,0,19,0,8,0,60,17,0,6,0,3,0,27,0,0,4,0,0,0,4,13,3,19,0,23,0,56,125,113,98,18,39,22,415,9128,1943,3125,227,692,201,15320
30603,5,0,8,12,0,13,0,7,0,38,52,32,64,6,62,14,221,1581,617,1258,160,555,194,4367,3,30,107,3,82,114,338,3,43,17,6,22,0,93,33,207,109,41,49,11,439,248,250,216,40,71,14,839,246,40,189,16,42,7,546,474,39,260,21,43,5,848,435,16,215,0,43,9,725,194,9,73,3,8,0,284,24,0,8,3,3,0,36,3,0,10,0,6,0,12,7,0,3,0,8,0,16,0,0,4,0,0,0,10,0,0,0,0,3,0,9,12,0,3,0,4,0,21,29,18,46,7,38,8,143,1707,644,1276,141,432,160,4361
30604,0,0,4,35,0,19,0,6,0,62,21,14,15,3,20,5,72,931,136,426,71,171,66,1794,5,10,27,7,30,45,123,0,9,3,7,3,0,28,4,35,22,5,12,0,75,30,43,43,20,7,8,147,71,8,54,4,12,3,156,126,12,54,0,23,3,214,253,4,79,0,5,7,353,205,5,71,0,8,0,289,71,0,15,0,4,0,93,17,0,5,0,3,0,25,5,0,3,0,0,0,11,3,0,4,0,3,0,10,0,0,0,0,0,0,3,58,0,54,0,14,0,129,20,3,28,3,19,9,84,869,126,460,42,153,73,1725
30605,0,0,3,3,0,5,0,0,0,10,38,35,50,10,51,18,202,1455,526,1453,125,470,254,4281,10,27,136,4,90,144,404,4,38,20,7,12,0,79,25,151,105,36,40,11,365,95,172,207,43,62,13,595,151,40,212,19,46,4,470,402,26,294,12,37,8,771,573,24,327,3,38,11,981,313,3,99,3,13,0,426,24,4,19,0,0,0,52,3,3,3,0,9,0,18,0,0,3,0,5,0,10,0,3,0,0,0,0,5,0,0,3,0,0,0,4,0,0,5,0,4,0,10,21,34,64,8,45,5,180,1619,521,1486,136,403,202,4376
30701,0,0,12,6,0,11,0,3,3,20,55,33,98,7,215,19,423,1651,560,1412,90,1217,494,5420,14,55,250,8,499,305,1133,10,34,27,3,58,0,123,90,126,183,16,106,3,516,456,133,213,32,92,7,917,361,30,225,14,49,10,694,537,28,186,5,41,4,806,572,9,142,0,18,3,744,220,0,73,0,10,3,300,39,3,15,0,7,0,60,6,0,3,0,3,0,11,7,0,0,0,3,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,8,0,0,0,16,53,24,87,7,178,8,355,2375,444,1404,88,1062,342,5707
30702,0,0,3,10,0,7,0,4,0,22,39,19,67,10,73,6,214,1783,204,1282,88,549,236,4134,6,7,174,11,166,171,534,4,9,16,7,27,0,68,53,64,151,15,62,8,361,221,48,210,28,63,9,569,279,22,204,20,53,4,580,677,16,240,4,48,3,986,689,3,178,0,25,4,898,170,0,50,0,7,3,236,15,0,6,0,0,0,30,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,3,0,8,35,8,63,3,91,11,209,2147,183,1305,92,547,218,4487
30703,0,0,3,3,0,5,0,0,0,13,39,11,39,3,28,15,134,2089,205,1208,69,295,178,4044,8,17,126,0,78,114,342,0,23,9,3,15,3,48,53,82,118,29,45,3,328,298,50,208,26,51,12,647,305,15,216,4,22,3,562,877,8,292,3,29,6,1216,583,3,129,0,16,3,732,111,0,41,0,7,0,162,10,0,0,0,3,0,16,5,0,3,0,0,0,6,0,0,6,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,3,0,10,25,10,53,5,40,4,132,2284,200,1201,74,311,146,4224
30801,3,0,24,7,0,9,0,16,0,33,84,22,60,6,219,14,404,1250,477,692,50,1946,254,4676,44,81,92,11,835,154,1224,4,44,9,0,120,0,187,50,204,55,17,118,5,451,272,83,117,5,66,4,545,249,10,107,4,19,0,400,371,17,92,0,31,3,520,402,8,111,0,20,3,545,235,0,52,0,8,0,299,43,0,19,0,7,0,72,15,0,9,0,3,0,25,4,0,3,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,8,0,13,42,21,43,5,155,4,262,1747,471,712,45,1404,176,4558
30803,0,0,4,24,0,12,0,14,0,46,121,89,141,40,98,35,518,6463,1435,2993,376,658,359,12278,13,114,251,32,92,184,690,8,140,30,28,10,3,225,80,406,198,59,34,6,776,351,260,290,72,75,12,1060,526,105,358,76,60,18,1148,1450,96,625,39,96,19,2322,2868,60,790,13,71,19,3817,1639,14,398,10,37,11,2106,275,5,80,0,10,0,372,49,0,15,0,7,0,77,19,0,9,3,6,0,35,8,3,5,0,6,0,18,5,0,3,0,3,0,9,10,0,10,0,5,0,29,117,84,109,23,78,21,437,7417,1284,3179,364,588,283,13114
30804,0,0,0,4,0,3,0,0,3,13,22,21,43,0,67,3,161,522,255,476,28,475,123,1876,10,31,101,0,149,85,371,0,23,8,4,48,3,85,25,67,48,13,65,3,211,33,38,70,6,23,3,175,46,14,51,0,13,3,131,94,15,71,0,20,3,202,166,0,70,0,26,0,265,130,0,41,0,8,0,184,11,0,7,0,3,0,23,0,0,5,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,19,15,32,0,44,8,120,534,197,505,30,400,114,1776
30805,3,0,10,25,0,13,0,7,0,40,141,52,67,7,149,19,433,3371,756,1245,128,698,185,6392,22,65,105,3,95,99,382,26,68,4,4,29,0,134,202,219,70,8,57,0,565,626,175,144,45,45,14,1048,720,58,205,19,43,6,1044,1291,68,247,22,34,4,1671,1275,17,233,13,34,13,1581,586,11,134,0,29,0,765,133,0,32,0,9,0,177,41,0,10,0,7,0,57,10,0,10,0,8,0,26,3,0,10,0,3,0,16,0,0,0,0,0,0,3,9,0,0,0,5,0,14,96,27,57,7,81,17,276,5032,708,1260,118,476,151,7760
30901,0,0,26,59,0,33,0,0,0,93,96,20,91,4,24,26,260,5439,238,2379,61,251,183,8548,14,20,106,3,19,80,247,3,30,0,3,3,0,37,7,100,41,3,14,0,161,25,48,73,8,10,3,166,32,20,91,0,10,0,154,154,11,130,5,34,3,331,1334,11,462,4,44,17,1864,2176,6,634,8,62,7,2896,1005,0,278,7,32,12,1339,537,0,127,0,6,0,668,293,0,57,0,3,0,351,132,0,25,0,3,0,165,59,0,15,0,3,0,76,79,0,29,0,0,0,108,84,12,66,4,17,12,199,5938,254,2135,43,252,134,8755
30902,3,0,11,17,0,18,0,3,0,32,60,36,72,8,15,13,201,4251,600,2034,41,238,142,7312,3,30,87,5,8,68,200,0,64,6,0,0,0,67,14,257,25,0,6,4,305,24,93,80,8,8,3,219,64,31,81,0,0,0,187,335,30,150,5,12,4,534,1060,28,348,3,39,9,1487,1497,6,561,7,54,14,2146,781,3,206,0,18,3,1007,333,0,84,0,7,0,422,128,0,34,0,7,3,168,38,0,10,0,3,0,49,26,0,3,0,0,0,33,31,0,14,0,3,0,46,62,40,56,0,19,13,190,4398,593,1737,37,176,123,7065
30903,0,0,24,45,0,18,0,6,0,71,90,60,75,19,11,16,274,5623,777,2481,164,371,185,9605,21,42,107,5,12,55,242,0,79,3,4,0,0,97,14,313,41,16,7,3,400,22,149,82,47,33,3,336,61,46,69,12,3,3,186,276,37,168,15,11,0,509,1715,41,582,14,109,27,2484,2781,11,773,24,94,20,3691,1073,0,259,10,21,4,1372,362,0,79,0,3,3,446,176,0,53,0,6,0,234,79,0,28,0,4,3,111,44,0,6,0,0,0,53,51,0,12,0,10,0,82,97,55,74,16,17,24,277,6765,775,2326,163,338,147,10519
30904,0,0,0,10,0,4,0,0,0,10,10,0,27,0,17,3,52,596,4,464,5,105,81,1252,0,0,39,0,18,43,103,0,0,0,0,0,0,3,0,0,10,0,4,0,15,0,0,32,0,13,0,48,3,0,24,0,3,0,37,24,3,46,0,9,0,75,97,0,79,0,10,3,190,245,0,108,0,8,4,358,120,0,41,0,4,0,162,47,0,10,0,0,0,51,21,0,3,0,0,0,24,3,0,5,0,0,0,9,0,0,0,0,0,0,4,3,0,3,0,0,0,5,3,0,31,0,7,0,42,565,7,418,3,76,50,1125
