SA3_CODE_2016,Managers_C06_M,Managers_C06_F,Managers_C06_P,Managers_C11_M,Managers_C11_F,Managers_C11_P,Managers_C16_M,Managers_C16_F,Managers_C16_P,Professionals_C06_M,Professionals_C06_F,Professionals_C06_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Professionals_C16_M,Professionals_C16_F,Professionals_C16_P,Tech_trad_wkrs_C06_M,Tech_trad_wkrs_C06_F,Tech_trad_wkrs_C06_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Tech_trad_wkrs_C16_M,Tech_trad_wkrs_C16_F,Tech_trad_wkrs_C16_P,Com_pers_S_work_C06_Cens_M,Com_pers_S_work_C06_Cens_F,Com_pers_S_work_C06_Cens_P,Com_pers_S_work_C11_Cens_M,Com_pers_S_work_C11_Cens_F,Com_pers_S_work_C11_Cens_P,Com_pers_S_work_C16_Cens_M,Com_pers_S_work_C16_Cens_F,Com_pers_S_work_C16_Cens_P,Cler_admin_work_C06_M,Cler_admin_work_C06_F,Cler_admin_work_C06_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Cler_admin_work_C16_M,Cler_admin_work_C16_F,Cler_admin_work_C16_P,Sales_workers_C06_M,Sales_workers_C06_F,Sales_workers_C06_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Sales_workers_C16_M,Sales_workers_C16_F,Sales_workers_C16_P,Mach_oper_driv_C06_M,Mach_oper_driv_C06_F,Mach_oper_driv_C06_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Mach_oper_driv_C16_M,Mach_oper_driv_C16_F,Mach_oper_driv_C16_P,Labourers_C06_M,Labourers_C06_F,Labourers_C06_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Labourers_C16_M,Labourers_C16_F,Labourers_C16_P,Inadeq_descr_Ns_C06_M,Inadeq_descr_Ns_C06_F,Inadeq_descr_Ns_C06_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Inadeq_descr_Ns_C16_M,Inadeq_descr_Ns_C16_F,Inadeq_descr_Ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
20301,837,415,1249,910,420,1329,1010,485,1495,375,558,933,502,759,1263,564,899,1463,1009,166,1178,1245,233,1472,1334,271,1598,140,379,523,200,577,772,232,720,959,136,620,756,154,765,918,176,856,1034,193,351,540,197,456,657,260,498,751,510,62,568,579,48,627,632,48,684,491,313,801,533,326,859,643,355,999,66,53,121,113,71,183,107,53,164,3755,2917,6664,4445,3648,8089,4953,4187,9136
20302,5006,2308,7313,5233,2618,7851,5582,3129,8709,5728,6979,12712,6552,8583,15135,7137,10038,17176,9940,1797,11739,10706,1949,12657,10196,2135,12335,2053,4913,6970,2466,6386,8849,3141,7758,10900,2203,7392,9592,2318,7833,10148,2383,7885,10270,2789,5260,8050,2901,5598,8492,3228,5783,9013,4949,657,5609,4941,674,5610,4768,610,5382,5166,3289,8454,5505,3179,8686,5950,3127,9074,772,461,1236,982,685,1670,800,555,1349,38611,33070,71675,41602,37498,79093,43176,41017,84191
20303,2079,1109,3194,2442,1253,3690,2755,1567,4321,2306,2815,5117,2752,3604,6355,3204,4527,7737,3412,585,3994,3816,639,4458,4196,752,4949,703,1630,2334,881,2113,2996,1173,2688,3859,593,2303,2895,660,2649,3316,759,3021,3782,907,1492,2392,946,1607,2552,1137,1808,2948,961,107,1071,975,86,1062,1033,100,1130,1362,728,2095,1485,722,2208,1625,811,2436,215,175,385,319,235,555,312,226,539,12526,10945,23473,14280,12910,27195,16196,15502,31696
20401,2514,1203,3717,2504,1280,3782,2485,1287,3768,1034,1618,2655,1173,1912,3092,1098,2039,3135,2623,551,3171,2902,615,3517,3004,693,3700,742,1367,2109,919,1651,2573,936,1890,2827,417,1826,2244,444,2063,2507,475,2031,2503,588,1091,1675,597,1213,1804,667,1286,1951,1423,132,1549,1588,117,1704,1557,120,1676,1712,1265,2974,1762,1169,2930,1903,1257,3160,253,152,406,299,186,485,269,144,408,11299,9200,20499,12196,10197,22396,12396,10737,23132
20402,2190,1153,3340,2131,1126,3256,2026,1089,3121,1152,1857,3008,1216,2051,3262,1137,2223,3359,2439,464,2901,2432,510,2941,2433,481,2909,437,1328,1768,527,1542,2064,586,1744,2335,410,1781,2190,414,1859,2275,431,1793,2227,655,1277,1929,686,1282,1971,655,1196,1853,1436,237,1672,1437,167,1609,1267,140,1409,1831,1048,2883,1684,933,2616,1611,946,2554,221,140,359,245,158,407,181,133,311,10773,9277,20054,10772,9622,20402,10322,9749,20070
20403,3058,1576,4639,2995,1596,4593,2914,1701,4612,1964,2627,4594,1992,3043,5036,2008,3341,5351,3971,738,4709,4145,816,4959,4301,793,5094,800,1906,2708,979,2259,3240,1157,2802,3959,651,2949,3599,720,2975,3694,696,2980,3679,929,1845,2773,959,1962,2919,1006,2021,3026,2009,259,2268,2151,218,2369,2126,209,2334,2439,1410,3849,2221,1265,3483,2336,1398,3734,313,203,519,366,222,586,340,204,548,16124,13520,29645,16518,14358,30877,16885,15454,32340
20501,1925,961,2889,2116,1036,3149,2125,1096,3219,1094,1629,2724,1265,1994,3264,1306,2237,3541,2291,398,2683,2799,500,3298,2959,553,3509,334,1139,1470,426,1455,1873,522,1784,2301,337,1532,1868,388,1865,2258,441,1951,2396,512,918,1425,573,1066,1638,612,1148,1758,1191,112,1304,1331,123,1459,1356,124,1477,1413,962,2369,1567,981,2550,1725,1036,2759,187,136,325,228,139,374,216,144,359,9278,7788,17063,10697,9161,19864,11257,10068,21325
20502,1767,988,2757,1708,982,2692,1675,905,2580,935,1356,2290,960,1577,2541,888,1619,2507,1953,399,2356,2158,420,2585,2075,432,2507,411,1186,1594,500,1459,1961,519,1679,2190,308,1441,1754,323,1575,1895,338,1525,1860,587,1033,1621,603,1074,1668,649,1047,1693,890,71,968,1017,83,1099,969,74,1045,1424,873,2295,1448,868,2319,1405,949,2358,179,115,290,210,122,331,183,118,299,8460,7462,15921,8927,8157,17088,8707,8345,17052
20503,2964,1660,4631,2937,1626,4558,2783,1622,4405,1116,1789,2903,1409,2095,3495,1283,2272,3554,2888,551,3436,3452,638,4092,3316,676,3994,420,1382,1802,526,1784,2312,648,2097,2746,346,1864,2214,383,2121,2508,410,2108,2518,698,1366,2060,776,1593,2371,845,1648,2488,1257,116,1373,1491,124,1616,1416,117,1537,1724,1001,2723,2142,1139,3278,1999,1158,3155,206,167,373,301,199,506,241,166,409,11614,9891,21507,13413,11321,24734,12938,11868,24806
20504,1768,939,2706,1857,973,2836,1770,998,2764,1637,2352,3989,1750,2758,4511,1614,2872,4484,4808,615,5427,5036,652,5687,4547,677,5225,690,1865,2557,696,2399,3103,819,2672,3494,778,3155,3928,746,3385,4132,765,3231,3991,939,2218,3161,937,2267,3211,955,2144,3099,2190,129,2327,2272,140,2412,2166,124,2292,2309,1218,3521,2387,1192,3578,2298,1183,3485,287,202,486,426,281,706,349,222,574,15414,12688,28099,16119,14052,30172,15290,14126,29411
20505,2055,1120,3174,1984,1089,3071,1888,1070,2961,1011,1502,2511,1044,1689,2727,986,1815,2802,2378,400,2775,2553,420,2972,2458,455,2905,467,1134,1606,493,1367,1859,528,1509,2037,285,1440,1725,364,1576,1939,306,1524,1829,458,1096,1556,445,1095,1538,480,1045,1524,1125,76,1200,1167,72,1240,1177,79,1260,1344,806,2157,1381,796,2181,1386,888,2276,167,101,274,217,102,319,186,119,306,9292,7684,16977,9641,8198,17843,9393,8504,17898
20601,2405,1661,4069,2788,2160,4948,3488,2727,6216,5244,6207,11453,6594,7897,14491,7879,9392,17269,3090,762,3849,3473,829,4301,3640,966,4603,1170,1942,3108,1374,2289,3664,1752,2969,4720,1763,3895,5661,2007,4132,6136,2007,4080,6086,1303,1840,3148,1390,1901,3290,1583,2225,3808,1334,193,1527,1208,137,1343,1137,140,1279,1601,751,2357,1626,732,2358,1745,801,2539,393,254,648,571,398,974,389,335,725,18308,17512,35816,21048,20467,41518,23620,23625,47253
20602,1572,1277,2849,1904,1565,3468,2301,1983,4283,3670,4445,8119,4511,5431,9944,4863,6288,11150,1936,452,2390,1946,476,2427,1847,565,2407,743,1246,1990,827,1424,2255,960,1740,2698,1059,2433,3498,1142,2456,3594,1043,2331,3370,746,959,1704,794,1046,1839,891,1212,2106,734,103,832,609,88,697,542,73,617,994,505,1499,823,391,1217,888,368,1255,190,156,348,302,280,583,234,182,415,11647,11575,23219,12863,13158,26022,13566,14736,28301
20603,2459,1399,3861,2884,1710,4591,3224,2162,5386,3842,4459,8294,4606,5350,9954,5193,6189,11384,2297,442,2734,2396,479,2874,2425,519,2951,977,1453,2426,1100,1664,2761,1294,2061,3351,1332,3374,4703,1530,3666,5190,1477,3520,5001,1026,1516,2541,1161,1636,2797,1305,1800,3104,883,88,969,800,84,880,860,91,948,1054,495,1549,1152,481,1640,1243,568,1811,265,232,499,390,301,692,316,255,567,14134,13444,27579,16018,15366,31385,17340,17167,34507
20604,3395,2232,5627,4160,2995,7156,5463,3946,9407,8033,7118,15150,10863,9542,20405,13553,12104,25655,1790,640,2425,2387,814,3198,3412,1312,4723,1426,2003,3430,1890,2684,4573,2787,4510,7298,1752,3525,5281,2235,4194,6432,2648,4677,7323,1421,1777,3201,1554,2075,3626,2178,3035,5216,506,64,565,550,65,612,784,113,894,933,481,1416,1103,553,1660,2240,1285,3517,420,263,685,634,465,1098,594,522,1118,19670,18109,37787,25373,23396,48769,33655,31498,65152
20605,4826,3634,8461,5816,4402,10216,6191,5035,11226,9060,9016,18072,10409,10836,21248,10499,11341,21834,2593,883,3473,3282,937,4224,3438,995,4434,1535,2278,3811,1697,2560,4258,1902,2976,4884,2011,4658,6669,2225,4890,7119,2227,4856,7081,1859,2181,4039,1981,2388,4376,2058,2509,4568,775,95,871,667,74,744,722,71,798,1110,466,1580,1158,432,1587,1374,563,1940,496,333,828,671,498,1169,541,400,948,24258,23550,47809,27916,27027,54941,28956,28756,57711
20606,3192,2081,5270,3357,2374,5726,3873,2968,6836,5721,5117,10842,6452,6057,12504,7269,7278,14549,1240,469,1708,1377,501,1881,1599,579,2183,803,1254,2063,971,1311,2278,1188,1711,2903,1216,2784,4006,1295,2751,4043,1356,2992,4352,1214,1540,2751,1235,1335,2568,1525,1695,3218,320,49,371,284,46,328,288,50,334,545,260,809,524,239,769,692,293,985,349,243,595,384,298,690,345,307,652,14609,13807,28413,15878,14911,30794,18141,17872,36011
20607,3097,2463,5559,3689,2993,6682,4747,3836,8584,7802,8253,16058,9041,9652,18696,10475,11463,21938,2306,736,3044,2368,762,3132,2659,907,3557,1237,1994,3230,1362,2110,3469,1854,2664,4519,1685,3377,5065,1816,3519,5335,1924,3678,5603,1262,1679,2946,1359,1735,3096,1579,2120,3702,672,136,815,614,120,737,659,96,752,1054,486,1547,1070,468,1540,1185,530,1718,359,251,610,437,328,770,475,370,847,19483,19376,38865,21751,21691,43447,25550,25676,51224
20701,9157,4537,13688,9246,4988,14228,9610,5827,15439,15151,14139,29297,15893,15231,31117,16210,16166,32381,3660,1096,4757,3938,1091,5027,3748,1062,4814,1932,3543,5474,2231,3884,6117,2544,4139,6688,2970,8135,11110,3180,7863,11039,2978,7421,10399,3311,4035,7340,3319,3977,7295,3407,4093,7498,993,164,1158,854,147,1003,878,124,999,1926,880,2810,1851,866,2721,1844,883,2727,801,582,1383,1036,703,1738,729,593,1324,39903,37106,77013,41541,38755,80295,41955,40305,82260
20702,4281,1855,6140,4163,1991,6157,4304,2159,6464,5587,5076,10663,5685,5539,11221,5736,5780,11512,3732,742,4474,3662,755,4421,3335,755,4087,965,1895,2860,1083,2214,3296,1173,2394,3566,1706,4887,6594,1667,4542,6211,1600,4152,5752,1964,2747,4715,1982,2650,4626,1958,2597,4557,1030,195,1225,948,160,1109,924,130,1056,1490,795,2281,1453,668,2124,1587,725,2319,475,404,878,496,349,842,401,308,711,21233,18601,39833,21147,18861,40006,21009,19009,40019
20703,3759,1789,5551,3958,1948,5910,4189,2433,6624,6244,6681,12923,6812,7302,14111,7158,7939,15098,3718,803,4521,3749,821,4573,3666,821,4486,1143,2215,3357,1322,2629,3953,1530,3004,4533,1823,4766,6587,1834,4730,6560,1845,4372,6219,1846,2412,4257,1875,2407,4279,2025,2522,4553,1141,206,1349,1007,155,1158,1035,143,1177,1707,908,2617,1719,832,2551,1937,956,2891,383,302,687,464,345,816,433,309,739,21761,20094,41850,22739,21172,43911,23815,22502,46322
20801,5979,2609,8588,6187,2826,9020,6811,3477,10287,6826,6550,13381,7235,7280,14519,7447,8054,15500,2717,608,3330,2726,605,3329,2590,602,3187,1038,1961,3003,1202,2247,3454,1422,2522,3941,1413,4608,6020,1397,4581,5978,1482,4385,5867,1902,2421,4319,1946,2441,4395,1950,2477,4428,648,98,749,568,74,646,564,76,636,1038,494,1529,995,363,1356,1041,397,1441,457,354,811,600,443,1046,402,296,695,22019,19706,41722,22866,20860,43735,23704,22283,45993
20802,6012,3214,9223,6731,3636,10363,7667,4332,12002,10025,10097,20123,11294,11711,23000,12129,13170,25294,5238,1220,6454,5494,1294,6785,5243,1304,6546,1612,3085,4692,1971,3610,5577,2185,4451,6636,2863,7262,10127,2998,7563,10556,2895,7016,9911,2947,3621,6564,3103,3565,6667,3100,3679,6784,1764,216,1977,1547,180,1725,1448,175,1628,2202,1019,3220,2227,986,3213,2397,1069,3463,657,495,1152,909,695,1601,683,493,1174,33309,30231,63539,36273,33231,69505,37746,35688,73440
20803,4462,2168,6634,4997,2526,7522,5625,3103,8732,4859,5626,10487,5843,7086,12933,6527,8400,14926,6237,1046,7283,6692,1065,7756,6441,1167,7613,1224,2835,4060,1422,3453,4872,1770,3939,5714,2022,6535,8561,2161,6930,9086,2182,6759,8943,2274,3157,5429,2370,3208,5580,2492,3453,5942,2250,358,2604,2009,294,2307,1852,270,2121,2372,1258,3633,2315,1064,3374,2299,1064,3358,545,374,922,702,473,1175,522,369,887,26251,23369,49619,28514,26095,54606,29716,28524,58234
20804,2169,1116,3282,2289,1313,3603,2383,1436,3825,3544,3330,6867,3741,3645,7384,4004,3967,7972,972,271,1246,1054,290,1345,986,267,1247,481,870,1358,594,977,1567,605,1044,1649,731,2013,2742,841,2009,2852,777,1843,2616,852,971,1827,825,1065,1896,874,1003,1879,281,34,315,248,35,286,238,30,265,489,218,707,519,214,733,485,259,737,218,162,382,269,201,464,186,138,326,9739,8985,18720,10391,9752,20144,10542,9979,20517
20901,4780,2194,6970,4931,2336,7265,5226,2789,8016,7025,7697,14726,7802,8947,16748,8041,9738,17774,6504,1043,7547,6484,1091,7578,6037,1124,7159,1712,3289,4998,1850,3703,5551,2063,3868,5933,2366,7173,9540,2300,7047,9344,2334,6398,8735,2198,3250,5452,2246,3209,5458,2131,3016,5146,1985,254,2239,1888,197,2089,1652,183,1838,2449,1264,3710,2273,1135,3410,2417,998,3416,539,407,944,725,501,1230,502,386,889,29556,26575,56135,30518,28157,58672,30404,28505,58915
20902,1960,1062,3028,2372,1427,3804,2746,1749,4492,2897,3253,6147,3889,4503,8393,4652,5778,10432,3996,722,4713,4410,813,5223,4475,870,5352,974,1984,2958,1144,2535,3683,1510,3142,4647,1479,3814,5295,1745,4027,5778,1746,4016,5760,1312,2032,3341,1515,2218,3733,1751,2470,4219,2322,383,2698,2174,290,2461,1977,261,2233,2347,1341,3690,2493,1235,3734,2780,1369,4145,478,344,818,581,413,990,416,310,725,17762,14925,32691,20320,17467,37788,22039,19968,42006
20903,3692,1431,5124,3627,1522,5150,3671,1625,5294,3760,4370,8128,3828,4676,8500,3798,4914,8717,4526,727,5245,4664,710,5372,4347,733,5089,917,2149,3067,952,2337,3292,1030,2587,3619,1178,4427,5608,1107,4309,5418,1053,4010,5064,1349,2056,3409,1380,2028,3411,1212,1909,3121,1048,114,1161,994,91,1091,969,103,1073,1424,684,2106,1378,528,1900,1473,533,2008,288,229,519,373,298,667,274,174,448,18175,16190,34368,18302,16501,34802,17831,16592,34422
20904,3853,1735,5592,4947,2407,7358,6183,3253,9442,3280,3945,7231,5001,6248,11248,6510,8794,15305,9174,1322,10489,11079,1639,12721,12960,2153,15117,1414,3691,5106,1986,5301,7285,3002,7893,10896,2368,7551,9915,3037,9596,12632,3748,10565,14311,2342,4256,6601,3020,5451,8471,3829,6721,10550,5624,810,6436,6558,700,7253,7850,804,8655,4726,2983,7713,5535,2984,8515,6824,3413,10237,865,572,1434,1133,749,1877,1022,727,1752,33645,26868,60517,42288,35074,77355,51945,44313,96259
21001,2086,985,3066,2227,1119,3349,2522,1317,3837,2316,2670,4987,2556,3039,5599,2809,3537,6344,3183,462,3642,3120,459,3578,2960,503,3460,656,1221,1873,707,1438,2141,828,1665,2489,1186,3514,4697,1171,3502,4673,1153,3406,4561,1080,1768,2846,1077,1670,2742,1130,1753,2884,1349,191,1541,1266,143,1409,1201,127,1329,1291,613,1905,1216,526,1740,1291,482,1774,337,242,575,351,256,608,277,232,509,13486,11664,25146,13690,12158,25844,14181,13013,27192
21002,1228,529,1759,1265,619,1880,1377,681,2058,1051,1296,2345,1257,1538,2791,1287,1802,3088,1726,251,1979,2022,343,2365,2041,350,2391,342,681,1025,414,955,1368,467,1094,1566,401,1368,1773,421,1545,1964,437,1569,2012,349,634,979,383,769,1157,411,757,1166,568,43,614,646,44,692,700,46,754,567,355,916,651,349,1003,690,374,1065,120,87,205,146,111,257,115,86,201,6358,5242,11603,7200,6272,13468,7534,6760,14291
21003,1422,762,2181,1774,983,2757,2255,1264,3518,1849,2130,3981,2599,3026,5626,3514,4067,7581,3205,501,3706,3654,573,4226,3939,674,4609,673,1345,2017,899,1687,2585,1130,2309,3443,1149,3000,4156,1292,3225,4519,1374,3302,4681,976,1458,2433,1101,1578,2678,1246,1734,2975,1754,220,1975,1893,223,2115,1928,165,2097,1666,806,2472,1835,850,2686,2202,949,3152,360,229,587,467,287,747,366,224,592,13051,10443,23497,15516,12424,27941,17951,14710,32659
21004,1197,532,1726,1280,644,1928,1405,749,2155,1036,1371,2415,1199,1646,2844,1246,1842,3087,2529,376,2906,2832,419,3255,2745,471,3214,572,1137,1717,585,1446,2026,646,1737,2383,796,2397,3193,836,2648,3484,745,2489,3238,603,1238,1845,687,1252,1936,716,1402,2115,1201,131,1329,1348,122,1476,1350,125,1481,961,480,1442,995,528,1521,1087,495,1584,181,136,317,229,176,404,155,128,288,9088,7800,16886,9985,8883,18869,10101,9435,19536
21005,2739,1293,4028,3074,1434,4513,3779,1864,5642,2154,2534,4687,2908,3514,6428,3755,4774,8527,6629,901,7536,7819,1099,8914,8289,1186,9477,1072,2623,3693,1429,3507,4937,2149,5357,7510,1896,5643,7540,2259,6268,8524,2578,6366,8941,1692,3001,4698,1942,3459,5393,2389,4129,6519,5047,725,5772,5459,643,6102,6530,712,7236,3919,2301,6218,4318,2267,6581,5090,2413,7496,727,461,1187,1010,625,1637,859,518,1379,25873,19480,45356,30223,22811,53029,35409,27317,62727
21101,6270,2550,8824,6099,2772,8865,6156,3129,9282,6160,6492,12649,7186,7807,14996,7520,8670,16191,10890,1588,12483,10857,1732,12589,10067,1695,11766,1675,4268,5937,1868,4962,6834,2078,5742,7812,3031,10154,13184,3180,10081,13257,2960,9214,12175,3480,5308,8789,3309,5167,8482,3376,5030,8411,4196,896,5090,3899,824,4720,3533,705,4239,4231,2944,7176,4002,2455,6456,4017,2254,6274,791,581,1371,822,588,1407,701,511,1215,40721,34790,75509,41222,36387,77612,40417,36949,77364
21102,1806,600,2412,1757,664,2427,1716,695,2409,1555,1668,3227,1723,1804,3529,1682,1825,3509,1323,226,1548,1377,237,1614,1225,222,1444,292,678,969,316,702,1018,363,780,1141,436,1636,2074,445,1668,2112,420,1417,1837,624,850,1471,559,828,1394,553,800,1351,305,29,336,299,44,340,264,31,295,459,196,652,426,159,589,478,195,675,133,110,243,117,90,209,105,92,200,6935,5989,12928,7025,6208,13232,6813,6056,12870
21103,3983,1768,5754,4328,1914,6238,4477,2356,6831,4515,5110,9627,5300,6207,11513,5756,7164,12924,6721,1041,7758,7159,1077,8236,6984,1164,8150,1278,2991,4266,1406,3546,4954,1688,4127,5819,2002,6547,8552,2079,6797,8876,1967,6277,8248,2321,3417,5735,2297,3390,5687,2291,3351,5642,2065,363,2432,2042,336,2374,1934,302,2238,2673,1548,4219,2579,1363,3937,2769,1320,4088,496,329,826,527,415,941,460,313,780,26058,23110,49170,27713,25044,52758,28336,26376,54714
21104,2379,1071,3455,2340,1171,3505,2436,1372,3817,3566,3557,7121,3934,4030,7965,4344,4408,8752,2872,541,3418,2896,518,3412,2590,538,3136,652,1420,2073,756,1632,2390,847,1899,2739,1264,3375,4640,1235,3242,4481,1232,2981,4214,1257,1651,2911,1182,1544,2723,1250,1559,2808,991,193,1185,875,135,1012,821,134,953,1238,737,1974,1151,629,1778,1270,656,1930,234,193,429,290,230,522,223,182,404,14450,12748,27205,14666,13118,27789,15017,13737,28750
21105,5817,2720,8542,5959,2943,8906,6192,3274,9463,5122,6226,11349,5551,7017,12566,5514,7674,13184,11326,1717,13043,11886,1918,13808,11799,1978,13782,1596,4633,6232,1865,5556,7426,2059,6375,8431,2156,8139,10298,2162,8555,10715,1941,8020,9966,2638,4375,7019,2622,4417,7036,2498,4328,6821,3875,594,4471,3847,492,4338,3610,471,4083,4534,2786,7325,4461,2550,7006,4600,2515,7110,673,515,1185,852,550,1396,731,459,1191,37740,31710,69452,39206,33994,73200,38948,35081,74031
21201,2556,1199,3756,3080,1467,4546,3507,1801,5317,1535,2072,3608,2007,3061,5066,2532,4021,6557,4406,673,5082,5988,906,6892,7117,1092,8206,482,1687,2173,666,2595,3260,1021,3755,4779,649,3108,3761,984,4291,5276,1297,5028,6324,947,1655,2598,1253,2289,3547,1648,2965,4610,2237,268,2502,2766,352,3121,3288,418,3707,1954,1262,3212,2579,1327,3909,3195,1637,4831,270,227,498,439,291,729,433,269,705,15038,12153,27193,19754,16578,36334,24049,20987,45037
21202,4112,1673,5785,4416,1865,6280,4624,2112,6733,3343,3898,7239,4299,5084,9385,4661,5613,10280,8035,1148,9184,8586,1193,9781,8401,1240,9641,1049,2856,3907,1252,3769,5025,1603,4541,6148,2064,6791,8853,2283,7254,9538,2305,6717,9024,2391,3771,6159,2483,3857,6336,2575,3922,6494,4268,851,5123,4224,756,4979,4136,649,4783,3612,2443,6059,3681,2189,5873,4082,2160,6244,679,493,1171,872,589,1462,625,404,1029,29548,23926,53479,32094,26562,58662,33020,27358,60378
21203,2989,1390,4386,3745,1856,5601,4921,2470,7393,2057,2545,4600,3226,3938,7159,4514,5933,10448,7499,1040,8547,9433,1292,10728,11144,1726,12871,842,2643,3479,1256,4158,5423,2113,6713,8826,1820,5780,7598,2369,7339,9701,2920,8201,11115,1702,3114,4817,2292,3720,6017,2988,4766,7753,5207,906,6114,6166,1060,7231,7178,1155,8333,3789,2767,6557,4586,2945,7538,5982,3417,9407,664,439,1101,870,612,1485,822,567,1392,26578,20619,47197,33948,26925,60877,42578,34954,77534
21204,3199,1535,4732,3549,1798,5349,4135,2149,6283,3858,3896,7755,4658,4817,9476,5474,5792,11268,8574,1403,9971,9309,1635,10947,9933,1745,11674,1234,3208,4440,1797,4353,6153,2272,5633,7902,2590,6495,9087,3010,6618,9626,3039,6209,9253,2448,3782,6232,2673,3807,6483,3144,4392,7534,6942,1605,8549,7236,1447,8685,7090,1313,8405,6100,4463,10564,6620,4309,10931,7559,4564,12120,1140,756,1891,1375,849,2230,1104,634,1734,36074,27141,63217,40223,29636,69859,43746,32424,76174
21205,6088,2730,8816,6288,3146,9433,6861,3638,10502,10016,9269,19286,11094,10453,21545,11799,11415,23216,7043,1392,8437,7045,1479,8520,6470,1497,7970,1805,3512,5320,2089,4117,6205,2189,4645,6833,3307,8549,11861,3437,8331,11766,3349,7560,10905,3197,4228,7433,3388,4166,7555,3395,4338,7730,2819,537,3350,2607,433,3043,2444,351,2798,3360,2101,5455,3415,1824,5242,3495,1808,5308,828,628,1455,910,661,1565,794,524,1318,38459,32948,71411,40274,34605,74875,40785,35785,76573
21301,3065,1618,4681,3501,1883,5386,3908,2175,6087,3338,3859,7198,4462,5214,9681,4812,5973,10786,8551,1305,9856,9183,1558,10735,8863,1688,10550,1505,3448,4950,2035,4768,6804,2486,5654,8135,2711,7220,9929,3186,7593,10778,3184,7129,10313,2274,4299,6575,2706,4452,7155,2824,4727,7553,7200,1220,8416,7660,1234,8892,7947,1260,9209,6199,3886,10086,6662,3793,10458,7439,4118,11556,1231,775,2008,1485,920,2406,1176,728,1905,36073,27626,63695,40877,31411,72290,42639,33458,76092
21302,2719,1516,4237,3071,1735,4808,3607,2284,5887,3297,3955,7257,4011,4796,8806,4486,5631,10118,4240,670,4915,4312,741,5047,4110,762,4866,907,1838,2745,1044,2134,3179,1248,2459,3704,1479,4436,5917,1591,4432,6029,1604,4241,5843,1246,1950,3192,1277,1868,3151,1412,2048,3459,2462,355,2822,2343,281,2630,2154,306,2465,2119,1110,3226,2091,996,3085,1929,915,2843,441,268,712,544,325,875,439,273,709,18912,16109,35022,20297,17304,37602,20978,18913,39891
21303,1774,1257,3025,2439,1695,4130,3166,2421,5586,3279,3539,6817,4583,4929,9510,5626,6338,11966,2702,537,3239,3063,716,3777,3333,834,4170,1004,1482,2491,1301,1935,3235,1653,2686,4334,1392,2927,4317,1723,3288,5011,1888,3419,5309,1132,1421,2552,1317,1602,2910,1714,1998,3712,1848,305,2157,1765,305,2073,1848,259,2110,1944,1003,2945,2091,1032,3119,2477,1224,3698,419,277,700,546,354,901,430,336,764,15493,12753,28246,18830,15841,34674,22133,19511,41648
21304,2882,1371,4252,3744,1968,5716,4476,2589,7065,2498,3171,5668,3608,4749,8355,4230,5938,10167,6419,888,7307,8162,1254,9411,8797,1423,10219,1099,2586,3685,1583,3997,5575,2022,5531,7557,1760,5776,7529,2430,7257,9683,2783,7859,10644,1503,2826,4322,2023,3811,5832,2497,4632,7131,4248,482,4725,5482,654,6140,6446,786,7228,2991,1762,4759,3970,1925,5894,4611,2164,6774,539,420,956,834,584,1410,804,507,1311,23935,19270,43207,31837,26187,58021,36666,31427,68097
21305,3872,1860,5732,5438,2698,8138,7101,3582,10678,3618,4077,7696,6617,6978,13590,9243,9249,18491,7511,1124,8636,9850,1563,11417,10776,2072,12850,1533,3203,4739,2237,5185,7421,3261,7966,11227,2426,7461,9883,3735,9746,13481,4704,10536,15238,1962,3557,5514,2812,4811,7630,3898,5854,9754,5057,778,5841,6912,1014,7927,9363,1367,10731,3701,2116,5816,5048,2490,7543,6430,3208,9639,688,480,1163,1207,745,1949,1133,751,1885,30363,24661,55023,43861,35232,79098,55907,44579,100495
21401,3843,1776,5620,4167,2087,6258,4413,2538,6944,3232,4217,7452,3921,5450,9374,4101,6284,10387,8465,1250,9716,9496,1394,10886,9408,1499,10913,1304,3569,4869,1543,4476,6020,1872,5606,7481,1878,6526,8411,2021,7280,9299,1921,6974,8893,2417,4044,6460,2506,4270,6775,2690,4392,7080,3777,650,4430,3934,545,4481,3870,507,4375,3811,2370,6177,4025,2118,6137,4183,2100,6279,615,417,1034,800,545,1347,647,407,1055,29349,24815,54168,32413,28162,60579,33101,30305,63406
