STE_NAME16	Year	Age5yr	LabourForceStatus	Sex	adults
Tasmania	2006	55-59	Unemployed (looking for part-time work)	M	147
Tasmania	2006	60-64		F	628
Tasmania	2006	60-64		M	613
Tasmania	2006	60-64	Employed (away from work)	F	236
Tasmania	2006	60-64	Employed (away from work)	M	324
Tasmania	2006	60-64	Employed (full-time)	F	1310
Tasmania	2006	60-64	Employed (full-time)	M	3637
Tasmania	2006	60-64	Employed (hours worked not stated)	F	88
Tasmania	2006	60-64	Employed (hours worked not stated)	M	127
Tasmania	2006	60-64	Employed (part-time)	F	1864
Tasmania	2006	60-64	Employed (part-time)	M	1562
Tasmania	2006	60-64	Not in the labour force	F	8703
Tasmania	2006	60-64	Not in the labour force	M	6202
Tasmania	2006	60-64	Unemployed (looking for full-time work)	F	46
Tasmania	2006	60-64	Unemployed (looking for full-time work)	M	318
Tasmania	2006	60-64	Unemployed (looking for part-time work)	F	77
Tasmania	2006	60-64	Unemployed (looking for part-time work)	M	158
Tasmania	2006	65-69		F	611
Tasmania	2006	65-69		M	608
Tasmania	2006	65-69	Employed (away from work)	F	85
Tasmania	2006	65-69	Employed (away from work)	M	128
Tasmania	2006	65-69	Employed (full-time)	F	270
Tasmania	2006	65-69	Employed (full-time)	M	972
Tasmania	2006	65-69	Employed (hours worked not stated)	F	53
Tasmania	2006	65-69	Employed (hours worked not stated)	M	61
Tasmania	2006	65-69	Employed (part-time)	F	653
Tasmania	2006	65-69	Employed (part-time)	M	861
Tasmania	2006	65-69	Not in the labour force	F	8888
Tasmania	2006	65-69	Not in the labour force	M	7571
Tasmania	2006	65-69	Unemployed (looking for full-time work)	F	3
Tasmania	2006	65-69	Unemployed (looking for full-time work)	M	10
Tasmania	2006	65-69	Unemployed (looking for part-time work)	F	12
Tasmania	2006	65-69	Unemployed (looking for part-time work)	M	20
Tasmania	2006	70-74		F	767
Tasmania	2006	70-74		M	631
Tasmania	2006	70-74	Employed (away from work)	F	29
Tasmania	2006	70-74	Employed (away from work)	M	38
Tasmania	2006	70-74	Employed (full-time)	F	63
Tasmania	2006	70-74	Employed (full-time)	M	254
Tasmania	2006	70-74	Employed (hours worked not stated)	F	32
Tasmania	2006	70-74	Employed (hours worked not stated)	M	28
Tasmania	2006	70-74	Employed (part-time)	F	220
Tasmania	2006	70-74	Employed (part-time)	M	362
Tasmania	2006	70-74	Not in the labour force	F	7541
Tasmania	2006	70-74	Not in the labour force	M	6663
Tasmania	2006	70-74	Unemployed (looking for full-time work)	F	3
Tasmania	2006	70-74	Unemployed (looking for full-time work)	M	8
Tasmania	2006	70-74	Unemployed (looking for part-time work)	F	3
Tasmania	2006	70-74	Unemployed (looking for part-time work)	M	4
Tasmania	2006	75+		F	2615
Tasmania	2006	75+		M	1658
Tasmania	2006	75+	Employed (away from work)	F	32
Tasmania	2006	75+	Employed (away from work)	M	37
Tasmania	2006	75+	Employed (full-time)	F	64
Tasmania	2006	75+	Employed (full-time)	M	239
Tasmania	2006	75+	Employed (hours worked not stated)	F	35
Tasmania	2006	75+	Employed (hours worked not stated)	M	43
Tasmania	2006	75+	Employed (part-time)	F	104
Tasmania	2006	75+	Employed (part-time)	M	248
Tasmania	2006	75+	Not in the labour force	F	17283
Tasmania	2006	75+	Not in the labour force	M	11301
Tasmania	2006	75+	Unemployed (looking for full-time work)	F	5
Tasmania	2006	75+	Unemployed (looking for full-time work)	M	3
Tasmania	2006	75+	Unemployed (looking for part-time work)	F	4
Tasmania	2006	75+	Unemployed (looking for part-time work)	M	5
Tasmania	2011	15-19		F	564
Tasmania	2011	15-19		M	613
Tasmania	2011	15-19	Employed (away from work)	F	334
Tasmania	2011	15-19	Employed (away from work)	M	287
Tasmania	2011	15-19	Employed (full-time)	F	1265
Tasmania	2011	15-19	Employed (full-time)	M	2619
Tasmania	2011	15-19	Employed (hours worked not stated)	F	198
Tasmania	2011	15-19	Employed (hours worked not stated)	M	209
Tasmania	2011	15-19	Employed (part-time)	F	5099
Tasmania	2011	15-19	Employed (part-time)	M	3205
Tasmania	2011	15-19	Not in the labour force	F	7085
Tasmania	2011	15-19	Not in the labour force	M	8505
Tasmania	2011	15-19	Unemployed (looking for full-time work)	F	498
Tasmania	2011	15-19	Unemployed (looking for full-time work)	M	742
Tasmania	2011	15-19	Unemployed (looking for part-time work)	F	801
Tasmania	2011	15-19	Unemployed (looking for part-time work)	M	659
Tasmania	2011	20-24		F	532
Tasmania	2011	20-24		M	711
Tasmania	2011	20-24	Employed (away from work)	F	444
Tasmania	2011	20-24	Employed (away from work)	M	389
Tasmania	2011	20-24	Employed (full-time)	F	4492
Tasmania	2011	20-24	Employed (full-time)	M	6595
Tasmania	2011	20-24	Employed (hours worked not stated)	F	184
Tasmania	2011	20-24	Employed (hours worked not stated)	M	273
Tasmania	2011	20-24	Employed (part-time)	F	4181
Tasmania	2011	20-24	Employed (part-time)	M	2789
Tasmania	2011	20-24	Not in the labour force	F	3866
Tasmania	2011	20-24	Not in the labour force	M	2678
Tasmania	2011	20-24	Unemployed (looking for full-time work)	F	567
Tasmania	2011	20-24	Unemployed (looking for full-time work)	M	1103
Tasmania	2011	20-24	Unemployed (looking for part-time work)	F	397
Tasmania	2011	20-24	Unemployed (looking for part-time work)	M	387
Tasmania	2011	25-29		F	484
Tasmania	2011	25-29		M	604
Tasmania	2011	25-29	Employed (away from work)	F	647
Tasmania	2011	25-29	Employed (away from work)	M	333
Tasmania	2011	25-29	Employed (full-time)	F	5113
Tasmania	2011	25-29	Employed (full-time)	M	8169
Tasmania	2011	25-29	Employed (hours worked not stated)	F	126
Tasmania	2011	25-29	Employed (hours worked not stated)	M	253
Tasmania	2011	25-29	Employed (part-time)	F	3539
Tasmania	2011	25-29	Employed (part-time)	M	1788
Tasmania	2011	25-29	Not in the labour force	F	3851
Tasmania	2011	25-29	Not in the labour force	M	1617
Tasmania	2011	25-29	Unemployed (looking for full-time work)	F	331
Tasmania	2011	25-29	Unemployed (looking for full-time work)	M	762
Tasmania	2011	25-29	Unemployed (looking for part-time work)	F	295
Tasmania	2011	25-29	Unemployed (looking for part-time work)	M	171
Tasmania	2011	30-34		F	506
Tasmania	2011	30-34		M	553
Tasmania	2011	30-34	Employed (away from work)	F	778
Tasmania	2011	30-34	Employed (away from work)	M	376
Tasmania	2011	30-34	Employed (full-time)	F	3819
Tasmania	2011	30-34	Employed (full-time)	M	8274
Tasmania	2011	30-34	Employed (hours worked not stated)	F	127
Tasmania	2011	30-34	Employed (hours worked not stated)	M	229
Tasmania	2011	30-34	Employed (part-time)	F	4420
Tasmania	2011	30-34	Employed (part-time)	M	1512
Tasmania	2011	30-34	Not in the labour force	F	3938
Tasmania	2011	30-34	Not in the labour force	M	1416
Tasmania	2011	30-34	Unemployed (looking for full-time work)	F	268
Tasmania	2011	30-34	Unemployed (looking for full-time work)	M	594
Tasmania	2011	30-34	Unemployed (looking for part-time work)	F	293
Tasmania	2011	30-34	Unemployed (looking for part-time work)	M	104
Tasmania	2011	35-39		F	552
Tasmania	2011	35-39		M	585
Tasmania	2011	35-39	Employed (away from work)	F	610
Tasmania	2011	35-39	Employed (away from work)	M	423
Tasmania	2011	35-39	Employed (full-time)	F	4206
Tasmania	2011	35-39	Employed (full-time)	M	9441
Tasmania	2011	35-39	Employed (hours worked not stated)	F	155
Tasmania	2011	35-39	Employed (hours worked not stated)	M	228
Tasmania	2011	35-39	Employed (part-time)	F	6060
Tasmania	2011	35-39	Employed (part-time)	M	1687
Tasmania	2011	35-39	Not in the labour force	F	3959
Tasmania	2011	35-39	Not in the labour force	M	1701
Tasmania	2011	35-39	Unemployed (looking for full-time work)	F	283
Tasmania	2011	35-39	Unemployed (looking for full-time work)	M	607
Tasmania	2011	35-39	Unemployed (looking for part-time work)	F	283
Tasmania	2011	35-39	Unemployed (looking for part-time work)	M	124
Tasmania	2011	40-44		F	542
Tasmania	2011	40-44		M	673
Tasmania	2011	40-44	Employed (away from work)	F	469
Tasmania	2011	40-44	Employed (away from work)	M	480
Tasmania	2011	40-44	Employed (full-time)	F	5350
Tasmania	2011	40-44	Employed (full-time)	M	10415
Tasmania	2011	40-44	Employed (hours worked not stated)	F	169
Tasmania	2011	40-44	Employed (hours worked not stated)	M	263
Tasmania	2011	40-44	Employed (part-time)	F	6752
Tasmania	2011	40-44	Employed (part-time)	M	1831
Tasmania	2011	40-44	Not in the labour force	F	3719
Tasmania	2011	40-44	Not in the labour force	M	1950
Tasmania	2011	40-44	Unemployed (looking for full-time work)	F	307
Tasmania	2011	40-44	Unemployed (looking for full-time work)	M	589
Tasmania	2011	40-44	Unemployed (looking for part-time work)	F	314
Tasmania	2011	40-44	Unemployed (looking for part-time work)	M	132
Tasmania	2011	45-49		F	527
Tasmania	2011	45-49		M	682
Tasmania	2011	45-49	Employed (away from work)	F	518
Tasmania	2011	45-49	Employed (away from work)	M	523
Tasmania	2011	45-49	Employed (full-time)	F	6408
Tasmania	2011	45-49	Employed (full-time)	M	10689
Tasmania	2011	45-49	Employed (hours worked not stated)	F	179
Tasmania	2011	45-49	Employed (hours worked not stated)	M	262
Tasmania	2011	45-49	Employed (part-time)	F	6327
Tasmania	2011	45-49	Employed (part-time)	M	1996
Tasmania	2011	45-49	Not in the labour force	F	3436
Tasmania	2011	45-49	Not in the labour force	M	2313
Tasmania	2011	45-49	Unemployed (looking for full-time work)	F	311
Tasmania	2011	45-49	Unemployed (looking for full-time work)	M	512
Tasmania	2011	45-49	Unemployed (looking for part-time work)	F	239
Tasmania	2011	45-49	Unemployed (looking for part-time work)	M	106
Tasmania	2011	50-54		F	601
Tasmania	2011	50-54		M	697
Tasmania	2011	50-54	Employed (away from work)	F	687
Tasmania	2011	50-54	Employed (away from work)	M	562
Tasmania	2011	50-54	Employed (full-time)	F	6581
Tasmania	2011	50-54	Employed (full-time)	M	10732
Tasmania	2011	50-54	Employed (hours worked not stated)	F	190
Tasmania	2011	50-54	Employed (hours worked not stated)	M	256
Tasmania	2011	50-54	Employed (part-time)	F	6056
Tasmania	2011	50-54	Employed (part-time)	M	2128
Tasmania	2011	50-54	Not in the labour force	F	4162
Tasmania	2011	50-54	Not in the labour force	M	2721
Tasmania	2011	50-54	Unemployed (looking for full-time work)	F	292
Tasmania	2011	50-54	Unemployed (looking for full-time work)	M	534
Tasmania	2011	50-54	Unemployed (looking for part-time work)	F	216
Tasmania	2011	50-54	Unemployed (looking for part-time work)	M	124
Tasmania	2011	55-59		F	596
Tasmania	2011	55-59		M	685
Tasmania	2011	55-59	Employed (away from work)	F	608
Tasmania	2011	55-59	Employed (away from work)	M	546
Tasmania	2011	55-59	Employed (full-time)	F	4403
Tasmania	2011	55-59	Employed (full-time)	M	8279
Tasmania	2011	55-59	Employed (hours worked not stated)	F	152
Tasmania	2011	55-59	Employed (hours worked not stated)	M	173
Tasmania	2011	55-59	Employed (part-time)	F	5036
Tasmania	2011	55-59	Employed (part-time)	M	2259
Tasmania	2011	55-59	Not in the labour force	F	6220
Tasmania	2011	55-59	Not in the labour force	M	4114
Tasmania	2011	55-59	Unemployed (looking for full-time work)	F	188
Tasmania	2011	55-59	Unemployed (looking for full-time work)	M	465
Tasmania	2011	55-59	Unemployed (looking for part-time work)	F	184
Tasmania	2011	55-59	Unemployed (looking for part-time work)	M	187
Tasmania	2011	60-64		F	628
Tasmania	2011	60-64		M	735
Tasmania	2011	60-64	Employed (away from work)	F	431
Tasmania	2011	60-64	Employed (away from work)	M	444
Tasmania	2011	60-64	Employed (full-time)	F	2068
Tasmania	2011	60-64	Employed (full-time)	M	4955
Tasmania	2011	60-64	Employed (hours worked not stated)	F	94
Tasmania	2011	60-64	Employed (hours worked not stated)	M	159
Tasmania	2011	60-64	Employed (part-time)	F	3372
Tasmania	2011	60-64	Employed (part-time)	M	2417
Tasmania	2011	60-64	Not in the labour force	F	9674
Tasmania	2011	60-64	Not in the labour force	M	7042
Tasmania	2011	60-64	Unemployed (looking for full-time work)	F	82
Tasmania	2011	60-64	Unemployed (looking for full-time work)	M	307
Tasmania	2011	60-64	Unemployed (looking for part-time work)	F	136
Tasmania	2011	60-64	Unemployed (looking for part-time work)	M	187
Tasmania	2011	65-69		F	614
Tasmania	2011	65-69		M	624
Tasmania	2011	65-69	Employed (away from work)	F	123
Tasmania	2011	65-69	Employed (away from work)	M	179
Tasmania	2011	65-69	Employed (full-time)	F	454
Tasmania	2011	65-69	Employed (full-time)	M	1424
Tasmania	2011	65-69	Employed (hours worked not stated)	F	53
Tasmania	2011	65-69	Employed (hours worked not stated)	M	59
Tasmania	2011	65-69	Employed (part-time)	F	1174
Tasmania	2011	65-69	Employed (part-time)	M	1345
Tasmania	2011	65-69	Not in the labour force	F	10261
Tasmania	2011	65-69	Not in the labour force	M	8899
Tasmania	2011	65-69	Unemployed (looking for full-time work)	F	4
Tasmania	2011	65-69	Unemployed (looking for full-time work)	M	22
Tasmania	2011	65-69	Unemployed (looking for part-time work)	F	27
Tasmania	2011	65-69	Unemployed (looking for part-time work)	M	47
Tasmania	2011	70-74		F	610
Tasmania	2011	70-74		M	570
Tasmania	2011	70-74	Employed (away from work)	F	34
Tasmania	2011	70-74	Employed (away from work)	M	65
Tasmania	2011	70-74	Employed (full-time)	F	111
Tasmania	2011	70-74	Employed (full-time)	M	381
Tasmania	2011	70-74	Employed (hours worked not stated)	F	21
Tasmania	2011	70-74	Employed (hours worked not stated)	M	29
Tasmania	2011	70-74	Employed (part-time)	F	383
Tasmania	2011	70-74	Employed (part-time)	M	575
Tasmania	2011	70-74	Not in the labour force	F	8809
Tasmania	2011	70-74	Not in the labour force	M	7847
Tasmania	2011	70-74	Unemployed (looking for full-time work)	F	0
Tasmania	2011	70-74	Unemployed (looking for full-time work)	M	6
Tasmania	2011	70-74	Unemployed (looking for part-time work)	F	4
Tasmania	2011	70-74	Unemployed (looking for part-time work)	M	10
Tasmania	2011	75+		F	2080
Tasmania	2011	75+		M	1411
Tasmania	2011	75+	Employed (away from work)	F	28
Tasmania	2011	75+	Employed (away from work)	M	48
Tasmania	2011	75+	Employed (full-time)	F	36
Tasmania	2011	75+	Employed (full-time)	M	185
Tasmania	2011	75+	Employed (hours worked not stated)	F	26
Tasmania	2011	75+	Employed (hours worked not stated)	M	39
Tasmania	2011	75+	Employed (part-time)	F	130
Tasmania	2011	75+	Employed (part-time)	M	312
Tasmania	2011	75+	Not in the labour force	F	18580
Tasmania	2011	75+	Not in the labour force	M	13039
Tasmania	2011	75+	Unemployed (looking for full-time work)	F	0
Tasmania	2011	75+	Unemployed (looking for full-time work)	M	3
Tasmania	2011	75+	Unemployed (looking for part-time work)	F	4
Tasmania	2011	75+	Unemployed (looking for part-time work)	M	11
Tasmania	2016	15-19		F	767
Tasmania	2016	15-19		M	741
Tasmania	2016	15-19	Employed (away from work)	F	283
Tasmania	2016	15-19	Employed (away from work)	M	213
Tasmania	2016	15-19	Employed (full-time)	F	782
Tasmania	2016	15-19	Employed (full-time)	M	1691
Tasmania	2016	15-19	Employed (hours worked not stated)	F	175
Tasmania	2016	15-19	Employed (hours worked not stated)	M	165
Tasmania	2016	15-19	Employed (part-time)	F	5166
Tasmania	2016	15-19	Employed (part-time)	M	3451
Tasmania	2016	15-19	Not in the labour force	F	6617
Tasmania	2016	15-19	Not in the labour force	M	8086
Tasmania	2016	15-19	Unemployed (looking for full-time work)	F	353
Tasmania	2016	15-19	Unemployed (looking for full-time work)	M	651
Tasmania	2016	15-19	Unemployed (looking for part-time work)	F	972
Tasmania	2016	15-19	Unemployed (looking for part-time work)	M	963
Tasmania	2016	20-24		F	830
Tasmania	2016	20-24		M	915
Tasmania	2016	20-24	Employed (away from work)	F	405
Tasmania	2016	20-24	Employed (away from work)	M	300
Tasmania	2016	20-24	Employed (full-time)	F	3750
Tasmania	2016	20-24	Employed (full-time)	M	5858
Tasmania	2016	20-24	Employed (hours worked not stated)	F	157
Tasmania	2016	20-24	Employed (hours worked not stated)	M	220
Tasmania	2016	20-24	Employed (part-time)	F	4854
Tasmania	2016	20-24	Employed (part-time)	M	3237
Tasmania	2016	20-24	Not in the labour force	F	3530
Tasmania	2016	20-24	Not in the labour force	M	3005
Tasmania	2016	20-24	Unemployed (looking for full-time work)	F	532
Tasmania	2016	20-24	Unemployed (looking for full-time work)	M	1218
Tasmania	2016	20-24	Unemployed (looking for part-time work)	F	508
Tasmania	2016	20-24	Unemployed (looking for part-time work)	M	537
Tasmania	2016	25-29		F	835
Tasmania	2016	25-29		M	881
Tasmania	2016	25-29	Employed (away from work)	F	626
Tasmania	2016	25-29	Employed (away from work)	M	274
Tasmania	2016	25-29	Employed (full-time)	F	4765
Tasmania	2016	25-29	Employed (full-time)	M	7748
Tasmania	2016	25-29	Employed (hours worked not stated)	F	134
Tasmania	2016	25-29	Employed (hours worked not stated)	M	212
Tasmania	2016	25-29	Employed (part-time)	F	3961
Tasmania	2016	25-29	Employed (part-time)	M	2019
Tasmania	2016	25-29	Not in the labour force	F	3562
Tasmania	2016	25-29	Not in the labour force	M	1869
Tasmania	2016	25-29	Unemployed (looking for full-time work)	F	355
Tasmania	2016	25-29	Unemployed (looking for full-time work)	M	828
Tasmania	2016	25-29	Unemployed (looking for part-time work)	F	369
Tasmania	2016	25-29	Unemployed (looking for part-time work)	M	257
Tasmania	2016	30-34		F	824
Tasmania	2016	30-34		M	850
Tasmania	2016	30-34	Employed (away from work)	F	867
Tasmania	2016	30-34	Employed (away from work)	M	341
Tasmania	2016	30-34	Employed (full-time)	F	4122
Tasmania	2016	30-34	Employed (full-time)	M	8691
Tasmania	2016	30-34	Employed (hours worked not stated)	F	120
Tasmania	2016	30-34	Employed (hours worked not stated)	M	227
Tasmania	2016	30-34	Employed (part-time)	F	4973
Tasmania	2016	30-34	Employed (part-time)	M	1768
Tasmania	2016	30-34	Not in the labour force	F	3598
Tasmania	2016	30-34	Not in the labour force	M	1604
Tasmania	2016	30-34	Unemployed (looking for full-time work)	F	274
Tasmania	2016	30-34	Unemployed (looking for full-time work)	M	595
Tasmania	2016	30-34	Unemployed (looking for part-time work)	F	317
Tasmania	2016	30-34	Unemployed (looking for part-time work)	M	163
Tasmania	2016	35-39		F	788
Tasmania	2016	35-39		M	758
Tasmania	2016	35-39	Employed (away from work)	F	573
Tasmania	2016	35-39	Employed (away from work)	M	295
Tasmania	2016	35-39	Employed (full-time)	F	3821
Tasmania	2016	35-39	Employed (full-time)	M	8404
Tasmania	2016	35-39	Employed (hours worked not stated)	F	115
Tasmania	2016	35-39	Employed (hours worked not stated)	M	183
Tasmania	2016	35-39	Employed (part-time)	F	5630
Tasmania	2016	35-39	Employed (part-time)	M	1605
Tasmania	2016	35-39	Not in the labour force	F	3345
Tasmania	2016	35-39	Not in the labour force	M	1600
Tasmania	2016	35-39	Unemployed (looking for full-time work)	F	253
Tasmania	2016	35-39	Unemployed (looking for full-time work)	M	560
Tasmania	2016	35-39	Unemployed (looking for part-time work)	F	286
Tasmania	2016	35-39	Unemployed (looking for part-time work)	M	117
Tasmania	2016	40-44		F	858
Tasmania	2016	40-44		M	902
Tasmania	2016	40-44	Employed (away from work)	F	418
Tasmania	2016	40-44	Employed (away from work)	M	329
Tasmania	2016	40-44	Employed (full-time)	F	5056
Tasmania	2016	40-44	Employed (full-time)	M	9267
Tasmania	2016	40-44	Employed (hours worked not stated)	F	139
Tasmania	2016	40-44	Employed (hours worked not stated)	M	186
Tasmania	2016	40-44	Employed (part-time)	F	6251
Tasmania	2016	40-44	Employed (part-time)	M	1799
Tasmania	2016	40-44	Not in the labour force	F	3104
Tasmania	2016	40-44	Not in the labour force	M	1913
Tasmania	2016	40-44	Unemployed (looking for full-time work)	F	292
Tasmania	2016	40-44	Unemployed (looking for full-time work)	M	572
Tasmania	2016	40-44	Unemployed (looking for part-time work)	F	297
Tasmania	2016	40-44	Unemployed (looking for part-time work)	M	117
Tasmania	2016	45-49		F	900
Tasmania	2016	45-49		M	1054
Tasmania	2016	45-49	Employed (away from work)	F	435
Tasmania	2016	45-49	Employed (away from work)	M	383
Tasmania	2016	45-49	Employed (full-time)	F	6099
Tasmania	2016	45-49	Employed (full-time)	M	10088
Tasmania	2016	45-49	Employed (hours worked not stated)	F	182
Tasmania	2016	45-49	Employed (hours worked not stated)	M	216
Tasmania	2016	45-49	Employed (part-time)	F	6251
Tasmania	2016	45-49	Employed (part-time)	M	1956
Tasmania	2016	45-49	Not in the labour force	F	3407
Tasmania	2016	45-49	Not in the labour force	M	2246
Tasmania	2016	45-49	Unemployed (looking for full-time work)	F	323
Tasmania	2016	45-49	Unemployed (looking for full-time work)	M	564
Tasmania	2016	45-49	Unemployed (looking for part-time work)	F	272
Tasmania	2016	45-49	Unemployed (looking for part-time work)	M	146
Tasmania	2016	50-54		F	1028
Tasmania	2016	50-54		M	1075
Tasmania	2016	50-54	Employed (away from work)	F	531
Tasmania	2016	50-54	Employed (away from work)	M	455
Tasmania	2016	50-54	Employed (full-time)	F	6209
Tasmania	2016	50-54	Employed (full-time)	M	9860
Tasmania	2016	50-54	Employed (hours worked not stated)	F	156
Tasmania	2016	50-54	Employed (hours worked not stated)	M	204
Tasmania	2016	50-54	Employed (part-time)	F	5902
Tasmania	2016	50-54	Employed (part-time)	M	2143
Tasmania	2016	50-54	Not in the labour force	F	3885
Tasmania	2016	50-54	Not in the labour force	M	2821
Tasmania	2016	50-54	Unemployed (looking for full-time work)	F	318
Tasmania	2016	50-54	Unemployed (looking for full-time work)	M	550
Tasmania	2016	50-54	Unemployed (looking for part-time work)	F	260
Tasmania	2016	50-54	Unemployed (looking for part-time work)	M	146
Tasmania	2016	55-59		F	1146
Tasmania	2016	55-59		M	1129
Tasmania	2016	55-59	Employed (away from work)	F	636
Tasmania	2016	55-59	Employed (away from work)	M	523
Tasmania	2016	55-59	Employed (full-time)	F	5206
Tasmania	2016	55-59	Employed (full-time)	M	8859
Tasmania	2016	55-59	Employed (hours worked not stated)	F	155
Tasmania	2016	55-59	Employed (hours worked not stated)	M	194
Tasmania	2016	55-59	Employed (part-time)	F	5785
Tasmania	2016	55-59	Employed (part-time)	M	2436
Tasmania	2016	55-59	Not in the labour force	F	5909
Tasmania	2016	55-59	Not in the labour force	M	4240
Tasmania	2016	55-59	Unemployed (looking for full-time work)	F	222
Tasmania	2016	55-59	Unemployed (looking for full-time work)	M	534
Tasmania	2016	55-59	Unemployed (looking for part-time work)	F	241
Tasmania	2016	55-59	Unemployed (looking for part-time work)	M	164
Tasmania	2016	60-64		F	1120
Tasmania	2016	60-64		M	1131
Tasmania	2016	60-64	Employed (away from work)	F	463
Tasmania	2016	60-64	Employed (away from work)	M	469
Tasmania	2016	60-64	Employed (full-time)	F	2659
Tasmania	2016	60-64	Employed (full-time)	M	5331
Tasmania	2016	60-64	Employed (hours worked not stated)	F	110
Tasmania	2016	60-64	Employed (hours worked not stated)	M	125
Tasmania	2016	60-64	Employed (part-time)	F	4134
Tasmania	2016	60-64	Employed (part-time)	M	2562
Tasmania	2016	60-64	Not in the labour force	F	8944
Tasmania	2016	60-64	Not in the labour force	M	6734
Tasmania	2016	60-64	Unemployed (looking for full-time work)	F	126
Tasmania	2016	60-64	Unemployed (looking for full-time work)	M	424
Tasmania	2016	60-64	Unemployed (looking for part-time work)	F	229
Tasmania	2016	60-64	Unemployed (looking for part-time work)	M	222
Tasmania	2016	65-69		F	1157
Tasmania	2016	65-69		M	1141
Tasmania	2016	65-69	Employed (away from work)	F	184
Tasmania	2016	65-69	Employed (away from work)	M	214
Tasmania	2016	65-69	Employed (full-time)	F	731
Tasmania	2016	65-69	Employed (full-time)	M	1804
Tasmania	2016	65-69	Employed (hours worked not stated)	F	67
Tasmania	2016	65-69	Employed (hours worked not stated)	M	82
Tasmania	2016	65-69	Employed (part-time)	F	1768
Tasmania	2016	65-69	Employed (part-time)	M	1747
Tasmania	2016	65-69	Not in the labour force	F	12806
Tasmania	2016	65-69	Not in the labour force	M	11094
Tasmania	2016	65-69	Unemployed (looking for full-time work)	F	17
Tasmania	2016	65-69	Unemployed (looking for full-time work)	M	33
Tasmania	2016	65-69	Unemployed (looking for part-time work)	F	42
Tasmania	2016	65-69	Unemployed (looking for part-time work)	M	71
Tasmania	2016	70-74		F	993
Tasmania	2016	70-74		M	966
Tasmania	2016	70-74	Employed (away from work)	F	51
Tasmania	2016	70-74	Employed (away from work)	M	78
Tasmania	2016	70-74	Employed (full-time)	F	175
Tasmania	2016	70-74	Employed (full-time)	M	509
Tasmania	2016	70-74	Employed (hours worked not stated)	F	42
Tasmania	2016	70-74	Employed (hours worked not stated)	M	50
Tasmania	2016	70-74	Employed (part-time)	F	588
Tasmania	2016	70-74	Employed (part-time)	M	810
Tasmania	2016	70-74	Not in the labour force	F	10675
Tasmania	2016	70-74	Not in the labour force	M	9446
Tasmania	2016	70-74	Unemployed (looking for full-time work)	F	3
Tasmania	2016	70-74	Unemployed (looking for full-time work)	M	15
Tasmania	2016	70-74	Unemployed (looking for part-time work)	F	3
Tasmania	2016	70-74	Unemployed (looking for part-time work)	M	22
Tasmania	2016	75+		F	2352
Tasmania	2016	75+		M	1624
Tasmania	2016	75+	Employed (away from work)	F	31
Tasmania	2016	75+	Employed (away from work)	M	48
Tasmania	2016	75+	Employed (full-time)	F	74
Tasmania	2016	75+	Employed (full-time)	M	271
Tasmania	2016	75+	Employed (hours worked not stated)	F	60
Tasmania	2016	75+	Employed (hours worked not stated)	M	71
Tasmania	2016	75+	Employed (part-time)	F	264
Tasmania	2016	75+	Employed (part-time)	M	520
Tasmania	2016	75+	Not in the labour force	F	20544
Tasmania	2016	75+	Not in the labour force	M	15466
Tasmania	2016	75+	Unemployed (looking for full-time work)	F	6
Tasmania	2016	75+	Unemployed (looking for full-time work)	M	12
Tasmania	2016	75+	Unemployed (looking for part-time work)	F	10
Tasmania	2016	75+	Unemployed (looking for part-time work)	M	16
Northern Territory	2006	15-19		F	832
Northern Territory	2006	15-19		M	959
Northern Territory	2006	15-19	Employed (away from work)	F	95
Northern Territory	2006	15-19	Employed (away from work)	M	108
Northern Territory	2006	15-19	Employed (full-time)	F	819
Northern Territory	2006	15-19	Employed (full-time)	M	1243
Northern Territory	2006	15-19	Employed (hours worked not stated)	F	152
Northern Territory	2006	15-19	Employed (hours worked not stated)	M	173
Northern Territory	2006	15-19	Employed (part-time)	F	1553
Northern Territory	2006	15-19	Employed (part-time)	M	1403
Northern Territory	2006	15-19	Not in the labour force	F	3045
Northern Territory	2006	15-19	Not in the labour force	M	3255
Northern Territory	2006	15-19	Unemployed (looking for full-time work)	F	173
Northern Territory	2006	15-19	Unemployed (looking for full-time work)	M	192
Northern Territory	2006	15-19	Unemployed (looking for part-time work)	F	162
Northern Territory	2006	15-19	Unemployed (looking for part-time work)	M	128
Northern Territory	2006	20-24		F	867
Northern Territory	2006	20-24		M	996
Northern Territory	2006	20-24	Employed (away from work)	F	141
Northern Territory	2006	20-24	Employed (away from work)	M	176
Northern Territory	2006	20-24	Employed (full-time)	F	2761
Northern Territory	2006	20-24	Employed (full-time)	M	3599
Northern Territory	2006	20-24	Employed (hours worked not stated)	F	156
Northern Territory	2006	20-24	Employed (hours worked not stated)	M	256
Northern Territory	2006	20-24	Employed (part-time)	F	1143
Northern Territory	2006	20-24	Employed (part-time)	M	1032
Northern Territory	2006	20-24	Not in the labour force	F	2006
Northern Territory	2006	20-24	Not in the labour force	M	1326
Northern Territory	2006	20-24	Unemployed (looking for full-time work)	F	180
Northern Territory	2006	20-24	Unemployed (looking for full-time work)	M	280
Northern Territory	2006	20-24	Unemployed (looking for part-time work)	F	103
Northern Territory	2006	20-24	Unemployed (looking for part-time work)	M	74
Northern Territory	2006	25-29		F	893
Northern Territory	2006	25-29		M	917
Northern Territory	2006	25-29	Employed (away from work)	F	242
