STE_NAME16	Year	Age5yr	MaritalStatus	Sex	persons
Queensland	2016	65-69	Widowed	M	4298
Queensland	2016	70-74	Divorced	F	14705
Queensland	2016	70-74	Divorced	M	12426
Queensland	2016	70-74	Married	F	52210
Queensland	2016	70-74	Married	M	62795
Queensland	2016	70-74	Never married	F	3316
Queensland	2016	70-74	Never married	M	5163
Queensland	2016	70-74	Separated	F	2645
Queensland	2016	70-74	Separated	M	3312
Queensland	2016	70-74	Widowed	F	18606
Queensland	2016	70-74	Widowed	M	5233
Queensland	2016	75-79	Divorced	F	7973
Queensland	2016	75-79	Divorced	M	6841
Queensland	2016	75-79	Married	F	31726
Queensland	2016	75-79	Married	M	43029
Queensland	2016	75-79	Never married	F	2206
Queensland	2016	75-79	Never married	M	3141
Queensland	2016	75-79	Separated	F	1254
Queensland	2016	75-79	Separated	M	1905
Queensland	2016	75-79	Widowed	F	22099
Queensland	2016	75-79	Widowed	M	5912
Queensland	2016	80-84	Divorced	F	3969
Queensland	2016	80-84	Divorced	M	3305
Queensland	2016	80-84	Married	F	16268
Queensland	2016	80-84	Married	M	25423
Queensland	2016	80-84	Never married	F	1565
Queensland	2016	80-84	Never married	M	1875
Queensland	2016	80-84	Separated	F	587
Queensland	2016	80-84	Separated	M	968
Queensland	2016	80-84	Widowed	F	23458
Queensland	2016	80-84	Widowed	M	6308
Queensland	2016	85+	Divorced	F	2818
Queensland	2016	85+	Divorced	M	1828
Queensland	2016	85+	Married	F	8895
Queensland	2016	85+	Married	M	17398
Queensland	2016	85+	Never married	F	1911
Queensland	2016	85+	Never married	M	1551
Queensland	2016	85+	Separated	F	328
Queensland	2016	85+	Separated	M	550
Queensland	2016	85+	Widowed	F	39803
Queensland	2016	85+	Widowed	M	10445
South Australia	2006	15-19	Divorced	F	31
South Australia	2006	15-19	Divorced	M	50
South Australia	2006	15-19	Married	F	209
South Australia	2006	15-19	Married	M	109
South Australia	2006	15-19	Never married	F	48446
South Australia	2006	15-19	Never married	M	51780
South Australia	2006	15-19	Separated	F	38
South Australia	2006	15-19	Separated	M	30
South Australia	2006	15-19	Widowed	F	33
South Australia	2006	15-19	Widowed	M	28
South Australia	2006	20-24	Divorced	F	105
South Australia	2006	20-24	Divorced	M	58
South Australia	2006	20-24	Married	F	4171
South Australia	2006	20-24	Married	M	1959
South Australia	2006	20-24	Never married	F	44537
South Australia	2006	20-24	Never married	M	48764
South Australia	2006	20-24	Separated	F	302
South Australia	2006	20-24	Separated	M	122
South Australia	2006	20-24	Widowed	F	54
South Australia	2006	20-24	Widowed	M	31
South Australia	2006	25-29	Divorced	F	872
South Australia	2006	25-29	Divorced	M	462
South Australia	2006	25-29	Married	F	15372
South Australia	2006	25-29	Married	M	10421
South Australia	2006	25-29	Never married	F	26691
South Australia	2006	25-29	Never married	M	33462
South Australia	2006	25-29	Separated	F	936
South Australia	2006	25-29	Separated	M	518
South Australia	2006	25-29	Widowed	F	105
South Australia	2006	25-29	Widowed	M	24
South Australia	2006	30-34	Divorced	F	2874
South Australia	2006	30-34	Divorced	M	1748
South Australia	2006	30-34	Married	F	26611
South Australia	2006	30-34	Married	M	21841
South Australia	2006	30-34	Never married	F	17236
South Australia	2006	30-34	Never married	M	23320
South Australia	2006	30-34	Separated	F	1849
South Australia	2006	30-34	Separated	M	1170
South Australia	2006	30-34	Widowed	F	183
South Australia	2006	30-34	Widowed	M	56
South Australia	2006	35-39	Divorced	F	5483
South Australia	2006	35-39	Divorced	M	3896
South Australia	2006	35-39	Married	F	32936
South Australia	2006	35-39	Married	M	29688
South Australia	2006	35-39	Never married	F	12857
South Australia	2006	35-39	Never married	M	17870
South Australia	2006	35-39	Separated	F	2647
South Australia	2006	35-39	Separated	M	1817
South Australia	2006	35-39	Widowed	F	389
South Australia	2006	35-39	Widowed	M	93
South Australia	2006	40-44	Divorced	F	8055
South Australia	2006	40-44	Divorced	M	5835
South Australia	2006	40-44	Married	F	35128
South Australia	2006	40-44	Married	M	33107
South Australia	2006	40-44	Never married	F	9330
South Australia	2006	40-44	Never married	M	13432
South Australia	2006	40-44	Separated	F	3177
South Australia	2006	40-44	Separated	M	2451
South Australia	2006	40-44	Widowed	F	654
South Australia	2006	40-44	Widowed	M	239
South Australia	2006	45-49	Divorced	F	9864
South Australia	2006	45-49	Divorced	M	7697
South Australia	2006	45-49	Married	F	36426
South Australia	2006	45-49	Married	M	35146
South Australia	2006	45-49	Never married	F	6595
South Australia	2006	45-49	Never married	M	9679
South Australia	2006	45-49	Separated	F	3086
South Australia	2006	45-49	Separated	M	2703
South Australia	2006	45-49	Widowed	F	1103
South Australia	2006	45-49	Widowed	M	378
South Australia	2006	50-54	Divorced	F	9751
South Australia	2006	50-54	Divorced	M	7940
South Australia	2006	50-54	Married	F	34719
South Australia	2006	50-54	Married	M	34173
South Australia	2006	50-54	Never married	F	4144
South Australia	2006	50-54	Never married	M	6107
South Australia	2006	50-54	Separated	F	2708
South Australia	2006	50-54	Separated	M	2440
South Australia	2006	50-54	Widowed	F	1683
South Australia	2006	50-54	Widowed	M	561
South Australia	2006	55-59	Divorced	F	8736
South Australia	2006	55-59	Divorced	M	7301
South Australia	2006	55-59	Married	F	34529
South Australia	2006	55-59	Married	M	35157
South Australia	2006	55-59	Never married	F	2519
South Australia	2006	55-59	Never married	M	3809
South Australia	2006	55-59	Separated	F	1971
South Australia	2006	55-59	Separated	M	2126
South Australia	2006	55-59	Widowed	F	2940
South Australia	2006	55-59	Widowed	M	827
South Australia	2006	60-64	Divorced	F	5925
South Australia	2006	60-64	Divorced	M	4896
South Australia	2006	60-64	Married	F	26985
South Australia	2006	60-64	Married	M	28855
South Australia	2006	60-64	Never married	F	1500
South Australia	2006	60-64	Never married	M	2213
South Australia	2006	60-64	Separated	F	1218
South Australia	2006	60-64	Separated	M	1323
South Australia	2006	60-64	Widowed	F	3954
South Australia	2006	60-64	Widowed	M	1026
South Australia	2006	65-69	Divorced	F	3597
South Australia	2006	65-69	Divorced	M	3157
South Australia	2006	65-69	Married	F	21185
South Australia	2006	65-69	Married	M	23279
South Australia	2006	65-69	Never married	F	939
South Australia	2006	65-69	Never married	M	1527
South Australia	2006	65-69	Separated	F	762
South Australia	2006	65-69	Separated	M	920
South Australia	2006	65-69	Widowed	F	5799
South Australia	2006	65-69	Widowed	M	1279
South Australia	2006	70-74	Divorced	F	2560
South Australia	2006	70-74	Divorced	M	2071
South Australia	2006	70-74	Married	F	15768
South Australia	2006	70-74	Married	M	19362
South Australia	2006	70-74	Never married	F	757
South Australia	2006	70-74	Never married	M	1139
South Australia	2006	70-74	Separated	F	516
South Australia	2006	70-74	Separated	M	576
South Australia	2006	70-74	Widowed	F	8068
South Australia	2006	70-74	Widowed	M	1839
South Australia	2006	75-79	Divorced	F	1721
South Australia	2006	75-79	Divorced	M	1362
South Australia	2006	75-79	Married	F	11984
South Australia	2006	75-79	Married	M	16456
South Australia	2006	75-79	Never married	F	813
South Australia	2006	75-79	Never married	M	1091
South Australia	2006	75-79	Separated	F	345
South Australia	2006	75-79	Separated	M	453
South Australia	2006	75-79	Widowed	F	12198
South Australia	2006	75-79	Widowed	M	2856
South Australia	2006	80-84	Divorced	F	1016
South Australia	2006	80-84	Divorced	M	702
South Australia	2006	80-84	Married	F	6915
South Australia	2006	80-84	Married	M	10402
South Australia	2006	80-84	Never married	F	717
South Australia	2006	80-84	Never married	M	620
South Australia	2006	80-84	Separated	F	197
South Australia	2006	80-84	Separated	M	277
South Australia	2006	80-84	Widowed	F	14042
South Australia	2006	80-84	Widowed	M	3273
South Australia	2006	85+	Divorced	F	563
South Australia	2006	85+	Divorced	M	306
South Australia	2006	85+	Married	F	2745
South Australia	2006	85+	Married	M	5173
South Australia	2006	85+	Never married	F	909
South Australia	2006	85+	Never married	M	427
South Australia	2006	85+	Separated	F	78
South Australia	2006	85+	Separated	M	132
South Australia	2006	85+	Widowed	F	16439
South Australia	2006	85+	Widowed	M	3832
South Australia	2011	15-19	Divorced	F	24
South Australia	2011	15-19	Divorced	M	36
South Australia	2011	15-19	Married	F	192
South Australia	2011	15-19	Married	M	116
South Australia	2011	15-19	Never married	F	49871
South Australia	2011	15-19	Never married	M	52873
South Australia	2011	15-19	Separated	F	29
South Australia	2011	15-19	Separated	M	43
South Australia	2011	15-19	Widowed	F	43
South Australia	2011	15-19	Widowed	M	21
South Australia	2011	20-24	Divorced	F	130
South Australia	2011	20-24	Divorced	M	51
South Australia	2011	20-24	Married	F	4117
South Australia	2011	20-24	Married	M	1869
South Australia	2011	20-24	Never married	F	46977
South Australia	2011	20-24	Never married	M	51870
South Australia	2011	20-24	Separated	F	317
South Australia	2011	20-24	Separated	M	132
South Australia	2011	20-24	Widowed	F	75
South Australia	2011	20-24	Widowed	M	55
South Australia	2011	25-29	Divorced	F	801
South Australia	2011	25-29	Divorced	M	456
South Australia	2011	25-29	Married	F	18207
South Australia	2011	25-29	Married	M	12337
South Australia	2011	25-29	Never married	F	31951
South Australia	2011	25-29	Never married	M	39029
South Australia	2011	25-29	Separated	F	1042
South Australia	2011	25-29	Separated	M	531
South Australia	2011	25-29	Widowed	F	98
South Australia	2011	25-29	Widowed	M	52
South Australia	2011	30-34	Divorced	F	2114
South Australia	2011	30-34	Divorced	M	1266
South Australia	2011	30-34	Married	F	26690
South Australia	2011	30-34	Married	M	23069
South Australia	2011	30-34	Never married	F	18300
South Australia	2011	30-34	Never married	M	23383
South Australia	2011	30-34	Separated	F	1635
South Australia	2011	30-34	Separated	M	1118
South Australia	2011	30-34	Widowed	F	175
South Australia	2011	30-34	Widowed	M	78
South Australia	2011	35-39	Divorced	F	4302
South Australia	2011	35-39	Divorced	M	2830
South Australia	2011	35-39	Married	F	31408
South Australia	2011	35-39	Married	M	28810
South Australia	2011	35-39	Never married	F	13965
South Australia	2011	35-39	Never married	M	18205
South Australia	2011	35-39	Separated	F	2348
South Australia	2011	35-39	Separated	M	1665
South Australia	2011	35-39	Widowed	F	340
South Australia	2011	35-39	Widowed	M	96
South Australia	2011	40-44	Divorced	F	7191
South Australia	2011	40-44	Divorced	M	5038
South Australia	2011	40-44	Married	F	34218
South Australia	2011	40-44	Married	M	32547
South Australia	2011	40-44	Never married	F	11607
South Australia	2011	40-44	Never married	M	15669
South Australia	2011	40-44	Separated	F	3006
South Australia	2011	40-44	Separated	M	2295
South Australia	2011	40-44	Widowed	F	616
South Australia	2011	40-44	Widowed	M	216
South Australia	2011	45-49	Divorced	F	9532
South Australia	2011	45-49	Divorced	M	7019
South Australia	2011	45-49	Married	F	34494
South Australia	2011	45-49	Married	M	33609
South Australia	2011	45-49	Never married	F	8812
South Australia	2011	45-49	Never married	M	12438
South Australia	2011	45-49	Separated	F	3193
South Australia	2011	45-49	Separated	M	2691
South Australia	2011	45-49	Widowed	F	984
South Australia	2011	45-49	Widowed	M	310
South Australia	2011	50-54	Divorced	F	10800
South Australia	2011	50-54	Divorced	M	8517
South Australia	2011	50-54	Married	F	35076
South Australia	2011	50-54	Married	M	34289
South Australia	2011	50-54	Never married	F	6310
South Australia	2011	50-54	Never married	M	9039
South Australia	2011	50-54	Separated	F	2972
South Australia	2011	50-54	Separated	M	2687
South Australia	2011	50-54	Widowed	F	1578
South Australia	2011	50-54	Widowed	M	593
South Australia	2011	55-59	Divorced	F	10140
South Australia	2011	55-59	Divorced	M	8120
South Australia	2011	55-59	Married	F	33268
South Australia	2011	55-59	Married	M	32992
South Australia	2011	55-59	Never married	F	3916
South Australia	2011	55-59	Never married	M	5679
South Australia	2011	55-59	Separated	F	2260
South Australia	2011	55-59	Separated	M	2319
South Australia	2011	55-59	Widowed	F	2540
South Australia	2011	55-59	Widowed	M	774
South Australia	2011	60-64	Divorced	F	8865
South Australia	2011	60-64	Divorced	M	7375
South Australia	2011	60-64	Married	F	32644
South Australia	2011	60-64	Married	M	33974
South Australia	2011	60-64	Never married	F	2424
South Australia	2011	60-64	Never married	M	3538
South Australia	2011	60-64	Separated	F	1701
South Australia	2011	60-64	Separated	M	1800
South Australia	2011	60-64	Widowed	F	4103
South Australia	2011	60-64	Widowed	M	1173
South Australia	2011	65-69	Divorced	F	5770
South Australia	2011	65-69	Divorced	M	4668
South Australia	2011	65-69	Married	F	24668
South Australia	2011	65-69	Married	M	27019
South Australia	2011	65-69	Never married	F	1381
South Australia	2011	65-69	Never married	M	2036
South Australia	2011	65-69	Separated	F	1014
South Australia	2011	65-69	Separated	M	1149
South Australia	2011	65-69	Widowed	F	5517
South Australia	2011	65-69	Widowed	M	1442
South Australia	2011	70-74	Divorced	F	3362
South Australia	2011	70-74	Divorced	M	2838
South Australia	2011	70-74	Married	F	18178
South Australia	2011	70-74	Married	M	21090
South Australia	2011	70-74	Never married	F	870
South Australia	2011	70-74	Never married	M	1274
South Australia	2011	70-74	Separated	F	620
South Australia	2011	70-74	Separated	M	762
South Australia	2011	70-74	Widowed	F	7713
South Australia	2011	70-74	Widowed	M	1840
South Australia	2011	75-79	Divorced	F	2184
South Australia	2011	75-79	Divorced	M	1664
South Australia	2011	75-79	Married	F	12141
South Australia	2011	75-79	Married	M	16109
South Australia	2011	75-79	Never married	F	656
South Australia	2011	75-79	Never married	M	846
South Australia	2011	75-79	Separated	F	340
South Australia	2011	75-79	Separated	M	474
South Australia	2011	75-79	Widowed	F	9797
South Australia	2011	75-79	Widowed	M	2416
South Australia	2011	80-84	Divorced	F	1374
South Australia	2011	80-84	Divorced	M	921
South Australia	2011	80-84	Married	F	7609
South Australia	2011	80-84	Married	M	11783
South Australia	2011	80-84	Never married	F	608
South Australia	2011	80-84	Never married	M	699
South Australia	2011	80-84	Separated	F	219
South Australia	2011	80-84	Separated	M	320
South Australia	2011	80-84	Widowed	F	12818
South Australia	2011	80-84	Widowed	M	3201
South Australia	2011	85+	Divorced	F	834
South Australia	2011	85+	Divorced	M	509
South Australia	2011	85+	Married	F	3836
South Australia	2011	85+	Married	M	7078
South Australia	2011	85+	Never married	F	826
South Australia	2011	85+	Never married	M	450
South Australia	2011	85+	Separated	F	118
South Australia	2011	85+	Separated	M	173
South Australia	2011	85+	Widowed	F	19534
South Australia	2011	85+	Widowed	M	4800
South Australia	2016	15-19	Divorced	F	31
South Australia	2016	15-19	Divorced	M	38
South Australia	2016	15-19	Married	F	207
South Australia	2016	15-19	Married	M	151
South Australia	2016	15-19	Never married	F	48884
South Australia	2016	15-19	Never married	M	51288
South Australia	2016	15-19	Separated	F	15
South Australia	2016	15-19	Separated	M	18
South Australia	2016	15-19	Widowed	F	25
South Australia	2016	15-19	Widowed	M	26
South Australia	2016	20-24	Divorced	F	70
South Australia	2016	20-24	Divorced	M	53
South Australia	2016	20-24	Married	F	3627
South Australia	2016	20-24	Married	M	1788
South Australia	2016	20-24	Never married	F	48780
South Australia	2016	20-24	Never married	M	53229
South Australia	2016	20-24	Separated	F	242
South Australia	2016	20-24	Separated	M	103
South Australia	2016	20-24	Widowed	F	45
South Australia	2016	20-24	Widowed	M	37
South Australia	2016	25-29	Divorced	F	650
South Australia	2016	25-29	Divorced	M	370
South Australia	2016	25-29	Married	F	17185
South Australia	2016	25-29	Married	M	11226
South Australia	2016	25-29	Never married	F	34897
South Australia	2016	25-29	Never married	M	41312
South Australia	2016	25-29	Separated	F	1056
South Australia	2016	25-29	Separated	M	551
South Australia	2016	25-29	Widowed	F	64
South Australia	2016	25-29	Widowed	M	50
South Australia	2016	30-34	Divorced	F	2031
South Australia	2016	30-34	Divorced	M	1268
South Australia	2016	30-34	Married	F	30366
South Australia	2016	30-34	Married	M	25782
South Australia	2016	30-34	Never married	F	21469
South Australia	2016	30-34	Never married	M	26400
South Australia	2016	30-34	Separated	F	1935
South Australia	2016	30-34	Separated	M	1253
South Australia	2016	30-34	Widowed	F	181
South Australia	2016	30-34	Widowed	M	53
South Australia	2016	35-39	Divorced	F	3287
South Australia	2016	35-39	Divorced	M	2281
South Australia	2016	35-39	Married	F	31037
South Australia	2016	35-39	Married	M	29519
South Australia	2016	35-39	Never married	F	14592
South Australia	2016	35-39	Never married	M	17433
South Australia	2016	35-39	Separated	F	2525
South Australia	2016	35-39	Separated	M	1786
South Australia	2016	35-39	Widowed	F	265
South Australia	2016	35-39	Widowed	M	95
South Australia	2016	40-44	Divorced	F	5689
South Australia	2016	40-44	Divorced	M	3870
South Australia	2016	40-44	Married	F	31961
South Australia	2016	40-44	Married	M	31132
South Australia	2016	40-44	Never married	F	12357
South Australia	2016	40-44	Never married	M	15543
South Australia	2016	40-44	Separated	F	3080
South Australia	2016	40-44	Separated	M	2385
South Australia	2016	40-44	Widowed	F	498
South Australia	2016	40-44	Widowed	M	142
South Australia	2016	45-49	Divorced	F	8410
South Australia	2016	45-49	Divorced	M	6125
South Australia	2016	45-49	Married	F	33612
South Australia	2016	45-49	Married	M	32652
South Australia	2016	45-49	Never married	F	10996
South Australia	2016	45-49	Never married	M	14245
South Australia	2016	45-49	Separated	F	3518
South Australia	2016	45-49	Separated	M	2851
South Australia	2016	45-49	Widowed	F	905
South Australia	2016	45-49	Widowed	M	317
South Australia	2016	50-54	Divorced	F	10568
South Australia	2016	50-54	Divorced	M	7793
South Australia	2016	50-54	Married	F	33571
South Australia	2016	50-54	Married	M	33107
South Australia	2016	50-54	Never married	F	8466
South Australia	2016	50-54	Never married	M	11678
South Australia	2016	50-54	Separated	F	3229
South Australia	2016	50-54	Separated	M	2908
South Australia	2016	50-54	Widowed	F	1501
South Australia	2016	50-54	Widowed	M	445
South Australia	2016	55-59	Divorced	F	11526
South Australia	2016	55-59	Divorced	M	8966
South Australia	2016	55-59	Married	F	34363
South Australia	2016	55-59	Married	M	33872
South Australia	2016	55-59	Never married	F	6166
South Australia	2016	55-59	Never married	M	8517
South Australia	2016	55-59	Separated	F	2767
South Australia	2016	55-59	Separated	M	2546
South Australia	2016	55-59	Widowed	F	2410
South Australia	2016	55-59	Widowed	M	768
South Australia	2016	60-64	Divorced	F	10458
South Australia	2016	60-64	Divorced	M	8146
South Australia	2016	60-64	Married	F	32394
South Australia	2016	60-64	Married	M	32746
South Australia	2016	60-64	Never married	F	3910
South Australia	2016	60-64	Never married	M	5236
South Australia	2016	60-64	Separated	F	2043
South Australia	2016	60-64	Separated	M	2211
South Australia	2016	60-64	Widowed	F	3724
South Australia	2016	60-64	Widowed	M	1175
South Australia	2016	65-69	Divorced	F	8838
South Australia	2016	65-69	Divorced	M	7002
South Australia	2016	65-69	Married	F	30989
South Australia	2016	65-69	Married	M	32939
South Australia	2016	65-69	Never married	F	2342
South Australia	2016	65-69	Never married	M	3251
South Australia	2016	65-69	Separated	F	1498
South Australia	2016	65-69	Separated	M	1761
South Australia	2016	65-69	Widowed	F	5973
South Australia	2016	65-69	Widowed	M	1696
South Australia	2016	70-74	Divorced	F	5625
South Australia	2016	70-74	Divorced	M	4330
South Australia	2016	70-74	Married	F	22341
South Australia	2016	70-74	Married	M	25489
South Australia	2016	70-74	Never married	F	1408
South Australia	2016	70-74	Never married	M	1814
South Australia	2016	70-74	Separated	F	880
South Australia	2016	70-74	Separated	M	1040
South Australia	2016	70-74	Widowed	F	7640
South Australia	2016	70-74	Widowed	M	2007
South Australia	2016	75-79	Divorced	F	3023
South Australia	2016	75-79	Divorced	M	2391
South Australia	2016	75-79	Married	F	14778
South Australia	2016	75-79	Married	M	18514
South Australia	2016	75-79	Never married	F	798
South Australia	2016	75-79	Never married	M	1052
South Australia	2016	75-79	Separated	F	442
South Australia	2016	75-79	Separated	M	596
South Australia	2016	75-79	Widowed	F	9832
South Australia	2016	75-79	Widowed	M	2451
South Australia	2016	80-84	Divorced	F	1820
South Australia	2016	80-84	Divorced	M	1231
South Australia	2016	80-84	Married	F	8071
South Australia	2016	80-84	Married	M	12257
South Australia	2016	80-84	Never married	F	544
South Australia	2016	80-84	Never married	M	628
South Australia	2016	80-84	Separated	F	236
South Australia	2016	80-84	Separated	M	326
South Australia	2016	80-84	Widowed	F	11272
South Australia	2016	80-84	Widowed	M	2991
South Australia	2016	85+	Divorced	F	1318
South Australia	2016	85+	Divorced	M	731
South Australia	2016	85+	Married	F	4809
South Australia	2016	85+	Married	M	9143
South Australia	2016	85+	Never married	F	813
South Australia	2016	85+	Never married	M	577
South Australia	2016	85+	Separated	F	155
South Australia	2016	85+	Separated	M	251
South Australia	2016	85+	Widowed	F	21056
South Australia	2016	85+	Widowed	M	5636
Western Australia	2006	15-19	Divorced	F	43
Western Australia	2006	15-19	Divorced	M	51
Western Australia	2006	15-19	Married	F	362
Western Australia	2006	15-19	Married	M	202
Western Australia	2006	15-19	Never married	F	67610
Western Australia	2006	15-19	Never married	M	71564
Western Australia	2006	15-19	Separated	F	57
Western Australia	2006	15-19	Separated	M	32
Western Australia	2006	15-19	Widowed	F	34
Western Australia	2006	15-19	Widowed	M	26
Western Australia	2006	20-24	Divorced	F	157
Western Australia	2006	20-24	Divorced	M	104
Western Australia	2006	20-24	Married	F	5797
Western Australia	2006	20-24	Married	M	2756
Western Australia	2006	20-24	Never married	F	59844
Western Australia	2006	20-24	Never married	M	66651
Western Australia	2006	20-24	Separated	F	435
Western Australia	2006	20-24	Separated	M	173
Western Australia	2006	20-24	Widowed	F	58
Western Australia	2006	20-24	Widowed	M	44
Western Australia	2006	25-29	Divorced	F	1229
Western Australia	2006	25-29	Divorced	M	600
Western Australia	2006	25-29	Married	F	21186
Western Australia	2006	25-29	Married	M	14276
Western Australia	2006	25-29	Never married	F	38180
Western Australia	2006	25-29	Never married	M	47167
Western Australia	2006	25-29	Separated	F	1320
Western Australia	2006	25-29	Separated	M	703
Western Australia	2006	25-29	Widowed	F	102
Western Australia	2006	25-29	Widowed	M	47
Western Australia	2006	30-34	Divorced	F	3627
Western Australia	2006	30-34	Divorced	M	2286
Western Australia	2006	30-34	Married	F	38464
Western Australia	2006	30-34	Married	M	31197
Western Australia	2006	30-34	Never married	F	24354
Western Australia	2006	30-34	Never married	M	32387
Western Australia	2006	30-34	Separated	F	2403
Western Australia	2006	30-34	Separated	M	1574
Western Australia	2006	30-34	Widowed	F	230
Western Australia	2006	30-34	Widowed	M	101
Western Australia	2006	35-39	Divorced	F	7045
Western Australia	2006	35-39	Divorced	M	4930
Western Australia	2006	35-39	Married	F	47129
Western Australia	2006	35-39	Married	M	42598
Western Australia	2006	35-39	Never married	F	16624
Western Australia	2006	35-39	Never married	M	23065
Western Australia	2006	35-39	Separated	F	3452
Western Australia	2006	35-39	Separated	M	2450
Western Australia	2006	35-39	Widowed	F	408
Western Australia	2006	35-39	Widowed	M	171
Western Australia	2006	40-44	Divorced	F	10068
Western Australia	2006	40-44	Divorced	M	7392
Western Australia	2006	40-44	Married	F	49186
Western Australia	2006	40-44	Married	M	46603
Western Australia	2006	40-44	Never married	F	11067
Western Australia	2006	40-44	Never married	M	16147
Western Australia	2006	40-44	Separated	F	4104
Western Australia	2006	40-44	Separated	M	3099
Western Australia	2006	40-44	Widowed	F	824
Western Australia	2006	40-44	Widowed	M	271
Western Australia	2006	45-49	Divorced	F	11721
Western Australia	2006	45-49	Divorced	M	9358
Western Australia	2006	45-49	Married	F	49011
Western Australia	2006	45-49	Married	M	47367
Western Australia	2006	45-49	Never married	F	7423
Western Australia	2006	45-49	Never married	M	11348
Western Australia	2006	45-49	Separated	F	4284
Western Australia	2006	45-49	Separated	M	3620
Western Australia	2006	45-49	Widowed	F	1342
Western Australia	2006	45-49	Widowed	M	453
Western Australia	2006	50-54	Divorced	F	11754
Western Australia	2006	50-54	Divorced	M	9640
Western Australia	2006	50-54	Married	F	45605
Western Australia	2006	50-54	Married	M	45256
Western Australia	2006	50-54	Never married	F	4717
Western Australia	2006	50-54	Never married	M	7255
Western Australia	2006	50-54	Separated	F	3454
Western Australia	2006	50-54	Separated	M	3402
Western Australia	2006	50-54	Widowed	F	1993
Western Australia	2006	50-54	Widowed	M	702
Western Australia	2006	55-59	Divorced	F	10447
Western Australia	2006	55-59	Divorced	M	9136
Western Australia	2006	55-59	Married	F	41559
Western Australia	2006	55-59	Married	M	44615
Western Australia	2006	55-59	Never married	F	2806
Western Australia	2006	55-59	Never married	M	4672
Western Australia	2006	55-59	Separated	F	2716
Western Australia	2006	55-59	Separated	M	2845
Western Australia	2006	55-59	Widowed	F	3079
Western Australia	2006	55-59	Widowed	M	932
Western Australia	2006	60-64	Divorced	F	6904
Western Australia	2006	60-64	Divorced	M	6104
Western Australia	2006	60-64	Married	F	29978
Western Australia	2006	60-64	Married	M	34250
Western Australia	2006	60-64	Never married	F	1652
Western Australia	2006	60-64	Never married	M	2850
Western Australia	2006	60-64	Separated	F	1643
Western Australia	2006	60-64	Separated	M	1871
Western Australia	2006	60-64	Widowed	F	4087
Western Australia	2006	60-64	Widowed	M	1157
Western Australia	2006	65-69	Divorced	F	4674
Western Australia	2006	65-69	Divorced	M	4058
Western Australia	2006	65-69	Married	F	22864
Western Australia	2006	65-69	Married	M	26734
Western Australia	2006	65-69	Never married	F	1146
Western Australia	2006	65-69	Never married	M	1952
Western Australia	2006	65-69	Separated	F	1039
Western Australia	2006	65-69	Separated	M	1236
Western Australia	2006	65-69	Widowed	F	5923
Western Australia	2006	65-69	Widowed	M	1401
Western Australia	2006	70-74	Divorced	F	2871
Western Australia	2006	70-74	Divorced	M	2527
Western Australia	2006	70-74	Married	F	16474
Western Australia	2006	70-74	Married	M	20229
Western Australia	2006	70-74	Never married	F	861
Western Australia	2006	70-74	Never married	M	1382
Western Australia	2006	70-74	Separated	F	622
Western Australia	2006	70-74	Separated	M	800
Western Australia	2006	70-74	Widowed	F	8201
Western Australia	2006	70-74	Widowed	M	1953
Western Australia	2006	75-79	Divorced	F	1866
Western Australia	2006	75-79	Divorced	M	1538
Western Australia	2006	75-79	Married	F	11443
Western Australia	2006	75-79	Married	M	16081
Western Australia	2006	75-79	Never married	F	728
Western Australia	2006	75-79	Never married	M	1045
Western Australia	2006	75-79	Separated	F	371
Western Australia	2006	75-79	Separated	M	563
Western Australia	2006	75-79	Widowed	F	11072
Western Australia	2006	75-79	Widowed	M	2640
Western Australia	2006	80-84	Divorced	F	1025
Western Australia	2006	80-84	Divorced	M	743
Western Australia	2006	80-84	Married	F	5870
Western Australia	2006	80-84	Married	M	9587
Western Australia	2006	80-84	Never married	F	629
Western Australia	2006	80-84	Never married	M	605
Western Australia	2006	80-84	Separated	F	191
Western Australia	2006	80-84	Separated	M	275
Western Australia	2006	80-84	Widowed	F	12017
Western Australia	2006	80-84	Widowed	M	2837
Western Australia	2006	85+	Divorced	F	557
Western Australia	2006	85+	Divorced	M	344
Western Australia	2006	85+	Married	F	2552
Western Australia	2006	85+	Married	M	4783
Western Australia	2006	85+	Never married	F	723
Western Australia	2006	85+	Never married	M	441
Western Australia	2006	85+	Separated	F	91
Western Australia	2006	85+	Separated	M	141
Western Australia	2006	85+	Widowed	F	14734
Western Australia	2006	85+	Widowed	M	3120
Western Australia	2011	15-19	Divorced	F	42
Western Australia	2011	15-19	Divorced	M	52
Western Australia	2011	15-19	Married	F	357
Western Australia	2011	15-19	Married	M	223
Western Australia	2011	15-19	Never married	F	71242
Western Australia	2011	15-19	Never married	M	76114
Western Australia	2011	15-19	Separated	F	52
Western Australia	2011	15-19	Separated	M	50
Western Australia	2011	15-19	Widowed	F	40
Western Australia	2011	15-19	Widowed	M	34
Western Australia	2011	20-24	Divorced	F	170
Western Australia	2011	20-24	Divorced	M	121
Western Australia	2011	20-24	Married	F	6746
Western Australia	2011	20-24	Married	M	3267
Western Australia	2011	20-24	Never married	F	69320
Western Australia	2011	20-24	Never married	M	78531
Western Australia	2011	20-24	Separated	F	505
Western Australia	2011	20-24	Separated	M	200
Western Australia	2011	20-24	Widowed	F	82
Western Australia	2011	20-24	Widowed	M	70
Western Australia	2011	25-29	Divorced	F	1102
