STE_NAME16	Year	Age	Denomination	Religion	persons
Western Australia	2016	25-34	Seventh Day Adventist	Christianity	942
Western Australia	2016	25-34	Sikhism	(Other)	5060
Western Australia	2016	25-34	Uniting Church	Christianity	4287
Western Australia	2016	35-44		(Other)	36850
Western Australia	2016	35-44		Buddhism	10192
Western Australia	2016	35-44		Christianity	12496
Western Australia	2016	35-44		Hinduism	7728
Western Australia	2016	35-44		Islam	8124
Western Australia	2016	35-44		Judaism	602
Western Australia	2016	35-44		No religion	120294
Western Australia	2016	35-44	(Other)	(Other)	1785
Western Australia	2016	35-44	(Other)	Christianity	484
Western Australia	2016	35-44	Anglican	Christianity	40059
Western Australia	2016	35-44	Assyrian Apostolic	Christianity	3
Western Australia	2016	35-44	Australian Aboriginal Traditional	(Other)	145
Western Australia	2016	35-44	Baptist	Christianity	5703
Western Australia	2016	35-44	Brethren	Christianity	210
Western Australia	2016	35-44	Catholic	Christianity	73094
Western Australia	2016	35-44	Churches Of Christ	Christianity	818
Western Australia	2016	35-44	Eastern Orthodox	Christianity	3556
Western Australia	2016	35-44	Jehovah's Witnesses	Christianity	1507
Western Australia	2016	35-44	Latter Day Saints	Christianity	875
Western Australia	2016	35-44	Lutheran	Christianity	1018
Western Australia	2016	35-44	Oriental Orthodox	Christianity	511
Western Australia	2016	35-44	Pentecostal	Christianity	3741
Western Australia	2016	35-44	Presbyterian Reformed	Christianity	4553
Western Australia	2016	35-44	Protestant (Other)	Christianity	2168
Western Australia	2016	35-44	Salvation Army	Christianity	396
Western Australia	2016	35-44	Seventh Day Adventist	Christianity	923
Western Australia	2016	35-44	Sikhism	(Other)	1379
Western Australia	2016	35-44	Uniting Church	Christianity	5819
Western Australia	2016	45-54		(Other)	34230
Western Australia	2016	45-54		Buddhism	7943
Western Australia	2016	45-54		Christianity	11088
Western Australia	2016	45-54		Hinduism	3087
Western Australia	2016	45-54		Islam	4707
Western Australia	2016	45-54		Judaism	777
Western Australia	2016	45-54		No religion	98921
Western Australia	2016	45-54	(Other)	(Other)	1837
Western Australia	2016	45-54	(Other)	Christianity	532
Western Australia	2016	45-54	Anglican	Christianity	59175
Western Australia	2016	45-54	Assyrian Apostolic	Christianity	8
Western Australia	2016	45-54	Australian Aboriginal Traditional	(Other)	131
Western Australia	2016	45-54	Baptist	Christianity	5763
Western Australia	2016	45-54	Brethren	Christianity	191
Western Australia	2016	45-54	Catholic	Christianity	74982
Western Australia	2016	45-54	Churches Of Christ	Christianity	1014
Western Australia	2016	45-54	Eastern Orthodox	Christianity	3566
Western Australia	2016	45-54	Jehovah's Witnesses	Christianity	1571
Western Australia	2016	45-54	Latter Day Saints	Christianity	798
Western Australia	2016	45-54	Lutheran	Christianity	1220
Western Australia	2016	45-54	Oriental Orthodox	Christianity	289
Western Australia	2016	45-54	Pentecostal	Christianity	3414
Western Australia	2016	45-54	Presbyterian Reformed	Christianity	6961
Western Australia	2016	45-54	Protestant (Other)	Christianity	2693
Western Australia	2016	45-54	Salvation Army	Christianity	678
Western Australia	2016	45-54	Seventh Day Adventist	Christianity	882
Western Australia	2016	45-54	Sikhism	(Other)	473
Western Australia	2016	45-54	Uniting Church	Christianity	8045
Western Australia	2016	55-64		(Other)	28606
Western Australia	2016	55-64		Buddhism	6371
Western Australia	2016	55-64		Christianity	8702
Western Australia	2016	55-64		Hinduism	1580
Western Australia	2016	55-64		Islam	2420
Western Australia	2016	55-64		Judaism	852
Western Australia	2016	55-64		No religion	72392
Western Australia	2016	55-64	(Other)	(Other)	1283
Western Australia	2016	55-64	(Other)	Christianity	491
Western Australia	2016	55-64	Anglican	Christianity	59491
Western Australia	2016	55-64	Assyrian Apostolic	Christianity	6
Western Australia	2016	55-64	Australian Aboriginal Traditional	(Other)	72
Western Australia	2016	55-64	Baptist	Christianity	4780
Western Australia	2016	55-64	Brethren	Christianity	128
Western Australia	2016	55-64	Catholic	Christianity	61465
Western Australia	2016	55-64	Churches Of Christ	Christianity	1033
Western Australia	2016	55-64	Eastern Orthodox	Christianity	3099
Western Australia	2016	55-64	Jehovah's Witnesses	Christianity	1611
Western Australia	2016	55-64	Latter Day Saints	Christianity	715
Western Australia	2016	55-64	Lutheran	Christianity	1201
Western Australia	2016	55-64	Oriental Orthodox	Christianity	190
Western Australia	2016	55-64	Pentecostal	Christianity	2764
Western Australia	2016	55-64	Presbyterian Reformed	Christianity	8318
Western Australia	2016	55-64	Protestant (Other)	Christianity	2440
Western Australia	2016	55-64	Salvation Army	Christianity	812
Western Australia	2016	55-64	Seventh Day Adventist	Christianity	759
Western Australia	2016	55-64	Sikhism	(Other)	427
Western Australia	2016	55-64	Uniting Church	Christianity	10016
Western Australia	2016	65-74		(Other)	19985
Western Australia	2016	65-74		Buddhism	3232
Western Australia	2016	65-74		Christianity	5174
Western Australia	2016	65-74		Hinduism	743
Western Australia	2016	65-74		Islam	1103
Western Australia	2016	65-74		Judaism	694
Western Australia	2016	65-74		No religion	38085
Western Australia	2016	65-74	(Other)	(Other)	715
Western Australia	2016	65-74	(Other)	Christianity	285
Western Australia	2016	65-74	Anglican	Christianity	54028
Western Australia	2016	65-74	Assyrian Apostolic	Christianity	0
Western Australia	2016	65-74	Australian Aboriginal Traditional	(Other)	38
Western Australia	2016	65-74	Baptist	Christianity	3463
Western Australia	2016	65-74	Brethren	Christianity	99
Western Australia	2016	65-74	Catholic	Christianity	44261
Western Australia	2016	65-74	Churches Of Christ	Christianity	1097
Western Australia	2016	65-74	Eastern Orthodox	Christianity	2111
Western Australia	2016	65-74	Jehovah's Witnesses	Christianity	1328
Western Australia	2016	65-74	Latter Day Saints	Christianity	474
Western Australia	2016	65-74	Lutheran	Christianity	1083
Western Australia	2016	65-74	Oriental Orthodox	Christianity	93
Western Australia	2016	65-74	Pentecostal	Christianity	1612
Western Australia	2016	65-74	Presbyterian Reformed	Christianity	7151
Western Australia	2016	65-74	Protestant (Other)	Christianity	1711
Western Australia	2016	65-74	Salvation Army	Christianity	807
Western Australia	2016	65-74	Seventh Day Adventist	Christianity	679
Western Australia	2016	65-74	Sikhism	(Other)	205
Western Australia	2016	65-74	Uniting Church	Christianity	9407
Western Australia	2016	75-84		(Other)	11693
Western Australia	2016	75-84		Buddhism	1007
Western Australia	2016	75-84		Christianity	2043
Western Australia	2016	75-84		Hinduism	241
Western Australia	2016	75-84		Islam	369
Western Australia	2016	75-84		Judaism	343
Western Australia	2016	75-84		No religion	14264
Western Australia	2016	75-84	(Other)	(Other)	276
Western Australia	2016	75-84	(Other)	Christianity	167
Western Australia	2016	75-84	Anglican	Christianity	30578
Western Australia	2016	75-84	Assyrian Apostolic	Christianity	0
Western Australia	2016	75-84	Australian Aboriginal Traditional	(Other)	15
Western Australia	2016	75-84	Baptist	Christianity	1899
Western Australia	2016	75-84	Brethren	Christianity	68
Western Australia	2016	75-84	Catholic	Christianity	25086
Western Australia	2016	75-84	Churches Of Christ	Christianity	646
Western Australia	2016	75-84	Eastern Orthodox	Christianity	1575
Western Australia	2016	75-84	Jehovah's Witnesses	Christianity	704
Western Australia	2016	75-84	Latter Day Saints	Christianity	214
Western Australia	2016	75-84	Lutheran	Christianity	639
Western Australia	2016	75-84	Oriental Orthodox	Christianity	54
Western Australia	2016	75-84	Pentecostal	Christianity	647
Western Australia	2016	75-84	Presbyterian Reformed	Christianity	4132
Western Australia	2016	75-84	Protestant (Other)	Christianity	915
Western Australia	2016	75-84	Salvation Army	Christianity	521
Western Australia	2016	75-84	Seventh Day Adventist	Christianity	418
Western Australia	2016	75-84	Sikhism	(Other)	73
Western Australia	2016	75-84	Uniting Church	Christianity	5523
Western Australia	2016	85+		(Other)	6813
Western Australia	2016	85+		Buddhism	288
Western Australia	2016	85+		Christianity	597
Western Australia	2016	85+		Hinduism	62
Western Australia	2016	85+		Islam	70
Western Australia	2016	85+		Judaism	222
Western Australia	2016	85+		No religion	5066
Western Australia	2016	85+	(Other)	(Other)	93
Western Australia	2016	85+	(Other)	Christianity	47
Western Australia	2016	85+	Anglican	Christianity	12738
Western Australia	2016	85+	Assyrian Apostolic	Christianity	0
Western Australia	2016	85+	Australian Aboriginal Traditional	(Other)	3
Western Australia	2016	85+	Baptist	Christianity	682
Western Australia	2016	85+	Brethren	Christianity	35
Western Australia	2016	85+	Catholic	Christianity	9290
Western Australia	2016	85+	Churches Of Christ	Christianity	239
Western Australia	2016	85+	Eastern Orthodox	Christianity	571
Western Australia	2016	85+	Jehovah's Witnesses	Christianity	289
Western Australia	2016	85+	Latter Day Saints	Christianity	79
Western Australia	2016	85+	Lutheran	Christianity	287
Western Australia	2016	85+	Oriental Orthodox	Christianity	10
Western Australia	2016	85+	Pentecostal	Christianity	163
Western Australia	2016	85+	Presbyterian Reformed	Christianity	1633
Western Australia	2016	85+	Protestant (Other)	Christianity	437
Western Australia	2016	85+	Salvation Army	Christianity	175
Western Australia	2016	85+	Seventh Day Adventist	Christianity	160
Western Australia	2016	85+	Sikhism	(Other)	14
Western Australia	2016	85+	Uniting Church	Christianity	2342
Tasmania	2006	0-14		(Other)	14814
Tasmania	2006	0-14		Buddhism	220
Tasmania	2006	0-14		Christianity	2040
Tasmania	2006	0-14		Hinduism	143
Tasmania	2006	0-14		Islam	282
Tasmania	2006	0-14		Judaism	40
Tasmania	2006	0-14		No religion	29026
Tasmania	2006	0-14	(Other)	(Other)	175
Tasmania	2006	0-14	(Other)	Christianity	112
Tasmania	2006	0-14	Anglican	Christianity	19619
Tasmania	2006	0-14	Assyrian Apostolic	Christianity	0
Tasmania	2006	0-14	Australian Aboriginal Traditional	(Other)	5
Tasmania	2006	0-14	Baptist	Christianity	1408
Tasmania	2006	0-14	Brethren	Christianity	517
Tasmania	2006	0-14	Catholic	Christianity	17467
Tasmania	2006	0-14	Churches Of Christ	Christianity	324
Tasmania	2006	0-14	Eastern Orthodox	Christianity	478
Tasmania	2006	0-14	Jehovah's Witnesses	Christianity	351
Tasmania	2006	0-14	Latter Day Saints	Christianity	363
Tasmania	2006	0-14	Lutheran	Christianity	220
Tasmania	2006	0-14	Oriental Orthodox	Christianity	28
Tasmania	2006	0-14	Pentecostal	Christianity	1199
Tasmania	2006	0-14	Presbyterian Reformed	Christianity	1288
Tasmania	2006	0-14	Protestant (Other)	Christianity	111
Tasmania	2006	0-14	Salvation Army	Christianity	359
Tasmania	2006	0-14	Seventh Day Adventist	Christianity	174
Tasmania	2006	0-14	Sikhism	(Other)	17
Tasmania	2006	0-14	Uniting Church	Christianity	3241
Tasmania	2006	15-24		(Other)	8783
Tasmania	2006	15-24		Buddhism	507
Tasmania	2006	15-24		Christianity	1345
Tasmania	2006	15-24		Hinduism	125
Tasmania	2006	15-24		Islam	220
Tasmania	2006	15-24		Judaism	19
Tasmania	2006	15-24		No religion	17433
Tasmania	2006	15-24	(Other)	(Other)	275
Tasmania	2006	15-24	(Other)	Christianity	66
Tasmania	2006	15-24	Anglican	Christianity	13985
Tasmania	2006	15-24	Assyrian Apostolic	Christianity	0
Tasmania	2006	15-24	Australian Aboriginal Traditional	(Other)	6
Tasmania	2006	15-24	Baptist	Christianity	877
Tasmania	2006	15-24	Brethren	Christianity	276
Tasmania	2006	15-24	Catholic	Christianity	12035
Tasmania	2006	15-24	Churches Of Christ	Christianity	213
Tasmania	2006	15-24	Eastern Orthodox	Christianity	262
Tasmania	2006	15-24	Jehovah's Witnesses	Christianity	235
Tasmania	2006	15-24	Latter Day Saints	Christianity	274
Tasmania	2006	15-24	Lutheran	Christianity	176
Tasmania	2006	15-24	Oriental Orthodox	Christianity	12
Tasmania	2006	15-24	Pentecostal	Christianity	744
Tasmania	2006	15-24	Presbyterian Reformed	Christianity	986
Tasmania	2006	15-24	Protestant (Other)	Christianity	84
Tasmania	2006	15-24	Salvation Army	Christianity	255
Tasmania	2006	15-24	Seventh Day Adventist	Christianity	128
Tasmania	2006	15-24	Sikhism	(Other)	6
Tasmania	2006	15-24	Uniting Church	Christianity	2426
Tasmania	2006	25-34		(Other)	7362
Tasmania	2006	25-34		Buddhism	436
Tasmania	2006	25-34		Christianity	1049
Tasmania	2006	25-34		Hinduism	155
Tasmania	2006	25-34		Islam	191
Tasmania	2006	25-34		Judaism	34
Tasmania	2006	25-34		No religion	15630
Tasmania	2006	25-34	(Other)	(Other)	300
Tasmania	2006	25-34	(Other)	Christianity	64
Tasmania	2006	25-34	Anglican	Christianity	13156
Tasmania	2006	25-34	Assyrian Apostolic	Christianity	0
Tasmania	2006	25-34	Australian Aboriginal Traditional	(Other)	4
Tasmania	2006	25-34	Baptist	Christianity	829
Tasmania	2006	25-34	Brethren	Christianity	221
Tasmania	2006	25-34	Catholic	Christianity	9709
Tasmania	2006	25-34	Churches Of Christ	Christianity	140
Tasmania	2006	25-34	Eastern Orthodox	Christianity	259
Tasmania	2006	25-34	Jehovah's Witnesses	Christianity	286
Tasmania	2006	25-34	Latter Day Saints	Christianity	195
Tasmania	2006	25-34	Lutheran	Christianity	198
Tasmania	2006	25-34	Oriental Orthodox	Christianity	11
Tasmania	2006	25-34	Pentecostal	Christianity	576
Tasmania	2006	25-34	Presbyterian Reformed	Christianity	848
Tasmania	2006	25-34	Protestant (Other)	Christianity	85
Tasmania	2006	25-34	Salvation Army	Christianity	186
Tasmania	2006	25-34	Seventh Day Adventist	Christianity	116
Tasmania	2006	25-34	Sikhism	(Other)	12
Tasmania	2006	25-34	Uniting Church	Christianity	1993
Tasmania	2006	35-44		(Other)	8153
Tasmania	2006	35-44		Buddhism	447
Tasmania	2006	35-44		Christianity	1245
Tasmania	2006	35-44		Hinduism	152
Tasmania	2006	35-44		Islam	158
Tasmania	2006	35-44		Judaism	35
Tasmania	2006	35-44		No religion	14703
Tasmania	2006	35-44	(Other)	(Other)	320
Tasmania	2006	35-44	(Other)	Christianity	103
Tasmania	2006	35-44	Anglican	Christianity	19729
Tasmania	2006	35-44	Assyrian Apostolic	Christianity	0
Tasmania	2006	35-44	Australian Aboriginal Traditional	(Other)	3
Tasmania	2006	35-44	Baptist	Christianity	1189
Tasmania	2006	35-44	Brethren	Christianity	266
Tasmania	2006	35-44	Catholic	Christianity	13009
Tasmania	2006	35-44	Churches Of Christ	Christianity	214
Tasmania	2006	35-44	Eastern Orthodox	Christianity	406
Tasmania	2006	35-44	Jehovah's Witnesses	Christianity	309
Tasmania	2006	35-44	Latter Day Saints	Christianity	188
Tasmania	2006	35-44	Lutheran	Christianity	259
Tasmania	2006	35-44	Oriental Orthodox	Christianity	12
Tasmania	2006	35-44	Pentecostal	Christianity	753
Tasmania	2006	35-44	Presbyterian Reformed	Christianity	1441
Tasmania	2006	35-44	Protestant (Other)	Christianity	115
Tasmania	2006	35-44	Salvation Army	Christianity	312
Tasmania	2006	35-44	Seventh Day Adventist	Christianity	135
Tasmania	2006	35-44	Sikhism	(Other)	12
Tasmania	2006	35-44	Uniting Church	Christianity	3212
Tasmania	2006	45-54		(Other)	7685
Tasmania	2006	45-54		Buddhism	516
Tasmania	2006	45-54		Christianity	1345
Tasmania	2006	45-54		Hinduism	114
Tasmania	2006	45-54		Islam	102
Tasmania	2006	45-54		Judaism	32
Tasmania	2006	45-54		No religion	12684
Tasmania	2006	45-54	(Other)	(Other)	282
Tasmania	2006	45-54	(Other)	Christianity	105
Tasmania	2006	45-54	Anglican	Christianity	23032
Tasmania	2006	45-54	Assyrian Apostolic	Christianity	0
Tasmania	2006	45-54	Australian Aboriginal Traditional	(Other)	6
Tasmania	2006	45-54	Baptist	Christianity	1380
Tasmania	2006	45-54	Brethren	Christianity	242
Tasmania	2006	45-54	Catholic	Christianity	13033
Tasmania	2006	45-54	Churches Of Christ	Christianity	247
Tasmania	2006	45-54	Eastern Orthodox	Christianity	297
Tasmania	2006	45-54	Jehovah's Witnesses	Christianity	380
Tasmania	2006	45-54	Latter Day Saints	Christianity	199
Tasmania	2006	45-54	Lutheran	Christianity	356
Tasmania	2006	45-54	Oriental Orthodox	Christianity	4
Tasmania	2006	45-54	Pentecostal	Christianity	683
Tasmania	2006	45-54	Presbyterian Reformed	Christianity	1900
Tasmania	2006	45-54	Protestant (Other)	Christianity	96
Tasmania	2006	45-54	Salvation Army	Christianity	393
Tasmania	2006	45-54	Seventh Day Adventist	Christianity	157
Tasmania	2006	45-54	Sikhism	(Other)	7
Tasmania	2006	45-54	Uniting Church	Christianity	4754
Tasmania	2006	55-64		(Other)	6130
Tasmania	2006	55-64		Buddhism	326
Tasmania	2006	55-64		Christianity	882
Tasmania	2006	55-64		Hinduism	65
Tasmania	2006	55-64		Islam	54
Tasmania	2006	55-64		Judaism	39
Tasmania	2006	55-64		No religion	8244
Tasmania	2006	55-64	(Other)	(Other)	161
Tasmania	2006	55-64	(Other)	Christianity	106
Tasmania	2006	55-64	Anglican	Christianity	21423
Tasmania	2006	55-64	Assyrian Apostolic	Christianity	0
Tasmania	2006	55-64	Australian Aboriginal Traditional	(Other)	0
Tasmania	2006	55-64	Baptist	Christianity	1277
Tasmania	2006	55-64	Brethren	Christianity	277
Tasmania	2006	55-64	Catholic	Christianity	10354
Tasmania	2006	55-64	Churches Of Christ	Christianity	236
Tasmania	2006	55-64	Eastern Orthodox	Christianity	268
Tasmania	2006	55-64	Jehovah's Witnesses	Christianity	254
Tasmania	2006	55-64	Latter Day Saints	Christianity	191
Tasmania	2006	55-64	Lutheran	Christianity	347
Tasmania	2006	55-64	Oriental Orthodox	Christianity	6
Tasmania	2006	55-64	Pentecostal	Christianity	489
Tasmania	2006	55-64	Presbyterian Reformed	Christianity	2152
Tasmania	2006	55-64	Protestant (Other)	Christianity	94
Tasmania	2006	55-64	Salvation Army	Christianity	291
Tasmania	2006	55-64	Seventh Day Adventist	Christianity	136
Tasmania	2006	55-64	Sikhism	(Other)	3
Tasmania	2006	55-64	Uniting Church	Christianity	4768
Tasmania	2006	65-74		(Other)	3949
Tasmania	2006	65-74		Buddhism	103
Tasmania	2006	65-74		Christianity	470
Tasmania	2006	65-74		Hinduism	28
Tasmania	2006	65-74		Islam	18
Tasmania	2006	65-74		Judaism	15
Tasmania	2006	65-74		No religion	3331
Tasmania	2006	65-74	(Other)	(Other)	70
Tasmania	2006	65-74	(Other)	Christianity	97
Tasmania	2006	65-74	Anglican	Christianity	14663
Tasmania	2006	65-74	Assyrian Apostolic	Christianity	0
Tasmania	2006	65-74	Australian Aboriginal Traditional	(Other)	0
Tasmania	2006	65-74	Baptist	Christianity	827
Tasmania	2006	65-74	Brethren	Christianity	196
Tasmania	2006	65-74	Catholic	Christianity	6816
Tasmania	2006	65-74	Churches Of Christ	Christianity	155
Tasmania	2006	65-74	Eastern Orthodox	Christianity	249
Tasmania	2006	65-74	Jehovah's Witnesses	Christianity	224
Tasmania	2006	65-74	Latter Day Saints	Christianity	106
Tasmania	2006	65-74	Lutheran	Christianity	327
Tasmania	2006	65-74	Oriental Orthodox	Christianity	0
Tasmania	2006	65-74	Pentecostal	Christianity	227
Tasmania	2006	65-74	Presbyterian Reformed	Christianity	1720
Tasmania	2006	65-74	Protestant (Other)	Christianity	78
Tasmania	2006	65-74	Salvation Army	Christianity	241
Tasmania	2006	65-74	Seventh Day Adventist	Christianity	105
Tasmania	2006	65-74	Sikhism	(Other)	3
Tasmania	2006	65-74	Uniting Church	Christianity	3429
Tasmania	2006	75-84		(Other)	2813
Tasmania	2006	75-84		Buddhism	40
Tasmania	2006	75-84		Christianity	223
Tasmania	2006	75-84		Hinduism	6
Tasmania	2006	75-84		Islam	11
Tasmania	2006	75-84		Judaism	17
Tasmania	2006	75-84		No religion	1727
Tasmania	2006	75-84	(Other)	(Other)	21
Tasmania	2006	75-84	(Other)	Christianity	44
Tasmania	2006	75-84	Anglican	Christianity	10193
Tasmania	2006	75-84	Assyrian Apostolic	Christianity	0
Tasmania	2006	75-84	Australian Aboriginal Traditional	(Other)	0
Tasmania	2006	75-84	Baptist	Christianity	617
Tasmania	2006	75-84	Brethren	Christianity	151
Tasmania	2006	75-84	Catholic	Christianity	4237
Tasmania	2006	75-84	Churches Of Christ	Christianity	113
Tasmania	2006	75-84	Eastern Orthodox	Christianity	105
Tasmania	2006	75-84	Jehovah's Witnesses	Christianity	130
Tasmania	2006	75-84	Latter Day Saints	Christianity	69
Tasmania	2006	75-84	Lutheran	Christianity	256
Tasmania	2006	75-84	Oriental Orthodox	Christianity	0
Tasmania	2006	75-84	Pentecostal	Christianity	84
Tasmania	2006	75-84	Presbyterian Reformed	Christianity	1334
Tasmania	2006	75-84	Protestant (Other)	Christianity	67
Tasmania	2006	75-84	Salvation Army	Christianity	149
Tasmania	2006	75-84	Seventh Day Adventist	Christianity	73
Tasmania	2006	75-84	Sikhism	(Other)	0
Tasmania	2006	75-84	Uniting Church	Christianity	2669
Tasmania	2006	85+		(Other)	1094
Tasmania	2006	85+		Buddhism	13
Tasmania	2006	85+		Christianity	78
Tasmania	2006	85+		Hinduism	0
Tasmania	2006	85+		Islam	6
Tasmania	2006	85+		Judaism	3
Tasmania	2006	85+		No religion	468
Tasmania	2006	85+	(Other)	(Other)	6
Tasmania	2006	85+	(Other)	Christianity	27
Tasmania	2006	85+	Anglican	Christianity	3579
Tasmania	2006	85+	Assyrian Apostolic	Christianity	0
Tasmania	2006	85+	Australian Aboriginal Traditional	(Other)	0
Tasmania	2006	85+	Baptist	Christianity	261
Tasmania	2006	85+	Brethren	Christianity	82
Tasmania	2006	85+	Catholic	Christianity	1123
Tasmania	2006	85+	Churches Of Christ	Christianity	39
Tasmania	2006	85+	Eastern Orthodox	Christianity	29
Tasmania	2006	85+	Jehovah's Witnesses	Christianity	24
Tasmania	2006	85+	Latter Day Saints	Christianity	21
Tasmania	2006	85+	Lutheran	Christianity	51
Tasmania	2006	85+	Oriental Orthodox	Christianity	0
Tasmania	2006	85+	Pentecostal	Christianity	30
Tasmania	2006	85+	Presbyterian Reformed	Christianity	460
Tasmania	2006	85+	Protestant (Other)	Christianity	31
Tasmania	2006	85+	Salvation Army	Christianity	61
Tasmania	2006	85+	Seventh Day Adventist	Christianity	32
Tasmania	2006	85+	Sikhism	(Other)	0
Tasmania	2006	85+	Uniting Church	Christianity	1016
Tasmania	2011	0-14		(Other)	10408
Tasmania	2011	0-14		Buddhism	337
Tasmania	2011	0-14		Christianity	2963
Tasmania	2011	0-14		Hinduism	363
Tasmania	2011	0-14		Islam	433
Tasmania	2011	0-14		Judaism	30
Tasmania	2011	0-14		No religion	38067
Tasmania	2011	0-14	(Other)	(Other)	183
Tasmania	2011	0-14	(Other)	Christianity	122
Tasmania	2011	0-14	Anglican	Christianity	15768
Tasmania	2011	0-14	Assyrian Apostolic	Christianity	0
Tasmania	2011	0-14	Australian Aboriginal Traditional	(Other)	10
Tasmania	2011	0-14	Baptist	Christianity	1233
Tasmania	2011	0-14	Brethren	Christianity	350
Tasmania	2011	0-14	Catholic	Christianity	16810
Tasmania	2011	0-14	Churches Of Christ	Christianity	178
Tasmania	2011	0-14	Eastern Orthodox	Christianity	418
Tasmania	2011	0-14	Jehovah's Witnesses	Christianity	305
Tasmania	2011	0-14	Latter Day Saints	Christianity	380
Tasmania	2011	0-14	Lutheran	Christianity	228
Tasmania	2011	0-14	Oriental Orthodox	Christianity	76
Tasmania	2011	0-14	Pentecostal	Christianity	1190
Tasmania	2011	0-14	Presbyterian Reformed	Christianity	1270
Tasmania	2011	0-14	Protestant (Other)	Christianity	132
Tasmania	2011	0-14	Salvation Army	Christianity	227
Tasmania	2011	0-14	Seventh Day Adventist	Christianity	164
Tasmania	2011	0-14	Sikhism	(Other)	50
Tasmania	2011	0-14	Uniting Church	Christianity	2175
Tasmania	2011	15-24		(Other)	6580
Tasmania	2011	15-24		Buddhism	635
Tasmania	2011	15-24		Christianity	1649
Tasmania	2011	15-24		Hinduism	235
Tasmania	2011	15-24		Islam	371
Tasmania	2011	15-24		Judaism	22
Tasmania	2011	15-24		No religion	23855
Tasmania	2011	15-24	(Other)	(Other)	248
Tasmania	2011	15-24	(Other)	Christianity	79
Tasmania	2011	15-24	Anglican	Christianity	11303
Tasmania	2011	15-24	Assyrian Apostolic	Christianity	0
Tasmania	2011	15-24	Australian Aboriginal Traditional	(Other)	7
Tasmania	2011	15-24	Baptist	Christianity	881
Tasmania	2011	15-24	Brethren	Christianity	287
Tasmania	2011	15-24	Catholic	Christianity	11259
Tasmania	2011	15-24	Churches Of Christ	Christianity	127
Tasmania	2011	15-24	Eastern Orthodox	Christianity	248
Tasmania	2011	15-24	Jehovah's Witnesses	Christianity	189
Tasmania	2011	15-24	Latter Day Saints	Christianity	209
Tasmania	2011	15-24	Lutheran	Christianity	152
Tasmania	2011	15-24	Oriental Orthodox	Christianity	59
Tasmania	2011	15-24	Pentecostal	Christianity	756
Tasmania	2011	15-24	Presbyterian Reformed	Christianity	888
Tasmania	2011	15-24	Protestant (Other)	Christianity	90
Tasmania	2011	15-24	Salvation Army	Christianity	182
Tasmania	2011	15-24	Seventh Day Adventist	Christianity	120
Tasmania	2011	15-24	Sikhism	(Other)	31
Tasmania	2011	15-24	Uniting Church	Christianity	1801
Tasmania	2011	25-34		(Other)	5733
Tasmania	2011	25-34		Buddhism	658
Tasmania	2011	25-34		Christianity	1486
Tasmania	2011	25-34		Hinduism	402
Tasmania	2011	25-34		Islam	393
Tasmania	2011	25-34		Judaism	27
Tasmania	2011	25-34		No religion	21819
Tasmania	2011	25-34	(Other)	(Other)	338
Tasmania	2011	25-34	(Other)	Christianity	68
Tasmania	2011	25-34	Anglican	Christianity	9902
Tasmania	2011	25-34	Assyrian Apostolic	Christianity	0
Tasmania	2011	25-34	Australian Aboriginal Traditional	(Other)	11
Tasmania	2011	25-34	Baptist	Christianity	727
Tasmania	2011	25-34	Brethren	Christianity	164
Tasmania	2011	25-34	Catholic	Christianity	9442
Tasmania	2011	25-34	Churches Of Christ	Christianity	83
Tasmania	2011	25-34	Eastern Orthodox	Christianity	230
Tasmania	2011	25-34	Jehovah's Witnesses	Christianity	261
Tasmania	2011	25-34	Latter Day Saints	Christianity	220
Tasmania	2011	25-34	Lutheran	Christianity	180
Tasmania	2011	25-34	Oriental Orthodox	Christianity	32
Tasmania	2011	25-34	Pentecostal	Christianity	518
Tasmania	2011	25-34	Presbyterian Reformed	Christianity	781
Tasmania	2011	25-34	Protestant (Other)	Christianity	78
Tasmania	2011	25-34	Salvation Army	Christianity	153
Tasmania	2011	25-34	Seventh Day Adventist	Christianity	132
Tasmania	2011	25-34	Sikhism	(Other)	72
Tasmania	2011	25-34	Uniting Church	Christianity	1361
Tasmania	2011	35-44		(Other)	6017
Tasmania	2011	35-44		Buddhism	613
Tasmania	2011	35-44		Christianity	1646
Tasmania	2011	35-44		Hinduism	266
Tasmania	2011	35-44		Islam	224
Tasmania	2011	35-44		Judaism	38
Tasmania	2011	35-44		No religion	19979
Tasmania	2011	35-44	(Other)	(Other)	360
Tasmania	2011	35-44	(Other)	Christianity	85
Tasmania	2011	35-44	Anglican	Christianity	16506
Tasmania	2011	35-44	Assyrian Apostolic	Christianity	0
Tasmania	2011	35-44	Australian Aboriginal Traditional	(Other)	5
Tasmania	2011	35-44	Baptist	Christianity	1035
Tasmania	2011	35-44	Brethren	Christianity	201
Tasmania	2011	35-44	Catholic	Christianity	11885
Tasmania	2011	35-44	Churches Of Christ	Christianity	125
Tasmania	2011	35-44	Eastern Orthodox	Christianity	360
Tasmania	2011	35-44	Jehovah's Witnesses	Christianity	259
Tasmania	2011	35-44	Latter Day Saints	Christianity	190
Tasmania	2011	35-44	Lutheran	Christianity	252
Tasmania	2011	35-44	Oriental Orthodox	Christianity	36
Tasmania	2011	35-44	Pentecostal	Christianity	658
Tasmania	2011	35-44	Presbyterian Reformed	Christianity	1159
Tasmania	2011	35-44	Protestant (Other)	Christianity	117
Tasmania	2011	35-44	Salvation Army	Christianity	242
