SA4_CODE_2016,C06_0_4_Indig_M,C06_0_4_Indig_F,C06_0_4_Indig_P,C06_0_4_NonInd_M,C06_0_4_NonInd_F,C06_0_4_NonInd_P,C06_0_4_Indig_st_ns_M,C06_0_4_Indig_st_ns_F,C06_0_4_Indig_st_ns_P,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_9_Indig_M,C06_5_9_Indig_F,C06_5_9_Indig_P,C06_5_9_NonInd_M,C06_5_9_NonInd_F,C06_5_9_NonInd_P,C06_5_9_Indig_st_ns_M,C06_5_9_Indig_st_ns_F,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65ove_NonInd_M,C06_65ove_NonInd_F,C06_65ove_NonInd_P,C06_65ove_Indig_st_ns_M,C06_65ove_Indig_st_ns_F,C06_65ove_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F
306,1175,1162,2342,5544,5043,10592,588,569,1156,7303,6774,14080,1202,1194,2395,5711,5397,11112,553,611,1164,7469,7203,14673,1232,1176,2407,6133,5820,11950,670,547,1220,8036,7546,15577,930,943,1874,5322,5035,10358,493,462,949,6744,6438,13178,637,700,1336,4596,4618,9215,595,483,1074,5825,5799,11627,580,642,1225,4776,5347,10122,554,493,1054,5917,6478,12397,592,733,1323,5883,6361,12246,603,564,1159,7073,7656,14734,529,697,1225,6436,6823,13263,607,519,1125,7575,8036,15609,481,577,1060,6788,7125,13917,637,558,1196,7910,8259,16172,404,472,883,6818,6952,13768,703,482,1180,7928,7909,15835,348,397,747,6352,6215,12565,533,426,956,7240,7031,14269,226,301,529,6051,5421,11471,553,389,939,6830,6116,12942,143,193,338,4622,4171,8795,436,321,759,5202,4687,9890,236,366,604,9639,9882,19527,977,1027,1999,10854,11276,22130,8730,9551,18283,84678,84215,168894,8497,7439,15934,101905,101204,203112,1571,1536,3107,6243,5735,11982,574,532,1101,8390,7806,16194,1446,1424,2869,6124,5766,11891,496,483
307,353,300,654,3717,3472,7186,223,218,446,4294,3993,8289,330,317,652,4122,3789,7916,212,205,419,4668,4315,8981,342,372,716,4090,3782,7874,202,199,399,4636,4348,8979,274,237,506,3461,2937,6405,174,151,319,3908,3324,7232,146,163,313,2610,2501,5105,176,131,301,2928,2795,5722,130,157,289,2573,2630,5201,144,112,253,2842,2900,5740,125,159,287,3047,3357,6405,151,140,299,3324,3662,6988,127,170,296,3559,3661,7223,155,149,307,3841,3980,7825,120,166,288,3713,3788,7500,170,145,315,4004,4101,8107,102,115,216,3865,3871,7733,166,155,324,4138,4132,8276,84,100,189,3720,3535,7255,182,159,342,3987,3795,7782,70,81,155,3703,3515,7218,187,139,322,3957,3738,7697,49,43,97,3194,2954,6155,159,132,286,3404,3132,6534,62,89,150,7434,8075,15513,494,550,1044,7989,8712,16703,2328,2469,4799,52812,51874,104685,2798,2579,5377,57934,56928,114867,468,388,854,3883,3715,7596,243,281,524,4587,4387,8976,375,356,733,3927,3681,7610,333,230
308,584,592,1175,6182,5736,11914,378,376,753,7145,6698,13842,615,609,1222,6570,6242,12817,468,429,893,7648,7274,14929,659,596,1256,7017,6596,13607,486,401,888,8162,7588,15750,533,452,986,6298,5904,12197,445,329,774,7270,6683,13956,347,347,697,5655,5445,11095,473,276,756,6474,6073,12550,302,269,575,5272,5318,10585,466,256,725,6041,5841,11878,288,335,614,5812,6018,11831,462,337,792,6554,6689,13240,267,338,607,6326,6306,12632,447,315,765,7039,6959,14001,235,300,538,6694,6741,13432,545,349,895,7473,7388,14866,212,200,409,6860,6577,13433,554,330,883,7624,7105,14732,147,148,294,6196,5660,11848,472,297,769,6807,6107,12911,109,118,222,5544,4966,10507,393,246,637,6040,5320,11368,85,83,165,4240,3816,8051,316,206,524,4634,4106,8739,120,131,255,9246,10207,19455,729,720,1443,10085,11063,21147,4492,4506,9000,87886,85520,173409,6627,4862,11490,99013,94891,193900,732,689,1418,7050,6638,13685,497,497,997,8282,7821,16103,699,680,1384,6714,6107,12819,508,477
309,272,271,543,12045,11493,23538,977,862,1842,13300,12621,25917,301,308,605,12734,12286,25016,1004,846,1851,14039,13436,27472,286,273,554,13513,12842,26358,960,910,1868,14765,14019,28782,279,229,506,13606,13151,26754,1085,881,1964,14968,14258,29224,226,222,453,13562,13789,27352,1678,1264,2941,15464,15280,30743,173,176,353,13052,13332,26382,1418,1103,2521,14653,14604,29255,137,161,297,14286,14916,29206,1280,989,2271,15709,16068,31770,157,174,329,14485,15722,30209,1144,956,2098,15777,16859,32639,144,158,298,14458,15754,30211,1139,967,2108,15744,16871,32614,110,111,227,13999,15441,29447,1160,950,2112,15276,16503,31785,78,88,167,12746,14219,26961,1121,926,2055,13950,15234,29181,53,70,119,13347,14062,27410,1074,944,2017,14469,15079,29544,43,48,86,10992,11226,22217,890,800,1687,11929,12073,23999,41,78,119,26617,30655,57266,2745,3130,5874,29403,33858,63257,2306,2360,4663,199443,208885,408325,17680,15520,33196,219427,226761,446185,388,350,742,14995,14267,29266,979,861,1843,16365,15485,31850,340,357,698,14560,13697,28260,898,789
310,574,498,1068,8325,7976,16301,529,543,1070,9420,9021,18437,546,547,1088,8636,8032,16670,581,591,1175,9765,9165,18934,530,542,1076,8838,8630,17470,605,540,1140,9973,9707,19682,415,351,768,8161,7687,15851,487,425,911,9069,8464,17537,325,293,618,7332,7201,14534,393,364,755,8045,7858,15906,259,267,522,6865,7189,14051,352,310,663,7472,7766,15235,276,274,555,7724,8148,15876,409,397,803,8412,8825,17233,234,230,467,8354,8822,17174,439,417,853,9025,9462,18486,211,230,438,8448,8623,17071,468,396,864,9126,9250,18378,149,161,312,7879,7914,15792,421,326,752,8451,8402,16853,106,126,233,7102,6990,14089,394,309,709,7602,7428,15028,87,102,191,6514,6501,13008,361,300,663,6958,6900,13859,46,76,119,5095,4922,10021,276,230,504,5422,5223,10645,68,99,160,10857,12782,23641,773,914,1688,11692,13794,25494,3821,3795,7618,110133,111409,221543,6486,6064,12547,120436,121272,241707,733,707,1443,10407,9971,20379,620,625,1249,11761,11302,23066,661,644,1298,9651,9134,18784,585,556
311,489,464,952,8969,8521,17485,639,653,1290,10090,9635,19732,454,487,940,9506,9064,18569,692,755,1446,10658,10303,20959,464,482,946,10119,9552,19669,749,675,1426,11335,10705,22046,381,389,769,9732,9311,19045,604,517,1123,10712,10221,20931,242,271,515,8381,8457,16836,497,428,925,9113,9158,18271,172,216,385,7645,8049,15694,454,396,852,8271,8662,16929,192,226,415,8443,9003,17440,483,447,927,9114,9668,18789,200,244,446,8693,9421,18113,506,480,983,9397,10143,19541,141,178,322,8680,9299,17982,516,458,973,9337,9939,19278,127,137,258,8524,9197,17717,488,448,933,9137,9782,18916,91,128,217,7929,8232,16156,420,368,785,8438,8720,17163,79,83,163,7715,7741,15455,438,363,809,8237,8188,16426,41,49,94,5696,5154,10856,315,259,572,6050,5467,11515,47,61,114,9409,10340,19748,646,747,1390,10103,11142,21247,3119,3421,6533,119441,121332,240769,7448,6993,14438,129998,131740,261739,629,583,1209,10748,10268,21016,688,648,1337,12061,11508,23567,571,548,1119,10013,9362,19379,593,574
312,326,375,700,4687,4327,9013,396,350,739,5404,5051,10458,357,391,744,4936,4518,9449,429,371,798,5721,5276,10998,387,328,714,5106,4778,9880,404,392,796,5897,5488,11387,321,236,562,4371,4179,8546,441,327,764,5130,4738,9873,213,227,439,4273,4171,8444,663,345,1008,5147,4746,9896,181,175,355,4404,4216,8627,635,304,941,5223,4696,9925,180,176,350,4825,4828,9653,600,301,902,5605,5302,10905,168,187,352,5262,5102,10358,665,382,1046,6093,5673,11763,130,182,312,5353,5311,10669,697,386,1086,6189,5884,12066,130,139,268,5441,5139,10581,658,382,1044,6232,5653,11886,124,112,240,4881,4430,9304,598,322,922,5602,4862,10465,85,76,155,4343,3785,8123,475,301,774,4900,4159,9061,52,54,112,3271,2821,6094,328,190,513,3656,3058,6717,72,102,176,6380,6853,13233,719,660,1375,7168,7614,14783,2723,2754,5481,67537,64438,131978,7709,5010,12722,77975,72202,150171,440,429,868,5558,5300,10855,397,299,699,6402,6029,12433,456,430,890,5256,4894,10147,355,285
313,267,222,491,5619,5236,10850,372,382,762,6256,5841,12103,260,276,531,6207,5872,12075,346,343,687,6812,6482,13298,298,288,583,6757,6430,13184,407,328,736,7465,7046,14507,247,239,486,6107,5821,11920,361,290,646,6712,6347,13056,202,168,376,4801,4660,9458,267,245,513,5271,5070,10345,145,102,248,4367,4438,8806,235,221,460,4751,4760,9514,133,126,262,5019,5463,10480,258,266,521,5412,5855,11261,139,155,299,5783,6377,12157,300,252,546,6218,6784,13004,125,117,243,5930,6537,12463,299,301,598,6346,6952,13296,80,107,185,5940,6184,12122,282,259,540,6303,6544,12851,60,87,145,5682,6100,11782,286,252,536,6035,6438,12466,58,59,119,5900,6110,12004,257,263,523,6216,6436,12646,37,30,67,5004,5167,10174,244,247,497,5284,5449,10737,48,57,106,12583,14525,27109,677,880,1557,13312,15462,28766,2102,2039,4146,85688,88902,174586,4595,4525,9119,92385,95469,187850,425,397,826,6842,6490,13328,425,438,862,7691,7329,15021,415,334,752,6836,6430,13270,411,395
314,138,129,266,5228,5026,10256,214,168,387,5580,5323,10901,133,141,272,5543,5225,10769,205,189,395,5880,5558,11438,145,114,261,5649,5326,10971,197,195,388,5989,5628,11619,95,96,191,5061,4791,9853,198,163,363,5346,5055,10407,59,75,137,3837,3803,7643,160,128,293,4057,4008,8071,50,72,117,3881,4188,8071,160,134,288,4089,4399,8484,69,67,135,4957,5484,10441,150,141,291,5178,5695,10870,82,72,150,5460,5934,11397,169,162,331,5710,6161,11870,60,60,118,5315,5687,11006,188,176,369,5562,5920,11488,43,43,80,4949,5274,10225,159,151,303,5149,5459,10611,25,37,58,4442,4508,8953,165,163,333,4628,4709,9342,24,35,63,4241,4395,8639,172,147,318,4435,4577,9013,12,6,15,3089,2949,6037,120,96,213,3218,3050,6266,22,21,37,4753,5429,10181,226,321,540,4994,5769,10763,937,962,1895,66410,68021,134427,2482,2329,4813,69827,71310,141143,191,152,344,6632,6113,12746,192,191,385,7021,6457,13478,176,170,342,6228,6025,12247,173,172
315,1530,1583,3113,1810,1713,3520,299,242,546,3642,3538,7175,1554,1432,2986,1783,1665,3450,293,257,542,3629,3354,6979,1343,1231,2572,1585,1457,3042,260,231,489,3188,2914,6105,1048,1068,2119,1413,1187,2599,211,140,354,2668,2397,5067,959,960,1925,1680,1628,3303,210,167,380,2850,2762,5608,849,912,1758,1731,1730,3464,239,164,411,2822,2806,5625,894,912,1806,2010,1894,3898,196,176,373,3098,2982,6076,857,822,1675,2049,1852,3904,240,200,439,3145,2876,6019,701,743,1442,2115,1856,3969,220,177,396,3039,2774,5811,578,638,1217,2094,1805,3902,230,172,406,2908,2613,5515,463,472,938,1923,1543,3469,218,142,364,2606,2158,4765,380,384,766,1826,1351,3180,190,128,321,2399,1869,4271,240,284,522,1445,1058,2502,124,79,202,1804,1419,3221,385,528,912,2623,2183,4804,321,234,550,3331,2938,6270,11787,11962,23750,26086,22905,48994,3253,2518,5778,41130,37392,78520,1597,1546,3149,1891,1709,3595,289,268,560,3781,3523,7300,1523,1547,3070,1655,1672,3328,277,257
316,204,197,405,7594,7018,14609,467,421,895,8266,7637,15903,236,201,441,8471,8153,16627,551,505,1058,9260,8864,18129,253,207,460,9367,8960,18326,557,545,1102,10176,9710,19892,210,197,410,8561,8127,16683,514,432,948,9283,8763,18043,133,137,266,6409,6394,12801,480,358,840,7014,6892,13910,101,85,185,5860,6156,12018,394,284,677,6356,6526,12876,88,95,181,7269,8030,15296,415,356,771,7773,8481,16250,87,126,217,8081,9258,17342,505,455,961,8678,9839,18518,116,121,239,8884,10599,19479,528,526,1048,9522,11247,20769,79,84,162,9392,10460,19860,592,473,1067,10062,11023,21082,51,77,133,8682,9674,18357,497,421,912,9228,10175,19402,53,54,107,8895,9365,18263,446,401,842,9388,9819,19213,31,39,64,7679,8033,15710,418,371,788,8120,8443,16563,37,45,86,20172,22742,42916,1203,1508,2715,21412,24294,45712,1674,1675,3353,125316,132981,258298,7563,7063,14624,134549,141713,276263,282,288,567,8515,7933,16448,379,355,728,9176,8570,17747,289,284,573,9426,8775,18195,411,400
317,276,289,562,4039,3894,7937,215,190,410,4529,4377,8903,259,233,493,4227,4006,8230,193,171,362,4684,4406,9091,228,248,481,4693,4686,9383,236,203,439,5164,5144,10303,213,218,436,4629,4865,9497,266,179,442,5108,5266,10370,141,143,282,4384,4427,8814,227,174,401,4757,4742,9499,94,136,231,3449,3526,6979,157,149,309,3702,3810,7516,116,119,241,3731,3876,7605,178,141,320,4029,4134,8160,94,117,210,3836,4291,8124,199,161,359,4131,4566,8692,97,87,187,3907,4395,8301,210,168,377,4213,4649,8861,80,92,173,4145,4447,8597,203,193,394,4425,4735,9164,56,61,118,3630,3982,7605,181,145,323,3863,4189,8048,43,46,85,3514,3705,7219,157,145,304,3719,3898,7615,26,28,52,2792,2988,5780,126,126,250,2944,3142,6081,43,45,91,7203,9283,16485,401,620,1023,7648,9950,17601,1775,1866,3643,58176,62371,120549,2953,2764,5719,62906,67000,129911,388,385,771,4525,4410,8932,239,222,466,5159,5015,10176,315,318,638,4360,4238,8593,218,218
318,784,804,1586,5745,5540,11282,351,371,726,6879,6715,13596,846,740,1591,6127,5721,11843,375,358,731,7348,6819,14167,922,882,1806,6575,6074,12652,400,348,748,7901,7302,15197,779,722,1499,6419,6237,12656,410,342,748,7603,7299,14902,509,558,1067,6741,6469,13206,489,339,829,7738,7363,15096,419,479,896,5883,5845,11722,423,308,726,6720,6626,13347,470,485,955,6176,6340,12519,400,300,697,7043,7120,14165,397,487,889,6338,6446,12790,397,320,713,7134,7260,14391,356,368,725,6268,6536,12804,391,309,703,7020,7213,14227,267,293,560,6406,6443,12850,424,293,718,7098,7030,14132,221,236,453,5721,5584,11305,376,254,636,6318,6075,12394,136,193,334,5488,5052,10545,338,239,578,5970,5486,11456,86,111,196,4036,3777,7816,253,207,457,4374,4096,8471,149,211,356,8971,10379,19350,663,748,1411,9783,11336,21123,6339,6565,12902,86896,86444,173338,5698,4728,10430,98927,97744,196672,1034,939,1973,6458,6340,12793,441,435,879,7928,7718,15649,949,924,1874,6192,5987,12181,418,385
319,544,554,1095,6700,6411,13120,379,352,731,7631,7322,14951,617,613,1221,7774,7549,15318,451,442,900,8843,8598,17441,621,565,1184,8768,8170,16939,472,460,930,9859,9192,19052,421,398,819,7300,6826,14121,379,323,706,8099,7549,15645,266,274,538,5181,5168,10353,295,220,514,5742,5659,11402,218,244,462,4744,5242,9986,272,197,466,5233,5673,10908,217,265,479,5677,6265,11946,309,257,564,6203,6783,12987,246,281,524,6685,7592,14270,357,328,690,7289,8191,15484,207,228,431,7482,8490,15976,408,312,719,8094,9031,17119,201,199,402,8090,8707,16790,417,308,726,8707,9212,17922,144,173,318,7966,8364,16333,402,330,740,8522,8871,17391,123,132,249,8722,8948,17668,445,316,759,9293,9393,18683,89,95,182,8124,7840,15967,412,366,775,8618,8297,16919,130,150,287,19968,20671,40636,1273,1433,2709,21372,22256,43633,4037,4146,8186,113188,116241,229425,6279,5642,11916,123504,126031,249530,785,698,1486,7587,6990,14576,389,361,752,8760,8048,16807,736,703,1436,7967,7568,15528,398,387
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,4,0,3,0,0,0,10,5,10,0,0,0,11,5,12,3,0,3,6,0,10,0,0,0,11,0,6,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,4,0,10,0,0,0,9,0,12,0,0,0,9,0,9,0,0,0,10,0,10,0,0,0,5,3,8,0,0,0,11,3,7,0,0,0,8,0,8,0,0,0,9,0,9,0,0,0,11,3,9,0,0,0,14,3,14,0,0,0,3,0,5,0,0,0,6,0,9,0,0,0,4,0,4,3,0,3,4,0,4,8,0,10,68,14,82,6,0,6,83,11,99,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,3,8,0,3
399,29,23,57,207,186,396,33,23,55,273,233,510,16,21,41,168,156,329,32,23,52,218,203,417,18,10,30,125,112,231,19,9,31,166,127,295,27,26,44,195,239,434,30,23,53,253,283,535,37,26,61,616,483,1098,99,43,140,750,548,1295,29,15,44,548,456,1003,96,60,154,677,525,1206,23,19,40,504,344,849,80,36,117,604,398,1008,29,13,45,466,278,737,76,40,113,574,331,902,29,14,41,423,250,675,64,24,96,520,284,803,15,14,23,414,303,719,82,36,114,511,349,855,15,11,25,460,452,906,85,46,132,552,505,1061,12,7,22,632,630,1261,69,48,118,714,690,1405,5,8,14,503,477,974,46,31,82,562,512,1072,11,3,9,799,490,1288,96,44,145,904,536,1443,296,204,495,6057,4852,10905,918,487,1404,7268,5542,12806,26,35,62,215,179,392,19,21,40,260,231,494,12,24,37,143,131,274,14,16
401,64,60,124,6721,6319,13040,328,296,621,7109,6679,13784,75,66,138,6963,6718,13680,300,278,571,7336,7054,14396,61,63,129,7549,7145,14691,345,355,699,7956,7568,15518,88,58,144,8660,8674,17339,471,411,881,9220,9144,18362,58,67,128,9474,9781,19257,715,543,1252,10247,10392,20642,47,64,111,7768,7536,15308,499,370,872,8315,7974,16290,63,50,113,7924,8186,16110,430,360,797,8417,8603,17019,60,41,95,8763,9186,17943,422,368,790,9248,9586,18836,51,49,97,8929,9523,18445,458,378,834,9430,9948,19382,30,41,74,9051,9884,18933,419,420,840,9500,10350,19850,34,21,57,8481,9114,17594,420,330,747,8935,9468,18401,14,20,31,8195,8728,16920,411,380,798,8614,9123,17744,12,20,31,6152,6545,12699,280,295,579,6451,6861,13312,23,36,61,16351,22597,38946,1013,1517,2527,17391,24148,41538,689,647,1337,120980,129932,250917,6505,6297,12806,128177,136880,265056,65,61,124,6934,6815,13744,266,234,498,7263,7108,14368,56,65,121,7372,7171,14540,262,230
402,401,349,756,11078,10400,21480,664,596,1261,12148,11349,23497,414,419,827,11503,11029,22535,692,562,1254,12607,12008,24617,418,410,830,12434,11561,23995,669,607,1276,13522,12577,26101,318,347,663,12103,11531,23639,647,524,1178,13071,12405,25481,255,282,532,12327,11902,24233,658,476,1136,13246,12664,25908,208,200,413,10968,10995,21966,607,433,1042,11791,11629,23424,157,195,352,11814,12042,23856,518,486,1008,12497,12719,25215,152,212,372,12683,12815,25495,644,488,1132,13475,13519,26994,140,184,324,12858,13325,26186,614,495,1108,13612,14009,27615,111,144,258,12240,12605,24845,563,456,1020,12917,13208,26122,96,96,193,10755,11476,22230,497,432,929,11353,12003,23351,73,70,139,10283,10869,21147,467,422,885,10816,11359,22172,35,41,78,7869,8334,16200,363,374,739,8265,8757,17023,45,82,130,19066,23491,42555,1200,1663,2866,20310,25236,45546,2838,3042,5877,167977,172376,340359,8808,8021,16836,179625,183441,363072,527,457,991,12717,12230,24948,607,581,1192,13857,13275,27129,486,402,882,11804,10900,22701,556,544
403,174,163,341,8638,8215,16854,390,296,692,9205,8677,17882,182,162,347,9385,8883,18266,356,379,738,9926,9425,19352,187,184,369,10088,9651,19738,398,346,750,10671,10176,20853,141,165,304,10930,10471,21404,407,328,732,11477,10961,22443,112,115,225,10436,10435,20873,466,303,772,11016,10849,21872,74,89,167,8817,9083,17906,339,249,590,9237,9426,18660,93,87,183,9771,9829,19605,340,292,630,10208,10210,20417,84,90,175,10230,10946,21174,389,274,658,10698,11309,22011,69,80,151,10737,11691,22427,385,326,714,11192,12089,23285,53,75,121,11370,12360,23733,446,363,809,11867,12801,24666,62,56,116,10922,11837,22758,417,332,757,11403,12221,23626,26,31,52,10463,11155,21617,380,314,692,10863,11504,22364,20,30,52,7734,8037,15777,296,278,570,8053,8348,16398,37,48,84,20116,26822,46938,1069,1683,2748,21218,28559,49770,1314,1367,2678,149635,159431,309068,6086,5763,11850,157037,166558,323594,218,196,420,9756,9313,19072,331,343,674,10307,9857,20162,225,205,430,9400,8908,18315,336,318
404,153,146,301,4953,4739,9693,303,243,540,5408,5125,10535,158,176,333,5092,4984,10079,305,277,576,5561,5435,10995,177,156,332,5398,5091,10487,279,257,533,5853,5505,11359,185,193,380,5736,5468,11203,309,228,534,6228,5891,12116,119,127,245,6621,6630,13248,440,281,721,7173,7037,14214,80,106,185,6254,5918,12171,366,273,640,6699,6292,12993,91,107,203,6511,6572,13088,316,249,570,6919,6930,13852,93,122,211,7212,7253,14468,398,297,697,7701,7673,15381,70,100,170,7083,7016,14104,362,254,616,7513,7376,14890,70,96,166,7038,7169,14204,406,285,691,7518,7539,15058,63,72,133,6127,6642,12774,302,270,569,6496,6985,13477,34,53,83,5894,6141,12036,297,266,567,6223,6462,12688,18,45,67,4517,4836,9358,231,260,493,4771,5142,9916,49,69,124,15090,19925,35018,1074,1550,2624,16213,21543,37759,1364,1567,2934,93533,98391,191927,5393,4988,10377,100288,104948,205238,185,180,364,5628,5383,11007,266,258,520,6072,5822,11895,169,176,345,5184,4889,10081,237,228
405,83,81,164,2723,2606,5335,122,130,256,2926,2820,5749,106,97,206,3295,3105,6399,177,120,299,3578,3323,6900,84,102,190,3579,3399,6972,158,158,322,3817,3660,7480,97,83,183,3215,2750,5968,134,124,254,3444,2956,6401,44,54,102,2164,1842,4004,88,71,166,2299,1972,4270,39,51,84,2016,2085,4104,74,53,126,2121,2191,4317,40,46,92,2376,2544,4924,98,86,191,2521,2681,5200,53,50,99,2926,3235,6164,122,124,250,3102,3412,6506,47,55,96,3570,3645,7215,156,126,287,3772,3824,7600,39,50,88,3799,3779,7583,160,116,273,3993,3945,7939,35,29,60,3707,3568,7283,162,117,276,3904,3712,7610,29,28,52,3633,3532,7167,145,148,293,3802,3708,7510,25,24,48,3171,3122,6294,151,124,275,3340,3271,6610,39,57,100,8228,9214,17447,498,654,1149,8768,9929,18693,751,808,1562,48404,48431,96839,2243,2150,4395,51398,51390,102789,133,117,251,2997,2820,5816,117,98,211,3242,3040,6283,120,120,239,3068,2909,5976,106,91
406,431,447,875,2275,2184,4457,166,163,328,2876,2787,5660,455,433,889,2474,2279,4752,162,159,316,3093,2866,5964,445,459,904,2574,2386,4961,157,167,319,3178,3011,6180,393,406,802,2308,1919,4230,170,130,298,2870,2460,5327,357,359,715,1946,1840,3791,194,85,278,2502,2286,4787,270,307,578,1988,1925,3910,176,116,295,2439,2348,4784,293,311,606,2244,2282,4532,174,108,282,2711,2705,5421,274,303,576,2705,2534,5235,182,109,298,3164,2947,6106,242,275,517,2799,2503,5298,190,116,302,3234,2891,6127,201,212,415,2831,2582,5412,224,132,351,3253,2929,6179,146,170,314,2544,2326,4870,181,107,289,2879,2603,5477,110,115,221,2462,2185,4647,161,117,276,2730,2412,5146,67,80,148,2010,1850,3860,121,125,245,2199,2052,4252,115,180,297,4519,4914,9437,371,332,703,5003,5430,10433,3803,4053,7853,35694,33702,69398,2631,1963,4596,42120,39725,81845,461,482,942,2338,2228,4574,149,150,296,2948,2859,5803,479,470,951,2269,2186,4457,162,147
