SA4_CODE_2016,Pre_sch_C06_M,Pre_sch_C06_F,Pre_sch_C06_P,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Infan_Prim_Govt_C06_M,Infan_Prim_Govt_C06_F,Infan_Prim_Govt_C06_P,Infan_Prim_Govt_C11_M,Infan_Prim_Govt_C11_F,Infan_Prim_Govt_C11_P,Infan_Prim_Govt_C16_M,Infan_Prim_Govt_C16_F,Infan_Prim_Govt_C16_P,Infan_Prim_Cath_C06_M,Infan_Prim_Cath_C06_F,Infan_Prim_Cath_C06_P,Infan_Prim_Cath_C11_M,Infan_Prim_Cath_C11_F,Infan_Prim_Cath_C11_P,Infan_Prim_Cath_C16_M,Infan_Prim_Cath_C16_F,Infan_Prim_Cath_C16_P,Inf_Pri_Oth_No_Gov_C06_M,Inf_Pri_Oth_No_Gov_C06_F,Inf_Pri_Oth_No_Gov_C06_P,Inf_Pri_Oth_No_Gov_C11_M,Inf_Pri_Oth_No_Gov_C11_F,Inf_Pri_Oth_No_Gov_C11_P,Inf_Pri_Oth_No_Gov_C16_M,Inf_Pri_Oth_No_Gov_C16_F,Inf_Pri_Oth_No_Gov_C16_P,Inf_Primary_Tot_C06_M,Inf_Primary_Tot_C06_F,Inf_Primary_Tot_C06_P,Inf_Primary_Tot_C11_M,Inf_Primary_Tot_C11_F,Inf_Primary_Tot_C11_P,Inf_Primary_Tot_C16_M,Inf_Primary_Tot_C16_F,Inf_Primary_Tot_C16_P,Sec_Govern_C06_M,Sec_Govern_C06_F,Sec_Govern_C06_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Catholic_C06_M,Sec_Catholic_C06_F,Sec_Catholic_C06_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Oth_Non_Gov_C06_M,Sec_Oth_Non_Gov_C06_F,Sec_Oth_Non_Gov_C06_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Tot_C06_M,Sec_Tot_C06_F,Sec_Tot_C06_P,Sec_Tot_C11_M,Sec_Tot_C11_F,Sec_Tot_C11_P,Sec_Tot_C16_M,Sec_Tot_C16_F,Sec_Tot_C16_P,Tech_FTS_15_24_C06_M,Tech_FTS_15_24_C06_F,Tech_FTS_15_24_C06_P,Tech_FTS_15_24_C11_M,Tech_FTS_15_24_C11_F,Tech_FTS_15_24_C11_P,Tech_FTS_15_24_C16_M,Tech_FTS_15_24_C16_F,Tech_FTS_15_24_C16_P,Tech_FTS_25ove_C06_M,Tech_FTS_25ove_C06_F,Tech_FTS_25ove_C06_P,Tech_FTS_25ove_C11_M,Tech_FTS_25ove_C11_F,Tech_FTS_25ove_C11_P,Tech_FTS_25ove_C16_M,Tech_FTS_25ove_C16_F,Tech_FTS_25ove_C16_P,Tech_PTS_15_24_C06_M,Tech_PTS_15_24_C06_F,Tech_PTS_15_24_C06_P,Tech_PTS_15_24_C11_M,Tech_PTS_15_24_C11_F,Tech_PTS_15_24_C11_P,Tech_PTS_15_24_C16_M,Tech_PTS_15_24_C16_F,Tech_PTS_15_24_C16_P,Techn_PTS_25over_C06_M,Techn_PTS_25over_C06_F,Techn_PTS_25over_C06_P,Techn_PTS_25over_C11_M,Techn_PTS_25over_C11_F,Techn_PTS_25over_C11_P,Techn_PTS_25over_C16_M,Techn_PTS_25over_C16_F,Techn_PTS_25over_C16_P,Tec_F_Pt_stu_st_ns_C06_M,Tec_F_Pt_stu_st_ns_C06_F,Tec_F_Pt_stu_st_ns_C06_P,Tec_F_Pt_stu_st_ns_C11_M,Tec_F_Pt_stu_st_ns_C11_F,Tec_F_Pt_stu_st_ns_C11_P,Tec_F_Pt_stu_st_ns_C16_M,Tec_F_Pt_stu_st_ns_C16_F,Tec_F_Pt_stu_st_ns_C16_P,Tech_Tot_C06_M,Tech_Tot_C06_F,Tech_Tot_C06_P,Tech_Tot_C11_M,Tech_Tot_C11_F,Tech_Tot_C11_P,Tech_Tot_C16_M,Tech_Tot_C16_F,Tech_Tot_C16_P,U_Ft_s_15_24_06_C_M,U_Ft_s_15_24_06_C_F,U_Ft_s_15_24_06_C_P,U_Ft_s_15_24_11_C_M,U_Ft_s_15_24_11_C_F,U_Ft_s_15_24_11_C_P,U_Ft_s_15_24_16_C_M,U_Ft_s_15_24_16_C_F,U_Ft_s_15_24_16_C_P,U_Ft_s_25over_06_C_M,U_Ft_s_25over_06_C_F,U_Ft_s_25over_06_C_P,U_Ft_s_25over_11_C_M,U_Ft_s_25over_11_C_F,U_Ft_s_25over_11_C_P,U_Ft_s_25over_16_C_M,U_Ft_s_25over_16_C_F,U_Ft_s_25over_16_C_P,U_Pt_s_15_24_06_C_M,U_Pt_s_15_24_06_C_F,U_Pt_s_15_24_06_C_P,U_Pt_s_15_24_11_C_M,U_Pt_s_15_24_11_C_F,U_Pt_s_15_24_11_C_P,U_Pt_s_15_24_16_C_M,U_Pt_s_15_24_16_C_F,U_Pt_s_15_24_16_C_P,U_Pt_s_25over_06_C_M,U_Pt_s_25over_06_C_F,U_Pt_s_25over_06_C_P,U_Pt_s_25over_11_C_M,U_Pt_s_25over_11_C_F,U_Pt_s_25over_11_C_P,U_Pt_s_25over_16_C_M,U_Pt_s_25over_16_C_F,U_Pt_s_25over_16_C_P,U_F_Pt_s_s_ns_06_C_M,U_F_Pt_s_s_ns_06_C_F,U_F_Pt_s_s_ns_06_C_P,U_F_Pt_s_s_ns_11_C_M,U_F_Pt_s_s_ns_11_C_F,U_F_Pt_s_s_ns_11_C_P,U_F_Pt_s_s_ns_16_C_M,U_F_Pt_s_s_ns_16_C_F,U_F_Pt_s_s_ns_16_C_P,U_Tot_C06_M,U_Tot_C06_F,U_Tot_C06_P,U_Tot_C11_M,U_Tot_C11_F,U_Tot_C11_P,U_Tot_C16_M,U_Tot_C16_F,U_Tot_C16_P,Ot_ty_Ed_Ins_Ft_st_C06_M,Ot_ty_Ed_Ins_Ft_st_C06_F,Ot_ty_Ed_Ins_Ft_st_C06_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F
401,1661,1509,3167,1618,1676,3293,1816,1728,3540,6684,6057,12743,6723,6196,12917,7709,7172,14882,2306,2365,4667,2412,2354,4760,2171,2138,4309,2162,2268,4428,2564,2580,5141,2345,2368,4714,11149,10692,21842,11693,11124,22819,12229,11678,23907,3454,3176,6631,3417,3151,6569,3671,3357,7026,1814,1812,3628,1788,1900,3690,1859,1888,3746,2624,2749,5371,2716,2746,5462,3119,3042,6153,7895,7744,15639,7926,7798,15720,8639,8286,16926,535,543,1079,585,567,1152,484,457,939,280,405,683,431,600,1024,434,720,1154,722,445,1164,622,400,1024,483,334,815,910,1389,2305,862,1352,2215,758,1254,2009,28,21,48,18,25,39,12,21,31,2473,2807,5277,2519,2937,5458,2170,2782,4945,4924,5876,10797,6027,7143,13170,6696,7647,14348,1580,1602,3180,1985,2143,4127,2489,2578,5070,362,500,864,413,523,931,520,598,1116,1679,2366,4045,1620,2395,4018,1558,2266,3826,51,41,89,43,45,88,44,35,79,8592,10384,18975,10090,12246,22336,11312,13129,24439,153,302,456,316,359,674,291,359,649,483,913
402,2433,2267,4694,2832,2728,5555,2839,2749,5588,12407,11397,23807,11525,10467,21993,12950,12088,25037,3177,3261,6441,3440,3436,6873,3676,3533,7210,2987,2861,5854,3154,3088,6245,3328,3275,6600,18575,17528,36100,18122,16989,35112,19951,18894,38848,6323,5931,12257,6503,6256,12755,6985,6272,13262,2259,2588,4845,2641,2750,5388,2702,2927,5629,2247,2219,4468,2483,2584,5067,2743,2688,5430,10833,10739,21574,11622,11590,23213,12436,11886,24315,717,813,1533,853,934,1794,883,925,1811,387,711,1094,708,1167,1873,848,1422,2269,1291,917,2208,1145,929,2070,889,824,1715,1462,2171,3634,1593,2351,3940,1442,2415,3858,64,47,111,60,36,99,37,44,80,3917,4655,8576,4363,5416,9780,4105,5633,9738,2217,2656,4876,2882,3530,6410,4122,4768,8895,737,861,1592,1161,1270,2427,1650,1974,3623,259,360,621,291,538,833,456,642,1104,973,1378,2350,1207,1776,2987,1249,2146,3399,43,29,70,35,42,75,16,44,63,4228,5280,9506,5573,7157,12728,7498,9586,17084,378,488,861,494,588,1080,641,839,1484,562,1213
403,2073,1861,3938,2243,2097,4340,2222,2091,4314,10468,9770,20233,9862,9265,19133,10592,9933,20520,2200,2131,4334,2403,2298,4704,2435,2441,4873,2387,2322,4705,2618,2510,5126,2592,2585,5179,15050,14221,29271,14882,14076,28959,15614,14967,30580,5929,5953,11884,5748,5688,11438,5730,5647,11375,1643,1669,3310,1824,1815,3641,1990,1871,3860,2251,2259,4506,2426,2378,4803,2541,2474,5017,9820,9877,19702,10004,9879,19882,10260,9988,20251,628,625,1259,664,660,1325,516,541,1051,282,408,688,376,614,994,420,756,1176,1121,705,1824,1011,679,1688,805,539,1342,1378,1798,3173,1310,1863,3174,1095,1678,2770,51,33,82,52,30,84,19,19,38,3457,3567,7028,3419,3847,7263,2846,3527,6377,2844,4009,6858,3379,4743,8118,4122,5474,9597,1031,1449,2477,1380,1881,3259,1859,2332,4195,319,462,785,332,576,906,464,601,1068,1327,2063,3392,1385,2335,3722,1411,2481,3900,34,38,77,40,38,78,26,44,68,5552,8025,13580,6510,9571,16085,7883,10943,18824,171,289,456,266,334,606,312,413,729,555,1097
404,1097,1062,2159,1295,1224,2523,1278,1238,2510,4739,4360,9103,4631,4209,8840,5133,4720,9853,2700,2865,5567,2735,2778,5514,2771,2745,5519,756,717,1472,725,749,1473,791,802,1596,8200,7949,16145,8088,7742,15829,8693,8271,16967,2733,2552,5284,3007,2730,5742,2885,2790,5680,1691,1736,3419,1799,1930,3728,1893,2023,3916,651,662,1310,753,795,1549,831,806,1635,5075,4948,10021,5560,5459,11018,5619,5618,11233,486,492,981,569,522,1091,474,440,913,338,462,804,434,690,1119,503,665,1169,625,396,1027,573,356,923,398,294,694,820,1099,1918,831,1197,2027,719,1131,1853,46,49,97,47,33,73,20,19,42,2317,2502,4821,2448,2790,5239,2114,2547,4668,1913,2409,4315,2599,3099,5694,3353,3920,7276,778,754,1528,986,1097,2078,1326,1570,2893,207,278,491,225,348,577,343,397,743,785,1129,1918,855,1256,2106,950,1531,2478,25,26,50,35,43,76,16,36,56,3707,4598,8306,4696,5839,10535,5984,7456,13441,202,298,500,296,353,641,316,351,667,348,658
405,670,627,1298,687,693,1382,689,575,1262,3930,3771,7702,3601,3302,6898,3463,3145,6608,603,569,1170,609,607,1210,596,579,1182,881,801,1680,891,905,1795,921,923,1844,5417,5132,10553,5093,4809,9908,4985,4652,9635,2328,2266,4588,2325,2225,4555,2297,2147,4437,280,261,541,288,283,575,323,299,621,444,485,930,566,596,1167,549,591,1140,3049,3010,6055,3188,3116,6300,3166,3031,6197,96,110,209,93,130,220,81,109,189,47,175,222,45,178,224,45,170,219,320,217,539,305,242,545,248,194,438,333,688,1019,271,546,822,249,457,711,15,12,25,8,11,17,5,10,14,804,1205,2014,723,1105,1825,630,938,1568,129,167,294,131,255,388,187,397,580,41,113,154,38,117,155,76,185,262,29,44,76,39,60,96,27,62,80,146,266,408,163,371,532,150,374,518,9,3,12,3,7,9,0,7,8,348,594,946,383,802,1185,431,1019,1449,33,51,89,56,75,131,60,75,140,80,242
406,566,565,1131,631,603,1236,563,540,1107,3631,3274,6907,3213,2903,6111,3035,2794,5824,722,708,1424,649,662,1317,597,576,1168,128,136,260,193,237,433,255,263,525,4474,4121,8596,4058,3810,7864,3887,3638,7523,1725,1618,3350,1684,1639,3324,1635,1532,3162,470,542,1004,544,563,1106,413,459,871,50,72,123,90,113,206,102,157,259,2251,2227,4474,2325,2317,4644,2142,2155,4294,138,90,223,129,115,242,59,95,149,46,147,196,47,144,192,66,135,199,258,153,414,227,215,440,148,167,312,259,548,811,251,533,781,222,427,649,18,8,28,15,12,35,12,6,19,717,957,1674,671,1017,1687,510,826,1337,42,135,171,41,126,169,54,162,215,29,121,156,25,103,124,56,176,229,28,59,85,39,67,103,22,71,96,157,272,426,183,318,500,156,356,511,0,3,9,4,4,12,4,4,8,258,592,846,293,620,914,293,767,1062,33,52,86,42,53,95,41,57,99,65,129
407,1086,1088,2177,1168,1053,2220,1010,953,1958,6509,6446,12955,6002,5788,11787,6114,5619,11731,928,898,1826,921,862,1781,1024,906,1924,1103,1049,2151,1209,1149,2356,1093,1025,2120,8539,8398,16933,8129,7801,15928,8234,7552,15779,4123,3885,8006,3923,3874,7792,3856,3852,7707,252,303,557,379,393,770,421,417,840,575,633,1213,741,830,1570,681,725,1405,4956,4818,9775,5037,5093,10128,4959,4990,9952,117,183,302,162,224,388,158,191,344,79,217,295,105,311,413,106,302,406,524,402,921,539,421,953,391,363,758,567,1173,1746,574,1152,1733,386,797,1186,28,28,49,15,21,40,19,15,27,1320,1999,3321,1397,2129,3529,1051,1668,2723,97,253,351,186,432,621,292,567,852,82,200,289,97,313,407,140,312,452,34,89,122,45,116,162,58,106,160,229,484,714,248,645,893,226,686,914,4,5,11,3,9,9,6,11,15,448,1032,1482,573,1517,2093,722,1676,2394,82,103,187,109,130,235,115,132,252,135,343
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,8,7,12,8,11,19,5,8,8,26,33,62,48,46,91,28,30,55,6,7,8,8,0,6,0,3,5,5,7,13,9,12,22,0,5,8,35,48,84,63,62,123,29,43,76,12,20,38,21,20,41,34,38,70,4,3,6,0,3,4,0,0,0,3,4,9,5,0,7,4,6,15,20,33,54,26,25,51,39,47,86,3,3,7,9,7,11,4,5,12,0,6,5,6,14,15,7,10,20,10,0,7,9,4,13,0,4,3,7,13,21,16,15,27,3,7,10,0,0,0,0,0,0,0,0,0,20,25,44,32,37,71,21,24,43,13,32,45,15,27,38,22,12,35,10,12,20,9,16,24,16,19,33,3,0,3,7,0,6,0,3,3,5,8,9,10,12,14,7,9,12,0,0,0,0,0,0,0,0,0,33,52,81,40,49,87,40,38,81,11,8,16,3,4,10,11,10,21,8,9
501,1091,1066,2159,1269,1206,2473,1145,1014,2161,4929,4414,9338,5230,4832,10062,5518,5180,10697,1375,1315,2688,1550,1567,3120,1514,1523,3039,684,624,1304,968,950,1914,1064,1026,2085,6984,6347,13331,7748,7346,15093,8089,7731,15822,3304,3083,6387,3013,2768,5780,4085,3894,7981,705,798,1507,795,870,1663,1113,1193,2305,584,561,1139,877,789,1670,997,988,1982,4589,4442,9037,4688,4430,9118,6198,6077,12267,212,273,477,315,348,667,232,293,523,60,241,303,103,280,385,115,293,409,670,288,959,620,373,990,516,290,807,442,775,1214,388,886,1273,340,841,1178,18,21,44,24,18,41,20,15,34,1400,1596,2996,1451,1911,3360,1228,1729,2956,146,356,507,183,420,605,193,461,657,111,269,380,98,333,436,153,442,594,29,84,120,41,127,169,57,145,198,278,546,821,298,673,970,290,870,1168,5,12,20,0,8,10,0,9,9,575,1268,1839,628,1565,2185,699,1932,2634,52,56,108,70,92,162,101,160,259,113,299
502,419,394,811,541,531,1072,547,503,1052,1987,1934,3921,2295,2150,4444,2719,2559,5279,435,423,860,658,678,1334,642,699,1338,364,328,694,658,638,1298,690,678,1361,2788,2691,5475,3607,3471,7077,4045,3933,7984,1156,1098,2245,1116,1084,2201,1637,1523,3160,305,342,643,408,395,802,539,607,1141,377,429,809,566,593,1161,751,802,1553,1835,1871,3701,2089,2079,4164,2932,2935,5861,123,148,268,181,209,387,173,207,381,30,99,123,48,158,201,67,197,264,244,129,375,300,147,449,274,167,445,130,260,389,182,342,522,168,320,487,6,8,16,3,3,4,3,6,10,534,645,1178,709,859,1568,689,899,1588,101,251,347,261,458,715,397,617,1017,33,120,157,70,192,259,105,323,434,15,40,51,34,69,106,63,123,188,77,178,254,130,345,474,156,439,600,0,0,6,0,5,7,0,0,6,225,590,817,491,1069,1563,736,1511,2244,21,43,59,36,73,110,65,129,194,30,157
503,909,835,1748,961,957,1920,969,864,1838,2599,2346,4943,3263,2977,6239,4071,3711,7784,1092,1132,2221,999,974,1976,920,893,1814,861,1010,1867,1151,1197,2355,1075,1148,2225,4546,4480,9026,5416,5155,10567,6071,5753,11828,1010,979,1991,1019,984,2001,1611,1557,3169,852,925,1776,862,996,1856,968,1024,1996,1893,2116,4010,1822,2070,3893,2366,2475,4844,3760,4022,7782,3702,4050,7748,4944,5061,10007,388,376,768,368,325,685,302,280,585,194,243,433,366,426,789,441,585,1029,243,173,413,237,143,382,171,140,311,411,587,1000,459,641,1096,397,607,1007,18,5,24,13,11,30,3,4,12,1257,1390,2639,1435,1546,2984,1313,1620,2935,3486,3915,7401,3908,4313,8215,4080,4235,8312,1054,1090,2148,1367,1344,2708,1775,1657,3429,255,327,581,321,414,727,351,403,759,1034,1419,2445,1179,1553,2734,1227,1587,2819,37,20,54,31,21,52,22,29,56,5857,6773,12634,6797,7643,14439,7457,7911,15367,151,174,327,232,261,488,297,385,674,244,375
504,1453,1333,2786,1622,1529,3145,1546,1483,3029,5917,5341,11262,6026,5444,11464,7054,6357,13412,1779,1676,3459,1871,1778,3641,2212,2106,4312,1382,1281,2663,1634,1567,3201,1742,1654,3395,9080,8301,17386,9533,8783,18311,11003,10114,21114,3483,3481,6969,3327,3083,6411,4268,4099,8369,1267,1253,2522,1700,1808,3508,2052,1943,3991,1324,1230,2552,1648,1554,3201,2033,1825,3859,6073,5968,12041,6685,6444,13128,8357,7871,16219,554,534,1087,637,566,1204,623,514,1134,193,364,552,340,491,829,426,588,1019,787,394,1180,797,405,1199,645,382,1028,634,891,1522,767,1075,1844,645,1129,1776,41,30,71,29,27,60,27,27,57,2205,2217,4418,2566,2572,5140,2368,2642,5012,1235,1566,2799,1703,2245,3948,2105,2652,4753,430,636,1067,499,690,1187,743,1041,1790,161,240,400,233,370,601,355,463,818,705,1031,1735,768,1318,2086,923,1575,2496,13,41,57,8,21,32,30,27,58,2544,3509,6052,3210,4641,7847,4157,5757,9916,137,166,307,211,209,422,316,364,681,238,519
505,2951,2788,5743,3698,3508,7202,3520,3260,6781,12666,11729,24395,14236,13361,27604,16333,15340,31680,3990,3906,7896,4160,4080,8237,4776,4670,9452,2265,2369,4637,2901,2855,5757,3196,3144,6341,18924,18008,36929,21301,20298,41603,24304,23162,47467,7155,7050,14205,7215,6674,13885,10003,9214,19219,2983,3130,6112,3827,3769,7601,4101,4213,8317,3082,3117,6195,3889,4011,7899,4370,4400,8776,13224,13295,26514,14927,14460,29386,18479,17824,36306,1184,1193,2372,1441,1255,2693,1246,1163,2416,452,755,1205,735,1109,1840,870,1336,2215,1780,862,2643,1644,822,2467,1435,675,2105,1289,1680,2972,1468,2107,3570,1449,2158,3610,75,58,133,71,44,116,62,41,102,4777,4542,9321,5357,5325,10683,5062,5377,10442,3934,5179,9112,5275,6810,12091,6265,7193,13453,981,1432,2408,1267,1880,3154,2015,2661,4672,511,663,1176,659,957,1617,857,1147,2005,1706,2482,4190,1993,3049,5039,2103,3414,5518,47,70,116,60,58,121,43,79,119,7180,9824,17006,9256,12762,22018,11280,14490,25770,258,356,620,457,475,933,678,797,1481,521,1050
506,2415,2305,4728,3099,2879,5981,3074,2925,6001,11024,10315,21339,12263,11389,23655,14320,13373,27697,2708,2582,5293,2685,2636,5322,3265,3072,6337,1985,1863,3843,2622,2518,5146,3082,3031,6114,15712,14765,30479,17573,16550,34118,20667,19477,40146,6987,6717,13701,6652,6308,12963,9424,8947,18369,2395,2190,4582,2880,2600,5482,3230,2866,6087,2055,2142,4196,2467,2624,5093,3040,3117,6156,11438,11049,22486,12004,11539,23547,15688,14929,30619,1178,1203,2381,1541,1281,2821,1491,1280,2766,376,802,1176,782,1177,1960,1155,1604,2758,1518,726,2241,1491,838,2328,1214,745,1956,1093,1572,2665,1484,2204,3684,1374,2121,3496,71,48,117,68,48,118,45,35,78,4221,4352,8582,5373,5543,10911,5275,5781,11059,4983,5725,10709,6317,7250,13567,7173,7731,14904,1521,1647,3164,2098,2074,4171,2977,3085,6064,400,567,972,547,780,1327,738,947,1684,1456,2028,3485,1752,2590,4339,1914,2868,4782,73,55,122,56,56,113,48,66,115,8431,10020,18455,10772,12748,23518,12848,14694,27542,280,396,679,504,558,1060,905,850,1757,495,988
507,2179,2062,4241,2774,2574,5354,2550,2530,5082,10103,9368,19471,11191,10382,21582,13461,12256,25724,2467,2534,5002,2497,2582,5080,2873,3038,5910,1342,1340,2690,1770,1839,3611,1942,2035,3979,13919,13240,27157,15470,14807,30274,18281,17336,35610,5086,4924,10013,5224,4838,10067,7369,6987,14362,2273,2521,4788,2750,3073,5825,3301,3624,6923,1986,2068,4058,2364,2448,4812,2593,2588,5179,9344,9511,18858,10341,10361,20699,13267,13195,26464,741,767,1504,841,833,1677,948,773,1718,236,476,712,375,643,1015,504,818,1313,1180,531,1711,1306,642,1952,986,591,1576,858,1216,2068,1012,1672,2686,923,1515,2437,50,31,77,37,28,63,33,28,60,3065,3012,6077,3575,3817,7388,3389,3722,7112,2976,4014,6992,3753,4869,8616,4160,5283,9443,793,1173,1961,1047,1522,2568,1457,2207,3671,334,424,756,410,651,1061,562,770,1330,1161,1913,3075,1422,2295,3716,1565,2676,4243,32,41,69,34,44,77,22,41,70,5302,7558,12853,6667,9376,16044,7774,10982,18753,260,191,452,406,282,685,380,490,869,344,678
509,1063,942,2001,1006,1046,2051,849,715,1561,5189,4812,10007,4979,4657,9637,4333,4201,8530,599,585,1178,665,669,1335,693,676,1369,412,375,786,530,547,1074,572,600,1170,6198,5764,11968,6177,5872,12048,5593,5473,11067,2903,2694,5595,2563,2315,4874,2946,2738,5689,249,276,523,310,387,696,381,362,739,326,402,728,586,501,1086,627,636,1267,3479,3370,6844,3459,3197,6657,3958,3736,7687,146,191,340,201,214,415,197,161,356,86,173,252,85,203,292,63,155,220,418,253,666,383,298,679,305,252,556,284,803,1080,371,978,1342,267,665,932,13,16,30,9,13,26,5,11,17,938,1429,2374,1045,1704,2752,841,1236,2076,103,169,274,121,189,308,149,255,409,43,136,175,60,172,229,69,186,258,32,44,71,22,66,93,42,82,119,179,365,543,192,509,703,177,489,662,5,3,11,3,3,12,3,3,5,366,716,1080,401,940,1343,444,1016,1452,45,53,101,126,91,219,159,109,269,120,230
510,551,553,1103,682,617,1305,688,598,1286,2972,2679,5652,3310,3079,6390,3389,3234,6624,596,632,1228,750,768,1516,637,622,1260,105,125,226,152,136,285,175,183,360,3674,3437,7110,4211,3979,8194,4202,4043,8248,1145,1027,2173,1208,1021,2227,1861,1635,3495,258,279,540,303,324,623,308,325,637,83,81,159,89,94,182,110,103,205,1480,1391,2870,1601,1435,3035,2276,2063,4339,59,53,113,92,56,146,65,48,110,22,48,68,43,58,102,57,65,123,223,181,403,210,199,410,167,162,321,283,448,734,410,616,1024,405,567,975,16,7,24,14,4,22,8,18,25,599,734,1335,771,932,1700,700,855,1552,28,68,98,30,123,152,37,94,129,20,92,111,43,136,179,76,151,226,19,49,70,31,77,111,17,61,69,191,337,528,341,507,842,360,567,927,5,3,8,4,6,9,9,4,12,264,555,822,456,841,1299,490,873,1365,24,25,58,42,34,80,41,52,89,55,119
511,961,870,1829,966,928,1894,742,700,1441,4153,3853,8004,4072,4022,8088,3840,3633,7469,1064,1068,2131,1026,971,1994,983,1026,2011,374,357,736,526,537,1063,502,484,989,5588,5279,10864,5617,5524,11142,5326,5145,10466,2081,2073,4159,1843,1771,3611,2230,2082,4319,702,690,1396,803,877,1676,925,1001,1923,315,308,618,394,455,852,463,484,942,3094,3072,6169,3041,3101,6142,3618,3566,7183,114,129,246,162,150,312,130,176,312,43,105,143,42,126,168,49,150,198,366,212,581,423,269,694,262,276,543,299,462,759,333,641,977,283,674,952,23,22,39,13,11,22,10,7,20,842,931,1774,974,1200,2182,740,1292,2029,151,155,305,183,178,369,157,202,359,60,136,189,92,151,244,137,189,325,44,88,131,45,94,135,41,100,139,281,474,752,262,496,756,250,560,812,10,0,9,5,6,16,3,3,5,543,849,1393,587,923,1511,580,1054,1641,24,39,64,49,61,111,62,85,143,86,190
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0
599,19,15,30,9,11,22,14,7,17,47,65,110,70,64,134,51,51,96,5,16,17,11,9,20,13,3,16,4,3,7,19,24,39,13,14,26,54,81,142,100,99,199,72,70,139,30,22,46,31,11,45,21,26,49,0,6,7,3,0,3,0,3,7,3,3,7,7,9,16,3,3,7,33,26,60,44,24,66,27,35,61,5,11,19,3,4,8,5,7,9,4,15,15,12,3,13,14,10,28,10,6,11,13,5,14,3,3,11,15,13,27,19,16,34,14,14,30,0,0,0,3,0,3,0,0,0,37,40,79,48,34,77,34,40,67,30,31,61,30,32,68,27,34,61,18,16,31,16,23,37,25,14,38,5,4,9,0,4,6,4,3,8,20,20,42,22,25,53,9,19,25,0,0,0,0,0,0,0,0,0,65,72,138,72,94,163,67,70,128,5,7,12,6,12,16,8,10,20,3,12
