SA2_NAME16	Year	LabourForceStatus	adults
Main Beach	2011		625
Main Beach	2011	Employed (away from work)	70
Main Beach	2011	Employed (full-time)	1095
Main Beach	2011	Employed (part-time)	477
Main Beach	2011	Not in the labour force	887
Main Beach	2011	Unemployed (looking for work)	102
Main Beach	2016		510
Main Beach	2016	Employed (away from work)	101
Main Beach	2016	Employed (full-time)	1146
Main Beach	2016	Employed (part-time)	599
Main Beach	2016	Not in the labour force	1119
Main Beach	2016	Unemployed (looking for work)	117
Surfers Paradise	2006		4378
Surfers Paradise	2006	Employed (away from work)	433
Surfers Paradise	2006	Employed (full-time)	4939
Surfers Paradise	2006	Employed (part-time)	2481
Surfers Paradise	2006	Not in the labour force	4216
Surfers Paradise	2006	Unemployed (looking for work)	550
Surfers Paradise	2011		2544
Surfers Paradise	2011	Employed (away from work)	488
Surfers Paradise	2011	Employed (full-time)	5764
Surfers Paradise	2011	Employed (part-time)	3297
Surfers Paradise	2011	Not in the labour force	5028
Surfers Paradise	2011	Unemployed (looking for work)	1008
Surfers Paradise	2016		3334
Surfers Paradise	2016	Employed (away from work)	513
Surfers Paradise	2016	Employed (full-time)	6244
Surfers Paradise	2016	Employed (part-time)	4472
Surfers Paradise	2016	Not in the labour force	6050
Surfers Paradise	2016	Unemployed (looking for work)	1127
Darra - Sumner	2006		250
Darra - Sumner	2006	Employed (away from work)	102
Darra - Sumner	2006	Employed (full-time)	1192
Darra - Sumner	2006	Employed (part-time)	384
Darra - Sumner	2006	Not in the labour force	1140
Darra - Sumner	2006	Unemployed (looking for work)	123
Darra - Sumner	2011		237
Darra - Sumner	2011	Employed (away from work)	119
Darra - Sumner	2011	Employed (full-time)	1271
Darra - Sumner	2011	Employed (part-time)	551
Darra - Sumner	2011	Not in the labour force	1167
Darra - Sumner	2011	Unemployed (looking for work)	156
Darra - Sumner	2016		417
Darra - Sumner	2016	Employed (away from work)	109
Darra - Sumner	2016	Employed (full-time)	1341
Darra - Sumner	2016	Employed (part-time)	695
Darra - Sumner	2016	Not in the labour force	1201
Darra - Sumner	2016	Unemployed (looking for work)	213
Durack	2006		310
Durack	2006	Employed (away from work)	174
Durack	2006	Employed (full-time)	1606
Durack	2006	Employed (part-time)	597
Durack	2006	Not in the labour force	2042
Durack	2006	Unemployed (looking for work)	154
Durack	2011		348
Durack	2011	Employed (away from work)	157
Durack	2011	Employed (full-time)	1711
Durack	2011	Employed (part-time)	701
Durack	2011	Not in the labour force	2125
Durack	2011	Unemployed (looking for work)	225
Durack	2016		553
Durack	2016	Employed (away from work)	173
Durack	2016	Employed (full-time)	1876
Durack	2016	Employed (part-time)	988
Durack	2016	Not in the labour force	2460
Durack	2016	Unemployed (looking for work)	347
Forest Lake - Doolandella	2006		715
Forest Lake - Doolandella	2006	Employed (away from work)	633
Forest Lake - Doolandella	2006	Employed (full-time)	7947
Forest Lake - Doolandella	2006	Employed (part-time)	2957
Forest Lake - Doolandella	2006	Not in the labour force	4145
Forest Lake - Doolandella	2006	Unemployed (looking for work)	424
Forest Lake - Doolandella	2011		732
Forest Lake - Doolandella	2011	Employed (away from work)	660
Forest Lake - Doolandella	2011	Employed (full-time)	8880
Forest Lake - Doolandella	2011	Employed (part-time)	3385
Forest Lake - Doolandella	2011	Not in the labour force	4806
Forest Lake - Doolandella	2011	Unemployed (looking for work)	805
Forest Lake - Doolandella	2016		1219
Forest Lake - Doolandella	2016	Employed (away from work)	628
Forest Lake - Doolandella	2016	Employed (full-time)	8920
Forest Lake - Doolandella	2016	Employed (part-time)	3941
Forest Lake - Doolandella	2016	Not in the labour force	5712
Forest Lake - Doolandella	2016	Unemployed (looking for work)	1106
Inala - Richlands	2006		886
Inala - Richlands	2006	Employed (away from work)	350
Inala - Richlands	2006	Employed (full-time)	2652
Inala - Richlands	2006	Employed (part-time)	1144
Inala - Richlands	2006	Not in the labour force	4838
Inala - Richlands	2006	Unemployed (looking for work)	500
Inala - Richlands	2011		930
Inala - Richlands	2011	Employed (away from work)	363
Inala - Richlands	2011	Employed (full-time)	2815
Inala - Richlands	2011	Employed (part-time)	1492
Inala - Richlands	2011	Not in the labour force	5411
Inala - Richlands	2011	Unemployed (looking for work)	691
Inala - Richlands	2016		1426
Inala - Richlands	2016	Employed (away from work)	358
Inala - Richlands	2016	Employed (full-time)	2996
Inala - Richlands	2016	Employed (part-time)	1984
Inala - Richlands	2016	Not in the labour force	5925
Inala - Richlands	2016	Unemployed (looking for work)	1071
Oxley (Qld)	2006		350
Oxley (Qld)	2006	Employed (away from work)	190
Oxley (Qld)	2006	Employed (full-time)	2120
Oxley (Qld)	2006	Employed (part-time)	822
Oxley (Qld)	2006	Not in the labour force	1624
Oxley (Qld)	2006	Unemployed (looking for work)	108
Oxley (Qld)	2011		421
Oxley (Qld)	2011	Employed (away from work)	189
Oxley (Qld)	2011	Employed (full-time)	2265
Oxley (Qld)	2011	Employed (part-time)	907
Oxley (Qld)	2011	Not in the labour force	1598
Oxley (Qld)	2011	Unemployed (looking for work)	180
Oxley (Qld)	2016		500
Oxley (Qld)	2016	Employed (away from work)	192
Oxley (Qld)	2016	Employed (full-time)	2463
Oxley (Qld)	2016	Employed (part-time)	1101
Oxley (Qld)	2016	Not in the labour force	1679
Oxley (Qld)	2016	Unemployed (looking for work)	247
Wacol	2006		228
Wacol	2006	Employed (away from work)	61
Wacol	2006	Employed (full-time)	491
Wacol	2006	Employed (part-time)	207
Wacol	2006	Not in the labour force	2623
Wacol	2006	Unemployed (looking for work)	80
Wacol	2011		283
Wacol	2011	Employed (away from work)	53
Wacol	2011	Employed (full-time)	510
Wacol	2011	Employed (part-time)	193
Wacol	2011	Not in the labour force	3087
Wacol	2011	Unemployed (looking for work)	102
Wacol	2016		171
Wacol	2016	Employed (away from work)	51
Wacol	2016	Employed (full-time)	524
Wacol	2016	Employed (part-time)	266
Wacol	2016	Not in the labour force	3931
Wacol	2016	Unemployed (looking for work)	189
Boonah	2006		419
Boonah	2006	Employed (away from work)	268
Boonah	2006	Employed (full-time)	2842
Boonah	2006	Employed (part-time)	1334
Boonah	2006	Not in the labour force	2679
Boonah	2006	Unemployed (looking for work)	151
Boonah	2011		396
Boonah	2011	Employed (away from work)	313
Boonah	2011	Employed (full-time)	3125
Boonah	2011	Employed (part-time)	1528
Boonah	2011	Not in the labour force	3136
Boonah	2011	Unemployed (looking for work)	228
Boonah	2016		663
Boonah	2016	Employed (away from work)	310
Boonah	2016	Employed (full-time)	3162
Boonah	2016	Employed (part-time)	1759
Boonah	2016	Not in the labour force	3500
Boonah	2016	Unemployed (looking for work)	278
Esk	2006		226
Esk	2006	Employed (away from work)	115
Esk	2006	Employed (full-time)	903
Esk	2006	Employed (part-time)	546
Esk	2006	Not in the labour force	1715
Esk	2006	Unemployed (looking for work)	106
Esk	2011		231
Esk	2011	Employed (away from work)	119
Esk	2011	Employed (full-time)	980
Esk	2011	Employed (part-time)	594
Esk	2011	Not in the labour force	1874
Esk	2011	Unemployed (looking for work)	135
Esk	2016		335
Esk	2016	Employed (away from work)	107
Esk	2016	Employed (full-time)	1011
Esk	2016	Employed (part-time)	575
Esk	2016	Not in the labour force	2155
Esk	2016	Unemployed (looking for work)	152
Lake Manchester - England Creek	2006		0
Lake Manchester - England Creek	2006	Employed (away from work)	0
Lake Manchester - England Creek	2006	Employed (full-time)	0
Lake Manchester - England Creek	2006	Employed (part-time)	0
Lake Manchester - England Creek	2006	Not in the labour force	0
Lake Manchester - England Creek	2006	Unemployed (looking for work)	0
Lake Manchester - England Creek	2011		0
Lake Manchester - England Creek	2011	Employed (away from work)	0
Lake Manchester - England Creek	2011	Employed (full-time)	0
Lake Manchester - England Creek	2011	Employed (part-time)	0
Lake Manchester - England Creek	2011	Not in the labour force	0
Lake Manchester - England Creek	2011	Unemployed (looking for work)	0
Lake Manchester - England Creek	2016		0
Lake Manchester - England Creek	2016	Employed (away from work)	0
Lake Manchester - England Creek	2016	Employed (full-time)	0
Lake Manchester - England Creek	2016	Employed (part-time)	0
Lake Manchester - England Creek	2016	Not in the labour force	3
Lake Manchester - England Creek	2016	Unemployed (looking for work)	0
Lockyer Valley - East	2006		707
Lockyer Valley - East	2006	Employed (away from work)	409
Lockyer Valley - East	2006	Employed (full-time)	3549
Lockyer Valley - East	2006	Employed (part-time)	1769
Lockyer Valley - East	2006	Not in the labour force	4492
Lockyer Valley - East	2006	Unemployed (looking for work)	377
Lockyer Valley - East	2011		973
Lockyer Valley - East	2011	Employed (away from work)	461
Lockyer Valley - East	2011	Employed (full-time)	4209
Lockyer Valley - East	2011	Employed (part-time)	2121
Lockyer Valley - East	2011	Not in the labour force	5153
Lockyer Valley - East	2011	Unemployed (looking for work)	559
Lockyer Valley - East	2016		1346
Lockyer Valley - East	2016	Employed (away from work)	505
Lockyer Valley - East	2016	Employed (full-time)	4611
Lockyer Valley - East	2016	Employed (part-time)	2472
Lockyer Valley - East	2016	Not in the labour force	6192
Lockyer Valley - East	2016	Unemployed (looking for work)	761
Lowood	2006		554
Lowood	2006	Employed (away from work)	304
Lowood	2006	Employed (full-time)	2765
Lowood	2006	Employed (part-time)	1207
Lowood	2006	Not in the labour force	2771
Lowood	2006	Unemployed (looking for work)	237
Lowood	2011		446
Lowood	2011	Employed (away from work)	330
Lowood	2011	Employed (full-time)	3204
Lowood	2011	Employed (part-time)	1458
Lowood	2011	Not in the labour force	3462
Lowood	2011	Unemployed (looking for work)	366
Lowood	2016		934
Lowood	2016	Employed (away from work)	340
Lowood	2016	Employed (full-time)	3348
Lowood	2016	Employed (part-time)	1690
Lowood	2016	Not in the labour force	4065
Lowood	2016	Unemployed (looking for work)	502
Rosewood	2006		472
Rosewood	2006	Employed (away from work)	301
Rosewood	2006	Employed (full-time)	3151
Rosewood	2006	Employed (part-time)	1290
Rosewood	2006	Not in the labour force	2890
Rosewood	2006	Unemployed (looking for work)	208
Rosewood	2011		582
Rosewood	2011	Employed (away from work)	356
Rosewood	2011	Employed (full-time)	3441
Rosewood	2011	Employed (part-time)	1453
Rosewood	2011	Not in the labour force	3252
Rosewood	2011	Unemployed (looking for work)	311
Rosewood	2016		743
Rosewood	2016	Employed (away from work)	289
Rosewood	2016	Employed (full-time)	3401
Rosewood	2016	Employed (part-time)	1562
Rosewood	2016	Not in the labour force	3266
Rosewood	2016	Unemployed (looking for work)	364
Brassall	2006		337
Brassall	2006	Employed (away from work)	215
Brassall	2006	Employed (full-time)	2140
Brassall	2006	Employed (part-time)	882
Brassall	2006	Not in the labour force	1942
Brassall	2006	Unemployed (looking for work)	135
Brassall	2011		286
Brassall	2011	Employed (away from work)	264
Brassall	2011	Employed (full-time)	2676
Brassall	2011	Employed (part-time)	1148
Brassall	2011	Not in the labour force	2515
Brassall	2011	Unemployed (looking for work)	283
Brassall	2016		475
Brassall	2016	Employed (away from work)	248
Brassall	2016	Employed (full-time)	2899
Brassall	2016	Employed (part-time)	1392
Brassall	2016	Not in the labour force	2914
Brassall	2016	Unemployed (looking for work)	457
Bundamba	2006		322
Bundamba	2006	Employed (away from work)	216
Bundamba	2006	Employed (full-time)	2041
Bundamba	2006	Employed (part-time)	882
Bundamba	2006	Not in the labour force	2071
Bundamba	2006	Unemployed (looking for work)	207
Bundamba	2011		355
Bundamba	2011	Employed (away from work)	226
Bundamba	2011	Employed (full-time)	2161
Bundamba	2011	Employed (part-time)	912
Bundamba	2011	Not in the labour force	2229
Bundamba	2011	Unemployed (looking for work)	304
Bundamba	2016		628
Bundamba	2016	Employed (away from work)	218
Bundamba	2016	Employed (full-time)	2285
Bundamba	2016	Employed (part-time)	1132
Bundamba	2016	Not in the labour force	2517
Bundamba	2016	Unemployed (looking for work)	420
Churchill - Yamanto	2006		167
Churchill - Yamanto	2006	Employed (away from work)	168
Churchill - Yamanto	2006	Employed (full-time)	1801
Churchill - Yamanto	2006	Employed (part-time)	703
Churchill - Yamanto	2006	Not in the labour force	1172
Churchill - Yamanto	2006	Unemployed (looking for work)	101
Churchill - Yamanto	2011		233
Churchill - Yamanto	2011	Employed (away from work)	176
Churchill - Yamanto	2011	Employed (full-time)	1895
Churchill - Yamanto	2011	Employed (part-time)	766
Churchill - Yamanto	2011	Not in the labour force	1324
Churchill - Yamanto	2011	Unemployed (looking for work)	158
Churchill - Yamanto	2016		242
Churchill - Yamanto	2016	Employed (away from work)	172
Churchill - Yamanto	2016	Employed (full-time)	2114
Churchill - Yamanto	2016	Employed (part-time)	916
Churchill - Yamanto	2016	Not in the labour force	1454
Churchill - Yamanto	2016	Unemployed (looking for work)	257
Ipswich - Central	2006		388
Ipswich - Central	2006	Employed (away from work)	156
Ipswich - Central	2006	Employed (full-time)	1612
Ipswich - Central	2006	Employed (part-time)	729
Ipswich - Central	2006	Not in the labour force	1913
Ipswich - Central	2006	Unemployed (looking for work)	187
Ipswich - Central	2011		386
Ipswich - Central	2011	Employed (away from work)	207
Ipswich - Central	2011	Employed (full-time)	1692
Ipswich - Central	2011	Employed (part-time)	806
Ipswich - Central	2011	Not in the labour force	2000
Ipswich - Central	2011	Unemployed (looking for work)	282
Ipswich - Central	2016		428
Ipswich - Central	2016	Employed (away from work)	130
Ipswich - Central	2016	Employed (full-time)	1648
Ipswich - Central	2016	Employed (part-time)	881
Ipswich - Central	2016	Not in the labour force	1984
Ipswich - Central	2016	Unemployed (looking for work)	324
Ipswich - East	2006		821
Ipswich - East	2006	Employed (away from work)	449
Ipswich - East	2006	Employed (full-time)	4413
Ipswich - East	2006	Employed (part-time)	1890
Ipswich - East	2006	Not in the labour force	5071
Ipswich - East	2006	Unemployed (looking for work)	408
Ipswich - East	2011		765
Ipswich - East	2011	Employed (away from work)	427
Ipswich - East	2011	Employed (full-time)	4453
Ipswich - East	2011	Employed (part-time)	2081
Ipswich - East	2011	Not in the labour force	5177
Ipswich - East	2011	Unemployed (looking for work)	634
Ipswich - East	2016		1015
Ipswich - East	2016	Employed (away from work)	417
Ipswich - East	2016	Employed (full-time)	4426
Ipswich - East	2016	Employed (part-time)	2250
Ipswich - East	2016	Not in the labour force	5400
Ipswich - East	2016	Unemployed (looking for work)	810
Ipswich - North	2006		137
Ipswich - North	2006	Employed (away from work)	123
Ipswich - North	2006	Employed (full-time)	1151
Ipswich - North	2006	Employed (part-time)	506
Ipswich - North	2006	Not in the labour force	612
Ipswich - North	2006	Unemployed (looking for work)	59
Ipswich - North	2011		98
Ipswich - North	2011	Employed (away from work)	145
Ipswich - North	2011	Employed (full-time)	1412
Ipswich - North	2011	Employed (part-time)	675
Ipswich - North	2011	Not in the labour force	786
Ipswich - North	2011	Unemployed (looking for work)	106
Ipswich - North	2016		152
Ipswich - North	2016	Employed (away from work)	105
Ipswich - North	2016	Employed (full-time)	1510
Ipswich - North	2016	Employed (part-time)	757
Ipswich - North	2016	Not in the labour force	961
Ipswich - North	2016	Unemployed (looking for work)	126
Karalee - Barellan Point	2006		124
Karalee - Barellan Point	2006	Employed (away from work)	124
Karalee - Barellan Point	2006	Employed (full-time)	1575
Karalee - Barellan Point	2006	Employed (part-time)	633
Karalee - Barellan Point	2006	Not in the labour force	744
Karalee - Barellan Point	2006	Unemployed (looking for work)	74
Karalee - Barellan Point	2011		128
Karalee - Barellan Point	2011	Employed (away from work)	176
Karalee - Barellan Point	2011	Employed (full-time)	1684
Karalee - Barellan Point	2011	Employed (part-time)	680
Karalee - Barellan Point	2011	Not in the labour force	898
Karalee - Barellan Point	2011	Unemployed (looking for work)	77
Karalee - Barellan Point	2016		194
Karalee - Barellan Point	2016	Employed (away from work)	124
Karalee - Barellan Point	2016	Employed (full-time)	1849
Karalee - Barellan Point	2016	Employed (part-time)	885
Karalee - Barellan Point	2016	Not in the labour force	1037
Karalee - Barellan Point	2016	Unemployed (looking for work)	156
Karana Downs	2006		92
Karana Downs	2006	Employed (away from work)	202
Karana Downs	2006	Employed (full-time)	2017
Karana Downs	2006	Employed (part-time)	906
Karana Downs	2006	Not in the labour force	952
Karana Downs	2006	Unemployed (looking for work)	115
Karana Downs	2011		110
Karana Downs	2011	Employed (away from work)	186
Karana Downs	2011	Employed (full-time)	2005
Karana Downs	2011	Employed (part-time)	975
Karana Downs	2011	Not in the labour force	1041
Karana Downs	2011	Unemployed (looking for work)	150
Karana Downs	2016		150
Karana Downs	2016	Employed (away from work)	125
Karana Downs	2016	Employed (full-time)	1990
Karana Downs	2016	Employed (part-time)	1033
Karana Downs	2016	Not in the labour force	1184
Karana Downs	2016	Unemployed (looking for work)	177
Leichhardt - One Mile	2006		399
Leichhardt - One Mile	2006	Employed (away from work)	175
Leichhardt - One Mile	2006	Employed (full-time)	1586
Leichhardt - One Mile	2006	Employed (part-time)	695
Leichhardt - One Mile	2006	Not in the labour force	1795
Leichhardt - One Mile	2006	Unemployed (looking for work)	197
Leichhardt - One Mile	2011		314
Leichhardt - One Mile	2011	Employed (away from work)	149
Leichhardt - One Mile	2011	Employed (full-time)	1625
Leichhardt - One Mile	2011	Employed (part-time)	698
Leichhardt - One Mile	2011	Not in the labour force	1925
Leichhardt - One Mile	2011	Unemployed (looking for work)	300
Leichhardt - One Mile	2016		600
Leichhardt - One Mile	2016	Employed (away from work)	164
Leichhardt - One Mile	2016	Employed (full-time)	1591
Leichhardt - One Mile	2016	Employed (part-time)	820
Leichhardt - One Mile	2016	Not in the labour force	2181
Leichhardt - One Mile	2016	Unemployed (looking for work)	394
North Ipswich - Tivoli	2006		333
North Ipswich - Tivoli	2006	Employed (away from work)	177
North Ipswich - Tivoli	2006	Employed (full-time)	1574
North Ipswich - Tivoli	2006	Employed (part-time)	714
North Ipswich - Tivoli	2006	Not in the labour force	1781
North Ipswich - Tivoli	2006	Unemployed (looking for work)	169
North Ipswich - Tivoli	2011		315
North Ipswich - Tivoli	2011	Employed (away from work)	164
North Ipswich - Tivoli	2011	Employed (full-time)	1637
North Ipswich - Tivoli	2011	Employed (part-time)	721
North Ipswich - Tivoli	2011	Not in the labour force	2066
North Ipswich - Tivoli	2011	Unemployed (looking for work)	245
North Ipswich - Tivoli	2016		379
North Ipswich - Tivoli	2016	Employed (away from work)	135
North Ipswich - Tivoli	2016	Employed (full-time)	1565
North Ipswich - Tivoli	2016	Employed (part-time)	772
North Ipswich - Tivoli	2016	Not in the labour force	2032
North Ipswich - Tivoli	2016	Unemployed (looking for work)	259
Raceview	2006		326
Raceview	2006	Employed (away from work)	290
Raceview	2006	Employed (full-time)	3664
Raceview	2006	Employed (part-time)	1496
Raceview	2006	Not in the labour force	2752
Raceview	2006	Unemployed (looking for work)	225
Raceview	2011		495
Raceview	2011	Employed (away from work)	460
Raceview	2011	Employed (full-time)	4343
Raceview	2011	Employed (part-time)	1718
Raceview	2011	Not in the labour force	3373
Raceview	2011	Unemployed (looking for work)	411
Raceview	2016		552
Raceview	2016	Employed (away from work)	341
Raceview	2016	Employed (full-time)	4316
Raceview	2016	Employed (part-time)	1964
Raceview	2016	Not in the labour force	3844
Raceview	2016	Unemployed (looking for work)	555
Ripley	2006		32
Ripley	2006	Employed (away from work)	79
Ripley	2006	Employed (full-time)	811
Ripley	2006	Employed (part-time)	309
Ripley	2006	Not in the labour force	360
Ripley	2006	Unemployed (looking for work)	34
Ripley	2011		71
Ripley	2011	Employed (away from work)	102
Ripley	2011	Employed (full-time)	966
Ripley	2011	Employed (part-time)	455
Ripley	2011	Not in the labour force	456
Ripley	2011	Unemployed (looking for work)	57
Ripley	2016		228
Ripley	2016	Employed (away from work)	135
Ripley	2016	Employed (full-time)	1731
Ripley	2016	Employed (part-time)	664
Ripley	2016	Not in the labour force	673
Ripley	2016	Unemployed (looking for work)	125
Riverview	2006		222
Riverview	2006	Employed (away from work)	82
Riverview	2006	Employed (full-time)	623
Riverview	2006	Employed (part-time)	266
Riverview	2006	Not in the labour force	1119
Riverview	2006	Unemployed (looking for work)	108
Riverview	2011		196
Riverview	2011	Employed (away from work)	58
Riverview	2011	Employed (full-time)	625
Riverview	2011	Employed (part-time)	234
Riverview	2011	Not in the labour force	1118
Riverview	2011	Unemployed (looking for work)	165
Riverview	2016		279
Riverview	2016	Employed (away from work)	58
Riverview	2016	Employed (full-time)	491
Riverview	2016	Employed (part-time)	285
Riverview	2016	Not in the labour force	1127
Riverview	2016	Unemployed (looking for work)	155
Bellbird Park - Brookwater	2006		265
Bellbird Park - Brookwater	2006	Employed (away from work)	159
Bellbird Park - Brookwater	2006	Employed (full-time)	1595
Bellbird Park - Brookwater	2006	Employed (part-time)	656
Bellbird Park - Brookwater	2006	Not in the labour force	937
Bellbird Park - Brookwater	2006	Unemployed (looking for work)	135
Bellbird Park - Brookwater	2011		312
Bellbird Park - Brookwater	2011	Employed (away from work)	229
Bellbird Park - Brookwater	2011	Employed (full-time)	2943
Bellbird Park - Brookwater	2011	Employed (part-time)	1157
Bellbird Park - Brookwater	2011	Not in the labour force	1401
Bellbird Park - Brookwater	2011	Unemployed (looking for work)	288
Bellbird Park - Brookwater	2016		583
Bellbird Park - Brookwater	2016	Employed (away from work)	342
Bellbird Park - Brookwater	2016	Employed (full-time)	4632
Bellbird Park - Brookwater	2016	Employed (part-time)	1918
Bellbird Park - Brookwater	2016	Not in the labour force	2139
Bellbird Park - Brookwater	2016	Unemployed (looking for work)	537
Camira - Gailes	2006		463
Camira - Gailes	2006	Employed (away from work)	274
Camira - Gailes	2006	Employed (full-time)	2904
Camira - Gailes	2006	Employed (part-time)	1183
Camira - Gailes	2006	Not in the labour force	1872
Camira - Gailes	2006	Unemployed (looking for work)	193
Camira - Gailes	2011		372
Camira - Gailes	2011	Employed (away from work)	253
Camira - Gailes	2011	Employed (full-time)	2898
Camira - Gailes	2011	Employed (part-time)	1202
Camira - Gailes	2011	Not in the labour force	2017
Camira - Gailes	2011	Unemployed (looking for work)	290
Camira - Gailes	2016		506
Camira - Gailes	2016	Employed (away from work)	217
Camira - Gailes	2016	Employed (full-time)	2793
Camira - Gailes	2016	Employed (part-time)	1274
Camira - Gailes	2016	Not in the labour force	2164
Camira - Gailes	2016	Unemployed (looking for work)	422
Carole Park	2006		0
Carole Park	2006	Employed (away from work)	0
Carole Park	2006	Employed (full-time)	0
Carole Park	2006	Employed (part-time)	0
Carole Park	2006	Not in the labour force	0
Carole Park	2006	Unemployed (looking for work)	0
Carole Park	2011		0
Carole Park	2011	Employed (away from work)	0
Carole Park	2011	Employed (full-time)	3
Carole Park	2011	Employed (part-time)	0
Carole Park	2011	Not in the labour force	0
Carole Park	2011	Unemployed (looking for work)	0
Carole Park	2016		1
Carole Park	2016	Employed (away from work)	0
Carole Park	2016	Employed (full-time)	0
Carole Park	2016	Employed (part-time)	0
Carole Park	2016	Not in the labour force	3
Carole Park	2016	Unemployed (looking for work)	0
Collingwood Park - Redbank	2006		215
Collingwood Park - Redbank	2006	Employed (away from work)	192
Collingwood Park - Redbank	2006	Employed (full-time)	2174
Collingwood Park - Redbank	2006	Employed (part-time)	758
Collingwood Park - Redbank	2006	Not in the labour force	1354
Collingwood Park - Redbank	2006	Unemployed (looking for work)	155
Collingwood Park - Redbank	2011		231
Collingwood Park - Redbank	2011	Employed (away from work)	240
Collingwood Park - Redbank	2011	Employed (full-time)	2413
Collingwood Park - Redbank	2011	Employed (part-time)	908
Collingwood Park - Redbank	2011	Not in the labour force	1663
Collingwood Park - Redbank	2011	Unemployed (looking for work)	284
Collingwood Park - Redbank	2016		385
Collingwood Park - Redbank	2016	Employed (away from work)	210
Collingwood Park - Redbank	2016	Employed (full-time)	2354
Collingwood Park - Redbank	2016	Employed (part-time)	1127
Collingwood Park - Redbank	2016	Not in the labour force	1851
Collingwood Park - Redbank	2016	Unemployed (looking for work)	402
Goodna	2006		323
Goodna	2006	Employed (away from work)	223
Goodna	2006	Employed (full-time)	2022
Goodna	2006	Employed (part-time)	778
Goodna	2006	Not in the labour force	2157
Goodna	2006	Unemployed (looking for work)	306
Goodna	2011		396
Goodna	2011	Employed (away from work)	238
Goodna	2011	Employed (full-time)	2249
Goodna	2011	Employed (part-time)	891
Goodna	2011	Not in the labour force	2479
Goodna	2011	Unemployed (looking for work)	448
Goodna	2016		825
Goodna	2016	Employed (away from work)	241
Goodna	2016	Employed (full-time)	2415
Goodna	2016	Employed (part-time)	1118
Goodna	2016	Not in the labour force	2776
Goodna	2016	Unemployed (looking for work)	638
New Chum	2006		15
New Chum	2006	Employed (away from work)	3
New Chum	2006	Employed (full-time)	10
New Chum	2006	Employed (part-time)	8
New Chum	2006	Not in the labour force	13
New Chum	2006	Unemployed (looking for work)	0
New Chum	2011		0
New Chum	2011	Employed (away from work)	0
New Chum	2011	Employed (full-time)	0
New Chum	2011	Employed (part-time)	0
New Chum	2011	Not in the labour force	0
New Chum	2011	Unemployed (looking for work)	0
New Chum	2016		0
New Chum	2016	Employed (away from work)	0
New Chum	2016	Employed (full-time)	0
New Chum	2016	Employed (part-time)	0
New Chum	2016	Not in the labour force	0
New Chum	2016	Unemployed (looking for work)	0
Redbank Plains	2006		571
Redbank Plains	2006	Employed (away from work)	287
Redbank Plains	2006	Employed (full-time)	2941
Redbank Plains	2006	Employed (part-time)	1128
Redbank Plains	2006	Not in the labour force	1853
Redbank Plains	2006	Unemployed (looking for work)	221
Redbank Plains	2011		619
Redbank Plains	2011	Employed (away from work)	448
Redbank Plains	2011	Employed (full-time)	4401
Redbank Plains	2011	Employed (part-time)	1679
Redbank Plains	2011	Not in the labour force	2918
Redbank Plains	2011	Unemployed (looking for work)	693
Redbank Plains	2016		936
Redbank Plains	2016	Employed (away from work)	477
Redbank Plains	2016	Employed (full-time)	4977
Redbank Plains	2016	Employed (part-time)	2184
Redbank Plains	2016	Not in the labour force	3981
Redbank Plains	2016	Unemployed (looking for work)	1089
Springfield	2006		244
Springfield	2006	Employed (away from work)	168
Springfield	2006	Employed (full-time)	1955
Springfield	2006	Employed (part-time)	615
Springfield	2006	Not in the labour force	759
Springfield	2006	Unemployed (looking for work)	138
Springfield	2011		161
Springfield	2011	Employed (away from work)	186
Springfield	2011	Employed (full-time)	2401
Springfield	2011	Employed (part-time)	773
Springfield	2011	Not in the labour force	969
Springfield	2011	Unemployed (looking for work)	188
Springfield	2016		230
Springfield	2016	Employed (away from work)	161
Springfield	2016	Employed (full-time)	2327
Springfield	2016	Employed (part-time)	936
Springfield	2016	Not in the labour force	1052
Springfield	2016	Unemployed (looking for work)	244
Springfield Lakes	2006		126
Springfield Lakes	2006	Employed (away from work)	152
Springfield Lakes	2006	Employed (full-time)	1916
Springfield Lakes	2006	Employed (part-time)	484
Springfield Lakes	2006	Not in the labour force	667
Springfield Lakes	2006	Unemployed (looking for work)	93
Springfield Lakes	2011		206
Springfield Lakes	2011	Employed (away from work)	335
Springfield Lakes	2011	Employed (full-time)	4026
Springfield Lakes	2011	Employed (part-time)	1142
Springfield Lakes	2011	Not in the labour force	1356
Springfield Lakes	2011	Unemployed (looking for work)	277
Springfield Lakes	2016		530
Springfield Lakes	2016	Employed (away from work)	380
Springfield Lakes	2016	Employed (full-time)	5528
Springfield Lakes	2016	Employed (part-time)	2069
Springfield Lakes	2016	Not in the labour force	1978
Springfield Lakes	2016	Unemployed (looking for work)	596
Beaudesert	2006		472
Beaudesert	2006	Employed (away from work)	308
Beaudesert	2006	Employed (full-time)	2901
Beaudesert	2006	Employed (part-time)	1401
Beaudesert	2006	Not in the labour force	3250
Beaudesert	2006	Unemployed (looking for work)	216
Beaudesert	2011		503
Beaudesert	2011	Employed (away from work)	358
Beaudesert	2011	Employed (full-time)	3206
Beaudesert	2011	Employed (part-time)	1591
Beaudesert	2011	Not in the labour force	3696
Beaudesert	2011	Unemployed (looking for work)	368
Beaudesert	2016		884
Beaudesert	2016	Employed (away from work)	310
Beaudesert	2016	Employed (full-time)	3257
Beaudesert	2016	Employed (part-time)	1784
Beaudesert	2016	Not in the labour force	4467
