SA2_NAME16	Year	persons
Holland Park	2006	7488
Holland Park	2011	7846
Holland Park	2016	8305
Holland Park West	2006	5521
Holland Park West	2011	5967
Holland Park West	2016	6338
Woolloongabba	2006	3916
Woolloongabba	2011	4787
Woolloongabba	2016	5529
Yeronga	2006	7769
Yeronga	2011	8385
Yeronga	2016	9490
Eight Mile Plains	2006	12022
Eight Mile Plains	2011	14079
Eight Mile Plains	2016	15159
Macgregor (Qld)	2006	5315
Macgregor (Qld)	2011	5575
Macgregor (Qld)	2016	5849
Mansfield (Qld)	2006	8344
Mansfield (Qld)	2011	8494
Mansfield (Qld)	2016	8722
Mount Gravatt	2006	13333
Mount Gravatt	2011	14130
Mount Gravatt	2016	14944
Rochedale - Burbank	2006	4055
Rochedale - Burbank	2011	4075
Rochedale - Burbank	2016	6323
Upper Mount Gravatt	2006	7911
Upper Mount Gravatt	2011	8852
Upper Mount Gravatt	2016	9396
Wishart	2006	10268
Wishart	2011	10460
Wishart	2016	10815
Coopers Plains	2006	4090
Coopers Plains	2011	4548
Coopers Plains	2016	5487
Moorooka	2006	9194
Moorooka	2011	9984
Moorooka	2016	10422
Robertson	2006	4752
Robertson	2011	4868
Robertson	2016	5101
Salisbury - Nathan	2006	6903
Salisbury - Nathan	2011	7154
Salisbury - Nathan	2016	7183
Tarragindi	2006	9439
Tarragindi	2011	9965
Tarragindi	2016	10670
Algester	2006	7367
Algester	2011	8264
Algester	2016	8433
Calamvale - Stretton	2006	14782
Calamvale - Stretton	2011	18469
Calamvale - Stretton	2016	21249
Pallara - Willawong	2006	1753
Pallara - Willawong	2011	3788
Pallara - Willawong	2016	4702
Parkinson - Drewvale	2006	11861
Parkinson - Drewvale	2011	14408
Parkinson - Drewvale	2016	15585
Rocklea - Acacia Ridge	2006	8940
Rocklea - Acacia Ridge	2011	8707
Rocklea - Acacia Ridge	2016	9561
Kuraby	2006	6742
Kuraby	2011	7775
Kuraby	2016	8378
Runcorn	2006	12476
Runcorn	2011	13370
Runcorn	2016	14479
Sunnybank	2006	7850
Sunnybank	2011	8091
Sunnybank	2016	8856
Sunnybank Hills	2006	16110
Sunnybank Hills	2011	16831
Sunnybank Hills	2016	18085
Jindalee - Mount Ommaney	2006	7189
Jindalee - Mount Ommaney	2011	7270
Jindalee - Mount Ommaney	2016	7514
Middle Park - Jamboree Heights	2006	7330
Middle Park - Jamboree Heights	2011	7084
Middle Park - Jamboree Heights	2016	7062
Riverhills	2006	3956
Riverhills	2011	3818
Riverhills	2016	4042
Seventeen Mile Rocks - Sinnamon Park	2006	8644
Seventeen Mile Rocks - Sinnamon Park	2011	9511
Seventeen Mile Rocks - Sinnamon Park	2016	9556
Westlake	2006	4681
Westlake	2011	4381
Westlake	2016	4352
Bellbowrie - Moggill	2006	7142
Bellbowrie - Moggill	2011	9019
Bellbowrie - Moggill	2016	10103
Brookfield - Kenmore Hills	2006	6940
Brookfield - Kenmore Hills	2011	6934
Brookfield - Kenmore Hills	2016	6748
Chapel Hill	2006	9984
Chapel Hill	2011	10169
Chapel Hill	2016	10311
Fig Tree Pocket	2006	3262
Fig Tree Pocket	2011	3654
Fig Tree Pocket	2016	4045
Kenmore	2006	8206
Kenmore	2011	8482
Kenmore	2016	8765
Pinjarra Hills - Pullenvale	2006	4880
Pinjarra Hills - Pullenvale	2011	5367
Pinjarra Hills - Pullenvale	2016	5398
Chelmer - Graceville	2006	6659
Chelmer - Graceville	2011	6563
Chelmer - Graceville	2016	7411
Corinda	2006	4456
Corinda	2011	4694
Corinda	2016	4863
Indooroopilly	2006	10732
Indooroopilly	2011	11670
Indooroopilly	2016	12134
Sherwood	2006	4766
Sherwood	2011	5245
Sherwood	2016	5642
St Lucia	2006	10610
St Lucia	2011	11194
St Lucia	2016	12574
Taringa	2006	7489
Taringa	2011	7933
Taringa	2016	8451
Enoggera	2006	6338
Enoggera	2011	7684
Enoggera	2016	8158
Enoggera Reservoir	2006	46
Enoggera Reservoir	2011	23
Enoggera Reservoir	2016	25
Keperra	2006	7029
Keperra	2011	7010
Keperra	2016	7084
Mitchelton	2006	7034
Mitchelton	2011	7658
Mitchelton	2016	8362
Mount Coot-tha	2006	0
Mount Coot-tha	2011	0
Mount Coot-tha	2016	0
The Gap	2006	15666
The Gap	2011	15951
The Gap	2016	16477
Upper Kedron - Ferny Grove	2006	8199
Upper Kedron - Ferny Grove	2011	9042
Upper Kedron - Ferny Grove	2016	9907
Brisbane City	2006	7194
Brisbane City	2011	8706
Brisbane City	2016	10192
Fortitude Valley	2006	5085
Fortitude Valley	2011	5216
Fortitude Valley	2016	7146
Highgate Hill	2006	5428
Highgate Hill	2011	5823
Highgate Hill	2016	6329
Kangaroo Point	2006	6868
Kangaroo Point	2011	6999
Kangaroo Point	2016	8214
New Farm	2006	11245
New Farm	2011	11728
New Farm	2016	12791
South Brisbane	2006	4281
South Brisbane	2011	5417
South Brisbane	2016	7235
Spring Hill	2006	5235
Spring Hill	2011	5626
Spring Hill	2016	6063
West End	2006	6210
West End	2011	8062
West End	2016	9620
Balmoral	2006	3643
Balmoral	2011	3828
Balmoral	2016	4228
Bulimba	2006	5106
Bulimba	2011	5942
Bulimba	2016	6704
East Brisbane	2006	5232
East Brisbane	2011	5598
East Brisbane	2016	5786
Hawthorne	2006	4310
Hawthorne	2011	4778
Hawthorne	2016	4971
Morningside - Seven Hills	2006	10332
Morningside - Seven Hills	2011	11432
Morningside - Seven Hills	2016	12612
Norman Park	2006	5085
Norman Park	2011	6001
Norman Park	2016	6298
Albion	2006	2424
Albion	2011	2551
Albion	2016	2791
Alderley	2006	5072
Alderley	2011	5680
Alderley	2016	5999
Ascot	2006	4844
Ascot	2011	5166
Ascot	2016	5145
Clayfield	2006	9532
Clayfield	2011	10005
Clayfield	2016	10473
Grange	2006	4040
Grange	2011	4168
Grange	2016	4248
Hamilton (Qld)	2006	4367
Hamilton (Qld)	2011	4719
Hamilton (Qld)	2016	6290
Hendra	2006	4113
Hendra	2011	4419
Hendra	2016	4659
Kelvin Grove - Herston	2006	6177
Kelvin Grove - Herston	2011	7846
Kelvin Grove - Herston	2016	10081
Newmarket	2006	4214
Newmarket	2011	4442
Newmarket	2016	4979
Newstead - Bowen Hills	2006	6404
Newstead - Bowen Hills	2011	7282
Newstead - Bowen Hills	2016	10638
Wilston	2006	3652
Wilston	2011	3870
Wilston	2016	3934
Windsor	2006	6164
Windsor	2011	6388
Windsor	2016	7190
Wooloowin - Lutwyche	2006	8162
Wooloowin - Lutwyche	2011	8738
Wooloowin - Lutwyche	2016	9745
Ashgrove	2006	11905
Ashgrove	2011	12915
Ashgrove	2016	13315
Auchenflower	2006	4864
Auchenflower	2011	5352
Auchenflower	2016	5499
Bardon	2006	9112
Bardon	2011	9255
Bardon	2016	9716
Paddington - Milton	2006	9352
Paddington - Milton	2011	9976
Paddington - Milton	2016	10788
Red Hill (Qld)	2006	5270
Red Hill (Qld)	2011	5546
Red Hill (Qld)	2016	5744
Toowong	2006	10091
Toowong	2011	10501
Toowong	2016	10800
Brinsmead	2006	5020
Brinsmead	2011	5236
Brinsmead	2016	5362
Clifton Beach - Kewarra Beach	2006	7947
Clifton Beach - Kewarra Beach	2011	9960
Clifton Beach - Kewarra Beach	2016	10830
Freshwater - Stratford	2006	3526
Freshwater - Stratford	2011	3619
Freshwater - Stratford	2016	3566
Redlynch	2006	9065
Redlynch	2011	11507
Redlynch	2016	12808
Trinity Beach - Smithfield	2006	7979
Trinity Beach - Smithfield	2011	10901
Trinity Beach - Smithfield	2016	13936
Yorkeys Knob - Machans Beach	2006	5939
Yorkeys Knob - Machans Beach	2011	5992
Yorkeys Knob - Machans Beach	2016	6152
Bentley Park	2006	5379
Bentley Park	2011	7420
Bentley Park	2016	8018
Cairns City	2006	8166
Cairns City	2011	9851
Cairns City	2016	11439
Earlville - Bayview Heights	2006	8477
Earlville - Bayview Heights	2011	7995
Earlville - Bayview Heights	2016	8265
Edmonton	2006	8078
Edmonton	2011	9934
Edmonton	2016	10753
Gordonvale - Trinity	2006	6680
Gordonvale - Trinity	2011	8039
Gordonvale - Trinity	2016	8664
Kanimbla - Mooroobool	2006	8527
Kanimbla - Mooroobool	2011	9175
Kanimbla - Mooroobool	2016	9888
Lamb Range	2006	0
Lamb Range	2011	0
Lamb Range	2016	0
Manoora	2006	5616
Manoora	2011	5688
Manoora	2016	6027
Manunda	2006	5065
Manunda	2011	4964
Manunda	2016	5390
Mount Sheridan	2006	7235
Mount Sheridan	2011	7992
Mount Sheridan	2016	8271
Westcourt - Bungalow	2006	5493
Westcourt - Bungalow	2011	6296
Westcourt - Bungalow	2016	6333
White Rock	2006	3920
White Rock	2011	4491
White Rock	2016	4730
Whitfield - Edge Hill	2006	8056
Whitfield - Edge Hill	2011	8049
Whitfield - Edge Hill	2016	8192
Woree	2006	3711
Woree	2011	4826
Woree	2016	4821
Babinda	2006	4054
Babinda	2011	4114
Babinda	2016	4239
Innisfail	2006	9495
Innisfail	2011	9220
Innisfail	2016	9377
Johnstone	2006	7740
Johnstone	2011	7528
Johnstone	2016	7889
Tully	2006	10043
Tully	2011	10195
Tully	2016	10661
Wooroonooran	2006	0
Wooroonooran	2011	3
Wooroonooran	2016	0
Yarrabah	2006	2375
Yarrabah	2011	2408
Yarrabah	2016	2559
Daintree	2006	5987
Daintree	2011	6009
Daintree	2016	6348
Port Douglas	2006	4166
Port Douglas	2011	4773
Port Douglas	2016	5260
Atherton	2006	9473
Atherton	2011	10167
Atherton	2016	10708
Herberton	2006	5422
Herberton	2011	5484
Herberton	2016	5638
Kuranda	2006	3683
Kuranda	2011	4339
Kuranda	2016	4496
Malanda - Yungaburra	2006	7796
Malanda - Yungaburra	2011	8060
Malanda - Yungaburra	2016	8478
Mareeba	2006	8997
Mareeba	2011	10181
Mareeba	2016	11079
Balonne	2006	4629
Balonne	2011	4719
Balonne	2016	4377
Chinchilla	2006	5941
Chinchilla	2011	7084
Chinchilla	2016	8129
Goondiwindi	2006	5995
Goondiwindi	2011	6396
Goondiwindi	2016	6355
Inglewood - Waggamba	2006	4126
Inglewood - Waggamba	2011	4192
Inglewood - Waggamba	2016	4244
Miles - Wandoan	2006	3787
Miles - Wandoan	2011	3802
Miles - Wandoan	2016	4064
Roma	2006	6505
Roma	2011	6905
Roma	2016	6848
Roma Region	2006	5779
Roma Region	2011	6168
Roma Region	2016	5815
Tara	2006	3673
Tara	2011	4139
Tara	2016	4221
Crows Nest - Rosalie	2006	8117
Crows Nest - Rosalie	2011	8070
Crows Nest - Rosalie	2016	8560
Jondaryan	2006	6786
Jondaryan	2011	7340
Jondaryan	2016	7508
Millmerran	2006	3101
Millmerran	2011	3117
Millmerran	2016	3310
Pittsworth	2006	5246
Pittsworth	2011	5292
Pittsworth	2016	5722
Wambo	2006	15005
Wambo	2011	16542
Wambo	2016	17027
Clifton - Greenmount	2006	4520
Clifton - Greenmount	2011	4531
Clifton - Greenmount	2016	4899
Southern Downs - East	2006	3803
Southern Downs - East	2011	4092
Southern Downs - East	2016	4227
Southern Downs - West	2006	3599
Southern Downs - West	2011	4392
Southern Downs - West	2016	4656
Stanthorpe	2006	4696
Stanthorpe	2011	5384
Stanthorpe	2016	5406
Stanthorpe Region	2006	5429
Stanthorpe Region	2011	5492
Stanthorpe Region	2016	5780
Warwick	2006	14133
Warwick	2011	14609
Warwick	2016	15130
Central Highlands - East	2006	7593
Central Highlands - East	2011	7550
Central Highlands - East	2016	7291
Central Highlands - West	2006	8233
Central Highlands - West	2011	8891
Central Highlands - West	2016	8137
Emerald	2006	11496
Emerald	2011	13219
Emerald	2016	13532
Berserker	2006	7178
Berserker	2011	7244
Berserker	2016	6875
Bouldercombe	2006	1921
Bouldercombe	2011	1878
Bouldercombe	2016	1865
Emu Park	2006	3768
Emu Park	2011	4542
Emu Park	2016	5466
Frenchville - Mount Archer	2006	9015
Frenchville - Mount Archer	2011	9244
Frenchville - Mount Archer	2016	9076
Glenlee - Rockyview	2006	4116
Glenlee - Rockyview	2011	4490
Glenlee - Rockyview	2016	4984
Gracemere	2006	6182
Gracemere	2011	8868
Gracemere	2016	11665
Lakes Creek	2006	5028
Lakes Creek	2011	5059
Lakes Creek	2016	4876
Mount Morgan	2006	2984
Mount Morgan	2011	3013
Mount Morgan	2016	2941
Norman Gardens	2006	7587
Norman Gardens	2011	8833
Norman Gardens	2016	10130
Park Avenue	2006	5994
Park Avenue	2011	5368
Park Avenue	2016	5094
Parkhurst - Kawana	2006	6103
Parkhurst - Kawana	2011	6490
Parkhurst - Kawana	2016	6902
Rockhampton - West	2006	5769
Rockhampton - West	2011	6162
Rockhampton - West	2016	5935
Rockhampton City	2006	3354
Rockhampton City	2011	3637
Rockhampton City	2016	3262
Rockhampton Region - East	2006	2787
Rockhampton Region - East	2011	3127
Rockhampton Region - East	2016	3451
Rockhampton Region - North	2006	4330
Rockhampton Region - North	2011	4023
Rockhampton Region - North	2016	4245
Rockhampton Region - West	2006	2465
Rockhampton Region - West	2011	2688
Rockhampton Region - West	2016	2916
Shoalwater Bay	2006	0
Shoalwater Bay	2011	9
Shoalwater Bay	2016	16
The Range - Allenstown	2006	8715
The Range - Allenstown	2011	8284
The Range - Allenstown	2016	8190
Yeppoon	2006	13866
Yeppoon	2011	16372
Yeppoon	2016	18107
Banana	2006	8790
Banana	2011	8567
Banana	2016	8553
Biloela	2006	5861
Biloela	2011	5884
Biloela	2016	5765
Agnes Water - Miriam Vale	2006	5129
Agnes Water - Miriam Vale	2011	5534
Agnes Water - Miriam Vale	2016	6022
Boyne Island - Tannum Sands	2006	8621
Boyne Island - Tannum Sands	2011	9655
Boyne Island - Tannum Sands	2016	9901
Callemondah	2006	8
Callemondah	2011	57
Callemondah	2016	18
Clinton - New Auckland	2006	9759
Clinton - New Auckland	2011	11036
Clinton - New Auckland	2016	13464
Gladstone	2006	5711
Gladstone	2011	6313
Gladstone	2016	6014
Gladstone Hinterland	2006	7960
Gladstone Hinterland	2011	10386
Gladstone Hinterland	2016	11747
Kin Kora - Sun Valley	2006	3837
Kin Kora - Sun Valley	2011	4151
Kin Kora - Sun Valley	2016	3613
South Trees	2006	240
South Trees	2011	0
South Trees	2016	0
Telina - Toolooa	2006	4199
Telina - Toolooa	2011	5550
Telina - Toolooa	2016	6142
West Gladstone	2006	5301
West Gladstone	2011	5200
West Gladstone	2016	4709
Broadbeach Waters	2006	7379
Broadbeach Waters	2011	7534
Broadbeach Waters	2016	7779
Burleigh Heads	2006	7608
Burleigh Heads	2011	8026
Burleigh Heads	2016	8770
Burleigh Waters	2006	12725
Burleigh Waters	2011	13869
Burleigh Waters	2016	14156
Mermaid Beach - Broadbeach	2006	9541
Mermaid Beach - Broadbeach	2011	10335
Mermaid Beach - Broadbeach	2016	11921
Mermaid Waters	2006	11650
Mermaid Waters	2011	11790
Mermaid Waters	2016	12170
Miami	2006	6171
Miami	2011	6363
Miami	2016	6843
Coolangatta	2006	4871
Coolangatta	2011	5193
Coolangatta	2016	5948
Currumbin - Tugun	2006	9621
Currumbin - Tugun	2011	10420
Currumbin - Tugun	2016	11316
Currumbin Waters	2006	8928
Currumbin Waters	2011	8881
Currumbin Waters	2016	9121
Elanora	2006	11677
Elanora	2011	11644
Elanora	2016	12145
Palm Beach	2006	13492
Palm Beach	2011	13957
Palm Beach	2016	14654
Arundel	2006	9309
Arundel	2011	9574
Arundel	2016	10246
Biggera Waters	2006	5387
Biggera Waters	2011	6338
Biggera Waters	2016	8534
Coombabah	2006	9306
Coombabah	2011	9776
Coombabah	2016	10388
Labrador	2006	15388
Labrador	2011	16401
Labrador	2016	18261
Paradise Point - Hollywell	2006	7680
Paradise Point - Hollywell	2011	8611
Paradise Point - Hollywell	2016	9399
Runaway Bay	2006	8449
Runaway Bay	2011	8910
Runaway Bay	2016	9068
Guanaba - Springbrook	2006	3969
Guanaba - Springbrook	2011	3992
Guanaba - Springbrook	2016	4238
Tamborine - Canungra	2006	12224
Tamborine - Canungra	2011	13146
Tamborine - Canungra	2016	14273
Currumbin Valley - Tallebudgera	2006	6387
Currumbin Valley - Tallebudgera	2011	6818
Currumbin Valley - Tallebudgera	2016	7147
Mudgeeraba - Bonogin	2006	15847
Mudgeeraba - Bonogin	2011	17386
Mudgeeraba - Bonogin	2016	18263
Reedy Creek - Andrews	2006	4671
Reedy Creek - Andrews	2011	6873
Reedy Creek - Andrews	2016	7976
Carrara	2006	10684
Carrara	2011	11568
Carrara	2016	12189
Highland Park	2006	8114
Highland Park	2011	8370
Highland Park	2016	8368
Nerang - Mount Nathan	2006	17488
Nerang - Mount Nathan	2011	18949
Nerang - Mount Nathan	2016	20529
Pacific Pines - Gaven	2006	11293
Pacific Pines - Gaven	2011	16375
Pacific Pines - Gaven	2016	18320
Worongary - Tallai	2006	7352
Worongary - Tallai	2011	7412
Worongary - Tallai	2016	7884
Coomera	2006	4051
Coomera	2011	8793
Coomera	2016	13305
Helensvale	2006	14771
Helensvale	2011	15987
Helensvale	2016	16862
Hope Island	2006	5445
Hope Island	2011	8586
Hope Island	2016	11232
Jacobs Well - Alberton	2006	2939
Jacobs Well - Alberton	2011	3308
Jacobs Well - Alberton	2016	3642
Ormeau - Yatala	2006	10737
Ormeau - Yatala	2011	15893
Ormeau - Yatala	2016	19674
Oxenford - Maudsland	2006	11280
Oxenford - Maudsland	2011	14371
Oxenford - Maudsland	2016	15795
Pimpama	2006	1750
Pimpama	2011	3210
Pimpama	2016	9167
Upper Coomera - Willow Vale	2006	14367
Upper Coomera - Willow Vale	2011	23921
Upper Coomera - Willow Vale	2016	31214
Clear Island Waters	2006	4093
Clear Island Waters	2011	3984
Clear Island Waters	2016	4120
Merrimac	2006	5691
Merrimac	2011	6320
Merrimac	2016	7071
Robina	2006	19184
Robina	2011	20523
Robina	2016	23106
Varsity Lakes	2006	11799
Varsity Lakes	2011	14365
Varsity Lakes	2016	15183
Ashmore	2006	11515
Ashmore	2011	11587
Ashmore	2016	11910
Molendinar	2006	5605
Molendinar	2011	6211
Molendinar	2016	6375
Parkwood	2006	8471
Parkwood	2011	8438
Parkwood	2016	8702
Southport - North	2006	9850
Southport - North	2011	12473
Southport - North	2016	14697
Southport - South	2006	14249
Southport - South	2011	15841
Southport - South	2016	17208
Benowa	2006	7267
Benowa	2011	7977
Benowa	2016	8741
Bundall	2006	4103
Bundall	2011	4189
Bundall	2016	4523
Main Beach	2006	3320
Main Beach	2011	3495
Main Beach	2016	3883
Surfers Paradise	2006	18505
Surfers Paradise	2011	19667
Surfers Paradise	2016	23689
Darra - Sumner	2006	4053
Darra - Sumner	2011	4379
Darra - Sumner	2016	4932
Durack	2006	6119
Durack	2011	6546
Durack	2016	7948
Forest Lake - Doolandella	2006	22739
Forest Lake - Doolandella	2011	25353
Forest Lake - Doolandella	2016	27709
Inala - Richlands	2006	13997
Inala - Richlands	2011	15432
Inala - Richlands	2016	18010
Oxley (Qld)	2006	6378
Oxley (Qld)	2011	6917
Oxley (Qld)	2016	7815
Wacol	2006	4451
Wacol	2011	4936
Wacol	2016	5816
Boonah	2006	9781
Boonah	2011	10937
Boonah	2016	11885
Esk	2006	4402
Esk	2011	4777
Esk	2016	5158
Lake Manchester - England Creek	2006	0
Lake Manchester - England Creek	2011	0
Lake Manchester - England Creek	2016	3
Lockyer Valley - East	2006	14728
Lockyer Valley - East	2011	17541
Lockyer Valley - East	2016	19814
Lowood	2006	10242
Lowood	2011	12023
Lowood	2016	14052
Rosewood	2006	10505
Rosewood	2011	11671
Rosewood	2016	11806
Brassall	2006	7318
Brassall	2011	9245
Brassall	2016	10898
Bundamba	2006	7367
Bundamba	2011	7852
Bundamba	2016	8917
Churchill - Yamanto	2006	5398
Churchill - Yamanto	2011	5915
Churchill - Yamanto	2016	6768
Ipswich - Central	2006	6174
Ipswich - Central	2011	6678
Ipswich - Central	2016	6558
Ipswich - East	2006	16326
Ipswich - East	2011	16848
Ipswich - East	2016	17894
Ipswich - North	2006	3524
Ipswich - North	2011	4299
Ipswich - North	2016	4644
Karalee - Barellan Point	2006	4351
Karalee - Barellan Point	2011	4790
Karalee - Barellan Point	2016	5511
Karana Downs	2006	5710
Karana Downs	2011	5952
Karana Downs	2016	6089
Leichhardt - One Mile	2006	6594
Leichhardt - One Mile	2011	6713
Leichhardt - One Mile	2016	7654
North Ipswich - Tivoli	2006	5987
North Ipswich - Tivoli	2011	6325
North Ipswich - Tivoli	2016	6394
Raceview	2006	11657
Raceview	2011	14216
Raceview	2016	15176
Ripley	2006	2276
Ripley	2011	2844
Ripley	2016	4624
Riverview	2006	3306
Riverview	2011	3243
Riverview	2016	3073
Bellbird Park - Brookwater	2006	4900
Bellbird Park - Brookwater	2011	8463
Bellbird Park - Brookwater	2016	13763
Camira - Gailes	2006	9055
Camira - Gailes	2011	9036
Camira - Gailes	2016	9238
Carole Park	2006	0
Carole Park	2011	3
Carole Park	2016	4
Collingwood Park - Redbank	2006	6346
Collingwood Park - Redbank	2011	7750
Collingwood Park - Redbank	2016	8517
Goodna	2006	7941
Goodna	2011	9254
Goodna	2016	10884
New Chum	2006	57
New Chum	2011	0
New Chum	2016	0
Redbank Plains	2006	9432
Redbank Plains	2011	14975
Redbank Plains	2016	19299
Springfield	2006	5730
Springfield	2011	6616
Springfield	2016	6772
Springfield Lakes	2006	4850
Springfield Lakes	2011	10255
Springfield Lakes	2016	15429
Beaudesert	2006	10874
Beaudesert	2011	12379
Beaudesert	2016	13915
Beenleigh	2006	7814
Beenleigh	2011	8245
Beenleigh	2016	8252
Eagleby	2006	8833
Eagleby	2011	11972
Eagleby	2016	13326
Edens Landing - Holmview	2006	5732
Edens Landing - Holmview	2011	6572
Edens Landing - Holmview	2016	7450
Mount Warren Park	2006	5639
Mount Warren Park	2011	5663
Mount Warren Park	2016	5791
Wolffdene - Bahrs Scrub	2006	4677
Wolffdene - Bahrs Scrub	2011	5301
Wolffdene - Bahrs Scrub	2016	6105
Boronia Heights - Park Ridge	2006	11405
Boronia Heights - Park Ridge	2011	11717
Boronia Heights - Park Ridge	2016	12237
Browns Plains	2006	5453
Browns Plains	2011	6661
Browns Plains	2016	7368
Chambers Flat - Logan Reserve	2006	3687
Chambers Flat - Logan Reserve	2011	3766
Chambers Flat - Logan Reserve	2016	5057
Crestmead	2006	10081
Crestmead	2011	11210
Crestmead	2016	11989
Greenbank Military Camp	2006	0
Greenbank Military Camp	2011	0
Greenbank Military Camp	2016	0
Hillcrest	2006	7068
Hillcrest	2011	7752
Hillcrest	2016	8152
Marsden	2006	9215
Marsden	2011	11490
Marsden	2016	14447
Munruben - Park Ridge South	2006	4720
Munruben - Park Ridge South	2011	4590
Munruben - Park Ridge South	2016	4617
Regents Park - Heritage Park	2006	14188
Regents Park - Heritage Park	2011	15529
Regents Park - Heritage Park	2016	15934
Greenbank	2006	9252
Greenbank	2011	11780
Greenbank	2016	12852
Jimboomba	2006	16305
Jimboomba	2011	19706
Jimboomba	2016	25744
Logan Village	2006	5652
Logan Village	2011	5853
Logan Village	2016	6994
Bethania - Waterford	2006	5627
Bethania - Waterford	2011	8526
Bethania - Waterford	2016	10870
Cornubia - Carbrook	2006	8058
Cornubia - Carbrook	2011	8031
Cornubia - Carbrook	2016	8455
Loganholme - Tanah Merah	2006	9865
Loganholme - Tanah Merah	2011	10728
Loganholme - Tanah Merah	2016	11130
Loganlea	2006	8332
Loganlea	2011	9312
Loganlea	2016	10434
Shailer Park	2006	11220
Shailer Park	2011	11277
Shailer Park	2016	11647
Waterford West	2006	6061
Waterford West	2011	7012
Waterford West	2016	7244
Daisy Hill	2006	6066
Daisy Hill	2011	6255
Daisy Hill	2016	6638
Kingston (Qld.)	2006	9754
Kingston (Qld.)	2011	10184
Kingston (Qld.)	2016	10413
Logan Central	2006	5733
Logan Central	2011	6262
Logan Central	2016	6133
Rochedale South - Priestdale	2006	15056
Rochedale South - Priestdale	2011	15122
Rochedale South - Priestdale	2016	15452
Slacks Creek	2006	9867
Slacks Creek	2011	10434
Slacks Creek	2016	10432
Springwood	2006	9090
Springwood	2011	8991
Springwood	2016	9279
Underwood	2006	4517
Underwood	2011	5325
Underwood	2016	6341
Woodridge	2006	11901
Woodridge	2011	12788
Woodridge	2016	12579
Bowen	2006	8572
Bowen	2011	8851
Bowen	2016	9105
Broadsound - Nebo	2006	9369
Broadsound - Nebo	2011	9878
Broadsound - Nebo	2016	8505
Clermont	2006	3188
Clermont	2011	3746
Clermont	2016	3700
Collinsville	2006	3811
Collinsville	2011	4043
Collinsville	2016	3456
Moranbah	2006	7266
Moranbah	2011	8966
Moranbah	2016	8735
Andergrove - Beaconsfield	2006	13975
Andergrove - Beaconsfield	2011	14404
Andergrove - Beaconsfield	2016	14908
East Mackay	2006	3660
East Mackay	2011	3637
East Mackay	2016	3569
Eimeo - Rural View	2006	7063
Eimeo - Rural View	2011	9908
Eimeo - Rural View	2016	12326
Eungella Hinterland	2006	0
Eungella Hinterland	2011	4
Eungella Hinterland	2016	15
Mackay	2006	3816
Mackay	2011	4072
Mackay	2016	3659
Mackay Harbour	2006	0
Mackay Harbour	2011	527
Mackay Harbour	2016	518
Mount Pleasant - Glenella	2006	9392
Mount Pleasant - Glenella	2011	10750
Mount Pleasant - Glenella	2016	10709
North Mackay	2006	6363
North Mackay	2011	6746
North Mackay	2016	6000
Ooralea - Bakers Creek	2006	3109
Ooralea - Bakers Creek	2011	4124
Ooralea - Bakers Creek	2016	5036
Pioneer Valley	2006	5147
Pioneer Valley	2011	7083
Pioneer Valley	2016	8209
Sarina	2006	10722
Sarina	2011	11596
Sarina	2016	11616
Seaforth - Calen	2006	7793
Seaforth - Calen	2011	8417
Seaforth - Calen	2016	8123
Shoal Point - Bucasia	2006	4462
Shoal Point - Bucasia	2011	5342
Shoal Point - Bucasia	2016	5747
Slade Point	2006	4359
Slade Point	2011	3860
Slade Point	2016	3349
South Mackay	2006	7055
South Mackay	2011	7415
South Mackay	2016	6704
Walkerston - Eton	2006	7834
Walkerston - Eton	2011	8405
Walkerston - Eton	2016	8323
West Mackay	2006	6268
West Mackay	2011	6509
West Mackay	2016	6160
Airlie - Whitsundays	2006	9468
Airlie - Whitsundays	2011	10549
Airlie - Whitsundays	2016	12928
Cape Conway	2006	0
Cape Conway	2011	0
Cape Conway	2016	0
Proserpine	2006	7492
Proserpine	2011	7986
Proserpine	2016	8293
Beachmere - Sandstone Point	2006	11435
Beachmere - Sandstone Point	2011	13485
Beachmere - Sandstone Point	2016	14892
Bribie Island	2006	15914
Bribie Island	2011	17047
Bribie Island	2016	18142
Burpengary - East	2006	3508
Burpengary - East	2011	3674
Burpengary - East	2016	3970
Caboolture	2006	17218
Caboolture	2011	22299
Caboolture	2016	26827
Caboolture - South	2006	12600
Caboolture - South	2011	18777
Caboolture - South	2016	20349
Elimbah	2006	3125
Elimbah	2011	3722
Elimbah	2016	3963
Morayfield - East	2006	6088
Morayfield - East	2011	7167
Morayfield - East	2016	8434
Wamuran	2006	4057
Wamuran	2011	3583
Wamuran	2016	3932
Kilcoy	2006	3955
Kilcoy	2011	4838
Kilcoy	2016	5383
Woodford - D'Aguilar	2006	6121
Woodford - D'Aguilar	2011	6454
Woodford - D'Aguilar	2016	7850
Burpengary	2006	11126
Burpengary	2011	12963
Burpengary	2016	14022
Deception Bay	2006	20362
Deception Bay	2011	21762
Deception Bay	2016	22446
Morayfield	2006	5532
Morayfield	2011	4816
Morayfield	2016	4825
Narangba	2006	13000
Narangba	2011	16222
Narangba	2016	18573
Upper Caboolture	2006	2386
Upper Caboolture	2011	2658
Upper Caboolture	2016	3022
Clontarf	2006	7725
Clontarf	2011	7911
Clontarf	2016	8251
Margate - Woody Point	2006	10358
Margate - Woody Point	2011	11094
Margate - Woody Point	2016	11696
Redcliffe	2006	8980
