SA2_NAME16	Year	medianRentWeekly
South Hedland	2006	110
Ashburton (WA)	2006	37
Karratha	2006	115
Roebourne	2006	39
Esperance	2006	135
Esperance Region	2006	75
Carnarvon	2006	110
Exmouth	2006	135
Boulder	2006	170
Kalgoorlie	2006	160
Kalgoorlie - North	2006	180
Kalgoorlie Airport	2006	0
Kambalda - Coolgardie - Norseman	2006	100
Leinster - Leonora	2006	10
Trafalgar (WA)	2006	0
Geraldton	2006	130
Geraldton - East	2006	123
Geraldton - North	2006	160
Geraldton - South	2006	175
Irwin	2006	130
Meekatharra	2006	50
Morawa	2006	65
Northampton - Mullewa - Greenough	2006	110
Migratory - Offshore - Shipping (WA)	2006	0
No usual address (WA)	2006	0
Bridgewater - Gagebrook	2006	108
Brighton - Pontville	2006	180
Old Beach - Otago	2006	223
Bellerive - Rosny	2006	167
Cambridge	2006	200
Geilston Bay - Risdon	2006	178
Howrah - Tranmere	2006	180
Lindisfarne - Rose Bay	2006	183
Mornington - Warrane	2006	130
Risdon Vale	2006	117
Rokeby	2006	112
South Arm	2006	170
Austins Ferry - Granton	2006	168
Berriedale - Chigwell	2006	113
Claremont (Tas.)	2006	135
Derwent Park - Lutana	2006	142
Glenorchy	2006	135
Montrose - Rosetta	2006	150
Moonah	2006	155
New Norfolk	2006	125
West Moonah	2006	136
Kingston - Huntingfield	2006	175
Kingston Beach - Blackmans Bay	2006	200
Margate - Snug	2006	170
Mount Wellington	2006	0
Taroona - Bonnet Hill	2006	200
Hobart	2006	205
Lenah Valley - Mount Stuart	2006	165
Mount Nelson - Dynnyrne	2006	170
New Town	2006	145
Sandy Bay	2006	210
South Hobart - Fern Tree	2006	170
West Hobart	2006	175
Dodges Ferry - Lewisham	2006	150
Sorell - Richmond	2006	150
Invermay	2006	130
Kings Meadows - Punchbowl	2006	140
Launceston	2006	165
Legana	2006	175
Mowbray	2006	150
Newnham - Mayfield	2006	130
Newstead	2006	150
Norwood (Tas.)	2006	170
Prospect Vale - Blackstone	2006	160
Ravenswood	2006	107
Riverside	2006	163
South Launceston	2006	150
Summerhill - Prospect	2006	150
Trevallyn	2006	165
Waverley - St Leonards	2006	120
West Launceston	2006	155
Youngtown - Relbia	2006	140
Beauty Point - Beaconsfield	2006	138
Deloraine	2006	100
Grindelwald - Lanena	2006	150
Hadspen - Carrick	2006	140
Westbury	2006	110
Dilston - Lilydale	2006	120
George Town	2006	115
Longford	2006	106
Northern Midlands	2006	80
Perth - Evandale	2006	130
St Helens - Scamander	2006	120
Flinders and Cape Barren Islands	2006	70
Scottsdale - Bridport	2006	100
Central Highlands	2006	50
Derwent Valley	2006	100
Southern Midlands	2006	80
Wilderness - East	2006	0
Bruny Island - Kettering	2006	137
Cygnet	2006	130
Geeveston - Dover	2006	130
Huonville - Franklin	2006	130
Forestier - Tasman	2006	110
Triabunna - Bicheno	2006	120
Acton - Upper Burnie	2006	130
Burnie - Ulverstone Region	2006	100
Burnie - Wivenhoe	2006	130
Parklands - Camdale	2006	100
Penguin - Sulphur Creek	2006	125
Romaine - Havenview	2006	130
Somerset	2006	115
Ulverstone	2006	125
West Ulverstone	2006	110
Wynyard	2006	105
Devonport	2006	130
East Devonport	2006	116
Latrobe	2006	115
Miandetta - Don	2006	150
Port Sorell	2006	150
Quoiba - Spreyton	2006	145
Sheffield - Railton	2006	110
Turners Beach - Forth	2006	140
King Island	2006	100
North West	2006	70
Smithton	2006	101
Waratah	2006	108
West Coast (Tas.)	2006	90
Wilderness - West	2006	0
Migratory - Offshore - Shipping (Tas.)	2006	0
No usual address (Tas.)	2006	0
Darwin Airport	2006	0
Darwin City	2006	230
East Point	2006	0
Fannie Bay - The Gardens	2006	203
Larrakeyah	2006	250
Ludmilla - The Narrows	2006	127
Parap	2006	200
Stuart Park	2006	250
Woolner - Bayview - Winnellie	2006	300
Alawa	2006	200
Anula	2006	240
Berrimah	2006	127
Brinkin - Nakara	2006	240
Buffalo Creek	2006	0
Charles Darwin	2006	0
Coconut Grove	2006	150
East Arm	2006	0
Jingili	2006	235
Karama	2006	190
Leanyer	2006	225
Lyons (NT)	2006	145
Malak - Marrara	2006	200
Millner	2006	200
Moil	2006	180
Nightcliff	2006	180
Rapid Creek	2006	200
Tiwi	2006	198
Wagaman	2006	192
Wanguri	2006	195
Wulagi	2006	255
Howard Springs	2006	156
Humpty Doo	2006	180
Koolpinyah	2006	0
Virginia	2006	207
Weddell	2006	100
Bakewell	2006	230
Driver	2006	200
Durack - Marlow Lagoon	2006	175
Gray	2006	144
Moulden	2006	150
Palmerston - North	2006	250
Palmerston - South	2006	0
Rosebery - Bellamack	2006	250
Woodroffe	2006	185
Charles	2006	155
East Side	2006	200
Flynn (NT)	2006	165
Larapinta	2006	200
Mount Johns	2006	190
Petermann - Simpson	2006	80
Ross	2006	120
Sandover - Plenty	2006	25
Tanami	2006	30
Yuendumu - Anmatjere	2006	25
Barkly	2006	30
Tennant Creek	2006	100
Alligator	2006	45
Daly	2006	40
Thamarrurr	2006	20
Tiwi Islands	2006	40
West Arnhem	2006	30
Anindilyakwa	2006	80
East Arnhem	2006	20
Nhulunbuy	2006	16
Elsey	2006	30
Gulf	2006	25
Katherine	2006	130
Victoria River	2006	25
Migratory - Offshore - Shipping (NT)	2006	0
No usual address (NT)	2006	0
Aranda	2006	268
Belconnen	2006	250
Bruce	2006	340
Charnwood	2006	220
Cook	2006	265
Dunlop	2006	280
Evatt	2006	255
Florey	2006	255
Flynn (ACT)	2006	260
Fraser	2006	250
Giralang	2006	260
Gooromon	2006	0
Hawker	2006	220
Higgins	2006	220
Holt	2006	235
Kaleen	2006	285
Latham	2006	250
Lawson	2006	0
Macgregor (ACT)	2006	240
Macquarie	2006	240
McKellar	2006	275
Melba	2006	250
Page	2006	250
Scullin	2006	200
Spence	2006	191
Weetangera	2006	290
Molonglo Corridor	2006	23
West Belconnen	2006	0
Hume	2006	0
Kowen	2006	175
Canberra East	2006	112
Canberra Airport	2006	250
Majura	2006	160
Amaroo	2006	300
Bonner	2006	0
Casey	2006	0
Crace	2006	0
Forde	2006	0
Franklin	2006	0
Gungahlin	2006	330
Hall	2006	101
Harrison	2006	300
Mitchell	2006	0
Ngunnawal	2006	270
Nicholls	2006	290
Palmerston	2006	265
Gungahlin - East	2006	175
Gungahlin - West	2006	0
Jacka	2006	0
Kenny	2006	0
Moncrieff	2006	0
Taylor	2006	0
Throsby	2006	0
Acton	2006	300
Ainslie	2006	220
Braddon	2006	300
Civic	2006	350
Dickson	2006	285
Downer	2006	255
Hackett	2006	230
Lyneham	2006	250
O'Connor (ACT)	2006	290
Turner	2006	310
Watson	2006	260
Black Mountain	2006	0
Campbell	2006	250
Duntroon	2006	155
Parkes (ACT) - North	2006	0
Reid	2006	130
Russell	2006	0
Deakin	2006	310
Forrest	2006	425
Griffith (ACT)	2006	280
Lake Burley Griffin	2006	0
Narrabundah	2006	255
Parkes (ACT) - South	2006	0
Red Hill (ACT)	2006	200
Yarralumla	2006	285
Barton	2006	360
Fyshwick	2006	190
Kingston (ACT)	2006	330
Banks	2006	260
Bonython	2006	260
Calwell	2006	260
Chisholm	2006	240
Conder	2006	260
Fadden	2006	340
Gilmore	2006	235
Gordon (ACT)	2006	250
Gowrie (ACT)	2006	250
Greenway	2006	300
Isabella Plains	2006	260
Kambah	2006	230
Macarthur	2006	310
Monash	2006	280
Mount Taylor	2006	0
Oxley (ACT)	2006	235
Richardson	2006	223
Theodore	2006	245
Tuggeranong	2006	144
Wanniassa	2006	230
Tuggeranong - West	2006	0
Chapman	2006	340
Duffy	2006	250
Fisher	2006	245
Holder	2006	260
Rivett	2006	240
Stirling	2006	195
Waramanga	2006	200
Weston	2006	260
Scrivener	2006	143
Chifley	2006	250
Curtin	2006	250
Farrer	2006	260
Garran	2006	335
Hughes	2006	220
Isaacs	2006	320
Lyons (ACT)	2006	190
Mawson	2006	210
O'Malley	2006	593
Pearce	2006	250
Phillip	2006	270
Torrens	2006	260
Arboretum	2006	0
Coombs	2006	0
Denman Prospect	2006	0
Molonglo	2006	0
Molonglo - North	2006	0
Wright	2006	0
ACT - South West	2006	185
Namadgi	2006	90
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	0
Christmas Island	2006	92
Cocos (Keeling) Islands	2006	115
Jervis Bay	2006	114
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	0
Braidwood	2011	200
Karabar	2011	277
Queanbeyan	2011	275
Queanbeyan - East	2011	270
Queanbeyan Region	2011	300
Queanbeyan West - Jerrabomberra	2011	330
Bombala	2011	100
Cooma	2011	180
Cooma Region	2011	150
Jindabyne - Berridale	2011	285
Batemans Bay	2011	230
Batemans Bay - South	2011	250
Bega - Tathra	2011	200
Bega-Eden Hinterland	2011	160
Broulee - Tomakin	2011	222
Deua - Wadbilliga	2011	0
Eden	2011	190
Eurobodalla Hinterland	2011	150
Merimbula - Tura Beach	2011	227
Moruya - Tuross Head	2011	200
Narooma - Bermagui	2011	200
Goulburn	2011	185
Goulburn Region	2011	150
Yass	2011	240
Yass Region	2011	200
Young	2011	185
Young Region	2011	120
Avoca Beach - Copacabana	2011	340
Box Head - MacMasters Beach	2011	310
Calga - Kulnura	2011	200
Erina - Green Point	2011	270
Gosford - Springfield	2011	270
Kariong	2011	310
Kincumber - Picketts Valley	2011	260
Narara	2011	285
Niagara Park - Lisarow	2011	290
Point Clare - Koolewong	2011	290
Saratoga - Davistown	2011	300
Terrigal - North Avoca	2011	350
Umina - Booker Bay - Patonga	2011	275
Wamberal - Forresters Beach	2011	340
Woy Woy - Blackwall	2011	250
Wyoming	2011	265
Bateau Bay - Killarney Vale	2011	265
Blue Haven - San Remo	2011	280
Budgewoi - Buff Point - Halekulani	2011	240
Chittaway Bay - Tumbi Umbi	2011	300
Gorokan - Kanwal - Charmhaven	2011	250
Jilliby - Yarramalong	2011	260
Lake Munmorah - Mannering Park	2011	260
Ourimbah - Fountaindale	2011	270
Summerland Point - Gwandalan	2011	265
The Entrance	2011	260
Toukley - Norah Head	2011	240
Tuggerah - Kangy Angy	2011	300
Warnervale - Wadalba	2011	370
Wyong	2011	230
Bathurst	2011	220
Bathurst - East	2011	240
Bathurst Region	2011	144
Oberon	2011	180
Condobolin	2011	110
Cowra	2011	160
Cowra Region	2011	131
Forbes	2011	149
Grenfell	2011	105
Parkes (NSW)	2011	160
Parkes Region	2011	100
West Wyalong	2011	135
Lithgow	2011	180
Lithgow Region	2011	155
Mudgee	2011	240
Mudgee Region - East	2011	150
Mudgee Region - West	2011	150
Wollangambe - Wollemi	2011	0
Blayney	2011	165
Orange	2011	210
Orange - North	2011	270
Orange Region	2011	160
Grafton	2011	205
Grafton Region	2011	180
Maclean - Yamba - Iluka	2011	240
Bellingen	2011	255
Coffs Harbour - North	2011	250
Coffs Harbour - South	2011	250
Coramba - Nana Glen - Bucca	2011	250
Dorrigo	2011	160
Korora - Emerald Beach	2011	330
Sawtell - Boambee	2011	250
Urunga	2011	230
Woolgoolga - Arrawarra	2011	260
Bourke - Brewarrina	2011	90
Cobar	2011	140
Coonamble	2011	120
Nyngan - Warren	2011	130
Walgett - Lightning Ridge	2011	95
Broken Hill	2011	150
Far West	2011	50
Coonabarabran	2011	120
Dubbo - East	2011	200
Dubbo - South	2011	200
Dubbo - West	2011	185
Dubbo Region	2011	134
Gilgandra	2011	125
Narromine	2011	140
Wellington	2011	130
Branxton - Greta - Pokolbin	2011	300
Cessnock	2011	225
Cessnock Region	2011	215
Dungog	2011	184
Kurri Kurri - Abermain	2011	220
Singleton	2011	280
Singleton Region	2011	200
Maitland	2011	245
Maitland - East	2011	250
Maitland - North	2011	315
Maitland - West	2011	270
Thornton - Millers Forest	2011	270
Anna Bay	2011	300
Lemon Tree Passage - Tanilba Bay	2011	250
Nelson Bay Peninsula	2011	275
Raymond Terrace	2011	220
Seaham - Woodville	2011	235
Tea Gardens - Hawks Nest	2011	240
Williamtown - Medowie - Karuah	2011	240
Muswellbrook	2011	240
Muswellbrook Region	2011	180
Scone	2011	200
Scone Region	2011	130
Dapto - Avondale	2011	235
Horsley - Kembla Grange	2011	330
Port Kembla Industrial	2011	0
Unanderra - Mount Kembla	2011	215
Berkeley - Lake Heights - Cringila	2011	185
Port Kembla - Warrawong	2011	170
Windang - Primbee	2011	210
Illawarra Catchment Reserve	2011	0
Albion Park - Macquarie Pass	2011	300
Albion Park Rail	2011	250
Kiama	2011	300
Kiama Downs - Minnamurra	2011	320
Kiama Hinterland - Gerringong	2011	291
Shellharbour - Flinders	2011	335
Shellharbour - Oak Flats	2011	260
Warilla	2011	215
Balgownie - Fairy Meadow	2011	250
Corrimal - Tarrawanna - Bellambi	2011	220
Figtree - Keiraville	2011	260
Helensburgh	2011	350
Thirroul - Austinmer - Coalcliff	2011	350
Woonona - Bulli - Russell Vale	2011	250
Wollongong - East	2011	290
Wollongong - West	2011	250
Bulahdelah - Stroud	2011	180
Forster	2011	235
Forster-Tuncurry Region	2011	215
Tuncurry	2011	200
Kempsey	2011	180
Kempsey Region	2011	185
Macksville - Scotts Head	2011	200
Nambucca Heads	2011	194
Nambucca Heads Region	2011	180
South West Rocks	2011	230
Lord Howe Island	2011	125
Laurieton - Bonny Hills	2011	250
Port Macquarie - East	2011	270
Port Macquarie - West	2011	235
Port Macquarie Region	2011	180
Wauchope	2011	240
Gloucester	2011	165
Old Bar - Manning Point - Red Head	2011	250
Taree	2011	190
Taree Region	2011	200
Wingham	2011	200
Albury - East	2011	235
Albury - North	2011	200
Albury - South	2011	190
Albury Region	2011	150
Lavington	2011	180
Hay	2011	128
Wentworth - Buronga	2011	150
Wentworth-Balranald Region	2011	110
Corowa	2011	175
Corowa Region	2011	175
Deniliquin	2011	150
Deniliquin Region	2011	100
Moama	2011	225
Tocumwal - Finley - Jerilderie	2011	140
Armidale	2011	210
Armidale Region - North	2011	135
Armidale Region - South	2011	155
Walcha	2011	110
Glen Innes	2011	155
Inverell	2011	180
Inverell Region - East	2011	100
Inverell Region - West	2011	100
Tenterfield	2011	150
Moree	2011	160
Moree Region	2011	58
Narrabri	2011	156
Narrabri Region	2011	110
Gunnedah	2011	200
Gunnedah Region	2011	120
Quirindi	2011	145
Tamworth - East	2011	220
Tamworth - North	2011	230
Tamworth - West	2011	195
Tamworth Region	2011	150
Belmont - Bennetts Green	2011	250
Belmont South - Blacksmiths	2011	235
Charlestown - Dudley	2011	275
Glendale - Cardiff - Hillsborough	2011	275
Mount Hutton - Windale	2011	155
Redhead	2011	300
Swansea - Caves Beach	2011	250
Valentine - Eleebana	2011	350
Warners Bay - Boolaroo	2011	300
Bolton Point - Teralba	2011	220
Bonnells Bay - Silverwater	2011	276
Edgeworth - Cameron Park	2011	280
Morisset - Cooranbong	2011	235
Toronto - Awaba	2011	245
Wangi Wangi - Rathmines	2011	263
West Wallsend - Barnsley - Killingworth	2011	280
Adamstown - Kotara	2011	285
Beresfield - Hexham	2011	225
Hamilton - Broadmeadow	2011	250
Lambton - New Lambton	2011	270
Maryland - Fletcher - Minmi	2011	301
Mayfield - Warabrook	2011	260
Merewether - The Junction	2011	300
Newcastle - Cooks Hill	2011	320
Newcastle Port - Kooragang	2011	248
Shortland - Jesmond	2011	270
Stockton - Fullerton Cove	2011	250
Wallsend - Elermore Vale	2011	265
Waratah - North Lambton	2011	260
Wickham - Carrington - Tighes Hill	2011	285
Ballina	2011	275
Ballina Region	2011	270
Bangalow	2011	330
Brunswick Heads - Ocean Shores	2011	330
Byron Bay	2011	400
Evans Head	2011	230
Lennox Head - Skennars Head	2011	380
Mullumbimby	2011	290
Casino	2011	200
Casino Region	2011	160
Goonellabah	2011	245
Kyogle	2011	175
Lismore	2011	220
Lismore Region	2011	200
Kingscliff - Fingal Head	2011	315
Murwillumbah	2011	250
Murwillumbah Region	2011	230
Pottsville	2011	320
Tweed Heads	2011	290
Banora Point	2011	310
Terranora - North Tumblegum	2011	380
Tweed Heads South	2011	300
Griffith (NSW)	2011	190
Griffith Region	2011	130
Leeton	2011	165
Narrandera	2011	140
Tumbarumba	2011	150
Tumut	2011	180
Tumut Region	2011	110
Cootamundra	2011	150
Gundagai	2011	145
Junee	2011	155
Temora	2011	130
Wagga Wagga - East	2011	245
Wagga Wagga - North	2011	275
Wagga Wagga - South	2011	230
Wagga Wagga - West	2011	210
Wagga Wagga Region	2011	155
Berry - Kangaroo Valley	2011	240
Callala Bay - Currarong	2011	268
Culburra Beach	2011	220
Ettrema - Sassafras - Budawang	2011	0
Huskisson - Vincentia	2011	240
North Nowra - Bomaderry	2011	220
Nowra	2011	190
St Georges Basin - Erowal Bay	2011	220
Sussex Inlet - Berrara	2011	200
Tomerong - Wandandian - Woollamia	2011	220
Ulladulla	2011	240
Ulladulla Region	2011	200
Bowral	2011	300
Hill Top - Colo Vale	2011	280
Mittagong	2011	250
Moss Vale - Berrima	2011	250
Robertson - Fitzroy Falls	2011	230
Southern Highlands	2011	230
Baulkham Hills (East)	2011	418
Baulkham Hills (West) - Bella Vista	2011	500
Glenhaven	2011	500
West Pennant Hills	2011	500
Castle Hill - Central	2011	450
Castle Hill - East	2011	490
Castle Hill - North	2011	470
Castle Hill - South	2011	450
Castle Hill - West	2011	510
Cherrybrook	2011	530
Kellyville	2011	530
Dural - Kenthurst - Wisemans Ferry	2011	365
Galston - Laughtondale	2011	300
Bilpin - Colo - St Albans	2011	175
Kurrajong Heights - Ebenezer	2011	290
Pitt Town - McGraths Hill	2011	320
Rouse Hill - Beaumont Hills	2011	520
Blacktown (East) - Kings Park	2011	320
Blacktown (North) - Marayong	2011	290
Doonside - Woodcroft	2011	240
Lalor Park - Kings Langley	2011	270
Seven Hills - Toongabbie	2011	300
Blacktown (South)	2011	300
Blacktown (West)	2011	330
Glenwood	2011	490
Parklea - Kellyville Ridge	2011	500
Riverstone - Marsden Park	2011	280
Acacia Gardens	2011	450
Quakers Hill	2011	370
Bidwill - Hebersham - Emerton	2011	180
Glendenning - Dean Park	2011	350
Hassall Grove - Plumpton	2011	350
Lethbridge Park - Tregear	2011	200
Mount Druitt - Whalan	2011	270
Prospect Reservoir	2011	0
Rooty Hill - Minchinbury	2011	325
Banksmeadow	2011	0
Botany	2011	350
Mascot - Eastlakes	2011	350
Pagewood - Hillsdale - Daceyville	2011	310
Port Botany Industrial	2011	0
Sydney Airport	2011	0
Marrickville	2011	340
Petersham - Stanmore	2011	371
Sydenham - Tempe - St Peters	2011	450
Darlinghurst	2011	460
Erskineville - Alexandria	2011	490
Glebe - Forest Lodge	2011	400
Newtown - Camperdown - Darlington	2011	450
Potts Point - Woolloomooloo	2011	400
Pyrmont - Ultimo	2011	510
Redfern - Chippendale	2011	400
Surry Hills	2011	450
Sydney - Haymarket - The Rocks	2011	602
Waterloo - Beaconsfield	2011	460
Bondi - Tamarama - Bronte	2011	500
Bondi Beach - North Bondi	2011	500
Bondi Junction - Waverly	2011	500
Centennial Park	2011	0
Double Bay - Bellevue Hill	2011	550
Dover Heights	2011	485
Paddington - Moore Park	2011	480
Rose Bay - Vaucluse - Watsons Bay	2011	550
Woollahra	2011	550
Coogee - Clovelly	2011	465
Malabar - La Perouse - Chifley	2011	228
Kensington (NSW)	2011	440
Kingsford	2011	440
Maroubra - North	2011	470
Maroubra - South	2011	350
Maroubra - West	2011	500
Randwick - North	2011	450
Randwick - South	2011	450
Bass Hill - Georges Hall	2011	200
Chullora	2011	0
Condell Park	2011	350
Greenacre - Mount Lewis	2011	280
Padstow	2011	340
Panania - Milperra - Picnic Point	2011	335
Revesby	2011	312
Yagoona - Birrong	2011	300
Bankstown - North	2011	330
Bankstown - South	2011	320
Belmore - Belfield	2011	300
Canterbury (South) - Campsie	2011	320
Kingsgrove (North) - Earlwood	2011	400
Punchbowl	2011	285
Roselands	2011	315
Lakemba	2011	295
Wiley Park	2011	290
Hurstville	2011	395
Mortdale - Penshurst	2011	340
Narwee - Beverly Hills	2011	300
Oatley - Hurstville Grove	2011	380
Peakhurst - Lugarno	2011	325
Riverwood	2011	150
South Hurstville - Blakehurst	2011	400
Arncliffe - Bardwell Valley	2011	410
Bexley	2011	360
Kingsgrove (South) - Bardwell Park	2011	375
Kogarah	2011	370
Kogarah Bay - Carlton - Allawah	2011	370
Monterey - Brighton-le-Sands - Kyeemagh	2011	370
Rockdale - Banksia	2011	400
Sans Souci - Ramsgate	2011	370
Concord - Mortlake - Cabarita	2011	500
Concord West - North Strathfield	2011	485
Drummoyne - Rodd Point	2011	471
Five Dock - Abbotsford	2011	460
Balmain	2011	500
Leichhardt - Annandale	2011	450
Lilyfield - Rozelle	2011	500
Ashfield	2011	365
Burwood - Croydon	2011	410
Canterbury (North) - Ashbury	2011	350
Croydon Park - Enfield	2011	340
Dulwich Hill - Lewisham	2011	360
Haberfield - Summer Hill	2011	370
Homebush	2011	390
Strathfield	2011	425
Strathfield South	2011	395
Chatswood (East) - Artarmon	2011	480
Chatswood (West) - Lane Cove North	2011	425
Lane Cove - Greenwich	2011	440
St Leonards - Naremburn	2011	520
Willoughby - Castle Cove - Northbridge	2011	540
Asquith - Mount Colah	2011	440
Berowra - Brooklyn - Cowan	2011	400
Normanhurst - Thornleigh - Westleigh	2011	400
Hornsby - East	2011	390
Hornsby - West	2011	360
Waitara - Wahroonga (West)	2011	423
Gordon - Killara	2011	600
Lindfield - Roseville	2011	520
Pymble	2011	600
St Ives	2011	690
Turramurra	2011	531
Wahroonga (East) - Warrawee	2011	550
Cremorne - Cammeray	2011	495
Crows Nest - Waverton	2011	473
Mosman	2011	480
Neutral Bay - Kirribilli	2011	451
North Sydney - Lavender Bay	2011	520
Balgowlah - Clontarf - Seaforth	2011	509
Manly - Fairlight	2011	520
Avalon - Palm Beach	2011	525
Bayview - Elanora Heights	2011	462
Newport - Bilgola	2011	460
Warriewood - Mona Vale	2011	500
Beacon Hill - Narraweena	2011	360
Cromer	2011	471
Dee Why - North Curl Curl	2011	414
Forestville - Killarney Heights	2011	550
Frenchs Forest - Belrose	2011	650
Freshwater - Brookvale	2011	450
Manly Vale - Allambie Heights	2011	415
Narrabeen - Collaroy	2011	450
Terrey Hills - Duffys Forest	2011	500
Camden - Ellis Lane	2011	320
Elderslie - Harrington Park	2011	360
Mount Annan - Currans Hill	2011	380
Bradbury - Wedderburn	2011	240
Campbelltown - Woodbine	2011	280
Claymore - Eagle Vale - Raby	2011	240
Holsworthy Military Area	2011	0
Ingleburn - Denham Court	2011	290
Leumeah - Minto Heights	2011	270
Macquarie Fields - Glenfield	2011	245
Minto - St Andrews	2011	268
Rosemeadow - Glen Alpine	2011	270
Bargo	2011	270
Douglas Park - Appin	2011	250
Picton - Tahmoor - Buxton	2011	270
The Oaks - Oakdale	2011	280
Blackheath - Megalong Valley	2011	240
Blaxland - Warrimoo - Lapstone	2011	320
Blue Mountains - North	2011	0
Katoomba - Leura	2011	250
Lawson - Hazelbrook - Linden	2011	275
Springwood - Winmalee	2011	300
Wentworth Falls	2011	300
Blue Mountains - South	2011	0
Cambridge Park	2011	310
Castlereagh - Cranebrook	2011	275
Emu Plains - Leonay	2011	320
Glenmore Park - Regentville	2011	360
Jamisontown - South Penrith	2011	300
Kingswood - Werrington	2011	270
Mulgoa - Luddenham - Orchard Hills	2011	283
Penrith	2011	250
Warragamba - Silverdale	2011	300
Richmond - Clarendon	2011	285
Windsor - Bligh Park	2011	280
Yarramundi - Londonderry	2011	300
Erskine Park	2011	350
St Clair	2011	335
Colyton - Oxley Park	2011	300
St Marys - North St Marys	2011	270
Homebush Bay - Silverwater	2011	480
Rookwood Cemetery	2011	0
Auburn - Central	2011	370
Auburn - North	2011	300
Auburn - South	2011	320
Berala	2011	300
Lidcombe	2011	380
Regents Park	2011	300
Carlingford	2011	420
Ermington - Rydalmere	2011	300
Oatlands - Dundas Valley	2011	290
Chester Hill - Sefton	2011	270
Fairfield - East	2011	225
Granville - Clyde	2011	320
Greystanes - Pemulwuy	2011	380
Guildford - South Granville	2011	245
Guildford West - Merrylands West	2011	320
Merrylands - Holroyd	2011	330
Smithfield Industrial	2011	0
Yennora Industrial	2011	0
North Parramatta	2011	340
North Rocks	2011	450
Northmead	2011	370
Parramatta - Rosehill	2011	330
Toongabbie - Constitution Hill	2011	335
Winston Hills	2011	420
Pendle Hill - Girraween	2011	320
Wentworthville - Westmead	2011	340
Epping - North Epping	2011	420
Pennant Hills - Cheltenham	2011	440
Eastwood - Denistone	2011	380
Gladesville - Huntleys Point	2011	350
Hunters Hill - Woolwich	2011	385
Macquarie Park - Marsfield	2011	386
North Ryde - East Ryde	2011	430
West Ryde - Meadowbank	2011	350
Putney	2011	502
Ryde	2011	360
Ashcroft - Busby - Miller	2011	154
Austral - Greendale	2011	300
Cobbitty - Leppington	2011	300
Badgerys Creek	2011	300
Cecil Hills	2011	420
Green Valley	2011	360
Hinchinbrook	2011	380
Hoxton Park - Carnes Hill - Horningsea Park	2011	400
West Hoxton - Middleton Grange	2011	440
Bonnyrigg Heights - Bonnyrigg	2011	220
Bossley Park - Abbotsbury	2011	360
Cabramatta - Lansvale	2011	250
Cabramatta West - Mount Pritchard	2011	260
Canley Vale - Canley Heights	2011	260
Edensor Park	2011	350
Fairfield	2011	290
Fairfield - West	2011	330
Greenfield Park - Prairiewood	2011	320
Horsley Park - Kemps Creek	2011	300
Smithfield - Wetherill Park	2011	300
St Johns Park - Wakeley	2011	350
Wetherill Park Industrial	2011	0
Casula	2011	350
Chipping Norton - Moorebank	2011	355
Holsworthy - Wattle Grove	2011	353
Liverpool	2011	280
Lurnea - Cartwright	2011	200
Prestons - Edmondson Park	2011	400
Warwick Farm	2011	237
Gymea - Grays Point	2011	385
Miranda - Yowie Bay	2011	370
Sylvania - Taren Point	2011	390
Caringbah	2011	360
Caringbah South	2011	485
Cronulla - Kurnell - Bundeena	2011	360
Lilli Pilli - Port Hacking - Dolans Bay	2011	660
Woolaware - Burraneer	2011	350
Heathcote - Waterfall	2011	390
Illawong - Alfords Point	2011	550
Menai - Lucas Heights - Woronora	2011	410
Oyster Bay - Como - Jannali	2011	360
Royal National Park	2011	0
Sutherland - Kirrawee	2011	355
Engadine	2011	360
Loftus - Yarrawarrah	2011	410
Woronora Heights	2011	500
Migratory - Offshore - Shipping (NSW)	2011	0
No usual address (NSW)	2011	0
Alfredton	2011	250
Ballarat	2011	230
Ballarat - North	2011	210
Ballarat - South	2011	200
Buninyong	2011	250
Delacombe	2011	192
Smythes Creek	2011	230
Wendouree - Miners Rest	2011	175
Bacchus Marsh Region	2011	180
Creswick - Clunes	2011	155
Daylesford	2011	200
Gordon (Vic.)	2011	150
Avoca	2011	130
Beaufort	2011	120
Golden Plains - North	2011	138
Maryborough (Vic.)	2011	160
Maryborough Region	2011	130
Bendigo	2011	195
California Gully - Eaglehawk	2011	180
East Bendigo - Kennington	2011	220
Flora Hill - Spring Gully	2011	225
Kangaroo Flat - Golden Square	2011	200
Maiden Gully	2011	254
Strathfieldsaye	2011	291
White Hills - Ascot	2011	242
Bendigo Region - South	2011	180
Castlemaine	2011	200
Castlemaine Region	2011	165
Heathcote	2011	153
Kyneton	2011	213
Woodend	2011	250
Bendigo Region - North	2011	150
Loddon	2011	100
Bannockburn	2011	260
Golden Plains - South	2011	170
Winchelsea	2011	193
Belmont	2011	240
Corio - Norlane	2011	185
Geelong	2011	245
Geelong West - Hamlyn Heights	2011	230
Grovedale	2011	260
Highton	2011	270
Lara	2011	265
Leopold	2011	270
Newcomb - Moolap	2011	208
Newtown (Vic.)	2011	250
North Geelong - Bell Park	2011	233
Clifton Springs	2011	260
Lorne - Anglesea	2011	240
Ocean Grove - Barwon Heads	2011	280
Portarlington	2011	236
Point Lonsdale - Queenscliff	2011	250
Torquay	2011	330
Alexandra	2011	165
