SA2_NAME16	Year	medianTotalPersonalIncomeWeekly
Roebuck	2006	231
East Pilbara	2006	305
Newman	2006	1095
Port Hedland	2006	972
South Hedland	2006	795
Ashburton (WA)	2006	1058
Karratha	2006	933
Roebourne	2006	733
Esperance	2006	456
Esperance Region	2006	559
Carnarvon	2006	462
Exmouth	2006	492
Boulder	2006	585
Kalgoorlie	2006	662
Kalgoorlie - North	2006	802
Kalgoorlie Airport	2006	0
Kambalda - Coolgardie - Norseman	2006	595
Leinster - Leonora	2006	453
Trafalgar (WA)	2006	0
Geraldton	2006	412
Geraldton - East	2006	408
Geraldton - North	2006	476
Geraldton - South	2006	584
Irwin	2006	425
Meekatharra	2006	535
Morawa	2006	454
Northampton - Mullewa - Greenough	2006	396
Migratory - Offshore - Shipping (WA)	2006	1589
No usual address (WA)	2006	446
Bridgewater - Gagebrook	2006	308
Brighton - Pontville	2006	444
Old Beach - Otago	2006	552
Bellerive - Rosny	2006	477
Cambridge	2006	544
Geilston Bay - Risdon	2006	491
Howrah - Tranmere	2006	497
Lindisfarne - Rose Bay	2006	518
Mornington - Warrane	2006	342
Risdon Vale	2006	319
Rokeby	2006	345
South Arm	2006	526
Austins Ferry - Granton	2006	496
Berriedale - Chigwell	2006	370
Claremont (Tas.)	2006	373
Derwent Park - Lutana	2006	369
Glenorchy	2006	366
Montrose - Rosetta	2006	395
Moonah	2006	387
New Norfolk	2006	348
West Moonah	2006	431
Kingston - Huntingfield	2006	454
Kingston Beach - Blackmans Bay	2006	510
Margate - Snug	2006	474
Mount Wellington	2006	0
Taroona - Bonnet Hill	2006	543
Hobart	2006	548
Lenah Valley - Mount Stuart	2006	548
Mount Nelson - Dynnyrne	2006	559
New Town	2006	460
Sandy Bay	2006	511
South Hobart - Fern Tree	2006	492
West Hobart	2006	586
Dodges Ferry - Lewisham	2006	387
Sorell - Richmond	2006	416
Invermay	2006	350
Kings Meadows - Punchbowl	2006	376
Launceston	2006	519
Legana	2006	441
Mowbray	2006	302
Newnham - Mayfield	2006	332
Newstead	2006	428
Norwood (Tas.)	2006	464
Prospect Vale - Blackstone	2006	466
Ravenswood	2006	303
Riverside	2006	459
South Launceston	2006	433
Summerhill - Prospect	2006	432
Trevallyn	2006	500
Waverley - St Leonards	2006	367
West Launceston	2006	482
Youngtown - Relbia	2006	451
Beauty Point - Beaconsfield	2006	326
Deloraine	2006	344
Grindelwald - Lanena	2006	407
Hadspen - Carrick	2006	466
Westbury	2006	375
Dilston - Lilydale	2006	422
George Town	2006	331
Longford	2006	375
Northern Midlands	2006	349
Perth - Evandale	2006	446
St Helens - Scamander	2006	296
Flinders and Cape Barren Islands	2006	428
Scottsdale - Bridport	2006	353
Central Highlands	2006	319
Derwent Valley	2006	372
Southern Midlands	2006	367
Wilderness - East	2006	0
Bruny Island - Kettering	2006	375
Cygnet	2006	324
Geeveston - Dover	2006	340
Huonville - Franklin	2006	369
Forestier - Tasman	2006	311
Triabunna - Bicheno	2006	353
Acton - Upper Burnie	2006	341
Burnie - Ulverstone Region	2006	386
Burnie - Wivenhoe	2006	361
Parklands - Camdale	2006	359
Penguin - Sulphur Creek	2006	370
Romaine - Havenview	2006	409
Somerset	2006	343
Ulverstone	2006	340
West Ulverstone	2006	344
Wynyard	2006	348
Devonport	2006	363
East Devonport	2006	337
Latrobe	2006	365
Miandetta - Don	2006	420
Port Sorell	2006	395
Quoiba - Spreyton	2006	442
Sheffield - Railton	2006	339
Turners Beach - Forth	2006	450
King Island	2006	504
North West	2006	447
Smithton	2006	398
Waratah	2006	373
West Coast (Tas.)	2006	357
Wilderness - West	2006	0
Migratory - Offshore - Shipping (Tas.)	2006	1379
No usual address (Tas.)	2006	308
Darwin Airport	2006	900
Darwin City	2006	751
East Point	2006	0
Fannie Bay - The Gardens	2006	743
Larrakeyah	2006	933
Ludmilla - The Narrows	2006	654
Parap	2006	693
Stuart Park	2006	766
Woolner - Bayview - Winnellie	2006	900
Alawa	2006	586
Anula	2006	679
Berrimah	2006	632
Brinkin - Nakara	2006	664
Buffalo Creek	2006	0
Charles Darwin	2006	0
Coconut Grove	2006	589
East Arm	2006	0
Jingili	2006	656
Karama	2006	576
Leanyer	2006	704
Lyons (NT)	2006	404
Malak - Marrara	2006	655
Millner	2006	620
Moil	2006	630
Nightcliff	2006	709
Rapid Creek	2006	746
Tiwi	2006	649
Wagaman	2006	540
Wanguri	2006	625
Wulagi	2006	731
Howard Springs	2006	739
Humpty Doo	2006	658
Koolpinyah	2006	0
Virginia	2006	656
Weddell	2006	529
Bakewell	2006	727
Driver	2006	671
Durack - Marlow Lagoon	2006	835
Gray	2006	530
Moulden	2006	533
Palmerston - North	2006	771
Palmerston - South	2006	0
Rosebery - Bellamack	2006	841
Woodroffe	2006	642
Charles	2006	595
East Side	2006	681
Flynn (NT)	2006	646
Larapinta	2006	681
Mount Johns	2006	735
Petermann - Simpson	2006	433
Ross	2006	523
Sandover - Plenty	2006	218
Tanami	2006	214
Yuendumu - Anmatjere	2006	223
Barkly	2006	222
Tennant Creek	2006	355
Alligator	2006	485
Daly	2006	260
Thamarrurr	2006	188
Tiwi Islands	2006	210
West Arnhem	2006	216
Anindilyakwa	2006	246
East Arnhem	2006	201
Nhulunbuy	2006	1121
Elsey	2006	211
Gulf	2006	223
Katherine	2006	597
Victoria River	2006	237
Migratory - Offshore - Shipping (NT)	2006	890
No usual address (NT)	2006	418
Aranda	2006	871
Belconnen	2006	611
Bruce	2006	630
Charnwood	2006	545
Cook	2006	791
Dunlop	2006	795
Evatt	2006	711
Florey	2006	627
Flynn (ACT)	2006	709
Fraser	2006	795
Giralang	2006	698
Gooromon	2006	0
Hawker	2006	780
Higgins	2006	622
Holt	2006	646
Kaleen	2006	651
Latham	2006	659
Lawson	2006	0
Macgregor (ACT)	2006	671
Macquarie	2006	643
McKellar	2006	664
Melba	2006	707
Page	2006	544
Scullin	2006	577
Spence	2006	669
Weetangera	2006	800
Molonglo Corridor	2006	724
West Belconnen	2006	0
Hume	2006	224
Kowen	2006	840
Canberra East	2006	486
Canberra Airport	2006	988
Majura	2006	672
Amaroo	2006	887
Bonner	2006	0
Casey	2006	0
Crace	2006	0
Forde	2006	0
Franklin	2006	0
Gungahlin	2006	826
Hall	2006	688
Harrison	2006	936
Mitchell	2006	899
Ngunnawal	2006	753
Nicholls	2006	883
Palmerston	2006	745
Gungahlin - East	2006	633
Gungahlin - West	2006	0
Jacka	2006	0
Kenny	2006	0
Moncrieff	2006	0
Taylor	2006	0
Throsby	2006	0
Acton	2006	176
Ainslie	2006	711
Braddon	2006	724
Civic	2006	868
Dickson	2006	623
Downer	2006	585
Hackett	2006	722
Lyneham	2006	699
O'Connor (ACT)	2006	731
Turner	2006	858
Watson	2006	721
Black Mountain	2006	0
Campbell	2006	874
Duntroon	2006	513
Parkes (ACT) - North	2006	0
Reid	2006	725
Russell	2006	0
Deakin	2006	930
Forrest	2006	1131
Griffith (ACT)	2006	935
Lake Burley Griffin	2006	0
Narrabundah	2006	741
Parkes (ACT) - South	2006	324
Red Hill (ACT)	2006	833
Yarralumla	2006	969
Barton	2006	1245
Fyshwick	2006	325
Kingston (ACT)	2006	1116
Banks	2006	732
Bonython	2006	715
Calwell	2006	745
Chisholm	2006	659
Conder	2006	733
Fadden	2006	819
Gilmore	2006	642
Gordon (ACT)	2006	743
Gowrie (ACT)	2006	690
Greenway	2006	800
Isabella Plains	2006	661
Kambah	2006	700
Macarthur	2006	758
Monash	2006	704
Mount Taylor	2006	1149
Oxley (ACT)	2006	700
Richardson	2006	596
Theodore	2006	704
Tuggeranong	2006	544
Wanniassa	2006	669
Tuggeranong - West	2006	0
Chapman	2006	888
Duffy	2006	791
Fisher	2006	704
Holder	2006	755
Rivett	2006	702
Stirling	2006	670
Waramanga	2006	707
Weston	2006	702
Scrivener	2006	724
Chifley	2006	703
Curtin	2006	759
Farrer	2006	764
Garran	2006	878
Hughes	2006	770
Isaacs	2006	815
Lyons (ACT)	2006	665
Mawson	2006	701
O'Malley	2006	911
Pearce	2006	767
Phillip	2006	872
Torrens	2006	722
Arboretum	2006	0
Coombs	2006	0
Denman Prospect	2006	0
Molonglo	2006	0
Molonglo - North	2006	0
Wright	2006	0
ACT - South West	2006	470
Namadgi	2006	814
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	444
Christmas Island	2006	682
Cocos (Keeling) Islands	2006	341
Jervis Bay	2006	418
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	883
Braidwood	2011	516
Karabar	2011	743
Queanbeyan	2011	749
Queanbeyan - East	2011	829
Queanbeyan Region	2011	936
Queanbeyan West - Jerrabomberra	2011	1029
Bombala	2011	463
Cooma	2011	518
Cooma Region	2011	532
Jindabyne - Berridale	2011	648
Batemans Bay	2011	420
Batemans Bay - South	2011	441
Bega - Tathra	2011	490
Bega-Eden Hinterland	2011	422
Broulee - Tomakin	2011	469
Deua - Wadbilliga	2011	412
Eden	2011	414
Eurobodalla Hinterland	2011	440
Merimbula - Tura Beach	2011	481
Moruya - Tuross Head	2011	420
Narooma - Bermagui	2011	390
Goulburn	2011	518
Goulburn Region	2011	494
Yass	2011	629
Yass Region	2011	795
Young	2011	441
Young Region	2011	430
Avoca Beach - Copacabana	2011	651
Box Head - MacMasters Beach	2011	553
Calga - Kulnura	2011	562
Erina - Green Point	2011	501
Gosford - Springfield	2011	560
Kariong	2011	605
Kincumber - Picketts Valley	2011	479
Narara	2011	557
Niagara Park - Lisarow	2011	580
Point Clare - Koolewong	2011	531
Saratoga - Davistown	2011	537
Terrigal - North Avoca	2011	646
Umina - Booker Bay - Patonga	2011	467
Wamberal - Forresters Beach	2011	654
Woy Woy - Blackwall	2011	449
Wyoming	2011	496
Bateau Bay - Killarney Vale	2011	474
Blue Haven - San Remo	2011	477
Budgewoi - Buff Point - Halekulani	2011	413
Chittaway Bay - Tumbi Umbi	2011	529
Gorokan - Kanwal - Charmhaven	2011	422
Jilliby - Yarramalong	2011	627
Lake Munmorah - Mannering Park	2011	416
Ourimbah - Fountaindale	2011	583
Summerland Point - Gwandalan	2011	455
The Entrance	2011	461
Toukley - Norah Head	2011	432
Tuggerah - Kangy Angy	2011	549
Warnervale - Wadalba	2011	547
Wyong	2011	431
Bathurst	2011	530
Bathurst - East	2011	580
Bathurst Region	2011	555
Oberon	2011	513
Condobolin	2011	446
Cowra	2011	416
Cowra Region	2011	406
Forbes	2011	457
Grenfell	2011	383
Parkes (NSW)	2011	489
Parkes Region	2011	382
West Wyalong	2011	459
Lithgow	2011	432
Lithgow Region	2011	478
Mudgee	2011	515
Mudgee Region - East	2011	371
Mudgee Region - West	2011	405
Wollangambe - Wollemi	2011	0
Blayney	2011	531
Orange	2011	527
Orange - North	2011	662
Orange Region	2011	578
Grafton	2011	427
Grafton Region	2011	383
Maclean - Yamba - Iluka	2011	390
Bellingen	2011	439
Coffs Harbour - North	2011	463
Coffs Harbour - South	2011	467
Coramba - Nana Glen - Bucca	2011	479
Dorrigo	2011	377
Korora - Emerald Beach	2011	560
Sawtell - Boambee	2011	467
Urunga	2011	410
Woolgoolga - Arrawarra	2011	435
Bourke - Brewarrina	2011	514
Cobar	2011	581
Coonamble	2011	451
Nyngan - Warren	2011	478
Walgett - Lightning Ridge	2011	384
Broken Hill	2011	414
Far West	2011	431
Coonabarabran	2011	380
Dubbo - East	2011	584
Dubbo - South	2011	577
Dubbo - West	2011	566
Dubbo Region	2011	576
Gilgandra	2011	419
Narromine	2011	493
Wellington	2011	405
Branxton - Greta - Pokolbin	2011	604
Cessnock	2011	444
Cessnock Region	2011	494
Dungog	2011	484
Kurri Kurri - Abermain	2011	451
Singleton	2011	655
Singleton Region	2011	605
Maitland	2011	493
Maitland - East	2011	558
Maitland - North	2011	672
Maitland - West	2011	539
Thornton - Millers Forest	2011	656
Anna Bay	2011	465
Lemon Tree Passage - Tanilba Bay	2011	435
Nelson Bay Peninsula	2011	485
Raymond Terrace	2011	489
Seaham - Woodville	2011	637
Tea Gardens - Hawks Nest	2011	422
Williamtown - Medowie - Karuah	2011	559
Muswellbrook	2011	623
Muswellbrook Region	2011	611
Scone	2011	584
Scone Region	2011	528
Dapto - Avondale	2011	464
Horsley - Kembla Grange	2011	588
Port Kembla Industrial	2011	325
Unanderra - Mount Kembla	2011	521
Berkeley - Lake Heights - Cringila	2011	378
Port Kembla - Warrawong	2011	362
Windang - Primbee	2011	394
Illawarra Catchment Reserve	2011	549
Albion Park - Macquarie Pass	2011	559
Albion Park Rail	2011	466
Kiama	2011	545
Kiama Downs - Minnamurra	2011	605
Kiama Hinterland - Gerringong	2011	556
Shellharbour - Flinders	2011	578
Shellharbour - Oak Flats	2011	483
Warilla	2011	390
Balgownie - Fairy Meadow	2011	464
Corrimal - Tarrawanna - Bellambi	2011	466
Figtree - Keiraville	2011	514
Helensburgh	2011	698
Thirroul - Austinmer - Coalcliff	2011	693
Woonona - Bulli - Russell Vale	2011	555
Wollongong - East	2011	544
Wollongong - West	2011	444
Bulahdelah - Stroud	2011	398
Forster	2011	407
Forster-Tuncurry Region	2011	389
Tuncurry	2011	377
Kempsey	2011	386
Kempsey Region	2011	384
Macksville - Scotts Head	2011	381
Nambucca Heads	2011	373
Nambucca Heads Region	2011	381
South West Rocks	2011	386
Lord Howe Island	2011	602
Laurieton - Bonny Hills	2011	399
Port Macquarie - East	2011	502
Port Macquarie - West	2011	415
Port Macquarie Region	2011	428
Wauchope	2011	439
Gloucester	2011	423
Old Bar - Manning Point - Red Head	2011	457
Taree	2011	390
Taree Region	2011	376
Wingham	2011	397
Albury - East	2011	641
Albury - North	2011	511
Albury - South	2011	591
Albury Region	2011	501
Lavington	2011	492
Hay	2011	444
Wentworth - Buronga	2011	463
Wentworth-Balranald Region	2011	479
Corowa	2011	479
Corowa Region	2011	444
Deniliquin	2011	480
Deniliquin Region	2011	427
Moama	2011	481
Tocumwal - Finley - Jerilderie	2011	430
Armidale	2011	488
Armidale Region - North	2011	481
Armidale Region - South	2011	494
Walcha	2011	454
Glen Innes	2011	395
Inverell	2011	467
Inverell Region - East	2011	366
Inverell Region - West	2011	379
Tenterfield	2011	377
Moree	2011	567
Moree Region	2011	555
Narrabri	2011	546
Narrabri Region	2011	511
Gunnedah	2011	486
Gunnedah Region	2011	457
Quirindi	2011	433
Tamworth - East	2011	542
Tamworth - North	2011	567
Tamworth - West	2011	452
Tamworth Region	2011	466
Belmont - Bennetts Green	2011	519
Belmont South - Blacksmiths	2011	455
Charlestown - Dudley	2011	561
Glendale - Cardiff - Hillsborough	2011	571
Mount Hutton - Windale	2011	412
Redhead	2011	527
Swansea - Caves Beach	2011	454
Valentine - Eleebana	2011	662
Warners Bay - Boolaroo	2011	549
Bolton Point - Teralba	2011	445
Bonnells Bay - Silverwater	2011	509
Edgeworth - Cameron Park	2011	568
Morisset - Cooranbong	2011	453
Toronto - Awaba	2011	479
Wangi Wangi - Rathmines	2011	539
West Wallsend - Barnsley - Killingworth	2011	550
Adamstown - Kotara	2011	607
Beresfield - Hexham	2011	437
Hamilton - Broadmeadow	2011	579
Lambton - New Lambton	2011	610
Maryland - Fletcher - Minmi	2011	625
Mayfield - Warabrook	2011	519
Merewether - The Junction	2011	749
Newcastle - Cooks Hill	2011	788
Newcastle Port - Kooragang	2011	625
Shortland - Jesmond	2011	364
Stockton - Fullerton Cove	2011	483
Wallsend - Elermore Vale	2011	500
Waratah - North Lambton	2011	498
Wickham - Carrington - Tighes Hill	2011	618
Ballina	2011	459
Ballina Region	2011	500
Bangalow	2011	515
Brunswick Heads - Ocean Shores	2011	471
Byron Bay	2011	504
Evans Head	2011	397
Lennox Head - Skennars Head	2011	588
Mullumbimby	2011	427
Casino	2011	418
Casino Region	2011	384
Goonellabah	2011	500
Kyogle	2011	381
Lismore	2011	428
Lismore Region	2011	493
Kingscliff - Fingal Head	2011	492
Murwillumbah	2011	415
Murwillumbah Region	2011	437
Pottsville	2011	471
Tweed Heads	2011	438
Banora Point	2011	439
Terranora - North Tumblegum	2011	543
Tweed Heads South	2011	381
Griffith (NSW)	2011	527
Griffith Region	2011	522
Leeton	2011	486
Narrandera	2011	451
Tumbarumba	2011	471
Tumut	2011	465
Tumut Region	2011	499
Cootamundra	2011	426
Gundagai	2011	468
Junee	2011	470
Temora	2011	408
Wagga Wagga - East	2011	625
Wagga Wagga - North	2011	429
Wagga Wagga - South	2011	592
Wagga Wagga - West	2011	549
Wagga Wagga Region	2011	545
Berry - Kangaroo Valley	2011	490
Callala Bay - Currarong	2011	418
Culburra Beach	2011	404
Ettrema - Sassafras - Budawang	2011	420
Huskisson - Vincentia	2011	509
North Nowra - Bomaderry	2011	484
Nowra	2011	442
St Georges Basin - Erowal Bay	2011	381
Sussex Inlet - Berrara	2011	362
Tomerong - Wandandian - Woollamia	2011	475
Ulladulla	2011	395
Ulladulla Region	2011	410
Bowral	2011	574
Hill Top - Colo Vale	2011	560
Mittagong	2011	497
Moss Vale - Berrima	2011	541
Robertson - Fitzroy Falls	2011	591
Southern Highlands	2011	540
Baulkham Hills (East)	2011	718
Baulkham Hills (West) - Bella Vista	2011	717
Glenhaven	2011	731
West Pennant Hills	2011	756
Castle Hill - Central	2011	748
Castle Hill - East	2011	541
Castle Hill - North	2011	737
Castle Hill - South	2011	740
Castle Hill - West	2011	834
Cherrybrook	2011	682
Kellyville	2011	760
Dural - Kenthurst - Wisemans Ferry	2011	651
Galston - Laughtondale	2011	649
Bilpin - Colo - St Albans	2011	534
Kurrajong Heights - Ebenezer	2011	654
Pitt Town - McGraths Hill	2011	650
Rouse Hill - Beaumont Hills	2011	801
Blacktown (East) - Kings Park	2011	541
Blacktown (North) - Marayong	2011	522
Doonside - Woodcroft	2011	521
Lalor Park - Kings Langley	2011	596
Seven Hills - Toongabbie	2011	591
Blacktown (South)	2011	523
Blacktown (West)	2011	528
Glenwood	2011	733
Parklea - Kellyville Ridge	2011	891
Riverstone - Marsden Park	2011	552
Acacia Gardens	2011	837
Quakers Hill	2011	723
Bidwill - Hebersham - Emerton	2011	381
Glendenning - Dean Park	2011	631
Hassall Grove - Plumpton	2011	619
Lethbridge Park - Tregear	2011	388
Mount Druitt - Whalan	2011	396
Prospect Reservoir	2011	825
Rooty Hill - Minchinbury	2011	551
Banksmeadow	2011	549
Botany	2011	697
Mascot - Eastlakes	2011	560
Pagewood - Hillsdale - Daceyville	2011	514
Port Botany Industrial	2011	0
Sydney Airport	2011	0
Marrickville	2011	618
Petersham - Stanmore	2011	877
Sydenham - Tempe - St Peters	2011	757
Darlinghurst	2011	1111
Erskineville - Alexandria	2011	1182
Glebe - Forest Lodge	2011	860
Newtown - Camperdown - Darlington	2011	876
Potts Point - Woolloomooloo	2011	1104
Pyrmont - Ultimo	2011	856
Redfern - Chippendale	2011	785
Surry Hills	2011	986
Sydney - Haymarket - The Rocks	2011	578
Waterloo - Beaconsfield	2011	725
Bondi - Tamarama - Bronte	2011	1006
Bondi Beach - North Bondi	2011	1041
Bondi Junction - Waverly	2011	903
Centennial Park	2011	0
Double Bay - Bellevue Hill	2011	1171
Dover Heights	2011	896
Paddington - Moore Park	2011	1204
Rose Bay - Vaucluse - Watsons Bay	2011	982
Woollahra	2011	1145
Coogee - Clovelly	2011	1023
Malabar - La Perouse - Chifley	2011	569
Kensington (NSW)	2011	500
Kingsford	2011	477
Maroubra - North	2011	749
Maroubra - South	2011	652
Maroubra - West	2011	619
Randwick - North	2011	953
Randwick - South	2011	853
Bass Hill - Georges Hall	2011	405
Chullora	2011	0
Condell Park	2011	406
Greenacre - Mount Lewis	2011	361
Padstow	2011	557
Panania - Milperra - Picnic Point	2011	606
Revesby	2011	517
Yagoona - Birrong	2011	390
Bankstown - North	2011	385
Bankstown - South	2011	369
Belmore - Belfield	2011	434
Canterbury (South) - Campsie	2011	404
Kingsgrove (North) - Earlwood	2011	539
Punchbowl	2011	358
Roselands	2011	489
Lakemba	2011	357
Wiley Park	2011	370
Hurstville	2011	422
Mortdale - Penshurst	2011	646
Narwee - Beverly Hills	2011	488
Oatley - Hurstville Grove	2011	688
Peakhurst - Lugarno	2011	570
Riverwood	2011	384
South Hurstville - Blakehurst	2011	572
Arncliffe - Bardwell Valley	2011	555
Bexley	2011	533
Kingsgrove (South) - Bardwell Park	2011	522
Kogarah	2011	583
Kogarah Bay - Carlton - Allawah	2011	584
Monterey - Brighton-le-Sands - Kyeemagh	2011	593
Rockdale - Banksia	2011	531
Sans Souci - Ramsgate	2011	627
Concord - Mortlake - Cabarita	2011	736
Concord West - North Strathfield	2011	706
Drummoyne - Rodd Point	2011	938
Five Dock - Abbotsford	2011	819
Balmain	2011	1241
Leichhardt - Annandale	2011	991
Lilyfield - Rozelle	2011	1117
Ashfield	2011	576
Burwood - Croydon	2011	487
Canterbury (North) - Ashbury	2011	618
Croydon Park - Enfield	2011	550
Dulwich Hill - Lewisham	2011	772
Haberfield - Summer Hill	2011	746
Homebush	2011	585
Strathfield	2011	551
Strathfield South	2011	566
Chatswood (East) - Artarmon	2011	730
Chatswood (West) - Lane Cove North	2011	868
Lane Cove - Greenwich	2011	978
St Leonards - Naremburn	2011	1193
Willoughby - Castle Cove - Northbridge	2011	928
Asquith - Mount Colah	2011	693
Berowra - Brooklyn - Cowan	2011	720
Normanhurst - Thornleigh - Westleigh	2011	709
Hornsby - East	2011	687
Hornsby - West	2011	664
Waitara - Wahroonga (West)	2011	690
Gordon - Killara	2011	780
Lindfield - Roseville	2011	883
Pymble	2011	853
St Ives	2011	784
Turramurra	2011	761
Wahroonga (East) - Warrawee	2011	832
Cremorne - Cammeray	2011	1204
Crows Nest - Waverton	2011	1179
Mosman	2011	1118
Neutral Bay - Kirribilli	2011	1221
North Sydney - Lavender Bay	2011	1273
Balgowlah - Clontarf - Seaforth	2011	885
Manly - Fairlight	2011	1068
Avalon - Palm Beach	2011	770
Bayview - Elanora Heights	2011	741
Newport - Bilgola	2011	784
Warriewood - Mona Vale	2011	735
Beacon Hill - Narraweena	2011	602
Cromer	2011	663
Dee Why - North Curl Curl	2011	770
Forestville - Killarney Heights	2011	696
Frenchs Forest - Belrose	2011	712
Freshwater - Brookvale	2011	888
Manly Vale - Allambie Heights	2011	721
Narrabeen - Collaroy	2011	780
Terrey Hills - Duffys Forest	2011	726
Camden - Ellis Lane	2011	641
Elderslie - Harrington Park	2011	706
Mount Annan - Currans Hill	2011	768
Bradbury - Wedderburn	2011	498
Campbelltown - Woodbine	2011	542
Claymore - Eagle Vale - Raby	2011	586
Holsworthy Military Area	2011	0
Ingleburn - Denham Court	2011	562
Leumeah - Minto Heights	2011	603
Macquarie Fields - Glenfield	2011	487
Minto - St Andrews	2011	547
Rosemeadow - Glen Alpine	2011	559
Bargo	2011	559
Douglas Park - Appin	2011	651
Picton - Tahmoor - Buxton	2011	577
The Oaks - Oakdale	2011	633
Blackheath - Megalong Valley	2011	518
Blaxland - Warrimoo - Lapstone	2011	694
Blue Mountains - North	2011	500
Katoomba - Leura	2011	493
Lawson - Hazelbrook - Linden	2011	580
Springwood - Winmalee	2011	647
Wentworth Falls	2011	534
Blue Mountains - South	2011	325
Cambridge Park	2011	640
Castlereagh - Cranebrook	2011	638
Emu Plains - Leonay	2011	677
Glenmore Park - Regentville	2011	780
Jamisontown - South Penrith	2011	629
Kingswood - Werrington	2011	572
Mulgoa - Luddenham - Orchard Hills	2011	629
Penrith	2011	544
Warragamba - Silverdale	2011	650
Richmond - Clarendon	2011	591
Windsor - Bligh Park	2011	606
Yarramundi - Londonderry	2011	574
Erskine Park	2011	678
St Clair	2011	665
Colyton - Oxley Park	2011	526
St Marys - North St Marys	2011	480
Homebush Bay - Silverwater	2011	931
Rookwood Cemetery	2011	900
Auburn - Central	2011	341
Auburn - North	2011	361
Auburn - South	2011	361
Berala	2011	392
Lidcombe	2011	444
Regents Park	2011	399
Carlingford	2011	597
Ermington - Rydalmere	2011	531
Oatlands - Dundas Valley	2011	563
Chester Hill - Sefton	2011	387
Fairfield - East	2011	350
Granville - Clyde	2011	396
Greystanes - Pemulwuy	2011	598
Guildford - South Granville	2011	351
Guildford West - Merrylands West	2011	466
Merrylands - Holroyd	2011	456
Smithfield Industrial	2011	466
Yennora Industrial	2011	799
North Parramatta	2011	615
North Rocks	2011	676
Northmead	2011	709
Parramatta - Rosehill	2011	589
Toongabbie - Constitution Hill	2011	575
Winston Hills	2011	696
Pendle Hill - Girraween	2011	530
Wentworthville - Westmead	2011	539
Epping - North Epping	2011	657
Pennant Hills - Cheltenham	2011	747
Eastwood - Denistone	2011	572
Gladesville - Huntleys Point	2011	805
Hunters Hill - Woolwich	2011	801
Macquarie Park - Marsfield	2011	558
North Ryde - East Ryde	2011	604
West Ryde - Meadowbank	2011	691
Putney	2011	765
Ryde	2011	630
Ashcroft - Busby - Miller	2011	339
Austral - Greendale	2011	471
Cobbitty - Leppington	2011	522
Badgerys Creek	2011	433
Cecil Hills	2011	598
Green Valley	2011	467
Hinchinbrook	2011	537
Hoxton Park - Carnes Hill - Horningsea Park	2011	637
West Hoxton - Middleton Grange	2011	676
Bonnyrigg Heights - Bonnyrigg	2011	375
Bossley Park - Abbotsbury	2011	477
Cabramatta - Lansvale	2011	331
Cabramatta West - Mount Pritchard	2011	364
Canley Vale - Canley Heights	2011	340
Edensor Park	2011	460
Fairfield	2011	338
Fairfield - West	2011	357
Greenfield Park - Prairiewood	2011	392
Horsley Park - Kemps Creek	2011	537
Smithfield - Wetherill Park	2011	396
St Johns Park - Wakeley	2011	387
Wetherill Park Industrial	2011	340
Casula	2011	529
Chipping Norton - Moorebank	2011	628
Holsworthy - Wattle Grove	2011	795
Liverpool	2011	384
Lurnea - Cartwright	2011	364
Prestons - Edmondson Park	2011	652
Warwick Farm	2011	358
Gymea - Grays Point	2011	730
Miranda - Yowie Bay	2011	647
Sylvania - Taren Point	2011	632
Caringbah	2011	729
Caringbah South	2011	682
Cronulla - Kurnell - Bundeena	2011	817
Lilli Pilli - Port Hacking - Dolans Bay	2011	786
Woolaware - Burraneer	2011	774
Heathcote - Waterfall	2011	618
Illawong - Alfords Point	2011	722
Menai - Lucas Heights - Woronora	2011	733
Oyster Bay - Como - Jannali	2011	735
Royal National Park	2011	333
Sutherland - Kirrawee	2011	723
Engadine	2011	696
Loftus - Yarrawarrah	2011	690
Woronora Heights	2011	783
Migratory - Offshore - Shipping (NSW)	2011	490
No usual address (NSW)	2011	349
Alfredton	2011	607
Ballarat	2011	575
Ballarat - North	2011	534
Ballarat - South	2011	464
Buninyong	2011	532
Delacombe	2011	514
Smythes Creek	2011	565
Wendouree - Miners Rest	2011	457
Bacchus Marsh Region	2011	518
Creswick - Clunes	2011	446
Daylesford	2011	461
Gordon (Vic.)	2011	510
Avoca	2011	374
Beaufort	2011	406
Golden Plains - North	2011	449
Maryborough (Vic.)	2011	387
Maryborough Region	2011	371
Bendigo	2011	484
California Gully - Eaglehawk	2011	448
East Bendigo - Kennington	2011	547
Flora Hill - Spring Gully	2011	515
Kangaroo Flat - Golden Square	2011	492
Maiden Gully	2011	640
Strathfieldsaye	2011	664
White Hills - Ascot	2011	568
Bendigo Region - South	2011	572
Castlemaine	2011	471
Castlemaine Region	2011	448
Heathcote	2011	378
Kyneton	2011	506
Woodend	2011	620
Bendigo Region - North	2011	472
Loddon	2011	375
Bannockburn	2011	624
Golden Plains - South	2011	533
Winchelsea	2011	525
Belmont	2011	528
Corio - Norlane	2011	377
Geelong	2011	585
Geelong West - Hamlyn Heights	2011	572
Grovedale	2011	545
Highton	2011	581
Lara	2011	579
Leopold	2011	545
Newcomb - Moolap	2011	462
Newtown (Vic.)	2011	642
North Geelong - Bell Park	2011	435
Clifton Springs	2011	490
Lorne - Anglesea	2011	535
