SA2_NAME16	Year	averageHouseholdSize
College Grove - Carey Park	2006	2.5
Collie	2006	2.6
Dardanup	2006	2.8
Davenport	2006	0
Eaton - Pelican Point	2006	2.8
Harvey	2006	2.6
East Bunbury - Glen Iris	2006	2.5
Waroona	2006	2.6
Dalyellup	2006	3.2
Gelorup - Stratham	2006	3.1
South Bunbury - Bunbury	2006	2.2
Withers - Usher	2006	2.4
Bridgetown - Boyup Brook	2006	2.3
Donnybrook - Balingup	2006	2.5
Manjimup	2006	2.6
Pemberton	2006	2.5
Dawesville - Bouvard	2006	2.7
Falcon - Wannanup	2006	2.4
Greenfields	2006	2.5
Halls Head - Erskine	2006	2.6
Mandurah	2006	1.9
Mandurah - East	2006	2.4
Mandurah - North	2006	2.7
Mandurah - South	2006	2.2
Pinjarra	2006	2.5
City Beach	2006	2.8
Claremont (WA)	2006	2.1
Cottesloe	2006	2.5
Floreat	2006	2.9
Mosman Park - Peppermint Grove	2006	2.3
Nedlands - Dalkeith - Crawley	2006	2.6
Swanbourne - Mount Claremont	2006	2.7
Kings Park (WA)	2006	0
Mount Hawthorn - Leederville	2006	2.3
Mount Lawley - Inglewood	2006	2.2
North Perth	2006	2.2
Perth City	2006	1.8
Subiaco - Shenton Park	2006	2.1
Wembley - West Leederville - Glendalough	2006	2.1
Bassendean - Eden Hill - Ashfield	2006	2.3
Bayswater - Embleton - Bedford	2006	2.3
Maylands	2006	1.8
Morley	2006	2.5
Noranda	2006	2.8
Chidlow	2006	2.8
Glen Forrest - Darlington	2006	2.8
Helena Valley - Koongamia	2006	2.8
Malmalling - Reservoir	2006	0
Mundaring	2006	2.8
Swan View - Greenmount - Midvale	2006	2.6
Avon Valley National Park	2006	0
Ballajura	2006	3.1
Beechboro	2006	2.9
Bullsbrook	2006	2.8
Ellenbrook	2006	3
Gidgegannup	2006	2.9
Hazelmere - Guildford	2006	2.5
Lockridge - Kiara	2006	2.6
Malaga	2006	0
Melaleuca - Lexia	2006	0
Middle Swan - Herne Hill	2006	2.6
Midland - Guildford	2006	2.1
Stratton - Jane Brook	2006	2.9
The Vines	2006	2.9
Walyunga National Park	2006	0
Craigie - Beldon	2006	2.5
Currambine - Kinross	2006	3.2
Duncraig	2006	2.8
Greenwood - Warwick	2006	2.6
Heathridge - Connolly	2006	2.7
Hillarys	2006	2.9
Iluka - Burns Beach	2006	3.3
Joondalup - Edgewater	2006	2.7
Kingsley	2006	2.8
Mullaloo - Kallaroo	2006	2.8
Ocean Reef	2006	3.1
Padbury	2006	2.6
Sorrento - Marmion	2006	2.8
Woodvale	2006	3.1
Balcatta - Hamersley	2006	2.3
Balga - Mirrabooka	2006	2.7
Dianella	2006	2.4
Herdsman	2006	0
Innaloo - Doubleview	2006	2.2
Karrinyup - Gwelup - Carine	2006	2.7
Nollamara - Westminster	2006	2.2
Osborne Park Industrial	2006	0
Scarborough	2006	2
Stirling - Osborne Park	2006	2.3
Trigg - North Beach - Watermans Bay	2006	2.3
Tuart Hill - Joondanna	2006	1.8
Wembley Downs - Churchlands - Woodlands	2006	2.5
Yokine - Coolbinia - Menora	2006	2.1
Alexander Heights - Koondoola	2006	2.9
Butler - Merriwa - Ridgewood	2006	2.8
Carramar	2006	3.2
Clarkson	2006	2.9
Girrawheen	2006	2.6
Madeley - Darch - Landsdale	2006	3.2
Marangaroo	2006	2.9
Mindarie - Quinns Rocks - Jindalee	2006	3
Neerabup National Park	2006	0
Tapping - Ashby - Sinagra	2006	2.8
Wanneroo	2006	2.7
Alkimos - Eglinton	2006	0
Carabooda - Pinjar	2006	3
Two Rocks	2006	2.4
Yanchep	2006	2.6
Armadale - Wungong - Brookdale	2006	2.5
Ashendon - Lesley	2006	0
Camillo - Champion Lakes	2006	2.7
Forrestdale - Harrisdale - Piara Waters	2006	2.8
Kelmscott	2006	2.5
Mount Nasura - Mount Richon - Bedfordale	2006	2.6
Roleystone	2006	2.8
Seville Grove	2006	3
Belmont - Ascot - Redcliffe	2006	2.2
East Victoria Park - Carlisle	2006	2.1
Kewdale Commercial	2006	0
Perth Airport	2006	0
Rivervale - Kewdale - Cloverdale	2006	2.2
Victoria Park - Lathlain - Burswood	2006	2
Bentley - Wilson - St James	2006	2.2
Canning Vale - West	2006	3.3
Canning Vale Commercial	2006	0
Cannington - Queens Park	2006	2.4
Parkwood - Ferndale - Lynwood	2006	2.5
Riverton - Shelley - Rossmoyne	2006	2.6
Welshpool	2006	1
Willetton	2006	2.9
Beckenham - Kenwick - Langford	2006	2.6
Canning Vale - East	2006	3.2
Gosnells	2006	2.4
Huntingdale - Southern River	2006	2.9
Maddington - Orange Grove - Martin	2006	2.5
Thornlie	2006	2.8
Forrestfield - Wattle Grove	2006	2.6
High Wycombe	2006	2.8
Kalamunda - Maida Vale - Gooseberry Hill	2006	2.6
Lesmurdie - Bickley - Carmel	2006	2.8
Byford	2006	3
Mundijong	2006	3
Serpentine - Jarrahdale	2006	2.7
Como	2006	1.9
Manning - Waterford	2006	2.6
South Perth - Kensington	2006	2.2
Banjup	2006	3.2
Bibra Industrial	2006	0
Bibra Lake	2006	0
Coogee	2006	2.8
Coolbellup	2006	2.4
Hamilton Hill	2006	2.2
Henderson	2006	0
North Coogee	2006	0
South Lake - Cockburn Central	2006	2.6
Spearwood	2006	2.5
Success - Hammond Park	2006	2.8
Yangebup	2006	2.7
Beeliar - Wattleup	2006	3
Jandakot	2006	3.1
East Fremantle	2006	2.4
Fremantle	2006	2
Fremantle - South	2006	2.3
O'Connor (WA)	2006	0
Bertram - Wellard (West)	2006	2.9
Calista	2006	2.3
Hope Valley - Postans	2006	2.7
Kwinana Industrial	2006	3
Parmelia - Orelia	2006	2.5
Casuarina - Wandi	2006	3.3
Applecross - Ardross	2006	2.5
Bateman	2006	2.9
Bicton - Palmyra	2006	2.1
Booragoon	2006	2.4
Bull Creek	2006	2.7
Leeming	2006	3
Melville	2006	2.4
Murdoch - Kardinya	2006	2.8
Willagee	2006	2.2
Winthrop	2006	3.3
Baldivis	2006	3.1
Cooloongup	2006	2.5
Port Kennedy	2006	3.1
Rockingham	2006	2.1
Rockingham Lakes	2006	0
Safety Bay - Shoalwater	2006	2.3
Singleton - Golden Bay - Secret Harbour	2006	3.1
Waikiki	2006	2.8
Warnbro	2006	2.8
Albany	2006	2.3
Albany Region	2006	2.7
Bayonet Head - Lower King	2006	2.7
Denmark	2006	2.3
Gnowangerup	2006	2.5
Katanning	2006	2.6
Kojonup	2006	2.5
Little Grove - Elleker	2006	2.7
McKail - Willyung	2006	2.7
Plantagenet	2006	2.5
Stirling Range National Park	2006	0
Chittering	2006	2.7
Cunderdin	2006	2.4
Dowerin	2006	2.4
Gingin - Dandaragan	2006	2.4
Merredin	2006	2.4
Moora	2006	2.6
Mukinbudin	2006	2.5
Northam	2006	2.5
Toodyay	2006	2.5
York - Beverley	2006	2.3
Brookton	2006	2.4
Kulin	2006	2.5
Murray	2006	2.6
Narrogin	2006	2.4
Wagin	2006	2.5
Broome	2006	2.6
Derby - West Kimberley	2006	3.3
Halls Creek	2006	3.6
Kununurra	2006	3
Roebuck	2006	3.3
East Pilbara	2006	3.9
Newman	2006	2.8
Port Hedland	2006	2.5
South Hedland	2006	2.8
Ashburton (WA)	2006	2.8
Karratha	2006	2.8
Roebourne	2006	3
Esperance	2006	2.5
Esperance Region	2006	2.6
Carnarvon	2006	2.6
Exmouth	2006	2.3
Boulder	2006	2.6
Kalgoorlie	2006	2.7
Kalgoorlie - North	2006	2.8
Kalgoorlie Airport	2006	0
Kambalda - Coolgardie - Norseman	2006	2.6
Leinster - Leonora	2006	3.1
Trafalgar (WA)	2006	0
Geraldton	2006	2.3
Geraldton - East	2006	3
Geraldton - North	2006	2.8
Geraldton - South	2006	2.8
Irwin	2006	2.4
Meekatharra	2006	2.7
Morawa	2006	2.4
Northampton - Mullewa - Greenough	2006	2.5
Migratory - Offshore - Shipping (WA)	2006	0
No usual address (WA)	2006	0
Bridgewater - Gagebrook	2006	2.8
Brighton - Pontville	2006	2.9
Old Beach - Otago	2006	2.9
Bellerive - Rosny	2006	2.2
Cambridge	2006	2.9
Geilston Bay - Risdon	2006	2.5
Howrah - Tranmere	2006	2.4
Lindisfarne - Rose Bay	2006	2.3
Mornington - Warrane	2006	2.4
Risdon Vale	2006	2.6
Rokeby	2006	2.6
South Arm	2006	2.7
Austins Ferry - Granton	2006	2.7
Berriedale - Chigwell	2006	2.4
Claremont (Tas.)	2006	2.4
Derwent Park - Lutana	2006	2.3
Glenorchy	2006	2.2
Montrose - Rosetta	2006	2.3
Moonah	2006	2.2
New Norfolk	2006	2.5
West Moonah	2006	2.4
Kingston - Huntingfield	2006	2.6
Kingston Beach - Blackmans Bay	2006	2.6
Margate - Snug	2006	2.8
Mount Wellington	2006	0
Taroona - Bonnet Hill	2006	2.5
Hobart	2006	2.1
Lenah Valley - Mount Stuart	2006	2.4
Mount Nelson - Dynnyrne	2006	2.4
New Town	2006	2.1
Sandy Bay	2006	2.3
South Hobart - Fern Tree	2006	2.3
West Hobart	2006	2.2
Dodges Ferry - Lewisham	2006	2.5
Sorell - Richmond	2006	2.5
Invermay	2006	2.1
Kings Meadows - Punchbowl	2006	2.2
Launceston	2006	2.2
Legana	2006	2.9
Mowbray	2006	2.3
Newnham - Mayfield	2006	2.4
Newstead	2006	2.3
Norwood (Tas.)	2006	2.4
Prospect Vale - Blackstone	2006	2.5
Ravenswood	2006	2.5
Riverside	2006	2.6
South Launceston	2006	2.1
Summerhill - Prospect	2006	2.4
Trevallyn	2006	2.5
Waverley - St Leonards	2006	2.5
West Launceston	2006	2.4
Youngtown - Relbia	2006	2.5
Beauty Point - Beaconsfield	2006	2.4
Deloraine	2006	2.4
Grindelwald - Lanena	2006	2.6
Hadspen - Carrick	2006	2.7
Westbury	2006	2.5
Dilston - Lilydale	2006	2.7
George Town	2006	2.5
Longford	2006	2.5
Northern Midlands	2006	2.4
Perth - Evandale	2006	2.6
St Helens - Scamander	2006	2.2
Flinders and Cape Barren Islands	2006	2.1
Scottsdale - Bridport	2006	2.4
Central Highlands	2006	2.4
Derwent Valley	2006	2.6
Southern Midlands	2006	2.6
Wilderness - East	2006	0
Bruny Island - Kettering	2006	2.3
Cygnet	2006	2.5
Geeveston - Dover	2006	2.4
Huonville - Franklin	2006	2.7
Forestier - Tasman	2006	2.2
Triabunna - Bicheno	2006	2.2
Acton - Upper Burnie	2006	2.2
Burnie - Ulverstone Region	2006	2.7
Burnie - Wivenhoe	2006	2.2
Parklands - Camdale	2006	2.5
Penguin - Sulphur Creek	2006	2.5
Romaine - Havenview	2006	2.6
Somerset	2006	2.4
Ulverstone	2006	2.3
West Ulverstone	2006	2.4
Wynyard	2006	2.3
Devonport	2006	2.3
East Devonport	2006	2.4
Latrobe	2006	2.5
Miandetta - Don	2006	2.6
Port Sorell	2006	2.4
Quoiba - Spreyton	2006	2.7
Sheffield - Railton	2006	2.6
Turners Beach - Forth	2006	2.6
King Island	2006	2.3
North West	2006	2.6
Smithton	2006	2.4
Waratah	2006	2.7
West Coast (Tas.)	2006	2.3
Wilderness - West	2006	0
Migratory - Offshore - Shipping (Tas.)	2006	0
No usual address (Tas.)	2006	0
Darwin Airport	2006	1
Darwin City	2006	1.8
East Point	2006	0
Fannie Bay - The Gardens	2006	2.1
Larrakeyah	2006	2.3
Ludmilla - The Narrows	2006	2.7
Parap	2006	2.3
Stuart Park	2006	2.1
Woolner - Bayview - Winnellie	2006	2.4
Alawa	2006	2.8
Anula	2006	2.9
Berrimah	2006	2.8
Brinkin - Nakara	2006	2.8
Buffalo Creek	2006	0
Charles Darwin	2006	0
Coconut Grove	2006	2
East Arm	2006	0
Jingili	2006	2.9
Karama	2006	3
Leanyer	2006	2.8
Lyons (NT)	2006	1.6
Malak - Marrara	2006	2.7
Millner	2006	2.5
Moil	2006	2.9
Nightcliff	2006	2.2
Rapid Creek	2006	2.2
Tiwi	2006	2.6
Wagaman	2006	3
Wanguri	2006	3
Wulagi	2006	3
Howard Springs	2006	2.9
Humpty Doo	2006	2.8
Koolpinyah	2006	0
Virginia	2006	2.8
Weddell	2006	2.7
Bakewell	2006	2.6
Driver	2006	2.8
Durack - Marlow Lagoon	2006	3.2
Gray	2006	2.5
Moulden	2006	2.8
Palmerston - North	2006	3
Palmerston - South	2006	0
Rosebery - Bellamack	2006	2.8
Woodroffe	2006	2.8
Charles	2006	2.9
East Side	2006	2.6
Flynn (NT)	2006	2.7
Larapinta	2006	2.7
Mount Johns	2006	2.3
Petermann - Simpson	2006	2.6
Ross	2006	2.6
Sandover - Plenty	2006	4.9
Tanami	2006	5.3
Yuendumu - Anmatjere	2006	4.7
Barkly	2006	4.3
Tennant Creek	2006	2.9
Alligator	2006	2.4
Daly	2006	3.5
Thamarrurr	2006	7.1
Tiwi Islands	2006	4
West Arnhem	2006	6.1
Anindilyakwa	2006	4.2
East Arnhem	2006	6.4
Nhulunbuy	2006	3.1
Elsey	2006	4.2
Gulf	2006	5.1
Katherine	2006	2.8
Victoria River	2006	4.7
Migratory - Offshore - Shipping (NT)	2006	0
No usual address (NT)	2006	0
Aranda	2006	2.6
Belconnen	2006	1.9
Bruce	2006	2.6
Charnwood	2006	2.5
Cook	2006	2.2
Dunlop	2006	2.9
Evatt	2006	2.8
Florey	2006	2.8
Flynn (ACT)	2006	2.9
Fraser	2006	2.9
Giralang	2006	2.8
Gooromon	2006	0
Hawker	2006	2.4
Higgins	2006	2.5
Holt	2006	2.3
Kaleen	2006	2.9
Latham	2006	2.6
Lawson	2006	0
Macgregor (ACT)	2006	2.8
Macquarie	2006	2.4
McKellar	2006	3
Melba	2006	2.7
Page	2006	2.2
Scullin	2006	2.4
Spence	2006	2.8
Weetangera	2006	2.8
Molonglo Corridor	2006	2.5
West Belconnen	2006	0
Hume	2006	2
Kowen	2006	2.7
Canberra East	2006	1.7
Canberra Airport	2006	1.9
Majura	2006	2.5
Amaroo	2006	3
Bonner	2006	0
Casey	2006	0
Crace	2006	0
Forde	2006	0
Franklin	2006	0
Gungahlin	2006	2.9
Hall	2006	2.9
Harrison	2006	2.7
Mitchell	2006	0
Ngunnawal	2006	2.6
Nicholls	2006	3.1
Palmerston	2006	2.8
Gungahlin - East	2006	1.4
Gungahlin - West	2006	0
Jacka	2006	0
Kenny	2006	0
Moncrieff	2006	0
Taylor	2006	0
Throsby	2006	0
Acton	2006	1.9
Ainslie	2006	2.4
Braddon	2006	1.8
Civic	2006	1.5
Dickson	2006	2.2
Downer	2006	2.4
Hackett	2006	2.4
Lyneham	2006	2.1
O'Connor (ACT)	2006	2.4
Turner	2006	1.9
Watson	2006	2.3
Black Mountain	2006	0
Campbell	2006	2.4
Duntroon	2006	3
Parkes (ACT) - North	2006	0
Reid	2006	2
Russell	2006	0
Deakin	2006	2.4
Forrest	2006	2.7
Griffith (ACT)	2006	2.1
Lake Burley Griffin	2006	0
Narrabundah	2006	2.2
Parkes (ACT) - South	2006	0
Red Hill (ACT)	2006	2.6
Yarralumla	2006	2.4
Barton	2006	1.9
Fyshwick	2006	3
Kingston (ACT)	2006	1.8
Banks	2006	2.9
Bonython	2006	2.8
Calwell	2006	2.9
Chisholm	2006	3
Conder	2006	3.1
Fadden	2006	3
Gilmore	2006	3.1
Gordon (ACT)	2006	2.8
Gowrie (ACT)	2006	3
Greenway	2006	2.2
Isabella Plains	2006	2.8
Kambah	2006	2.7
Macarthur	2006	3.2
Monash	2006	2.8
Mount Taylor	2006	0
Oxley (ACT)	2006	2.9
Richardson	2006	2.9
Theodore	2006	3
Tuggeranong	2006	2.6
Wanniassa	2006	2.7
Tuggeranong - West	2006	0
Chapman	2006	2.9
Duffy	2006	2.6
Fisher	2006	2.4
Holder	2006	2.4
Rivett	2006	2.4
Stirling	2006	2.6
Waramanga	2006	2.3
Weston	2006	2.3
Scrivener	2006	2
Chifley	2006	2.3
Curtin	2006	2.5
Farrer	2006	2.7
Garran	2006	2.5
Hughes	2006	2.5
Isaacs	2006	2.7
Lyons (ACT)	2006	2.1
Mawson	2006	2.2
O'Malley	2006	3.1
Pearce	2006	2.3
Phillip	2006	1.7
Torrens	2006	2.6
Arboretum	2006	0
Coombs	2006	0
Denman Prospect	2006	0
Molonglo	2006	0
Molonglo - North	2006	0
Wright	2006	0
ACT - South West	2006	2.8
Namadgi	2006	2.1
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	0
Christmas Island	2006	2.6
Cocos (Keeling) Islands	2006	4
Jervis Bay	2006	2.6
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	0
Braidwood	2011	2.3
Karabar	2011	2.7
Queanbeyan	2011	2.1
Queanbeyan - East	2011	2.2
Queanbeyan Region	2011	2.9
Queanbeyan West - Jerrabomberra	2011	3
Bombala	2011	2.2
Cooma	2011	2.3
Cooma Region	2011	2.4
Jindabyne - Berridale	2011	2.5
Batemans Bay	2011	2.3
Batemans Bay - South	2011	2.3
Bega - Tathra	2011	2.4
Bega-Eden Hinterland	2011	2.5
Broulee - Tomakin	2011	2.2
Deua - Wadbilliga	2011	1.8
Eden	2011	2.3
Eurobodalla Hinterland	2011	2.4
Merimbula - Tura Beach	2011	2.2
Moruya - Tuross Head	2011	2.3
Narooma - Bermagui	2011	2.1
Goulburn	2011	2.4
Goulburn Region	2011	2.4
Yass	2011	2.5
Yass Region	2011	2.7
Young	2011	2.5
Young Region	2011	2.4
Avoca Beach - Copacabana	2011	2.8
Box Head - MacMasters Beach	2011	2.5
Calga - Kulnura	2011	2.7
Erina - Green Point	2011	2.5
Gosford - Springfield	2011	2.2
Kariong	2011	3.1
Kincumber - Picketts Valley	2011	2.5
Narara	2011	2.8
Niagara Park - Lisarow	2011	2.9
Point Clare - Koolewong	2011	2.5
Saratoga - Davistown	2011	2.6
Terrigal - North Avoca	2011	2.5
Umina - Booker Bay - Patonga	2011	2.3
Wamberal - Forresters Beach	2011	2.8
Woy Woy - Blackwall	2011	2.2
Wyoming	2011	2.5
Bateau Bay - Killarney Vale	2011	2.5
Blue Haven - San Remo	2011	2.9
Budgewoi - Buff Point - Halekulani	2011	2.3
Chittaway Bay - Tumbi Umbi	2011	2.8
Gorokan - Kanwal - Charmhaven	2011	2.4
Jilliby - Yarramalong	2011	2.9
Lake Munmorah - Mannering Park	2011	2.3
Ourimbah - Fountaindale	2011	2.8
Summerland Point - Gwandalan	2011	2.5
The Entrance	2011	2.2
Toukley - Norah Head	2011	2.2
Tuggerah - Kangy Angy	2011	2.8
Warnervale - Wadalba	2011	3
Wyong	2011	2.5
Bathurst	2011	2.4
Bathurst - East	2011	2.8
Bathurst Region	2011	2.6
Oberon	2011	2.4
Condobolin	2011	2.5
Cowra	2011	2.3
Cowra Region	2011	2.4
Forbes	2011	2.4
Grenfell	2011	2.3
Parkes (NSW)	2011	2.5
Parkes Region	2011	2.4
West Wyalong	2011	2.4
Lithgow	2011	2.3
Lithgow Region	2011	2.5
Mudgee	2011	2.5
Mudgee Region - East	2011	2.2
Mudgee Region - West	2011	2.5
Wollangambe - Wollemi	2011	0
Blayney	2011	2.5
Orange	2011	2.3
Orange - North	2011	2.7
Orange Region	2011	2.7
Grafton	2011	2.4
Grafton Region	2011	2.5
Maclean - Yamba - Iluka	2011	2.2
Bellingen	2011	2.5
Coffs Harbour - North	2011	2.3
Coffs Harbour - South	2011	2.2
Coramba - Nana Glen - Bucca	2011	2.7
Dorrigo	2011	2.2
Korora - Emerald Beach	2011	2.7
Sawtell - Boambee	2011	2.5
Urunga	2011	2.3
Woolgoolga - Arrawarra	2011	2.5
Bourke - Brewarrina	2011	2.6
Cobar	2011	2.4
Coonamble	2011	2.5
Nyngan - Warren	2011	2.4
Walgett - Lightning Ridge	2011	2.3
Broken Hill	2011	2.2
Far West	2011	2.4
Coonabarabran	2011	2.4
Dubbo - East	2011	2.7
Dubbo - South	2011	2.4
Dubbo - West	2011	2.7
Dubbo Region	2011	2.7
Gilgandra	2011	2.4
Narromine	2011	2.5
Wellington	2011	2.4
Branxton - Greta - Pokolbin	2011	2.8
Cessnock	2011	2.5
Cessnock Region	2011	2.7
Dungog	2011	2.5
Kurri Kurri - Abermain	2011	2.6
Singleton	2011	2.7
Singleton Region	2011	2.8
Maitland	2011	2.4
Maitland - East	2011	2.6
Maitland - North	2011	2.8
Maitland - West	2011	2.7
Thornton - Millers Forest	2011	3
Anna Bay	2011	2.6
Lemon Tree Passage - Tanilba Bay	2011	2.4
Nelson Bay Peninsula	2011	2.3
Raymond Terrace	2011	2.6
Seaham - Woodville	2011	3.2
Tea Gardens - Hawks Nest	2011	2.1
Williamtown - Medowie - Karuah	2011	2.8
Muswellbrook	2011	2.5
Muswellbrook Region	2011	2.6
Scone	2011	2.5
Scone Region	2011	2.4
Dapto - Avondale	2011	2.6
Horsley - Kembla Grange	2011	3.1
Port Kembla Industrial	2011	0
Unanderra - Mount Kembla	2011	2.8
Berkeley - Lake Heights - Cringila	2011	2.6
Port Kembla - Warrawong	2011	2.4
Windang - Primbee	2011	2.2
Illawarra Catchment Reserve	2011	0
Albion Park - Macquarie Pass	2011	3
Albion Park Rail	2011	2.7
Kiama	2011	2.3
Kiama Downs - Minnamurra	2011	2.7
Kiama Hinterland - Gerringong	2011	2.6
Shellharbour - Flinders	2011	2.9
Shellharbour - Oak Flats	2011	2.7
Warilla	2011	2.5
Balgownie - Fairy Meadow	2011	2.5
Corrimal - Tarrawanna - Bellambi	2011	2.4
Figtree - Keiraville	2011	2.7
Helensburgh	2011	3
Thirroul - Austinmer - Coalcliff	2011	2.7
Woonona - Bulli - Russell Vale	2011	2.6
Wollongong - East	2011	2
Wollongong - West	2011	2.4
Bulahdelah - Stroud	2011	2.5
Forster	2011	2.2
Forster-Tuncurry Region	2011	2.4
Tuncurry	2011	2
Kempsey	2011	2.5
Kempsey Region	2011	2.4
Macksville - Scotts Head	2011	2.3
Nambucca Heads	2011	2.1
Nambucca Heads Region	2011	2.5
South West Rocks	2011	2.2
Lord Howe Island	2011	2.3
Laurieton - Bonny Hills	2011	2.3
Port Macquarie - East	2011	2.3
Port Macquarie - West	2011	2.2
Port Macquarie Region	2011	2.5
Wauchope	2011	2.6
Gloucester	2011	2.3
Old Bar - Manning Point - Red Head	2011	2.4
Taree	2011	2.3
Taree Region	2011	2.4
Wingham	2011	2.4
Albury - East	2011	2.6
Albury - North	2011	2.4
Albury - South	2011	2.2
Albury Region	2011	2.6
Lavington	2011	2.2
Hay	2011	2.4
Wentworth - Buronga	2011	2.5
Wentworth-Balranald Region	2011	2.4
Corowa	2011	2.3
Corowa Region	2011	2.4
Deniliquin	2011	2.3
Deniliquin Region	2011	2.4
Moama	2011	2.3
Tocumwal - Finley - Jerilderie	2011	2.3
Armidale	2011	2.4
Armidale Region - North	2011	2.5
Armidale Region - South	2011	2.6
Walcha	2011	2.3
Glen Innes	2011	2.3
Inverell	2011	2.4
Inverell Region - East	2011	2.6
Inverell Region - West	2011	2.3
Tenterfield	2011	2.3
Moree	2011	2.5
Moree Region	2011	2.7
Narrabri	2011	2.5
Narrabri Region	2011	2.5
Gunnedah	2011	2.4
Gunnedah Region	2011	2.7
Quirindi	2011	2.4
Tamworth - East	2011	2.4
Tamworth - North	2011	2.3
Tamworth - West	2011	2.8
Tamworth Region	2011	2.5
Belmont - Bennetts Green	2011	2.5
Belmont South - Blacksmiths	2011	2.3
Charlestown - Dudley	2011	2.5
Glendale - Cardiff - Hillsborough	2011	2.6
Mount Hutton - Windale	2011	2.5
Redhead	2011	2.5
Swansea - Caves Beach	2011	2.4
Valentine - Eleebana	2011	2.7
Warners Bay - Boolaroo	2011	2.5
Bolton Point - Teralba	2011	2.5
Bonnells Bay - Silverwater	2011	2.5
Edgeworth - Cameron Park	2011	2.8
Morisset - Cooranbong	2011	2.5
Toronto - Awaba	2011	2.5
Wangi Wangi - Rathmines	2011	2.5
West Wallsend - Barnsley - Killingworth	2011	2.8
Adamstown - Kotara	2011	2.5
Beresfield - Hexham	2011	2.5
Hamilton - Broadmeadow	2011	2.2
Lambton - New Lambton	2011	2.4
Maryland - Fletcher - Minmi	2011	3
Mayfield - Warabrook	2011	2.3
Merewether - The Junction	2011	2.4
Newcastle - Cooks Hill	2011	2
Newcastle Port - Kooragang	2011	2
Shortland - Jesmond	2011	2.4
Stockton - Fullerton Cove	2011	2.3
Wallsend - Elermore Vale	2011	2.5
Waratah - North Lambton	2011	2.3
Wickham - Carrington - Tighes Hill	2011	2.2
Ballina	2011	2.1
Ballina Region	2011	2.5
Bangalow	2011	2.6
Brunswick Heads - Ocean Shores	2011	2.4
Byron Bay	2011	2.3
Evans Head	2011	2.2
Lennox Head - Skennars Head	2011	2.6
Mullumbimby	2011	2.5
Casino	2011	2.4
Casino Region	2011	2.6
Goonellabah	2011	2.5
Kyogle	2011	2.4
Lismore	2011	2.3
Lismore Region	2011	2.6
Kingscliff - Fingal Head	2011	2.3
Murwillumbah	2011	2.4
Murwillumbah Region	2011	2.5
Pottsville	2011	2.5
Tweed Heads	2011	2.2
Banora Point	2011	2.4
Terranora - North Tumblegum	2011	3.1
Tweed Heads South	2011	2.1
Griffith (NSW)	2011	2.6
Griffith Region	2011	2.7
Leeton	2011	2.5
Narrandera	2011	2.4
Tumbarumba	2011	2.3
Tumut	2011	2.4
Tumut Region	2011	2.4
Cootamundra	2011	2.3
Gundagai	2011	2.4
Junee	2011	2.5
Temora	2011	2.3
Wagga Wagga - East	2011	2.6
Wagga Wagga - North	2011	2.7
Wagga Wagga - South	2011	2.6
Wagga Wagga - West	2011	2.2
Wagga Wagga Region	2011	2.6
Berry - Kangaroo Valley	2011	2.3
Callala Bay - Currarong	2011	2.4
Culburra Beach	2011	2.2
Ettrema - Sassafras - Budawang	2011	1.7
Huskisson - Vincentia	2011	2.1
North Nowra - Bomaderry	2011	2.5
Nowra	2011	2.5
St Georges Basin - Erowal Bay	2011	2.4
Sussex Inlet - Berrara	2011	2
Tomerong - Wandandian - Woollamia	2011	2.7
Ulladulla	2011	2.3
Ulladulla Region	2011	2.3
Bowral	2011	2.4
Hill Top - Colo Vale	2011	2.9
Mittagong	2011	2.4
Moss Vale - Berrima	2011	2.4
Robertson - Fitzroy Falls	2011	2.5
Southern Highlands	2011	2.4
Baulkham Hills (East)	2011	2.8
Baulkham Hills (West) - Bella Vista	2011	3.3
Glenhaven	2011	3.1
West Pennant Hills	2011	3.2
Castle Hill - Central	2011	2.7
Castle Hill - East	2011	3
Castle Hill - North	2011	3
Castle Hill - South	2011	2.9
Castle Hill - West	2011	3.5
Cherrybrook	2011	3.2
Kellyville	2011	3.4
Dural - Kenthurst - Wisemans Ferry	2011	3.1
Galston - Laughtondale	2011	2.9
Bilpin - Colo - St Albans	2011	2.5
Kurrajong Heights - Ebenezer	2011	3
Pitt Town - McGraths Hill	2011	3
Rouse Hill - Beaumont Hills	2011	3.4
Blacktown (East) - Kings Park	2011	2.7
Blacktown (North) - Marayong	2011	2.9
Doonside - Woodcroft	2011	3.2
Lalor Park - Kings Langley	2011	2.8
Seven Hills - Toongabbie	2011	2.9
Blacktown (South)	2011	2.9
Blacktown (West)	2011	3
Glenwood	2011	3.6
Parklea - Kellyville Ridge	2011	3.3
Riverstone - Marsden Park	2011	2.8
Acacia Gardens	2011	3.4
Quakers Hill	2011	3.2
Bidwill - Hebersham - Emerton	2011	3.1
Glendenning - Dean Park	2011	3.3
Hassall Grove - Plumpton	2011	3.5
Lethbridge Park - Tregear	2011	3
Mount Druitt - Whalan	2011	3.1
Prospect Reservoir	2011	2
Rooty Hill - Minchinbury	2011	3.3
Banksmeadow	2011	0
Botany	2011	2.8
Mascot - Eastlakes	2011	2.6
Pagewood - Hillsdale - Daceyville	2011	2.6
Port Botany Industrial	2011	0
