SA2_NAME16	Year	overseas_visitors
Kangaroo Flat - Golden Square	2006	26
Kangaroo Flat - Golden Square	2011	42
Kangaroo Flat - Golden Square	2016	92
Maiden Gully	2006	3
Maiden Gully	2011	0
Maiden Gully	2016	3
Strathfieldsaye	2006	15
Strathfieldsaye	2011	11
Strathfieldsaye	2016	31
White Hills - Ascot	2006	9
White Hills - Ascot	2011	15
White Hills - Ascot	2016	32
Bendigo Region - South	2006	10
Bendigo Region - South	2011	26
Bendigo Region - South	2016	5
Castlemaine	2006	18
Castlemaine	2011	23
Castlemaine	2016	30
Castlemaine Region	2006	20
Castlemaine Region	2011	48
Castlemaine Region	2016	23
Heathcote	2006	4
Heathcote	2011	10
Heathcote	2016	13
Kyneton	2006	39
Kyneton	2011	26
Kyneton	2016	62
Woodend	2006	16
Woodend	2011	23
Woodend	2016	24
Bendigo Region - North	2006	3
Bendigo Region - North	2011	3
Bendigo Region - North	2016	11
Loddon	2006	6
Loddon	2011	12
Loddon	2016	21
Bannockburn	2006	3
Bannockburn	2011	14
Bannockburn	2016	9
Golden Plains - South	2006	19
Golden Plains - South	2011	7
Golden Plains - South	2016	17
Winchelsea	2006	15
Winchelsea	2011	19
Winchelsea	2016	24
Belmont	2006	76
Belmont	2011	51
Belmont	2016	84
Corio - Norlane	2006	87
Corio - Norlane	2011	81
Corio - Norlane	2016	67
Geelong	2006	114
Geelong	2011	147
Geelong	2016	185
Geelong West - Hamlyn Heights	2006	62
Geelong West - Hamlyn Heights	2011	74
Geelong West - Hamlyn Heights	2016	99
Grovedale	2006	34
Grovedale	2011	64
Grovedale	2016	109
Highton	2006	103
Highton	2011	110
Highton	2016	152
Lara	2006	59
Lara	2011	69
Lara	2016	73
Leopold	2006	22
Leopold	2011	16
Leopold	2016	49
Newcomb - Moolap	2006	29
Newcomb - Moolap	2011	30
Newcomb - Moolap	2016	36
Newtown (Vic.)	2006	15
Newtown (Vic.)	2011	61
Newtown (Vic.)	2016	51
North Geelong - Bell Park	2006	31
North Geelong - Bell Park	2011	20
North Geelong - Bell Park	2016	65
Clifton Springs	2006	28
Clifton Springs	2011	32
Clifton Springs	2016	29
Lorne - Anglesea	2006	70
Lorne - Anglesea	2011	55
Lorne - Anglesea	2016	71
Ocean Grove - Barwon Heads	2006	59
Ocean Grove - Barwon Heads	2011	86
Ocean Grove - Barwon Heads	2016	81
Portarlington	2006	8
Portarlington	2011	16
Portarlington	2016	14
Point Lonsdale - Queenscliff	2006	23
Point Lonsdale - Queenscliff	2011	20
Point Lonsdale - Queenscliff	2016	14
Torquay	2006	56
Torquay	2011	83
Torquay	2016	97
Alexandra	2006	30
Alexandra	2011	30
Alexandra	2016	86
Euroa	2006	16
Euroa	2011	15
Euroa	2016	24
Kilmore - Broadford	2006	19
Kilmore - Broadford	2011	139
Kilmore - Broadford	2016	42
Mansfield (Vic.)	2006	203
Mansfield (Vic.)	2011	304
Mansfield (Vic.)	2016	329
Nagambie	2006	3
Nagambie	2011	4
Nagambie	2016	19
Seymour	2006	11
Seymour	2011	32
Seymour	2016	60
Seymour Region	2006	17
Seymour Region	2011	16
Seymour Region	2016	7
Upper Yarra Valley	2006	3
Upper Yarra Valley	2011	3
Upper Yarra Valley	2016	0
Yea	2006	13
Yea	2011	7
Yea	2016	10
Benalla	2006	31
Benalla	2011	23
Benalla	2016	16
Benalla Region	2006	5
Benalla Region	2011	14
Benalla Region	2016	4
Rutherglen	2006	6
Rutherglen	2011	3
Rutherglen	2016	11
Wangaratta	2006	28
Wangaratta	2011	48
Wangaratta	2016	72
Wangaratta Region	2006	32
Wangaratta Region	2011	26
Wangaratta Region	2016	24
Beechworth	2006	16
Beechworth	2011	25
Beechworth	2016	18
Bright - Mount Beauty	2006	292
Bright - Mount Beauty	2011	269
Bright - Mount Beauty	2016	340
Chiltern - Indigo Valley	2006	0
Chiltern - Indigo Valley	2011	3
Chiltern - Indigo Valley	2016	6
Myrtleford	2006	6
Myrtleford	2011	14
Myrtleford	2016	15
Towong	2006	26
Towong	2011	15
Towong	2016	20
West Wodonga	2006	27
West Wodonga	2011	32
West Wodonga	2016	33
Wodonga	2006	52
Wodonga	2011	40
Wodonga	2016	78
Yackandandah	2006	17
Yackandandah	2011	18
Yackandandah	2016	15
Drouin	2006	12
Drouin	2011	23
Drouin	2016	53
Mount Baw Baw Region	2006	17
Mount Baw Baw Region	2011	23
Mount Baw Baw Region	2016	75
Trafalgar (Vic.)	2006	17
Trafalgar (Vic.)	2011	13
Trafalgar (Vic.)	2016	19
Warragul	2006	62
Warragul	2011	42
Warragul	2016	87
Alps - East	2006	0
Alps - East	2011	0
Alps - East	2016	0
Bairnsdale	2006	21
Bairnsdale	2011	32
Bairnsdale	2016	51
Bruthen - Omeo	2006	22
Bruthen - Omeo	2011	24
Bruthen - Omeo	2016	19
Lake King	2006	0
Lake King	2011	0
Lake King	2016	0
Lakes Entrance	2006	24
Lakes Entrance	2011	75
Lakes Entrance	2016	46
Orbost	2006	20
Orbost	2011	14
Orbost	2016	37
Paynesville	2006	16
Paynesville	2011	10
Paynesville	2016	32
Foster	2006	26
Foster	2011	35
Foster	2016	66
French Island	2006	0
French Island	2011	0
French Island	2016	0
Korumburra	2006	16
Korumburra	2011	31
Korumburra	2016	27
Leongatha	2006	21
Leongatha	2011	32
Leongatha	2016	30
Phillip Island	2006	88
Phillip Island	2011	106
Phillip Island	2016	53
Wilsons Promontory	2006	0
Wilsons Promontory	2011	0
Wilsons Promontory	2016	9
Wonthaggi - Inverloch	2006	37
Wonthaggi - Inverloch	2011	77
Wonthaggi - Inverloch	2016	89
Churchill	2006	60
Churchill	2011	45
Churchill	2016	42
Moe - Newborough	2006	23
Moe - Newborough	2011	25
Moe - Newborough	2016	23
Morwell	2006	21
Morwell	2011	29
Morwell	2016	31
Traralgon	2006	79
Traralgon	2011	64
Traralgon	2016	69
Yallourn North - Glengarry	2006	0
Yallourn North - Glengarry	2011	3
Yallourn North - Glengarry	2016	0
Alps - West	2006	0
Alps - West	2011	0
Alps - West	2016	0
Longford - Loch Sport	2006	9
Longford - Loch Sport	2011	11
Longford - Loch Sport	2016	24
Maffra	2006	21
Maffra	2011	44
Maffra	2016	35
Rosedale	2006	6
Rosedale	2011	11
Rosedale	2016	6
Sale	2006	52
Sale	2011	79
Sale	2016	72
Yarram	2006	8
Yarram	2011	22
Yarram	2016	35
Brunswick	2006	172
Brunswick	2011	252
Brunswick	2016	326
Brunswick East	2006	50
Brunswick East	2011	82
Brunswick East	2016	129
Brunswick West	2006	105
Brunswick West	2011	121
Brunswick West	2016	127
Coburg	2006	150
Coburg	2011	182
Coburg	2016	207
Pascoe Vale South	2006	31
Pascoe Vale South	2011	37
Pascoe Vale South	2016	57
Alphington - Fairfield	2006	27
Alphington - Fairfield	2011	40
Alphington - Fairfield	2016	79
Northcote	2006	129
Northcote	2011	121
Northcote	2016	156
Thornbury	2006	103
Thornbury	2011	85
Thornbury	2016	112
Ascot Vale	2006	72
Ascot Vale	2011	61
Ascot Vale	2016	116
Essendon - Aberfeldie	2006	131
Essendon - Aberfeldie	2011	186
Essendon - Aberfeldie	2016	241
Flemington	2006	42
Flemington	2011	102
Flemington	2016	169
Moonee Ponds	2006	84
Moonee Ponds	2011	102
Moonee Ponds	2016	129
Carlton	2006	997
Carlton	2011	1006
Carlton	2016	1325
Docklands	2006	322
Docklands	2011	661
Docklands	2016	1189
East Melbourne	2006	428
East Melbourne	2011	478
East Melbourne	2016	515
Flemington Racecourse	2006	0
Flemington Racecourse	2011	4
Flemington Racecourse	2016	39
Kensington (Vic.)	2006	82
Kensington (Vic.)	2011	87
Kensington (Vic.)	2016	121
Melbourne	2006	4621
Melbourne	2011	5096
Melbourne	2016	9178
North Melbourne	2006	481
North Melbourne	2011	657
North Melbourne	2016	1086
Parkville	2006	421
Parkville	2011	296
Parkville	2016	344
South Yarra - West	2006	159
South Yarra - West	2011	187
South Yarra - West	2016	156
Southbank	2006	1054
Southbank	2011	1337
Southbank	2016	2347
West Melbourne	2006	0
West Melbourne	2011	0
West Melbourne	2016	0
Albert Park	2006	406
Albert Park	2011	502
Albert Park	2016	812
Elwood	2006	101
Elwood	2011	122
Elwood	2016	149
Port Melbourne	2006	136
Port Melbourne	2011	132
Port Melbourne	2016	154
Port Melbourne Industrial	2006	0
Port Melbourne Industrial	2011	0
Port Melbourne Industrial	2016	0
South Melbourne	2006	169
South Melbourne	2011	171
South Melbourne	2016	274
St Kilda	2006	906
St Kilda	2011	1030
St Kilda	2016	1095
St Kilda East	2006	159
St Kilda East	2011	228
St Kilda East	2016	261
Armadale	2006	52
Armadale	2011	71
Armadale	2016	101
Prahran - Windsor	2006	158
Prahran - Windsor	2011	285
Prahran - Windsor	2016	300
South Yarra - East	2006	426
South Yarra - East	2011	509
South Yarra - East	2016	726
Toorak	2006	186
Toorak	2011	195
Toorak	2016	236
Abbotsford	2006	26
Abbotsford	2011	30
Abbotsford	2016	180
Carlton North - Princes Hill	2006	113
Carlton North - Princes Hill	2011	90
Carlton North - Princes Hill	2016	96
Collingwood	2006	52
Collingwood	2011	70
Collingwood	2016	120
Fitzroy	2006	171
Fitzroy	2011	145
Fitzroy	2016	290
Fitzroy North	2006	89
Fitzroy North	2011	99
Fitzroy North	2016	107
Richmond (Vic.)	2006	239
Richmond (Vic.)	2011	278
Richmond (Vic.)	2016	410
Yarra - North	2006	89
Yarra - North	2011	68
Yarra - North	2016	98
Ashburton (Vic.)	2006	38
Ashburton (Vic.)	2011	61
Ashburton (Vic.)	2016	75
Balwyn	2006	151
Balwyn	2011	205
Balwyn	2016	372
Balwyn North	2006	194
Balwyn North	2011	211
Balwyn North	2016	396
Camberwell	2006	179
Camberwell	2011	179
Camberwell	2016	307
Glen Iris - East	2006	99
Glen Iris - East	2011	137
Glen Iris - East	2016	176
Hawthorn	2006	334
Hawthorn	2011	528
Hawthorn	2016	594
Hawthorn East	2006	142
Hawthorn East	2011	159
Hawthorn East	2016	291
Kew	2006	225
Kew	2011	304
Kew	2016	457
Kew East	2006	48
Kew East	2011	59
Kew East	2016	78
Surrey Hills (West) - Canterbury	2006	138
Surrey Hills (West) - Canterbury	2011	127
Surrey Hills (West) - Canterbury	2016	241
Bulleen	2006	57
Bulleen	2011	83
Bulleen	2016	118
Doncaster	2006	186
Doncaster	2011	271
Doncaster	2016	581
Templestowe	2006	136
Templestowe	2011	117
Templestowe	2016	295
Templestowe Lower	2006	96
Templestowe Lower	2011	98
Templestowe Lower	2016	153
Doncaster East (North)	2006	126
Doncaster East (North)	2011	130
Doncaster East (North)	2016	318
Doncaster East (South)	2006	87
Doncaster East (South)	2011	107
Doncaster East (South)	2016	342
Blackburn	2006	124
Blackburn	2011	175
Blackburn	2016	283
Blackburn South	2006	55
Blackburn South	2011	69
Blackburn South	2016	137
Box Hill	2006	253
Box Hill	2011	324
Box Hill	2016	694
Box Hill North	2006	139
Box Hill North	2011	200
Box Hill North	2016	364
Burwood	2006	252
Burwood	2011	278
Burwood	2016	480
Burwood East	2006	78
Burwood East	2011	119
Burwood East	2016	217
Surrey Hills (East) - Mont Albert	2006	82
Surrey Hills (East) - Mont Albert	2011	116
Surrey Hills (East) - Mont Albert	2016	183
Beaumaris	2006	74
Beaumaris	2011	72
Beaumaris	2016	94
Brighton (Vic.)	2006	200
Brighton (Vic.)	2011	178
Brighton (Vic.)	2016	350
Brighton East	2006	102
Brighton East	2011	113
Brighton East	2016	182
Cheltenham - Highett (West)	2006	48
Cheltenham - Highett (West)	2011	45
Cheltenham - Highett (West)	2016	70
Hampton	2006	95
Hampton	2011	84
Hampton	2016	121
Sandringham - Black Rock	2006	83
Sandringham - Black Rock	2011	100
Sandringham - Black Rock	2016	117
Bentleigh - McKinnon	2006	107
Bentleigh - McKinnon	2011	137
Bentleigh - McKinnon	2016	265
Carnegie	2006	151
Carnegie	2011	164
Carnegie	2016	316
Caulfield - North	2006	249
Caulfield - North	2011	265
Caulfield - North	2016	361
Caulfield - South	2006	116
Caulfield - South	2011	134
Caulfield - South	2016	200
Elsternwick	2006	78
Elsternwick	2011	107
Elsternwick	2016	119
Hughesdale	2006	58
Hughesdale	2011	83
Hughesdale	2016	108
Murrumbeena	2006	76
Murrumbeena	2011	63
Murrumbeena	2016	118
Ormond - Glen Huntly	2006	110
Ormond - Glen Huntly	2011	147
Ormond - Glen Huntly	2016	221
Bentleigh East (North)	2006	54
Bentleigh East (North)	2011	94
Bentleigh East (North)	2016	117
Bentleigh East (South)	2006	41
Bentleigh East (South)	2011	57
Bentleigh East (South)	2016	97
Aspendale Gardens - Waterways	2006	34
Aspendale Gardens - Waterways	2011	33
Aspendale Gardens - Waterways	2016	86
Braeside	2006	0
Braeside	2011	11
Braeside	2016	10
Carrum - Patterson Lakes	2006	39
Carrum - Patterson Lakes	2011	40
Carrum - Patterson Lakes	2016	78
Chelsea - Bonbeach	2006	39
Chelsea - Bonbeach	2011	55
Chelsea - Bonbeach	2016	92
Chelsea Heights	2006	30
Chelsea Heights	2011	13
Chelsea Heights	2016	12
Cheltenham - Highett (East)	2006	105
Cheltenham - Highett (East)	2011	135
Cheltenham - Highett (East)	2016	204
Edithvale - Aspendale	2006	41
Edithvale - Aspendale	2011	52
Edithvale - Aspendale	2016	60
Mentone	2006	56
Mentone	2011	70
Mentone	2016	93
Moorabbin - Heatherton	2006	39
Moorabbin - Heatherton	2011	48
Moorabbin - Heatherton	2016	103
Moorabbin Airport	2006	0
Moorabbin Airport	2011	0
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2006	72
Mordialloc - Parkdale	2011	95
Mordialloc - Parkdale	2016	146
Malvern - Glen Iris	2006	141
Malvern - Glen Iris	2011	177
Malvern - Glen Iris	2016	243
Malvern East	2006	214
Malvern East	2011	243
Malvern East	2016	289
Bundoora - East	2006	32
Bundoora - East	2011	83
Bundoora - East	2016	151
Greensborough	2006	57
Greensborough	2011	62
Greensborough	2016	119
Heidelberg - Rosanna	2006	106
Heidelberg - Rosanna	2011	107
Heidelberg - Rosanna	2016	176
Heidelberg West	2006	62
Heidelberg West	2011	91
Heidelberg West	2016	133
Ivanhoe	2006	86
Ivanhoe	2011	70
Ivanhoe	2016	178
Ivanhoe East - Eaglemont	2006	60
Ivanhoe East - Eaglemont	2011	42
Ivanhoe East - Eaglemont	2016	67
Montmorency - Briar Hill	2006	32
Montmorency - Briar Hill	2011	52
Montmorency - Briar Hill	2016	84
Viewbank - Yallambie	2006	77
Viewbank - Yallambie	2011	87
Viewbank - Yallambie	2016	129
Watsonia	2006	30
Watsonia	2011	48
Watsonia	2016	65
Kingsbury	2006	279
Kingsbury	2011	355
Kingsbury	2016	431
Reservoir - East	2006	108
Reservoir - East	2011	172
Reservoir - East	2016	252
Reservoir - West	2006	106
Reservoir - West	2011	147
Reservoir - West	2016	216
Preston - East	2006	164
Preston - East	2011	266
Preston - East	2016	323
Preston - West	2006	66
Preston - West	2011	62
Preston - West	2016	104
Eltham	2006	70
Eltham	2011	103
Eltham	2016	105
Hurstbridge	2006	3
Hurstbridge	2011	5
Hurstbridge	2016	11
Kinglake	2006	10
Kinglake	2011	3
Kinglake	2016	8
Panton Hill - St Andrews	2006	12
Panton Hill - St Andrews	2011	22
Panton Hill - St Andrews	2016	8
Plenty - Yarrambat	2006	29
Plenty - Yarrambat	2011	21
Plenty - Yarrambat	2016	57
Research - North Warrandyte	2006	40
Research - North Warrandyte	2011	39
Research - North Warrandyte	2016	43
Wattle Glen - Diamond Creek	2006	21
Wattle Glen - Diamond Creek	2011	37
Wattle Glen - Diamond Creek	2016	47
Bundoora - North	2006	31
Bundoora - North	2011	89
Bundoora - North	2016	136
Bundoora - West	2006	27
Bundoora - West	2011	59
Bundoora - West	2016	80
Lalor	2006	51
Lalor	2011	106
Lalor	2016	197
Mill Park - North	2006	55
Mill Park - North	2011	50
Mill Park - North	2016	141
Mill Park - South	2006	34
Mill Park - South	2011	63
Mill Park - South	2016	94
Thomastown	2006	61
Thomastown	2011	84
Thomastown	2016	172
Wallan	2006	30
Wallan	2011	31
Wallan	2016	48
Whittlesea	2006	8
Whittlesea	2011	10
Whittlesea	2016	13
Doreen	2006	0
Doreen	2011	31
Doreen	2016	111
Epping - East	2006	21
Epping - East	2011	45
Epping - East	2016	78
Epping - South	2006	25
Epping - South	2011	39
Epping - South	2016	88
Epping - West	2006	3
Epping - West	2011	76
Epping - West	2016	171
Mernda	2006	3
Mernda	2011	40
Mernda	2016	178
South Morang (North)	2006	4
South Morang (North)	2011	39
South Morang (North)	2016	117
South Morang (South)	2006	22
South Morang (South)	2011	62
South Morang (South)	2016	94
Wollert	2006	0
Wollert	2011	14
Wollert	2016	207
Airport West	2006	18
Airport West	2011	20
Airport West	2016	42
Essendon Airport	2006	0
Essendon Airport	2011	0
Essendon Airport	2016	0
Keilor	2006	25
Keilor	2011	28
Keilor	2016	25
Keilor East	2006	63
Keilor East	2011	83
Keilor East	2016	168
Niddrie - Essendon West	2006	22
Niddrie - Essendon West	2011	16
Niddrie - Essendon West	2016	44
Strathmore	2006	34
Strathmore	2011	34
Strathmore	2016	76
Gisborne	2006	27
Gisborne	2011	40
Gisborne	2016	44
Macedon	2006	3
Macedon	2011	12
Macedon	2016	7
Riddells Creek	2006	7
Riddells Creek	2011	12
Riddells Creek	2016	10
Romsey	2006	19
Romsey	2011	27
Romsey	2016	18
Coburg North	2006	27
Coburg North	2011	60
Coburg North	2016	72
Fawkner	2006	52
Fawkner	2011	75
Fawkner	2016	141
Pascoe Vale	2006	67
Pascoe Vale	2011	149
Pascoe Vale	2016	216
Glenroy	2006	86
Glenroy	2011	143
Glenroy	2016	224
Gowanbrae	2006	24
Gowanbrae	2011	15
Gowanbrae	2016	13
Hadfield	2006	17
Hadfield	2011	12
Hadfield	2016	21
Sunbury	2006	32
Sunbury	2011	34
Sunbury	2016	52
Sunbury - South	2006	47
Sunbury - South	2011	44
Sunbury - South	2016	101
Broadmeadows	2006	34
Broadmeadows	2011	41
Broadmeadows	2016	74
Campbellfield - Coolaroo	2006	46
Campbellfield - Coolaroo	2011	52
Campbellfield - Coolaroo	2016	104
Gladstone Park - Westmeadows	2006	56
Gladstone Park - Westmeadows	2011	53
Gladstone Park - Westmeadows	2016	91
Greenvale - Bulla	2006	26
Greenvale - Bulla	2011	42
Greenvale - Bulla	2016	80
Meadow Heights	2006	59
Meadow Heights	2011	47
Meadow Heights	2016	66
Melbourne Airport	2006	18
Melbourne Airport	2011	99
Melbourne Airport	2016	96
Roxburgh Park - Somerton	2006	62
Roxburgh Park - Somerton	2011	89
Roxburgh Park - Somerton	2016	110
Tullamarine	2006	18
Tullamarine	2011	74
Tullamarine	2016	79
Craigieburn - Central	2006	25
Craigieburn - Central	2011	52
Craigieburn - Central	2016	66
Craigieburn - North	2006	16
Craigieburn - North	2011	71
Craigieburn - North	2016	147
Craigieburn - South	2006	46
Craigieburn - South	2011	52
Craigieburn - South	2016	148
Craigieburn - West	2006	0
Craigieburn - West	2011	51
Craigieburn - West	2016	285
Mickleham - Yuroke	2006	3
Mickleham - Yuroke	2011	0
Mickleham - Yuroke	2016	18
Bayswater	2006	40
Bayswater	2011	65
Bayswater	2016	146
Knoxfield - Scoresby	2006	46
Knoxfield - Scoresby	2011	74
Knoxfield - Scoresby	2016	175
Lysterfield	2006	19
Lysterfield	2011	14
Lysterfield	2016	30
Rowville - Central	2006	78
Rowville - Central	2011	84
Rowville - Central	2016	151
Rowville - North	2006	36
Rowville - North	2011	46
Rowville - North	2016	53
Rowville - South	2006	38
Rowville - South	2011	69
Rowville - South	2016	110
Wantirna	2006	49
Wantirna	2011	78
Wantirna	2016	171
Wantirna South	2006	97
Wantirna South	2011	137
Wantirna South	2016	279
Boronia	2006	49
Boronia	2011	71
Boronia	2016	192
Ferntree Gully (North)	2006	42
Ferntree Gully (North)	2011	44
Ferntree Gully (North)	2016	128
Ferntree Gully (South) - Upper Ferntree Gully	2006	52
Ferntree Gully (South) - Upper Ferntree Gully	2011	46
Ferntree Gully (South) - Upper Ferntree Gully	2016	74
The Basin	2006	7
The Basin	2011	9
The Basin	2016	17
Donvale - Park Orchards	2006	68
Donvale - Park Orchards	2011	89
Donvale - Park Orchards	2016	152
Warrandyte - Wonga Park	2006	66
Warrandyte - Wonga Park	2011	34
Warrandyte - Wonga Park	2016	39
Bayswater North	2006	21
Bayswater North	2011	28
Bayswater North	2016	64
Croydon Hills - Warranwood	2006	37
Croydon Hills - Warranwood	2011	55
Croydon Hills - Warranwood	2016	81
Ringwood	2006	64
Ringwood	2011	110
Ringwood	2016	247
Ringwood East	2006	48
Ringwood East	2011	96
Ringwood East	2016	181
Ringwood North	2006	21
Ringwood North	2011	26
Ringwood North	2016	60
Croydon - East	2006	20
Croydon - East	2011	54
Croydon - East	2016	114
Croydon - West	2006	28
Croydon - West	2011	52
Croydon - West	2016	78
Croydon South	2006	9
Croydon South	2011	17
Croydon South	2016	22
Forest Hill	2006	67
Forest Hill	2011	100
Forest Hill	2016	203
Mitcham (Vic.)	2006	94
Mitcham (Vic.)	2011	120
Mitcham (Vic.)	2016	224
Nunawading	2006	62
Nunawading	2011	102
Nunawading	2016	187
Vermont	2006	50
Vermont	2011	69
Vermont	2016	128
Vermont South	2006	45
Vermont South	2011	101
Vermont South	2016	220
Belgrave - Selby	2006	35
Belgrave - Selby	2011	32
Belgrave - Selby	2016	46
Chirnside Park	2006	22
Chirnside Park	2011	29
Chirnside Park	2016	49
Healesville - Yarra Glen	2006	42
Healesville - Yarra Glen	2011	56
Healesville - Yarra Glen	2016	71
Kilsyth	2006	18
Kilsyth	2011	13
Kilsyth	2016	29
Lilydale - Coldstream	2006	74
Lilydale - Coldstream	2011	63
Lilydale - Coldstream	2016	68
Monbulk - Silvan	2006	18
Monbulk - Silvan	2011	27
Monbulk - Silvan	2016	21
Montrose	2006	9
Montrose	2011	3
Montrose	2016	29
Mooroolbark	2006	63
Mooroolbark	2011	49
Mooroolbark	2016	127
Mount Dandenong - Olinda	2006	37
Mount Dandenong - Olinda	2011	32
Mount Dandenong - Olinda	2016	34
Mount Evelyn	2006	22
Mount Evelyn	2011	29
Mount Evelyn	2016	32
Upwey - Tecoma	2006	27
Upwey - Tecoma	2011	21
Upwey - Tecoma	2016	31
Wandin - Seville	2006	19
Wandin - Seville	2011	11
Wandin - Seville	2016	22
Yarra Valley	2006	35
Yarra Valley	2011	28
Yarra Valley	2016	18
Beaconsfield - Officer	2006	17
Beaconsfield - Officer	2011	31
Beaconsfield - Officer	2016	83
Bunyip - Garfield	2006	7
Bunyip - Garfield	2011	17
Bunyip - Garfield	2016	7
Emerald - Cockatoo	2006	46
Emerald - Cockatoo	2011	48
Emerald - Cockatoo	2016	35
Koo Wee Rup	2006	18
Koo Wee Rup	2011	6
Koo Wee Rup	2016	16
Pakenham - North	2006	4
Pakenham - North	2011	41
Pakenham - North	2016	99
Pakenham - South	2006	27
Pakenham - South	2011	80
Pakenham - South	2016	210
Berwick - North	2006	104
Berwick - North	2011	101
Berwick - North	2016	185
Berwick - South	2006	50
Berwick - South	2011	117
Berwick - South	2016	294
Doveton	2006	25
Doveton	2011	75
Doveton	2016	106
Hallam	2006	36
Hallam	2011	40
Hallam	2016	73
Narre Warren North	2006	33
Narre Warren North	2011	30
Narre Warren North	2016	35
Endeavour Hills - North	2006	48
Endeavour Hills - North	2011	49
Endeavour Hills - North	2016	106
Endeavour Hills - South	2006	58
Endeavour Hills - South	2011	76
Endeavour Hills - South	2016	103
Narre Warren - North East	2006	39
Narre Warren - North East	2011	45
Narre Warren - North East	2016	69
Narre Warren - South West	2006	51
Narre Warren - South West	2011	49
Narre Warren - South West	2016	127
Cranbourne	2006	31
Cranbourne	2011	84
Cranbourne	2016	148
Cranbourne East	2006	12
Cranbourne East	2011	75
Cranbourne East	2016	372
Cranbourne North	2006	14
Cranbourne North	2011	71
Cranbourne North	2016	222
Cranbourne South	2006	8
Cranbourne South	2011	17
Cranbourne South	2016	32
Cranbourne West	2006	21
Cranbourne West	2011	40
Cranbourne West	2016	191
Hampton Park - Lynbrook	2006	126
Hampton Park - Lynbrook	2011	146
Hampton Park - Lynbrook	2016	241
Lynbrook - Lyndhurst	2006	28
Lynbrook - Lyndhurst	2011	113
Lynbrook - Lyndhurst	2016	232
Pearcedale - Tooradin	2006	17
Pearcedale - Tooradin	2011	7
Pearcedale - Tooradin	2016	15
Narre Warren South (East)	2006	22
Narre Warren South (East)	2011	33
Narre Warren South (East)	2016	67
Narre Warren South (West)	2006	52
Narre Warren South (West)	2011	87
Narre Warren South (West)	2016	147
Clarinda - Oakleigh South	2006	58
Clarinda - Oakleigh South	2011	49
Clarinda - Oakleigh South	2016	134
Clayton South	2006	69
Clayton South	2011	132
Clayton South	2016	285
Dandenong	2006	154
Dandenong	2011	279
Dandenong	2016	413
Dandenong North	2006	95
Dandenong North	2011	135
Dandenong North	2016	232
Dingley Village	2006	49
Dingley Village	2011	18
Dingley Village	2016	62
Keysborough	2006	86
Keysborough	2011	100
Keysborough	2016	310
Noble Park North	2006	43
Noble Park North	2011	37
Noble Park North	2016	62
Springvale	2006	139
Springvale	2011	153
Springvale	2016	325
Springvale South	2006	43
Springvale South	2011	60
Springvale South	2016	155
Noble Park - East	2006	61
Noble Park - East	2011	110
Noble Park - East	2016	218
Noble Park - West	2006	61
Noble Park - West	2011	98
Noble Park - West	2016	230
Ashwood - Chadstone	2006	122
Ashwood - Chadstone	2011	162
Ashwood - Chadstone	2016	323
Clayton	2006	541
Clayton	2011	688
Clayton	2016	1310
Glen Waverley - East	2006	217
Glen Waverley - East	2011	293
Glen Waverley - East	2016	521
Glen Waverley - West	2006	290
Glen Waverley - West	2011	384
Glen Waverley - West	2016	603
Mount Waverley - North	2006	150
Mount Waverley - North	2011	169
Mount Waverley - North	2016	364
Mount Waverley - South	2006	145
Mount Waverley - South	2011	171
Mount Waverley - South	2016	323
Mulgrave	2006	104
Mulgrave	2011	172
Mulgrave	2016	273
Oakleigh - Huntingdale	2006	134
Oakleigh - Huntingdale	2011	219
Oakleigh - Huntingdale	2016	341
Wheelers Hill	2006	147
Wheelers Hill	2011	179
Wheelers Hill	2016	349
Ardeer - Albion	2006	26
Ardeer - Albion	2011	58
Ardeer - Albion	2016	87
Cairnlea	2006	10
Cairnlea	2011	43
Cairnlea	2016	77
Deer Park - Derrimut	2006	38
Deer Park - Derrimut	2011	194
Deer Park - Derrimut	2016	268
Delahey	2006	28
Delahey	2011	25
Delahey	2016	54
Keilor Downs	2006	35
Keilor Downs	2011	41
Keilor Downs	2016	57
Kings Park (Vic.)	2006	34
Kings Park (Vic.)	2011	39
Kings Park (Vic.)	2016	78
St Albans - North	2006	84
St Albans - North	2011	91
St Albans - North	2016	176
St Albans - South	2006	60
St Albans - South	2011	81
St Albans - South	2016	190
Sunshine	2006	31
Sunshine	2011	56
Sunshine	2016	135
Sunshine North	2006	30
Sunshine North	2011	60
Sunshine North	2016	87
Sunshine West	2006	32
Sunshine West	2011	75
Sunshine West	2016	142
Sydenham	2006	38
Sydenham	2011	83
Sydenham	2016	114
Taylors Lakes	2006	62
Taylors Lakes	2011	49
Taylors Lakes	2016	77
Altona	2006	60
Altona	2011	62
Altona	2016	97
Altona Meadows	2006	51
Altona Meadows	2011	99
Altona Meadows	2016	112
Altona North	2006	35
Altona North	2011	68
Altona North	2016	81
Newport	2006	80
Newport	2011	65
Newport	2016	118
Seabrook	2006	19
Seabrook	2011	26
Seabrook	2016	58
Williamstown	2006	106
Williamstown	2011	111
Williamstown	2016	111
Braybrook	2006	122
Braybrook	2011	181
Braybrook	2016	224
Footscray	2006	117
Footscray	2011	202
Footscray	2016	366
Maribyrnong	2006	55
Maribyrnong	2011	94
Maribyrnong	2016	177
