SA2_NAME16	Year	medianTotalFamilyIncomeWeekly
Kewdale Commercial	2006	0
Perth Airport	2006	0
Rivervale - Kewdale - Cloverdale	2006	1079
Victoria Park - Lathlain - Burswood	2006	1339
Bentley - Wilson - St James	2006	1012
Canning Vale - West	2006	1661
Canning Vale Commercial	2006	0
Cannington - Queens Park	2006	1060
Parkwood - Ferndale - Lynwood	2006	1176
Riverton - Shelley - Rossmoyne	2006	1440
Welshpool	2006	0
Willetton	2006	1451
Beckenham - Kenwick - Langford	2006	1060
Canning Vale - East	2006	1570
Gosnells	2006	1047
Huntingdale - Southern River	2006	1328
Maddington - Orange Grove - Martin	2006	1042
Thornlie	2006	1214
Forrestfield - Wattle Grove	2006	1236
High Wycombe	2006	1223
Kalamunda - Maida Vale - Gooseberry Hill	2006	1407
Lesmurdie - Bickley - Carmel	2006	1402
Byford	2006	1370
Mundijong	2006	1376
Serpentine - Jarrahdale	2006	1228
Como	2006	1446
Manning - Waterford	2006	1533
South Perth - Kensington	2006	1856
Banjup	2006	1534
Bibra Industrial	2006	0
Bibra Lake	2006	0
Coogee	2006	1389
Coolbellup	2006	1142
Hamilton Hill	2006	930
Henderson	2006	0
North Coogee	2006	0
South Lake - Cockburn Central	2006	1268
Spearwood	2006	1111
Success - Hammond Park	2006	1501
Yangebup	2006	1225
Beeliar - Wattleup	2006	1322
Jandakot	2006	1808
East Fremantle	2006	1803
Fremantle	2006	1451
Fremantle - South	2006	1174
O'Connor (WA)	2006	0
Bertram - Wellard (West)	2006	1413
Calista	2006	864
Hope Valley - Postans	2006	1202
Kwinana Industrial	2006	1187
Parmelia - Orelia	2006	933
Casuarina - Wandi	2006	1507
Applecross - Ardross	2006	1808
Bateman	2006	1514
Bicton - Palmyra	2006	1385
Booragoon	2006	1681
Bull Creek	2006	1552
Leeming	2006	1761
Melville	2006	1535
Murdoch - Kardinya	2006	1378
Willagee	2006	1097
Winthrop	2006	1726
Baldivis	2006	1516
Cooloongup	2006	1000
Port Kennedy	2006	1296
Rockingham	2006	1001
Rockingham Lakes	2006	0
Safety Bay - Shoalwater	2006	1111
Singleton - Golden Bay - Secret Harbour	2006	1418
Waikiki	2006	1175
Warnbro	2006	1153
Albany	2006	1062
Albany Region	2006	1071
Bayonet Head - Lower King	2006	1096
Denmark	2006	825
Gnowangerup	2006	1057
Katanning	2006	1058
Kojonup	2006	1021
Little Grove - Elleker	2006	1157
McKail - Willyung	2006	1008
Plantagenet	2006	948
Stirling Range National Park	2006	0
Chittering	2006	1179
Cunderdin	2006	902
Dowerin	2006	1040
Gingin - Dandaragan	2006	1025
Merredin	2006	1106
Moora	2006	1134
Mukinbudin	2006	1102
Northam	2006	1017
Toodyay	2006	1045
York - Beverley	2006	948
Brookton	2006	980
Kulin	2006	1068
Murray	2006	1208
Narrogin	2006	1103
Wagin	2006	1067
Broome	2006	1375
Derby - West Kimberley	2006	785
Halls Creek	2006	592
Kununurra	2006	1217
Roebuck	2006	577
East Pilbara	2006	612
Newman	2006	2459
Port Hedland	2006	2335
South Hedland	2006	1969
Ashburton (WA)	2006	2398
Karratha	2006	2294
Roebourne	2006	2074
Esperance	2006	1099
Esperance Region	2006	1128
Carnarvon	2006	1094
Exmouth	2006	1130
Boulder	2006	1426
Kalgoorlie	2006	1725
Kalgoorlie - North	2006	1934
Kalgoorlie Airport	2006	0
Kambalda - Coolgardie - Norseman	2006	1512
Leinster - Leonora	2006	914
Trafalgar (WA)	2006	0
Geraldton	2006	1030
Geraldton - East	2006	1042
Geraldton - North	2006	1168
Geraldton - South	2006	1400
Irwin	2006	1087
Meekatharra	2006	963
Morawa	2006	1040
Northampton - Mullewa - Greenough	2006	963
Migratory - Offshore - Shipping (WA)	2006	0
No usual address (WA)	2006	0
Bridgewater - Gagebrook	2006	638
Brighton - Pontville	2006	1072
Old Beach - Otago	2006	1294
Bellerive - Rosny	2006	1180
Cambridge	2006	1410
Geilston Bay - Risdon	2006	1168
Howrah - Tranmere	2006	1213
Lindisfarne - Rose Bay	2006	1246
Mornington - Warrane	2006	777
Risdon Vale	2006	741
Rokeby	2006	749
South Arm	2006	1294
Austins Ferry - Granton	2006	1211
Berriedale - Chigwell	2006	960
Claremont (Tas.)	2006	956
Derwent Park - Lutana	2006	874
Glenorchy	2006	919
Montrose - Rosetta	2006	1057
Moonah	2006	929
New Norfolk	2006	884
West Moonah	2006	1072
Kingston - Huntingfield	2006	1170
Kingston Beach - Blackmans Bay	2006	1250
Margate - Snug	2006	1172
Mount Wellington	2006	0
Taroona - Bonnet Hill	2006	1408
Hobart	2006	1391
Lenah Valley - Mount Stuart	2006	1343
Mount Nelson - Dynnyrne	2006	1489
New Town	2006	1267
Sandy Bay	2006	1608
South Hobart - Fern Tree	2006	1246
West Hobart	2006	1397
Dodges Ferry - Lewisham	2006	925
Sorell - Richmond	2006	1070
Invermay	2006	834
Kings Meadows - Punchbowl	2006	926
Launceston	2006	1359
Legana	2006	1139
Mowbray	2006	764
Newnham - Mayfield	2006	778
Newstead	2006	1140
Norwood (Tas.)	2006	1219
Prospect Vale - Blackstone	2006	1155
Ravenswood	2006	641
Riverside	2006	1191
South Launceston	2006	1031
Summerhill - Prospect	2006	1035
Trevallyn	2006	1196
Waverley - St Leonards	2006	881
West Launceston	2006	1171
Youngtown - Relbia	2006	1121
Beauty Point - Beaconsfield	2006	831
Deloraine	2006	832
Grindelwald - Lanena	2006	1062
Hadspen - Carrick	2006	1137
Westbury	2006	953
Dilston - Lilydale	2006	1089
George Town	2006	845
Longford	2006	966
Northern Midlands	2006	843
Perth - Evandale	2006	1098
St Helens - Scamander	2006	638
Flinders and Cape Barren Islands	2006	1015
Scottsdale - Bridport	2006	842
Central Highlands	2006	697
Derwent Valley	2006	959
Southern Midlands	2006	939
Wilderness - East	2006	0
Bruny Island - Kettering	2006	935
Cygnet	2006	751
Geeveston - Dover	2006	840
Huonville - Franklin	2006	955
Forestier - Tasman	2006	632
Triabunna - Bicheno	2006	842
Acton - Upper Burnie	2006	750
Burnie - Ulverstone Region	2006	1036
Burnie - Wivenhoe	2006	844
Parklands - Camdale	2006	1014
Penguin - Sulphur Creek	2006	994
Romaine - Havenview	2006	1053
Somerset	2006	955
Ulverstone	2006	885
West Ulverstone	2006	884
Wynyard	2006	909
Devonport	2006	876
East Devonport	2006	787
Latrobe	2006	926
Miandetta - Don	2006	1089
Port Sorell	2006	1057
Quoiba - Spreyton	2006	1078
Sheffield - Railton	2006	848
Turners Beach - Forth	2006	1140
King Island	2006	1087
North West	2006	1029
Smithton	2006	1013
Waratah	2006	1010
West Coast (Tas.)	2006	989
Wilderness - West	2006	0
Migratory - Offshore - Shipping (Tas.)	2006	0
No usual address (Tas.)	2006	0
Darwin Airport	2006	0
Darwin City	2006	1625
East Point	2006	0
Fannie Bay - The Gardens	2006	1861
Larrakeyah	2006	2061
Ludmilla - The Narrows	2006	1403
Parap	2006	1794
Stuart Park	2006	1794
Woolner - Bayview - Winnellie	2006	2004
Alawa	2006	1345
Anula	2006	1480
Berrimah	2006	1396
Brinkin - Nakara	2006	1644
Buffalo Creek	2006	0
Charles Darwin	2006	0
Coconut Grove	2006	1203
East Arm	2006	0
Jingili	2006	1478
Karama	2006	1326
Leanyer	2006	1636
Lyons (NT)	2006	1142
Malak - Marrara	2006	1403
Millner	2006	1317
Moil	2006	1429
Nightcliff	2006	1530
Rapid Creek	2006	1553
Tiwi	2006	1452
Wagaman	2006	1270
Wanguri	2006	1607
Wulagi	2006	1582
Howard Springs	2006	1507
Humpty Doo	2006	1531
Koolpinyah	2006	0
Virginia	2006	1529
Weddell	2006	1185
Bakewell	2006	1379
Driver	2006	1397
Durack - Marlow Lagoon	2006	1798
Gray	2006	1116
Moulden	2006	1098
Palmerston - North	2006	1670
Palmerston - South	2006	0
Rosebery - Bellamack	2006	1684
Woodroffe	2006	1413
Charles	2006	1342
East Side	2006	1478
Flynn (NT)	2006	1542
Larapinta	2006	1495
Mount Johns	2006	1777
Petermann - Simpson	2006	813
Ross	2006	1429
Sandover - Plenty	2006	576
Tanami	2006	544
Yuendumu - Anmatjere	2006	573
Barkly	2006	498
Tennant Creek	2006	959
Alligator	2006	1128
Daly	2006	640
Thamarrurr	2006	488
Tiwi Islands	2006	525
West Arnhem	2006	564
Anindilyakwa	2006	725
East Arnhem	2006	569
Nhulunbuy	2006	2426
Elsey	2006	515
Gulf	2006	589
Katherine	2006	1346
Victoria River	2006	597
Migratory - Offshore - Shipping (NT)	2006	0
No usual address (NT)	2006	0
Aranda	2006	2143
Belconnen	2006	1244
Bruce	2006	2269
Charnwood	2006	1175
Cook	2006	1826
Dunlop	2006	1709
Evatt	2006	1756
Florey	2006	1559
Flynn (ACT)	2006	1828
Fraser	2006	1927
Giralang	2006	1794
Gooromon	2006	0
Hawker	2006	1968
Higgins	2006	1476
Holt	2006	1401
Kaleen	2006	1820
Latham	2006	1569
Lawson	2006	0
Macgregor (ACT)	2006	1578
Macquarie	2006	1472
McKellar	2006	1802
Melba	2006	1719
Page	2006	1343
Scullin	2006	1359
Spence	2006	1572
Weetangera	2006	2164
Molonglo Corridor	2006	1999
West Belconnen	2006	0
Hume	2006	0
Kowen	2006	1875
Canberra East	2006	1015
Canberra Airport	2006	1666
Majura	2006	1718
Amaroo	2006	1978
Bonner	2006	0
Casey	2006	0
Crace	2006	0
Forde	2006	0
Franklin	2006	0
Gungahlin	2006	1875
Hall	2006	1974
Harrison	2006	2011
Mitchell	2006	0
Ngunnawal	2006	1519
Nicholls	2006	2252
Palmerston	2006	1754
Gungahlin - East	2006	1125
Gungahlin - West	2006	0
Jacka	2006	0
Kenny	2006	0
Moncrieff	2006	0
Taylor	2006	0
Throsby	2006	0
Acton	2006	2125
Ainslie	2006	1900
Braddon	2006	1849
Civic	2006	1875
Dickson	2006	1415
Downer	2006	1497
Hackett	2006	1762
Lyneham	2006	1769
O'Connor (ACT)	2006	1950
Turner	2006	2013
Watson	2006	1607
Black Mountain	2006	0
Campbell	2006	2345
Duntroon	2006	1583
Parkes (ACT) - North	2006	0
Reid	2006	2102
Russell	2006	0
Deakin	2006	2570
Forrest	2006	3117
Griffith (ACT)	2006	2405
Lake Burley Griffin	2006	0
Narrabundah	2006	1785
Parkes (ACT) - South	2006	0
Red Hill (ACT)	2006	2594
Yarralumla	2006	2553
Barton	2006	2735
Fyshwick	2006	1124
Kingston (ACT)	2006	2267
Banks	2006	1569
Bonython	2006	1661
Calwell	2006	1806
Chisholm	2006	1699
Conder	2006	1760
Fadden	2006	2374
Gilmore	2006	1631
Gordon (ACT)	2006	1757
Gowrie (ACT)	2006	1901
Greenway	2006	1565
Isabella Plains	2006	1440
Kambah	2006	1747
Macarthur	2006	2221
Monash	2006	1808
Mount Taylor	2006	0
Oxley (ACT)	2006	1845
Richardson	2006	1473
Theodore	2006	1649
Tuggeranong	2006	1374
Wanniassa	2006	1683
Tuggeranong - West	2006	0
Chapman	2006	2395
Duffy	2006	1861
Fisher	2006	1742
Holder	2006	1802
Rivett	2006	1610
Stirling	2006	1882
Waramanga	2006	1679
Weston	2006	1797
Scrivener	2006	1624
Chifley	2006	1628
Curtin	2006	1930
Farrer	2006	2027
Garran	2006	2265
Hughes	2006	2103
Isaacs	2006	2121
Lyons (ACT)	2006	1451
Mawson	2006	1637
O'Malley	2006	2650
Pearce	2006	1785
Phillip	2006	1776
Torrens	2006	1824
Arboretum	2006	0
Coombs	2006	0
Denman Prospect	2006	0
Molonglo	2006	0
Molonglo - North	2006	0
Wright	2006	0
ACT - South West	2006	1337
Namadgi	2006	2042
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	0
Christmas Island	2006	1415
Cocos (Keeling) Islands	2006	1022
Jervis Bay	2006	1031
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	0
Braidwood	2011	1253
Karabar	2011	1825
Queanbeyan	2011	1662
Queanbeyan - East	2011	1850
Queanbeyan Region	2011	2357
Queanbeyan West - Jerrabomberra	2011	2586
Bombala	2011	1016
Cooma	2011	1196
Cooma Region	2011	1222
Jindabyne - Berridale	2011	1435
Batemans Bay	2011	932
Batemans Bay - South	2011	933
Bega - Tathra	2011	1123
Bega-Eden Hinterland	2011	990
Broulee - Tomakin	2011	1016
Deua - Wadbilliga	2011	1083
Eden	2011	975
Eurobodalla Hinterland	2011	979
Merimbula - Tura Beach	2011	1017
Moruya - Tuross Head	2011	954
Narooma - Bermagui	2011	891
Goulburn	2011	1280
Goulburn Region	2011	1236
Yass	2011	1583
Yass Region	2011	2001
Young	2011	1012
Young Region	2011	1007
Avoca Beach - Copacabana	2011	1719
Box Head - MacMasters Beach	2011	1455
Calga - Kulnura	2011	1404
Erina - Green Point	2011	1450
Gosford - Springfield	2011	1334
Kariong	2011	1601
Kincumber - Picketts Valley	2011	1278
Narara	2011	1486
Niagara Park - Lisarow	2011	1617
Point Clare - Koolewong	2011	1478
Saratoga - Davistown	2011	1385
Terrigal - North Avoca	2011	1678
Umina - Booker Bay - Patonga	2011	1109
Wamberal - Forresters Beach	2011	1755
Woy Woy - Blackwall	2011	1150
Wyoming	2011	1306
Bateau Bay - Killarney Vale	2011	1209
Blue Haven - San Remo	2011	1135
Budgewoi - Buff Point - Halekulani	2011	986
Chittaway Bay - Tumbi Umbi	2011	1388
Gorokan - Kanwal - Charmhaven	2011	1061
Jilliby - Yarramalong	2011	1779
Lake Munmorah - Mannering Park	2011	949
Ourimbah - Fountaindale	2011	1600
Summerland Point - Gwandalan	2011	1106
The Entrance	2011	960
Toukley - Norah Head	2011	1000
Tuggerah - Kangy Angy	2011	1344
Warnervale - Wadalba	2011	1495
Wyong	2011	1080
Bathurst	2011	1406
Bathurst - East	2011	1505
Bathurst Region	2011	1450
Oberon	2011	1214
Condobolin	2011	979
Cowra	2011	1000
Cowra Region	2011	989
Forbes	2011	1016
Grenfell	2011	877
Parkes (NSW)	2011	1197
Parkes Region	2011	923
West Wyalong	2011	1067
Lithgow	2011	1127
Lithgow Region	2011	1296
Mudgee	2011	1375
Mudgee Region - East	2011	920
Mudgee Region - West	2011	1060
Wollangambe - Wollemi	2011	0
Blayney	2011	1369
Orange	2011	1288
Orange - North	2011	1701
Orange Region	2011	1453
Grafton	2011	980
Grafton Region	2011	927
Maclean - Yamba - Iluka	2011	872
Bellingen	2011	973
Coffs Harbour - North	2011	1078
Coffs Harbour - South	2011	1085
Coramba - Nana Glen - Bucca	2011	1171
Dorrigo	2011	855
Korora - Emerald Beach	2011	1368
Sawtell - Boambee	2011	1097
Urunga	2011	926
Woolgoolga - Arrawarra	2011	965
Bourke - Brewarrina	2011	1098
Cobar	2011	1554
Coonamble	2011	1011
Nyngan - Warren	2011	1135
Walgett - Lightning Ridge	2011	938
Broken Hill	2011	996
Far West	2011	936
Coonabarabran	2011	871
Dubbo - East	2011	1385
Dubbo - South	2011	1346
Dubbo - West	2011	1234
Dubbo Region	2011	1384
Gilgandra	2011	940
Narromine	2011	1079
Wellington	2011	942
Branxton - Greta - Pokolbin	2011	1688
Cessnock	2011	1178
Cessnock Region	2011	1332
Dungog	2011	1275
Kurri Kurri - Abermain	2011	1184
Singleton	2011	1977
Singleton Region	2011	1816
Maitland	2011	1346
Maitland - East	2011	1509
Maitland - North	2011	1995
Maitland - West	2011	1514
Thornton - Millers Forest	2011	1755
Anna Bay	2011	1186
Lemon Tree Passage - Tanilba Bay	2011	997
Nelson Bay Peninsula	2011	1132
Raymond Terrace	2011	1199
Seaham - Woodville	2011	1822
Tea Gardens - Hawks Nest	2011	864
Williamtown - Medowie - Karuah	2011	1448
Muswellbrook	2011	1721
Muswellbrook Region	2011	1644
Scone	2011	1552
Scone Region	2011	1292
Dapto - Avondale	2011	1228
Horsley - Kembla Grange	2011	1716
Port Kembla Industrial	2011	0
Unanderra - Mount Kembla	2011	1637
Berkeley - Lake Heights - Cringila	2011	1041
Port Kembla - Warrawong	2011	906
Windang - Primbee	2011	991
Illawarra Catchment Reserve	2011	0
Albion Park - Macquarie Pass	2011	1610
Albion Park Rail	2011	1209
Kiama	2011	1368
Kiama Downs - Minnamurra	2011	1673
Kiama Hinterland - Gerringong	2011	1587
Shellharbour - Flinders	2011	1710
Shellharbour - Oak Flats	2011	1364
Warilla	2011	1024
Balgownie - Fairy Meadow	2011	1433
Corrimal - Tarrawanna - Bellambi	2011	1276
Figtree - Keiraville	2011	1641
Helensburgh	2011	2049
Thirroul - Austinmer - Coalcliff	2011	2015
Woonona - Bulli - Russell Vale	2011	1654
Wollongong - East	2011	1405
Wollongong - West	2011	1367
Bulahdelah - Stroud	2011	1028
Forster	2011	901
Forster-Tuncurry Region	2011	871
Tuncurry	2011	787
Kempsey	2011	903
Kempsey Region	2011	914
Macksville - Scotts Head	2011	867
Nambucca Heads	2011	814
Nambucca Heads Region	2011	881
South West Rocks	2011	873
Lord Howe Island	2011	1284
Laurieton - Bonny Hills	2011	912
Port Macquarie - East	2011	1153
Port Macquarie - West	2011	946
Port Macquarie Region	2011	1042
Wauchope	2011	1016
Gloucester	2011	981
Old Bar - Manning Point - Red Head	2011	1039
Taree	2011	905
Taree Region	2011	886
Wingham	2011	959
Albury - East	2011	1609
Albury - North	2011	1248
Albury - South	2011	1494
Albury Region	2011	1260
Lavington	2011	1110
Hay	2011	991
Wentworth - Buronga	2011	1105
Wentworth-Balranald Region	2011	1050
Corowa	2011	1122
Corowa Region	2011	1014
Deniliquin	2011	1160
Deniliquin Region	2011	988
Moama	2011	1099
Tocumwal - Finley - Jerilderie	2011	968
Armidale	2011	1293
Armidale Region - North	2011	1109
Armidale Region - South	2011	1179
Walcha	2011	1070
Glen Innes	2011	917
Inverell	2011	999
Inverell Region - East	2011	848
Inverell Region - West	2011	886
Tenterfield	2011	865
Moree	2011	1279
Moree Region	2011	1245
Narrabri	2011	1279
Narrabri Region	2011	1238
Gunnedah	2011	1214
Gunnedah Region	2011	1138
Quirindi	2011	988
Tamworth - East	2011	1236
Tamworth - North	2011	1308
Tamworth - West	2011	949
Tamworth Region	2011	1114
Belmont - Bennetts Green	2011	1452
Belmont South - Blacksmiths	2011	1119
Charlestown - Dudley	2011	1482
Glendale - Cardiff - Hillsborough	2011	1549
Mount Hutton - Windale	2011	1089
Redhead	2011	1605
Swansea - Caves Beach	2011	1194
Valentine - Eleebana	2011	1959
Warners Bay - Boolaroo	2011	1471
Bolton Point - Teralba	2011	1143
Bonnells Bay - Silverwater	2011	1212
Edgeworth - Cameron Park	2011	1533
Morisset - Cooranbong	2011	1177
Toronto - Awaba	2011	1232
Wangi Wangi - Rathmines	2011	1385
West Wallsend - Barnsley - Killingworth	2011	1385
Adamstown - Kotara	2011	1621
Beresfield - Hexham	2011	1107
Hamilton - Broadmeadow	2011	1668
Lambton - New Lambton	2011	1696
Maryland - Fletcher - Minmi	2011	1705
Mayfield - Warabrook	2011	1338
Merewether - The Junction	2011	2136
Newcastle - Cooks Hill	2011	2112
Newcastle Port - Kooragang	2011	1212
Shortland - Jesmond	2011	1080
Stockton - Fullerton Cove	2011	1234
Wallsend - Elermore Vale	2011	1358
Waratah - North Lambton	2011	1291
Wickham - Carrington - Tighes Hill	2011	1394
Ballina	2011	996
Ballina Region	2011	1202
Bangalow	2011	1219
Brunswick Heads - Ocean Shores	2011	988
Byron Bay	2011	1143
Evans Head	2011	910
Lennox Head - Skennars Head	2011	1424
Mullumbimby	2011	957
Casino	2011	969
Casino Region	2011	929
Goonellabah	2011	1159
Kyogle	2011	897
Lismore	2011	1025
Lismore Region	2011	1191
Kingscliff - Fingal Head	2011	1170
Murwillumbah	2011	957
Murwillumbah Region	2011	1044
Pottsville	2011	1135
Tweed Heads	2011	994
Banora Point	2011	1081
Terranora - North Tumblegum	2011	1439
Tweed Heads South	2011	854
Griffith (NSW)	2011	1258
Griffith Region	2011	1239
Leeton	2011	1217
Narrandera	2011	1008
Tumbarumba	2011	1096
Tumut	2011	1208
Tumut Region	2011	1218
Cootamundra	2011	1037
Gundagai	2011	1134
Junee	2011	1135
Temora	2011	959
Wagga Wagga - East	2011	1516
Wagga Wagga - North	2011	1556
Wagga Wagga - South	2011	1449
Wagga Wagga - West	2011	1204
Wagga Wagga Region	2011	1261
Berry - Kangaroo Valley	2011	1185
Callala Bay - Currarong	2011	955
Culburra Beach	2011	927
Ettrema - Sassafras - Budawang	2011	850
Huskisson - Vincentia	2011	1147
North Nowra - Bomaderry	2011	1211
Nowra	2011	1055
St Georges Basin - Erowal Bay	2011	872
Sussex Inlet - Berrara	2011	785
Tomerong - Wandandian - Woollamia	2011	1290
Ulladulla	2011	886
Ulladulla Region	2011	927
Bowral	2011	1438
Hill Top - Colo Vale	2011	1367
Mittagong	2011	1292
Moss Vale - Berrima	2011	1265
Robertson - Fitzroy Falls	2011	1431
Southern Highlands	2011	1279
Baulkham Hills (East)	2011	1978
Baulkham Hills (West) - Bella Vista	2011	2353
Glenhaven	2011	2410
West Pennant Hills	2011	2650
Castle Hill - Central	2011	2003
Castle Hill - East	2011	2524
Castle Hill - North	2011	2375
Castle Hill - South	2011	2125
Castle Hill - West	2011	2621
Cherrybrook	2011	2432
Kellyville	2011	2296
Dural - Kenthurst - Wisemans Ferry	2011	2035
Galston - Laughtondale	2011	1973
Bilpin - Colo - St Albans	2011	1317
Kurrajong Heights - Ebenezer	2011	1779
Pitt Town - McGraths Hill	2011	1763
Rouse Hill - Beaumont Hills	2011	2341
Blacktown (East) - Kings Park	2011	1265
Blacktown (North) - Marayong	2011	1345
Doonside - Woodcroft	2011	1463
Lalor Park - Kings Langley	2011	1640
Seven Hills - Toongabbie	2011	1533
Blacktown (South)	2011	1336
Blacktown (West)	2011	1385
Glenwood	2011	2160
Parklea - Kellyville Ridge	2011	2300
Riverstone - Marsden Park	2011	1391
Acacia Gardens	2011	2200
Quakers Hill	2011	1894
Bidwill - Hebersham - Emerton	2011	941
Glendenning - Dean Park	2011	1538
Hassall Grove - Plumpton	2011	1582
Lethbridge Park - Tregear	2011	923
Mount Druitt - Whalan	2011	1047
Prospect Reservoir	2011	0
Rooty Hill - Minchinbury	2011	1538
Banksmeadow	2011	0
Botany	2011	1901
Mascot - Eastlakes	2011	1394
Pagewood - Hillsdale - Daceyville	2011	1372
Port Botany Industrial	2011	0
Sydney Airport	2011	0
Marrickville	2011	1603
Petersham - Stanmore	2011	2264
Sydenham - Tempe - St Peters	2011	1861
Darlinghurst	2011	2701
Erskineville - Alexandria	2011	2605
Glebe - Forest Lodge	2011	2375
Newtown - Camperdown - Darlington	2011	2399
Potts Point - Woolloomooloo	2011	2503
Pyrmont - Ultimo	2011	2244
Redfern - Chippendale	2011	2043
Surry Hills	2011	2446
Sydney - Haymarket - The Rocks	2011	1606
Waterloo - Beaconsfield	2011	1900
Bondi - Tamarama - Bronte	2011	2513
Bondi Beach - North Bondi	2011	2489
Bondi Junction - Waverly	2011	2453
Centennial Park	2011	0
Double Bay - Bellevue Hill	2011	2847
Dover Heights	2011	2518
Paddington - Moore Park	2011	2864
Rose Bay - Vaucluse - Watsons Bay	2011	2781
Woollahra	2011	2785
Coogee - Clovelly	2011	2557
Malabar - La Perouse - Chifley	2011	1742
Kensington (NSW)	2011	1973
Kingsford	2011	1650
Maroubra - North	2011	2193
Maroubra - South	2011	1744
Maroubra - West	2011	1692
Randwick - North	2011	2371
Randwick - South	2011	2270
Bass Hill - Georges Hall	2011	1205
Chullora	2011	0
Condell Park	2011	1193
Greenacre - Mount Lewis	2011	1078
Padstow	2011	1546
Panania - Milperra - Picnic Point	2011	1745
Revesby	2011	1460
Yagoona - Birrong	2011	1126
Bankstown - North	2011	992
Bankstown - South	2011	986
Belmore - Belfield	2011	1152
Canterbury (South) - Campsie	2011	1028
Kingsgrove (North) - Earlwood	2011	1522
Punchbowl	2011	994
Roselands	2011	1344
Lakemba	2011	889
Wiley Park	2011	906
Hurstville	2011	1193
Mortdale - Penshurst	2011	1642
Narwee - Beverly Hills	2011	1380
Oatley - Hurstville Grove	2011	2086
Peakhurst - Lugarno	2011	1714
Riverwood	2011	1098
South Hurstville - Blakehurst	2011	1623
Arncliffe - Bardwell Valley	2011	1515
Bexley	2011	1413
Kingsgrove (South) - Bardwell Park	2011	1485
Kogarah	2011	1456
Kogarah Bay - Carlton - Allawah	2011	1465
Monterey - Brighton-le-Sands - Kyeemagh	2011	1470
Rockdale - Banksia	2011	1347
Sans Souci - Ramsgate	2011	1628
Concord - Mortlake - Cabarita	2011	2165
Concord West - North Strathfield	2011	1886
Drummoyne - Rodd Point	2011	2543
Five Dock - Abbotsford	2011	2149
Balmain	2011	2907
Leichhardt - Annandale	2011	2579
Lilyfield - Rozelle	2011	2796
Ashfield	2011	1465
Burwood - Croydon	2011	1474
Canterbury (North) - Ashbury	2011	1739
Croydon Park - Enfield	2011	1532
Dulwich Hill - Lewisham	2011	1890
Haberfield - Summer Hill	2011	2106
Homebush	2011	1431
Strathfield	2011	1670
Strathfield South	2011	1676
Chatswood (East) - Artarmon	2011	1969
Chatswood (West) - Lane Cove North	2011	2308
Lane Cove - Greenwich	2011	2743
St Leonards - Naremburn	2011	2688
Willoughby - Castle Cove - Northbridge	2011	2710
Asquith - Mount Colah	2011	2120
Berowra - Brooklyn - Cowan	2011	2067
Normanhurst - Thornleigh - Westleigh	2011	2316
Hornsby - East	2011	1587
Hornsby - West	2011	1904
Waitara - Wahroonga (West)	2011	1840
Gordon - Killara	2011	2628
Lindfield - Roseville	2011	2760
Pymble	2011	2748
St Ives	2011	2644
Turramurra	2011	2575
Wahroonga (East) - Warrawee	2011	2713
Cremorne - Cammeray	2011	2781
Crows Nest - Waverton	2011	2729
Mosman	2011	2839
Neutral Bay - Kirribilli	2011	2736
North Sydney - Lavender Bay	2011	2829
Balgowlah - Clontarf - Seaforth	2011	2647
Manly - Fairlight	2011	2650
Avalon - Palm Beach	2011	2164
Bayview - Elanora Heights	2011	2220
Newport - Bilgola	2011	2213
Warriewood - Mona Vale	2011	2043
Beacon Hill - Narraweena	2011	1837
Cromer	2011	1920
Dee Why - North Curl Curl	2011	1849
Forestville - Killarney Heights	2011	2270
Frenchs Forest - Belrose	2011	2272
Freshwater - Brookvale	2011	2303
Manly Vale - Allambie Heights	2011	2191
Narrabeen - Collaroy	2011	2023
Terrey Hills - Duffys Forest	2011	2187
Camden - Ellis Lane	2011	1877
Elderslie - Harrington Park	2011	1952
Mount Annan - Currans Hill	2011	1919
Bradbury - Wedderburn	2011	1247
Campbelltown - Woodbine	2011	1395
Claymore - Eagle Vale - Raby	2011	1498
Holsworthy Military Area	2011	0
Ingleburn - Denham Court	2011	1471
Leumeah - Minto Heights	2011	1448
Macquarie Fields - Glenfield	2011	1248
Minto - St Andrews	2011	1380
Rosemeadow - Glen Alpine	2011	1468
Bargo	2011	1467
Douglas Park - Appin	2011	1811
Picton - Tahmoor - Buxton	2011	1550
The Oaks - Oakdale	2011	1690
Blackheath - Megalong Valley	2011	1157
Blaxland - Warrimoo - Lapstone	2011	1973
Blue Mountains - North	2011	1312
Katoomba - Leura	2011	1213
Lawson - Hazelbrook - Linden	2011	1540
Springwood - Winmalee	2011	1824
Wentworth Falls	2011	1322
Blue Mountains - South	2011	0
Cambridge Park	2011	1584
Castlereagh - Cranebrook	2011	1628
Emu Plains - Leonay	2011	1831
Glenmore Park - Regentville	2011	2005
Jamisontown - South Penrith	2011	1525
Kingswood - Werrington	2011	1379
Mulgoa - Luddenham - Orchard Hills	2011	1787
Penrith	2011	1269
Warragamba - Silverdale	2011	1695
Richmond - Clarendon	2011	1407
Windsor - Bligh Park	2011	1463
Yarramundi - Londonderry	2011	1570
Erskine Park	2011	1912
St Clair	2011	1702
Colyton - Oxley Park	2011	1274
St Marys - North St Marys	2011	1150
