SA2_NAME16	Year	unemployment
Bonnyrigg Heights - Bonnyrigg	2016	9.7
Bossley Park - Abbotsbury	2006	7
Bossley Park - Abbotsbury	2011	6.2
Bossley Park - Abbotsbury	2016	6.5
Cabramatta - Lansvale	2006	14.6
Cabramatta - Lansvale	2011	13.2
Cabramatta - Lansvale	2016	14.2
Cabramatta West - Mount Pritchard	2006	10.7
Cabramatta West - Mount Pritchard	2011	9.6
Cabramatta West - Mount Pritchard	2016	11.3
Canley Vale - Canley Heights	2006	13.2
Canley Vale - Canley Heights	2011	12.1
Canley Vale - Canley Heights	2016	12.8
Edensor Park	2006	7.7
Edensor Park	2011	7.2
Edensor Park	2016	8
Fairfield	2006	15.2
Fairfield	2011	12.5
Fairfield	2016	14.5
Fairfield - West	2006	11.2
Fairfield - West	2011	9.8
Fairfield - West	2016	10.5
Greenfield Park - Prairiewood	2006	8.8
Greenfield Park - Prairiewood	2011	8.9
Greenfield Park - Prairiewood	2016	8.6
Horsley Park - Kemps Creek	2006	3.1
Horsley Park - Kemps Creek	2011	3.7
Horsley Park - Kemps Creek	2016	3.7
Smithfield - Wetherill Park	2006	8.1
Smithfield - Wetherill Park	2011	7.6
Smithfield - Wetherill Park	2016	8.4
St Johns Park - Wakeley	2006	7.8
St Johns Park - Wakeley	2011	8.1
St Johns Park - Wakeley	2016	8.3
Wetherill Park Industrial	2006	0
Wetherill Park Industrial	2011	0
Wetherill Park Industrial	2016	0
Casula	2006	5.9
Casula	2011	7
Casula	2016	7.5
Chipping Norton - Moorebank	2006	4
Chipping Norton - Moorebank	2011	4.5
Chipping Norton - Moorebank	2016	5.1
Holsworthy - Wattle Grove	2006	3.8
Holsworthy - Wattle Grove	2011	4
Holsworthy - Wattle Grove	2016	4.2
Liverpool	2006	12.3
Liverpool	2011	10.5
Liverpool	2016	11.5
Lurnea - Cartwright	2006	11.5
Lurnea - Cartwright	2011	12
Lurnea - Cartwright	2016	11.8
Prestons - Edmondson Park	2006	5.2
Prestons - Edmondson Park	2011	5.1
Prestons - Edmondson Park	2016	6.3
Warwick Farm	2006	15.1
Warwick Farm	2011	13.9
Warwick Farm	2016	14
Gymea - Grays Point	2006	2.6
Gymea - Grays Point	2011	3.2
Gymea - Grays Point	2016	3.4
Miranda - Yowie Bay	2006	3.5
Miranda - Yowie Bay	2011	4
Miranda - Yowie Bay	2016	4.2
Sylvania - Taren Point	2006	3
Sylvania - Taren Point	2011	3.9
Sylvania - Taren Point	2016	4.5
Caringbah	2006	3.8
Caringbah	2011	4.2
Caringbah	2016	3.6
Caringbah South	2006	2.5
Caringbah South	2011	3.2
Caringbah South	2016	3.1
Cronulla - Kurnell - Bundeena	2006	3.2
Cronulla - Kurnell - Bundeena	2011	3.5
Cronulla - Kurnell - Bundeena	2016	3.3
Lilli Pilli - Port Hacking - Dolans Bay	2006	2.3
Lilli Pilli - Port Hacking - Dolans Bay	2011	3.3
Lilli Pilli - Port Hacking - Dolans Bay	2016	2.2
Woolaware - Burraneer	2006	2.6
Woolaware - Burraneer	2011	3.5
Woolaware - Burraneer	2016	2.4
Heathcote - Waterfall	2006	2.5
Heathcote - Waterfall	2011	3.5
Heathcote - Waterfall	2016	3.9
Illawong - Alfords Point	2006	2.7
Illawong - Alfords Point	2011	2.9
Illawong - Alfords Point	2016	3.6
Menai - Lucas Heights - Woronora	2006	2.7
Menai - Lucas Heights - Woronora	2011	3.3
Menai - Lucas Heights - Woronora	2016	3.7
Oyster Bay - Como - Jannali	2006	3
Oyster Bay - Como - Jannali	2011	3.6
Oyster Bay - Como - Jannali	2016	3.5
Royal National Park	2006	0
Royal National Park	2011	0
Royal National Park	2016	0
Sutherland - Kirrawee	2006	3.2
Sutherland - Kirrawee	2011	4.1
Sutherland - Kirrawee	2016	4
Engadine	2006	2.6
Engadine	2011	3.4
Engadine	2016	3
Loftus - Yarrawarrah	2006	2.5
Loftus - Yarrawarrah	2011	3.1
Loftus - Yarrawarrah	2016	3
Woronora Heights	2006	2.6
Woronora Heights	2011	2.6
Woronora Heights	2016	2.4
Migratory - Offshore - Shipping (NSW)	2006	0
Migratory - Offshore - Shipping (NSW)	2011	0
Migratory - Offshore - Shipping (NSW)	2016	3.1
No usual address (NSW)	2006	20.9
No usual address (NSW)	2011	22.6
No usual address (NSW)	2016	22
Alfredton	2006	4.1
Alfredton	2011	4.2
Alfredton	2016	5.1
Ballarat	2006	5.8
Ballarat	2011	5.7
Ballarat	2016	6.5
Ballarat - North	2006	6.4
Ballarat - North	2011	5.4
Ballarat - North	2016	6.6
Ballarat - South	2006	7.5
Ballarat - South	2011	6.9
Ballarat - South	2016	9
Buninyong	2006	5.4
Buninyong	2011	5.3
Buninyong	2016	6.1
Delacombe	2006	5.2
Delacombe	2011	5.1
Delacombe	2016	6.4
Smythes Creek	2006	5.2
Smythes Creek	2011	3.9
Smythes Creek	2016	4.2
Wendouree - Miners Rest	2006	8.3
Wendouree - Miners Rest	2011	7
Wendouree - Miners Rest	2016	8.5
Bacchus Marsh Region	2006	6.2
Bacchus Marsh Region	2011	4.2
Bacchus Marsh Region	2016	5.8
Creswick - Clunes	2006	5.9
Creswick - Clunes	2011	5.6
Creswick - Clunes	2016	5.9
Daylesford	2006	6.7
Daylesford	2011	5.1
Daylesford	2016	4.5
Gordon (Vic.)	2006	5.6
Gordon (Vic.)	2011	4.9
Gordon (Vic.)	2016	4.8
Avoca	2006	9.3
Avoca	2011	5.8
Avoca	2016	7.1
Beaufort	2006	6.8
Beaufort	2011	7.8
Beaufort	2016	5.6
Golden Plains - North	2006	7.7
Golden Plains - North	2011	6.1
Golden Plains - North	2016	7.2
Maryborough (Vic.)	2006	9.7
Maryborough (Vic.)	2011	6.6
Maryborough (Vic.)	2016	7.9
Maryborough Region	2006	9.4
Maryborough Region	2011	6.9
Maryborough Region	2016	10
Bendigo	2006	8.9
Bendigo	2011	7.1
Bendigo	2016	8.4
California Gully - Eaglehawk	2006	8.8
California Gully - Eaglehawk	2011	6.6
California Gully - Eaglehawk	2016	9
East Bendigo - Kennington	2006	5.6
East Bendigo - Kennington	2011	4.7
East Bendigo - Kennington	2016	6.7
Flora Hill - Spring Gully	2006	7.3
Flora Hill - Spring Gully	2011	5.6
Flora Hill - Spring Gully	2016	7.7
Kangaroo Flat - Golden Square	2006	6.5
Kangaroo Flat - Golden Square	2011	5.5
Kangaroo Flat - Golden Square	2016	6.8
Maiden Gully	2006	4.2
Maiden Gully	2011	2.9
Maiden Gully	2016	4.1
Strathfieldsaye	2006	2.8
Strathfieldsaye	2011	3.5
Strathfieldsaye	2016	3.8
White Hills - Ascot	2006	5.3
White Hills - Ascot	2011	3.8
White Hills - Ascot	2016	4.7
Bendigo Region - South	2006	5.3
Bendigo Region - South	2011	3.8
Bendigo Region - South	2016	4.3
Castlemaine	2006	6.9
Castlemaine	2011	5
Castlemaine	2016	5.3
Castlemaine Region	2006	6.4
Castlemaine Region	2011	4.9
Castlemaine Region	2016	5.4
Heathcote	2006	9
Heathcote	2011	6
Heathcote	2016	7.3
Kyneton	2006	5.6
Kyneton	2011	4.2
Kyneton	2016	4.2
Woodend	2006	4.1
Woodend	2011	3.8
Woodend	2016	4.8
Bendigo Region - North	2006	5.5
Bendigo Region - North	2011	4.9
Bendigo Region - North	2016	4.6
Loddon	2006	5.8
Loddon	2011	5.8
Loddon	2016	5.2
Bannockburn	2006	3.6
Bannockburn	2011	3.6
Bannockburn	2016	3.7
Golden Plains - South	2006	4.7
Golden Plains - South	2011	3.9
Golden Plains - South	2016	4.6
Winchelsea	2006	3.8
Winchelsea	2011	3.8
Winchelsea	2016	3.3
Belmont	2006	6.5
Belmont	2011	5.7
Belmont	2016	6.1
Corio - Norlane	2006	12.6
Corio - Norlane	2011	10.9
Corio - Norlane	2016	13
Geelong	2006	6.5
Geelong	2011	5.8
Geelong	2016	5.7
Geelong West - Hamlyn Heights	2006	6.4
Geelong West - Hamlyn Heights	2011	5.4
Geelong West - Hamlyn Heights	2016	5.7
Grovedale	2006	5
Grovedale	2011	4.2
Grovedale	2016	5.6
Highton	2006	4.7
Highton	2011	4.6
Highton	2016	5.8
Lara	2006	4.2
Lara	2011	4.2
Lara	2016	4.8
Leopold	2006	3.6
Leopold	2011	4
Leopold	2016	5.5
Newcomb - Moolap	2006	7.7
Newcomb - Moolap	2011	6
Newcomb - Moolap	2016	7.4
Newtown (Vic.)	2006	4.9
Newtown (Vic.)	2011	4.2
Newtown (Vic.)	2016	4.9
North Geelong - Bell Park	2006	7.1
North Geelong - Bell Park	2011	6.4
North Geelong - Bell Park	2016	7.4
Clifton Springs	2006	5.2
Clifton Springs	2011	4.5
Clifton Springs	2016	5.9
Lorne - Anglesea	2006	3.4
Lorne - Anglesea	2011	4.1
Lorne - Anglesea	2016	3.1
Ocean Grove - Barwon Heads	2006	4.4
Ocean Grove - Barwon Heads	2011	4.2
Ocean Grove - Barwon Heads	2016	4.1
Portarlington	2006	7.4
Portarlington	2011	7.6
Portarlington	2016	8.3
Point Lonsdale - Queenscliff	2006	3.1
Point Lonsdale - Queenscliff	2011	4.1
Point Lonsdale - Queenscliff	2016	3.8
Torquay	2006	3.9
Torquay	2011	3.8
Torquay	2016	4.2
Alexandra	2006	4.6
Alexandra	2011	4.2
Alexandra	2016	4.9
Euroa	2006	4.1
Euroa	2011	4.1
Euroa	2016	4.7
Kilmore - Broadford	2006	4.8
Kilmore - Broadford	2011	5
Kilmore - Broadford	2016	5.8
Mansfield (Vic.)	2006	4.2
Mansfield (Vic.)	2011	2.7
Mansfield (Vic.)	2016	3.4
Nagambie	2006	4.8
Nagambie	2011	4.1
Nagambie	2016	4.4
Seymour	2006	6.8
Seymour	2011	7.6
Seymour	2016	7.1
Seymour Region	2006	4
Seymour Region	2011	4.7
Seymour Region	2016	4.1
Upper Yarra Valley	2006	9.3
Upper Yarra Valley	2011	10.4
Upper Yarra Valley	2016	4.2
Yea	2006	3.6
Yea	2011	4.6
Yea	2016	5.4
Benalla	2006	6.3
Benalla	2011	5.1
Benalla	2016	6
Benalla Region	2006	4.2
Benalla Region	2011	4
Benalla Region	2016	3.6
Rutherglen	2006	3.9
Rutherglen	2011	3.7
Rutherglen	2016	4.8
Wangaratta	2006	5
Wangaratta	2011	5.4
Wangaratta	2016	5.4
Wangaratta Region	2006	3.9
Wangaratta Region	2011	3.5
Wangaratta Region	2016	3.5
Beechworth	2006	3.6
Beechworth	2011	4
Beechworth	2016	3.6
Bright - Mount Beauty	2006	3.7
Bright - Mount Beauty	2011	3.8
Bright - Mount Beauty	2016	3.1
Chiltern - Indigo Valley	2006	4
Chiltern - Indigo Valley	2011	5
Chiltern - Indigo Valley	2016	5.5
Myrtleford	2006	6.1
Myrtleford	2011	5.4
Myrtleford	2016	4.9
Towong	2006	3.8
Towong	2011	4
Towong	2016	4.8
West Wodonga	2006	4.4
West Wodonga	2011	5.6
West Wodonga	2016	5.7
Wodonga	2006	6
Wodonga	2011	5.6
Wodonga	2016	6.2
Yackandandah	2006	3
Yackandandah	2011	3.2
Yackandandah	2016	3.7
Drouin	2006	4.5
Drouin	2011	5.1
Drouin	2016	6
Mount Baw Baw Region	2006	5.2
Mount Baw Baw Region	2011	4.4
Mount Baw Baw Region	2016	5.3
Trafalgar (Vic.)	2006	5.4
Trafalgar (Vic.)	2011	4.7
Trafalgar (Vic.)	2016	5
Warragul	2006	4.8
Warragul	2011	4.9
Warragul	2016	5.4
Alps - East	2006	0
Alps - East	2011	0
Alps - East	2016	0
Bairnsdale	2006	6.3
Bairnsdale	2011	5.4
Bairnsdale	2016	6
Bruthen - Omeo	2006	4.8
Bruthen - Omeo	2011	4.6
Bruthen - Omeo	2016	5.1
Lake King	2006	0
Lake King	2011	0
Lake King	2016	0
Lakes Entrance	2006	6.8
Lakes Entrance	2011	6.1
Lakes Entrance	2016	7.2
Orbost	2006	7.7
Orbost	2011	6.4
Orbost	2016	8.9
Paynesville	2006	5.5
Paynesville	2011	5
Paynesville	2016	5.3
Foster	2006	4.7
Foster	2011	3.1
Foster	2016	5
French Island	2006	0
French Island	2011	7.4
French Island	2016	0
Korumburra	2006	4.2
Korumburra	2011	4.1
Korumburra	2016	5.3
Leongatha	2006	3.3
Leongatha	2011	3.6
Leongatha	2016	4.4
Phillip Island	2006	5
Phillip Island	2011	5.1
Phillip Island	2016	5.9
Wilsons Promontory	2006	0
Wilsons Promontory	2011	0
Wilsons Promontory	2016	0
Wonthaggi - Inverloch	2006	6.6
Wonthaggi - Inverloch	2011	4.6
Wonthaggi - Inverloch	2016	6.6
Churchill	2006	7
Churchill	2011	7.3
Churchill	2016	8.6
Moe - Newborough	2006	10.4
Moe - Newborough	2011	10
Moe - Newborough	2016	11.8
Morwell	2006	12.1
Morwell	2011	12.1
Morwell	2016	14.4
Traralgon	2006	6.4
Traralgon	2011	5.7
Traralgon	2016	7.4
Yallourn North - Glengarry	2006	6.5
Yallourn North - Glengarry	2011	4.9
Yallourn North - Glengarry	2016	8
Alps - West	2006	0
Alps - West	2011	0
Alps - West	2016	0
Longford - Loch Sport	2006	6.6
Longford - Loch Sport	2011	5.9
Longford - Loch Sport	2016	6.5
Maffra	2006	5.5
Maffra	2011	4.8
Maffra	2016	5.4
Rosedale	2006	4.7
Rosedale	2011	5.5
Rosedale	2016	6.5
Sale	2006	6.2
Sale	2011	5.5
Sale	2016	6.7
Yarram	2006	6.2
Yarram	2011	4.6
Yarram	2016	6.6
Brunswick	2006	5.7
Brunswick	2011	5.9
Brunswick	2016	5.9
Brunswick East	2006	5.3
Brunswick East	2011	5.5
Brunswick East	2016	5.7
Brunswick West	2006	6.6
Brunswick West	2011	6
Brunswick West	2016	6.5
Coburg	2006	5.8
Coburg	2011	5.9
Coburg	2016	7
Pascoe Vale South	2006	4.1
Pascoe Vale South	2011	4.3
Pascoe Vale South	2016	5.8
Alphington - Fairfield	2006	3.7
Alphington - Fairfield	2011	3.8
Alphington - Fairfield	2016	5.3
Northcote	2006	4.5
Northcote	2011	4.4
Northcote	2016	4.7
Thornbury	2006	5.8
Thornbury	2011	5
Thornbury	2016	5.5
Ascot Vale	2006	7
Ascot Vale	2011	5.8
Ascot Vale	2016	6.3
Essendon - Aberfeldie	2006	3.9
Essendon - Aberfeldie	2011	4.2
Essendon - Aberfeldie	2016	4.9
Flemington	2006	9.4
Flemington	2011	8.4
Flemington	2016	10.1
Moonee Ponds	2006	4.1
Moonee Ponds	2011	3.7
Moonee Ponds	2016	5.3
Carlton	2006	12.8
Carlton	2011	14
Carlton	2016	19.4
Docklands	2006	2.9
Docklands	2011	4.7
Docklands	2016	7.6
East Melbourne	2006	3
East Melbourne	2011	3.5
East Melbourne	2016	3.8
Flemington Racecourse	2006	0
Flemington Racecourse	2011	5.1
Flemington Racecourse	2016	7.5
Kensington (Vic.)	2006	4.4
Kensington (Vic.)	2011	4.6
Kensington (Vic.)	2016	4.8
Melbourne	2006	11
Melbourne	2011	10.8
Melbourne	2016	15
North Melbourne	2006	8.1
North Melbourne	2011	8.3
North Melbourne	2016	10.4
Parkville	2006	10.1
Parkville	2011	12.3
Parkville	2016	12.3
South Yarra - West	2006	3.6
South Yarra - West	2011	3.9
South Yarra - West	2016	4.4
Southbank	2006	6.7
Southbank	2011	5.8
Southbank	2016	7.8
West Melbourne	2006	0
West Melbourne	2011	0
West Melbourne	2016	0
Albert Park	2006	3.5
Albert Park	2011	3.9
Albert Park	2016	4.9
Elwood	2006	3.9
Elwood	2011	3.8
Elwood	2016	4.6
Port Melbourne	2006	3.6
Port Melbourne	2011	3.8
Port Melbourne	2016	4
Port Melbourne Industrial	2006	0
Port Melbourne Industrial	2011	0
Port Melbourne Industrial	2016	0
South Melbourne	2006	4.6
South Melbourne	2011	5
South Melbourne	2016	5.9
St Kilda	2006	5.2
St Kilda	2011	4.8
St Kilda	2016	5.8
St Kilda East	2006	5.1
St Kilda East	2011	4.7
St Kilda East	2016	4.9
Armadale	2006	3.5
Armadale	2011	4.1
Armadale	2016	4.6
Prahran - Windsor	2006	4
Prahran - Windsor	2011	4.1
Prahran - Windsor	2016	4.5
South Yarra - East	2006	4.6
South Yarra - East	2011	4.8
South Yarra - East	2016	5.6
Toorak	2006	3.8
Toorak	2011	4.1
Toorak	2016	4.3
Abbotsford	2006	4.6
Abbotsford	2011	4.6
Abbotsford	2016	5.3
Carlton North - Princes Hill	2006	4.6
Carlton North - Princes Hill	2011	4.6
Carlton North - Princes Hill	2016	4.6
Collingwood	2006	8.6
Collingwood	2011	6.8
Collingwood	2016	7
Fitzroy	2006	6.9
Fitzroy	2011	6.2
Fitzroy	2016	7.4
Fitzroy North	2006	4.5
Fitzroy North	2011	4.2
Fitzroy North	2016	4.8
Richmond (Vic.)	2006	4.8
Richmond (Vic.)	2011	4.3
Richmond (Vic.)	2016	4.8
Yarra - North	2006	3.5
Yarra - North	2011	4.5
Yarra - North	2016	4.3
Ashburton (Vic.)	2006	4.4
Ashburton (Vic.)	2011	5.5
Ashburton (Vic.)	2016	5.2
Balwyn	2006	4.1
Balwyn	2011	4.8
Balwyn	2016	6.1
Balwyn North	2006	4.1
Balwyn North	2011	4.9
Balwyn North	2016	6.1
Camberwell	2006	3.7
Camberwell	2011	4
Camberwell	2016	5.4
Glen Iris - East	2006	3.1
Glen Iris - East	2011	4.2
Glen Iris - East	2016	4.9
Hawthorn	2006	4.3
Hawthorn	2011	5.3
Hawthorn	2016	6.6
Hawthorn East	2006	4.5
Hawthorn East	2011	4.3
Hawthorn East	2016	5.1
Kew	2006	3.6
Kew	2011	4.1
Kew	2016	5.1
Kew East	2006	3.4
Kew East	2011	3.9
Kew East	2016	4.9
Surrey Hills (West) - Canterbury	2006	3.7
Surrey Hills (West) - Canterbury	2011	3.8
Surrey Hills (West) - Canterbury	2016	5.1
Bulleen	2006	3.8
Bulleen	2011	4
Bulleen	2016	6.2
Doncaster	2006	5.2
Doncaster	2011	5.7
Doncaster	2016	7.6
Templestowe	2006	3.6
Templestowe	2011	4.5
Templestowe	2016	5.7
Templestowe Lower	2006	4.4
Templestowe Lower	2011	4.6
Templestowe Lower	2016	6
Doncaster East (North)	2006	4.5
Doncaster East (North)	2011	5.4
Doncaster East (North)	2016	6.5
Doncaster East (South)	2006	5.6
Doncaster East (South)	2011	5.8
Doncaster East (South)	2016	7.6
Blackburn	2006	4.2
Blackburn	2011	4.2
Blackburn	2016	6.3
Blackburn South	2006	3.5
Blackburn South	2011	4.3
Blackburn South	2016	5.6
Box Hill	2006	6.5
Box Hill	2011	7
Box Hill	2016	8.9
Box Hill North	2006	5.1
Box Hill North	2011	5.7
Box Hill North	2016	6.7
Burwood	2006	7.2
Burwood	2011	9.3
Burwood	2016	13.5
Burwood East	2006	5
Burwood East	2011	6
Burwood East	2016	7.9
Surrey Hills (East) - Mont Albert	2006	3.9
Surrey Hills (East) - Mont Albert	2011	4.8
Surrey Hills (East) - Mont Albert	2016	4.8
Beaumaris	2006	3
Beaumaris	2011	3.1
Beaumaris	2016	4.5
Brighton (Vic.)	2006	3
Brighton (Vic.)	2011	3.7
Brighton (Vic.)	2016	4.4
Brighton East	2006	3.2
Brighton East	2011	4.2
Brighton East	2016	5.3
Cheltenham - Highett (West)	2006	3.5
Cheltenham - Highett (West)	2011	3.9
Cheltenham - Highett (West)	2016	4.7
Hampton	2006	3.8
Hampton	2011	4.4
Hampton	2016	4.9
Sandringham - Black Rock	2006	3.1
Sandringham - Black Rock	2011	3.6
Sandringham - Black Rock	2016	4
Bentleigh - McKinnon	2006	3.6
Bentleigh - McKinnon	2011	4.3
Bentleigh - McKinnon	2016	6.2
Carnegie	2006	5.7
Carnegie	2011	5.3
Carnegie	2016	7.2
Caulfield - North	2006	4
Caulfield - North	2011	4.5
Caulfield - North	2016	5.5
Caulfield - South	2006	3.5
Caulfield - South	2011	4.4
Caulfield - South	2016	4.7
Elsternwick	2006	3.8
Elsternwick	2011	4.1
Elsternwick	2016	4.1
Hughesdale	2006	5
Hughesdale	2011	5.8
Hughesdale	2016	6.9
Murrumbeena	2006	4.3
Murrumbeena	2011	4.4
Murrumbeena	2016	6.6
Ormond - Glen Huntly	2006	5.1
Ormond - Glen Huntly	2011	5.8
Ormond - Glen Huntly	2016	6.8
Bentleigh East (North)	2006	3.1
Bentleigh East (North)	2011	4.5
Bentleigh East (North)	2016	5.1
Bentleigh East (South)	2006	3.9
Bentleigh East (South)	2011	4.5
Bentleigh East (South)	2016	5.4
Aspendale Gardens - Waterways	2006	3.5
Aspendale Gardens - Waterways	2011	3.7
Aspendale Gardens - Waterways	2016	4.4
Braeside	2006	0
Braeside	2011	0
Braeside	2016	0
Carrum - Patterson Lakes	2006	3.9
Carrum - Patterson Lakes	2011	4.8
Carrum - Patterson Lakes	2016	4.7
Chelsea - Bonbeach	2006	5.6
Chelsea - Bonbeach	2011	5
Chelsea - Bonbeach	2016	5
Chelsea Heights	2006	4.6
Chelsea Heights	2011	4.5
Chelsea Heights	2016	5.2
Cheltenham - Highett (East)	2006	4.1
Cheltenham - Highett (East)	2011	4.3
Cheltenham - Highett (East)	2016	5.3
Edithvale - Aspendale	2006	4.1
Edithvale - Aspendale	2011	4
Edithvale - Aspendale	2016	4.7
Mentone	2006	3.6
Mentone	2011	3.8
Mentone	2016	5.3
Moorabbin - Heatherton	2006	4
Moorabbin - Heatherton	2011	4.1
Moorabbin - Heatherton	2016	6.1
Moorabbin Airport	2006	0
Moorabbin Airport	2011	0
Moorabbin Airport	2016	0
Mordialloc - Parkdale	2006	3.6
Mordialloc - Parkdale	2011	3.7
Mordialloc - Parkdale	2016	4.7
Malvern - Glen Iris	2006	3.7
Malvern - Glen Iris	2011	4.2
Malvern - Glen Iris	2016	5
Malvern East	2006	4.6
Malvern East	2011	5
Malvern East	2016	6.7
Bundoora - East	2006	4.5
Bundoora - East	2011	5.7
Bundoora - East	2016	6.8
Greensborough	2006	3.5
Greensborough	2011	3.8
Greensborough	2016	4.7
Heidelberg - Rosanna	2006	3.9
Heidelberg - Rosanna	2011	4.3
Heidelberg - Rosanna	2016	5.4
Heidelberg West	2006	8.8
Heidelberg West	2011	7.6
Heidelberg West	2016	9.2
Ivanhoe	2006	4
Ivanhoe	2011	4.4
Ivanhoe	2016	5.1
Ivanhoe East - Eaglemont	2006	2.9
Ivanhoe East - Eaglemont	2011	3.7
Ivanhoe East - Eaglemont	2016	4.9
Montmorency - Briar Hill	2006	3.4
Montmorency - Briar Hill	2011	3.7
Montmorency - Briar Hill	2016	4.1
Viewbank - Yallambie	2006	3.8
Viewbank - Yallambie	2011	4
Viewbank - Yallambie	2016	5.2
Watsonia	2006	4.6
Watsonia	2011	3.9
Watsonia	2016	4.9
Kingsbury	2006	7.9
Kingsbury	2011	9.9
Kingsbury	2016	12.9
Reservoir - East	2006	7.9
Reservoir - East	2011	7.6
Reservoir - East	2016	8.8
Reservoir - West	2006	7.3
Reservoir - West	2011	6.3
Reservoir - West	2016	7.7
Preston - East	2006	8.4
Preston - East	2011	7.5
Preston - East	2016	7.9
Preston - West	2006	6.8
Preston - West	2011	5.7
Preston - West	2016	6.5
Eltham	2006	2.9
Eltham	2011	3.7
Eltham	2016	4.4
Hurstbridge	2006	3.4
Hurstbridge	2011	3.5
Hurstbridge	2016	4.2
Kinglake	2006	4.2
Kinglake	2011	4.8
Kinglake	2016	4.8
Panton Hill - St Andrews	2006	3.6
Panton Hill - St Andrews	2011	3.6
Panton Hill - St Andrews	2016	3.7
Plenty - Yarrambat	2006	3
Plenty - Yarrambat	2011	2.9
Plenty - Yarrambat	2016	4.1
Research - North Warrandyte	2006	3
Research - North Warrandyte	2011	3.4
Research - North Warrandyte	2016	4.2
Wattle Glen - Diamond Creek	2006	3
Wattle Glen - Diamond Creek	2011	3.5
Wattle Glen - Diamond Creek	2016	4.4
Bundoora - North	2006	3.9
Bundoora - North	2011	5.5
Bundoora - North	2016	8.9
Bundoora - West	2006	5.2
Bundoora - West	2011	6.1
Bundoora - West	2016	8.8
Lalor	2006	8.7
Lalor	2011	8.5
Lalor	2016	9.7
Mill Park - North	2006	4.8
Mill Park - North	2011	4.8
Mill Park - North	2016	6.4
Mill Park - South	2006	5.9
Mill Park - South	2011	6.3
Mill Park - South	2016	7.5
Thomastown	2006	8.6
Thomastown	2011	8.3
Thomastown	2016	10
Wallan	2006	4.1
Wallan	2011	4.3
Wallan	2016	5.5
Whittlesea	2006	3.5
Whittlesea	2011	3.5
Whittlesea	2016	4.1
Doreen	2006	1.5
Doreen	2011	2.7
Doreen	2016	4.8
Epping - East	2006	4.8
Epping - East	2011	5.6
Epping - East	2016	8
Epping - South	2006	6.8
Epping - South	2011	6.6
Epping - South	2016	9.1
Epping - West	2006	8
Epping - West	2011	5.3
Epping - West	2016	7.5
Mernda	2006	5.2
Mernda	2011	4.1
Mernda	2016	5.7
South Morang (North)	2006	3.7
South Morang (North)	2011	4.5
South Morang (North)	2016	6.2
South Morang (South)	2006	3.7
South Morang (South)	2011	4.5
South Morang (South)	2016	6.3
Wollert	2006	3.2
Wollert	2011	2.9
Wollert	2016	6.5
Airport West	2006	5
Airport West	2011	4.6
Airport West	2016	4.8
Essendon Airport	2006	0
Essendon Airport	2011	0
Essendon Airport	2016	0
Keilor	2006	3.7
Keilor	2011	3.9
Keilor	2016	5.2
Keilor East	2006	4.6
Keilor East	2011	4.6
Keilor East	2016	5.8
Niddrie - Essendon West	2006	4.2
Niddrie - Essendon West	2011	3.3
Niddrie - Essendon West	2016	4.2
Strathmore	2006	3.4
Strathmore	2011	4
Strathmore	2016	4.6
Gisborne	2006	3.1
Gisborne	2011	3.3
Gisborne	2016	4.5
Macedon	2006	2.6
Macedon	2011	3.6
Macedon	2016	5.1
Riddells Creek	2006	3.3
Riddells Creek	2011	2.7
Riddells Creek	2016	3.7
Romsey	2006	3.3
Romsey	2011	3.7
Romsey	2016	4.3
Coburg North	2006	8
Coburg North	2011	6
Coburg North	2016	6.7
Fawkner	2006	9
Fawkner	2011	7.7
Fawkner	2016	10.6
Pascoe Vale	2006	4.9
Pascoe Vale	2011	4.9
Pascoe Vale	2016	6.3
Glenroy	2006	7.7
Glenroy	2011	7.2
Glenroy	2016	8.9
Gowanbrae	2006	3.7
Gowanbrae	2011	3.6
Gowanbrae	2016	3.9
Hadfield	2006	5.9
Hadfield	2011	5.8
Hadfield	2016	7.9
Sunbury	2006	4.3
Sunbury	2011	4.3
Sunbury	2016	6.2
Sunbury - South	2006	4.6
Sunbury - South	2011	4.4
Sunbury - South	2016	6
Broadmeadows	2006	14.6
Broadmeadows	2011	12.7
Broadmeadows	2016	15.7
Campbellfield - Coolaroo	2006	14.1
Campbellfield - Coolaroo	2011	13.2
Campbellfield - Coolaroo	2016	14.6
Gladstone Park - Westmeadows	2006	5.4
Gladstone Park - Westmeadows	2011	5.3
Gladstone Park - Westmeadows	2016	6.8
Greenvale - Bulla	2006	3.5
Greenvale - Bulla	2011	4.2
Greenvale - Bulla	2016	5.3
Meadow Heights	2006	13.7
Meadow Heights	2011	12
Meadow Heights	2016	14.1
Melbourne Airport	2006	0
Melbourne Airport	2011	5.3
Melbourne Airport	2016	0
Roxburgh Park - Somerton	2006	8
Roxburgh Park - Somerton	2011	8.9
Roxburgh Park - Somerton	2016	11
Tullamarine	2006	5.5
Tullamarine	2011	5.5
Tullamarine	2016	7.2
Craigieburn - Central	2006	6.4
Craigieburn - Central	2011	6.1
Craigieburn - Central	2016	10.3
Craigieburn - North	2006	5
Craigieburn - North	2011	6.1
Craigieburn - North	2016	7.9
Craigieburn - South	2006	5.8
Craigieburn - South	2011	7
Craigieburn - South	2016	8.7
Craigieburn - West	2006	0
Craigieburn - West	2011	5.6
Craigieburn - West	2016	8.7
Mickleham - Yuroke	2006	4.1
