SA2_NAME16	Year	averageNumberOfPersonsPerBedroom
Craigieburn - Central	2006	0.8
Craigieburn - North	2006	0.8
Craigieburn - South	2006	0.8
Craigieburn - West	2006	0.7
Mickleham - Yuroke	2006	0.8
Bayswater	2006	0.8
Knoxfield - Scoresby	2006	0.8
Lysterfield	2006	0.8
Rowville - Central	2006	0.8
Rowville - North	2006	0.8
Rowville - South	2006	0.8
Wantirna	2006	0.8
Wantirna South	2006	0.8
Boronia	2006	0.8
Ferntree Gully (North)	2006	0.8
Ferntree Gully (South) - Upper Ferntree Gully	2006	0.8
The Basin	2006	0.8
Donvale - Park Orchards	2006	0.8
Warrandyte - Wonga Park	2006	0.8
Bayswater North	2006	0.8
Croydon Hills - Warranwood	2006	0.8
Ringwood	2006	0.8
Ringwood East	2006	0.8
Ringwood North	2006	0.8
Croydon - East	2006	0.8
Croydon - West	2006	0.8
Croydon South	2006	0.8
Forest Hill	2006	0.8
Mitcham (Vic.)	2006	0.8
Nunawading	2006	0.8
Vermont	2006	0.8
Vermont South	2006	0.8
Belgrave - Selby	2006	0.8
Chirnside Park	2006	0.8
Healesville - Yarra Glen	2006	0.8
Kilsyth	2006	0.8
Lilydale - Coldstream	2006	0.8
Monbulk - Silvan	2006	0.8
Montrose	2006	0.8
Mooroolbark	2006	0.8
Mount Dandenong - Olinda	2006	0.8
Mount Evelyn	2006	0.8
Upwey - Tecoma	2006	0.8
Wandin - Seville	2006	0.8
Yarra Valley	2006	0.8
Beaconsfield - Officer	2006	0.8
Bunyip - Garfield	2006	0.8
Emerald - Cockatoo	2006	0.8
Koo Wee Rup	2006	0.8
Pakenham - North	2006	0.8
Pakenham - South	2006	0.8
Berwick - North	2006	0.8
Berwick - South	2006	0.8
Doveton	2006	0.8
Hallam	2006	0.8
Narre Warren North	2006	0.8
Endeavour Hills - North	2006	0.8
Endeavour Hills - South	2006	0.8
Narre Warren - North East	2006	0.8
Narre Warren - South West	2006	0.8
Cranbourne	2006	0.8
Cranbourne East	2006	0.8
Cranbourne North	2006	0.8
Cranbourne South	2006	0.8
Cranbourne West	2006	0.8
Hampton Park - Lynbrook	2006	0.9
Lynbrook - Lyndhurst	2006	0.8
Pearcedale - Tooradin	2006	0.8
Narre Warren South (East)	2006	0.8
Narre Warren South (West)	2006	0.8
Clarinda - Oakleigh South	2006	0.8
Clayton South	2006	0.9
Dandenong	2006	0.9
Dandenong North	2006	0.8
Dingley Village	2006	0.8
Keysborough	2006	0.8
Noble Park North	2006	0.8
Springvale	2006	0.9
Springvale South	2006	0.9
Noble Park - East	2006	0.9
Noble Park - West	2006	0.9
Ashwood - Chadstone	2006	0.8
Clayton	2006	0.9
Glen Waverley - East	2006	0.8
Glen Waverley - West	2006	0.8
Mount Waverley - North	2006	0.8
Mount Waverley - South	2006	0.8
Mulgrave	2006	0.8
Oakleigh - Huntingdale	2006	0.8
Wheelers Hill	2006	0.8
Ardeer - Albion	2006	0.9
Cairnlea	2006	0.9
Deer Park - Derrimut	2006	0.8
Delahey	2006	0.9
Keilor Downs	2006	0.8
Kings Park (Vic.)	2006	0.9
St Albans - North	2006	0.8
St Albans - South	2006	0.9
Sunshine	2006	0.9
Sunshine North	2006	0.9
Sunshine West	2006	0.8
Sydenham	2006	0.8
Taylors Lakes	2006	0.9
Altona	2006	0.8
Altona Meadows	2006	0.8
Altona North	2006	0.8
Newport	2006	0.8
Seabrook	2006	0.8
Williamstown	2006	0.8
Braybrook	2006	0.9
Footscray	2006	1
Maribyrnong	2006	0.8
Seddon - Kingsville	2006	0.8
West Footscray - Tottenham	2006	0.9
Yarraville	2006	0.8
Bacchus Marsh	2006	0.8
Hillside	2006	0.8
Melton	2006	0.8
Melton South	2006	0.8
Melton West	2006	0.8
Rockbank - Mount Cottrell	2006	0.9
Taylors Hill	2006	0.8
Burnside	2006	0.8
Burnside Heights	2006	0.8
Caroline Springs	2006	0.8
Hoppers Crossing - North	2006	0.8
Hoppers Crossing - South	2006	0.8
Laverton	2006	0.8
Tarneit	2006	0.8
Truganina	2006	0.8
Werribee - South	2006	0.8
Wyndham Vale	2006	0.8
Point Cook - East	2006	0.8
Point Cook - North	2006	0.8
Point Cook - South	2006	0.7
Werribee - East	2006	0.8
Werribee - West	2006	0.8
Carrum Downs	2006	0.8
Frankston	2006	0.8
Frankston North	2006	0.8
Frankston South	2006	0.8
Langwarrin	2006	0.8
Seaford (Vic.)	2006	0.8
Skye - Sandhurst	2006	0.8
Dromana	2006	0.7
Flinders	2006	0.8
Hastings - Somers	2006	0.8
Mornington	2006	0.7
Mount Eliza	2006	0.8
Mount Martha	2006	0.8
Point Nepean	2006	0.7
Rosebud - McCrae	2006	0.7
Somerville	2006	0.8
Ararat	2006	0.8
Ararat Region	2006	0.7
Horsham	2006	0.7
Horsham Region	2006	0.8
Nhill Region	2006	0.7
St Arnaud	2006	0.7
Stawell	2006	0.8
West Wimmera	2006	0.7
Yarriambiack	2006	0.7
Irymple	2006	0.8
Merbein	2006	0.8
Mildura Region	2006	0.8
Red Cliffs	2006	0.8
Mildura - North	2006	0.8
Mildura - South	2006	0.8
Buloke	2006	0.8
Gannawarra	2006	0.8
Kerang	2006	0.7
Robinvale	2006	0.9
Swan Hill	2006	0.8
Swan Hill Region	2006	0.8
Echuca	2006	0.8
Kyabram	2006	0.8
Lockington - Gunbower	2006	0.8
Rochester	2006	0.8
Rushworth	2006	0.8
Cobram	2006	0.8
Moira	2006	0.8
Numurkah	2006	0.8
Yarrawonga	2006	0.8
Mooroopna	2006	0.8
Shepparton - North	2006	0.8
Shepparton - South	2006	0.8
Shepparton Region - East	2006	0.8
Shepparton Region - West	2006	0.8
Glenelg (Vic.)	2006	0.8
Hamilton (Vic.)	2006	0.7
Portland	2006	0.8
Southern Grampians	2006	0.7
Camperdown	2006	0.7
Colac	2006	0.8
Colac Region	2006	0.8
Corangamite - North	2006	0.8
Corangamite - South	2006	0.8
Otway	2006	0.8
Moyne - East	2006	0.8
Moyne - West	2006	0.8
Warrnambool - North	2006	0.8
Warrnambool - South	2006	0.8
Migratory - Offshore - Shipping (Vic.)	2006	0
No usual address (Vic.)	2006	0
Alexandra Hills	2006	0.8
Belmont - Gumdale	2006	0.8
Birkdale	2006	0.8
Capalaba	2006	0.8
Thorneside	2006	0.8
Wellington Point	2006	0.8
Cleveland	2006	0.7
Ormiston	2006	0.8
Redland Bay	2006	0.8
Sheldon - Mount Cotton	2006	0.8
Thornlands	2006	0.8
Victoria Point	2006	0.8
Redland Islands	2006	0.8
Brisbane Port - Lytton	2006	0.8
Manly - Lota	2006	0.8
Manly West	2006	0.8
Murarrie	2006	0.8
Tingalpa	2006	0.8
Wakerley	2006	0.8
Wynnum	2006	0.8
Wynnum West - Hemmant	2006	0.8
Bald Hills	2006	0.8
Bridgeman Downs	2006	0.8
Carseldine	2006	0.7
Everton Park	2006	0.7
McDowall	2006	0.8
Aspley	2006	0.8
Chermside	2006	0.8
Chermside West	2006	0.7
Geebung	2006	0.7
Kedron - Gordon Park	2006	0.8
Stafford	2006	0.8
Stafford Heights	2006	0.7
Wavell Heights	2006	0.8
Boondall	2006	0.8
Brisbane Airport	2006	0.8
Eagle Farm - Pinkenba	2006	0.8
Northgate - Virginia	2006	0.8
Nudgee - Banyo	2006	0.8
Nundah	2006	0.8
Bracken Ridge	2006	0.8
Brighton (Qld)	2006	0.8
Deagon	2006	0.8
Sandgate - Shorncliffe	2006	0.8
Taigum - Fitzgibbon	2006	0.7
Zillmere	2006	0.8
Camp Hill	2006	0.8
Cannon Hill	2006	0.8
Carina	2006	0.8
Carina Heights	2006	0.8
Carindale	2006	0.8
Annerley	2006	0.9
Coorparoo	2006	0.8
Fairfield - Dutton Park	2006	0.9
Greenslopes	2006	0.8
Holland Park	2006	0.8
Holland Park West	2006	0.8
Woolloongabba	2006	0.9
Yeronga	2006	0.8
Eight Mile Plains	2006	0.8
Macgregor (Qld)	2006	0.8
Mansfield (Qld)	2006	0.8
Mount Gravatt	2006	0.8
Rochedale - Burbank	2006	0.8
Upper Mount Gravatt	2006	0.8
Wishart	2006	0.8
Coopers Plains	2006	0.8
Moorooka	2006	0.8
Robertson	2006	0.8
Salisbury - Nathan	2006	0.8
Tarragindi	2006	0.8
Algester	2006	0.8
Calamvale - Stretton	2006	0.8
Pallara - Willawong	2006	0.8
Parkinson - Drewvale	2006	0.8
Rocklea - Acacia Ridge	2006	0.8
Kuraby	2006	0.8
Runcorn	2006	0.8
Sunnybank	2006	0.8
Sunnybank Hills	2006	0.8
Jindalee - Mount Ommaney	2006	0.7
Middle Park - Jamboree Heights	2006	0.8
Riverhills	2006	0.7
Seventeen Mile Rocks - Sinnamon Park	2006	0.8
Westlake	2006	0.8
Bellbowrie - Moggill	2006	0.8
Brookfield - Kenmore Hills	2006	0.8
Chapel Hill	2006	0.8
Fig Tree Pocket	2006	0.8
Kenmore	2006	0.7
Pinjarra Hills - Pullenvale	2006	0.8
Chelmer - Graceville	2006	0.8
Corinda	2006	0.8
Indooroopilly	2006	0.8
Sherwood	2006	0.8
St Lucia	2006	0.9
Taringa	2006	0.8
Enoggera	2006	0.8
Enoggera Reservoir	2006	1
Keperra	2006	0.8
Mitchelton	2006	0.8
Mount Coot-tha	2006	0
The Gap	2006	0.8
Upper Kedron - Ferny Grove	2006	0.8
Brisbane City	2006	0.9
Fortitude Valley	2006	1
Highgate Hill	2006	0.9
Kangaroo Point	2006	0.9
New Farm	2006	0.9
South Brisbane	2006	1
Spring Hill	2006	1
West End	2006	0.9
Balmoral	2006	0.8
Bulimba	2006	0.8
East Brisbane	2006	0.8
Hawthorne	2006	0.8
Morningside - Seven Hills	2006	0.8
Norman Park	2006	0.8
Albion	2006	0.8
Alderley	2006	0.8
Ascot	2006	0.8
Clayfield	2006	0.8
Grange	2006	0.8
Hamilton (Qld)	2006	0.8
Hendra	2006	0.8
Kelvin Grove - Herston	2006	0.8
Newmarket	2006	0.8
Newstead - Bowen Hills	2006	0.9
Wilston	2006	0.8
Windsor	2006	0.8
Wooloowin - Lutwyche	2006	0.8
Ashgrove	2006	0.8
Auchenflower	2006	0.8
Bardon	2006	0.8
Paddington - Milton	2006	0.8
Red Hill (Qld)	2006	0.8
Toowong	2006	0.9
Brinsmead	2006	0.8
Clifton Beach - Kewarra Beach	2006	0.8
Freshwater - Stratford	2006	0.8
Redlynch	2006	0.8
Trinity Beach - Smithfield	2006	0.8
Yorkeys Knob - Machans Beach	2006	0.8
Bentley Park	2006	0.8
Cairns City	2006	0.9
Earlville - Bayview Heights	2006	0.8
Edmonton	2006	0.8
Gordonvale - Trinity	2006	0.8
Kanimbla - Mooroobool	2006	0.8
Lamb Range	2006	0
Manoora	2006	0.9
Manunda	2006	0.9
Mount Sheridan	2006	0.8
Westcourt - Bungalow	2006	0.9
White Rock	2006	0.8
Whitfield - Edge Hill	2006	0.8
Woree	2006	0.9
Babinda	2006	0.8
Innisfail	2006	0.8
Johnstone	2006	0.9
Tully	2006	0.9
Wooroonooran	2006	0
Yarrabah	2006	1.6
Daintree	2006	0.9
Port Douglas	2006	0.9
Atherton	2006	0.8
Herberton	2006	0.9
Kuranda	2006	0.9
Malanda - Yungaburra	2006	0.8
Mareeba	2006	0.8
Balonne	2006	0.8
Chinchilla	2006	0.8
Goondiwindi	2006	0.8
Inglewood - Waggamba	2006	0.8
Miles - Wandoan	2006	0.8
Roma	2006	0.8
Roma Region	2006	0.8
Tara	2006	0.9
Crows Nest - Rosalie	2006	0.8
Jondaryan	2006	0.8
Millmerran	2006	0.8
Pittsworth	2006	0.8
Wambo	2006	0.8
Clifton - Greenmount	2006	0.8
Southern Downs - East	2006	0.8
Southern Downs - West	2006	0.8
Stanthorpe	2006	0.7
Stanthorpe Region	2006	0.8
Warwick	2006	0.8
Central Highlands - East	2006	0.9
Central Highlands - West	2006	0.9
Emerald	2006	0.8
Berserker	2006	0.8
Bouldercombe	2006	0.9
Emu Park	2006	0.8
Frenchville - Mount Archer	2006	0.8
Glenlee - Rockyview	2006	0.8
Gracemere	2006	0.8
Lakes Creek	2006	0.8
Mount Morgan	2006	0.8
Norman Gardens	2006	0.8
Park Avenue	2006	0.8
Parkhurst - Kawana	2006	0.8
Rockhampton - West	2006	0.8
Rockhampton City	2006	0.8
Rockhampton Region - East	2006	0.9
Rockhampton Region - North	2006	0.9
Rockhampton Region - West	2006	0.8
Shoalwater Bay	2006	0
The Range - Allenstown	2006	0.8
Yeppoon	2006	0.8
Banana	2006	0.8
Biloela	2006	0.8
Agnes Water - Miriam Vale	2006	0.9
Boyne Island - Tannum Sands	2006	0.8
Callemondah	2006	0
Clinton - New Auckland	2006	0.8
Gladstone	2006	0.8
Gladstone Hinterland	2006	0.9
Kin Kora - Sun Valley	2006	0.8
South Trees	2006	0.9
Telina - Toolooa	2006	0.8
West Gladstone	2006	0.8
Broadbeach Waters	2006	0.7
Burleigh Heads	2006	0.8
Burleigh Waters	2006	0.7
Mermaid Beach - Broadbeach	2006	0.9
Mermaid Waters	2006	0.8
Miami	2006	0.8
Coolangatta	2006	0.9
Currumbin - Tugun	2006	0.8
Currumbin Waters	2006	0.8
Elanora	2006	0.8
Palm Beach	2006	0.8
Arundel	2006	0.8
Biggera Waters	2006	0.8
Coombabah	2006	0.8
Labrador	2006	0.8
Paradise Point - Hollywell	2006	0.7
Runaway Bay	2006	0.8
Guanaba - Springbrook	2006	0.8
Tamborine - Canungra	2006	0.8
Currumbin Valley - Tallebudgera	2006	0.8
Mudgeeraba - Bonogin	2006	0.8
Reedy Creek - Andrews	2006	0.8
Carrara	2006	0.8
Highland Park	2006	0.8
Nerang - Mount Nathan	2006	0.8
Pacific Pines - Gaven	2006	0.8
Worongary - Tallai	2006	0.8
Coomera	2006	0.8
Helensvale	2006	0.8
Hope Island	2006	0.8
Jacobs Well - Alberton	2006	0.8
Ormeau - Yatala	2006	0.8
Oxenford - Maudsland	2006	0.8
Pimpama	2006	0.8
Upper Coomera - Willow Vale	2006	0.8
Clear Island Waters	2006	0.7
Merrimac	2006	0.8
Robina	2006	0.8
Varsity Lakes	2006	0.8
Ashmore	2006	0.8
Molendinar	2006	0.8
Parkwood	2006	0.8
Southport - North	2006	0.9
Southport - South	2006	0.8
Benowa	2006	0.8
Bundall	2006	0.7
Main Beach	2006	0.8
Surfers Paradise	2006	0.9
Darra - Sumner	2006	0.8
Durack	2006	0.8
Forest Lake - Doolandella	2006	0.8
Inala - Richlands	2006	0.9
Oxley (Qld)	2006	0.8
Wacol	2006	0.9
Boonah	2006	0.8
Esk	2006	0.8
Lake Manchester - England Creek	2006	0
Lockyer Valley - East	2006	0.8
Lowood	2006	0.8
Rosewood	2006	0.8
Brassall	2006	0.8
Bundamba	2006	0.8
Churchill - Yamanto	2006	0.8
Ipswich - Central	2006	0.8
Ipswich - East	2006	0.8
Ipswich - North	2006	0.8
Karalee - Barellan Point	2006	0.8
Karana Downs	2006	0.8
Leichhardt - One Mile	2006	0.8
North Ipswich - Tivoli	2006	0.8
Raceview	2006	0.8
Ripley	2006	0.8
Riverview	2006	0.9
Bellbird Park - Brookwater	2006	0.8
Camira - Gailes	2006	0.8
Carole Park	2006	0
Collingwood Park - Redbank	2006	0.8
Goodna	2006	0.8
New Chum	2006	0.6
Redbank Plains	2006	0.8
Springfield	2006	0.8
Springfield Lakes	2006	0.8
Beaudesert	2006	0.8
Beenleigh	2006	0.8
Eagleby	2006	0.8
Edens Landing - Holmview	2006	0.8
Mount Warren Park	2006	0.8
Wolffdene - Bahrs Scrub	2006	0.8
Boronia Heights - Park Ridge	2006	0.8
Browns Plains	2006	0.8
Chambers Flat - Logan Reserve	2006	0.8
Crestmead	2006	0.8
Greenbank Military Camp	2006	0
Hillcrest	2006	0.8
Marsden	2006	0.8
Munruben - Park Ridge South	2006	0.8
Regents Park - Heritage Park	2006	0.8
Greenbank	2006	0.8
Jimboomba	2006	0.8
Logan Village	2006	0.8
Bethania - Waterford	2006	0.8
Cornubia - Carbrook	2006	0.8
Loganholme - Tanah Merah	2006	0.8
Loganlea	2006	0.8
Shailer Park	2006	0.8
Waterford West	2006	0.8
Daisy Hill	2006	0.8
Kingston (Qld.)	2006	0.9
Logan Central	2006	0.8
Rochedale South - Priestdale	2006	0.8
Slacks Creek	2006	0.8
Springwood	2006	0.8
Underwood	2006	0.8
Woodridge	2006	0.8
Bowen	2006	0.9
Broadsound - Nebo	2006	0.9
Clermont	2006	0.8
Collinsville	2006	0.8
Moranbah	2006	0.8
Andergrove - Beaconsfield	2006	0.8
East Mackay	2006	0.8
Eimeo - Rural View	2006	0.8
Eungella Hinterland	2006	0
Mackay	2006	0.9
Mackay Harbour	2006	0
Mount Pleasant - Glenella	2006	0.8
North Mackay	2006	0.8
Ooralea - Bakers Creek	2006	0.8
Pioneer Valley	2006	0.9
Sarina	2006	0.9
Seaforth - Calen	2006	0.9
Shoal Point - Bucasia	2006	0.8
Slade Point	2006	0.8
South Mackay	2006	0.8
Walkerston - Eton	2006	0.9
West Mackay	2006	0.8
Airlie - Whitsundays	2006	0.9
Cape Conway	2006	0
Proserpine	2006	0.9
Beachmere - Sandstone Point	2006	0.8
Bribie Island	2006	0.7
Burpengary - East	2006	0.8
Caboolture	2006	0.8
Caboolture - South	2006	0.8
Elimbah	2006	0.8
Morayfield - East	2006	0.8
Wamuran	2006	0.8
Kilcoy	2006	0.8
Woodford - D'Aguilar	2006	0.8
Burpengary	2006	0.8
Deception Bay	2006	0.8
Morayfield	2006	0.8
Narangba	2006	0.8
Upper Caboolture	2006	0.8
Clontarf	2006	0.8
Margate - Woody Point	2006	0.8
Redcliffe	2006	0.8
Rothwell - Kippa-Ring	2006	0.8
Scarborough - Newport - Moreton Island	2006	0.8
Albany Creek	2006	0.8
Cashmere	2006	0.8
Dayboro	2006	0.8
Eatons Hill	2006	0.8
The Hills District	2006	0.8
Samford Valley	2006	0.8
Dakabin - Kallangur	2006	0.8
Murrumba Downs - Griffin	2006	0.8
North Lakes - Mango Hill	2006	0.8
Bray Park	2006	0.8
Lawnton	2006	0.8
Petrie	2006	0.8
Strathpine - Brendale	2006	0.8
Aurukun	2006	1.7
Cape York	2006	1.1
Croydon - Etheridge	2006	1
Kowanyama - Pormpuraaw	2006	1.4
Northern Peninsula	2006	1.2
Tablelands	2006	0.9
Torres	2006	1.1
Torres Strait Islands	2006	1.1
Weipa	2006	0.9
Carpentaria	2006	1.2
Mount Isa	2006	0.9
Mount Isa Region	2006	0.9
Northern Highlands	2006	0.8
Barcaldine - Blackall	2006	0.8
Charleville	2006	0.8
Far Central West	2006	0.8
Far South West	2006	0.8
Longreach	2006	0.8
Buderim - North	2006	0.7
Buderim - South	2006	0.8
Mountain Creek	2006	0.8
Sippy Downs	2006	0.7
Aroona - Currimundi	2006	0.8
Buddina - Minyama	2006	0.7
Caloundra - Kings Beach	2006	0.8
Caloundra - West	2006	0.8
Golden Beach - Pelican Waters	2006	0.7
Moffat Beach - Battery Hill	2006	0.8
Parrearra - Warana	2006	0.8
Wurtulla - Birtinya	2006	0.8
Coolum Beach	2006	0.8
Marcoola - Mudjimba	2006	0.8
Maroochydore - Kuluin	2006	0.8
Mooloolaba - Alexandra Headland	2006	0.8
Noosa Heads	2006	0.7
Noosaville	2006	0.7
Sunshine Beach	2006	0.8
Tewantin	2006	0.7
Peregian Beach - Marcus Beach	2006	0.7
Peregian Springs	2006	0.8
Beerwah	2006	0.8
Caloundra Hinterland	2006	0.8
Glass House Mountains	2006	0.8
Landsborough	2006	0.8
Maroochy Hinterland	2006	0.8
Palmwoods	2006	0.8
Bli Bli	2006	0.8
Diddillibah - Rosemount	2006	0.8
Eumundi - Yandina	2006	0.8
Nambour	2006	0.8
Noosa Hinterland	2006	0.8
Cambooya - Wyreema	2006	0.8
Darling Heights	2006	0.8
Drayton - Harristown	2006	0.8
Gatton	2006	0.8
Gowrie (Qld)	2006	0.8
Highfields	2006	0.8
Lockyer Valley - West	2006	0.8
Middle Ridge	2006	0.7
Newtown (Qld)	2006	0.8
North Toowoomba - Harlaxton	2006	0.8
Rangeville	2006	0.7
Toowoomba - Central	2006	0.8
Toowoomba - East	2006	0.8
Toowoomba - West	2006	0.8
Wilsonton	2006	0.8
Ayr	2006	0.8
Burdekin	2006	0.8
Charters Towers	2006	0.8
Dalrymple	2006	0.9
Ingham	2006	0.8
Ingham Region	2006	0.8
Palm Island	2006	1.5
Aitkenvale	2006	0.8
Annandale	2006	0.8
Belgian Gardens - Pallarenda	2006	0.8
Bohle Plains	2006	0.8
Condon - Rasmussen	2006	0.8
Cranbrook	2006	0.8
Deeragun	2006	0.8
Douglas	2006	0.8
Garbutt - West End	2006	0.8
Gulliver - Currajong - Vincent	2006	0.8
Heatley	2006	0.8
Hermit Park - Rosslea	2006	0.8
Hyde Park - Pimlico	2006	0.8
Kelso	2006	0.8
Kirwan - East	2006	0.8
Kirwan - West	2006	0.8
Magnetic Island	2006	0.8
Mount Louisa	2006	0.8
Mundingburra	2006	0.8
Northern Beaches	2006	0.9
Oonoonba	2006	0.8
South Townsville - Railway Estate	2006	0.8
Townsville - South	2006	0.9
Townsville City - North Ward	2006	0.8
Wulguru - Roseneath	2006	0.8
Ashfield - Kepnock	2006	0.8
Bargara - Burnett Heads	2006	0.8
Branyan - Kensington	2006	0.8
Bundaberg	2006	0.8
Bundaberg East - Kalkie	2006	0.8
Bundaberg North - Gooburrum	2006	0.8
Bundaberg Region - North	2006	0.8
Bundaberg Region - South	2006	0.8
Millbank - Avoca	2006	0.8
Svensson Heights - Norville	2006	0.8
Walkervale - Avenell Heights	2006	0.8
Gayndah - Mundubbera	2006	0.8
Gin Gin	2006	0.9
Kingaroy	2006	0.8
Kingaroy Region - North	2006	0.8
Kingaroy Region - South	2006	0.8
Monto - Eidsvold	2006	0.8
Nanango	2006	0.8
North Burnett	2006	0
Cooloola	2006	0.8
Gympie - North	2006	0.8
Gympie - South	2006	0.8
Gympie Region	2006	0.8
Kilkivan	2006	0.8
Booral - River Heads	2006	0.8
Craignish - Dundowran Beach	2006	0.8
Pialba - Eli Waters	2006	0.8
Point Vernon	2006	0.7
Torquay - Scarness - Kawungan	2006	0.8
Urangan - Wondunna	2006	0.8
Burrum - Fraser	2006	0.8
Granville	2006	0.8
Maryborough (Qld)	2006	0.8
Maryborough Region - South	2006	0.8
Tinana	2006	0.8
Migratory - Offshore - Shipping (Qld)	2006	0
No usual address (Qld)	2006	0
Adelaide	2006	0.9
North Adelaide	2006	0.8
Adelaide Hills	2006	0.8
Aldgate - Stirling	2006	0.8
Hahndorf - Echunga	2006	0.8
Lobethal - Woodside	2006	0.8
Mount Barker	2006	0.8
Mount Barker Region	2006	0.8
Nairne	2006	0.8
Uraidla - Summertown	2006	0.8
Burnside - Wattle Park	2006	0.8
Glenside - Beaumont	2006	0.8
Toorak Gardens	2006	0.8
Athelstone	2006	0.8
Paradise - Newton	2006	0.8
Rostrevor - Magill	2006	0.8
Norwood (SA)	2006	0.8
Payneham - Felixstow	2006	0.8
St Peters - Marden	2006	0.8
Nailsworth - Broadview	2006	0.8
Prospect	2006	0.8
Walkerville	2006	0.8
Goodwood - Millswood	2006	0.8
Unley - Parkside	2006	0.8
Gawler - North	2006	0.8
Gawler - South	2006	0.8
Lewiston - Two Wells	2006	0.8
Craigmore - Blakeview	2006	0.8
Davoren Park	2006	0.8
Elizabeth	2006	0.7
Elizabeth East	2006	0.8
Munno Para West - Angle Vale	2006	0.8
One Tree Hill	2006	0.8
Smithfield - Elizabeth North	2006	0.8
Virginia - Waterloo Corner	2006	0.8
Enfield - Blair Athol	2006	0.8
Northgate - Oakden - Gilles Plains	2006	0.8
Windsor Gardens	2006	0.8
Dry Creek - North	2006	0.8
Ingle Farm	2006	0.8
Para Hills	2006	0.8
Parafield	2006	0
Parafield Gardens	2006	0.8
Paralowie	2006	0.8
Salisbury	2006	0.8
Salisbury East	2006	0.8
Salisbury North	2006	0.8
Mawson Lakes - Globe Derby Park	2006	0.8
Pooraka - Cavan	2006	0.8
Golden Grove	2006	0.8
Greenwith	2006	0.8
Highbury - Dernancourt	2006	0.8
Hope Valley - Modbury	2006	0.8
Modbury Heights	2006	0.8
Redwood Park	2006	0.8
St Agnes - Ridgehaven	2006	0.8
Brighton (SA)	2006	0.8
Glenelg (SA)	2006	0.8
Edwardstown	2006	0.8
Hallett Cove	2006	0.8
Marino - Seaview Downs	2006	0.7
Mitchell Park	2006	0.8
Morphettville	2006	0.8
Sheidow Park - Trott Park	2006	0.8
Warradale	2006	0.7
Belair	2006	0.8
Bellevue Heights	2006	0.8
Blackwood	2006	0.8
Colonel Light Gardens	2006	0.8
Mitcham (SA)	2006	0.8
Panorama	2006	0.8
Aberfoyle Park	2006	0.8
Aldinga	2006	0.8
Christie Downs	2006	0.8
Christies Beach	2006	0.8
Clarendon	2006	0.8
Coromandel Valley	2006	0.8
Flagstaff Hill	2006	0.8
Hackham - Onkaparinga Hills	2006	0.8
Hackham West - Huntfield Heights	2006	0.8
Happy Valley	2006	0.8
Happy Valley Reservoir	2006	0
Lonsdale	2006	0
McLaren Vale	2006	0.8
Morphett Vale - East	2006	0.8
Morphett Vale - West	2006	0.8
Reynella	2006	0.7
Seaford (SA)	2006	0.8
Willunga	2006	0.8
Woodcroft	2006	0.8
Beverley	2006	0.8
Flinders Park	2006	0.8
Henley Beach	2006	0.8
Hindmarsh - Brompton	2006	0.8
Royal Park - Hendon - Albert Park	2006	0.8
Seaton - Grange	2006	0.8
West Lakes	2006	0.8
Woodville - Cheltenham	2006	0.8
Dry Creek - South	2006	0
Largs Bay - Semaphore	2006	0.8
North Haven	2006	0.8
Port Adelaide	2006	0.8
The Parks	2006	0.8
Torrens Island	2006	0
Adelaide Airport	2006	0
Fulham	2006	0.8
Lockleys	2006	0.8
Plympton	2006	0.8
Richmond (SA)	2006	0.8
West Beach	2006	0.7
Barossa - Angaston	2006	0.8
Light	2006	0.8
Lyndoch	2006	0.8
Mallala	2006	0.8
Nuriootpa	2006	0.8
Tanunda	2006	0.8
Clare	2006	0.8
Gilbert Valley	2006	0.8
Goyder	2006	0.8
Wakefield - Barunga West	2006	0.8
Jamestown	2006	0.8
Peterborough - Mount Remarkable	2006	0.7
Port Pirie	2006	0.8
Port Pirie Region	2006	0.8
Kadina	2006	0.8
Moonta	2006	0.7
Wallaroo	2006	0.7
Yorke Peninsula - North	2006	0.8
Yorke Peninsula - South	2006	0.7
Ceduna	2006	0.8
Eyre Peninsula	2006	0.8
Kimba - Cleve - Franklin Harbour	2006	0.8
Le Hunte - Elliston	2006	0.8
Port Lincoln	2006	0.8
West Coast (SA)	2006	0.8
Western	2006	1.2
Whyalla	2006	0.8
Whyalla - North	2006	0
APY Lands	2006	1.3
Coober Pedy	2006	0.8
Quorn - Lake Gilles	2006	0.8
Outback	2006	0.8
Port Augusta	2006	0.8
Roxby Downs	2006	0.9
Goolwa - Port Elliot	2006	0.7
Kangaroo Island	2006	0.8
Strathalbyn	2006	0.8
Strathalbyn Region	2006	0.8
Victor Harbor	2006	0.7
Yankalilla	2006	0.8
Grant	2006	0.8
Kingston - Robe	2006	0.7
Millicent	2006	0.7
Naracoorte	2006	0.7
Naracoorte Region	2006	0.8
Penola	2006	0.8
Tatiara	2006	0.8
Wattle Range	2006	0.8
Mount Gambier - East	2006	0.8
Mount Gambier - West	2006	0.8
Barmera	2006	0.8
Berri	2006	0.8
Karoonda - Lameroo	2006	0.8
Loxton	2006	0.8
Loxton Region	2006	0.8
Mannum	2006	0.8
Murray Bridge	2006	0.8
Murray Bridge Region	2006	0.8
Renmark	2006	0.8
Renmark Region	2006	0.8
The Coorong	2006	0.8
Waikerie	2006	0.8
Migratory - Offshore - Shipping (SA)	2006	0
No usual address (SA)	2006	0
