SA2_NAME16	Year	adults
Lewiston - Two Wells	2006	3474
Lewiston - Two Wells	2011	4130
Lewiston - Two Wells	2016	4496
Lidcombe	2006	11617
Lidcombe	2011	13866
Lidcombe	2016	17035
Light	2006	5896
Light	2011	6469
Light	2016	7127
Lilli Pilli - Port Hacking - Dolans Bay	2006	2262
Lilli Pilli - Port Hacking - Dolans Bay	2011	2401
Lilli Pilli - Port Hacking - Dolans Bay	2016	2516
Lilydale - Coldstream	2006	13205
Lilydale - Coldstream	2011	14392
Lilydale - Coldstream	2016	15208
Lilyfield - Rozelle	2006	10745
Lilyfield - Rozelle	2011	10742
Lilyfield - Rozelle	2016	11413
Lindfield - Roseville	2006	16041
Lindfield - Roseville	2011	16388
Lindfield - Roseville	2016	18228
Lindisfarne - Rose Bay	2006	5772
Lindisfarne - Rose Bay	2011	5721
Lindisfarne - Rose Bay	2016	6262
Lismore	2006	12562
Lismore	2011	12686
Lismore	2016	12682
Lismore Region	2006	11310
Lismore Region	2011	11703
Lismore Region	2016	12334
Lithgow	2006	9818
Lithgow	2011	10044
Lithgow	2016	10671
Lithgow Region	2006	6081
Lithgow Region	2011	6319
Lithgow Region	2016	6828
Little Grove - Elleker	2006	2301
Little Grove - Elleker	2011	2712
Little Grove - Elleker	2016	3074
Liverpool	2006	16835
Liverpool	2011	19009
Liverpool	2016	21448
Lobethal - Woodside	2006	6893
Lobethal - Woodside	2011	7186
Lobethal - Woodside	2016	7429
Lockington - Gunbower	2006	3608
Lockington - Gunbower	2011	2894
Lockington - Gunbower	2016	3032
Lockleys	2006	9716
Lockleys	2011	10314
Lockleys	2016	10751
Lockridge - Kiara	2006	6165
Lockridge - Kiara	2011	6324
Lockridge - Kiara	2016	8424
Lockyer Valley - East	2006	11301
Lockyer Valley - East	2011	13470
Lockyer Valley - East	2016	15880
Lockyer Valley - West	2006	7025
Lockyer Valley - West	2011	7977
Lockyer Valley - West	2016	9016
Loddon	2006	6148
Loddon	2011	5797
Loddon	2016	5936
Loftus - Yarrawarrah	2006	5550
Loftus - Yarrawarrah	2011	5659
Loftus - Yarrawarrah	2016	5705
Logan Central	2006	4364
Logan Central	2011	4754
Logan Central	2016	4703
Logan Village	2006	4357
Logan Village	2011	4642
Logan Village	2016	5587
Loganholme - Tanah Merah	2006	7589
Loganholme - Tanah Merah	2011	8261
Loganholme - Tanah Merah	2016	8654
Loganlea	2006	6184
Loganlea	2011	7103
Loganlea	2016	8074
Longford	2006	3013
Longford	2011	3088
Longford	2016	3355
Longford - Loch Sport	2006	3126
Longford - Loch Sport	2011	3188
Longford - Loch Sport	2016	3621
Longreach	2006	3118
Longreach	2011	3158
Longreach	2016	2957
Lonsdale	2006	0
Lonsdale	2011	23
Lonsdale	2016	24
Lord Howe Island	2006	289
Lord Howe Island	2011	301
Lord Howe Island	2016	323
Lorne - Anglesea	2006	4024
Lorne - Anglesea	2011	4102
Lorne - Anglesea	2016	4316
Lowood	2006	7840
Lowood	2011	9269
Lowood	2016	10885
Loxton	2006	4263
Loxton	2011	4269
Loxton	2016	4412
Loxton Region	2006	1386
Loxton Region	2011	1391
Loxton Region	2016	1382
Ludmilla - The Narrows	2006	2577
Ludmilla - The Narrows	2011	2234
Ludmilla - The Narrows	2016	2087
Lurnea - Cartwright	2006	7627
Lurnea - Cartwright	2011	8250
Lurnea - Cartwright	2016	8942
Lynbrook - Lyndhurst	2006	3675
Lynbrook - Lyndhurst	2011	8632
Lynbrook - Lyndhurst	2016	11129
Lyndoch	2006	4052
Lyndoch	2011	4410
Lyndoch	2016	4871
Lyneham	2006	3839
Lyneham	2011	3996
Lyneham	2016	4489
Lyons (ACT)	2006	2070
Lyons (ACT)	2011	2296
Lyons (ACT)	2016	2607
Lyons (NT)	2006	107
Lyons (NT)	2011	1456
Lyons (NT)	2016	3379
Lysterfield	2006	4318
Lysterfield	2011	5082
Lysterfield	2016	5299
Macarthur	2006	1272
Macarthur	2011	1194
Macarthur	2016	1154
Macedon	2006	2816
Macedon	2011	2525
Macedon	2016	2665
Macgregor (ACT)	2006	2770
Macgregor (ACT)	2011	4353
Macgregor (ACT)	2016	5127
Macgregor (Qld)	2006	4576
Macgregor (Qld)	2011	4869
Macgregor (Qld)	2016	5172
Mackay	2006	3233
Mackay	2011	3441
Mackay	2016	3127
Mackay Harbour	2006	0
Mackay Harbour	2011	463
Mackay Harbour	2016	464
Macksville - Scotts Head	2006	3555
Macksville - Scotts Head	2011	3818
Macksville - Scotts Head	2016	3946
Maclean - Yamba - Iluka	2006	12383
Maclean - Yamba - Iluka	2011	13246
Maclean - Yamba - Iluka	2016	14044
Macquarie	2006	1939
Macquarie	2011	2126
Macquarie	2016	2190
Macquarie Fields - Glenfield	2006	15457
Macquarie Fields - Glenfield	2011	16409
Macquarie Fields - Glenfield	2016	18296
Macquarie Park - Marsfield	2006	15491
Macquarie Park - Marsfield	2011	16396
Macquarie Park - Marsfield	2016	18946
Maddington - Orange Grove - Martin	2006	8720
Maddington - Orange Grove - Martin	2011	9559
Maddington - Orange Grove - Martin	2016	10986
Madeley - Darch - Landsdale	2006	8471
Madeley - Darch - Landsdale	2011	13984
Madeley - Darch - Landsdale	2016	19305
Maffra	2006	10160
Maffra	2011	10700
Maffra	2016	11237
Magnetic Island	2006	1757
Magnetic Island	2011	1868
Magnetic Island	2016	2057
Maiden Gully	2006	2292
Maiden Gully	2011	3205
Maiden Gully	2016	3765
Main Beach	2006	3100
Main Beach	2011	3255
Main Beach	2016	3592
Maitland	2006	3421
Maitland	2011	3887
Maitland	2016	5232
Maitland - East	2006	18796
Maitland - East	2011	20344
Maitland - East	2016	21760
Maitland - North	2006	4361
Maitland - North	2011	5121
Maitland - North	2016	5875
Maitland - West	2006	12461
Maitland - West	2011	14085
Maitland - West	2016	17334
Majura	2006	125
Majura	2011	143
Majura	2016	151
Malabar - La Perouse - Chifley	2006	16029
Malabar - La Perouse - Chifley	2011	17434
Malabar - La Perouse - Chifley	2016	20035
Malaga	2006	28
Malaga	2011	12
Malaga	2016	3
Malak - Marrara	2006	3620
Malak - Marrara	2011	3727
Malak - Marrara	2016	3691
Malanda - Yungaburra	2006	6207
Malanda - Yungaburra	2011	6509
Malanda - Yungaburra	2016	6949
Mallala	2006	2638
Mallala	2011	2519
Mallala	2016	2601
Malmalling - Reservoir	2006	0
Malmalling - Reservoir	2011	8
Malmalling - Reservoir	2016	5
Malvern - Glen Iris	2006	15363
Malvern - Glen Iris	2011	16123
Malvern - Glen Iris	2016	16686
Malvern East	2006	15885
Malvern East	2011	16348
Malvern East	2016	17590
Mandurah	2006	6726
Mandurah	2011	7451
Mandurah	2016	7941
Mandurah - East	2006	4024
Mandurah - East	2011	4149
Mandurah - East	2016	4875
Mandurah - North	2006	5796
Mandurah - North	2011	9663
Mandurah - North	2016	13707
Mandurah - South	2006	6767
Mandurah - South	2011	7842
Mandurah - South	2016	8668
Manjimup	2006	4515
Manjimup	2011	4216
Manjimup	2016	4437
Manly - Fairlight	2006	17053
Manly - Fairlight	2011	17669
Manly - Fairlight	2016	18618
Manly - Lota	2006	5497
Manly - Lota	2011	5748
Manly - Lota	2016	6060
Manly Vale - Allambie Heights	2006	12106
Manly Vale - Allambie Heights	2011	12413
Manly Vale - Allambie Heights	2016	12989
Manly West	2006	7793
Manly West	2011	8421
Manly West	2016	9041
Manning - Waterford	2006	8672
Manning - Waterford	2011	9106
Manning - Waterford	2016	9598
Mannum	2006	4659
Mannum	2011	4913
Mannum	2016	5314
Manoora	2006	4402
Manoora	2011	4390
Manoora	2016	4708
Mansfield (Qld)	2006	6704
Mansfield (Qld)	2011	6858
Mansfield (Qld)	2016	6937
Mansfield (Vic.)	2006	6061
Mansfield (Vic.)	2011	6651
Mansfield (Vic.)	2016	7269
Manunda	2006	4180
Manunda	2011	4106
Manunda	2016	4401
Marangaroo	2006	7970
Marangaroo	2011	8297
Marangaroo	2016	8571
Marcoola - Mudjimba	2006	7155
Marcoola - Mudjimba	2011	8185
Marcoola - Mudjimba	2016	9013
Mareeba	2006	7012
Mareeba	2011	8035
Mareeba	2016	8931
Margaret River	2006	4964
Margaret River	2011	5607
Margaret River	2016	6771
Margate - Snug	2006	4425
Margate - Snug	2011	5358
Margate - Snug	2016	5890
Margate - Woody Point	2006	8599
Margate - Woody Point	2011	9261
Margate - Woody Point	2016	9748
Maribyrnong	2006	6903
Maribyrnong	2011	8515
Maribyrnong	2016	10431
Marino - Seaview Downs	2006	7294
Marino - Seaview Downs	2011	7579
Marino - Seaview Downs	2016	7620
Maroochy Hinterland	2006	4647
Maroochy Hinterland	2011	4938
Maroochy Hinterland	2016	5366
Maroochydore - Kuluin	2006	13738
Maroochydore - Kuluin	2011	14527
Maroochydore - Kuluin	2016	16870
Maroubra - North	2006	7416
Maroubra - North	2011	7722
Maroubra - North	2016	8212
Maroubra - South	2006	8379
Maroubra - South	2011	8991
Maroubra - South	2016	8920
Maroubra - West	2006	7562
Maroubra - West	2011	8118
Maroubra - West	2016	8577
Marrickville	2006	20182
Marrickville	2011	20897
Marrickville	2016	22751
Marsden	2006	6619
Marsden	2011	8220
Marsden	2016	10272
Maryborough (Qld)	2006	14634
Maryborough (Qld)	2011	14759
Maryborough (Qld)	2016	15097
Maryborough (Vic.)	2006	6018
Maryborough (Vic.)	2011	6337
Maryborough (Vic.)	2016	6675
Maryborough Region	2006	4255
Maryborough Region	2011	4245
Maryborough Region	2016	4478
Maryborough Region - South	2006	5092
Maryborough Region - South	2011	6385
Maryborough Region - South	2016	7249
Maryland - Fletcher - Minmi	2006	7525
Maryland - Fletcher - Minmi	2011	8462
Maryland - Fletcher - Minmi	2016	10277
Mascot - Eastlakes	2006	14638
Mascot - Eastlakes	2011	16488
Mascot - Eastlakes	2016	20712
Mawson	2006	2425
Mawson	2011	2522
Mawson	2016	2697
Mawson Lakes - Globe Derby Park	2006	4516
Mawson Lakes - Globe Derby Park	2011	8638
Mawson Lakes - Globe Derby Park	2016	10704
Mayfield - Warabrook	2006	11926
Mayfield - Warabrook	2011	12347
Mayfield - Warabrook	2016	12615
Maylands	2006	9356
Maylands	2011	10855
Maylands	2016	11077
McDowall	2006	5357
McDowall	2011	5533
McDowall	2016	5994
McKail - Willyung	2006	6264
McKail - Willyung	2011	7194
McKail - Willyung	2016	8166
McKellar	2006	2120
McKellar	2011	2282
McKellar	2016	2271
McLaren Vale	2006	4093
McLaren Vale	2011	4627
McLaren Vale	2016	4958
Meadow Heights	2006	10392
Meadow Heights	2011	10982
Meadow Heights	2016	11404
Meekatharra	2006	2414
Meekatharra	2011	3446
Meekatharra	2016	2626
Melaleuca - Lexia	2006	0
Melaleuca - Lexia	2011	0
Melaleuca - Lexia	2016	0
Melba	2006	2632
Melba	2011	2562
Melba	2016	2487
Melbourne	2006	14027
Melbourne	2011	19371
Melbourne	2016	36127
Melbourne Airport	2006	91
Melbourne Airport	2011	116
Melbourne Airport	2016	159
Melton	2006	11893
Melton	2011	13883
Melton	2016	14903
Melton South	2006	9448
Melton South	2011	12429
Melton South	2016	17785
Melton West	2006	7856
Melton West	2011	10693
Melton West	2016	13097
Melville	2006	11657
Melville	2011	12410
Melville	2016	13028
Menai - Lucas Heights - Woronora	2006	15987
Menai - Lucas Heights - Woronora	2011	16549
Menai - Lucas Heights - Woronora	2016	17047
Mentone	2006	9539
Mentone	2011	9877
Mentone	2016	10865
Merbein	2006	3327
Merbein	2011	3666
Merbein	2016	3867
Merewether - The Junction	2006	10963
Merewether - The Junction	2011	11183
Merewether - The Junction	2016	11248
Merimbula - Tura Beach	2006	7646
Merimbula - Tura Beach	2011	8317
Merimbula - Tura Beach	2016	9150
Mermaid Beach - Broadbeach	2006	8738
Mermaid Beach - Broadbeach	2011	9424
Mermaid Beach - Broadbeach	2016	10846
Mermaid Waters	2006	10028
Mermaid Waters	2011	9949
Mermaid Waters	2016	10104
Mernda	2006	662
Mernda	2011	4876
Mernda	2016	12003
Merredin	2006	3980
Merredin	2011	3977
Merredin	2016	4107
Merrimac	2006	4427
Merrimac	2011	4961
Merrimac	2016	5738
Merrylands - Holroyd	2006	18730
Merrylands - Holroyd	2011	20411
Merrylands - Holroyd	2016	22433
Miami	2006	5356
Miami	2011	5496
Miami	2016	5928
Miandetta - Don	2006	1983
Miandetta - Don	2011	2460
Miandetta - Don	2016	2748
Mickleham - Yuroke	2006	963
Mickleham - Yuroke	2011	1197
Mickleham - Yuroke	2016	2659
Middle Park - Jamboree Heights	2006	5899
Middle Park - Jamboree Heights	2011	5702
Middle Park - Jamboree Heights	2016	5680
Middle Ridge	2006	4362
Middle Ridge	2011	5123
Middle Ridge	2016	5620
Middle Swan - Herne Hill	2006	4063
Middle Swan - Herne Hill	2011	4252
Middle Swan - Herne Hill	2016	4451
Midland - Guildford	2006	7259
Midland - Guildford	2011	8157
Midland - Guildford	2016	8995
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
Migratory - Offshore - Shipping (NSW)	2006	47
Migratory - Offshore - Shipping (NSW)	2011	110
Migratory - Offshore - Shipping (NSW)	2016	371
Migratory - Offshore - Shipping (NT)	2006	101
Migratory - Offshore - Shipping (NT)	2011	108
Migratory - Offshore - Shipping (NT)	2016	67
Migratory - Offshore - Shipping (OT)	2006	0
Migratory - Offshore - Shipping (OT)	2011	0
Migratory - Offshore - Shipping (OT)	2016	3
Migratory - Offshore - Shipping (Qld)	2006	101
Migratory - Offshore - Shipping (Qld)	2011	453
Migratory - Offshore - Shipping (Qld)	2016	154
Migratory - Offshore - Shipping (SA)	2006	4
Migratory - Offshore - Shipping (SA)	2011	6
Migratory - Offshore - Shipping (SA)	2016	3
Migratory - Offshore - Shipping (Tas.)	2006	86
Migratory - Offshore - Shipping (Tas.)	2011	102
Migratory - Offshore - Shipping (Tas.)	2016	70
Migratory - Offshore - Shipping (Vic.)	2006	47
Migratory - Offshore - Shipping (Vic.)	2011	38
Migratory - Offshore - Shipping (Vic.)	2016	23
Migratory - Offshore - Shipping (WA)	2006	340
Migratory - Offshore - Shipping (WA)	2011	410
Migratory - Offshore - Shipping (WA)	2016	436
Mildura - North	2006	12899
Mildura - North	2011	13577
Mildura - North	2016	14684
Mildura - South	2006	9411
Mildura - South	2011	10650
Mildura - South	2016	11822
Mildura Region	2006	3727
Mildura Region	2011	3065
Mildura Region	2016	3076
Miles - Wandoan	2006	2912
Miles - Wandoan	2011	2987
Miles - Wandoan	2016	3250
Mill Park - North	2006	13978
Mill Park - North	2011	14659
Mill Park - North	2016	14819
Mill Park - South	2006	10292
Mill Park - South	2011	10073
Mill Park - South	2016	9844
Millbank - Avoca	2006	5880
Millbank - Avoca	2011	6184
Millbank - Avoca	2016	6111
Millicent	2006	4334
Millicent	2011	4241
Millicent	2016	4359
Millmerran	2006	2365
Millmerran	2011	2466
Millmerran	2016	2732
Millner	2006	1860
Millner	2011	1988
Millner	2016	2094
Mindarie - Quinns Rocks - Jindalee	2006	10562
Mindarie - Quinns Rocks - Jindalee	2011	13081
Mindarie - Quinns Rocks - Jindalee	2016	14749
Minto - St Andrews	2006	13727
Minto - St Andrews	2011	13694
Minto - St Andrews	2016	15489
Miranda - Yowie Bay	2006	13840
Miranda - Yowie Bay	2011	14420
Miranda - Yowie Bay	2016	14921
Mitcham (SA)	2006	12831
Mitcham (SA)	2011	13082
Mitcham (SA)	2016	13097
Mitcham (Vic.)	2006	11576
Mitcham (Vic.)	2011	12000
Mitcham (Vic.)	2016	13150
Mitchell	2006	0
Mitchell	2011	7
Mitchell	2016	0
Mitchell Park	2006	11599
Mitchell Park	2011	12062
Mitchell Park	2016	12980
Mitchelton	2006	5608
Mitchelton	2011	6017
Mitchelton	2016	6572
Mittagong	2006	6082
Mittagong	2011	6555
Mittagong	2016	7486
Moama	2006	3672
Moama	2011	4253
Moama	2016	4821
Modbury Heights	2006	16086
Modbury Heights	2011	15591
Modbury Heights	2016	15565
Moe - Newborough	2006	13207
Moe - Newborough	2011	13633
Moe - Newborough	2016	13809
Moffat Beach - Battery Hill	2006	6248
Moffat Beach - Battery Hill	2011	6406
Moffat Beach - Battery Hill	2016	6558
Moil	2006	1612
Moil	2011	1535
Moil	2016	1556
Moira	2006	1920
Moira	2011	2080
Moira	2016	2165
Molendinar	2006	4306
Molendinar	2011	4931
Molendinar	2016	5237
Molonglo	2006	0
Molonglo	2011	0
Molonglo	2016	0
Molonglo - North	2006	0
Molonglo - North	2011	3
Molonglo - North	2016	6
Molonglo Corridor	2006	48
Molonglo Corridor	2011	6
Molonglo Corridor	2016	12
Monash	2006	4472
Monash	2011	4503
Monash	2016	4545
Monbulk - Silvan	2006	5098
Monbulk - Silvan	2011	4470
Monbulk - Silvan	2016	4557
Moncrieff	2006	0
Moncrieff	2011	0
Moncrieff	2016	68
Monterey - Brighton-le-Sands - Kyeemagh	2006	10308
Monterey - Brighton-le-Sands - Kyeemagh	2011	11032
Monterey - Brighton-le-Sands - Kyeemagh	2016	11731
Montmorency - Briar Hill	2006	12567
Montmorency - Briar Hill	2011	12866
Montmorency - Briar Hill	2016	13132
Monto - Eidsvold	2006	2956
Monto - Eidsvold	2011	2963
Monto - Eidsvold	2016	3116
Montrose	2006	5056
Montrose	2011	5445
Montrose	2016	5534
Montrose - Rosetta	2006	3807
Montrose - Rosetta	2011	3877
Montrose - Rosetta	2016	4093
Mooloolaba - Alexandra Headland	2006	9376
Mooloolaba - Alexandra Headland	2011	9687
Mooloolaba - Alexandra Headland	2016	10366
Moonah	2006	4124
Moonah	2011	4161
Moonah	2016	4392
Moonee Ponds	2006	10478
Moonee Ponds	2011	11271
Moonee Ponds	2016	11986
Moonta	2006	3013
Moonta	2011	3589
Moonta	2016	4170
Moora	2006	3591
Moora	2011	3646
Moora	2016	3802
Moorabbin - Heatherton	2006	6335
Moorabbin - Heatherton	2011	6469
Moorabbin - Heatherton	2016	7089
Moorabbin Airport	2006	0
Moorabbin Airport	2011	0
Moorabbin Airport	2016	0
Moorooka	2006	7465
Moorooka	2011	8269
Moorooka	2016	8639
Mooroolbark	2006	15297
Mooroolbark	2011	16525
Mooroolbark	2016	17708
Mooroopna	2006	5573
Mooroopna	2011	6188
Mooroopna	2016	6499
Moranbah	2006	5314
Moranbah	2011	6486
Moranbah	2016	6237
Morawa	2006	3401
Morawa	2011	3609
Morawa	2016	3285
Morayfield	2006	4175
Morayfield	2011	3844
Morayfield	2016	3989
Morayfield - East	2006	4459
Morayfield - East	2011	5326
Morayfield - East	2016	6445
Mordialloc - Parkdale	2006	14368
Mordialloc - Parkdale	2011	15126
Mordialloc - Parkdale	2016	16098
Moree	2006	6594
Moree	2011	6528
Moree	2016	6485
Moree Region	2006	4302
Moree Region	2011	4117
Moree Region	2016	4182
Morisset - Cooranbong	2006	10811
Morisset - Cooranbong	2011	11521
Morisset - Cooranbong	2016	12585
Morley	2006	15368
Morley	2011	16828
Morley	2016	18217
Morningside - Seven Hills	2006	8661
Morningside - Seven Hills	2011	9609
Morningside - Seven Hills	2016	10474
Mornington	2006	17216
Mornington	2011	18388
Mornington	2016	20170
Mornington - Warrane	2006	3484
Mornington - Warrane	2011	3710
Mornington - Warrane	2016	3842
Morphett Vale - East	2006	10912
Morphett Vale - East	2011	11032
Morphett Vale - East	2016	11259
Morphett Vale - West	2006	7808
Morphett Vale - West	2011	7579
Morphett Vale - West	2016	7823
Morphettville	2006	11054
Morphettville	2011	11537
Morphettville	2016	12451
Mortdale - Penshurst	2006	17344
Mortdale - Penshurst	2011	18326
Mortdale - Penshurst	2016	19781
Moruya - Tuross Head	2006	6578
Moruya - Tuross Head	2011	6383
Moruya - Tuross Head	2016	6895
Morwell	2006	11013
Morwell	2011	11424
Morwell	2016	11449
Mosman	2006	21669
Mosman	2011	22429
Mosman	2016	23465
Mosman Park - Peppermint Grove	2006	8073
Mosman Park - Peppermint Grove	2011	8362
Mosman Park - Peppermint Grove	2016	8579
Moss Vale - Berrima	2006	6222
Moss Vale - Berrima	2011	7150
Moss Vale - Berrima	2016	7974
Moulden	2006	2259
Moulden	2011	2253
Moulden	2016	2152
Mount Annan - Currans Hill	2006	14710
Mount Annan - Currans Hill	2011	17483
Mount Annan - Currans Hill	2016	21310
Mount Barker	2006	10016
Mount Barker	2011	11597
Mount Barker	2016	13715
Mount Barker Region	2006	4150
Mount Barker Region	2011	4675
Mount Barker Region	2016	5095
Mount Baw Baw Region	2006	4498
Mount Baw Baw Region	2011	4790
Mount Baw Baw Region	2016	4971
Mount Coot-tha	2006	0
Mount Coot-tha	2011	0
Mount Coot-tha	2016	0
Mount Dandenong - Olinda	2006	7463
Mount Dandenong - Olinda	2011	7818
Mount Dandenong - Olinda	2016	7921
Mount Druitt - Whalan	2006	14147
Mount Druitt - Whalan	2011	16048
Mount Druitt - Whalan	2016	17050
Mount Eliza	2006	13395
Mount Eliza	2011	13714
Mount Eliza	2016	14105
Mount Evelyn	2006	6915
Mount Evelyn	2011	7268
Mount Evelyn	2016	7758
Mount Gambier - East	2006	10054
Mount Gambier - East	2011	11218
Mount Gambier - East	2016	11655
Mount Gambier - West	2006	9694
Mount Gambier - West	2011	10729
Mount Gambier - West	2016	11349
Mount Gravatt	2006	10878
Mount Gravatt	2011	11530
Mount Gravatt	2016	12232
Mount Hawthorn - Leederville	2006	7704
Mount Hawthorn - Leederville	2011	8374
Mount Hawthorn - Leederville	2016	8589
Mount Hutton - Windale	2006	7005
Mount Hutton - Windale	2011	6902
Mount Hutton - Windale	2016	7153
Mount Isa	2006	13999
Mount Isa	2011	15554
Mount Isa	2016	13914
Mount Isa Region	2006	2828
Mount Isa Region	2011	3100
Mount Isa Region	2016	2682
Mount Johns	2006	3074
Mount Johns	2011	2963
Mount Johns	2016	3067
Mount Lawley - Inglewood	2006	12803
Mount Lawley - Inglewood	2011	13941
Mount Lawley - Inglewood	2016	14126
Mount Louisa	2006	4174
Mount Louisa	2011	5992
Mount Louisa	2016	7056
Mount Martha	2006	11806
Mount Martha	2011	13346
Mount Martha	2016	14577
Mount Morgan	2006	2366
Mount Morgan	2011	2423
Mount Morgan	2016	2496
Mount Nasura - Mount Richon - Bedfordale	2006	5871
Mount Nasura - Mount Richon - Bedfordale	2011	6012
Mount Nasura - Mount Richon - Bedfordale	2016	6550
Mount Nelson - Dynnyrne	2006	3203
Mount Nelson - Dynnyrne	2011	3703
Mount Nelson - Dynnyrne	2016	3923
Mount Pleasant - Glenella	2006	7315
Mount Pleasant - Glenella	2011	8372
Mount Pleasant - Glenella	2016	8514
Mount Sheridan	2006	5183
Mount Sheridan	2011	5962
Mount Sheridan	2016	6326
Mount Taylor	2006	9
Mount Taylor	2011	0
Mount Taylor	2016	3
Mount Warren Park	2006	4438
Mount Warren Park	2011	4497
Mount Warren Park	2016	4570
Mount Waverley - North	2006	11970
Mount Waverley - North	2011	12502
Mount Waverley - North	2016	12757
Mount Waverley - South	2006	13778
Mount Waverley - South	2011	14336
Mount Waverley - South	2016	15152
Mount Wellington	2006	0
Mount Wellington	2011	0
Mount Wellington	2016	0
Mountain Creek	2006	4620
Mountain Creek	2011	5461
Mountain Creek	2016	8577
Mowbray	2006	2709
Mowbray	2011	3022
Mowbray	2016	3100
Moyne - East	2006	4810
Moyne - East	2011	5193
Moyne - East	2016	5226
Moyne - West	2006	6891
Moyne - West	2011	7065
Moyne - West	2016	7571
Mudgee	2006	7435
Mudgee	2011	8210
Mudgee	2016	9143
Mudgee Region - East	2006	2745
Mudgee Region - East	2011	2713
Mudgee Region - East	2016	2896
Mudgee Region - West	2006	7763
Mudgee Region - West	2011	8019
Mudgee Region - West	2016	8326
Mudgeeraba - Bonogin	2006	11946
Mudgeeraba - Bonogin	2011	13242
Mudgeeraba - Bonogin	2016	14040
Mukinbudin	2006	2634
Mukinbudin	2011	2783
Mukinbudin	2016	2660
Mulgoa - Luddenham - Orchard Hills	2006	5051
Mulgoa - Luddenham - Orchard Hills	2011	5211
Mulgoa - Luddenham - Orchard Hills	2016	7457
Mulgrave	2006	13698
Mulgrave	2011	14767
Mulgrave	2016	16022
Mullaloo - Kallaroo	2006	8773
Mullaloo - Kallaroo	2011	8839
Mullaloo - Kallaroo	2016	8963
Mullumbimby	2006	5940
Mullumbimby	2011	5834
Mullumbimby	2016	6536
Mundaring	2006	9387
Mundaring	2011	10013
Mundaring	2016	10422
Mundijong	2006	3803
Mundijong	2011	4383
Mundijong	2016	5078
Mundingburra	2006	3104
Mundingburra	2011	3224
Mundingburra	2016	3025
Munno Para West - Angle Vale	2006	3106
Munno Para West - Angle Vale	2011	5716
Munno Para West - Angle Vale	2016	8807
Munruben - Park Ridge South	2006	3531
Munruben - Park Ridge South	2011	3627
Munruben - Park Ridge South	2016	3766
Murarrie	2006	2786
Murarrie	2011	3184
Murarrie	2016	3277
Murdoch - Kardinya	2006	9878
Murdoch - Kardinya	2011	10440
Murdoch - Kardinya	2016	10786
Murray	2006	1635
Murray	2011	2393
Murray	2016	2036
Murray Bridge	2006	11816
Murray Bridge	2011	13545
Murray Bridge	2016	14516
Murray Bridge Region	2006	2506
Murray Bridge Region	2011	2692
Murray Bridge Region	2016	3012
Murrumba Downs - Griffin	2006	6292
Murrumba Downs - Griffin	2011	9021
Murrumba Downs - Griffin	2016	13276
Murrumbeena	2006	6844
Murrumbeena	2011	7091
Murrumbeena	2016	7685
Murwillumbah	2006	6218
Murwillumbah	2011	6551
Murwillumbah	2016	7247
Murwillumbah Region	2006	7464
Murwillumbah Region	2011	7735
Murwillumbah Region	2016	7980
Muswellbrook	2006	8271
Muswellbrook	2011	9095
Muswellbrook	2016	9309
Muswellbrook Region	2006	3276
Muswellbrook Region	2011	3085
Muswellbrook Region	2016	3150
Myrtleford	2006	3723
Myrtleford	2011	3744
Myrtleford	2016	3910
Nagambie	2006	2746
Nagambie	2011	2979
Nagambie	2016	3396
Nailsworth - Broadview	2006	4759
Nailsworth - Broadview	2011	4915
Nailsworth - Broadview	2016	5042
Nairne	2006	2714
Nairne	2011	3341
Nairne	2016	3922
Namadgi	2006	61
Namadgi	2011	27
Namadgi	2016	31
Nambour	2006	12668
Nambour	2011	14401
Nambour	2016	16039
Nambucca Heads	2006	5475
Nambucca Heads	2011	5612
Nambucca Heads	2016	5825
Nambucca Heads Region	2006	5515
Nambucca Heads Region	2011	5904
Nambucca Heads Region	2016	6254
Nanango	2006	6788
Nanango	2011	7599
Nanango	2016	8052
Naracoorte	2006	4189
Naracoorte	2011	4626
Naracoorte	2016	4908
Naracoorte Region	2006	2212
Naracoorte Region	2011	1868
Naracoorte Region	2016	1772
Narangba	2006	9347
Narangba	2011	11667
Narangba	2016	13614
Narara	2006	5463
Narara	2011	5153
Narara	2016	5317
Narooma - Bermagui	2006	7547
Narooma - Bermagui	2011	7432
Narooma - Bermagui	2016	7827
Narrabeen - Collaroy	2006	18154
Narrabeen - Collaroy	2011	18605
Narrabeen - Collaroy	2016	20372
Narrabri	2006	5181
Narrabri	2011	5420
Narrabri	2016	5655
Narrabri Region	2006	4016
Narrabri Region	2011	3734
Narrabri Region	2016	3741
Narrabundah	2006	4686
Narrabundah	2011	4673
Narrabundah	2016	4900
Narrandera	2006	4916
Narrandera	2011	4838
Narrandera	2016	4854
Narre Warren - North East	2006	9463
Narre Warren - North East	2011	9980
Narre Warren - North East	2016	10679
Narre Warren - South West	2006	9721
Narre Warren - South West	2011	10050
Narre Warren - South West	2016	11207
Narre Warren North	2006	4826
Narre Warren North	2011	5573
Narre Warren North	2016	6363
Narre Warren South (East)	2006	7824
Narre Warren South (East)	2011	9122
Narre Warren South (East)	2016	9977
Narre Warren South (West)	2006	10150
Narre Warren South (West)	2011	11494
Narre Warren South (West)	2016	12509
Narrogin	2006	3686
Narrogin	2011	3649
