SA2_NAME16	Year	medianTotalHouseholdIncomeWeekly
Manning - Waterford	2006	1196
South Perth - Kensington	2006	1237
Banjup	2006	1465
Bibra Industrial	2006	0
Bibra Lake	2006	0
Coogee	2006	1208
Coolbellup	2006	922
Hamilton Hill	2006	702
Henderson	2006	0
North Coogee	2006	0
South Lake - Cockburn Central	2006	1108
Spearwood	2006	913
Success - Hammond Park	2006	1385
Yangebup	2006	1114
Beeliar - Wattleup	2006	1230
Jandakot	2006	1774
East Fremantle	2006	1271
Fremantle	2006	1010
Fremantle - South	2006	911
O'Connor (WA)	2006	0
Bertram - Wellard (West)	2006	1363
Calista	2006	669
Hope Valley - Postans	2006	1125
Kwinana Industrial	2006	1062
Parmelia - Orelia	2006	790
Casuarina - Wandi	2006	1478
Applecross - Ardross	2006	1324
Bateman	2006	1321
Bicton - Palmyra	2006	998
Booragoon	2006	1197
Bull Creek	2006	1219
Leeming	2006	1543
Melville	2006	1168
Murdoch - Kardinya	2006	1168
Willagee	2006	750
Winthrop	2006	1633
Baldivis	2006	1456
Cooloongup	2006	806
Port Kennedy	2006	1249
Rockingham	2006	655
Rockingham Lakes	2006	0
Safety Bay - Shoalwater	2006	838
Singleton - Golden Bay - Secret Harbour	2006	1340
Waikiki	2006	1068
Warnbro	2006	1071
Albany	2006	769
Albany Region	2006	933
Bayonet Head - Lower King	2006	1024
Denmark	2006	642
Gnowangerup	2006	882
Katanning	2006	873
Kojonup	2006	879
Little Grove - Elleker	2006	1030
McKail - Willyung	2006	822
Plantagenet	2006	758
Stirling Range National Park	2006	0
Chittering	2006	1068
Cunderdin	2006	720
Dowerin	2006	843
Gingin - Dandaragan	2006	847
Merredin	2006	897
Moora	2006	981
Mukinbudin	2006	912
Northam	2006	770
Toodyay	2006	823
York - Beverley	2006	718
Brookton	2006	718
Kulin	2006	858
Murray	2006	1057
Narrogin	2006	906
Wagin	2006	865
Broome	2006	1146
Derby - West Kimberley	2006	900
Halls Creek	2006	700
Kununurra	2006	1112
Roebuck	2006	668
East Pilbara	2006	865
Newman	2006	2169
Port Hedland	2006	1920
South Hedland	2006	1770
Ashburton (WA)	2006	1912
Karratha	2006	1953
Roebourne	2006	1829
Esperance	2006	915
Esperance Region	2006	1035
Carnarvon	2006	749
Exmouth	2006	922
Boulder	2006	1262
Kalgoorlie	2006	1408
Kalgoorlie - North	2006	1775
Kalgoorlie Airport	2006	0
Kambalda - Coolgardie - Norseman	2006	1254
Leinster - Leonora	2006	1016
Trafalgar (WA)	2006	0
Geraldton	2006	744
Geraldton - East	2006	929
Geraldton - North	2006	1048
Geraldton - South	2006	1251
Irwin	2006	868
Meekatharra	2006	891
Morawa	2006	848
Northampton - Mullewa - Greenough	2006	766
Migratory - Offshore - Shipping (WA)	2006	0
No usual address (WA)	2006	0
Bridgewater - Gagebrook	2006	592
Brighton - Pontville	2006	1010
Old Beach - Otago	2006	1218
Bellerive - Rosny	2006	848
Cambridge	2006	1266
Geilston Bay - Risdon	2006	1016
Howrah - Tranmere	2006	1035
Lindisfarne - Rose Bay	2006	1012
Mornington - Warrane	2006	629
Risdon Vale	2006	635
Rokeby	2006	640
South Arm	2006	1142
Austins Ferry - Granton	2006	1104
Berriedale - Chigwell	2006	723
Claremont (Tas.)	2006	734
Derwent Park - Lutana	2006	705
Glenorchy	2006	638
Montrose - Rosetta	2006	768
Moonah	2006	695
New Norfolk	2006	673
West Moonah	2006	804
Kingston - Huntingfield	2006	985
Kingston Beach - Blackmans Bay	2006	1093
Margate - Snug	2006	1070
Mount Wellington	2006	0
Taroona - Bonnet Hill	2006	1174
Hobart	2006	1038
Lenah Valley - Mount Stuart	2006	1088
Mount Nelson - Dynnyrne	2006	1131
New Town	2006	809
Sandy Bay	2006	1096
South Hobart - Fern Tree	2006	1002
West Hobart	2006	1052
Dodges Ferry - Lewisham	2006	749
Sorell - Richmond	2006	881
Invermay	2006	612
Kings Meadows - Punchbowl	2006	678
Launceston	2006	978
Legana	2006	1054
Mowbray	2006	591
Newnham - Mayfield	2006	633
Newstead	2006	829
Norwood (Tas.)	2006	1019
Prospect Vale - Blackstone	2006	973
Ravenswood	2006	580
Riverside	2006	970
South Launceston	2006	725
Summerhill - Prospect	2006	818
Trevallyn	2006	1026
Waverley - St Leonards	2006	706
West Launceston	2006	944
Youngtown - Relbia	2006	952
Beauty Point - Beaconsfield	2006	634
Deloraine	2006	644
Grindelwald - Lanena	2006	920
Hadspen - Carrick	2006	1021
Westbury	2006	758
Dilston - Lilydale	2006	960
George Town	2006	662
Longford	2006	751
Northern Midlands	2006	644
Perth - Evandale	2006	962
St Helens - Scamander	2006	558
Flinders and Cape Barren Islands	2006	753
Scottsdale - Bridport	2006	652
Central Highlands	2006	614
Derwent Valley	2006	804
Southern Midlands	2006	757
Wilderness - East	2006	0
Bruny Island - Kettering	2006	724
Cygnet	2006	624
Geeveston - Dover	2006	674
Huonville - Franklin	2006	788
Forestier - Tasman	2006	581
Triabunna - Bicheno	2006	632
Acton - Upper Burnie	2006	599
Burnie - Ulverstone Region	2006	919
Burnie - Wivenhoe	2006	653
Parklands - Camdale	2006	765
Penguin - Sulphur Creek	2006	777
Romaine - Havenview	2006	896
Somerset	2006	695
Ulverstone	2006	632
West Ulverstone	2006	647
Wynyard	2006	651
Devonport	2006	648
East Devonport	2006	611
Latrobe	2006	745
Miandetta - Don	2006	944
Port Sorell	2006	836
Quoiba - Spreyton	2006	972
Sheffield - Railton	2006	717
Turners Beach - Forth	2006	1000
King Island	2006	905
North West	2006	872
Smithton	2006	767
Waratah	2006	866
West Coast (Tas.)	2006	777
Wilderness - West	2006	0
Migratory - Offshore - Shipping (Tas.)	2006	0
No usual address (Tas.)	2006	0
Darwin Airport	2006	0
Darwin City	2006	1279
East Point	2006	0
Fannie Bay - The Gardens	2006	1265
Larrakeyah	2006	1769
Ludmilla - The Narrows	2006	1226
Parap	2006	1258
Stuart Park	2006	1362
Woolner - Bayview - Winnellie	2006	1490
Alawa	2006	1215
Anula	2006	1356
Berrimah	2006	1190
Brinkin - Nakara	2006	1455
Buffalo Creek	2006	0
Charles Darwin	2006	0
Coconut Grove	2006	915
East Arm	2006	0
Jingili	2006	1372
Karama	2006	1202
Leanyer	2006	1409
Lyons (NT)	2006	645
Malak - Marrara	2006	1177
Millner	2006	1109
Moil	2006	1295
Nightcliff	2006	1127
Rapid Creek	2006	1208
Tiwi	2006	1302
Wagaman	2006	1223
Wanguri	2006	1478
Wulagi	2006	1547
Howard Springs	2006	1228
Humpty Doo	2006	1338
Koolpinyah	2006	0
Virginia	2006	1272
Weddell	2006	1045
Bakewell	2006	1265
Driver	2006	1234
Durack - Marlow Lagoon	2006	1770
Gray	2006	878
Moulden	2006	1004
Palmerston - North	2006	1534
Palmerston - South	2006	0
Rosebery - Bellamack	2006	1559
Woodroffe	2006	1242
Charles	2006	1175
East Side	2006	1246
Flynn (NT)	2006	1312
Larapinta	2006	1221
Mount Johns	2006	1345
Petermann - Simpson	2006	985
Ross	2006	1093
Sandover - Plenty	2006	795
Tanami	2006	946
Yuendumu - Anmatjere	2006	911
Barkly	2006	739
Tennant Creek	2006	976
Alligator	2006	1056
Daly	2006	802
Thamarrurr	2006	1020
Tiwi Islands	2006	620
West Arnhem	2006	1102
Anindilyakwa	2006	1382
East Arnhem	2006	1035
Nhulunbuy	2006	2208
Elsey	2006	801
Gulf	2006	902
Katherine	2006	1096
Victoria River	2006	915
Migratory - Offshore - Shipping (NT)	2006	0
No usual address (NT)	2006	0
Aranda	2006	1821
Belconnen	2006	1126
Bruce	2006	2054
Charnwood	2006	1053
Cook	2006	1334
Dunlop	2006	1591
Evatt	2006	1520
Florey	2006	1362
Flynn (ACT)	2006	1705
Fraser	2006	1872
Giralang	2006	1483
Gooromon	2006	0
Hawker	2006	1474
Higgins	2006	1220
Holt	2006	1157
Kaleen	2006	1578
Latham	2006	1321
Lawson	2006	0
Macgregor (ACT)	2006	1468
Macquarie	2006	1215
McKellar	2006	1596
Melba	2006	1439
Page	2006	1102
Scullin	2006	1124
Spence	2006	1387
Weetangera	2006	1927
Molonglo Corridor	2006	1468
West Belconnen	2006	0
Hume	2006	0
Kowen	2006	1624
Canberra East	2006	625
Canberra Airport	2006	1235
Majura	2006	1213
Amaroo	2006	1868
Bonner	2006	0
Casey	2006	0
Crace	2006	0
Forde	2006	0
Franklin	2006	0
Gungahlin	2006	1826
Hall	2006	1728
Harrison	2006	1963
Mitchell	2006	0
Ngunnawal	2006	1334
Nicholls	2006	2132
Palmerston	2006	1496
Gungahlin - East	2006	725
Gungahlin - West	2006	0
Jacka	2006	0
Kenny	2006	0
Moncrieff	2006	0
Taylor	2006	0
Throsby	2006	0
Acton	2006	1875
Ainslie	2006	1360
Braddon	2006	1213
Civic	2006	1316
Dickson	2006	1146
Downer	2006	1190
Hackett	2006	1332
Lyneham	2006	1233
O'Connor (ACT)	2006	1394
Turner	2006	1331
Watson	2006	1258
Black Mountain	2006	0
Campbell	2006	1780
Duntroon	2006	1528
Parkes (ACT) - North	2006	0
Reid	2006	1064
Russell	2006	0
Deakin	2006	1857
Forrest	2006	2750
Griffith (ACT)	2006	1713
Lake Burley Griffin	2006	0
Narrabundah	2006	1286
Parkes (ACT) - South	2006	0
Red Hill (ACT)	2006	1985
Yarralumla	2006	1982
Barton	2006	2418
Fyshwick	2006	1125
Kingston (ACT)	2006	1879
Banks	2006	1417
Bonython	2006	1469
Calwell	2006	1571
Chisholm	2006	1489
Conder	2006	1638
Fadden	2006	2207
Gilmore	2006	1522
Gordon (ACT)	2006	1489
Gowrie (ACT)	2006	1720
Greenway	2006	1355
Isabella Plains	2006	1316
Kambah	2006	1467
Macarthur	2006	2137
Monash	2006	1579
Mount Taylor	2006	0
Oxley (ACT)	2006	1675
Richardson	2006	1305
Theodore	2006	1459
Tuggeranong	2006	1140
Wanniassa	2006	1432
Tuggeranong - West	2006	0
Chapman	2006	2205
Duffy	2006	1565
Fisher	2006	1333
Holder	2006	1449
Rivett	2006	1328
Stirling	2006	1551
Waramanga	2006	1314
Weston	2006	1370
Scrivener	2006	2124
Chifley	2006	1263
Curtin	2006	1494
Farrer	2006	1598
Garran	2006	1865
Hughes	2006	1453
Isaacs	2006	1843
Lyons (ACT)	2006	1104
Mawson	2006	1214
O'Malley	2006	2613
Pearce	2006	1327
Phillip	2006	1226
Torrens	2006	1438
Arboretum	2006	0
Coombs	2006	0
Denman Prospect	2006	0
Molonglo	2006	0
Molonglo - North	2006	0
Wright	2006	0
ACT - South West	2006	1237
Namadgi	2006	1437
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	0
Christmas Island	2006	1221
Cocos (Keeling) Islands	2006	1259
Jervis Bay	2006	1006
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	0
Braidwood	2011	913
Karabar	2011	1537
Queanbeyan	2011	1270
Queanbeyan - East	2011	1402
Queanbeyan Region	2011	2162
Queanbeyan West - Jerrabomberra	2011	2388
Bombala	2011	807
Cooma	2011	892
Cooma Region	2011	972
Jindabyne - Berridale	2011	1353
Batemans Bay	2011	778
Batemans Bay - South	2011	813
Bega - Tathra	2011	902
Bega-Eden Hinterland	2011	844
Broulee - Tomakin	2011	825
Deua - Wadbilliga	2011	900
Eden	2011	791
Eurobodalla Hinterland	2011	840
Merimbula - Tura Beach	2011	865
Moruya - Tuross Head	2011	796
Narooma - Bermagui	2011	734
Goulburn	2011	964
Goulburn Region	2011	985
Yass	2011	1274
Yass Region	2011	1687
Young	2011	818
Young Region	2011	773
Avoca Beach - Copacabana	2011	1461
Box Head - MacMasters Beach	2011	1146
Calga - Kulnura	2011	1178
Erina - Green Point	2011	1018
Gosford - Springfield	2011	997
Kariong	2011	1461
Kincumber - Picketts Valley	2011	935
Narara	2011	1305
Niagara Park - Lisarow	2011	1438
Point Clare - Koolewong	2011	1132
Saratoga - Davistown	2011	1123
Terrigal - North Avoca	2011	1380
Umina - Booker Bay - Patonga	2011	850
Wamberal - Forresters Beach	2011	1523
Woy Woy - Blackwall	2011	851
Wyoming	2011	1013
Bateau Bay - Killarney Vale	2011	952
Blue Haven - San Remo	2011	1024
Budgewoi - Buff Point - Halekulani	2011	788
Chittaway Bay - Tumbi Umbi	2011	1195
Gorokan - Kanwal - Charmhaven	2011	832
Jilliby - Yarramalong	2011	1592
Lake Munmorah - Mannering Park	2011	769
Ourimbah - Fountaindale	2011	1380
Summerland Point - Gwandalan	2011	936
The Entrance	2011	770
Toukley - Norah Head	2011	750
Tuggerah - Kangy Angy	2011	1206
Warnervale - Wadalba	2011	1391
Wyong	2011	848
Bathurst	2011	1067
Bathurst - East	2011	1309
Bathurst Region	2011	1194
Oberon	2011	963
Condobolin	2011	840
Cowra	2011	776
Cowra Region	2011	818
Forbes	2011	823
Grenfell	2011	722
Parkes (NSW)	2011	950
Parkes Region	2011	763
West Wyalong	2011	888
Lithgow	2011	834
Lithgow Region	2011	991
Mudgee	2011	1067
Mudgee Region - East	2011	701
Mudgee Region - West	2011	877
Wollangambe - Wollemi	2011	0
Blayney	2011	1095
Orange	2011	992
Orange - North	2011	1444
Orange Region	2011	1217
Grafton	2011	790
Grafton Region	2011	796
Maclean - Yamba - Iluka	2011	747
Bellingen	2011	844
Coffs Harbour - North	2011	860
Coffs Harbour - South	2011	836
Coramba - Nana Glen - Bucca	2011	1024
Dorrigo	2011	701
Korora - Emerald Beach	2011	1229
Sawtell - Boambee	2011	896
Urunga	2011	771
Woolgoolga - Arrawarra	2011	839
Bourke - Brewarrina	2011	965
Cobar	2011	1225
Coonamble	2011	820
Nyngan - Warren	2011	879
Walgett - Lightning Ridge	2011	726
Broken Hill	2011	794
Far West	2011	857
Coonabarabran	2011	710
Dubbo - East	2011	1155
Dubbo - South	2011	1038
Dubbo - West	2011	1049
Dubbo Region	2011	1212
Gilgandra	2011	785
Narromine	2011	852
Wellington	2011	770
Branxton - Greta - Pokolbin	2011	1536
Cessnock	2011	933
Cessnock Region	2011	1147
Dungog	2011	1012
Kurri Kurri - Abermain	2011	972
Singleton	2011	1673
Singleton Region	2011	1593
Maitland	2011	1045
Maitland - East	2011	1209
Maitland - North	2011	1733
Maitland - West	2011	1280
Thornton - Millers Forest	2011	1623
Anna Bay	2011	975
Lemon Tree Passage - Tanilba Bay	2011	864
Nelson Bay Peninsula	2011	898
Raymond Terrace	2011	987
Seaham - Woodville	2011	1769
Tea Gardens - Hawks Nest	2011	766
Williamtown - Medowie - Karuah	2011	1268
Muswellbrook	2011	1429
Muswellbrook Region	2011	1373
Scone	2011	1144
Scone Region	2011	1025
Dapto - Avondale	2011	1002
Horsley - Kembla Grange	2011	1626
Port Kembla Industrial	2011	276
Unanderra - Mount Kembla	2011	1346
Berkeley - Lake Heights - Cringila	2011	878
Port Kembla - Warrawong	2011	727
Windang - Primbee	2011	749
Illawarra Catchment Reserve	2011	0
Albion Park - Macquarie Pass	2011	1491
Albion Park Rail	2011	1033
Kiama	2011	1042
Kiama Downs - Minnamurra	2011	1479
Kiama Hinterland - Gerringong	2011	1262
Shellharbour - Flinders	2011	1506
Shellharbour - Oak Flats	2011	1130
Warilla	2011	836
Balgownie - Fairy Meadow	2011	1028
Corrimal - Tarrawanna - Bellambi	2011	937
Figtree - Keiraville	2011	1252
Helensburgh	2011	1828
Thirroul - Austinmer - Coalcliff	2011	1674
Woonona - Bulli - Russell Vale	2011	1284
Wollongong - East	2011	1000
Wollongong - West	2011	978
Bulahdelah - Stroud	2011	859
Forster	2011	745
Forster-Tuncurry Region	2011	779
Tuncurry	2011	651
Kempsey	2011	756
Kempsey Region	2011	768
Macksville - Scotts Head	2011	727
Nambucca Heads	2011	664
Nambucca Heads Region	2011	762
South West Rocks	2011	745
Lord Howe Island	2011	959
Laurieton - Bonny Hills	2011	767
Port Macquarie - East	2011	929
Port Macquarie - West	2011	757
Port Macquarie Region	2011	900
Wauchope	2011	865
Gloucester	2011	808
Old Bar - Manning Point - Red Head	2011	894
Taree	2011	739
Taree Region	2011	766
Wingham	2011	769
Albury - East	2011	1315
Albury - North	2011	959
Albury - South	2011	1019
Albury Region	2011	1011
Lavington	2011	839
Hay	2011	806
Wentworth - Buronga	2011	889
Wentworth-Balranald Region	2011	843
Corowa	2011	871
Corowa Region	2011	863
Deniliquin	2011	858
Deniliquin Region	2011	815
Moama	2011	883
Tocumwal - Finley - Jerilderie	2011	782
Armidale	2011	983
Armidale Region - North	2011	903
Armidale Region - South	2011	974
Walcha	2011	820
Glen Innes	2011	744
Inverell	2011	808
Inverell Region - East	2011	726
Inverell Region - West	2011	727
Tenterfield	2011	701
Moree	2011	1038
Moree Region	2011	1028
Narrabri	2011	1033
Narrabri Region	2011	940
Gunnedah	2011	925
Gunnedah Region	2011	955
Quirindi	2011	804
Tamworth - East	2011	993
Tamworth - North	2011	1016
Tamworth - West	2011	832
Tamworth Region	2011	912
Belmont - Bennetts Green	2011	1108
Belmont South - Blacksmiths	2011	811
Charlestown - Dudley	2011	1203
Glendale - Cardiff - Hillsborough	2011	1283
Mount Hutton - Windale	2011	839
Redhead	2011	1035
Swansea - Caves Beach	2011	925
Valentine - Eleebana	2011	1687
Warners Bay - Boolaroo	2011	1144
Bolton Point - Teralba	2011	923
Bonnells Bay - Silverwater	2011	1013
Edgeworth - Cameron Park	2011	1323
Morisset - Cooranbong	2011	908
Toronto - Awaba	2011	992
Wangi Wangi - Rathmines	2011	1148
West Wallsend - Barnsley - Killingworth	2011	1273
Adamstown - Kotara	2011	1280
Beresfield - Hexham	2011	935
Hamilton - Broadmeadow	2011	1074
Lambton - New Lambton	2011	1224
Maryland - Fletcher - Minmi	2011	1586
Mayfield - Warabrook	2011	1017
Merewether - The Junction	2011	1527
Newcastle - Cooks Hill	2011	1470
Newcastle Port - Kooragang	2011	749
Shortland - Jesmond	2011	843
Stockton - Fullerton Cove	2011	913
Wallsend - Elermore Vale	2011	1068
Waratah - North Lambton	2011	1004
Wickham - Carrington - Tighes Hill	2011	1132
Ballina	2011	794
Ballina Region	2011	995
Bangalow	2011	1024
Brunswick Heads - Ocean Shores	2011	839
Byron Bay	2011	935
Evans Head	2011	751
Lennox Head - Skennars Head	2011	1229
Mullumbimby	2011	788
Casino	2011	788
Casino Region	2011	802
Goonellabah	2011	960
Kyogle	2011	730
Lismore	2011	794
Lismore Region	2011	985
Kingscliff - Fingal Head	2011	885
Murwillumbah	2011	775
Murwillumbah Region	2011	879
Pottsville	2011	951
Tweed Heads	2011	791
Banora Point	2011	897
Terranora - North Tumblegum	2011	1369
Tweed Heads South	2011	691
Griffith (NSW)	2011	1028
Griffith Region	2011	1015
Leeton	2011	972
Narrandera	2011	795
Tumbarumba	2011	883
Tumut	2011	934
Tumut Region	2011	957
Cootamundra	2011	780
Gundagai	2011	897
Junee	2011	891
Temora	2011	771
Wagga Wagga - East	2011	1254
Wagga Wagga - North	2011	1286
Wagga Wagga - South	2011	1190
Wagga Wagga - West	2011	931
Wagga Wagga Region	2011	1027
Berry - Kangaroo Valley	2011	907
Callala Bay - Currarong	2011	827
Culburra Beach	2011	776
Ettrema - Sassafras - Budawang	2011	762
Huskisson - Vincentia	2011	919
North Nowra - Bomaderry	2011	963
Nowra	2011	850
St Georges Basin - Erowal Bay	2011	748
Sussex Inlet - Berrara	2011	638
Tomerong - Wandandian - Woollamia	2011	1157
Ulladulla	2011	757
Ulladulla Region	2011	807
Bowral	2011	1144
Hill Top - Colo Vale	2011	1253
Mittagong	2011	980
Moss Vale - Berrima	2011	1017
Robertson - Fitzroy Falls	2011	1224
Southern Highlands	2011	1038
Baulkham Hills (East)	2011	1758
Baulkham Hills (West) - Bella Vista	2011	2278
Glenhaven	2011	2254
West Pennant Hills	2011	2587
Castle Hill - Central	2011	1727
Castle Hill - East	2011	1908
Castle Hill - North	2011	2176
Castle Hill - South	2011	1947
Castle Hill - West	2011	2609
Cherrybrook	2011	2271
Kellyville	2011	2272
Dural - Kenthurst - Wisemans Ferry	2011	1843
Galston - Laughtondale	2011	1623
Bilpin - Colo - St Albans	2011	1104
Kurrajong Heights - Ebenezer	2011	1629
Pitt Town - McGraths Hill	2011	1574
Rouse Hill - Beaumont Hills	2011	2301
Blacktown (East) - Kings Park	2011	1180
Blacktown (North) - Marayong	2011	1228
Doonside - Woodcroft	2011	1367
Lalor Park - Kings Langley	2011	1419
Seven Hills - Toongabbie	2011	1379
Blacktown (South)	2011	1223
Blacktown (West)	2011	1257
Glenwood	2011	2186
Parklea - Kellyville Ridge	2011	2262
Riverstone - Marsden Park	2011	1151
Acacia Gardens	2011	2212
Quakers Hill	2011	1801
Bidwill - Hebersham - Emerton	2011	904
Glendenning - Dean Park	2011	1517
Hassall Grove - Plumpton	2011	1575
Lethbridge Park - Tregear	2011	856
Mount Druitt - Whalan	2011	974
Prospect Reservoir	2011	1874
Rooty Hill - Minchinbury	2011	1484
Banksmeadow	2011	0
Botany	2011	1611
Mascot - Eastlakes	2011	1210
Pagewood - Hillsdale - Daceyville	2011	1072
Port Botany Industrial	2011	0
Sydney Airport	2011	0
Marrickville	2011	1406
Petersham - Stanmore	2011	1662
Sydenham - Tempe - St Peters	2011	1642
Darlinghurst	2011	1702
Erskineville - Alexandria	2011	2172
Glebe - Forest Lodge	2011	1516
Newtown - Camperdown - Darlington	2011	1702
Potts Point - Woolloomooloo	2011	1502
Pyrmont - Ultimo	2011	1672
Redfern - Chippendale	2011	1419
Surry Hills	2011	1671
Sydney - Haymarket - The Rocks	2011	1412
Waterloo - Beaconsfield	2011	1365
Bondi - Tamarama - Bronte	2011	1979
Bondi Beach - North Bondi	2011	1884
Bondi Junction - Waverly	2011	1691
Centennial Park	2011	0
Double Bay - Bellevue Hill	2011	2421
Dover Heights	2011	1881
Paddington - Moore Park	2011	2089
Rose Bay - Vaucluse - Watsons Bay	2011	2519
Woollahra	2011	2182
Coogee - Clovelly	2011	1950
Malabar - La Perouse - Chifley	2011	1303
Kensington (NSW)	2011	1488
Kingsford	2011	1227
Maroubra - North	2011	1726
Maroubra - South	2011	1236
Maroubra - West	2011	1382
Randwick - North	2011	1719
Randwick - South	2011	1681
Bass Hill - Georges Hall	2011	1021
Chullora	2011	0
Condell Park	2011	1112
Greenacre - Mount Lewis	2011	958
Padstow	2011	1289
Panania - Milperra - Picnic Point	2011	1479
Revesby	2011	1254
Yagoona - Birrong	2011	996
Bankstown - North	2011	938
Bankstown - South	2011	966
Belmore - Belfield	2011	1035
Canterbury (South) - Campsie	2011	980
Kingsgrove (North) - Earlwood	2011	1361
Punchbowl	2011	930
Roselands	2011	1182
Lakemba	2011	846
Wiley Park	2011	875
Hurstville	2011	1141
Mortdale - Penshurst	2011	1372
Narwee - Beverly Hills	2011	1148
Oatley - Hurstville Grove	2011	1718
Peakhurst - Lugarno	2011	1385
Riverwood	2011	800
South Hurstville - Blakehurst	2011	1431
Arncliffe - Bardwell Valley	2011	1396
Bexley	2011	1310
Kingsgrove (South) - Bardwell Park	2011	1313
Kogarah	2011	1300
Kogarah Bay - Carlton - Allawah	2011	1315
Monterey - Brighton-le-Sands - Kyeemagh	2011	1177
Rockdale - Banksia	2011	1322
Sans Souci - Ramsgate	2011	1228
Concord - Mortlake - Cabarita	2011	1868
Concord West - North Strathfield	2011	1651
Drummoyne - Rodd Point	2011	2032
Five Dock - Abbotsford	2011	1695
Balmain	2011	2535
Leichhardt - Annandale	2011	1987
Lilyfield - Rozelle	2011	2366
Ashfield	2011	1314
Burwood - Croydon	2011	1304
Canterbury (North) - Ashbury	2011	1505
Croydon Park - Enfield	2011	1319
Dulwich Hill - Lewisham	2011	1545
Haberfield - Summer Hill	2011	1600
Homebush	2011	1384
Strathfield	2011	1464
Strathfield South	2011	1458
Chatswood (East) - Artarmon	2011	1626
Chatswood (West) - Lane Cove North	2011	1833
Lane Cove - Greenwich	2011	2377
St Leonards - Naremburn	2011	2365
Willoughby - Castle Cove - Northbridge	2011	2479
Asquith - Mount Colah	2011	1903
Berowra - Brooklyn - Cowan	2011	1840
Normanhurst - Thornleigh - Westleigh	2011	2005
Hornsby - East	2011	1370
Hornsby - West	2011	1562
Waitara - Wahroonga (West)	2011	1506
Gordon - Killara	2011	2374
Lindfield - Roseville	2011	2556
Pymble	2011	2609
St Ives	2011	2509
Turramurra	2011	2113
Wahroonga (East) - Warrawee	2011	2563
Cremorne - Cammeray	2011	2250
Crows Nest - Waverton	2011	2164
Mosman	2011	2460
Neutral Bay - Kirribilli	2011	2006
North Sydney - Lavender Bay	2011	2513
Balgowlah - Clontarf - Seaforth	2011	2358
Manly - Fairlight	2011	2103
Avalon - Palm Beach	2011	1748
Bayview - Elanora Heights	2011	1840
Newport - Bilgola	2011	1875
Warriewood - Mona Vale	2011	1742
Beacon Hill - Narraweena	2011	1565
Cromer	2011	1598
Dee Why - North Curl Curl	2011	1485
Forestville - Killarney Heights	2011	1904
Frenchs Forest - Belrose	2011	2029
Freshwater - Brookvale	2011	1814
Manly Vale - Allambie Heights	2011	1701
Narrabeen - Collaroy	2011	1612
Terrey Hills - Duffys Forest	2011	1981
Camden - Ellis Lane	2011	1561
Elderslie - Harrington Park	2011	1818
Mount Annan - Currans Hill	2011	1833
Bradbury - Wedderburn	2011	1136
Campbelltown - Woodbine	2011	1171
Claymore - Eagle Vale - Raby	2011	1416
Holsworthy Military Area	2011	0
Ingleburn - Denham Court	2011	1292
Leumeah - Minto Heights	2011	1264
Macquarie Fields - Glenfield	2011	1116
Minto - St Andrews	2011	1285
Rosemeadow - Glen Alpine	2011	1382
Bargo	2011	1277
Douglas Park - Appin	2011	1665
Picton - Tahmoor - Buxton	2011	1331
The Oaks - Oakdale	2011	1576
Blackheath - Megalong Valley	2011	920
Blaxland - Warrimoo - Lapstone	2011	1675
Blue Mountains - North	2011	1312
Katoomba - Leura	2011	871
Lawson - Hazelbrook - Linden	2011	1256
Springwood - Winmalee	2011	1526
Wentworth Falls	2011	1005
Blue Mountains - South	2011	0
Cambridge Park	2011	1467
Castlereagh - Cranebrook	2011	1527
Emu Plains - Leonay	2011	1579
Glenmore Park - Regentville	2011	1918
Jamisontown - South Penrith	2011	1326
Kingswood - Werrington	2011	1167
Mulgoa - Luddenham - Orchard Hills	2011	1583
Penrith	2011	942
Warragamba - Silverdale	2011	1510
Richmond - Clarendon	2011	1146
Windsor - Bligh Park	2011	1273
Yarramundi - Londonderry	2011	1527
Erskine Park	2011	1871
St Clair	2011	1656
Colyton - Oxley Park	2011	1160
St Marys - North St Marys	2011	984
Homebush Bay - Silverwater	2011	1964
Rookwood Cemetery	2011	0
Auburn - Central	2011	986
Auburn - North	2011	900
Auburn - South	2011	1047
Berala	2011	1013
Lidcombe	2011	1226
Regents Park	2011	985
Carlingford	2011	1604
Ermington - Rydalmere	2011	1311
Oatlands - Dundas Valley	2011	1328
Chester Hill - Sefton	2011	957
Fairfield - East	2011	822
Granville - Clyde	2011	1063
Greystanes - Pemulwuy	2011	1499
Guildford - South Granville	2011	870
Guildford West - Merrylands West	2011	1026
Merrylands - Holroyd	2011	1079
Smithfield Industrial	2011	0
Yennora Industrial	2011	0
North Parramatta	2011	1299
North Rocks	2011	1875
Northmead	2011	1510
Parramatta - Rosehill	2011	1235
Toongabbie - Constitution Hill	2011	1355
Winston Hills	2011	1732
Pendle Hill - Girraween	2011	1242
Wentworthville - Westmead	2011	1288
Epping - North Epping	2011	1702
Pennant Hills - Cheltenham	2011	2154
Eastwood - Denistone	2011	1490
Gladesville - Huntleys Point	2011	1627
Hunters Hill - Woolwich	2011	2322
Macquarie Park - Marsfield	2011	1353
North Ryde - East Ryde	2011	1663
West Ryde - Meadowbank	2011	1419
Putney	2011	2163
Ryde	2011	1385
Ashcroft - Busby - Miller	2011	729
