SA2_NAME16	Year	labourForceParticipation
Kangaroo Point	2016	68.7
New Farm	2006	60.2
New Farm	2011	68.2
New Farm	2016	64.2
South Brisbane	2006	55.4
South Brisbane	2011	58.9
South Brisbane	2016	63.4
Spring Hill	2006	53.1
Spring Hill	2011	64.9
Spring Hill	2016	67.1
West End	2006	63.6
West End	2011	68
West End	2016	67.1
Balmoral	2006	69.9
Balmoral	2011	75.3
Balmoral	2016	73
Bulimba	2006	69.4
Bulimba	2011	72.5
Bulimba	2016	69.7
East Brisbane	2006	68
East Brisbane	2011	68.4
East Brisbane	2016	70.5
Hawthorne	2006	72.8
Hawthorne	2011	72.2
Hawthorne	2016	75
Morningside - Seven Hills	2006	69.1
Morningside - Seven Hills	2011	75.1
Morningside - Seven Hills	2016	74.2
Norman Park	2006	75.2
Norman Park	2011	77.8
Norman Park	2016	76.4
Albion	2006	62.4
Albion	2011	69
Albion	2016	71.8
Alderley	2006	66.3
Alderley	2011	75.9
Alderley	2016	74.3
Ascot	2006	66
Ascot	2011	69.6
Ascot	2016	67.7
Clayfield	2006	67.4
Clayfield	2011	69.8
Clayfield	2016	69.4
Grange	2006	72.3
Grange	2011	74.1
Grange	2016	75
Hamilton (Qld)	2006	63.3
Hamilton (Qld)	2011	69.7
Hamilton (Qld)	2016	67.5
Hendra	2006	65.1
Hendra	2011	68.2
Hendra	2016	69.5
Kelvin Grove - Herston	2006	67.9
Kelvin Grove - Herston	2011	65.6
Kelvin Grove - Herston	2016	58.3
Newmarket	2006	72.7
Newmarket	2011	72.5
Newmarket	2016	71.4
Newstead - Bowen Hills	2006	74
Newstead - Bowen Hills	2011	76.3
Newstead - Bowen Hills	2016	71.8
Wilston	2006	73.3
Wilston	2011	73.8
Wilston	2016	73.1
Windsor	2006	70.1
Windsor	2011	73.9
Windsor	2016	74.2
Wooloowin - Lutwyche	2006	67.8
Wooloowin - Lutwyche	2011	71.5
Wooloowin - Lutwyche	2016	71.3
Ashgrove	2006	69
Ashgrove	2011	72.3
Ashgrove	2016	71.6
Auchenflower	2006	71.7
Auchenflower	2011	75
Auchenflower	2016	71
Bardon	2006	70.9
Bardon	2011	72.7
Bardon	2016	70.8
Paddington - Milton	2006	74.3
Paddington - Milton	2011	75.9
Paddington - Milton	2016	74.5
Red Hill (Qld)	2006	71.7
Red Hill (Qld)	2011	75.8
Red Hill (Qld)	2016	71.3
Toowong	2006	66.5
Toowong	2011	69.3
Toowong	2016	65.6
Brinsmead	2006	74.8
Brinsmead	2011	76.2
Brinsmead	2016	72.6
Clifton Beach - Kewarra Beach	2006	68.1
Clifton Beach - Kewarra Beach	2011	69
Clifton Beach - Kewarra Beach	2016	63.4
Freshwater - Stratford	2006	75.1
Freshwater - Stratford	2011	72.9
Freshwater - Stratford	2016	70.8
Redlynch	2006	73
Redlynch	2011	74.6
Redlynch	2016	70.8
Trinity Beach - Smithfield	2006	68.2
Trinity Beach - Smithfield	2011	68
Trinity Beach - Smithfield	2016	67.9
Yorkeys Knob - Machans Beach	2006	68.6
Yorkeys Knob - Machans Beach	2011	66.3
Yorkeys Knob - Machans Beach	2016	59.6
Bentley Park	2006	70
Bentley Park	2011	68.9
Bentley Park	2016	68.1
Cairns City	2006	57.9
Cairns City	2011	58.7
Cairns City	2016	57.6
Earlville - Bayview Heights	2006	67.5
Earlville - Bayview Heights	2011	63.7
Earlville - Bayview Heights	2016	59.9
Edmonton	2006	67.9
Edmonton	2011	65.7
Edmonton	2016	64.4
Gordonvale - Trinity	2006	65.1
Gordonvale - Trinity	2011	63.7
Gordonvale - Trinity	2016	63.6
Kanimbla - Mooroobool	2006	67.2
Kanimbla - Mooroobool	2011	67.7
Kanimbla - Mooroobool	2016	63.1
Lamb Range	2006	0
Lamb Range	2011	0
Lamb Range	2016	0
Manoora	2006	59.5
Manoora	2011	56.9
Manoora	2016	52.6
Manunda	2006	50.4
Manunda	2011	56.1
Manunda	2016	51.9
Mount Sheridan	2006	74.4
Mount Sheridan	2011	71.8
Mount Sheridan	2016	69.5
Westcourt - Bungalow	2006	52
Westcourt - Bungalow	2011	53.2
Westcourt - Bungalow	2016	51.4
White Rock	2006	67.1
White Rock	2011	61.8
White Rock	2016	57.8
Whitfield - Edge Hill	2006	67.8
Whitfield - Edge Hill	2011	67
Whitfield - Edge Hill	2016	65.9
Woree	2006	61.6
Woree	2011	57
Woree	2016	56.7
Babinda	2006	62.2
Babinda	2011	59.8
Babinda	2016	58.5
Innisfail	2006	53.8
Innisfail	2011	55.4
Innisfail	2016	52.3
Johnstone	2006	60.6
Johnstone	2011	62.9
Johnstone	2016	59.3
Tully	2006	60.4
Tully	2011	60.1
Tully	2016	55.7
Wooroonooran	2006	0
Wooroonooran	2011	0
Wooroonooran	2016	0
Yarrabah	2006	68.8
Yarrabah	2011	51.1
Yarrabah	2016	37.1
Daintree	2006	62.1
Daintree	2011	61.3
Daintree	2016	56.3
Port Douglas	2006	72.4
Port Douglas	2011	65.9
Port Douglas	2016	63.4
Atherton	2006	56
Atherton	2011	56.6
Atherton	2016	53.6
Herberton	2006	47.1
Herberton	2011	46.2
Herberton	2016	42.6
Kuranda	2006	58.5
Kuranda	2011	59
Kuranda	2016	55.1
Malanda - Yungaburra	2006	56.8
Malanda - Yungaburra	2011	57.1
Malanda - Yungaburra	2016	54.8
Mareeba	2006	55
Mareeba	2011	55.4
Mareeba	2016	53
Balonne	2006	70.4
Balonne	2011	68.2
Balonne	2016	65.6
Chinchilla	2006	62.8
Chinchilla	2011	66.8
Chinchilla	2016	59.5
Goondiwindi	2006	66.4
Goondiwindi	2011	66.7
Goondiwindi	2016	63.1
Inglewood - Waggamba	2006	63
Inglewood - Waggamba	2011	61.1
Inglewood - Waggamba	2016	56.3
Miles - Wandoan	2006	65.6
Miles - Wandoan	2011	66.7
Miles - Wandoan	2016	63.1
Roma	2006	70.8
Roma	2011	67.6
Roma	2016	66.1
Roma Region	2006	71.2
Roma Region	2011	69
Roma Region	2016	67.3
Tara	2006	55.7
Tara	2011	51.9
Tara	2016	43.9
Crows Nest - Rosalie	2006	55.8
Crows Nest - Rosalie	2011	52.1
Crows Nest - Rosalie	2016	51.9
Jondaryan	2006	62.6
Jondaryan	2011	61.2
Jondaryan	2016	62.3
Millmerran	2006	62.3
Millmerran	2011	58.9
Millmerran	2016	54.6
Pittsworth	2006	65.5
Pittsworth	2011	63.8
Pittsworth	2016	58.9
Wambo	2006	63.1
Wambo	2011	62
Wambo	2016	61.7
Clifton - Greenmount	2006	63.2
Clifton - Greenmount	2011	59.9
Clifton - Greenmount	2016	57.3
Southern Downs - East	2006	61.3
Southern Downs - East	2011	59.3
Southern Downs - East	2016	56.6
Southern Downs - West	2006	57.5
Southern Downs - West	2011	54.3
Southern Downs - West	2016	53
Stanthorpe	2006	49.9
Stanthorpe	2011	50.4
Stanthorpe	2016	46.9
Stanthorpe Region	2006	59.8
Stanthorpe Region	2011	58.7
Stanthorpe Region	2016	52.3
Warwick	2006	57.2
Warwick	2011	56.9
Warwick	2016	53.9
Central Highlands - East	2006	71.1
Central Highlands - East	2011	71.2
Central Highlands - East	2016	66.2
Central Highlands - West	2006	66.8
Central Highlands - West	2011	64.9
Central Highlands - West	2016	61
Emerald	2006	77.5
Emerald	2011	76.5
Emerald	2016	70.4
Berserker	2006	54.7
Berserker	2011	56.7
Berserker	2016	56.6
Bouldercombe	2006	56.2
Bouldercombe	2011	61.9
Bouldercombe	2016	58.4
Emu Park	2006	49
Emu Park	2011	50.6
Emu Park	2016	49.9
Frenchville - Mount Archer	2006	66
Frenchville - Mount Archer	2011	66.6
Frenchville - Mount Archer	2016	64.4
Glenlee - Rockyview	2006	61.8
Glenlee - Rockyview	2011	64.2
Glenlee - Rockyview	2016	59.3
Gracemere	2006	63.6
Gracemere	2011	67.1
Gracemere	2016	65.1
Lakes Creek	2006	61.1
Lakes Creek	2011	64.2
Lakes Creek	2016	61.6
Mount Morgan	2006	37.3
Mount Morgan	2011	38.9
Mount Morgan	2016	38.5
Norman Gardens	2006	66.3
Norman Gardens	2011	66.6
Norman Gardens	2016	64
Park Avenue	2006	57.8
Park Avenue	2011	58.9
Park Avenue	2016	57.4
Parkhurst - Kawana	2006	64.6
Parkhurst - Kawana	2011	63.4
Parkhurst - Kawana	2016	61
Rockhampton - West	2006	57.9
Rockhampton - West	2011	59.7
Rockhampton - West	2016	58.7
Rockhampton City	2006	50.7
Rockhampton City	2011	52.8
Rockhampton City	2016	50.4
Rockhampton Region - East	2006	60.3
Rockhampton Region - East	2011	61.6
Rockhampton Region - East	2016	57.1
Rockhampton Region - North	2006	59.5
Rockhampton Region - North	2011	60.7
Rockhampton Region - North	2016	59
Rockhampton Region - West	2006	66.6
Rockhampton Region - West	2011	68.6
Rockhampton Region - West	2016	65.7
Shoalwater Bay	2006	0
Shoalwater Bay	2011	33.3
Shoalwater Bay	2016	18.8
The Range - Allenstown	2006	53.4
The Range - Allenstown	2011	57.7
The Range - Allenstown	2016	56.4
Yeppoon	2006	55.8
Yeppoon	2011	59.6
Yeppoon	2016	58
Banana	2006	71.2
Banana	2011	70.5
Banana	2016	67
Biloela	2006	68.1
Biloela	2011	69
Biloela	2016	67.4
Agnes Water - Miriam Vale	2006	51.3
Agnes Water - Miriam Vale	2011	52
Agnes Water - Miriam Vale	2016	48.7
Boyne Island - Tannum Sands	2006	67.9
Boyne Island - Tannum Sands	2011	69.1
Boyne Island - Tannum Sands	2016	66.7
Callemondah	2006	0
Callemondah	2011	61.4
Callemondah	2016	0
Clinton - New Auckland	2006	72.3
Clinton - New Auckland	2011	71.7
Clinton - New Auckland	2016	69
Gladstone	2006	60.1
Gladstone	2011	60.6
Gladstone	2016	59.6
Gladstone Hinterland	2006	63.3
Gladstone Hinterland	2011	67.3
Gladstone Hinterland	2016	64.2
Kin Kora - Sun Valley	2006	73.7
Kin Kora - Sun Valley	2011	71.4
Kin Kora - Sun Valley	2016	70.3
South Trees	2006	81.5
South Trees	2011	0
South Trees	2016	0
Telina - Toolooa	2006	69.7
Telina - Toolooa	2011	70.7
Telina - Toolooa	2016	68.1
West Gladstone	2006	62.1
West Gladstone	2011	63
West Gladstone	2016	59.5
Broadbeach Waters	2006	57.2
Broadbeach Waters	2011	57.6
Broadbeach Waters	2016	61.4
Burleigh Heads	2006	54.5
Burleigh Heads	2011	59.3
Burleigh Heads	2016	59.2
Burleigh Waters	2006	55.6
Burleigh Waters	2011	59.2
Burleigh Waters	2016	61.4
Mermaid Beach - Broadbeach	2006	54.3
Mermaid Beach - Broadbeach	2011	64.4
Mermaid Beach - Broadbeach	2016	63.5
Mermaid Waters	2006	55.1
Mermaid Waters	2011	59
Mermaid Waters	2016	61.5
Miami	2006	58.2
Miami	2011	61.6
Miami	2016	65.3
Coolangatta	2006	47.1
Coolangatta	2011	49
Coolangatta	2016	50.3
Currumbin - Tugun	2006	55.9
Currumbin - Tugun	2011	61.3
Currumbin - Tugun	2016	59.2
Currumbin Waters	2006	57.7
Currumbin Waters	2011	59.2
Currumbin Waters	2016	60.9
Elanora	2006	61.6
Elanora	2011	62.1
Elanora	2016	60.3
Palm Beach	2006	56
Palm Beach	2011	60.9
Palm Beach	2016	62.1
Arundel	2006	65.2
Arundel	2011	63.5
Arundel	2016	59.8
Biggera Waters	2006	53.7
Biggera Waters	2011	59.7
Biggera Waters	2016	58.3
Coombabah	2006	51.1
Coombabah	2011	51.9
Coombabah	2016	49.4
Labrador	2006	55.6
Labrador	2011	56.3
Labrador	2016	54.5
Paradise Point - Hollywell	2006	55.4
Paradise Point - Hollywell	2011	57.3
Paradise Point - Hollywell	2016	56.1
Runaway Bay	2006	52.5
Runaway Bay	2011	52.8
Runaway Bay	2016	51.6
Guanaba - Springbrook	2006	63
Guanaba - Springbrook	2011	62.6
Guanaba - Springbrook	2016	61.8
Tamborine - Canungra	2006	60.8
Tamborine - Canungra	2011	61.1
Tamborine - Canungra	2016	57.4
Currumbin Valley - Tallebudgera	2006	64.5
Currumbin Valley - Tallebudgera	2011	65
Currumbin Valley - Tallebudgera	2016	63.1
Mudgeeraba - Bonogin	2006	67.1
Mudgeeraba - Bonogin	2011	67.9
Mudgeeraba - Bonogin	2016	67
Reedy Creek - Andrews	2006	65.5
Reedy Creek - Andrews	2011	69.7
Reedy Creek - Andrews	2016	71.5
Carrara	2006	64.8
Carrara	2011	65.4
Carrara	2016	63.3
Highland Park	2006	66.9
Highland Park	2011	63.8
Highland Park	2016	64.1
Nerang - Mount Nathan	2006	61.5
Nerang - Mount Nathan	2011	61.7
Nerang - Mount Nathan	2016	60.6
Pacific Pines - Gaven	2006	74
Pacific Pines - Gaven	2011	73.4
Pacific Pines - Gaven	2016	71.3
Worongary - Tallai	2006	66
Worongary - Tallai	2011	63.1
Worongary - Tallai	2016	61.8
Coomera	2006	74.9
Coomera	2011	71.8
Coomera	2016	71.4
Helensvale	2006	64.4
Helensvale	2011	65.4
Helensvale	2016	62.8
Hope Island	2006	59.3
Hope Island	2011	58.2
Hope Island	2016	55
Jacobs Well - Alberton	2006	63.8
Jacobs Well - Alberton	2011	64.9
Jacobs Well - Alberton	2016	62.5
Ormeau - Yatala	2006	68.3
Ormeau - Yatala	2011	71.5
Ormeau - Yatala	2016	69.8
Oxenford - Maudsland	2006	69.9
Oxenford - Maudsland	2011	70.7
Oxenford - Maudsland	2016	69.2
Pimpama	2006	64.8
Pimpama	2011	67.8
Pimpama	2016	67.4
Upper Coomera - Willow Vale	2006	71.3
Upper Coomera - Willow Vale	2011	71
Upper Coomera - Willow Vale	2016	70.6
Clear Island Waters	2006	55.1
Clear Island Waters	2011	53
Clear Island Waters	2016	51.9
Merrimac	2006	65.1
Merrimac	2011	64
Merrimac	2016	62.2
Robina	2006	61
Robina	2011	61.6
Robina	2016	61.7
Varsity Lakes	2006	61.9
Varsity Lakes	2011	61.8
Varsity Lakes	2016	63.5
Ashmore	2006	62
Ashmore	2011	61.2
Ashmore	2016	58.9
Molendinar	2006	68.7
Molendinar	2011	64.5
Molendinar	2016	65.6
Parkwood	2006	71
Parkwood	2011	69.7
Parkwood	2016	65.5
Southport - North	2006	52.2
Southport - North	2011	53.3
Southport - North	2016	53.4
Southport - South	2006	54.6
Southport - South	2011	54.5
Southport - South	2016	54.8
Benowa	2006	59.3
Benowa	2011	61.2
Benowa	2016	58.3
Bundall	2006	61.3
Bundall	2011	63.7
Bundall	2016	63.5
Main Beach	2006	52.1
Main Beach	2011	53.6
Main Beach	2016	54.7
Surfers Paradise	2006	49.4
Surfers Paradise	2011	58.2
Surfers Paradise	2016	56.8
Darra - Sumner	2006	56.5
Darra - Sumner	2011	60
Darra - Sumner	2016	59.3
Durack	2006	51.8
Durack	2011	53.1
Durack	2016	53.1
Forest Lake - Doolandella	2006	71.1
Forest Lake - Doolandella	2011	71.2
Forest Lake - Doolandella	2016	67.8
Inala - Richlands	2006	44.9
Inala - Richlands	2011	45.9
Inala - Richlands	2016	46.5
Oxley (Qld)	2006	62.2
Oxley (Qld)	2011	63.7
Oxley (Qld)	2016	64.8
Wacol	2006	22.8
Wacol	2011	20.5
Wacol	2016	20
Boonah	2006	59.8
Boonah	2011	59.5
Boonah	2016	56.9
Esk	2006	46.5
Esk	2011	46.5
Esk	2016	42.6
Lake Manchester - England Creek	2006	0
Lake Manchester - England Creek	2011	0
Lake Manchester - England Creek	2016	0
Lockyer Valley - East	2006	54
Lockyer Valley - East	2011	54.6
Lockyer Valley - East	2016	52.5
Lowood	2006	57.6
Lowood	2011	57.8
Lowood	2016	54
Rosewood	2006	59.5
Rosewood	2011	59.2
Rosewood	2016	58.4
Brassall	2006	59.6
Brassall	2011	60.8
Brassall	2016	59.5
Bundamba	2006	58.3
Bundamba	2011	58.2
Bundamba	2016	56.3
Churchill - Yamanto	2006	67.6
Churchill - Yamanto	2011	65.8
Churchill - Yamanto	2016	67.1
Ipswich - Central	2006	54
Ipswich - Central	2011	55.5
Ipswich - Central	2016	55.2
Ipswich - East	2006	54.8
Ipswich - East	2011	56.1
Ipswich - East	2016	55.2
Ipswich - North	2006	71
Ipswich - North	2011	72.3
Ipswich - North	2016	69.1
Karalee - Barellan Point	2006	73.4
Karalee - Barellan Point	2011	71.9
Karalee - Barellan Point	2016	71.1
Karana Downs	2006	75.6
Karana Downs	2011	74.1
Karana Downs	2016	71.4
Leichhardt - One Mile	2006	54.7
Leichhardt - One Mile	2011	55.4
Leichhardt - One Mile	2016	51.8
North Ipswich - Tivoli	2006	55.5
North Ipswich - Tivoli	2011	53.7
North Ipswich - Tivoli	2016	53.1
Raceview	2006	64.8
Raceview	2011	64.2
Raceview	2016	62
Ripley	2006	75.8
Ripley	2011	75.1
Ripley	2016	74.7
Riverview	2006	44.9
Riverview	2011	45.3
Riverview	2016	41.1
Bellbird Park - Brookwater	2006	67.7
Bellbird Park - Brookwater	2011	72.9
Bellbird Park - Brookwater	2016	73.1
Camira - Gailes	2006	66.1
Camira - Gailes	2011	66
Camira - Gailes	2016	63.8
Carole Park	2006	0
Carole Park	2011	100
Carole Park	2016	75
Collingwood Park - Redbank	2006	67.7
Collingwood Park - Redbank	2011	67
Collingwood Park - Redbank	2016	64.7
Goodna	2006	57.2
Goodna	2011	57.1
Goodna	2016	55.1
New Chum	2006	46.9
New Chum	2011	0
New Chum	2016	0
Redbank Plains	2006	65.3
Redbank Plains	2011	67.1
Redbank Plains	2016	63.9
Springfield	2006	74.3
Springfield	2011	75.8
Springfield	2016	74.1
Springfield Lakes	2006	76.9
Springfield Lakes	2011	78.7
Springfield Lakes	2016	77.4
Beaudesert	2006	56.4
Beaudesert	2011	56.8
Beaudesert	2016	52.1
Beenleigh	2006	56.9
Beenleigh	2011	54.2
Beenleigh	2016	54
Eagleby	2006	50.6
Eagleby	2011	50.6
Eagleby	2016	48.2
Edens Landing - Holmview	2006	64.6
Edens Landing - Holmview	2011	68.1
Edens Landing - Holmview	2016	65.5
Mount Warren Park	2006	63.1
Mount Warren Park	2011	63.9
Mount Warren Park	2016	60.1
Wolffdene - Bahrs Scrub	2006	71.4
Wolffdene - Bahrs Scrub	2011	69.7
Wolffdene - Bahrs Scrub	2016	69
Boronia Heights - Park Ridge	2006	58.9
Boronia Heights - Park Ridge	2011	58.8
Boronia Heights - Park Ridge	2016	55.4
Browns Plains	2006	65.9
Browns Plains	2011	65.3
Browns Plains	2016	61.9
Chambers Flat - Logan Reserve	2006	66.8
Chambers Flat - Logan Reserve	2011	65.4
Chambers Flat - Logan Reserve	2016	65.2
Crestmead	2006	61.6
Crestmead	2011	64.8
Crestmead	2016	60.4
Greenbank Military Camp	2006	0
Greenbank Military Camp	2011	0
Greenbank Military Camp	2016	0
Hillcrest	2006	71.5
Hillcrest	2011	69.4
Hillcrest	2016	68.2
Marsden	2006	61.2
Marsden	2011	62
Marsden	2016	57.8
Munruben - Park Ridge South	2006	71.8
Munruben - Park Ridge South	2011	70.8
Munruben - Park Ridge South	2016	67.6
Regents Park - Heritage Park	2006	71.8
Regents Park - Heritage Park	2011	71
Regents Park - Heritage Park	2016	69.3
Greenbank	2006	69.9
Greenbank	2011	71.6
Greenbank	2016	69
Jimboomba	2006	67.9
Jimboomba	2011	70.2
Jimboomba	2016	68.4
Logan Village	2006	69.6
Logan Village	2011	68.1
Logan Village	2016	64
Bethania - Waterford	2006	54.6
Bethania - Waterford	2011	54
Bethania - Waterford	2016	53.6
Cornubia - Carbrook	2006	71.7
Cornubia - Carbrook	2011	70.8
Cornubia - Carbrook	2016	69.7
Loganholme - Tanah Merah	2006	71.4
Loganholme - Tanah Merah	2011	71.5
Loganholme - Tanah Merah	2016	68.1
Loganlea	2006	60.5
Loganlea	2011	61
Loganlea	2016	57.9
Shailer Park	2006	74.8
Shailer Park	2011	75.2
Shailer Park	2016	71.2
Waterford West	2006	59.5
Waterford West	2011	59.5
Waterford West	2016	53.2
Daisy Hill	2006	70.1
Daisy Hill	2011	70
Daisy Hill	2016	67.3
Kingston (Qld.)	2006	52.9
Kingston (Qld.)	2011	51.9
Kingston (Qld.)	2016	49.7
Logan Central	2006	46.9
Logan Central	2011	47
Logan Central	2016	43.8
Rochedale South - Priestdale	2006	70.1
Rochedale South - Priestdale	2011	70.2
Rochedale South - Priestdale	2016	67.1
Slacks Creek	2006	59.6
Slacks Creek	2011	58.5
Slacks Creek	2016	55.8
Springwood	2006	71.7
Springwood	2011	70.8
Springwood	2016	65.4
Underwood	2006	71.3
Underwood	2011	70.1
Underwood	2016	67.4
Woodridge	2006	51
Woodridge	2011	50.9
Woodridge	2016	49.5
Bowen	2006	56.5
Bowen	2011	59.2
Bowen	2016	56.4
Broadsound - Nebo	2006	66.6
Broadsound - Nebo	2011	69.8
Broadsound - Nebo	2016	61.9
Clermont	2006	70.4
Clermont	2011	69.9
Clermont	2016	64.9
Collinsville	2006	56.1
Collinsville	2011	59.9
Collinsville	2016	56.4
Moranbah	2006	76.4
Moranbah	2011	77.9
Moranbah	2016	73.3
Andergrove - Beaconsfield	2006	66.7
Andergrove - Beaconsfield	2011	68.4
Andergrove - Beaconsfield	2016	65.5
East Mackay	2006	61.9
East Mackay	2011	64.1
East Mackay	2016	59.8
Eimeo - Rural View	2006	73.1
Eimeo - Rural View	2011	75
Eimeo - Rural View	2016	71.2
Eungella Hinterland	2006	0
Eungella Hinterland	2011	0
Eungella Hinterland	2016	46.2
Mackay	2006	59.2
Mackay	2011	63.3
Mackay	2016	56.9
Mackay Harbour	2006	0
Mackay Harbour	2011	67.8
Mackay Harbour	2016	62.3
Mount Pleasant - Glenella	2006	65.4
Mount Pleasant - Glenella	2011	67.9
Mount Pleasant - Glenella	2016	65.6
North Mackay	2006	55.8
North Mackay	2011	63.7
North Mackay	2016	57
Ooralea - Bakers Creek	2006	68.2
Ooralea - Bakers Creek	2011	69.8
Ooralea - Bakers Creek	2016	67.7
Pioneer Valley	2006	59.6
Pioneer Valley	2011	67.5
Pioneer Valley	2016	63.5
Sarina	2006	60.2
Sarina	2011	62.6
Sarina	2016	57.7
Seaforth - Calen	2006	60.5
Seaforth - Calen	2011	62.7
Seaforth - Calen	2016	59.7
Shoal Point - Bucasia	2006	68.1
Shoal Point - Bucasia	2011	73.2
Shoal Point - Bucasia	2016	68.7
Slade Point	2006	63
Slade Point	2011	65.8
Slade Point	2016	62
South Mackay	2006	64.3
South Mackay	2011	65.8
South Mackay	2016	61.5
Walkerston - Eton	2006	68.5
Walkerston - Eton	2011	70.1
Walkerston - Eton	2016	66
West Mackay	2006	56.7
West Mackay	2011	62.4
West Mackay	2016	57.8
Airlie - Whitsundays	2006	68.2
Airlie - Whitsundays	2011	68.8
Airlie - Whitsundays	2016	65.7
Cape Conway	2006	0
Cape Conway	2011	0
Cape Conway	2016	0
Proserpine	2006	65.9
Proserpine	2011	63.3
Proserpine	2016	59.6
Beachmere - Sandstone Point	2006	48.2
Beachmere - Sandstone Point	2011	49.5
Beachmere - Sandstone Point	2016	46.4
Bribie Island	2006	37.6
Bribie Island	2011	38.7
Bribie Island	2016	36
Burpengary - East	2006	70.2
Burpengary - East	2011	65.2
Burpengary - East	2016	67.8
Caboolture	2006	54.1
Caboolture	2011	54.4
Caboolture	2016	53.8
Caboolture - South	2006	57.5
Caboolture - South	2011	58.4
Caboolture - South	2016	56.6
Elimbah	2006	67.6
Elimbah	2011	65.8
Elimbah	2016	64.8
Morayfield - East	2006	64.2
Morayfield - East	2011	63.5
Morayfield - East	2016	62.6
Wamuran	2006	62.6
Wamuran	2011	68.8
Wamuran	2016	62.9
Kilcoy	2006	55.3
Kilcoy	2011	56.2
Kilcoy	2016	54.3
Woodford - D'Aguilar	2006	48.4
Woodford - D'Aguilar	2011	52.7
Woodford - D'Aguilar	2016	47.6
Burpengary	2006	66.2
Burpengary	2011	65.8
Burpengary	2016	63.4
Deception Bay	2006	53.6
Deception Bay	2011	53.9
Deception Bay	2016	52.1
Morayfield	2006	70.1
Morayfield	2011	69.3
Morayfield	2016	66.3
Narangba	2006	73.4
Narangba	2011	73.9
Narangba	2016	72.4
Upper Caboolture	2006	69.1
Upper Caboolture	2011	68.4
Upper Caboolture	2016	65.6
Clontarf	2006	54.8
Clontarf	2011	58.5
Clontarf	2016	57.2
Margate - Woody Point	2006	51.2
Margate - Woody Point	2011	54.9
Margate - Woody Point	2016	56.3
Redcliffe	2006	51.7
Redcliffe	2011	52.8
Redcliffe	2016	49.7
Rothwell - Kippa-Ring	2006	54.1
Rothwell - Kippa-Ring	2011	56.7
Rothwell - Kippa-Ring	2016	53.1
Scarborough - Newport - Moreton Island	2006	57.4
Scarborough - Newport - Moreton Island	2011	58.4
Scarborough - Newport - Moreton Island	2016	55.4
Albany Creek	2006	72.3
Albany Creek	2011	71.6
Albany Creek	2016	68.6
Cashmere	2006	76.4
Cashmere	2011	77.3
Cashmere	2016	75.6
Dayboro	2006	71.3
Dayboro	2011	68.5
Dayboro	2016	64.7
Eatons Hill	2006	78.1
Eatons Hill	2011	77.5
Eatons Hill	2016	75.2
The Hills District	2006	73.9
The Hills District	2011	72.6
The Hills District	2016	70.4
Samford Valley	2006	71.5
Samford Valley	2011	70.1
Samford Valley	2016	65.9
Dakabin - Kallangur	2006	65.4
Dakabin - Kallangur	2011	66.3
Dakabin - Kallangur	2016	64.7
Murrumba Downs - Griffin	2006	70.4
Murrumba Downs - Griffin	2011	71.1
Murrumba Downs - Griffin	2016	70.1
North Lakes - Mango Hill	2006	72.1
North Lakes - Mango Hill	2011	73.1
North Lakes - Mango Hill	2016	71.5
Bray Park	2006	68
Bray Park	2011	69.4
Bray Park	2016	64.4
Lawnton	2006	62.3
Lawnton	2011	62.4
Lawnton	2016	61.7
Petrie	2006	70.8
Petrie	2011	72.2
Petrie	2016	69.1
Strathpine - Brendale	2006	65.2
Strathpine - Brendale	2011	65.9
Strathpine - Brendale	2016	62.4
Aurukun	2006	47
Aurukun	2011	33.5
Aurukun	2016	41.2
Cape York	2006	57.3
Cape York	2011	50.7
Cape York	2016	50.2
Croydon - Etheridge	2006	66.3
Croydon - Etheridge	2011	64.9
Croydon - Etheridge	2016	58.1
Kowanyama - Pormpuraaw	2006	63.6
Kowanyama - Pormpuraaw	2011	51
Kowanyama - Pormpuraaw	2016	49.8
Northern Peninsula	2006	66.8
Northern Peninsula	2011	56
Northern Peninsula	2016	56.8
Tablelands	2006	51.7
Tablelands	2011	51.4
Tablelands	2016	44.7
Torres	2006	63.1
Torres	2011	62
Torres	2016	57.1
Torres Strait Islands	2006	68.8
Torres Strait Islands	2011	60.7
Torres Strait Islands	2016	39
Weipa	2006	80.5
Weipa	2011	76.9
Weipa	2016	76.9
Carpentaria	2006	56.8
Carpentaria	2011	52.7
Carpentaria	2016	51.8
Mount Isa	2006	66.3
Mount Isa	2011	67
Mount Isa	2016	68.4
Mount Isa Region	2006	70.2
Mount Isa Region	2011	67.9
Mount Isa Region	2016	65.7
Northern Highlands	2006	71.6
Northern Highlands	2011	70.6
Northern Highlands	2016	68.9
Barcaldine - Blackall	2006	66.3
Barcaldine - Blackall	2011	65.9
Barcaldine - Blackall	2016	63.8
Charleville	2006	67
Charleville	2011	66.2
Charleville	2016	63.4
Far Central West	2006	69.5
Far Central West	2011	70.1
Far Central West	2016	65.8
Far South West	2006	64.8
Far South West	2011	66.7
Far South West	2016	64.5
Longreach	2006	71.2
Longreach	2011	71.9
Longreach	2016	67.9
Buderim - North	2006	53.6
Buderim - North	2011	54.9
Buderim - North	2016	54.3
Buderim - South	2006	66.2
Buderim - South	2011	66.4
Buderim - South	2016	63.2
Mountain Creek	2006	69
Mountain Creek	2011	70.1
Mountain Creek	2016	71.8
Sippy Downs	2006	49.8
Sippy Downs	2011	58.2
Sippy Downs	2016	57.3
Aroona - Currimundi	2006	57.2
Aroona - Currimundi	2011	58.3
