SA2_NAME16	Year	medianAgeOfPersons
Port Hedland	2006	35
South Hedland	2006	29
Ashburton (WA)	2006	31
Karratha	2006	30
Roebourne	2006	32
Esperance	2006	36
Esperance Region	2006	36
Carnarvon	2006	36
Exmouth	2006	38
Boulder	2006	30
Kalgoorlie	2006	31
Kalgoorlie - North	2006	31
Kalgoorlie Airport	2006	0
Kambalda - Coolgardie - Norseman	2006	31
Leinster - Leonora	2006	31
Trafalgar (WA)	2006	0
Geraldton	2006	38
Geraldton - East	2006	31
Geraldton - North	2006	36
Geraldton - South	2006	34
Irwin	2006	42
Meekatharra	2006	35
Morawa	2006	38
Northampton - Mullewa - Greenough	2006	40
Migratory - Offshore - Shipping (WA)	2006	36
No usual address (WA)	2006	38
Bridgewater - Gagebrook	2006	27
Brighton - Pontville	2006	34
Old Beach - Otago	2006	36
Bellerive - Rosny	2006	45
Cambridge	2006	39
Geilston Bay - Risdon	2006	40
Howrah - Tranmere	2006	44
Lindisfarne - Rose Bay	2006	46
Mornington - Warrane	2006	37
Risdon Vale	2006	33
Rokeby	2006	30
South Arm	2006	38
Austins Ferry - Granton	2006	37
Berriedale - Chigwell	2006	38
Claremont (Tas.)	2006	38
Derwent Park - Lutana	2006	37
Glenorchy	2006	40
Montrose - Rosetta	2006	44
Moonah	2006	38
New Norfolk	2006	38
West Moonah	2006	36
Kingston - Huntingfield	2006	35
Kingston Beach - Blackmans Bay	2006	40
Margate - Snug	2006	37
Mount Wellington	2006	0
Taroona - Bonnet Hill	2006	43
Hobart	2006	34
Lenah Valley - Mount Stuart	2006	38
Mount Nelson - Dynnyrne	2006	36
New Town	2006	39
Sandy Bay	2006	38
South Hobart - Fern Tree	2006	35
West Hobart	2006	36
Dodges Ferry - Lewisham	2006	38
Sorell - Richmond	2006	40
Invermay	2006	34
Kings Meadows - Punchbowl	2006	40
Launceston	2006	35
Legana	2006	37
Mowbray	2006	30
Newnham - Mayfield	2006	32
Newstead	2006	42
Norwood (Tas.)	2006	46
Prospect Vale - Blackstone	2006	38
Ravenswood	2006	32
Riverside	2006	40
South Launceston	2006	36
Summerhill - Prospect	2006	37
Trevallyn	2006	38
Waverley - St Leonards	2006	37
West Launceston	2006	36
Youngtown - Relbia	2006	38
Beauty Point - Beaconsfield	2006	44
Deloraine	2006	42
Grindelwald - Lanena	2006	42
Hadspen - Carrick	2006	35
Westbury	2006	42
Dilston - Lilydale	2006	40
George Town	2006	39
Longford	2006	40
Northern Midlands	2006	41
Perth - Evandale	2006	39
St Helens - Scamander	2006	46
Flinders and Cape Barren Islands	2006	48
Scottsdale - Bridport	2006	42
Central Highlands	2006	43
Derwent Valley	2006	38
Southern Midlands	2006	39
Wilderness - East	2006	0
Bruny Island - Kettering	2006	47
Cygnet	2006	41
Geeveston - Dover	2006	43
Huonville - Franklin	2006	37
Forestier - Tasman	2006	47
Triabunna - Bicheno	2006	49
Acton - Upper Burnie	2006	37
Burnie - Ulverstone Region	2006	38
Burnie - Wivenhoe	2006	37
Parklands - Camdale	2006	38
Penguin - Sulphur Creek	2006	41
Romaine - Havenview	2006	36
Somerset	2006	42
Ulverstone	2006	44
West Ulverstone	2006	43
Wynyard	2006	42
Devonport	2006	41
East Devonport	2006	38
Latrobe	2006	39
Miandetta - Don	2006	40
Port Sorell	2006	43
Quoiba - Spreyton	2006	36
Sheffield - Railton	2006	39
Turners Beach - Forth	2006	40
King Island	2006	41
North West	2006	36
Smithton	2006	37
Waratah	2006	39
West Coast (Tas.)	2006	37
Wilderness - West	2006	0
Migratory - Offshore - Shipping (Tas.)	2006	40
No usual address (Tas.)	2006	33
Darwin Airport	2006	45
Darwin City	2006	34
East Point	2006	0
Fannie Bay - The Gardens	2006	41
Larrakeyah	2006	33
Ludmilla - The Narrows	2006	29
Parap	2006	36
Stuart Park	2006	33
Woolner - Bayview - Winnellie	2006	33
Alawa	2006	34
Anula	2006	33
Berrimah	2006	29
Brinkin - Nakara	2006	32
Buffalo Creek	2006	0
Charles Darwin	2006	0
Coconut Grove	2006	35
East Arm	2006	0
Jingili	2006	34
Karama	2006	30
Leanyer	2006	33
Lyons (NT)	2006	54
Malak - Marrara	2006	33
Millner	2006	34
Moil	2006	34
Nightcliff	2006	36
Rapid Creek	2006	35
Tiwi	2006	34
Wagaman	2006	32
Wanguri	2006	36
Wulagi	2006	31
Howard Springs	2006	33
Humpty Doo	2006	36
Koolpinyah	2006	0
Virginia	2006	39
Weddell	2006	37
Bakewell	2006	28
Driver	2006	29
Durack - Marlow Lagoon	2006	28
Gray	2006	30
Moulden	2006	26
Palmerston - North	2006	28
Palmerston - South	2006	0
Rosebery - Bellamack	2006	29
Woodroffe	2006	29
Charles	2006	30
East Side	2006	32
Flynn (NT)	2006	32
Larapinta	2006	31
Mount Johns	2006	34
Petermann - Simpson	2006	28
Ross	2006	40
Sandover - Plenty	2006	25
Tanami	2006	24
Yuendumu - Anmatjere	2006	25
Barkly	2006	24
Tennant Creek	2006	31
Alligator	2006	37
Daly	2006	24
Thamarrurr	2006	20
Tiwi Islands	2006	26
West Arnhem	2006	23
Anindilyakwa	2006	26
East Arnhem	2006	24
Nhulunbuy	2006	33
Elsey	2006	25
Gulf	2006	22
Katherine	2006	31
Victoria River	2006	23
Migratory - Offshore - Shipping (NT)	2006	26
No usual address (NT)	2006	45
Aranda	2006	42
Belconnen	2006	28
Bruce	2006	26
Charnwood	2006	31
Cook	2006	38
Dunlop	2006	29
Evatt	2006	34
Florey	2006	33
Flynn (ACT)	2006	34
Fraser	2006	36
Giralang	2006	35
Gooromon	2006	0
Hawker	2006	42
Higgins	2006	35
Holt	2006	34
Kaleen	2006	35
Latham	2006	34
Lawson	2006	0
Macgregor (ACT)	2006	33
Macquarie	2006	35
McKellar	2006	36
Melba	2006	36
Page	2006	39
Scullin	2006	35
Spence	2006	33
Weetangera	2006	40
Molonglo Corridor	2006	43
West Belconnen	2006	0
Hume	2006	69
Kowen	2006	20
Canberra East	2006	44
Canberra Airport	2006	29
Majura	2006	39
Amaroo	2006	30
Bonner	2006	0
Casey	2006	0
Crace	2006	0
Forde	2006	0
Franklin	2006	0
Gungahlin	2006	29
Hall	2006	41
Harrison	2006	29
Mitchell	2006	49
Ngunnawal	2006	30
Nicholls	2006	35
Palmerston	2006	32
Gungahlin - East	2006	56
Gungahlin - West	2006	0
Jacka	2006	0
Kenny	2006	0
Moncrieff	2006	0
Taylor	2006	0
Throsby	2006	0
Acton	2006	21
Ainslie	2006	37
Braddon	2006	28
Civic	2006	31
Dickson	2006	34
Downer	2006	36
Hackett	2006	39
Lyneham	2006	36
O'Connor (ACT)	2006	34
Turner	2006	30
Watson	2006	34
Black Mountain	2006	0
Campbell	2006	40
Duntroon	2006	20
Parkes (ACT) - North	2006	0
Reid	2006	38
Russell	2006	0
Deakin	2006	43
Forrest	2006	42
Griffith (ACT)	2006	37
Lake Burley Griffin	2006	0
Narrabundah	2006	38
Parkes (ACT) - South	2006	38
Red Hill (ACT)	2006	42
Yarralumla	2006	45
Barton	2006	35
Fyshwick	2006	37
Kingston (ACT)	2006	30
Banks	2006	29
Bonython	2006	33
Calwell	2006	32
Chisholm	2006	32
Conder	2006	30
Fadden	2006	40
Gilmore	2006	31
Gordon (ACT)	2006	32
Gowrie (ACT)	2006	35
Greenway	2006	36
Isabella Plains	2006	31
Kambah	2006	36
Macarthur	2006	36
Monash	2006	35
Mount Taylor	2006	39
Oxley (ACT)	2006	33
Richardson	2006	31
Theodore	2006	30
Tuggeranong	2006	41
Wanniassa	2006	36
Tuggeranong - West	2006	0
Chapman	2006	44
Duffy	2006	36
Fisher	2006	40
Holder	2006	38
Rivett	2006	37
Stirling	2006	39
Waramanga	2006	38
Weston	2006	42
Scrivener	2006	28
Chifley	2006	36
Curtin	2006	41
Farrer	2006	41
Garran	2006	39
Hughes	2006	41
Isaacs	2006	45
Lyons (ACT)	2006	38
Mawson	2006	40
O'Malley	2006	47
Pearce	2006	41
Phillip	2006	32
Torrens	2006	38
Arboretum	2006	0
Coombs	2006	0
Denman Prospect	2006	0
Molonglo	2006	0
Molonglo - North	2006	0
Wright	2006	0
ACT - South West	2006	34
Namadgi	2006	38
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	27
Christmas Island	2006	38
Cocos (Keeling) Islands	2006	37
Jervis Bay	2006	27
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	25
Braidwood	2011	46
Karabar	2011	35
Queanbeyan	2011	37
Queanbeyan - East	2011	35
Queanbeyan Region	2011	40
Queanbeyan West - Jerrabomberra	2011	34
Bombala	2011	46
Cooma	2011	42
Cooma Region	2011	46
Jindabyne - Berridale	2011	37
Batemans Bay	2011	48
Batemans Bay - South	2011	50
Bega - Tathra	2011	44
Bega-Eden Hinterland	2011	46
Broulee - Tomakin	2011	49
Deua - Wadbilliga	2011	53
Eden	2011	47
Eurobodalla Hinterland	2011	47
Merimbula - Tura Beach	2011	51
Moruya - Tuross Head	2011	50
Narooma - Bermagui	2011	55
Goulburn	2011	40
Goulburn Region	2011	46
Yass	2011	39
Yass Region	2011	41
Young	2011	39
Young Region	2011	45
Avoca Beach - Copacabana	2011	39
Box Head - MacMasters Beach	2011	46
Calga - Kulnura	2011	42
Erina - Green Point	2011	47
Gosford - Springfield	2011	39
Kariong	2011	33
Kincumber - Picketts Valley	2011	44
Narara	2011	37
Niagara Park - Lisarow	2011	36
Point Clare - Koolewong	2011	44
Saratoga - Davistown	2011	42
Terrigal - North Avoca	2011	41
Umina - Booker Bay - Patonga	2011	44
Wamberal - Forresters Beach	2011	38
Woy Woy - Blackwall	2011	47
Wyoming	2011	41
Bateau Bay - Killarney Vale	2011	41
Blue Haven - San Remo	2011	32
Budgewoi - Buff Point - Halekulani	2011	44
Chittaway Bay - Tumbi Umbi	2011	38
Gorokan - Kanwal - Charmhaven	2011	41
Jilliby - Yarramalong	2011	42
Lake Munmorah - Mannering Park	2011	45
Ourimbah - Fountaindale	2011	37
Summerland Point - Gwandalan	2011	42
The Entrance	2011	42
Toukley - Norah Head	2011	47
Tuggerah - Kangy Angy	2011	36
Warnervale - Wadalba	2011	35
Wyong	2011	39
Bathurst	2011	34
Bathurst - East	2011	35
Bathurst Region	2011	43
Oberon	2011	41
Condobolin	2011	41
Cowra	2011	44
Cowra Region	2011	46
Forbes	2011	42
Grenfell	2011	47
Parkes (NSW)	2011	38
Parkes Region	2011	44
West Wyalong	2011	41
Lithgow	2011	42
Lithgow Region	2011	43
Mudgee	2011	38
Mudgee Region - East	2011	46
Mudgee Region - West	2011	44
Wollangambe - Wollemi	2011	0
Blayney	2011	40
Orange	2011	38
Orange - North	2011	33
Orange Region	2011	41
Grafton	2011	41
Grafton Region	2011	45
Maclean - Yamba - Iluka	2011	51
Bellingen	2011	42
Coffs Harbour - North	2011	41
Coffs Harbour - South	2011	43
Coramba - Nana Glen - Bucca	2011	42
Dorrigo	2011	47
Korora - Emerald Beach	2011	41
Sawtell - Boambee	2011	42
Urunga	2011	49
Woolgoolga - Arrawarra	2011	44
Bourke - Brewarrina	2011	34
Cobar	2011	35
Coonamble	2011	40
Nyngan - Warren	2011	40
Walgett - Lightning Ridge	2011	41
Broken Hill	2011	43
Far West	2011	39
Coonabarabran	2011	45
Dubbo - East	2011	34
Dubbo - South	2011	37
Dubbo - West	2011	34
Dubbo Region	2011	42
Gilgandra	2011	44
Narromine	2011	39
Wellington	2011	41
Branxton - Greta - Pokolbin	2011	35
Cessnock	2011	37
Cessnock Region	2011	41
Dungog	2011	44
Kurri Kurri - Abermain	2011	37
Singleton	2011	33
Singleton Region	2011	40
Maitland	2011	39
Maitland - East	2011	37
Maitland - North	2011	39
Maitland - West	2011	34
Thornton - Millers Forest	2011	34
Anna Bay	2011	41
Lemon Tree Passage - Tanilba Bay	2011	45
Nelson Bay Peninsula	2011	49
Raymond Terrace	2011	36
Seaham - Woodville	2011	40
Tea Gardens - Hawks Nest	2011	59
Williamtown - Medowie - Karuah	2011	37
Muswellbrook	2011	33
Muswellbrook Region	2011	37
Scone	2011	37
Scone Region	2011	40
Dapto - Avondale	2011	40
Horsley - Kembla Grange	2011	34
Port Kembla Industrial	2011	53
Unanderra - Mount Kembla	2011	38
Berkeley - Lake Heights - Cringila	2011	39
Port Kembla - Warrawong	2011	42
Windang - Primbee	2011	49
Illawarra Catchment Reserve	2011	31
Albion Park - Macquarie Pass	2011	34
Albion Park Rail	2011	37
Kiama	2011	48
Kiama Downs - Minnamurra	2011	41
Kiama Hinterland - Gerringong	2011	45
Shellharbour - Flinders	2011	36
Shellharbour - Oak Flats	2011	39
Warilla	2011	41
Balgownie - Fairy Meadow	2011	39
Corrimal - Tarrawanna - Bellambi	2011	39
Figtree - Keiraville	2011	37
Helensburgh	2011	36
Thirroul - Austinmer - Coalcliff	2011	40
Woonona - Bulli - Russell Vale	2011	39
Wollongong - East	2011	32
Wollongong - West	2011	33
Bulahdelah - Stroud	2011	45
Forster	2011	52
Forster-Tuncurry Region	2011	48
Tuncurry	2011	59
Kempsey	2011	40
Kempsey Region	2011	47
Macksville - Scotts Head	2011	48
Nambucca Heads	2011	52
Nambucca Heads Region	2011	47
South West Rocks	2011	52
Lord Howe Island	2011	46
Laurieton - Bonny Hills	2011	50
Port Macquarie - East	2011	45
Port Macquarie - West	2011	49
Port Macquarie Region	2011	46
Wauchope	2011	42
Gloucester	2011	50
Old Bar - Manning Point - Red Head	2011	47
Taree	2011	44
Taree Region	2011	50
Wingham	2011	45
Albury - East	2011	34
Albury - North	2011	37
Albury - South	2011	41
Albury Region	2011	42
Lavington	2011	38
Hay	2011	44
Wentworth - Buronga	2011	41
Wentworth-Balranald Region	2011	42
Corowa	2011	46
Corowa Region	2011	47
Deniliquin	2011	44
Deniliquin Region	2011	46
Moama	2011	47
Tocumwal - Finley - Jerilderie	2011	48
Armidale	2011	34
Armidale Region - North	2011	42
Armidale Region - South	2011	43
Walcha	2011	45
Glen Innes	2011	46
Inverell	2011	40
Inverell Region - East	2011	42
Inverell Region - West	2011	46
Tenterfield	2011	48
Moree	2011	35
Moree Region	2011	35
Narrabri	2011	38
Narrabri Region	2011	40
Gunnedah	2011	39
Gunnedah Region	2011	41
Quirindi	2011	44
Tamworth - East	2011	38
Tamworth - North	2011	40
Tamworth - West	2011	28
Tamworth Region	2011	43
Belmont - Bennetts Green	2011	42
Belmont South - Blacksmiths	2011	44
Charlestown - Dudley	2011	39
Glendale - Cardiff - Hillsborough	2011	38
Mount Hutton - Windale	2011	38
Redhead	2011	45
Swansea - Caves Beach	2011	46
Valentine - Eleebana	2011	44
Warners Bay - Boolaroo	2011	42
Bolton Point - Teralba	2011	41
Bonnells Bay - Silverwater	2011	42
Edgeworth - Cameron Park	2011	35
Morisset - Cooranbong	2011	45
Toronto - Awaba	2011	45
Wangi Wangi - Rathmines	2011	45
West Wallsend - Barnsley - Killingworth	2011	36
Adamstown - Kotara	2011	39
Beresfield - Hexham	2011	39
Hamilton - Broadmeadow	2011	39
Lambton - New Lambton	2011	38
Maryland - Fletcher - Minmi	2011	34
Mayfield - Warabrook	2011	37
Merewether - The Junction	2011	38
Newcastle - Cooks Hill	2011	33
Newcastle Port - Kooragang	2011	50
Shortland - Jesmond	2011	29
Stockton - Fullerton Cove	2011	48
Wallsend - Elermore Vale	2011	39
Waratah - North Lambton	2011	37
Wickham - Carrington - Tighes Hill	2011	34
Ballina	2011	49
Ballina Region	2011	45
Bangalow	2011	42
Brunswick Heads - Ocean Shores	2011	42
Byron Bay	2011	40
Evans Head	2011	47
Lennox Head - Skennars Head	2011	40
Mullumbimby	2011	44
Casino	2011	40
Casino Region	2011	43
Goonellabah	2011	39
Kyogle	2011	45
Lismore	2011	37
Lismore Region	2011	43
Kingscliff - Fingal Head	2011	45
Murwillumbah	2011	42
Murwillumbah Region	2011	45
Pottsville	2011	40
Tweed Heads	2011	48
Banora Point	2011	47
Terranora - North Tumblegum	2011	40
Tweed Heads South	2011	53
Griffith (NSW)	2011	35
Griffith Region	2011	38
Leeton	2011	36
Narrandera	2011	43
Tumbarumba	2011	44
Tumut	2011	39
Tumut Region	2011	44
Cootamundra	2011	46
Gundagai	2011	43
Junee	2011	39
Temora	2011	45
Wagga Wagga - East	2011	37
Wagga Wagga - North	2011	26
Wagga Wagga - South	2011	33
Wagga Wagga - West	2011	33
Wagga Wagga Region	2011	39
Berry - Kangaroo Valley	2011	52
Callala Bay - Currarong	2011	46
Culburra Beach	2011	52
Ettrema - Sassafras - Budawang	2011	51
Huskisson - Vincentia	2011	51
North Nowra - Bomaderry	2011	42
Nowra	2011	37
St Georges Basin - Erowal Bay	2011	46
Sussex Inlet - Berrara	2011	58
Tomerong - Wandandian - Woollamia	2011	45
Ulladulla	2011	49
Ulladulla Region	2011	51
Bowral	2011	50
Hill Top - Colo Vale	2011	36
Mittagong	2011	43
Moss Vale - Berrima	2011	42
Robertson - Fitzroy Falls	2011	45
Southern Highlands	2011	49
Baulkham Hills (East)	2011	37
Baulkham Hills (West) - Bella Vista	2011	38
Glenhaven	2011	42
West Pennant Hills	2011	41
Castle Hill - Central	2011	36
Castle Hill - East	2011	48
Castle Hill - North	2011	40
Castle Hill - South	2011	38
Castle Hill - West	2011	36
Cherrybrook	2011	40
Kellyville	2011	34
Dural - Kenthurst - Wisemans Ferry	2011	41
Galston - Laughtondale	2011	42
Bilpin - Colo - St Albans	2011	44
Kurrajong Heights - Ebenezer	2011	38
Pitt Town - McGraths Hill	2011	37
Rouse Hill - Beaumont Hills	2011	34
Blacktown (East) - Kings Park	2011	32
Blacktown (North) - Marayong	2011	34
Doonside - Woodcroft	2011	33
Lalor Park - Kings Langley	2011	37
Seven Hills - Toongabbie	2011	35
Blacktown (South)	2011	34
Blacktown (West)	2011	34
Glenwood	2011	32
Parklea - Kellyville Ridge	2011	31
Riverstone - Marsden Park	2011	37
Acacia Gardens	2011	32
Quakers Hill	2011	31
Bidwill - Hebersham - Emerton	2011	30
Glendenning - Dean Park	2011	30
Hassall Grove - Plumpton	2011	30
Lethbridge Park - Tregear	2011	30
Mount Druitt - Whalan	2011	30
Prospect Reservoir	2011	24
Rooty Hill - Minchinbury	2011	34
Banksmeadow	2011	59
Botany	2011	37
Mascot - Eastlakes	2011	36
Pagewood - Hillsdale - Daceyville	2011	38
Port Botany Industrial	2011	0
Sydney Airport	2011	49
Marrickville	2011	37
Petersham - Stanmore	2011	35
Sydenham - Tempe - St Peters	2011	36
Darlinghurst	2011	34
Erskineville - Alexandria	2011	33
Glebe - Forest Lodge	2011	34
Newtown - Camperdown - Darlington	2011	31
Potts Point - Woolloomooloo	2011	36
Pyrmont - Ultimo	2011	30
Redfern - Chippendale	2011	33
Surry Hills	2011	33
Sydney - Haymarket - The Rocks	2011	29
Waterloo - Beaconsfield	2011	32
Bondi - Tamarama - Bronte	2011	34
Bondi Beach - North Bondi	2011	33
Bondi Junction - Waverly	2011	36
Centennial Park	2011	0
Double Bay - Bellevue Hill	2011	38
Dover Heights	2011	37
Paddington - Moore Park	2011	35
Rose Bay - Vaucluse - Watsons Bay	2011	39
Woollahra	2011	40
Coogee - Clovelly	2011	35
Malabar - La Perouse - Chifley	2011	41
Kensington (NSW)	2011	28
Kingsford	2011	29
Maroubra - North	2011	38
Maroubra - South	2011	37
Maroubra - West	2011	34
Randwick - North	2011	35
Randwick - South	2011	33
Bass Hill - Georges Hall	2011	37
Chullora	2011	0
Condell Park	2011	34
Greenacre - Mount Lewis	2011	32
Padstow	2011	40
Panania - Milperra - Picnic Point	2011	38
Revesby	2011	38
Yagoona - Birrong	2011	35
Bankstown - North	2011	31
Bankstown - South	2011	32
Belmore - Belfield	2011	36
Canterbury (South) - Campsie	2011	35
Kingsgrove (North) - Earlwood	2011	40
Punchbowl	2011	32
Roselands	2011	37
Lakemba	2011	30
Wiley Park	2011	30
Hurstville	2011	33
Mortdale - Penshurst	2011	37
Narwee - Beverly Hills	2011	39
Oatley - Hurstville Grove	2011	40
Peakhurst - Lugarno	2011	42
Riverwood	2011	40
South Hurstville - Blakehurst	2011	37
Arncliffe - Bardwell Valley	2011	33
Bexley	2011	36
Kingsgrove (South) - Bardwell Park	2011	39
Kogarah	2011	34
Kogarah Bay - Carlton - Allawah	2011	37
Monterey - Brighton-le-Sands - Kyeemagh	2011	40
Rockdale - Banksia	2011	32
Sans Souci - Ramsgate	2011	43
Concord - Mortlake - Cabarita	2011	40
Concord West - North Strathfield	2011	31
Drummoyne - Rodd Point	2011	39
Five Dock - Abbotsford	2011	39
Balmain	2011	39
Leichhardt - Annandale	2011	36
Lilyfield - Rozelle	2011	37
Ashfield	2011	35
Burwood - Croydon	2011	35
Canterbury (North) - Ashbury	2011	39
Croydon Park - Enfield	2011	38
Dulwich Hill - Lewisham	2011	37
Haberfield - Summer Hill	2011	39
Homebush	2011	30
Strathfield	2011	32
Strathfield South	2011	37
Chatswood (East) - Artarmon	2011	34
Chatswood (West) - Lane Cove North	2011	36
Lane Cove - Greenwich	2011	39
St Leonards - Naremburn	2011	34
Willoughby - Castle Cove - Northbridge	2011	40
Asquith - Mount Colah	2011	38
Berowra - Brooklyn - Cowan	2011	39
Normanhurst - Thornleigh - Westleigh	2011	39
Hornsby - East	2011	34
Hornsby - West	2011	38
Waitara - Wahroonga (West)	2011	36
Gordon - Killara	2011	41
Lindfield - Roseville	2011	40
Pymble	2011	40
St Ives	2011	43
Turramurra	2011	43
Wahroonga (East) - Warrawee	2011	41
Cremorne - Cammeray	2011	38
Crows Nest - Waverton	2011	35
Mosman	2011	40
Neutral Bay - Kirribilli	2011	36
North Sydney - Lavender Bay	2011	36
Balgowlah - Clontarf - Seaforth	2011	39
Manly - Fairlight	2011	36
Avalon - Palm Beach	2011	45
Bayview - Elanora Heights	2011	45
Newport - Bilgola	2011	41
Warriewood - Mona Vale	2011	40
Beacon Hill - Narraweena	2011	40
Cromer	2011	40
Dee Why - North Curl Curl	2011	35
Forestville - Killarney Heights	2011	41
Frenchs Forest - Belrose	2011	41
Freshwater - Brookvale	2011	35
Manly Vale - Allambie Heights	2011	38
Narrabeen - Collaroy	2011	39
Terrey Hills - Duffys Forest	2011	41
Camden - Ellis Lane	2011	39
Elderslie - Harrington Park	2011	34
Mount Annan - Currans Hill	2011	30
Bradbury - Wedderburn	2011	32
Campbelltown - Woodbine	2011	34
Claymore - Eagle Vale - Raby	2011	30
Holsworthy Military Area	2011	0
Ingleburn - Denham Court	2011	36
Leumeah - Minto Heights	2011	36
Macquarie Fields - Glenfield	2011	34
Minto - St Andrews	2011	33
Rosemeadow - Glen Alpine	2011	33
Bargo	2011	37
Douglas Park - Appin	2011	38
Picton - Tahmoor - Buxton	2011	37
The Oaks - Oakdale	2011	36
Blackheath - Megalong Valley	2011	47
Blaxland - Warrimoo - Lapstone	2011	39
Blue Mountains - North	2011	21
Katoomba - Leura	2011	46
Lawson - Hazelbrook - Linden	2011	40
Springwood - Winmalee	2011	40
Wentworth Falls	2011	48
Blue Mountains - South	2011	35
Cambridge Park	2011	34
Castlereagh - Cranebrook	2011	31
Emu Plains - Leonay	2011	37
Glenmore Park - Regentville	2011	31
Jamisontown - South Penrith	2011	35
Kingswood - Werrington	2011	32
Mulgoa - Luddenham - Orchard Hills	2011	38
Penrith	2011	37
Warragamba - Silverdale	2011	35
Richmond - Clarendon	2011	36
Windsor - Bligh Park	2011	32
Yarramundi - Londonderry	2011	34
Erskine Park	2011	31
St Clair	2011	32
Colyton - Oxley Park	2011	34
St Marys - North St Marys	2011	35
Homebush Bay - Silverwater	2011	33
Rookwood Cemetery	2011	26
Auburn - Central	2011	28
Auburn - North	2011	29
Auburn - South	2011	31
Berala	2011	33
Lidcombe	2011	33
Regents Park	2011	34
Carlingford	2011	41
Ermington - Rydalmere	2011	37
Oatlands - Dundas Valley	2011	38
Chester Hill - Sefton	2011	36
Fairfield - East	2011	34
Granville - Clyde	2011	31
Greystanes - Pemulwuy	2011	36
Guildford - South Granville	2011	30
Guildford West - Merrylands West	2011	33
Merrylands - Holroyd	2011	32
Smithfield Industrial	2011	34
Yennora Industrial	2011	41
North Parramatta	2011	32
North Rocks	2011	40
Northmead	2011	32
Parramatta - Rosehill	2011	30
Toongabbie - Constitution Hill	2011	38
Winston Hills	2011	39
Pendle Hill - Girraween	2011	35
Wentworthville - Westmead	2011	33
Epping - North Epping	2011	38
Pennant Hills - Cheltenham	2011	41
Eastwood - Denistone	2011	38
Gladesville - Huntleys Point	2011	39
Hunters Hill - Woolwich	2011	42
Macquarie Park - Marsfield	2011	32
North Ryde - East Ryde	2011	41
West Ryde - Meadowbank	2011	34
Putney	2011	40
Ryde	2011	37
Ashcroft - Busby - Miller	2011	32
Austral - Greendale	2011	37
Cobbitty - Leppington	2011	39
Badgerys Creek	2011	35
Cecil Hills	2011	33
Green Valley	2011	31
Hinchinbrook	2011	32
Hoxton Park - Carnes Hill - Horningsea Park	2011	30
West Hoxton - Middleton Grange	2011	30
Bonnyrigg Heights - Bonnyrigg	2011	34
Bossley Park - Abbotsbury	2011	37
Cabramatta - Lansvale	2011	36
Cabramatta West - Mount Pritchard	2011	35
Canley Vale - Canley Heights	2011	35
Edensor Park	2011	35
Fairfield	2011	34
Fairfield - West	2011	35
Greenfield Park - Prairiewood	2011	37
Horsley Park - Kemps Creek	2011	39
Smithfield - Wetherill Park	2011	37
St Johns Park - Wakeley	2011	38
Wetherill Park Industrial	2011	51
Casula	2011	34
Chipping Norton - Moorebank	2011	37
Holsworthy - Wattle Grove	2011	31
Liverpool	2011	33
Lurnea - Cartwright	2011	33
Prestons - Edmondson Park	2011	31
Warwick Farm	2011	35
Gymea - Grays Point	2011	39
Miranda - Yowie Bay	2011	39
Sylvania - Taren Point	2011	44
Caringbah	2011	37
Caringbah South	2011	41
Cronulla - Kurnell - Bundeena	2011	38
Lilli Pilli - Port Hacking - Dolans Bay	2011	42
Woolaware - Burraneer	2011	40
Heathcote - Waterfall	2011	39
Illawong - Alfords Point	2011	40
Menai - Lucas Heights - Woronora	2011	37
Oyster Bay - Como - Jannali	2011	39
Royal National Park	2011	25
Sutherland - Kirrawee	2011	37
Engadine	2011	37
Loftus - Yarrawarrah	2011	38
Woronora Heights	2011	37
Migratory - Offshore - Shipping (NSW)	2011	64
No usual address (NSW)	2011	37
Alfredton	2011	35
Ballarat	2011	39
Ballarat - North	2011	38
Ballarat - South	2011	35
Buninyong	2011	36
Delacombe	2011	35
Smythes Creek	2011	38
Wendouree - Miners Rest	2011	37
Bacchus Marsh Region	2011	42
Creswick - Clunes	2011	45
Daylesford	2011	47
Gordon (Vic.)	2011	43
Avoca	2011	49
Beaufort	2011	47
Golden Plains - North	2011	42
Maryborough (Vic.)	2011	48
Maryborough Region	2011	49
Bendigo	2011	38
California Gully - Eaglehawk	2011	38
East Bendigo - Kennington	2011	41
Flora Hill - Spring Gully	2011	33
Kangaroo Flat - Golden Square	2011	38
Maiden Gully	2011	34
Strathfieldsaye	2011	35
White Hills - Ascot	2011	34
Bendigo Region - South	2011	41
Castlemaine	2011	46
Castlemaine Region	2011	48
Heathcote	2011	51
Kyneton	2011	43
Woodend	2011	42
Bendigo Region - North	2011	44
Loddon	2011	50
Bannockburn	2011	36
Golden Plains - South	2011	39
Winchelsea	2011	41
Belmont	2011	39
Corio - Norlane	2011	36
Geelong	2011	38
Geelong West - Hamlyn Heights	2011	37
Grovedale	2011	37
Highton	2011	40
Lara	2011	37
Leopold	2011	39
Newcomb - Moolap	2011	41
Newtown (Vic.)	2011	40
North Geelong - Bell Park	2011	42
Clifton Springs	2011	44
Lorne - Anglesea	2011	48
Ocean Grove - Barwon Heads	2011	41
Portarlington	2011	55
Point Lonsdale - Queenscliff	2011	54
Torquay	2011	37
