SA2_NAME16	Year	medianMortgageRepaymentMonthly
Roleystone	2006	1300
Seville Grove	2006	1083
Belmont - Ascot - Redcliffe	2006	1250
East Victoria Park - Carlisle	2006	1315
Kewdale Commercial	2006	0
Perth Airport	2006	0
Rivervale - Kewdale - Cloverdale	2006	1200
Victoria Park - Lathlain - Burswood	2006	1370
Bentley - Wilson - St James	2006	1213
Canning Vale - West	2006	1400
Canning Vale Commercial	2006	0
Cannington - Queens Park	2006	1180
Parkwood - Ferndale - Lynwood	2006	1083
Riverton - Shelley - Rossmoyne	2006	1300
Welshpool	2006	0
Willetton	2006	1200
Beckenham - Kenwick - Langford	2006	1000
Canning Vale - East	2006	1473
Gosnells	2006	997
Huntingdale - Southern River	2006	1257
Maddington - Orange Grove - Martin	2006	975
Thornlie	2006	1083
Forrestfield - Wattle Grove	2006	1200
High Wycombe	2006	1148
Kalamunda - Maida Vale - Gooseberry Hill	2006	1300
Lesmurdie - Bickley - Carmel	2006	1235
Byford	2006	1300
Mundijong	2006	1464
Serpentine - Jarrahdale	2006	1300
Como	2006	1400
Manning - Waterford	2006	1517
South Perth - Kensington	2006	1700
Banjup	2006	1400
Bibra Industrial	2006	0
Bibra Lake	2006	0
Coogee	2006	1300
Coolbellup	2006	1127
Hamilton Hill	2006	1106
Henderson	2006	0
North Coogee	2006	0
South Lake - Cockburn Central	2006	1192
Spearwood	2006	1100
Success - Hammond Park	2006	1517
Yangebup	2006	1127
Beeliar - Wattleup	2006	1340
Jandakot	2006	1600
East Fremantle	2006	1614
Fremantle	2006	1517
Fremantle - South	2006	1300
O'Connor (WA)	2006	0
Bertram - Wellard (West)	2006	1473
Calista	2006	867
Hope Valley - Postans	2006	1060
Kwinana Industrial	2006	0
Parmelia - Orelia	2006	953
Casuarina - Wandi	2006	1400
Applecross - Ardross	2006	1820
Bateman	2006	1213
Bicton - Palmyra	2006	1400
Booragoon	2006	1600
Bull Creek	2006	1268
Leeming	2006	1300
Melville	2006	1500
Murdoch - Kardinya	2006	1300
Willagee	2006	1300
Winthrop	2006	1595
Baldivis	2006	1560
Cooloongup	2006	975
Port Kennedy	2006	1300
Rockingham	2006	1083
Rockingham Lakes	2006	0
Safety Bay - Shoalwater	2006	1083
Singleton - Golden Bay - Secret Harbour	2006	1450
Waikiki	2006	1176
Warnbro	2006	1127
Albany	2006	1083
Albany Region	2006	1042
Bayonet Head - Lower King	2006	1000
Denmark	2006	1000
Gnowangerup	2006	600
Katanning	2006	650
Kojonup	2006	650
Little Grove - Elleker	2006	1083
McKail - Willyung	2006	1018
Plantagenet	2006	795
Stirling Range National Park	2006	0
Chittering	2006	1202
Cunderdin	2006	525
Dowerin	2006	600
Gingin - Dandaragan	2006	1050
Merredin	2006	650
Moora	2006	607
Mukinbudin	2006	580
Northam	2006	867
Toodyay	2006	1018
York - Beverley	2006	867
Brookton	2006	650
Kulin	2006	566
Murray	2006	960
Narrogin	2006	758
Wagin	2006	692
Broome	2006	1733
Derby - West Kimberley	2006	921
Halls Creek	2006	735
Kununurra	2006	1300
Roebuck	2006	1408
East Pilbara	2006	1647
Newman	2006	360
Port Hedland	2006	1341
South Hedland	2006	975
Ashburton (WA)	2006	253
Karratha	2006	1701
Roebourne	2006	1117
Esperance	2006	1025
Esperance Region	2006	975
Carnarvon	2006	867
Exmouth	2006	1177
Boulder	2006	1083
Kalgoorlie	2006	1200
Kalgoorlie - North	2006	1300
Kalgoorlie Airport	2006	0
Kambalda - Coolgardie - Norseman	2006	690
Leinster - Leonora	2006	695
Trafalgar (WA)	2006	0
Geraldton	2006	887
Geraldton - East	2006	893
Geraldton - North	2006	1127
Geraldton - South	2006	1192
Irwin	2006	1083
Meekatharra	2006	433
Morawa	2006	524
Northampton - Mullewa - Greenough	2006	978
Migratory - Offshore - Shipping (WA)	2006	0
No usual address (WA)	2006	0
Bridgewater - Gagebrook	2006	650
Brighton - Pontville	2006	1040
Old Beach - Otago	2006	1110
Bellerive - Rosny	2006	1010
Cambridge	2006	1083
Geilston Bay - Risdon	2006	1020
Howrah - Tranmere	2006	1083
Lindisfarne - Rose Bay	2006	1083
Mornington - Warrane	2006	701
Risdon Vale	2006	650
Rokeby	2006	702
South Arm	2006	997
Austins Ferry - Granton	2006	1083
Berriedale - Chigwell	2006	867
Claremont (Tas.)	2006	867
Derwent Park - Lutana	2006	780
Glenorchy	2006	867
Montrose - Rosetta	2006	975
Moonah	2006	867
New Norfolk	2006	800
West Moonah	2006	927
Kingston - Huntingfield	2006	1083
Kingston Beach - Blackmans Bay	2006	1083
Margate - Snug	2006	1036
Mount Wellington	2006	0
Taroona - Bonnet Hill	2006	1105
Hobart	2006	1300
Lenah Valley - Mount Stuart	2006	1083
Mount Nelson - Dynnyrne	2006	1144
New Town	2006	1144
Sandy Bay	2006	1400
South Hobart - Fern Tree	2006	1040
West Hobart	2006	1133
Dodges Ferry - Lewisham	2006	789
Sorell - Richmond	2006	956
Invermay	2006	867
Kings Meadows - Punchbowl	2006	867
Launceston	2006	1083
Legana	2006	950
Mowbray	2006	737
Newnham - Mayfield	2006	799
Newstead	2006	1004
Norwood (Tas.)	2006	1000
Prospect Vale - Blackstone	2006	1083
Ravenswood	2006	607
Riverside	2006	953
South Launceston	2006	910
Summerhill - Prospect	2006	904
Trevallyn	2006	965
Waverley - St Leonards	2006	737
West Launceston	2006	962
Youngtown - Relbia	2006	1003
Beauty Point - Beaconsfield	2006	802
Deloraine	2006	693
Grindelwald - Lanena	2006	962
Hadspen - Carrick	2006	964
Westbury	2006	867
Dilston - Lilydale	2006	950
George Town	2006	758
Longford	2006	802
Northern Midlands	2006	620
Perth - Evandale	2006	948
St Helens - Scamander	2006	650
Flinders and Cape Barren Islands	2006	774
Scottsdale - Bridport	2006	758
Central Highlands	2006	650
Derwent Valley	2006	780
Southern Midlands	2006	758
Wilderness - East	2006	0
Bruny Island - Kettering	2006	782
Cygnet	2006	693
Geeveston - Dover	2006	693
Huonville - Franklin	2006	867
Forestier - Tasman	2006	650
Triabunna - Bicheno	2006	758
Acton - Upper Burnie	2006	650
Burnie - Ulverstone Region	2006	867
Burnie - Wivenhoe	2006	650
Parklands - Camdale	2006	867
Penguin - Sulphur Creek	2006	789
Romaine - Havenview	2006	867
Somerset	2006	758
Ulverstone	2006	758
West Ulverstone	2006	836
Wynyard	2006	769
Devonport	2006	850
East Devonport	2006	801
Latrobe	2006	867
Miandetta - Don	2006	953
Port Sorell	2006	910
Quoiba - Spreyton	2006	892
Sheffield - Railton	2006	709
Turners Beach - Forth	2006	900
King Island	2006	609
North West	2006	758
Smithton	2006	749
Waratah	2006	800
West Coast (Tas.)	2006	500
Wilderness - West	2006	0
Migratory - Offshore - Shipping (Tas.)	2006	0
No usual address (Tas.)	2006	0
Darwin Airport	2006	0
Darwin City	2006	1500
East Point	2006	0
Fannie Bay - The Gardens	2006	1580
Larrakeyah	2006	1717
Ludmilla - The Narrows	2006	1300
Parap	2006	1408
Stuart Park	2006	1482
Woolner - Bayview - Winnellie	2006	2000
Alawa	2006	1300
Anula	2006	1300
Berrimah	2006	2167
Brinkin - Nakara	2006	1350
Buffalo Creek	2006	0
Charles Darwin	2006	0
Coconut Grove	2006	1300
East Arm	2006	0
Jingili	2006	1394
Karama	2006	1235
Leanyer	2006	1387
Lyons (NT)	2006	0
Malak - Marrara	2006	1300
Millner	2006	1105
Moil	2006	1347
Nightcliff	2006	1348
Rapid Creek	2006	1300
Tiwi	2006	1300
Wagaman	2006	1300
Wanguri	2006	1352
Wulagi	2006	1354
Howard Springs	2006	1404
Humpty Doo	2006	1300
Koolpinyah	2006	0
Virginia	2006	1489
Weddell	2006	1127
Bakewell	2006	1300
Driver	2006	1213
Durack - Marlow Lagoon	2006	1733
Gray	2006	1192
Moulden	2006	1127
Palmerston - North	2006	1517
Palmerston - South	2006	0
Rosebery - Bellamack	2006	1690
Woodroffe	2006	1300
Charles	2006	1300
East Side	2006	1209
Flynn (NT)	2006	1233
Larapinta	2006	1300
Mount Johns	2006	1300
Petermann - Simpson	2006	1834
Ross	2006	1509
Sandover - Plenty	2006	0
Tanami	2006	0
Yuendumu - Anmatjere	2006	0
Barkly	2006	0
Tennant Creek	2006	650
Alligator	2006	867
Daly	2006	638
Thamarrurr	2006	0
Tiwi Islands	2006	0
West Arnhem	2006	0
Anindilyakwa	2006	0
East Arnhem	2006	0
Nhulunbuy	2006	1145
Elsey	2006	823
Gulf	2006	1083
Katherine	2006	1083
Victoria River	2006	0
Migratory - Offshore - Shipping (NT)	2006	0
No usual address (NT)	2006	0
Aranda	2006	1706
Belconnen	2006	1300
Bruce	2006	1733
Charnwood	2006	1244
Cook	2006	1450
Dunlop	2006	1700
Evatt	2006	1400
Florey	2006	1250
Flynn (ACT)	2006	1452
Fraser	2006	1500
Giralang	2006	1300
Gooromon	2006	0
Hawker	2006	1636
Higgins	2006	1300
Holt	2006	1300
Kaleen	2006	1300
Latham	2006	1300
Lawson	2006	0
Macgregor (ACT)	2006	1408
Macquarie	2006	1300
McKellar	2006	1408
Melba	2006	1338
Page	2006	1300
Scullin	2006	1200
Spence	2006	1387
Weetangera	2006	1603
Molonglo Corridor	2006	0
West Belconnen	2006	0
Hume	2006	0
Kowen	2006	0
Canberra East	2006	909
Canberra Airport	2006	0
Majura	2006	2500
Amaroo	2006	1733
Bonner	2006	0
Casey	2006	0
Crace	2006	0
Forde	2006	0
Franklin	2006	0
Gungahlin	2006	2000
Hall	2006	1217
Harrison	2006	2335
Mitchell	2006	0
Ngunnawal	2006	1408
Nicholls	2006	1755
Palmerston	2006	1442
Gungahlin - East	2006	0
Gungahlin - West	2006	0
Jacka	2006	0
Kenny	2006	0
Moncrieff	2006	0
Taylor	2006	0
Throsby	2006	0
Acton	2006	0
Ainslie	2006	1733
Braddon	2006	1733
Civic	2006	1557
Dickson	2006	1343
Downer	2006	1500
Hackett	2006	1517
Lyneham	2006	1408
O'Connor (ACT)	2006	1700
Turner	2006	1767
Watson	2006	1517
Black Mountain	2006	0
Campbell	2006	1900
Duntroon	2006	0
Parkes (ACT) - North	2006	0
Reid	2006	1733
Russell	2006	0
Deakin	2006	2022
Forrest	2006	2817
Griffith (ACT)	2006	1842
Lake Burley Griffin	2006	0
Narrabundah	2006	1625
Parkes (ACT) - South	2006	0
Red Hill (ACT)	2006	2159
Yarralumla	2006	2164
Barton	2006	2069
Fyshwick	2006	0
Kingston (ACT)	2006	1840
Banks	2006	1600
Bonython	2006	1356
Calwell	2006	1408
Chisholm	2006	1300
Conder	2006	1517
Fadden	2006	1517
Gilmore	2006	1300
Gordon (ACT)	2006	1500
Gowrie (ACT)	2006	1408
Greenway	2006	1300
Isabella Plains	2006	1300
Kambah	2006	1343
Macarthur	2006	1399
Monash	2006	1304
Mount Taylor	2006	0
Oxley (ACT)	2006	1300
Richardson	2006	1300
Theodore	2006	1452
Tuggeranong	2006	0
Wanniassa	2006	1343
Tuggeranong - West	2006	0
Chapman	2006	1600
Duffy	2006	1600
Fisher	2006	1387
Holder	2006	1482
Rivett	2006	1347
Stirling	2006	1430
Waramanga	2006	1365
Weston	2006	1400
Scrivener	2006	0
Chifley	2006	1461
Curtin	2006	1517
Farrer	2006	1517
Garran	2006	1733
Hughes	2006	1600
Isaacs	2006	1600
Lyons (ACT)	2006	1356
Mawson	2006	1343
O'Malley	2006	2000
Pearce	2006	1544
Phillip	2006	1363
Torrens	2006	1517
Arboretum	2006	0
Coombs	2006	0
Denman Prospect	2006	0
Molonglo	2006	0
Molonglo - North	2006	0
Wright	2006	0
ACT - South West	2006	1874
Namadgi	2006	2334
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	0
Christmas Island	2006	1083
Cocos (Keeling) Islands	2006	568
Jervis Bay	2006	0
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	0
Braidwood	2011	1517
Karabar	2011	1950
Queanbeyan	2011	1755
Queanbeyan - East	2011	1900
Queanbeyan Region	2011	2200
Queanbeyan West - Jerrabomberra	2011	2383
Bombala	2011	999
Cooma	2011	1242
Cooma Region	2011	1380
Jindabyne - Berridale	2011	1600
Batemans Bay	2011	1517
Batemans Bay - South	2011	1500
Bega - Tathra	2011	1300
Bega-Eden Hinterland	2011	1200
Broulee - Tomakin	2011	1517
Deua - Wadbilliga	2011	650
Eden	2011	1398
Eurobodalla Hinterland	2011	1300
Merimbula - Tura Beach	2011	1500
Moruya - Tuross Head	2011	1300
Narooma - Bermagui	2011	1300
Goulburn	2011	1500
Goulburn Region	2011	1600
Yass	2011	1764
Yass Region	2011	2100
Young	2011	1300
Young Region	2011	953
Avoca Beach - Copacabana	2011	2167
Box Head - MacMasters Beach	2011	2000
Calga - Kulnura	2011	1950
Erina - Green Point	2011	2000
Gosford - Springfield	2011	1733
Kariong	2011	1998
Kincumber - Picketts Valley	2011	1950
Narara	2011	1754
Niagara Park - Lisarow	2011	1842
Point Clare - Koolewong	2011	2000
Saratoga - Davistown	2011	2000
Terrigal - North Avoca	2011	2167
Umina - Booker Bay - Patonga	2011	1800
Wamberal - Forresters Beach	2011	2167
Woy Woy - Blackwall	2011	1800
Wyoming	2011	1777
Bateau Bay - Killarney Vale	2011	1781
Blue Haven - San Remo	2011	1651
Budgewoi - Buff Point - Halekulani	2011	1698
Chittaway Bay - Tumbi Umbi	2011	1820
Gorokan - Kanwal - Charmhaven	2011	1560
Jilliby - Yarramalong	2011	2286
Lake Munmorah - Mannering Park	2011	1625
Ourimbah - Fountaindale	2011	1900
Summerland Point - Gwandalan	2011	1700
The Entrance	2011	1800
Toukley - Norah Head	2011	1733
Tuggerah - Kangy Angy	2011	1850
Warnervale - Wadalba	2011	2167
Wyong	2011	1680
Bathurst	2011	1551
Bathurst - East	2011	1777
Bathurst Region	2011	1600
Oberon	2011	1481
Condobolin	2011	867
Cowra	2011	1127
Cowra Region	2011	1083
Forbes	2011	1127
Grenfell	2011	900
Parkes (NSW)	2011	1387
Parkes Region	2011	867
West Wyalong	2011	1000
Lithgow	2011	1352
Lithgow Region	2011	1517
Mudgee	2011	1733
Mudgee Region - East	2011	1083
Mudgee Region - West	2011	1380
Wollangambe - Wollemi	2011	0
Blayney	2011	1434
Orange	2011	1473
Orange - North	2011	1800
Orange Region	2011	1538
Grafton	2011	1300
Grafton Region	2011	1213
Maclean - Yamba - Iluka	2011	1467
Bellingen	2011	1350
Coffs Harbour - North	2011	1600
Coffs Harbour - South	2011	1616
Coramba - Nana Glen - Bucca	2011	1517
Dorrigo	2011	1083
Korora - Emerald Beach	2011	1733
Sawtell - Boambee	2011	1581
Urunga	2011	1408
Woolgoolga - Arrawarra	2011	1500
Bourke - Brewarrina	2011	867
Cobar	2011	1300
Coonamble	2011	810
Nyngan - Warren	2011	979
Walgett - Lightning Ridge	2011	806
Broken Hill	2011	969
Far West	2011	455
Coonabarabran	2011	910
Dubbo - East	2011	1517
Dubbo - South	2011	1517
Dubbo - West	2011	1300
Dubbo Region	2011	1555
Gilgandra	2011	975
Narromine	2011	1083
Wellington	2011	1100
Branxton - Greta - Pokolbin	2011	1800
Cessnock	2011	1517
Cessnock Region	2011	1625
Dungog	2011	1582
Kurri Kurri - Abermain	2011	1495
Singleton	2011	2000
Singleton Region	2011	2000
Maitland	2011	1600
Maitland - East	2011	1733
Maitland - North	2011	2000
Maitland - West	2011	1733
Thornton - Millers Forest	2011	1768
Anna Bay	2011	1810
Lemon Tree Passage - Tanilba Bay	2011	1517
Nelson Bay Peninsula	2011	1733
Raymond Terrace	2011	1517
Seaham - Woodville	2011	1842
Tea Gardens - Hawks Nest	2011	1613
Williamtown - Medowie - Karuah	2011	1749
Muswellbrook	2011	1733
Muswellbrook Region	2011	1822
Scone	2011	1800
Scone Region	2011	1400
Dapto - Avondale	2011	1733
Horsley - Kembla Grange	2011	2000
Port Kembla Industrial	2011	0
Unanderra - Mount Kembla	2011	1850
Berkeley - Lake Heights - Cringila	2011	1621
Port Kembla - Warrawong	2011	1647
Windang - Primbee	2011	1837
Illawarra Catchment Reserve	2011	0
Albion Park - Macquarie Pass	2011	1993
Albion Park Rail	2011	1733
Kiama	2011	2073
Kiama Downs - Minnamurra	2011	1950
Kiama Hinterland - Gerringong	2011	1950
Shellharbour - Flinders	2011	2167
Shellharbour - Oak Flats	2011	1796
Warilla	2011	1700
Balgownie - Fairy Meadow	2011	2000
Corrimal - Tarrawanna - Bellambi	2011	1950
Figtree - Keiraville	2011	2000
Helensburgh	2011	2400
Thirroul - Austinmer - Coalcliff	2011	2167
Woonona - Bulli - Russell Vale	2011	2167
Wollongong - East	2011	1907
Wollongong - West	2011	1800
Bulahdelah - Stroud	2011	1300
Forster	2011	1517
Forster-Tuncurry Region	2011	1300
Tuncurry	2011	1363
Kempsey	2011	1300
Kempsey Region	2011	1200
Macksville - Scotts Head	2011	1200
Nambucca Heads	2011	1387
Nambucca Heads Region	2011	1192
South West Rocks	2011	1517
Lord Howe Island	2011	1354
Laurieton - Bonny Hills	2011	1517
Port Macquarie - East	2011	1733
Port Macquarie - West	2011	1717
Port Macquarie Region	2011	1415
Wauchope	2011	1571
Gloucester	2011	1500
Old Bar - Manning Point - Red Head	2011	1517
Taree	2011	1300
Taree Region	2011	1300
Wingham	2011	1300
Albury - East	2011	1600
Albury - North	2011	1300
Albury - South	2011	1517
Albury Region	2011	1300
Lavington	2011	1300
Hay	2011	997
Wentworth - Buronga	2011	1200
Wentworth-Balranald Region	2011	893
Corowa	2011	1300
Corowa Region	2011	1300
Deniliquin	2011	1083
Deniliquin Region	2011	867
Moama	2011	1517
Tocumwal - Finley - Jerilderie	2011	1083
Armidale	2011	1450
Armidale Region - North	2011	1115
Armidale Region - South	2011	1300
Walcha	2011	1062
Glen Innes	2011	1083
Inverell	2011	1251
Inverell Region - East	2011	916
Inverell Region - West	2011	945
Tenterfield	2011	1083
Moree	2011	1300
Moree Region	2011	1000
Narrabri	2011	1387
Narrabri Region	2011	1083
Gunnedah	2011	1300
Gunnedah Region	2011	1083
Quirindi	2011	1127
Tamworth - East	2011	1430
Tamworth - North	2011	1495
Tamworth - West	2011	1400
Tamworth Region	2011	1353
Belmont - Bennetts Green	2011	1907
Belmont South - Blacksmiths	2011	1733
Charlestown - Dudley	2011	1800
Glendale - Cardiff - Hillsborough	2011	1735
Mount Hutton - Windale	2011	1733
Redhead	2011	2000
Swansea - Caves Beach	2011	1733
Valentine - Eleebana	2011	1950
Warners Bay - Boolaroo	2011	1733
Bolton Point - Teralba	2011	1603
Bonnells Bay - Silverwater	2011	1686
Edgeworth - Cameron Park	2011	1820
Morisset - Cooranbong	2011	1733
Toronto - Awaba	2011	1689
Wangi Wangi - Rathmines	2011	1800
West Wallsend - Barnsley - Killingworth	2011	1603
Adamstown - Kotara	2011	1950
Beresfield - Hexham	2011	1430
Hamilton - Broadmeadow	2011	1950
Lambton - New Lambton	2011	1800
Maryland - Fletcher - Minmi	2011	1912
Mayfield - Warabrook	2011	1733
Merewether - The Junction	2011	2167
Newcastle - Cooks Hill	2011	2148
Newcastle Port - Kooragang	2011	0
Shortland - Jesmond	2011	1517
Stockton - Fullerton Cove	2011	1907
Wallsend - Elermore Vale	2011	1704
Waratah - North Lambton	2011	1733
Wickham - Carrington - Tighes Hill	2011	1751
Ballina	2011	1647
Ballina Region	2011	1649
Bangalow	2011	1647
Brunswick Heads - Ocean Shores	2011	1636
Byron Bay	2011	1800
Evans Head	2011	1400
Lennox Head - Skennars Head	2011	1950
Mullumbimby	2011	1517
Casino	2011	1300
Casino Region	2011	1180
Goonellabah	2011	1517
Kyogle	2011	1152
Lismore	2011	1400
Lismore Region	2011	1489
Kingscliff - Fingal Head	2011	2052
Murwillumbah	2011	1689
Murwillumbah Region	2011	1517
Pottsville	2011	1908
Tweed Heads	2011	1733
Banora Point	2011	1850
Terranora - North Tumblegum	2011	2108
Tweed Heads South	2011	1733
Griffith (NSW)	2011	1563
Griffith Region	2011	1213
Leeton	2011	1300
Narrandera	2011	1000
Tumbarumba	2011	1170
Tumut	2011	1430
Tumut Region	2011	1300
Cootamundra	2011	1083
Gundagai	2011	1200
Junee	2011	1161
Temora	2011	1083
Wagga Wagga - East	2011	1600
Wagga Wagga - North	2011	1647
Wagga Wagga - South	2011	1603
Wagga Wagga - West	2011	1436
Wagga Wagga Region	2011	1300
Berry - Kangaroo Valley	2011	1733
Callala Bay - Currarong	2011	1555
Culburra Beach	2011	1517
Ettrema - Sassafras - Budawang	2011	0
Huskisson - Vincentia	2011	1602
North Nowra - Bomaderry	2011	1517
Nowra	2011	1560
St Georges Basin - Erowal Bay	2011	1343
Sussex Inlet - Berrara	2011	1300
Tomerong - Wandandian - Woollamia	2011	1600
Ulladulla	2011	1408
Ulladulla Region	2011	1300
Bowral	2011	2000
Hill Top - Colo Vale	2011	1785
Mittagong	2011	1800
Moss Vale - Berrima	2011	1733
Robertson - Fitzroy Falls	2011	2000
Southern Highlands	2011	1800
Baulkham Hills (East)	2011	2400
Baulkham Hills (West) - Bella Vista	2011	2500
Glenhaven	2011	2682
West Pennant Hills	2011	2800
Castle Hill - Central	2011	2500
Castle Hill - East	2011	2500
Castle Hill - North	2011	2600
Castle Hill - South	2011	2500
Castle Hill - West	2011	3000
Cherrybrook	2011	2500
Kellyville	2011	2600
Dural - Kenthurst - Wisemans Ferry	2011	2600
Galston - Laughtondale	2011	2500
Bilpin - Colo - St Albans	2011	1997
Kurrajong Heights - Ebenezer	2011	2167
Pitt Town - McGraths Hill	2011	2238
Rouse Hill - Beaumont Hills	2011	2753
Blacktown (East) - Kings Park	2011	1857
Blacktown (North) - Marayong	2011	2000
Doonside - Woodcroft	2011	2100
Lalor Park - Kings Langley	2011	2058
Seven Hills - Toongabbie	2011	2052
Blacktown (South)	2011	1950
Blacktown (West)	2011	2000
Glenwood	2011	2500
Parklea - Kellyville Ridge	2011	2860
Riverstone - Marsden Park	2011	2080
Acacia Gardens	2011	2500
Quakers Hill	2011	2167
Bidwill - Hebersham - Emerton	2011	1550
Glendenning - Dean Park	2011	2000
Hassall Grove - Plumpton	2011	2050
Lethbridge Park - Tregear	2011	1733
Mount Druitt - Whalan	2011	1625
Prospect Reservoir	2011	0
Rooty Hill - Minchinbury	2011	2100
Banksmeadow	2011	0
Botany	2011	2600
Mascot - Eastlakes	2011	2400
Pagewood - Hillsdale - Daceyville	2011	2253
Port Botany Industrial	2011	0
Sydney Airport	2011	0
Marrickville	2011	2330
Petersham - Stanmore	2011	2600
Sydenham - Tempe - St Peters	2011	2600
Darlinghurst	2011	2600
Erskineville - Alexandria	2011	2600
Glebe - Forest Lodge	2011	2688
Newtown - Camperdown - Darlington	2011	2600
Potts Point - Woolloomooloo	2011	2291
Pyrmont - Ultimo	2011	2600
Redfern - Chippendale	2011	2427
Surry Hills	2011	2500
Sydney - Haymarket - The Rocks	2011	2600
Waterloo - Beaconsfield	2011	2500
Bondi - Tamarama - Bronte	2011	3000
Bondi Beach - North Bondi	2011	3000
Bondi Junction - Waverly	2011	3000
Centennial Park	2011	0
Double Bay - Bellevue Hill	2011	3033
Dover Heights	2011	3000
Paddington - Moore Park	2011	3000
Rose Bay - Vaucluse - Watsons Bay	2011	3300
Woollahra	2011	3000
Coogee - Clovelly	2011	2800
Malabar - La Perouse - Chifley	2011	2600
Kensington (NSW)	2011	2500
Kingsford	2011	2500
Maroubra - North	2011	2704
Maroubra - South	2011	2600
Maroubra - West	2011	2500
Randwick - North	2011	2600
Randwick - South	2011	2700
Bass Hill - Georges Hall	2011	2100
Chullora	2011	0
Condell Park	2011	2167
Greenacre - Mount Lewis	2011	2100
Padstow	2011	2167
Panania - Milperra - Picnic Point	2011	2250
Revesby	2011	2174
Yagoona - Birrong	2011	2000
Bankstown - North	2011	1700
Bankstown - South	2011	1733
Belmore - Belfield	2011	2069
Canterbury (South) - Campsie	2011	1863
Kingsgrove (North) - Earlwood	2011	2500
Punchbowl	2011	1950
Roselands	2011	2167
Lakemba	2011	1469
Wiley Park	2011	1600
Hurstville	2011	2000
Mortdale - Penshurst	2011	2080
Narwee - Beverly Hills	2011	2070
Oatley - Hurstville Grove	2011	2400
Peakhurst - Lugarno	2011	2383
Riverwood	2011	2000
South Hurstville - Blakehurst	2011	2167
Arncliffe - Bardwell Valley	2011	2315
Bexley	2011	2167
Kingsgrove (South) - Bardwell Park	2011	2407
Kogarah	2011	2080
Kogarah Bay - Carlton - Allawah	2011	2167
Monterey - Brighton-le-Sands - Kyeemagh	2011	2248
Rockdale - Banksia	2011	2167
Sans Souci - Ramsgate	2011	2383
Concord - Mortlake - Cabarita	2011	2664
Concord West - North Strathfield	2011	2500
Drummoyne - Rodd Point	2011	2956
Five Dock - Abbotsford	2011	2800
Balmain	2011	3136
Leichhardt - Annandale	2011	2990
Lilyfield - Rozelle	2011	3032
Ashfield	2011	2080
Burwood - Croydon	2011	2167
Canterbury (North) - Ashbury	2011	2167
Croydon Park - Enfield	2011	2167
Dulwich Hill - Lewisham	2011	2275
Haberfield - Summer Hill	2011	2383
Homebush	2011	2055
Strathfield	2011	2500
Strathfield South	2011	2300
Chatswood (East) - Artarmon	2011	2600
Chatswood (West) - Lane Cove North	2011	2600
Lane Cove - Greenwich	2011	3000
St Leonards - Naremburn	2011	2718
Willoughby - Castle Cove - Northbridge	2011	3250
Asquith - Mount Colah	2011	2383
Berowra - Brooklyn - Cowan	2011	2383
Normanhurst - Thornleigh - Westleigh	2011	2600
Hornsby - East	2011	2100
Hornsby - West	2011	2236
Waitara - Wahroonga (West)	2011	2300
Gordon - Killara	2011	3000
Lindfield - Roseville	2011	3033
Pymble	2011	3000
St Ives	2011	3050
Turramurra	2011	3000
Wahroonga (East) - Warrawee	2011	3100
Cremorne - Cammeray	2011	3000
Crows Nest - Waverton	2011	2600
Mosman	2011	3200
Neutral Bay - Kirribilli	2011	2700
North Sydney - Lavender Bay	2011	2876
Balgowlah - Clontarf - Seaforth	2011	3200
Manly - Fairlight	2011	3000
Avalon - Palm Beach	2011	3000
Bayview - Elanora Heights	2011	3000
Newport - Bilgola	2011	3000
Warriewood - Mona Vale	2011	2870
Beacon Hill - Narraweena	2011	2817
Cromer	2011	2600
Dee Why - North Curl Curl	2011	2400
Forestville - Killarney Heights	2011	2817
Frenchs Forest - Belrose	2011	3000
Freshwater - Brookvale	2011	2703
Manly Vale - Allambie Heights	2011	2600
Narrabeen - Collaroy	2011	2600
Terrey Hills - Duffys Forest	2011	2817
Camden - Ellis Lane	2011	2167
Elderslie - Harrington Park	2011	2341
Mount Annan - Currans Hill	2011	2167
Bradbury - Wedderburn	2011	1798
Campbelltown - Woodbine	2011	1900
Claymore - Eagle Vale - Raby	2011	1842
Holsworthy Military Area	2011	0
Ingleburn - Denham Court	2011	1829
Leumeah - Minto Heights	2011	1820
Macquarie Fields - Glenfield	2011	1744
Minto - St Andrews	2011	1800
Rosemeadow - Glen Alpine	2011	1800
Bargo	2011	2000
Douglas Park - Appin	2011	2167
Picton - Tahmoor - Buxton	2011	2000
The Oaks - Oakdale	2011	2167
Blackheath - Megalong Valley	2011	1517
Blaxland - Warrimoo - Lapstone	2011	2050
Blue Mountains - North	2011	1842
Katoomba - Leura	2011	1603
Lawson - Hazelbrook - Linden	2011	1733
Springwood - Winmalee	2011	1982
Wentworth Falls	2011	1863
Blue Mountains - South	2011	0
Cambridge Park	2011	1894
Castlereagh - Cranebrook	2011	2000
Emu Plains - Leonay	2011	2131
Glenmore Park - Regentville	2011	2200
Jamisontown - South Penrith	2011	1972
Kingswood - Werrington	2011	1780
Mulgoa - Luddenham - Orchard Hills	2011	2275
Penrith	2011	1726
Warragamba - Silverdale	2011	2000
Richmond - Clarendon	2011	1950
Windsor - Bligh Park	2011	1974
Yarramundi - Londonderry	2011	2167
