SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
101041017,19,269,195,2986,108,3575,0,0,0,23,4,33,13,5,0,24,0,40,38,10,0,8,5,65,63,11,12,35,0,120,556,247,183,1787,63,2830,11,0,4,0,3,20,21,3,3,17,0,40,101,32,11,181,3,327,63,6,0,16,3,85,20,4,0,6,0,27,7,0,0,0,0,7,71,55,23,615,20,790,67,23,5,65,3,157,0,0,0,3,0,3,6,5,0,4,0,12,3,0,0,0,0,6,16,4,4,9,0,37,16,9,4,3,0,30,28,23,0,0,3,58,35,0,9,5,0,49,8,3,0,3,0,17,119,59,49,417,13,657,17,3,0,3,0,22,8,3,0,0,0,11,6,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,20,8,0,12,0,44,125,35,10,43,5,222,32,10,9,156,284,491,1278,503,318,4958,472,7540,32,212
101041018,31,270,176,2822,99,3397,0,0,0,34,0,41,13,0,0,13,3,31,64,3,3,12,3,91,92,13,4,30,0,145,615,222,183,2011,91,3124,13,0,4,0,3,26,13,4,9,27,0,54,95,24,7,174,4,300,25,7,0,27,0,57,29,3,0,12,0,39,6,0,0,0,0,6,83,45,36,715,19,900,83,21,3,78,3,188,0,0,3,0,0,3,3,8,0,0,0,9,6,0,3,0,0,6,25,4,3,10,0,42,5,0,0,0,0,11,26,19,10,5,4,55,25,5,0,4,0,36,8,0,0,3,0,17,145,58,43,534,15,805,18,9,0,3,0,31,9,0,0,0,0,12,15,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,26,11,3,17,0,59,180,38,23,63,13,309,30,11,3,146,240,432,1488,482,327,5146,436,7880,35,269
101041019,13,233,183,3336,84,3848,0,0,4,54,0,56,13,3,0,13,0,38,0,0,0,0,0,3,66,26,22,45,8,162,350,214,157,2075,85,2881,17,0,9,0,0,21,3,3,3,16,3,32,60,22,18,262,10,372,14,0,4,8,0,29,0,6,0,3,0,10,3,0,0,3,0,8,50,44,28,725,28,874,16,14,4,32,0,68,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,4,0,0,10,0,15,12,7,0,4,0,22,19,10,6,3,0,43,9,0,0,12,0,23,3,5,0,5,0,16,90,40,33,479,12,656,12,0,0,4,0,15,0,3,0,3,0,5,0,0,0,3,0,6,3,3,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,22,9,10,0,34,0,56,88,27,32,60,3,213,14,8,9,181,245,450,754,413,302,5685,403,7567,24,216
101041020,39,342,257,3681,73,4400,0,0,0,30,0,33,8,4,5,16,0,30,7,0,0,3,0,16,118,26,18,35,0,200,612,256,213,2173,89,3347,21,0,3,0,0,21,14,0,0,33,0,52,152,29,23,280,3,487,6,8,3,12,0,30,14,3,0,0,0,22,8,3,0,8,0,20,90,47,26,854,33,1045,33,10,0,60,3,101,0,0,0,0,0,3,6,0,0,5,0,12,0,0,0,0,0,0,19,3,0,9,0,33,8,6,0,9,0,27,33,8,0,7,0,54,26,4,3,4,0,44,9,0,0,6,0,21,124,69,47,578,12,829,10,3,0,0,0,13,13,4,0,3,0,17,5,0,4,7,0,15,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,17,13,0,28,0,62,153,39,29,69,4,302,13,9,11,193,342,564,1251,528,407,6156,529,8868,25,321
101041021,3,110,78,963,20,1176,0,0,0,22,0,22,0,0,0,0,0,3,12,0,0,0,0,10,15,3,7,27,0,54,171,90,61,583,27,934,0,0,0,0,0,0,13,0,3,3,0,23,71,9,9,64,3,150,0,0,3,7,0,9,0,0,0,0,0,3,0,0,0,0,0,3,35,21,19,219,7,299,10,8,0,22,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,4,0,6,11,0,0,3,0,14,14,0,4,0,0,16,7,0,0,6,0,13,4,0,0,3,0,5,51,24,25,172,12,276,4,0,0,3,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,5,4,5,0,26,51,15,7,30,0,103,3,0,3,30,128,160,411,176,130,1620,182,2516,4,111
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
101041023,10,89,67,1271,36,1462,0,0,0,27,10,33,9,0,0,8,0,18,14,3,5,0,0,23,26,6,3,7,0,42,141,87,57,794,39,1113,6,0,0,0,0,6,7,3,3,3,0,9,38,13,7,73,4,129,9,0,0,3,0,14,0,0,0,0,0,0,3,0,0,0,0,3,17,23,3,237,10,290,17,3,11,17,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,4,0,0,0,14,3,4,0,0,0,15,5,3,0,4,0,13,9,0,0,5,0,10,0,4,0,0,0,6,27,15,10,188,8,256,11,0,0,0,0,8,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,3,0,9,0,11,66,12,6,39,0,125,8,3,3,73,121,210,381,164,107,2146,204,3009,14,87
101041024,6,95,54,935,22,1113,0,0,0,112,0,113,3,0,0,4,0,13,4,0,0,0,0,7,33,4,3,7,0,57,156,81,68,599,24,939,0,0,0,0,0,0,3,0,0,11,0,12,61,10,8,54,3,143,6,0,3,3,0,18,4,3,0,0,0,11,0,0,0,0,0,0,20,15,15,238,10,307,9,9,0,16,3,38,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,0,0,3,0,14,3,0,0,0,0,7,10,3,0,0,0,14,16,0,0,4,0,18,3,0,0,3,0,6,29,21,18,195,6,273,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,6,0,20,62,16,3,55,0,145,9,0,4,45,115,167,388,175,109,1744,172,2583,6,101
101041025,39,318,233,3492,112,4198,0,0,0,15,0,15,19,4,0,15,0,36,11,0,0,8,0,20,136,33,26,45,4,232,851,296,248,2385,81,3868,17,0,3,0,0,19,11,4,0,13,0,28,99,30,18,219,5,369,14,0,0,11,0,26,14,5,0,3,0,17,3,0,4,6,0,12,122,72,37,778,10,1022,65,23,4,72,3,165,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,15,7,0,6,0,22,9,8,7,9,3,29,34,9,17,4,0,65,32,0,3,3,0,41,8,7,0,3,0,13,173,77,36,614,8,909,10,0,0,3,0,17,29,0,0,0,0,32,12,4,0,8,0,30,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,26,5,3,19,0,55,144,42,18,65,7,275,31,17,5,168,228,448,1621,587,410,6142,436,9194,35,334
101041026,13,291,202,3095,113,3713,0,3,0,45,6,53,12,3,3,14,0,36,29,0,0,0,4,36,93,14,14,34,0,156,582,264,166,2101,66,3187,19,0,0,3,0,21,16,3,7,22,0,46,110,22,28,185,7,354,13,4,0,15,0,29,11,0,0,0,0,12,0,0,0,0,0,3,88,50,32,812,28,1010,41,27,0,49,3,120,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,18,12,3,11,0,33,14,3,0,4,0,25,17,23,3,7,4,50,20,0,0,12,0,33,7,0,0,0,0,14,137,70,51,468,12,737,27,0,0,3,0,31,8,0,0,0,0,7,12,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,15,9,3,23,0,50,136,33,19,85,3,278,20,13,7,176,230,448,1237,521,326,5471,419,7976,21,253
101041027,30,348,215,3274,111,3988,0,3,0,174,7,183,24,4,0,8,0,39,16,0,0,9,0,30,75,17,12,24,3,145,745,271,187,2201,113,3517,11,0,3,0,0,14,12,3,3,18,0,32,122,24,10,197,9,359,13,9,0,7,0,28,20,4,0,5,0,26,0,0,3,0,0,7,88,51,31,782,25,978,62,20,12,88,4,189,0,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,48,10,3,3,3,66,7,0,3,3,0,18,30,18,8,3,0,62,27,3,0,3,0,35,18,4,0,7,0,31,169,72,43,569,11,865,6,4,0,3,0,12,0,3,0,0,0,4,10,0,3,8,0,20,0,0,0,0,0,5,4,0,0,0,0,4,9,0,0,0,0,9,28,11,0,36,0,75,178,39,20,64,12,314,39,6,4,187,280,518,1523,556,365,5978,522,8946,33,319
101051539,33,526,310,9116,241,10226,0,0,3,29,0,36,69,0,7,37,7,123,11,0,0,3,4,18,68,19,25,47,3,156,608,455,295,6045,190,7592,53,0,12,0,4,68,19,5,0,44,0,69,95,44,30,443,8,620,67,21,3,34,4,137,19,10,4,5,0,38,24,0,3,3,0,28,129,130,60,2120,32,2467,80,31,6,106,5,232,3,0,0,0,0,3,12,7,0,8,0,26,7,0,0,0,0,7,23,9,5,22,0,62,24,8,9,5,3,47,37,32,7,9,0,87,41,13,0,24,0,79,14,3,0,4,0,22,188,113,76,1260,37,1672,12,0,0,8,0,19,9,0,4,3,0,21,21,0,0,17,0,34,0,0,0,0,0,3,9,0,0,0,0,11,17,0,0,0,0,15,18,18,6,69,0,115,217,57,20,102,18,422,42,30,20,494,1274,1855,1647,948,576,15866,1749,20775,53,508
101051540,28,270,220,4784,116,5419,0,0,0,23,0,20,12,3,0,20,0,34,21,3,0,0,0,23,92,16,17,37,0,162,540,248,216,2994,140,4135,13,5,0,0,0,17,14,4,0,17,0,28,104,20,7,181,13,326,33,9,9,10,4,64,25,3,0,0,0,29,6,0,0,0,0,11,107,43,35,1237,44,1458,68,14,3,68,3,154,0,0,0,0,0,0,15,5,3,9,0,32,7,0,0,0,0,7,38,13,3,28,3,83,10,0,0,0,3,14,24,14,8,4,0,53,23,5,0,22,0,55,6,0,0,3,0,11,110,59,54,754,23,1000,13,0,0,0,0,11,11,3,0,0,0,15,24,4,0,0,0,24,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,21,4,3,29,0,60,153,39,13,46,4,261,38,13,8,246,591,898,1282,510,388,8260,862,11300,28,285
101061541,19,186,134,2668,54,3056,0,0,0,9,0,10,6,0,3,0,0,16,13,0,0,14,0,24,36,15,8,22,3,83,237,154,109,1662,39,2200,8,0,0,0,0,6,3,3,4,11,0,24,46,19,9,103,0,177,3,0,0,6,0,11,7,0,3,0,0,11,13,0,0,0,0,16,47,50,26,566,6,702,8,7,0,25,0,47,0,0,0,0,0,0,4,3,7,0,0,10,0,0,0,0,0,0,10,5,3,15,3,36,0,0,0,0,0,6,20,3,0,7,0,26,7,9,0,5,4,27,5,3,0,0,0,8,60,38,26,328,5,463,3,0,0,0,0,3,0,3,0,0,0,4,3,4,0,3,0,7,9,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,11,3,30,67,22,14,35,3,137,11,3,6,119,129,269,543,314,221,4422,233,5735,25,152
101061542,31,371,294,3761,85,4541,0,0,0,3,0,0,22,3,3,10,0,39,55,7,3,20,7,95,104,24,22,31,0,187,634,273,205,2132,62,3308,9,0,0,0,0,12,18,7,0,25,0,55,98,36,19,216,3,368,21,17,3,9,0,47,20,5,0,6,0,34,3,0,0,3,0,13,103,59,41,879,18,1097,60,22,7,71,3,161,6,0,0,0,0,9,3,0,0,3,0,13,4,3,0,0,0,8,20,3,3,9,0,37,3,3,3,0,0,14,25,11,10,10,0,48,27,11,9,10,0,50,6,3,0,5,3,17,125,51,49,539,12,780,9,3,0,3,0,19,12,0,0,5,0,22,11,3,0,11,0,22,0,3,0,6,0,6,0,0,0,0,0,0,4,0,0,0,0,9,16,3,3,23,3,51,176,48,25,83,12,351,10,14,0,140,371,534,1369,603,428,6107,537,9046,38,416
101061543,20,222,181,4811,142,5373,0,3,0,14,0,15,20,0,0,13,0,26,3,0,0,4,0,8,42,11,6,10,0,76,245,200,129,3000,98,3678,17,0,0,0,0,17,5,0,0,20,0,32,32,15,13,261,3,328,4,0,0,3,0,11,4,4,0,0,0,7,23,4,0,0,6,30,47,50,32,1141,31,1293,23,14,0,39,0,78,0,0,0,0,0,0,54,30,3,12,0,90,6,0,0,0,0,12,16,11,0,7,0,37,14,0,0,0,0,20,28,15,16,7,0,62,7,0,0,3,0,12,0,0,0,0,0,0,74,47,30,574,16,742,25,0,0,0,3,29,0,0,6,0,0,11,8,3,0,9,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,4,0,15,0,28,111,38,34,45,9,239,27,5,16,310,249,602,721,425,294,8244,507,10186,24,226
101061544,18,128,111,3338,109,3701,0,0,0,12,0,14,16,0,0,4,0,20,3,0,0,0,0,3,22,5,8,26,0,60,228,131,90,2357,94,2892,8,0,0,0,0,8,7,0,0,11,0,19,29,13,9,146,0,203,9,0,0,7,0,14,3,0,0,0,0,4,0,0,0,3,0,3,36,22,25,979,31,1093,15,3,0,17,0,40,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,9,9,0,0,0,0,10,17,3,10,3,0,33,10,0,0,3,0,15,3,0,0,0,0,3,42,25,22,467,10,565,12,0,0,0,0,15,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,8,3,4,23,3,38,68,7,8,51,6,136,14,7,12,209,144,376,475,223,186,6045,342,7266,18,130
102011028,37,307,214,2525,56,3135,0,0,0,10,3,15,3,3,4,10,0,26,6,0,0,0,0,9,49,12,11,21,4,94,568,274,175,1621,64,2702,8,0,0,0,0,8,16,3,3,25,0,43,72,20,16,141,9,254,27,9,3,10,0,44,16,5,0,7,0,29,15,0,0,3,0,14,98,53,37,698,15,904,54,27,11,55,5,148,5,0,0,0,0,5,5,0,0,3,0,7,0,0,0,0,0,4,25,7,4,17,0,50,11,3,0,0,3,18,39,14,6,3,0,57,15,9,0,7,0,31,9,0,0,4,0,20,114,60,37,445,6,657,6,0,0,3,3,13,33,6,0,0,4,45,11,0,0,3,0,11,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,25,6,4,17,0,46,160,59,42,66,8,336,21,9,17,111,339,497,1157,542,347,4344,474,6869,34,314
102011029,33,425,328,3893,114,4789,0,0,0,14,0,14,25,7,9,24,0,66,20,8,7,4,0,37,68,26,20,35,8,152,810,368,275,2543,97,4086,16,0,8,0,0,25,17,4,3,26,0,52,111,22,22,204,4,367,17,3,7,16,0,40,31,0,0,0,0,34,30,5,4,3,0,39,117,70,54,960,35,1238,99,20,10,85,7,213,3,0,0,0,0,9,6,11,0,9,0,26,0,0,0,0,0,0,41,6,4,26,0,80,8,3,3,3,0,19,44,17,24,5,0,83,27,4,0,3,0,33,12,3,5,11,0,26,170,79,72,635,31,984,14,7,0,3,0,18,23,7,6,0,0,35,32,0,3,20,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,5,35,3,67,187,58,52,98,7,391,26,15,11,192,498,732,1664,708,558,6661,729,10319,29,408
102011030,21,139,96,1230,51,1531,0,0,0,3,0,6,14,0,0,3,0,20,6,0,0,0,0,13,25,13,12,24,3,71,294,103,89,806,43,1339,11,0,8,0,0,18,12,0,0,3,0,13,38,11,7,60,0,111,67,14,0,23,0,100,5,0,0,0,0,13,7,3,0,0,0,7,46,13,9,232,3,310,71,22,0,79,6,176,11,0,5,0,0,11,13,8,0,5,0,29,0,0,0,0,0,0,47,8,0,39,0,90,14,4,5,3,0,30,22,9,3,0,3,32,5,0,0,0,0,8,3,0,0,0,0,5,59,22,16,181,13,288,5,0,0,0,0,3,15,4,0,0,0,25,11,0,0,0,0,8,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,3,3,5,0,19,99,13,11,30,4,165,21,3,5,62,438,526,805,242,176,2174,535,3933,14,147
102011031,67,572,426,4573,127,5770,0,0,0,14,0,21,76,7,7,23,3,120,29,10,3,6,4,47,129,33,21,34,4,223,1359,481,379,2967,119,5303,43,0,4,0,0,46,19,13,4,29,0,60,135,35,17,195,6,386,39,4,3,18,0,71,30,4,0,10,3,40,43,3,3,4,5,60,237,115,64,1047,34,1493,104,31,11,116,3,263,15,0,0,3,0,13,20,3,0,6,0,31,0,0,0,0,0,4,42,8,0,14,3,72,34,4,5,9,0,54,61,37,14,10,0,126,40,9,4,16,0,66,14,0,0,4,0,24,295,119,96,707,27,1241,25,0,0,0,0,25,65,7,5,0,0,77,43,10,3,4,0,57,8,0,4,0,0,9,0,3,0,0,0,4,8,0,0,0,0,8,52,16,3,38,0,110,300,91,32,101,16,531,32,26,15,205,534,809,2835,990,675,7806,833,13136,68,556
102011032,76,720,492,5407,225,6921,0,0,0,39,4,41,193,13,21,35,4,263,27,4,3,9,3,49,134,47,32,64,7,287,1268,589,407,3766,183,6209,78,11,17,3,3,110,49,14,0,29,5,94,124,62,34,320,9,547,37,16,3,33,0,94,21,3,0,10,0,45,88,11,4,5,3,105,252,128,79,1366,43,1866,97,41,13,124,5,281,88,0,0,3,4,92,22,4,7,3,0,35,3,0,0,0,0,3,38,10,3,15,0,72,73,5,8,13,3,98,96,51,29,16,6,193,54,12,3,17,0,80,32,4,5,8,0,50,277,132,102,933,15,1460,25,3,0,15,0,41,34,0,10,7,0,46,69,9,0,12,0,92,51,7,0,0,0,62,11,0,0,0,3,16,21,0,0,0,0,19,49,18,10,42,4,126,540,108,66,124,26,869,76,24,27,271,1370,1766,3360,1213,831,9480,1799,16686,110,769
102011033,43,339,220,2475,51,3127,0,5,0,22,0,23,31,6,5,9,0,58,11,0,3,0,0,22,52,17,10,24,0,97,611,236,151,1305,43,2356,41,0,7,0,0,52,16,9,0,7,0,31,52,16,14,74,3,158,34,15,3,10,3,63,9,10,0,4,0,25,38,3,3,0,3,49,109,46,17,341,11,529,58,36,10,73,11,193,3,0,0,0,0,3,28,9,9,12,0,56,0,0,0,0,0,3,10,15,5,15,0,44,23,3,11,0,0,37,44,19,9,10,6,87,23,0,0,6,0,31,9,0,3,4,0,18,118,56,28,311,7,516,0,0,0,0,0,3,32,0,3,0,3,33,17,0,0,11,0,28,13,0,0,5,0,19,7,0,0,0,0,6,3,3,0,0,0,5,11,8,12,14,0,48,204,46,34,46,4,336,23,10,20,122,352,524,1417,547,348,3809,463,6584,32,317
102011034,34,335,233,2743,84,3424,0,0,0,14,0,17,12,6,3,26,3,51,10,10,0,9,0,29,55,8,5,15,0,92,603,293,191,1837,76,3003,18,3,3,5,7,31,4,0,0,11,0,22,52,18,10,115,5,204,18,3,3,18,0,38,12,0,0,0,0,18,11,3,5,0,0,18,106,60,24,570,25,787,45,23,13,54,0,133,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,13,0,30,11,0,0,0,0,15,26,17,22,3,0,72,11,6,0,5,3,26,17,0,0,5,0,23,151,65,42,419,18,702,3,0,0,0,0,4,13,3,0,0,3,20,11,0,0,6,0,22,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,19,7,3,20,0,48,126,51,23,58,8,265,23,8,6,114,268,422,1188,568,368,4579,435,7142,32,330
102011035,30,337,267,2743,107,3487,0,0,0,11,0,13,61,8,8,10,0,88,7,3,0,0,0,15,61,20,11,36,5,135,602,315,191,1541,73,2732,46,0,3,0,0,51,22,0,0,11,0,34,51,17,9,117,5,205,28,8,0,16,3,56,11,0,0,3,0,16,13,0,0,0,0,14,110,57,31,485,15,696,34,21,10,46,8,114,11,0,0,0,0,11,7,0,0,0,0,9,3,3,0,0,0,5,18,10,0,17,0,46,23,8,3,0,4,30,42,16,17,7,7,79,9,0,4,3,0,23,12,4,3,9,3,29,121,64,47,350,22,598,0,0,3,3,0,6,20,0,3,0,0,26,25,3,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,3,22,0,51,192,42,26,44,11,318,34,11,12,142,224,415,1335,571,394,4306,428,7035,25,312
102011036,42,349,231,2666,65,3351,0,0,0,6,0,8,44,0,3,8,4,60,0,0,0,3,0,3,49,7,8,24,0,95,668,330,186,1541,45,2773,34,3,8,0,0,46,6,7,0,20,0,31,55,23,25,127,3,234,15,10,0,10,0,35,5,3,4,0,4,19,35,5,0,0,0,42,116,64,26,450,5,659,39,34,7,57,7,149,6,0,0,0,8,5,7,3,0,0,0,12,0,0,0,0,0,3,10,8,3,10,0,34,24,4,4,11,0,32,41,9,10,0,3,64,20,10,3,6,0,35,11,0,0,4,0,20,134,62,45,366,3,616,11,4,0,0,0,19,19,0,0,0,0,19,23,0,3,9,0,30,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,12,7,3,11,0,42,190,62,35,33,7,328,28,6,16,160,184,392,1354,600,370,4265,317,6907,45,364
