SA2_MAINCODE_2016,C16_85o_SOL_SE_To,C16_85o_LPE_NS,C16_85o_Tot,C16_Tot_SEO,C16_To_SOL_SE_Vw_w,C16_To_SOL_SE_Nw_Na,C16_To_SOL_SE_P_E_n,C16_Tot_SOL_SE_Tot,C16_Tot_LPE_NS,C16_T_T
601061035,16,14,222,7853,204,15,0,223,473,8553
602011036,0,0,34,2533,195,71,0,267,251,3061
602011037,17,13,216,3721,187,49,4,236,263,4221
602011038,3,30,89,4182,334,111,20,459,496,5142
602011039,12,33,113,3703,162,16,0,178,194,4073
602011040,8,11,88,2572,580,273,9,865,294,3733
602011041,11,12,152,7108,943,317,7,1273,611,8990
602011042,3,11,163,4560,271,84,3,360,293,5214
602011043,9,16,233,3559,120,13,0,134,192,3881
602011044,12,13,212,5823,232,31,0,263,338,6418
602011045,0,4,30,3240,61,10,0,74,312,3625
602011046,11,17,169,5689,377,55,8,436,298,6424
602011047,8,32,224,3920,242,101,0,344,347,4609
602011048,6,8,96,4222,173,26,3,209,249,4681
602011049,4,4,68,4182,159,9,3,167,205,4562
602011050,5,6,82,3181,80,21,3,100,224,3506
602011051,6,7,53,3687,174,43,0,226,227,4131
602011052,3,28,164,4230,130,16,3,145,265,4643
602021053,3,6,75,3414,76,4,0,78,263,3761
602021054,3,17,167,5166,140,9,7,157,400,5718
602021055,11,5,92,5175,137,6,5,151,382,5709
602021056,0,3,35,3028,56,5,0,67,145,3240
602021057,0,11,77,3692,59,3,0,62,266,4025
602031058,3,0,25,3555,98,9,0,104,288,3954
602031059,8,13,126,6136,132,3,3,137,578,6853
602031060,7,17,117,3680,66,14,0,77,258,4013
602031061,0,4,57,3260,52,0,3,54,309,3633
602031062,0,3,58,4602,89,4,0,96,369,5067
602031064,6,24,153,5502,129,14,3,146,435,6083
602031099,0,0,15,839,12,0,0,12,50,906
602031100,4,12,173,6028,135,12,0,144,442,6618
603011065,0,5,22,1888,25,0,0,27,142,2058
603011066,0,0,15,2819,49,6,0,61,218,3100
603011067,4,12,86,5582,73,3,3,78,401,6058
603011068,0,0,0,15,3,0,0,3,0,15
603021069,0,4,35,2644,107,11,0,116,183,2942
603021070,0,7,52,3751,154,17,0,178,306,4230
603021071,3,0,58,3260,110,24,3,135,260,3664
603021072,3,8,150,7518,283,17,3,302,480,8305
603031073,0,20,61,2065,46,3,0,54,259,2372
603031074,3,14,111,3882,118,12,3,132,362,4375
604011075,0,3,57,2926,70,3,0,80,159,3169
604011076,0,9,56,4529,62,15,0,77,377,4975
604011077,3,5,67,3250,117,14,3,132,219,3606
604011078,9,28,231,5761,237,27,10,276,296,6329
604011079,3,12,112,4583,97,9,3,105,334,5023
604011080,0,7,49,3181,79,3,0,82,137,3399
604011081,3,8,112,3587,65,11,0,71,245,3903
604011082,6,14,208,6374,131,10,0,136,338,6852
604011083,7,23,151,3863,67,7,0,79,247,4191
604011084,3,20,173,5614,80,11,3,92,380,6089
604021085,13,62,531,12528,353,78,15,441,787,13759
604021086,3,6,102,4249,135,22,3,158,301,4711
604021087,3,11,122,4125,107,15,0,121,267,4510
604021088,0,5,35,3187,118,14,3,137,171,3497
604021089,0,17,125,5183,91,11,0,99,337,5625
604021090,0,3,30,2709,60,12,0,76,124,2910
604021091,3,12,100,5531,189,18,3,211,393,6133
604021092,0,3,24,2927,50,13,0,63,124,3112
604031093,0,5,43,1383,68,0,0,72,124,1585
604031094,3,3,26,3614,88,7,3,97,326,4034
604031095,0,8,89,3531,80,23,0,107,249,3881
604031096,0,0,33,3310,68,3,3,82,197,3589
604031097,0,0,38,3721,120,16,0,130,299,4149
604031098,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,60,9,4,0,10,4,68
699999499,0,0,3,680,59,11,0,67,171,912
701011001,0,0,0,13,3,0,0,3,0,18
701011002,8,0,19,3441,1658,302,18,1975,1052,6464
701011003,0,0,0,9,0,0,0,0,0,14
701011004,14,11,77,2457,516,64,3,586,308,3351
701011005,4,3,22,2442,723,87,7,816,475,3729
701011006,0,0,8,1709,504,53,10,565,271,2545
701011007,0,0,5,1904,491,88,0,581,262,2747
701011008,11,3,21,2655,831,135,13,975,517,4149
701011009,3,0,11,2066,478,42,3,520,233,2821
701021010,4,0,13,1265,543,93,10,647,223,2127
701021011,0,0,4,1716,411,51,10,462,180,2369
701021012,4,0,10,716,303,37,7,347,213,1277
701021013,11,0,10,1736,1298,157,15,1473,369,3581
701021014,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,0,0,0
701021016,7,0,28,1603,887,142,17,1044,407,3050
701021017,0,0,0,8,0,4,0,8,0,13
701021018,0,0,10,1259,317,47,0,361,138,1757
701021019,11,4,27,2877,1286,198,31,1520,550,4944
701021020,3,0,18,2956,1090,179,15,1288,334,4578
701021021,0,0,0,3164,1235,128,18,1380,259,4799
701021022,5,0,27,3050,846,159,19,1024,473,4549
701021023,3,0,7,1446,719,100,10,829,273,2548
701021024,0,0,9,1268,447,94,3,552,184,2000
701021025,3,0,18,2374,960,115,11,1096,385,3853
701021026,7,5,18,2061,681,102,16,796,429,3282
701021027,3,13,84,1571,644,90,7,743,248,2562
701021028,3,0,8,980,732,194,13,943,238,2163
701021029,0,0,12,1179,436,90,10,535,167,1876
701021030,3,0,9,1711,447,70,13,523,196,2435
701031031,3,7,27,4089,385,30,13,427,2464,6981
701031032,0,0,21,7234,384,103,13,498,977,8711
701031033,0,0,0,22,0,0,0,0,0,25
701031034,0,0,11,2777,151,17,0,171,351,3292
701031035,3,0,5,3444,230,96,6,330,745,4527
701041036,0,0,4,2415,422,52,0,477,182,3069
701041037,0,0,0,2114,398,54,8,462,311,2884
701041038,7,0,11,3458,503,49,7,559,272,4287
701041039,3,3,25,2252,539,52,8,596,438,3288
701041040,0,3,6,2282,276,32,7,319,357,2959
701041041,7,0,15,3392,463,75,3,541,295,4231
701041042,0,0,0,2141,638,51,13,703,218,3069
701041043,0,3,13,5182,951,102,8,1065,430,6678
701041044,0,0,6,2514,345,52,11,405,315,3233
702011045,4,10,26,2858,774,90,14,876,521,4257
702011046,3,4,20,3529,847,101,17,963,555,5051
702011047,8,3,20,2959,776,100,14,890,535,4384
702011048,3,3,22,3588,731,81,16,825,472,4886
702011049,3,4,18,2471,667,72,18,756,514,3740
702011050,4,0,9,948,882,130,29,1044,478,2465
702011051,12,4,55,1582,407,80,20,512,346,2436
702011052,7,0,10,604,2131,273,27,2427,1004,4034
702011053,7,0,7,336,1705,278,44,2027,386,2747
702011054,8,0,8,203,1373,327,49,1748,136,2079
702021055,4,0,4,950,1221,158,28,1405,186,2539
702021056,7,0,7,1607,910,83,22,1015,368,2991
702031057,0,0,23,3147,614,93,15,725,690,4566
702031058,0,0,3,709,793,102,5,893,230,1834
702031059,0,0,0,183,1367,640,27,2024,260,2477
702031060,0,0,4,271,1859,99,105,2071,113,2453
702031061,9,0,9,350,3437,386,119,3942,486,4773
702041062,3,0,4,748,1374,95,55,1518,221,2489
702041063,3,0,3,397,5580,1011,125,6714,323,7436
702041064,0,0,0,2225,334,18,10,356,505,3088
702051065,3,0,3,479,1249,275,50,1574,241,2301
702051066,3,0,3,1290,2159,278,120,2563,302,4151
702051067,7,14,41,6340,1308,141,43,1491,1941,9777
702051068,9,0,8,535,1268,261,46,1573,380,2487
797979799,0,0,0,27,27,10,0,40,6,70
799999499,0,0,0,1364,451,85,18,557,568,2489
801011001,7,0,41,1943,344,40,0,384,71,2393
801011002,26,18,148,3314,2412,368,23,2798,538,6657
801011003,5,55,133,4075,2107,314,15,2433,494,6997
801011004,7,0,27,2318,401,80,0,486,171,2979
801011005,9,0,48,2237,406,62,9,473,98,2805
801011006,7,0,38,5619,1181,151,20,1349,234,7197
801011007,13,3,42,4171,722,100,8,830,329,5327
801011008,16,3,54,3171,1168,214,13,1403,197,4764
801011009,3,3,21,2856,332,56,0,391,109,3360
801011010,3,3,17,1822,117,11,0,125,82,2026
801011011,6,0,27,2571,534,79,12,626,117,3316
801011012,0,0,0,7,0,0,0,0,0,4
801011013,3,3,41,2285,489,64,5,559,103,2952
801011014,10,0,23,2411,432,78,0,510,155,3073
801011015,19,29,132,3691,564,97,10,673,260,4619
801011016,22,4,72,5097,1644,230,14,1891,281,7271
801011017,12,0,28,2933,471,64,11,537,163,3634
801011018,0,0,0,50,68,19,0,88,6,148
801011019,6,0,30,5046,1345,191,29,1557,194,6796
801011020,12,3,48,1925,581,87,3,671,110,2700
801011021,8,0,27,1899,606,90,6,704,143,2746
801011022,8,0,44,2530,379,78,17,475,140,3147
801011023,50,15,257,2091,605,142,17,765,166,3025
801011024,7,0,33,2147,501,96,9,611,168,2929
801011025,0,0,14,2144,278,51,7,337,106,2585
801011026,15,3,59,2103,358,42,4,406,69,2576
801011111,0,0,0,7,0,0,0,0,3,12
801011112,0,0,0,7,3,0,0,3,0,18
801031031,0,0,0,8,0,0,0,0,418,430
801031032,0,0,0,27,0,0,0,0,7,38
801031113,0,4,15,605,64,13,4,77,154,840
801031114,0,0,0,82,9,0,0,9,3,103
801031115,0,0,4,137,15,0,0,13,27,171
801041034,3,0,18,4376,1029,130,16,1169,159,5710
801041035,0,0,4,3557,2507,330,23,2865,302,6730
801041036,7,0,5,3856,1449,192,18,1654,249,5758
801041037,0,0,9,2536,1533,209,13,1757,161,4459
801041038,4,3,11,2862,1130,154,11,1294,155,4308
801041039,3,0,3,2948,2717,489,16,3226,246,6419
801041040,12,0,20,3206,2083,469,33,2578,347,6134
801041043,0,0,4,258,10,0,0,10,8,271
801041044,4,0,4,4264,2709,441,29,3182,247,7687
801041045,0,0,0,6,0,0,0,0,0,6
801041046,9,0,43,7443,2196,316,31,2544,499,10486
801041047,14,3,42,4986,1374,182,8,1564,315,6865
801041048,19,7,41,3642,1356,277,19,1653,238,5525
801041116,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,364,265,27,0,297,11,670
801041119,0,0,0,11,0,0,0,0,0,8
801041120,0,0,0,47,41,6,0,47,12,105
801041121,0,0,0,0,0,0,0,0,0,0
801041122,0,0,0,0,0,0,0,0,0,0
801051049,3,0,3,1073,857,30,0,895,121,2086
801051050,38,31,245,4170,593,125,7,720,294,5189
801051051,12,3,46,3484,1312,146,11,1466,547,5500
801051053,5,5,25,1981,1753,136,14,1902,391,4276
801051054,5,4,45,1515,427,78,6,516,121,2149
801051055,19,11,78,2621,716,129,9,857,185,3662
801051056,12,0,80,2427,382,55,4,441,128,2991
801051057,31,26,172,3480,1101,161,8,1265,372,5112
801051058,25,11,106,4247,856,86,10,955,285,5481
801051060,13,4,45,2549,931,156,7,1094,408,4047
801051061,14,3,71,4347,1066,130,9,1207,308,5862
801051123,0,0,0,0,0,0,0,0,0,0
801051124,3,14,120,2537,435,36,13,480,209,3226
801051125,0,0,0,1503,145,7,0,152,120,1775
801051126,0,0,0,0,0,0,0,0,0,4
801051127,0,0,17,1106,298,57,3,354,181,1636
801051128,0,0,0,0,0,0,0,0,0,0
801061062,8,10,140,2290,450,34,0,489,95,2878
801061063,7,5,36,1201,258,20,3,282,132,1615
801061064,14,42,167,3361,756,103,3,868,349,4575
801061066,0,0,0,0,0,0,0,0,0,0
801061067,26,112,255,4134,1095,148,6,1246,576,5960
801061068,0,0,0,0,0,0,0,0,5,8
801061069,9,12,115,2262,639,57,5,708,207,3170
801061070,14,7,102,2306,392,31,4,428,164,2890
801061129,0,0,17,1052,255,21,4,278,111,1435
801061130,0,0,0,47,7,0,0,7,3,56
801061131,9,4,61,3404,633,40,3,678,346,4424
801071071,7,0,30,4153,562,66,4,623,182,4967
801071072,13,0,26,2868,735,99,3,837,77,3786
801071073,16,12,84,4804,608,65,3,676,278,5758
801071074,11,3,36,4316,521,79,7,602,197,5121
801071075,8,0,35,4186,570,65,9,646,224,5059
801071076,3,0,14,2477,359,32,5,396,77,2949
801071077,3,5,24,2253,309,50,7,368,126,2750
801071078,15,3,62,6178,1023,118,11,1147,286,7611
801071079,7,0,19,2519,379,41,8,428,112,3056
801071080,7,0,25,1235,502,48,11,561,96,1894
801071081,7,8,43,3433,635,115,9,761,213,4405
801071082,20,6,119,12396,1594,218,14,1822,683,14900
801071083,0,3,11,1243,114,8,0,127,62,1427
801071084,26,121,282,4067,907,100,7,1012,355,5431
801071085,0,0,0,0,0,0,0,0,3,3
801071086,3,0,9,1347,238,31,5,276,68,1693
801071087,3,3,18,2466,359,61,3,418,122,3006
801071088,6,0,11,3191,438,40,0,480,129,3799
801071089,0,0,0,17,0,0,0,0,3,21
801071090,20,4,73,6106,964,138,12,1114,292,7512
801071132,0,0,0,12,0,0,0,0,0,12
801081091,12,0,54,2283,287,31,7,329,71,2684
801081092,6,8,42,2678,307,22,5,343,137,3162
801081093,14,3,83,2470,320,51,3,372,163,3004
801081094,12,3,41,2138,325,56,3,385,84,2606
801081095,12,0,34,2614,348,60,7,416,164,3193
801081096,17,29,114,1614,326,51,3,379,139,2134
801081097,8,3,47,2137,338,38,3,384,108,2629
801081098,11,101,157,2700,480,72,3,552,327,3576
801081133,0,0,0,3,0,0,0,0,0,3
801091099,15,0,40,1754,490,72,5,558,93,2407
801091100,30,9,169,4213,704,87,5,797,223,5238
801091101,20,12,124,2581,502,54,0,556,91,3231
801091102,25,28,153,2274,864,83,5,955,278,3497
801091103,22,17,208,2393,374,39,4,416,182,2990
801091104,10,4,73,1541,675,55,8,744,57,2341
801091105,17,3,79,2061,670,116,6,793,238,3085
801091106,20,3,72,2166,840,99,4,944,141,3252
801091107,8,0,24,521,369,32,4,411,65,991
801091108,10,0,51,2021,403,42,12,446,111,2579
801091109,7,3,37,1432,1101,151,16,1264,239,2936
801091110,13,7,40,1707,389,44,3,429,70,2206
801101134,0,0,0,3,0,0,0,0,4,7
801101135,0,0,0,1011,600,58,17,671,128,1811
801101136,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,3,0,0,0,0,0,3
801101138,0,0,0,3,0,0,0,0,0,4
801101139,3,0,7,1775,710,65,9,778,195,2753
801111140,0,0,3,477,29,0,0,35,49,564
801111141,0,0,0,37,0,0,0,0,5,42
897979799,0,0,0,0,0,0,0,0,0,0
899999499,0,0,3,355,72,13,4,89,100,538
901011001,3,0,3,503,587,255,7,850,491,1843
901021002,0,0,0,119,220,157,11,392,30,544
901031003,0,0,0,277,54,0,0,53,62,391
901041004,16,5,45,789,819,26,18,863,94,1748
997979799,0,0,0,4,0,0,0,0,0,6
999999499,0,0,0,40,7,0,0,10,6,55
