SA2_MAINCODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
404011096,4,0,13,14,69,233,9,9,226,330,563,3208,3264,177,178,527,698,199,776,1816,1618,5923,6527,12450
404011097,3,0,10,13,67,240,14,11,166,314,474,3042,3039,233,268,554,760,160,708,3202,2532,7191,7302,14494
404021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404021099,5,5,11,20,53,208,13,8,159,280,442,2386,2385,206,275,653,850,157,602,2482,2345,5882,6456,12340
404021100,5,7,8,9,54,189,0,3,123,234,360,2629,2657,205,234,604,763,198,654,2170,1985,5803,6287,12092
404021101,0,0,5,7,37,113,7,8,102,141,244,1667,1627,166,215,506,675,114,451,2126,1619,4588,4588,9173
404021102,3,0,12,9,69,278,9,15,181,356,538,3164,3105,253,283,593,788,174,869,3279,2741,7463,7793,15253
404021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
404031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031105,0,0,0,9,25,86,0,3,61,117,185,598,603,28,36,80,93,41,185,325,281,1072,1183,2257
404031106,3,0,11,11,63,197,7,11,175,271,451,2646,2648,125,129,346,500,133,577,1970,1684,5221,5531,10749
404031107,4,0,12,37,96,486,16,46,325,686,1010,4569,4602,221,290,754,1030,250,1145,4231,3677,10017,10738,20756
404031108,0,0,10,7,50,179,9,22,145,245,386,2574,2592,189,209,570,713,152,619,3418,3177,6909,7308,14213
404031109,0,0,4,10,26,76,4,0,71,106,178,1097,1097,56,56,154,199,66,181,682,637,2055,2170,4224
405011110,0,0,0,0,14,38,0,0,30,51,86,1336,1359,79,80,217,260,71,171,756,633,2456,2507,4962
405011111,0,0,0,0,24,52,0,4,59,81,133,1913,1913,122,116,278,305,96,255,1138,975,3550,3573,7124
405011112,0,0,0,4,7,29,0,0,32,50,85,1419,1428,70,70,164,164,61,144,725,636,2434,2448,4881
405011113,0,0,0,0,3,14,0,0,16,23,42,634,640,56,54,155,117,34,86,467,375,1343,1263,2607
405011114,0,0,3,8,34,116,3,5,85,144,228,1398,1402,73,78,189,264,88,353,815,697,2569,2805,5373
405011115,0,0,0,3,14,113,3,5,75,155,231,1030,1031,55,66,124,186,44,260,558,426,1821,1974,3792
405021116,0,0,0,0,24,76,3,0,57,99,152,881,876,49,45,104,144,53,192,507,428,1592,1693,3283
405021117,0,0,0,0,13,58,3,5,41,74,120,1133,1120,71,55,203,196,71,179,553,481,2022,2031,4048
405021118,0,0,0,7,8,46,0,0,26,62,91,899,886,56,58,181,168,42,185,579,385,1761,1674,3439
405021119,0,0,3,3,50,157,3,12,114,198,306,2017,2013,149,131,411,322,142,464,1225,864,3945,3803,7747
405031120,0,0,0,0,17,74,4,4,57,90,144,1013,1012,63,55,189,148,70,214,594,391,1924,1829,3752
405031121,0,0,5,0,21,94,10,0,70,117,184,1172,1188,83,79,283,213,85,294,688,524,2315,2302,4617
405031122,5,3,4,8,63,231,9,6,141,283,421,2449,2460,229,248,489,605,204,808,2199,1861,5574,5977,11548
405031123,0,0,0,0,8,38,3,3,27,48,75,738,731,36,63,109,115,47,139,398,292,1327,1338,2663
405041124,0,0,3,0,20,75,0,3,58,96,153,1063,1059,70,82,192,216,71,259,690,624,2081,2234,4316
405041125,0,0,0,5,19,78,3,0,72,99,174,1140,1142,65,52,221,212,77,259,558,433,2070,2097,4168
405041126,0,0,0,0,22,60,4,0,43,75,115,869,869,76,60,194,186,73,236,496,421,1706,1768,3475
405041127,4,3,3,6,47,150,10,0,130,185,312,1708,1696,107,66,341,238,144,438,807,550,3108,2991,6098
405041128,3,0,4,0,20,64,3,0,63,82,148,959,929,72,48,225,151,79,205,452,311,1783,1643,3429
406011129,0,0,0,0,3,30,0,0,19,41,55,420,415,24,29,83,70,24,102,442,443,991,1056,2046
406011130,0,0,7,3,22,78,9,4,64,102,166,1465,1463,90,63,242,214,85,262,821,601,2711,2601,5310
406011131,4,0,0,3,22,72,0,0,53,93,142,994,994,73,29,130,118,56,192,506,303,1762,1639,3395
406011132,0,0,0,0,13,27,0,0,27,36,57,502,497,37,31,83,54,28,82,300,180,949,834,1788
406011133,3,0,6,13,48,173,4,0,149,246,393,2976,2934,192,239,513,664,184,584,2385,1961,6241,6384,12625
406011134,0,0,0,3,9,25,0,0,25,37,66,739,714,46,28,128,95,40,87,561,362,1522,1285,2807
406011135,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,0,0,35,16,46,28,69
406011136,4,5,7,19,54,202,10,3,165,262,429,3720,3722,322,369,774,864,265,911,3678,2934,8758,8810,17567
406011137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406021138,0,0,0,0,0,9,0,0,5,10,18,384,387,34,39,18,30,20,66,368,387,820,907,1724
406021139,0,0,3,0,3,3,0,0,6,3,15,298,260,42,26,141,74,20,57,320,243,823,661,1485
406021140,0,0,0,0,3,29,3,0,11,29,42,436,438,44,37,116,89,37,109,294,229,929,899,1827
406021141,0,0,3,0,0,7,3,0,11,7,21,547,347,76,30,158,70,31,53,661,335,1468,833,2305
406021142,3,0,3,5,34,135,4,5,79,158,245,2248,2102,229,237,415,468,166,549,2501,2014,5558,5369,10931
406021143,0,0,3,0,0,0,0,0,3,0,3,801,612,69,40,122,67,8,15,706,422,1710,1160,2866
407011144,4,0,14,12,61,198,3,4,224,311,537,2672,2651,160,149,544,679,218,655,1057,969,4654,5102,9749
407011145,4,0,0,0,18,55,3,0,52,75,123,1016,1005,71,68,220,217,63,163,623,479,1995,1933,3932
407011146,0,0,3,3,28,90,7,3,81,130,215,1554,1580,82,114,222,337,87,280,786,756,2729,3057,5784
407011147,0,0,3,0,5,25,3,0,27,37,61,1675,1656,77,85,314,322,48,141,945,787,3053,2997,6051
407011148,3,0,16,10,104,323,7,13,329,457,788,3489,3494,183,222,481,817,258,910,1411,1250,5824,6698,12525
407011149,0,0,0,9,19,69,3,0,52,98,146,1338,1341,92,81,294,303,69,239,638,506,2436,2471,4907
407021150,0,0,0,4,3,37,0,0,35,56,91,1405,1249,112,43,213,122,64,142,933,481,2728,2039,4767
407021151,0,0,0,0,13,48,3,0,53,60,109,880,856,53,42,123,133,53,175,482,358,1596,1571,3161
407021152,6,0,3,0,26,98,0,8,73,132,201,1037,1049,70,68,219,248,74,295,737,559,2132,2213,4349
407021154,5,0,0,8,20,91,0,0,74,126,197,1363,1219,66,75,171,198,61,266,848,641,2510,2403,4910
407021155,0,0,0,0,0,8,0,0,14,15,31,588,578,29,16,70,54,16,33,231,153,940,827,1768
407021156,0,0,3,3,10,44,0,3,20,51,71,646,642,38,31,130,115,38,122,426,309,1283,1228,2510
407021157,5,0,0,4,22,97,3,3,77,124,198,1525,1440,80,58,214,182,76,246,958,591,2856,2513,5366
407021158,0,0,0,0,11,22,3,0,22,25,55,778,769,38,29,122,119,30,89,390,315,1352,1313,2662
407021173,0,0,3,4,43,175,0,6,124,219,344,2870,2858,182,244,462,626,155,553,1956,1754,5625,6028,11656
407021174,0,0,7,10,44,175,4,0,145,226,374,2589,2620,183,230,492,665,174,660,1989,1743,5430,5922,11350
407031159,3,0,0,6,25,81,0,0,80,114,190,1355,1353,111,106,248,259,88,301,879,661,2678,2679,5357
407031160,0,0,0,0,12,83,3,0,45,94,143,700,689,62,77,149,185,49,229,635,557,1594,1734,3327
407031161,0,0,0,6,16,43,3,4,40,63,102,712,701,32,30,125,95,41,136,388,248,1291,1211,2502
407031162,0,0,3,6,29,118,3,4,66,140,206,1157,1148,72,78,158,183,67,301,692,554,2142,2266,4411
407031163,0,0,0,0,0,4,0,0,14,6,20,387,385,23,28,67,40,21,40,231,162,729,657,1383
407031164,0,0,4,6,19,71,3,3,63,99,156,1305,1301,130,82,400,306,89,265,833,621,2750,2568,5319
407031165,0,3,9,9,56,237,3,4,171,311,478,3282,3159,295,325,632,787,230,802,2760,2254,7204,7319,14526
407031166,0,0,0,0,9,11,0,0,13,12,31,805,814,72,50,153,114,53,73,542,359,1619,1400,3013
407031167,0,3,0,4,29,113,3,3,70,141,213,866,827,75,94,157,202,67,305,658,614,1828,2044,3870
407031168,0,0,0,0,12,22,3,0,35,32,62,1102,1109,61,54,194,130,39,131,672,491,2067,1915,3983
407031169,0,0,3,0,14,56,4,0,50,63,112,1104,1097,99,72,240,205,66,218,755,559,2264,2154,4417
407031170,3,0,3,3,35,78,0,3,75,98,173,1497,1423,122,103,310,213,99,293,949,589,2989,2622,5614
497979799,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3
499999499,0,0,0,0,5,7,3,0,13,7,22,311,311,141,86,220,110,40,27,920,487,1627,1016,2648
501011001,0,0,3,5,23,45,3,0,51,69,119,1188,1199,59,61,217,210,60,178,676,534,2199,2185,4389
501011002,4,0,5,18,89,357,7,13,285,469,751,5463,5512,295,399,798,1250,304,1072,3112,2923,9966,11158,21123
501011003,0,0,3,3,13,34,0,0,54,46,100,2380,2378,125,119,325,308,60,181,1175,987,4061,3971,8028
501011004,0,0,0,4,15,44,0,4,42,68,109,1567,1577,92,130,240,379,46,159,1360,1229,3303,3466,6772
501021005,0,0,0,3,9,68,0,0,68,90,155,3737,3848,183,240,441,581,97,358,2080,1842,6544,6863,13409
501021007,0,0,0,0,4,10,0,0,27,26,53,1112,1111,65,95,193,228,42,117,613,551,2020,2098,4118
501021008,0,0,0,3,26,102,0,0,63,122,186,1148,1025,144,128,282,355,60,272,1264,953,2904,2734,5640
501021009,0,0,3,3,23,65,3,3,64,91,152,1675,1687,130,142,336,344,98,304,1334,1085,3575,3551,7128
501021010,0,0,0,0,6,11,0,0,11,12,25,730,735,36,30,102,100,26,62,375,289,1271,1217,2490
501021011,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,4,11
501021012,0,0,4,4,25,118,0,5,97,152,249,2374,2415,152,194,312,437,113,383,1536,1317,4498,4743,9240
501021014,3,0,0,3,21,60,0,5,56,79,133,1900,1876,107,99,309,313,83,276,1285,1003,3680,3567,7253
501021015,0,0,0,3,26,68,3,0,66,82,151,1335,1336,104,105,231,330,73,277,976,903,2725,2948,5671
501021016,0,0,3,0,11,50,0,0,38,59,96,863,877,72,63,176,174,55,173,513,405,1684,1698,3375
501021251,0,0,0,0,3,12,0,0,5,13,26,1662,1720,103,146,200,315,31,110,1127,1112,3122,3396,6516
501021252,0,0,0,0,3,7,0,0,8,17,32,739,744,18,27,77,79,26,53,326,308,1177,1216,2392
501021253,4,0,5,22,49,250,0,5,152,342,487,2470,2491,186,218,474,664,125,652,1579,1361,4840,5382,10217
501021254,3,0,3,0,3,11,0,0,23,20,44,788,773,94,108,227,317,55,159,831,758,1998,2114,4119
501031017,3,0,0,5,15,63,4,0,44,81,125,1434,1425,97,110,274,313,84,239,676,577,2561,2663,5218
501031018,0,0,4,3,14,51,3,3,45,67,108,1325,1330,61,81,223,256,54,205,703,573,2375,2445,4819
501031019,0,0,0,3,9,63,0,8,42,85,129,1060,1065,81,99,170,215,48,236,809,651,2167,2267,4436
501031020,0,0,3,0,6,32,0,0,42,44,86,1128,1111,92,63,226,220,58,143,696,466,2205,2007,4216
502011021,0,0,5,0,5,11,0,0,29,20,46,1623,1643,121,133,253,262,59,111,784,673,2842,2829,5666
502011022,0,0,4,4,21,50,0,0,73,72,141,1940,1961,121,163,358,388,76,232,1088,948,3584,3699,7278
502011023,5,0,3,5,42,139,0,3,153,203,355,1819,1858,130,190,341,532,156,545,1340,1177,3782,4307,8086
502011024,3,0,0,12,67,181,3,10,207,252,459,4237,4271,209,274,488,814,202,715,2171,1896,7304,7974,15275
502011025,0,0,9,17,42,184,6,0,124,231,354,1497,1485,244,224,519,678,155,567,1429,1152,3846,4114,7954
502011026,0,0,4,4,15,22,0,0,52,39,93,1311,1311,116,97,278,239,81,169,689,589,2476,2405,4876
502011027,4,0,7,7,43,169,3,7,143,229,367,3610,3675,174,251,423,634,148,513,2208,2073,6570,7142,13711
502011028,3,4,5,22,46,170,0,0,154,242,399,1990,2031,176,207,463,674,142,570,1250,1158,4027,4636,8662
502011029,4,0,11,13,27,60,0,0,96,103,205,1905,1956,134,177,383,409,111,303,1228,1059,3765,3903,7661
503011030,0,0,5,4,30,114,3,0,111,160,266,1577,1639,26,44,107,141,67,273,757,676,2527,2774,5302
503011031,0,0,9,20,32,202,0,20,124,281,399,1527,1584,76,90,234,463,83,436,1304,1160,3222,3739,6964
503011032,3,0,3,8,20,104,4,10,63,144,212,1544,1541,71,55,214,289,53,239,1072,999,2948,3119,6068
503011033,0,0,0,5,11,71,0,3,75,107,180,1780,1817,39,55,116,193,38,199,920,811,2892,3081,5974
503011034,4,0,6,8,22,94,5,6,86,130,219,2062,2100,96,95,278,424,79,314,1451,1676,3957,4618,8578
503011035,4,0,5,16,46,207,9,10,157,275,433,3687,3753,88,140,305,451,121,496,3433,3010,7627,7848,15476
503011036,0,0,3,13,22,133,0,0,68,168,236,1913,1926,42,72,167,378,60,318,1186,882,3370,3570,6936
503021037,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,0,8,9,23
503021038,0,0,6,4,17,88,0,7,47,117,163,1878,1897,91,103,260,393,58,242,1784,1880,4071,4515,8587
503021039,4,0,12,9,38,177,9,14,142,241,379,2907,2940,163,176,465,672,112,471,3146,3065,6794,7327,14124
503021040,0,3,3,5,32,139,6,8,83,176,261,1560,1554,66,91,268,359,78,339,1648,1461,3622,3803,7426
503021041,3,0,14,10,23,162,31,12,104,198,304,4806,4512,458,349,1218,1241,137,535,8826,7207,15444,13853,29300
503021042,4,3,14,23,42,201,14,13,152,269,415,3047,3062,190,198,569,783,140,589,2688,2612,6628,7241,13863
503021043,3,5,15,25,52,205,22,75,143,346,492,3454,3510,165,182,420,686,129,532,2910,2707,7078,7622,14698
504011044,0,3,3,12,33,185,4,9,97,237,334,2726,2733,192,223,519,793,131,551,2413,2108,5986,6404,12390
504011045,3,0,20,24,93,356,7,6,232,440,676,4202,4231,232,317,712,1090,231,844,3848,3263,9225,9751,18975
504011046,3,0,10,10,25,84,9,7,80,115,198,2132,2050,217,161,536,587,76,291,2685,2340,5645,5427,11068
504011047,0,3,8,8,44,195,0,3,166,259,424,4498,4418,245,269,623,844,183,793,3492,2844,9042,9176,18223
504011048,0,3,0,9,24,89,3,3,62,115,178,1898,1927,77,91,166,277,70,327,1061,847,3275,3469,6743
504021049,0,0,0,0,4,15,0,0,14,16,27,1269,613,117,62,180,108,19,58,1414,324,3002,1162,4168
504021050,0,0,3,0,10,26,3,0,45,39,82,1628,1681,75,80,191,261,56,158,820,725,2769,2906,5679
504021051,0,0,0,3,10,16,0,0,23,25,52,1110,1143,71,66,178,221,42,143,702,663,2111,2233,4345
504021052,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,5,8
504021053,0,9,3,10,27,86,5,3,86,129,213,2852,2863,168,186,375,499,114,280,1692,1390,5203,5215,10416
504021054,0,0,6,11,36,144,3,4,113,184,300,2232,2246,189,200,478,598,127,504,1906,1540,4937,5097,10030
504031055,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,8
504031056,0,0,0,6,16,68,0,5,70,99,161,3733,3698,211,291,460,741,107,386,2918,2468,7426,7578,15008
504031057,3,0,3,8,13,60,0,0,46,80,123,3533,3640,208,256,427,670,81,385,2752,2339,6991,7281,14273
504031058,0,3,0,3,4,8,0,0,15,18,32,984,1011,59,96,180,191,27,88,792,701,2042,2095,4135
504031059,3,0,4,9,43,115,0,3,108,160,267,6825,6936,408,591,642,1311,129,549,4762,4443,12760,13824,26587
504031060,0,0,0,3,3,3,0,0,12,9,19,645,640,33,32,93,108,15,33,338,314,1122,1125,2248
504031061,0,0,0,0,3,27,0,0,19,44,64,796,797,68,66,160,195,35,122,615,504,1669,1683,3353
504031062,0,0,0,3,12,28,0,0,35,45,78,1953,1947,131,167,305,466,80,200,1714,1448,4186,4227,8413
504031063,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,6,0,6
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,3,4,12,28,0,0,39,43,80,996,981,91,107,206,257,54,161,880,716,2231,2224,4448
504031066,5,0,3,8,38,198,0,11,120,256,374,1635,1560,215,228,440,606,120,504,2058,1629,4466,4533,9002
504031067,0,0,0,0,3,17,0,0,15,21,35,1193,1209,104,107,176,307,34,131,1116,963,2618,2724,5338
504031068,0,0,0,0,3,21,0,0,18,33,48,2176,2210,84,124,218,305,47,131,1274,1134,3798,3894,7692
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,0,0,3,8,10,36,0,5,44,72,112,1714,1732,125,164,292,448,69,205,1703,1424,3898,3975,7875
505011071,0,0,3,3,22,47,0,0,51,58,108,2905,2928,153,185,302,474,71,256,1992,1707,5419,5547,10968
505011072,0,0,0,6,31,159,0,7,101,218,316,3601,3630,105,165,312,531,101,438,1728,1408,5844,6171,12019
505011073,3,0,4,9,29,107,3,3,76,144,218,2884,2902,133,170,391,560,125,361,1858,1446,5394,5438,10830
505011074,3,0,3,0,14,35,0,0,45,48,88,2095,2121,103,132,304,434,66,209,1631,1341,4203,4235,8434
505011075,0,0,5,4,12,48,0,0,52,76,123,2628,2675,72,115,208,308,53,220,1335,1115,4302,4439,8744
505011076,0,0,0,0,4,13,0,0,11,10,26,2224,2241,31,44,95,162,33,96,943,902,3326,3447,6774
505011077,0,0,3,10,30,135,3,0,90,179,273,2690,2697,188,189,389,592,106,395,2355,1951,5729,5826,11554
505011078,4,3,5,14,48,274,0,6,161,353,512,3000,3025,100,146,328,516,119,609,1520,1241,5070,5533,10603
505011079,0,0,4,0,23,69,0,0,68,98,163,2583,2596,102,126,210,390,88,280,1351,1241,4333,4628,8961
505011080,0,0,0,4,3,44,0,0,23,55,84,1887,1902,66,85,164,225,52,169,996,843,3163,3227,6390
505011081,0,0,0,5,10,34,0,0,33,56,87,1645,1644,83,88,247,364,56,183,1235,985,3271,3257,6531
505011082,6,0,0,9,13,68,3,3,56,101,158,2439,2473,75,81,196,299,60,281,1080,923,3841,4050,7893
505011083,0,0,3,0,8,59,0,0,59,81,135,2248,2283,86,88,149,272,44,230,1190,1006,3720,3879,7601
505021084,0,3,6,18,55,207,4,3,154,264,419,3028,3015,154,212,495,739,176,664,2412,1971,6258,6597,12858
505021085,4,0,5,10,14,73,5,0,60,92,157,3511,3308,310,345,620,897,121,529,3469,2697,8037,7775,15814
505021086,5,4,5,25,63,302,3,10,256,425,681,5135,5121,236,299,649,1032,202,1027,3483,3066,9706,10541,20253
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,3,0,7,15,45,244,3,17,153,312,469,2762,2786,164,207,521,886,104,647,2977,3009,6530,7534,14065
505021089,0,0,6,25,55,232,3,11,157,315,472,4698,4699,121,185,354,687,156,650,2253,2086,7580,8313,15899
505021090,3,5,8,4,26,101,3,0,103,138,240,3158,3057,273,264,576,879,106,496,3306,2815,7416,7510,14927
505021091,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,7,4,6
505021092,0,0,6,16,25,98,0,8,75,139,219,2322,2355,181,209,584,843,80,343,3323,3023,6499,6775,13276
505021093,0,0,6,3,25,98,0,3,95,129,222,3012,3050,127,141,334,474,84,392,2179,1775,5740,5827,11562
505021094,0,0,0,6,13,66,0,3,66,99,166,1651,1657,94,77,240,320,56,220,956,924,3001,3195,6197
505021095,3,0,13,18,35,165,8,9,124,230,355,1962,1933,139,178,420,669,88,473,2185,2238,4793,5494,10283
505021096,3,0,3,8,36,149,4,6,138,199,338,3052,3166,93,132,280,466,95,487,1790,1473,5313,5724,11038
505021097,3,3,6,22,83,406,14,15,264,527,796,3089,3099,156,216,470,699,177,853,2422,2250,6302,7117,13425
505031098,0,0,0,3,8,44,0,0,32,56,86,2323,2253,176,180,305,481,78,305,1931,1476,4818,4686,9508
505031099,0,0,9,7,39,172,3,5,160,240,401,3957,4021,300,434,510,941,127,589,3393,3226,8277,9208,17490
505031100,0,0,3,0,5,21,0,0,13,26,42,3100,3160,159,255,249,495,36,181,2391,2272,5944,6358,12298
505031101,0,0,3,0,0,15,0,0,13,19,30,2138,2155,178,280,339,562,32,195,2279,2004,4958,5191,10155
505031102,0,0,0,3,9,20,4,0,35,29,70,1418,1355,147,158,300,417,76,249,1533,1222,3474,3405,6882
505031103,0,0,0,9,14,83,0,0,64,111,174,5724,5739,204,243,368,660,99,460,3053,2759,9451,9853,19310
505031104,3,0,7,12,32,102,5,5,83,143,224,2035,2039,107,141,287,462,106,355,1668,1363,4207,4361,8565
505031105,4,0,3,5,32,86,0,3,68,113,184,4102,4194,169,217,368,594,104,318,2496,2189,7241,7511,14750
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
505031107,0,0,3,3,12,36,0,0,50,48,104,2819,2860,118,151,232,415,59,306,1573,1340,4808,5082,9888
505031108,0,0,4,13,54,220,3,0,146,273,417,5219,5262,279,341,648,999,194,694,3628,3112,9970,10412,20379
505031255,0,0,0,0,0,0,0,0,3,3,3,1396,1418,81,131,103,256,4,42,1267,1194,2849,3044,5898
505031256,0,0,0,0,0,0,0,0,3,4,6,159,158,22,3,30,22,3,8,129,84,340,273,619
505031257,0,0,0,0,3,7,0,0,9,8,24,585,590,41,41,120,114,25,71,422,345,1199,1163,2360
505031258,0,0,3,0,17,70,3,0,44,90,129,1646,1671,91,137,226,333,64,202,1177,1123,3212,3471,6683
506011110,0,0,10,6,53,176,5,5,139,220,363,2807,2800,352,401,712,1010,185,713,3080,2772,7143,7703,14844
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,10
506011112,0,0,0,6,9,20,0,3,16,40,50,956,953,76,97,219,288,55,131,927,743,2230,2208,4437
506011113,0,0,0,0,5,23,0,0,9,29,36,4200,4244,150,198,294,413,28,182,2365,2155,7032,7195,14222
506011114,3,0,3,0,24,103,3,0,89,136,224,1921,1905,167,193,384,504,98,368,1704,1327,4281,4298,8575
506011115,0,0,5,0,16,32,3,0,61,53,110,1866,1899,75,94,239,292,72,167,1037,813,3292,3267,6558
506011116,0,0,0,3,8,25,4,0,24,39,59,1666,1702,61,71,203,236,42,162,827,714,2800,2886,5689
506011117,0,0,3,3,8,19,3,0,27,36,60,1766,1789,115,138,234,324,50,159,1564,1409,3731,3816,7544
506021118,3,4,11,13,36,190,10,7,117,242,356,2512,2412,201,240,556,678,127,546,2691,2114,6085,5987,12073
506021119,3,0,6,17,30,143,6,8,99,192,288,2782,2712,196,237,538,703,106,426,3476,2870,7097,6950,14043
506021120,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7
506021121,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,15,3,23,12,28
506021122,0,3,4,20,67,212,3,3,172,283,458,4458,4293,341,361,838,1050,214,855,4951,3820,10800,10383,21183
506021123,0,0,10,5,25,65,3,3,75,96,174,2662,2649,179,155,498,575,76,283,3097,2433,6509,6109,12619
506031124,3,5,14,44,100,572,19,26,275,740,1018,3179,3031,188,202,533,803,217,1118,4785,3628,8912,8777,17692
506031125,0,0,0,0,9,19,0,0,22,28,53,2367,2407,54,87,145,253,40,168,1312,1276,3913,4192,8103
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,0,0,3,6,14,90,0,6,56,120,179,3660,3536,187,183,384,604,77,380,3254,2462,7564,7158,14728
506031128,0,0,3,9,43,163,3,3,108,206,316,2814,2848,141,179,410,573,130,513,2200,1701,5695,5810,11504
506031129,0,0,5,11,45,194,4,21,138,270,415,3049,3168,104,118,258,406,110,525,1727,1538,5244,5755,11005
506031130,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,8,0,11,3,18
506031131,4,0,5,6,29,103,0,3,93,141,229,4207,4348,119,160,274,522,102,397,2360,1937,7067,7362,14423
506041132,6,3,8,10,20,67,3,0,80,104,181,3626,3535,239,275,572,681,121,466,3318,2356,7884,7312,15197
506041133,0,0,0,3,26,77,4,0,61,102,160,5425,5129,191,217,310,499,87,367,3373,2465,9383,8683,18061
506041134,0,0,14,8,52,223,8,4,161,286,440,3573,3473,291,347,687,910,190,838,3147,2675,7887,8235,16122
506041135,0,0,4,0,9,39,0,0,36,51,88,4039,4037,150,221,348,563,75,269,2502,2105,7119,7209,14330
506041136,4,0,0,10,36,155,4,0,102,193,289,2709,2534,187,181,457,488,138,536,2154,1600,5647,5343,10989
506041137,3,0,5,5,38,101,3,3,124,145,269,4963,4913,257,299,571,814,161,605,3370,2744,9332,9382,18709
506051138,4,0,4,14,19,112,3,4,75,145,222,3642,3654,230,268,521,705,119,487,2772,2360,7286,7474,14757
506051139,0,0,0,11,17,49,0,0,52,75,128,2223,2271,150,212,383,527,107,324,2005,1629,4871,4964,9835
506051140,0,5,7,18,37,135,5,0,133,190,323,3558,3593,142,158,374,599,136,523,1799,1492,6005,6364,12372
506051141,0,0,3,8,42,103,5,4,103,146,252,2607,2612,129,131,295,407,113,359,1468,1185,4611,4695,9307
506061142,0,0,0,3,14,50,4,0,41,61,105,2995,3035,149,224,294,480,75,209,2230,2075,5739,6027,11768
506061143,0,0,3,0,11,17,0,0,23,25,51,1379,1399,73,55,197,172,44,92,890,768,2576,2493,5070
506061144,0,0,0,0,6,7,3,0,21,16,40,1068,937,70,44,167,139,36,89,653,424,2003,1630,3631
506071145,3,4,4,20,56,200,8,10,137,278,414,2418,2457,139,199,463,791,107,505,2531,2636,5664,6590,12253
506071146,4,0,3,18,44,227,4,13,116,292,410,2245,2290,86,126,222,434,107,488,2046,1558,4710,4895,9605
506071147,0,0,4,17,40,148,6,12,109,211,317,3305,3326,194,191,489,732,119,427,2886,2402,6997,7076,14080
507011148,0,0,4,4,12,51,0,6,32,75,107,3705,3799,119,188,250,455,50,216,2133,1978,6259,6639,12903
507011150,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,6
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,0,3,0,17,32,3,0,49,53,100,2009,2002,79,104,255,292,60,211,1136,1054,3536,3662,7202
507011153,3,0,6,14,5,61,3,3,28,82,113,1398,1393,83,124,327,434,69,259,1408,1237,3293,3440,6736
507011154,5,0,11,9,47,156,7,6,114,195,312,1621,1620,148,170,440,599,141,469,1925,1629,4281,4490,8769
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,12,8,13
507011158,0,0,0,0,0,3,0,0,10,6,11,603,610,14,20,66,82,7,32,292,321,976,1061,2036
507011159,0,0,4,10,24,102,4,0,63,135,201,2139,2128,153,182,355,486,82,338,2036,1692,4769,4824,9596
