SA2_MAINCODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
507041183,0,169,9,0,0,4,187,0,84,3,10,0,3,101,15,86,20,3,0,0,118,55,30,42,0,3,0,133,33,8,33,0,3,0,81,31,0,14,0,0,0,50,8,0,4,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,20,3,0,0,3,34,149,413,128,13,10,16,730,0,72,7,0,0,4,84,0,124,0,0,0,4,124,0,99,4,9,0,0,117,3,47,9,4,3,0,62,9,7,4,0,0,0,21,4,14,8,3,0,0,34,59,4,48,0,4,0,120,64,0,43,0,3,0,112,23,0,8,0,0,0,30,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507041184,0,0,7,0,0,8,19,3,0,0,0,0,0,3,0,0,5,0,0,0,5,5,0,4,0,0,0,11,0,0,3,0,0,0,3,5,0,0,0,0,0,8,32,0,24,0,0,0,52,26,0,13,0,0,0,41,6,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,12,78,0,65,0,7,8,156,0,0,22,0,0,9,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,5,3,0,4,0,0,0,5,9,0,13,0,0,0,29,47,0,14,0,0,0,63,34,0,9,0,0,0,38,8,0,0,0,0,0,8,3,0,8,0,0,0,11,0,0,0,0
507051185,0,0,14,0,0,14,32,0,0,0,0,0,0,0,0,0,11,0,9,0,20,7,0,16,0,6,0,37,4,0,8,0,0,0,18,74,0,30,0,0,0,106,35,0,9,0,0,0,41,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,3,96,4,22,15,262,0,3,24,0,9,15,51,0,3,3,0,3,0,9,0,0,7,0,7,0,15,0,0,7,0,11,0,20,0,0,11,0,26,0,37,3,0,20,0,16,0,40,83,0,72,3,4,0,162,491,0,126,0,4,3,624,52,0,14,0,3,0,76,8,0,3,0,0,0,8,5,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0
507051186,0,45,15,0,0,11,73,0,25,8,0,0,3,37,60,43,77,0,0,0,179,264,7,149,0,11,0,435,37,0,25,0,3,0,67,14,0,3,0,0,0,21,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,10,0,0,0,23,384,134,285,3,24,18,843,0,16,11,0,0,4,36,0,35,3,0,0,0,34,0,42,20,0,0,0,67,6,14,36,0,0,3,59,13,16,36,0,3,0,74,108,3,88,0,8,0,208,209,0,105,0,8,0,329,21,0,14,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051187,3,16,7,4,0,8,35,0,14,0,0,0,0,21,7,15,23,0,30,0,75,140,15,84,0,26,0,267,194,0,67,0,8,0,272,227,0,41,0,6,0,278,13,0,3,0,0,0,15,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,3,5,3,0,0,20,605,67,240,4,73,11,993,3,9,6,3,0,3,24,0,21,0,3,0,0,24,3,27,9,0,3,0,38,3,9,15,0,9,0,38,5,10,10,0,26,0,50,23,5,45,0,10,0,77,349,0,117,0,13,0,485,306,0,63,0,3,0,382,12,0,10,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
507051188,4,78,43,12,9,23,175,17,37,11,0,12,4,75,278,42,231,5,81,12,648,335,13,205,0,44,0,589,82,0,39,0,7,0,128,82,0,28,0,0,0,111,32,0,8,0,0,0,38,8,0,4,0,0,0,9,0,0,3,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,12,15,17,3,11,3,59,854,183,592,25,160,45,1852,3,43,40,7,10,20,118,0,78,3,13,0,0,101,16,56,47,8,26,3,147,106,28,98,3,18,5,256,100,8,95,0,48,5,262,240,7,153,0,34,6,436,359,3,123,0,14,3,507,252,4,69,0,11,0,335,48,0,15,0,0,0,66,18,0,7,0,0,0,22,4,0,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,54,19,0,0,10,79,13,11,14,0,0,0,42,174,9,134,0,16,8,338,246,3,136,0,18,0,395,84,0,35,0,4,0,122,57,0,18,0,0,0,75,19,0,3,0,0,0,16,5,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,8,28,600,86,368,3,33,21,1113,0,29,21,0,0,17,64,0,39,0,0,0,0,46,11,15,33,0,0,0,58,55,6,60,0,8,0,129,74,0,50,0,21,0,153,164,0,82,0,8,3,260,259,0,117,0,10,0,383,146,0,44,0,0,0,194,14,0,3,0,0,0,11,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051191,3,0,13,0,3,7,26,0,0,3,0,0,0,4,16,0,21,0,8,0,47,85,3,57,0,14,0,154,48,0,25,0,0,0,80,180,0,45,0,0,0,219,48,0,13,0,0,0,64,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,11,374,0,189,0,32,15,613,0,0,8,0,0,7,19,0,0,3,0,0,0,3,3,0,12,0,3,0,18,6,0,18,0,3,0,31,13,5,18,0,21,0,55,51,0,36,0,18,0,103,217,0,97,0,11,0,327,397,0,86,0,9,0,491,77,0,16,0,0,0,90,16,0,0,0,0,0,16,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
507051192,0,30,7,0,0,19,58,0,34,0,0,0,0,32,22,43,38,0,19,0,121,302,11,136,3,18,0,473,90,0,34,0,3,0,126,85,0,22,0,3,0,106,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,10,3,5,5,0,0,0,20,512,129,258,3,38,23,962,0,10,10,0,0,13,29,0,38,0,0,0,0,38,3,45,10,0,0,0,60,4,29,25,0,14,0,75,6,4,35,0,10,0,64,80,14,61,0,16,0,167,343,4,109,0,16,7,474,127,0,46,0,4,0,184,10,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
507051193,3,50,15,3,0,10,71,0,36,5,0,0,3,41,15,48,59,3,21,3,141,367,18,173,0,15,5,582,143,0,62,0,5,0,216,63,0,17,0,3,0,78,5,0,7,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,10,9,6,5,0,0,0,27,607,162,345,7,47,22,1182,4,17,8,0,0,12,46,0,38,0,0,0,0,35,3,48,12,0,3,0,66,13,16,36,3,0,0,66,8,4,32,0,12,0,65,77,14,94,0,6,7,197,392,0,136,0,11,0,539,82,0,21,0,3,0,110,9,0,0,0,0,0,10,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
509011225,4,115,33,42,19,33,245,13,70,12,16,7,0,114,145,86,129,23,27,0,422,458,15,176,5,24,3,672,110,0,49,0,3,0,157,102,0,29,0,7,3,140,31,0,10,0,0,0,45,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,14,12,21,18,7,6,0,63,885,314,454,97,94,46,1886,3,48,41,9,20,40,159,0,89,11,15,3,0,120,17,116,50,54,23,6,268,64,46,75,21,24,3,234,80,13,80,3,9,0,183,297,5,112,3,10,3,428,356,0,117,5,16,0,491,117,0,28,3,3,0,159,12,0,3,0,3,0,14,5,0,0,0,0,0,7,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0
509011226,4,0,37,0,16,28,82,9,0,9,0,3,0,28,13,0,33,0,0,0,54,11,0,18,0,0,0,30,3,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,0,4,0,16,47,0,119,0,29,28,227,0,0,31,0,16,26,70,3,0,7,0,0,0,7,12,0,32,0,4,0,45,12,0,19,0,0,0,35,3,0,11,0,0,0,18,7,0,13,0,3,0,22,7,0,8,0,0,0,12,7,0,3,0,0,0,14,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509011227,0,3,7,0,0,6,17,0,9,0,0,4,0,16,9,15,24,3,4,0,53,58,5,40,0,0,0,101,24,0,9,0,0,0,32,56,0,6,0,0,0,57,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,159,26,87,4,11,12,297,0,4,12,0,3,11,31,0,9,0,0,0,0,13,0,14,5,0,0,0,30,0,20,9,5,3,0,37,8,9,8,0,0,0,23,40,0,21,3,0,0,67,87,0,24,0,0,0,113,48,0,3,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509011228,3,18,27,3,11,21,86,3,15,14,7,0,0,40,39,17,49,9,8,0,129,101,7,66,0,10,0,186,19,0,18,0,0,0,34,3,0,7,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,23,170,65,185,23,41,25,510,0,11,21,0,9,26,66,3,18,9,0,0,0,32,10,28,19,9,13,0,74,14,17,41,6,8,0,88,36,0,30,0,8,0,76,89,0,32,0,4,0,126,69,0,24,0,3,0,103,18,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
509011229,0,18,39,3,68,49,177,3,15,12,3,15,0,47,9,18,29,3,12,0,64,3,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,6,0,18,0,30,13,54,95,9,116,50,339,0,6,19,0,59,49,137,0,14,10,4,5,0,33,3,21,32,3,13,0,79,13,8,10,0,10,0,40,4,0,8,0,3,0,19,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509011230,10,35,21,7,31,26,120,26,24,18,3,10,0,74,52,45,67,0,16,0,180,21,4,17,0,0,0,43,5,0,3,0,0,0,17,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,23,118,112,139,9,62,32,477,0,12,18,4,18,23,84,3,19,0,3,7,0,38,54,48,32,5,16,0,154,60,32,37,0,14,0,149,14,5,23,0,3,0,43,26,0,7,0,3,0,42,10,0,10,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509011231,0,13,58,8,68,68,216,8,15,27,0,13,0,64,10,21,58,3,25,0,115,0,3,5,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,13,0,37,19,52,162,10,120,68,440,0,11,43,8,59,50,174,0,19,6,3,10,0,37,12,18,45,3,19,0,101,17,12,29,0,9,0,64,7,0,16,0,4,0,27,3,3,8,0,0,0,14,0,0,4,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509011232,0,0,6,0,0,4,14,0,0,0,0,0,0,4,3,0,18,0,11,0,36,17,0,19,0,3,0,41,15,0,7,0,0,0,24,9,0,3,0,0,0,16,3,0,3,0,0,0,3,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,53,0,68,0,23,5,151,0,0,10,0,0,7,18,0,0,0,0,0,0,0,0,0,9,0,14,0,20,5,0,15,0,8,0,26,0,0,17,0,0,0,18,9,0,15,0,0,0,27,29,0,15,0,0,0,39,15,0,6,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509011233,0,91,28,0,0,21,138,7,44,3,0,6,0,65,30,86,73,7,15,0,207,127,13,100,0,7,0,244,26,3,17,0,0,0,45,25,0,8,0,3,0,33,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,10,4,0,4,3,32,220,264,234,8,44,29,796,0,35,17,3,6,10,67,0,62,0,16,0,0,77,4,95,19,3,3,0,121,15,48,37,8,13,0,124,22,8,47,6,4,0,84,100,11,57,3,15,0,188,124,3,52,0,3,3,182,67,0,14,0,0,0,83,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509011234,0,11,45,4,26,31,109,11,9,11,0,3,0,34,46,8,45,0,14,0,120,45,0,12,0,3,0,59,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,14,114,32,121,9,46,31,347,0,4,31,4,28,27,97,4,6,3,0,3,0,13,18,16,24,7,10,0,70,63,0,33,5,11,0,108,46,6,9,0,5,0,67,35,0,3,0,0,0,42,7,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,3,18,0,15,23,55,0,0,0,0,0,0,5,5,0,25,0,4,0,31,7,0,10,0,3,0,20,6,0,9,0,0,0,17,3,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,29,7,63,0,23,22,147,0,0,9,0,8,24,43,0,0,5,0,3,0,8,0,10,8,0,3,0,22,3,0,6,0,0,0,9,3,0,0,0,6,0,7,3,0,3,0,0,0,7,3,0,21,0,0,0,31,14,0,15,0,0,0,32,12,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021237,0,28,38,19,52,36,172,0,26,23,0,11,0,68,10,7,36,5,10,0,67,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,4,28,8,68,112,26,85,41,343,0,18,33,16,45,31,143,0,23,8,6,3,0,43,4,30,35,3,10,0,91,12,17,32,0,8,0,74,7,0,8,0,3,0,19,5,0,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021238,0,31,46,7,82,50,213,4,30,17,8,11,3,73,4,17,58,0,16,3,92,6,3,11,3,4,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,0,13,0,26,20,82,136,14,124,59,438,0,10,38,4,56,32,151,0,30,12,6,6,0,54,10,30,45,12,22,3,117,13,20,40,0,11,0,85,5,0,14,0,0,0,19,0,0,11,0,0,0,12,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
509021239,3,7,49,4,56,69,190,3,9,10,0,12,0,32,16,10,77,0,27,0,142,67,5,75,0,21,3,173,18,0,22,0,3,0,47,10,0,7,0,0,0,21,3,0,0,0,0,0,7,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,15,0,16,0,37,130,35,269,4,140,72,657,0,8,47,3,58,56,168,0,3,5,0,9,0,15,6,8,28,3,17,0,62,18,24,35,3,12,0,97,21,7,40,0,11,0,81,39,4,39,0,7,3,87,67,3,38,0,0,0,108,21,3,14,0,9,0,47,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0
509021240,3,52,55,13,76,50,247,13,50,23,4,23,0,108,11,38,70,0,28,0,152,6,3,21,0,3,0,33,0,0,9,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,4,0,20,3,31,36,153,186,17,155,58,600,0,23,36,14,63,22,154,4,29,8,7,12,0,53,3,51,35,10,48,0,143,5,25,57,0,17,0,102,8,3,27,0,0,0,34,4,0,16,0,3,0,29,3,0,8,0,4,0,13,6,0,8,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
