SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
507011153,26,7,4,0,35,29,8,6,4,44,47,18,3,3,69,28,18,3,0,44,16,13,0,0,25,12,3,0,0,13,9,0,3,0,10,0,0,0,0,0,26,13,3,3,49,4,0,0,0,3,242,118,34,12,404
507011154,38,18,9,0,60,41,19,3,0,65,67,28,6,6,103,40,21,0,0,63,17,20,5,0,40,12,3,3,0,20,6,0,0,0,5,3,0,0,0,4,43,14,5,3,67,6,3,0,0,12,360,161,50,12,588
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,0,0,0,0,7,0,0,0,7,3,3,0,0,9,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,8,5,0,40
507011159,27,19,3,3,43,29,19,8,3,60,64,26,6,0,102,32,20,8,0,65,23,5,3,0,40,15,7,0,0,21,3,4,0,0,10,3,3,0,0,4,31,20,6,0,54,3,0,0,7,13,295,157,46,20,521
507011160,30,16,4,0,50,38,9,6,0,58,54,21,6,0,82,34,7,4,0,49,24,11,0,0,30,4,4,0,0,16,3,6,0,0,11,3,0,3,0,7,20,15,3,3,37,9,6,0,0,14,287,125,43,13,467
507011161,28,14,8,0,55,17,13,6,3,44,50,34,10,0,96,30,27,10,0,61,31,18,4,0,50,8,4,0,0,13,6,10,0,0,12,0,7,0,0,13,13,14,3,3,29,5,3,0,0,12,256,177,50,17,502
507011163,18,8,0,0,27,22,3,4,3,38,42,12,4,3,62,20,12,3,0,35,18,4,0,3,28,10,6,4,0,17,3,0,0,0,3,0,4,0,0,3,17,6,4,0,30,0,3,0,0,3,186,82,34,12,319
507011259,21,10,3,0,32,14,5,4,3,29,35,15,5,3,59,23,14,3,0,42,14,5,3,0,30,9,0,0,0,9,0,3,0,0,4,3,3,0,0,9,11,9,3,0,21,7,0,0,0,6,166,102,37,12,315
507011260,3,0,0,0,3,5,3,0,0,11,0,9,4,0,13,4,7,0,0,12,6,3,0,0,7,0,3,0,0,6,3,4,0,0,3,0,0,0,0,0,0,7,0,0,8,0,0,0,0,3,33,33,4,0,73
507021164,12,6,0,0,23,8,5,0,0,19,13,8,4,0,25,21,8,4,0,36,17,4,6,0,30,3,0,0,0,7,4,9,0,0,12,5,0,3,0,10,11,9,3,0,23,3,0,0,0,3,135,69,19,0,231
507021165,33,15,3,0,47,39,7,4,0,47,67,16,7,0,89,29,18,0,0,50,26,17,0,0,45,7,0,0,0,14,14,7,0,0,18,8,0,0,0,11,42,22,13,0,76,3,0,0,0,5,347,130,32,5,517
507021166,28,12,3,0,51,33,12,6,3,56,94,31,3,3,129,54,16,7,0,75,37,7,3,0,54,17,10,0,0,28,6,3,0,0,17,9,5,3,0,14,44,20,5,4,81,4,3,0,0,13,425,179,43,19,662
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,23,16,6,0,54,26,15,13,6,64,61,27,9,4,105,18,22,11,0,46,22,18,5,3,46,13,7,0,7,21,4,4,3,0,7,0,3,0,0,6,12,14,11,3,39,5,0,0,0,3,252,182,75,36,551
507031170,30,18,14,5,65,27,10,9,7,51,51,17,6,3,81,19,15,0,0,38,12,5,0,0,25,7,3,0,0,11,0,0,0,0,3,0,0,0,0,0,19,13,3,5,35,0,3,0,3,6,262,132,58,31,482
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,42,10,11,3,71,52,24,3,5,77,66,33,9,3,107,40,15,3,0,60,24,14,3,0,38,7,3,0,0,11,4,3,0,0,6,3,0,0,0,3,22,22,0,3,47,8,0,3,0,12,361,205,71,29,663
507031261,6,6,3,0,16,5,0,0,0,10,15,7,8,0,35,10,9,0,0,16,10,5,0,0,14,6,0,0,0,5,7,0,0,0,7,3,0,0,0,3,9,6,3,0,26,4,0,0,0,4,92,47,21,5,159
507041175,11,5,0,0,17,6,12,3,0,19,57,17,3,3,80,27,16,3,0,47,25,13,3,0,40,9,6,0,0,12,13,8,0,0,22,9,3,0,0,11,17,22,7,0,48,3,5,0,0,9,216,119,26,10,364
507041176,0,0,0,0,3,5,0,0,0,6,15,6,3,0,25,12,5,3,0,23,5,4,0,0,16,9,0,0,0,13,3,0,0,0,7,3,0,0,0,7,7,3,0,0,8,0,0,0,0,0,78,37,15,5,133
507041177,32,11,3,0,43,35,9,4,0,55,72,34,9,0,116,55,25,4,0,83,43,16,0,0,64,7,3,0,0,14,13,7,0,0,22,4,3,0,0,9,32,23,4,0,62,3,4,0,0,9,350,165,38,9,560
507041178,17,6,0,0,29,22,7,0,0,33,52,22,3,3,81,55,17,3,0,82,38,19,0,0,52,13,4,0,0,16,11,17,0,0,22,7,8,0,0,13,21,16,6,0,32,3,3,7,0,6,287,142,29,6,474
507041179,9,3,0,0,16,11,6,0,0,13,21,22,3,0,44,16,12,0,0,31,18,6,3,0,30,11,3,0,0,13,4,7,0,0,11,3,3,0,0,5,3,11,3,0,15,3,0,0,0,3,124,97,20,3,243
507041180,12,5,3,0,19,23,7,0,0,34,34,12,9,0,57,20,21,0,0,40,19,9,0,0,34,14,5,3,0,23,10,8,0,0,18,4,0,0,0,11,9,17,4,0,36,4,0,0,0,4,173,109,31,8,320
507041181,25,11,4,0,50,29,12,3,0,48,52,37,4,0,99,40,33,10,0,77,40,17,0,0,61,10,3,0,0,18,11,6,3,0,21,9,12,7,0,27,28,23,6,0,63,12,0,0,0,12,310,194,43,4,557
507041182,22,7,0,0,31,19,13,0,0,34,47,29,3,0,82,32,20,3,0,56,29,14,0,0,43,10,5,0,0,13,7,10,0,0,18,4,3,0,0,9,19,14,3,0,33,4,0,0,0,3,230,126,22,7,392
507041183,16,7,4,0,28,19,3,3,0,26,32,15,9,0,54,21,8,3,0,34,8,7,0,0,14,3,4,0,0,10,4,0,3,0,7,0,3,0,0,4,9,13,8,3,34,6,0,0,0,10,166,86,39,8,301
507041184,6,0,0,0,9,3,4,3,0,13,15,12,4,0,30,7,15,5,0,26,6,8,0,0,14,3,0,0,0,7,3,3,0,0,14,3,0,0,0,4,7,8,3,0,22,0,0,0,0,0,83,60,27,7,174
507051185,43,46,22,4,118,38,31,16,4,93,91,72,24,7,201,49,35,21,0,104,30,31,13,3,77,12,16,8,0,32,10,11,5,4,23,6,5,0,0,14,35,25,16,8,81,9,0,3,0,15,493,368,155,48,1067
507051186,14,16,13,4,48,31,9,5,4,52,52,22,4,3,81,44,13,3,0,59,9,4,0,0,16,10,0,0,0,13,3,3,0,0,9,0,3,0,0,5,22,11,6,5,49,11,0,0,0,12,300,139,55,33,527
507051187,17,22,12,11,62,19,21,14,10,63,62,51,12,12,140,31,24,3,3,59,22,23,3,3,48,6,6,0,0,9,4,4,3,0,17,0,0,0,0,0,16,22,13,7,47,3,3,0,0,9,284,240,93,52,670
507051188,42,17,12,0,72,41,14,0,3,63,77,30,15,0,118,43,13,8,0,62,23,10,3,0,40,8,8,0,0,19,11,5,0,0,20,10,0,0,0,6,45,17,4,3,70,14,0,3,0,16,465,181,51,16,716
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,21,15,5,3,43,27,7,0,0,40,42,17,0,4,66,27,14,3,0,45,17,9,3,0,33,8,0,0,0,12,8,3,0,0,13,6,3,3,0,7,17,15,5,4,49,3,0,3,0,10,263,144,51,18,478
507051191,27,33,8,7,75,20,29,7,4,62,69,52,14,10,147,33,31,7,0,69,19,18,3,0,47,12,10,3,0,27,10,3,3,0,12,4,0,0,0,6,15,26,7,3,57,10,3,0,0,10,309,288,101,35,732
507051192,24,21,8,3,61,34,27,16,4,78,62,24,14,8,112,31,22,9,3,64,13,15,3,4,34,10,3,3,0,16,4,3,3,0,12,4,4,0,0,10,25,15,13,0,45,6,3,0,0,7,327,173,84,30,617
507051193,33,26,12,3,68,25,21,5,4,60,67,25,18,3,112,29,16,4,0,50,15,9,3,0,27,13,7,0,0,18,8,0,0,0,11,5,0,0,0,5,17,22,6,0,46,6,3,0,0,14,298,178,63,25,558
509011225,56,19,14,7,92,36,15,7,3,57,75,21,13,11,115,37,22,3,3,61,12,3,4,0,25,3,3,0,0,9,0,3,0,0,3,3,3,3,0,7,22,17,9,0,54,9,0,0,0,12,330,166,62,30,585
509011226,4,0,0,0,3,8,3,0,0,7,14,3,0,0,17,7,3,4,0,13,4,4,0,0,7,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,4,0,5,0,0,0,0,3,54,24,19,3,95
509011227,12,8,5,0,18,17,3,3,0,18,30,5,7,7,49,13,3,0,4,19,9,7,0,0,16,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,8,7,5,0,18,4,0,0,0,4,106,69,30,10,210
509011228,10,14,3,0,22,14,9,0,0,26,25,3,3,0,29,5,6,3,0,9,3,0,0,0,6,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,9,4,6,0,25,0,0,0,0,3,113,62,22,6,206
509011229,0,7,0,0,12,3,4,0,0,5,6,0,0,0,8,7,0,0,0,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,9,0,3,0,0,3,35,25,6,3,73
509011230,12,8,3,3,32,5,0,3,0,10,13,5,0,3,22,4,0,0,0,6,4,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,3,9,3,22,0,8,0,0,9,77,41,22,15,159
509011231,9,5,0,0,11,5,3,0,0,8,16,3,0,0,21,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,0,3,0,12,68,24,15,6,119
509011232,3,7,0,0,6,10,0,0,0,10,22,4,0,0,26,9,0,0,0,10,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,53,18,6,3,86
509011233,30,21,7,3,64,24,16,4,4,54,46,29,6,6,85,22,15,7,0,35,13,5,0,0,20,0,0,0,0,3,0,0,0,0,5,0,4,0,3,8,15,17,6,0,37,4,5,0,0,13,225,159,51,25,453
509011234,15,6,3,0,28,14,3,0,0,19,18,10,3,0,30,9,0,5,0,15,3,0,0,0,5,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,9,6,3,0,16,7,0,0,0,9,107,49,17,9,187
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,11,3,0,0,13,4,4,0,0,14,7,3,0,0,11,4,0,3,0,6,7,6,0,0,12,0,3,0,0,6,3,0,0,0,8,0,0,0,0,0,5,3,0,3,11,0,0,0,0,0,66,32,11,5,113
509021237,13,3,4,3,30,7,4,0,0,16,14,8,0,0,20,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,5,3,0,18,0,0,0,0,0,78,41,17,10,141
509021238,3,7,0,0,11,7,8,3,0,15,10,3,0,0,15,3,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,14,0,0,3,0,3,61,34,15,6,126
509021239,15,8,3,0,24,16,3,7,0,27,27,10,3,3,41,7,3,0,0,10,12,0,0,0,11,4,0,0,0,4,0,3,0,0,7,0,0,0,0,0,11,13,4,3,29,4,0,0,0,9,144,62,26,15,236
509021240,4,0,3,0,13,17,3,0,0,19,13,4,7,0,24,8,0,0,0,8,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,3,0,0,6,10,4,8,3,24,3,0,0,0,8,86,36,25,16,162
509021241,7,6,3,3,19,3,0,0,0,3,23,4,0,0,28,6,4,3,0,14,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,9,7,3,0,0,6,75,32,14,5,129
509021242,6,0,0,0,9,4,0,0,0,4,5,4,0,0,4,6,0,0,0,8,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,0,0,5,3,3,0,0,4,57,15,8,3,89
509021243,23,11,7,4,45,32,15,4,3,58,48,20,3,8,86,16,8,3,3,31,23,9,4,0,32,6,3,0,0,14,3,6,0,0,10,6,0,0,0,9,29,10,6,3,46,0,5,0,0,13,255,154,52,32,491
509021244,6,9,3,0,13,10,3,0,0,15,11,9,3,0,23,10,0,0,0,10,9,3,0,0,12,3,0,0,0,3,4,0,0,0,6,0,0,0,0,3,13,4,0,0,22,5,0,0,0,5,88,43,13,4,146
509021245,10,7,3,5,29,12,3,4,0,22,15,5,3,0,25,6,8,0,0,18,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,6,3,3,19,0,0,0,0,3,99,51,17,9,179
509031246,8,3,3,3,17,9,3,0,3,16,10,3,0,0,17,5,3,0,0,7,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,3,7,3,0,0,0,3,63,23,8,17,117
509031247,0,8,0,0,14,3,7,0,3,15,8,3,0,0,10,8,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,50,24,3,5,87
509031248,9,4,0,0,7,12,0,0,0,8,10,3,3,0,21,13,4,0,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,3,0,0,0,3,58,20,10,3,94
509031249,24,5,3,0,40,11,4,0,3,19,21,11,0,4,38,11,7,0,0,22,11,4,0,0,11,5,0,0,0,7,4,0,0,0,4,0,0,0,0,0,10,10,0,0,19,7,0,3,3,11,127,60,15,16,217
509031250,11,3,4,0,18,16,3,0,3,17,14,3,4,3,22,11,0,0,0,8,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8,4,0,0,0,4,81,30,21,8,131
510011262,32,6,11,3,62,21,6,3,4,36,53,25,9,11,91,38,22,0,5,64,20,17,3,0,36,12,3,0,0,21,3,0,0,0,6,3,3,0,0,11,30,19,11,10,71,12,6,12,3,35,294,159,81,48,577
510011263,27,9,8,5,48,9,13,0,0,26,16,14,5,5,42,20,6,3,0,25,9,4,0,0,13,3,3,0,0,5,9,0,0,0,7,0,0,0,0,0,14,8,9,22,54,10,6,4,0,18,209,106,62,51,432
510011264,7,5,3,4,14,5,3,0,5,14,10,10,3,3,20,5,5,0,0,6,3,0,3,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,7,7,24,8,0,0,0,7,82,39,40,25,187
510011265,11,7,3,0,21,22,6,3,7,35,18,23,11,4,53,14,6,0,4,21,11,7,0,0,17,3,0,0,0,6,0,3,0,0,6,0,0,0,0,3,15,10,8,14,45,10,6,10,3,30,138,102,51,37,327
510011266,7,6,0,0,18,9,11,3,0,27,4,3,0,3,15,7,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,3,0,0,0,3,68,39,21,13,142
510021267,6,3,0,0,6,0,3,3,0,11,6,8,0,0,11,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,6,4,0,6,14,48,20,17,16,110
510021268,0,0,0,0,3,0,0,0,0,3,6,3,0,0,9,12,3,3,0,12,6,3,3,0,13,3,0,0,0,3,4,0,0,0,6,7,0,0,0,7,3,0,0,0,4,3,0,0,0,0,41,13,11,0,72
510021269,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,4,3,0,0,8,3,4,3,0,13,4,0,0,0,3,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,50,18,8,0,69
510021270,14,8,0,4,28,11,9,0,0,21,20,13,6,0,40,22,8,3,0,31,13,13,8,0,31,8,0,0,0,8,8,4,0,0,14,6,0,3,0,15,15,4,5,0,19,7,0,0,0,6,158,89,35,15,296
510031271,0,3,0,0,4,4,3,0,0,6,6,6,3,0,12,6,6,0,0,16,11,4,4,0,24,8,0,0,0,9,7,0,0,3,9,0,0,0,0,5,5,3,3,0,7,4,3,0,0,3,76,32,18,7,136
510031272,15,3,4,8,31,12,5,0,0,23,21,16,3,3,47,26,11,5,3,50,29,11,7,3,46,9,3,0,0,14,18,11,0,4,29,6,4,0,0,17,14,7,7,10,38,5,7,0,0,13,219,108,37,33,402
510031273,3,6,0,0,13,3,0,0,0,3,10,3,3,3,15,5,5,0,0,14,11,3,0,0,15,3,0,0,0,3,4,3,0,0,10,0,0,0,0,3,3,4,3,0,11,0,0,0,0,6,64,41,15,8,134
511011274,26,21,4,7,56,21,14,4,4,44,64,14,3,11,91,20,10,4,4,36,14,9,3,0,19,8,0,0,0,5,3,6,0,0,8,3,3,0,0,6,14,12,3,0,29,15,4,3,4,19,240,141,41,26,452
511011275,8,3,0,0,12,10,0,0,0,8,4,0,0,0,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,3,0,0,3,8,0,3,0,0,3,41,18,5,3,69
511021276,7,4,5,0,23,9,7,3,0,19,20,3,0,4,27,12,6,0,0,22,3,7,0,0,8,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,10,3,6,8,19,11,3,3,0,19,117,53,21,18,217
511021277,12,0,3,0,11,4,3,0,0,5,10,5,0,0,16,3,6,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,3,0,11,3,3,0,0,6,61,32,14,3,111
511031278,22,5,9,0,37,21,7,3,3,36,30,13,3,3,46,15,4,4,0,29,18,6,3,0,24,6,5,0,0,7,3,7,0,0,10,0,0,0,0,3,12,5,6,3,27,3,0,6,0,8,180,90,38,22,318
511031279,14,6,3,4,33,29,9,6,3,45,41,19,13,3,74,30,12,3,3,50,25,10,3,0,36,10,7,0,0,17,10,5,0,0,16,3,3,0,0,3,9,10,4,3,30,8,3,0,0,14,232,122,45,21,433
511031280,3,8,0,0,18,9,3,4,0,13,29,14,3,0,45,12,13,5,0,31,18,11,0,0,27,11,0,0,0,11,3,4,0,0,5,0,0,0,0,3,6,8,4,3,24,3,3,0,0,9,129,77,30,11,247
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,11,6,5,0,23,6,3,3,0,14,16,4,3,3,21,11,3,0,0,15,12,0,3,0,13,3,0,0,0,3,3,7,0,0,11,7,0,0,0,7,3,3,0,0,9,7,3,3,0,13,97,51,22,6,184
511031283,6,10,0,0,10,7,3,0,0,10,9,8,0,0,17,9,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,9,11,5,6,26,18,10,3,3,30,96,56,19,13,187
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,40,16,10,0,62,32,9,8,4,53,73,23,13,5,116,33,16,3,0,49,24,10,3,0,35,3,8,0,0,12,7,0,0,0,6,3,0,0,0,5,28,16,6,7,50,9,3,0,5,21,350,162,65,29,606
511041286,22,7,8,3,43,21,7,3,6,35,34,19,9,8,65,19,12,5,3,36,8,3,3,0,17,0,4,0,0,3,4,3,0,0,11,0,0,0,0,0,16,14,7,17,56,8,7,4,5,26,203,125,61,47,431
511041287,15,12,4,4,38,14,8,5,4,34,27,11,3,4,43,24,10,4,0,35,6,13,0,0,18,7,0,0,0,4,0,0,0,0,4,0,0,0,0,0,12,12,5,0,27,4,0,0,0,3,134,86,43,21,285
511041288,14,13,9,3,38,15,8,4,5,35,39,31,7,0,80,20,15,4,3,44,16,9,4,0,28,3,3,0,0,7,9,3,0,0,8,4,0,0,0,3,19,10,3,0,35,3,4,3,0,7,201,137,45,18,404
511041289,5,0,3,0,9,5,3,0,0,14,10,3,3,0,17,5,3,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,58,36,8,3,107
511041290,9,0,3,3,10,3,3,0,0,9,7,4,3,0,12,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,4,0,0,0,7,42,21,14,13,95
511041291,5,0,0,4,8,6,0,0,0,6,15,0,0,0,15,4,0,4,0,10,4,0,0,0,8,0,0,0,0,0,5,0,0,0,4,3,0,0,0,3,3,11,3,3,14,0,0,0,0,3,64,30,12,6,114
511041292,11,3,3,0,16,6,4,5,0,16,20,9,3,0,37,10,7,0,0,14,7,3,0,0,15,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,9,4,3,0,16,0,0,0,0,3,103,46,15,6,176
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601011001,39,36,17,10,106,40,20,8,4,81,51,38,12,6,109,16,5,0,4,17,3,6,0,3,9,0,0,0,0,0,3,3,7,0,11,0,0,0,0,0,20,21,8,11,60,13,11,3,0,35,330,228,107,62,732
601011002,25,9,0,0,37,21,12,5,0,45,35,18,0,3,53,9,10,0,0,17,4,3,0,0,4,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,9,3,0,0,16,3,0,0,0,4,149,93,20,8,271
601011003,7,5,0,0,16,12,8,6,4,28,16,13,3,3,37,6,3,0,0,13,3,9,0,0,16,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,5,3,0,0,12,0,0,0,0,0,83,45,17,8,150
601021004,13,6,3,0,20,18,10,4,0,30,33,21,4,0,64,21,3,0,0,26,10,3,0,3,21,8,3,0,0,8,0,4,0,0,7,0,0,0,0,3,21,7,4,0,35,0,0,0,0,0,151,73,18,4,256
601021005,12,3,3,3,22,10,5,0,3,26,32,24,4,3,61,11,22,0,0,32,10,9,0,0,23,6,3,0,0,10,0,4,0,0,5,3,0,0,0,4,14,15,5,0,36,0,0,0,0,0,123,96,21,14,254
601021006,3,3,0,0,7,12,10,3,0,24,28,3,3,0,33,10,4,0,0,17,5,3,0,0,7,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,12,0,0,17,3,0,0,0,6,82,49,14,3,146
601021007,18,11,4,0,35,32,15,0,0,44,46,26,10,3,83,25,21,0,4,52,32,4,0,0,40,4,4,0,0,6,3,3,0,0,6,4,0,0,0,6,23,16,5,3,46,3,3,0,0,10,214,126,33,12,387
601021008,22,14,3,0,36,21,6,0,3,29,39,18,5,4,67,24,15,3,0,41,10,7,0,0,23,6,3,0,0,7,5,0,0,0,6,0,0,0,0,0,14,13,6,0,23,3,0,0,0,3,162,74,23,7,275
601021009,17,9,9,0,48,24,17,9,6,50,39,20,3,3,69,19,10,3,0,37,6,3,0,0,7,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,20,12,3,3,30,7,7,0,0,11,205,115,45,19,389
601021010,18,10,3,0,27,16,10,0,0,28,21,12,4,3,39,5,4,4,0,13,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,3,0,0,4,111,67,23,13,203
601021011,23,25,8,4,66,39,24,13,4,75,56,16,10,4,81,20,15,5,4,38,12,3,0,0,15,0,4,0,0,4,3,0,0,0,3,3,0,0,0,3,15,17,6,4,44,11,0,0,0,16,272,155,73,31,536
601021012,15,4,0,0,18,7,4,4,0,14,12,7,0,0,22,14,8,0,0,19,6,5,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,16,0,0,0,0,0,80,38,10,3,131
601031013,12,7,0,0,21,15,10,0,3,30,20,4,6,0,33,11,7,0,0,16,8,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,7,5,0,22,0,0,0,0,0,95,56,20,9,174
601031014,23,20,6,3,55,21,13,10,3,48,44,24,9,0,74,15,10,0,0,32,5,6,0,0,17,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,9,15,3,0,26,3,5,0,0,9,189,130,49,14,385
601031015,41,23,15,3,78,37,26,3,0,60,65,22,10,4,96,28,11,3,3,48,7,6,3,0,23,3,3,0,0,8,0,3,0,0,4,0,0,0,0,0,12,17,9,3,35,4,3,3,0,12,275,164,62,20,519
601031016,22,4,5,0,33,21,10,3,3,41,34,12,0,0,57,13,4,3,3,19,8,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,14,3,3,0,22,5,4,0,0,7,157,81,26,16,273
601031017,71,20,5,9,111,50,16,12,5,80,84,30,13,4,130,24,24,5,3,56,18,7,4,0,29,3,4,0,0,7,0,3,0,0,11,0,0,0,0,0,31,24,10,4,65,10,5,0,3,19,455,213,69,40,774
