SA2_MAINCODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
509011225,16,3,21,10,27,16,0,0,0,97,285,165,204,354,403,434,422,440,169,2877,0,0,0,0,0,0,0,0,0,0,120,68,45,87,68,64,42,40,29,568,20,9,6,6,0,0,8,4,0,52,373,246,259,299,326,225,197,188,38,2148,19,9,8,3,8,14,11,14,5,92,0,3,4,3,4,3,0,4,4,35,3,10,13,3,14,12,6,9,7,73,3,7,3,4,11,6,0,5,0,45,15,11,7,11,18,23,16,16,7,119,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,5,0,0,28,38,15,9,19,20,7,3,9,0,121,73,28,41,51,64,69,60,55,23,466,6,11,10,4,3,14,11,3,4,64,3,6,3,9,4,9,4,4,9,49,59,44,46,76,115,117,161,159,71,850,91,47,22,56,59,27,20,10,3,342,0,0,5,0,0,0,5,5,3,19
509011226,0,0,0,5,7,4,0,0,0,17,63,44,29,65,125,139,69,19,0,557,0,0,0,0,0,0,0,0,0,0,17,8,9,7,11,7,6,0,0,74,3,3,0,3,0,0,0,0,0,15,60,37,27,45,76,56,16,5,0,319,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,5,3,3,0,3,4,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,10,16,7,0,6,9,3,0,0,0,43,32,18,11,10,16,23,6,3,0,126,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,3,0,0,0,15,32,15,11,25,41,42,21,4,3,196,8,5,3,9,13,16,3,0,0,61,0,0,0,0,3,3,0,0,0,7
509011227,3,0,0,3,3,3,3,0,0,19,141,72,76,145,157,152,151,58,7,951,0,0,0,0,0,0,0,0,0,0,37,19,13,16,22,7,16,7,0,137,0,0,0,0,0,0,0,0,0,3,116,48,66,76,76,66,41,19,0,506,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,3,0,0,27,3,3,0,0,0,0,3,0,0,8,8,3,6,0,5,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,6,0,3,5,3,9,3,0,0,19,31,7,7,18,7,3,3,0,0,77,33,9,12,22,17,27,18,14,0,146,0,0,3,6,5,0,4,0,0,19,0,0,0,0,0,0,4,4,0,11,30,10,10,31,41,43,45,24,0,238,29,16,16,20,20,9,10,0,0,112,3,0,0,0,0,0,0,0,0,4
509011228,8,0,0,17,20,12,5,0,0,74,86,64,40,110,150,241,143,103,32,973,0,0,0,0,0,0,0,0,0,0,10,6,5,3,4,12,7,0,0,50,0,0,0,0,0,0,0,0,0,0,70,53,47,84,95,76,54,19,5,504,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,13,14,7,14,18,7,4,0,0,77,5,0,0,0,0,0,0,0,0,10,4,5,0,8,6,3,6,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,17,3,0,0,12,6,16,18,5,0,70,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,6,17,7,7,18,26,41,41,17,11,199,10,3,5,15,11,15,3,3,0,62,0,0,0,0,0,0,7,0,0,4
509011229,0,0,0,0,0,0,0,0,0,3,135,37,92,133,117,115,48,29,6,708,0,0,0,0,0,0,0,0,0,0,49,27,18,35,25,17,5,4,0,175,35,25,17,13,14,5,0,5,0,109,87,41,49,66,77,51,25,16,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,6,0,3,3,3,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,3,5,6,8,16,13,10,0,0,73,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,45,13,32,42,58,50,22,12,9,269,29,9,4,14,14,11,0,0,0,79,0,0,0,0,0,0,0,0,0,5
509011230,0,3,7,3,4,3,0,0,0,22,134,60,80,127,140,90,69,45,16,761,0,0,0,0,0,0,0,0,0,0,71,33,38,33,41,28,27,15,10,305,0,0,0,0,0,0,0,0,0,0,229,76,91,112,90,72,54,24,7,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,12,3,3,7,8,0,0,47,0,0,0,0,3,0,0,0,0,10,22,14,8,21,19,14,11,4,3,113,0,0,0,0,0,0,0,0,0,0,12,0,6,7,8,5,3,3,0,47,8,3,4,5,4,3,4,0,0,26,7,6,0,15,21,11,8,4,0,70,5,3,5,3,4,3,6,7,0,33,0,0,0,3,0,3,3,0,0,7,42,17,23,45,33,43,17,17,5,239,16,13,7,11,8,15,4,7,3,85,0,0,0,0,0,0,0,0,0,0
509011231,0,6,5,3,3,0,0,0,0,16,227,68,112,182,215,194,133,73,32,1236,0,0,0,0,0,0,0,0,0,0,35,27,25,16,33,25,7,8,4,178,0,0,0,0,0,0,0,0,0,0,172,71,77,115,93,79,55,28,6,695,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,3,3,8,0,0,0,18,4,0,3,3,3,0,0,0,0,15,19,3,9,10,7,3,0,7,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,11,0,3,0,3,0,0,0,0,22,5,7,8,11,19,13,10,9,0,85,0,0,0,3,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,12,41,20,19,61,71,43,46,24,12,333,25,4,11,12,7,16,7,3,0,71,0,4,0,0,3,4,0,0,0,13
509011232,0,0,0,0,6,9,0,0,0,14,76,45,34,60,107,113,63,31,7,541,0,0,0,0,0,0,0,0,0,0,22,9,9,8,11,9,14,4,0,82,4,0,0,3,0,0,0,0,0,6,48,56,18,45,76,66,22,9,3,346,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,14,6,0,5,0,0,0,0,3,0,14,0,0,3,6,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,3,0,0,0,6,27,13,5,20,25,10,6,5,0,121,0,0,3,0,0,0,0,0,0,6,3,0,3,3,0,3,0,3,0,14,20,10,8,16,35,28,12,13,0,137,13,9,3,14,24,10,5,5,0,83,0,0,0,0,0,0,4,0,0,3
509011233,3,4,3,3,8,6,0,0,0,36,191,135,138,218,281,250,215,108,25,1556,0,0,0,0,0,0,0,0,0,0,92,51,35,50,52,40,19,16,0,353,3,6,4,0,4,3,3,4,0,19,222,147,133,181,176,142,92,43,6,1150,7,3,5,5,3,6,0,0,0,30,0,3,0,4,9,6,0,0,0,22,19,11,6,5,4,9,7,5,0,65,5,10,3,4,3,9,0,3,0,34,11,7,3,5,16,3,11,5,0,64,0,0,0,0,0,0,0,0,0,0,6,3,0,4,5,9,0,0,0,31,44,35,14,20,10,3,3,0,0,135,145,57,35,60,39,39,24,25,3,432,17,9,3,10,6,12,8,5,0,71,6,0,6,4,4,6,3,3,0,38,46,31,28,50,71,76,79,29,5,418,54,40,23,18,24,21,18,3,0,210,0,0,3,0,0,0,5,0,0,5
509011234,3,0,3,3,4,9,0,0,0,20,140,74,79,153,189,219,132,94,24,1112,0,0,0,0,0,0,0,0,0,0,50,20,8,23,22,25,10,9,5,174,0,0,0,0,0,0,0,0,0,0,84,37,45,79,75,77,50,17,9,464,0,0,0,0,0,0,0,0,3,11,0,3,4,0,3,0,0,0,0,13,13,3,6,5,10,4,8,4,3,56,0,3,0,0,3,0,0,0,0,4,3,0,0,3,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,13,10,10,10,6,4,5,0,4,0,43,4,5,0,11,24,12,23,7,0,88,0,0,0,0,3,0,0,3,0,8,3,3,0,0,0,3,0,3,0,20,33,12,19,26,62,49,34,26,7,275,54,14,15,24,33,7,4,3,0,152,0,0,0,0,3,4,0,0,0,9
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,3,3,4,11,3,0,0,0,21,136,43,57,153,159,174,105,43,4,872,0,0,0,0,0,0,0,0,0,0,12,9,3,7,8,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,148,60,44,106,88,91,50,8,3,594,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,5,3,3,4,4,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,3,0,0,11,6,0,0,3,3,0,3,0,0,15,5,3,3,17,8,20,11,5,0,75,3,0,0,3,6,8,0,0,0,20,3,0,0,3,3,6,3,4,0,21,16,6,9,20,29,29,15,11,0,139,12,4,3,11,6,3,6,0,0,55,0,0,0,0,0,0,0,0,0,0
509021237,0,0,0,0,3,0,0,0,0,7,197,70,81,172,197,145,162,94,27,1149,0,0,0,0,0,0,0,0,0,0,13,7,0,7,5,6,3,0,0,44,31,35,19,7,9,3,5,0,0,105,163,55,53,95,107,83,53,39,8,659,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,7,6,0,4,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,9,3,3,5,6,8,5,0,0,40,4,0,4,0,14,20,14,8,0,68,0,0,3,0,8,3,3,0,3,24,10,0,0,3,5,3,3,0,0,23,48,27,23,61,73,47,56,37,14,390,4,3,7,3,13,14,9,0,0,58,3,0,0,0,0,0,0,0,0,10
509021238,0,0,0,0,0,0,3,0,0,3,237,80,140,217,236,188,121,77,23,1314,0,0,0,0,0,0,0,0,0,0,24,11,3,11,20,0,5,0,0,72,0,0,0,0,0,0,0,0,0,0,175,67,76,116,102,104,67,29,6,751,6,3,5,0,13,8,8,3,0,41,3,4,0,0,0,0,0,0,0,7,7,4,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,11,11,3,9,13,19,18,12,4,0,80,0,0,0,3,0,3,3,0,0,8,3,0,0,3,3,0,0,0,0,17,37,26,17,51,60,67,35,33,9,338,7,4,3,8,7,7,6,0,0,39,5,3,0,3,0,0,0,3,0,18
509021239,6,12,5,13,7,3,3,0,0,48,256,75,127,262,296,392,279,110,22,1825,0,0,0,0,0,0,0,0,0,0,0,3,9,14,11,17,3,3,0,64,0,0,0,0,0,0,0,0,0,0,207,95,114,190,159,200,133,45,3,1143,0,0,0,5,0,5,0,0,0,10,4,3,3,0,3,4,3,0,0,24,3,0,0,9,6,6,7,3,0,37,0,0,0,0,0,0,0,0,0,7,3,4,0,8,5,4,8,4,0,45,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,14,10,0,6,3,7,3,3,0,0,30,10,6,3,24,40,45,41,17,5,181,0,0,0,3,3,3,0,0,0,12,0,3,0,0,0,0,4,0,0,16,42,18,24,46,59,91,57,25,4,361,32,9,9,18,22,18,17,8,0,133,0,0,0,0,0,0,4,0,0,4
509021240,3,3,3,3,0,0,0,0,0,14,205,92,129,205,243,194,155,91,32,1345,0,0,0,0,0,0,0,0,0,0,4,5,3,8,3,3,0,4,0,29,0,0,0,0,0,0,0,0,0,0,218,131,126,127,153,103,70,55,14,991,32,8,10,22,20,21,16,3,10,147,0,4,0,3,0,0,0,0,0,12,9,6,5,4,3,3,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,0,0,4,0,0,0,0,6,8,3,4,9,19,11,17,8,3,80,5,3,0,0,6,0,0,0,0,23,14,10,13,9,10,21,3,3,4,81,43,16,19,51,63,62,41,28,12,335,27,14,16,20,12,3,3,8,0,106,0,0,0,0,0,0,0,0,0,5
509021241,3,4,0,3,0,0,0,0,0,10,219,82,153,225,219,193,101,74,24,1292,0,0,0,0,0,0,0,0,0,0,20,10,12,16,14,5,8,4,0,86,47,43,17,25,14,3,3,4,0,167,260,94,115,188,133,110,54,18,9,979,0,0,0,0,0,0,5,0,0,7,0,0,5,0,3,0,0,0,0,12,3,3,0,0,3,4,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,5,11,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,4,0,0,3,0,0,0,8,9,0,17,11,21,19,8,3,3,90,0,0,0,0,0,4,0,0,0,12,3,0,5,0,7,3,0,0,0,23,43,15,24,39,62,54,45,25,10,318,20,7,5,7,10,5,0,0,0,59,4,0,3,6,3,0,0,0,0,16
509021242,5,0,0,3,0,0,0,0,0,10,149,46,107,144,169,133,98,44,10,895,0,0,0,0,0,0,0,0,0,0,5,7,3,5,0,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,245,65,110,159,116,93,58,22,0,880,26,8,11,21,17,3,12,3,0,100,0,0,0,0,4,0,0,0,0,3,4,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,5,0,0,3,9,17,17,8,7,0,58,0,0,0,0,0,0,7,0,0,7,3,0,0,3,4,7,0,0,0,14,27,11,20,37,42,41,26,16,7,229,8,9,0,10,3,9,0,0,3,46,3,3,3,3,0,0,0,0,0,12
509021243,0,0,3,7,3,4,0,0,0,22,383,196,230,289,430,366,262,162,52,2364,0,0,0,0,0,0,0,0,0,0,21,22,14,24,16,18,15,0,0,133,26,6,7,5,4,6,3,3,0,57,487,263,228,286,302,288,151,142,41,2186,15,23,12,13,17,5,9,4,3,112,3,6,3,6,7,7,3,3,0,43,15,7,12,10,25,16,9,3,0,99,0,3,0,0,3,0,3,0,0,16,5,8,3,10,10,9,10,3,0,64,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,9,0,0,0,24,4,5,4,3,5,4,0,3,0,28,10,11,9,17,36,41,19,18,4,160,15,5,3,15,11,13,6,6,0,66,0,3,0,0,3,4,6,5,0,29,27,33,24,41,76,66,48,35,12,361,52,36,24,33,30,25,7,3,0,215,3,0,3,3,0,0,3,0,0,19
509021244,7,3,3,0,3,3,0,0,0,22,154,53,58,157,178,248,122,56,11,1043,0,0,0,0,0,0,0,0,0,0,25,8,11,10,12,16,11,0,0,88,0,3,0,0,0,0,0,0,0,3,133,53,48,114,127,120,62,25,4,688,3,3,0,3,0,3,3,0,0,21,3,0,0,0,3,3,0,0,0,15,3,7,6,14,4,17,0,3,0,54,7,0,0,4,0,0,0,0,0,11,9,0,0,4,7,9,5,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,21,0,0,0,0,0,3,0,0,0,10,3,3,3,14,17,22,9,3,0,74,0,0,0,5,0,4,3,0,0,14,20,6,4,4,5,4,0,0,0,42,8,8,0,20,36,39,25,9,3,141,13,3,3,3,13,14,7,0,0,57,0,3,0,0,0,0,0,0,0,6
509021245,3,0,0,5,0,3,3,0,0,18,210,75,88,214,238,295,233,108,46,1498,0,0,0,0,0,0,0,0,0,0,0,8,6,6,4,9,3,0,0,39,0,0,0,0,0,0,0,0,0,5,124,55,70,90,126,145,63,37,10,728,15,0,3,6,3,4,7,4,4,51,0,0,0,5,0,0,0,0,0,7,11,3,3,7,13,11,0,0,0,50,8,0,0,0,0,3,0,0,0,12,3,0,0,0,4,6,4,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,10,0,0,3,9,3,6,0,0,33,6,0,3,12,21,21,18,12,0,91,5,5,4,3,7,4,3,3,3,38,0,0,0,0,0,6,3,0,0,11,24,13,13,33,45,48,49,29,4,257,15,11,5,15,23,11,4,3,0,82,6,3,0,0,4,0,0,0,0,13
509031246,0,0,0,0,3,0,0,0,0,3,149,44,113,155,167,214,109,65,31,1049,0,0,0,0,0,0,0,0,0,0,30,25,9,18,21,20,18,3,0,143,0,0,0,0,0,0,0,0,0,0,125,37,55,83,75,60,52,20,3,510,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,3,0,0,0,6,3,3,10,3,8,15,0,0,0,45,0,0,0,4,0,5,0,0,0,10,7,0,0,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,12,10,8,14,6,15,24,5,0,95,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,9,55,17,22,46,60,59,61,37,29,390,17,0,6,7,11,5,6,0,0,52,0,0,0,0,0,0,3,0,0,8
509031247,4,0,0,0,0,3,0,0,0,7,218,74,165,215,284,229,115,78,20,1393,0,0,0,0,0,0,0,0,0,0,17,4,12,8,5,3,3,0,0,60,0,0,0,0,0,0,0,0,0,0,219,90,130,170,142,79,52,17,7,909,3,0,0,7,5,0,3,0,0,14,0,0,0,0,0,3,0,0,0,11,4,3,0,7,3,3,3,0,0,21,8,0,7,0,0,0,0,0,0,18,4,0,3,5,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,3,3,17,19,17,12,18,8,0,103,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,81,27,49,72,104,88,55,29,11,516,29,11,15,10,7,6,3,0,0,91,0,0,0,0,0,0,0,0,0,0
509031248,0,0,5,0,3,0,0,0,0,8,101,38,59,108,121,105,66,29,11,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,104,29,57,77,46,48,27,3,0,402,0,0,0,3,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,9,3,0,0,3,7,14,15,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,3,11,6,17,10,6,0,59,3,0,0,6,5,3,4,0,0,25,0,0,0,0,0,0,0,0,0,0
509031249,0,0,0,0,0,3,0,0,0,4,148,129,104,141,177,157,99,57,43,1052,0,0,0,0,0,0,0,0,0,0,74,49,31,32,27,14,11,12,7,257,0,0,0,0,0,0,0,0,0,0,182,157,111,108,146,127,63,60,15,961,3,0,0,0,0,0,0,0,0,7,3,3,0,0,3,0,0,3,0,11,3,10,4,5,11,9,10,5,0,55,14,3,3,3,4,3,0,0,0,38,4,9,5,3,6,12,5,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,8,4,5,4,0,0,0,0,33,4,4,3,16,17,16,19,5,3,87,7,3,0,3,10,7,3,4,3,38,0,3,0,0,0,0,4,3,0,10,58,55,27,52,68,56,46,39,27,421,11,17,12,13,12,7,3,0,0,71,0,0,0,0,0,0,0,0,0,0
509031250,4,0,0,5,6,0,3,0,0,17,210,84,112,208,233,213,143,69,28,1301,0,0,0,0,0,0,0,0,0,0,27,13,16,16,29,31,12,0,0,144,0,0,0,0,0,0,0,0,0,0,167,58,74,116,129,88,52,33,4,722,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,7,3,0,0,7,7,0,3,0,0,15,5,8,3,5,12,3,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,10,3,5,9,8,27,12,10,8,6,85,0,0,0,0,3,6,3,0,0,14,8,3,0,5,3,4,3,0,0,27,80,30,33,72,77,97,53,68,16,526,26,11,5,12,10,11,4,3,3,84,0,0,0,3,0,0,0,0,0,3
