SA4_NAME16	Year	Age	FOE	adults
Moreton Bay - North	2016	55-64	Society and culture	1879
Moreton Bay - North	2016	65-74	Agriculture environmental and related studies	161
Moreton Bay - North	2016	65-74	Architecture and building	1012
Moreton Bay - North	2016	65-74	Creative arts	209
Moreton Bay - North	2016	65-74	Education	1140
Moreton Bay - North	2016	65-74	Engineering and related technologies	2844
Moreton Bay - North	2016	65-74	Field of study not stated	2899
Moreton Bay - North	2016	65-74	Food hospitality and personal services	524
Moreton Bay - North	2016	65-74	Health	1197
Moreton Bay - North	2016	65-74	Information technology	87
Moreton Bay - North	2016	65-74	Management and commerce	1658
Moreton Bay - North	2016	65-74	Mixed field programmes	56
Moreton Bay - North	2016	65-74	Natural and physical sciences	185
Moreton Bay - North	2016	65-74	Society and culture	1048
Moreton Bay - North	2016	75-84	Agriculture environmental and related studies	74
Moreton Bay - North	2016	75-84	Architecture and building	458
Moreton Bay - North	2016	75-84	Creative arts	75
Moreton Bay - North	2016	75-84	Education	387
Moreton Bay - North	2016	75-84	Engineering and related technologies	1434
Moreton Bay - North	2016	75-84	Field of study not stated	2212
Moreton Bay - North	2016	75-84	Food hospitality and personal services	175
Moreton Bay - North	2016	75-84	Health	491
Moreton Bay - North	2016	75-84	Information technology	12
Moreton Bay - North	2016	75-84	Management and commerce	482
Moreton Bay - North	2016	75-84	Mixed field programmes	47
Moreton Bay - North	2016	75-84	Natural and physical sciences	77
Moreton Bay - North	2016	75-84	Society and culture	259
Moreton Bay - North	2016	85+	Agriculture environmental and related studies	13
Moreton Bay - North	2016	85+	Architecture and building	123
Moreton Bay - North	2016	85+	Creative arts	33
Moreton Bay - North	2016	85+	Education	107
Moreton Bay - North	2016	85+	Engineering and related technologies	335
Moreton Bay - North	2016	85+	Field of study not stated	1660
Moreton Bay - North	2016	85+	Food hospitality and personal services	37
Moreton Bay - North	2016	85+	Health	123
Moreton Bay - North	2016	85+	Information technology	4
Moreton Bay - North	2016	85+	Management and commerce	128
Moreton Bay - North	2016	85+	Mixed field programmes	22
Moreton Bay - North	2016	85+	Natural and physical sciences	16
Moreton Bay - North	2016	85+	Society and culture	52
Moreton Bay - South	2006	15-19	Agriculture environmental and related studies	27
Moreton Bay - South	2006	15-19	Architecture and building	45
Moreton Bay - South	2006	15-19	Creative arts	30
Moreton Bay - South	2006	15-19	Education	3
Moreton Bay - South	2006	15-19	Engineering and related technologies	72
Moreton Bay - South	2006	15-19	Field of study not stated	945
Moreton Bay - South	2006	15-19	Food hospitality and personal services	132
Moreton Bay - South	2006	15-19	Health	26
Moreton Bay - South	2006	15-19	Information technology	35
Moreton Bay - South	2006	15-19	Management and commerce	223
Moreton Bay - South	2006	15-19	Mixed field programmes	11
Moreton Bay - South	2006	15-19	Natural and physical sciences	4
Moreton Bay - South	2006	15-19	Society and culture	89
Moreton Bay - South	2006	20-24	Agriculture environmental and related studies	97
Moreton Bay - South	2006	20-24	Architecture and building	261
Moreton Bay - South	2006	20-24	Creative arts	169
Moreton Bay - South	2006	20-24	Education	167
Moreton Bay - South	2006	20-24	Engineering and related technologies	466
Moreton Bay - South	2006	20-24	Field of study not stated	572
Moreton Bay - South	2006	20-24	Food hospitality and personal services	319
Moreton Bay - South	2006	20-24	Health	199
Moreton Bay - South	2006	20-24	Information technology	158
Moreton Bay - South	2006	20-24	Management and commerce	858
Moreton Bay - South	2006	20-24	Mixed field programmes	5
Moreton Bay - South	2006	20-24	Natural and physical sciences	82
Moreton Bay - South	2006	20-24	Society and culture	537
Moreton Bay - South	2006	25-34	Agriculture environmental and related studies	339
Moreton Bay - South	2006	25-34	Architecture and building	859
Moreton Bay - South	2006	25-34	Creative arts	405
Moreton Bay - South	2006	25-34	Education	907
Moreton Bay - South	2006	25-34	Engineering and related technologies	1950
Moreton Bay - South	2006	25-34	Field of study not stated	1134
Moreton Bay - South	2006	25-34	Food hospitality and personal services	856
Moreton Bay - South	2006	25-34	Health	967
Moreton Bay - South	2006	25-34	Information technology	500
Moreton Bay - South	2006	25-34	Management and commerce	2343
Moreton Bay - South	2006	25-34	Mixed field programmes	3
Moreton Bay - South	2006	25-34	Natural and physical sciences	295
Moreton Bay - South	2006	25-34	Society and culture	1299
Moreton Bay - South	2006	35-44	Agriculture environmental and related studies	263
Moreton Bay - South	2006	35-44	Architecture and building	939
Moreton Bay - South	2006	35-44	Creative arts	327
Moreton Bay - South	2006	35-44	Education	1167
Moreton Bay - South	2006	35-44	Engineering and related technologies	2795
Moreton Bay - South	2006	35-44	Field of study not stated	1461
Moreton Bay - South	2006	35-44	Food hospitality and personal services	733
Moreton Bay - South	2006	35-44	Health	1414
Moreton Bay - South	2006	35-44	Information technology	442
Moreton Bay - South	2006	35-44	Management and commerce	2567
Moreton Bay - South	2006	35-44	Mixed field programmes	13
Moreton Bay - South	2006	35-44	Natural and physical sciences	354
Moreton Bay - South	2006	35-44	Society and culture	1135
Moreton Bay - South	2006	45-54	Agriculture environmental and related studies	170
Moreton Bay - South	2006	45-54	Architecture and building	773
Moreton Bay - South	2006	45-54	Creative arts	230
Moreton Bay - South	2006	45-54	Education	1228
Moreton Bay - South	2006	45-54	Engineering and related technologies	2549
Moreton Bay - South	2006	45-54	Field of study not stated	1339
Moreton Bay - South	2006	45-54	Food hospitality and personal services	447
Moreton Bay - South	2006	45-54	Health	1173
Moreton Bay - South	2006	45-54	Information technology	253
Moreton Bay - South	2006	45-54	Management and commerce	1891
Moreton Bay - South	2006	45-54	Mixed field programmes	8
Moreton Bay - South	2006	45-54	Natural and physical sciences	257
Moreton Bay - South	2006	45-54	Society and culture	887
Moreton Bay - South	2006	55-64	Agriculture environmental and related studies	78
Moreton Bay - South	2006	55-64	Architecture and building	602
Moreton Bay - South	2006	55-64	Creative arts	125
Moreton Bay - South	2006	55-64	Education	756
Moreton Bay - South	2006	55-64	Engineering and related technologies	1840
Moreton Bay - South	2006	55-64	Field of study not stated	1110
Moreton Bay - South	2006	55-64	Food hospitality and personal services	311
Moreton Bay - South	2006	55-64	Health	682
Moreton Bay - South	2006	55-64	Information technology	70
Moreton Bay - South	2006	55-64	Management and commerce	1077
Moreton Bay - South	2006	55-64	Mixed field programmes	8
Moreton Bay - South	2006	55-64	Natural and physical sciences	161
Moreton Bay - South	2006	55-64	Society and culture	555
Moreton Bay - South	2006	65-74	Agriculture environmental and related studies	40
Moreton Bay - South	2006	65-74	Architecture and building	249
Moreton Bay - South	2006	65-74	Creative arts	57
Moreton Bay - South	2006	65-74	Education	222
Moreton Bay - South	2006	65-74	Engineering and related technologies	736
Moreton Bay - South	2006	65-74	Field of study not stated	748
Moreton Bay - South	2006	65-74	Food hospitality and personal services	79
Moreton Bay - South	2006	65-74	Health	231
Moreton Bay - South	2006	65-74	Information technology	10
Moreton Bay - South	2006	65-74	Management and commerce	282
Moreton Bay - South	2006	65-74	Mixed field programmes	0
Moreton Bay - South	2006	65-74	Natural and physical sciences	31
Moreton Bay - South	2006	65-74	Society and culture	128
Moreton Bay - South	2006	75-84	Agriculture environmental and related studies	20
Moreton Bay - South	2006	75-84	Architecture and building	103
Moreton Bay - South	2006	75-84	Creative arts	19
Moreton Bay - South	2006	75-84	Education	59
Moreton Bay - South	2006	75-84	Engineering and related technologies	258
Moreton Bay - South	2006	75-84	Field of study not stated	717
Moreton Bay - South	2006	75-84	Food hospitality and personal services	30
Moreton Bay - South	2006	75-84	Health	83
Moreton Bay - South	2006	75-84	Information technology	0
Moreton Bay - South	2006	75-84	Management and commerce	110
Moreton Bay - South	2006	75-84	Mixed field programmes	0
Moreton Bay - South	2006	75-84	Natural and physical sciences	14
Moreton Bay - South	2006	75-84	Society and culture	51
Moreton Bay - South	2006	85+	Agriculture environmental and related studies	3
Moreton Bay - South	2006	85+	Architecture and building	19
Moreton Bay - South	2006	85+	Creative arts	4
Moreton Bay - South	2006	85+	Education	13
Moreton Bay - South	2006	85+	Engineering and related technologies	70
Moreton Bay - South	2006	85+	Field of study not stated	372
Moreton Bay - South	2006	85+	Food hospitality and personal services	9
Moreton Bay - South	2006	85+	Health	28
Moreton Bay - South	2006	85+	Information technology	0
Moreton Bay - South	2006	85+	Management and commerce	19
Moreton Bay - South	2006	85+	Mixed field programmes	0
Moreton Bay - South	2006	85+	Natural and physical sciences	0
Moreton Bay - South	2006	85+	Society and culture	9
Moreton Bay - South	2011	15-19	Agriculture environmental and related studies	32
Moreton Bay - South	2011	15-19	Architecture and building	71
Moreton Bay - South	2011	15-19	Creative arts	100
Moreton Bay - South	2011	15-19	Education	20
Moreton Bay - South	2011	15-19	Engineering and related technologies	129
Moreton Bay - South	2011	15-19	Field of study not stated	860
Moreton Bay - South	2011	15-19	Food hospitality and personal services	217
Moreton Bay - South	2011	15-19	Health	37
Moreton Bay - South	2011	15-19	Information technology	72
Moreton Bay - South	2011	15-19	Management and commerce	299
Moreton Bay - South	2011	15-19	Mixed field programmes	12
Moreton Bay - South	2011	15-19	Natural and physical sciences	12
Moreton Bay - South	2011	15-19	Society and culture	226
Moreton Bay - South	2011	20-24	Agriculture environmental and related studies	69
Moreton Bay - South	2011	20-24	Architecture and building	429
Moreton Bay - South	2011	20-24	Creative arts	308
Moreton Bay - South	2011	20-24	Education	138
Moreton Bay - South	2011	20-24	Engineering and related technologies	648
Moreton Bay - South	2011	20-24	Field of study not stated	558
Moreton Bay - South	2011	20-24	Food hospitality and personal services	504
Moreton Bay - South	2011	20-24	Health	355
Moreton Bay - South	2011	20-24	Information technology	137
Moreton Bay - South	2011	20-24	Management and commerce	969
Moreton Bay - South	2011	20-24	Mixed field programmes	4
Moreton Bay - South	2011	20-24	Natural and physical sciences	92
Moreton Bay - South	2011	20-24	Society and culture	617
Moreton Bay - South	2011	25-34	Agriculture environmental and related studies	344
Moreton Bay - South	2011	25-34	Architecture and building	1062
Moreton Bay - South	2011	25-34	Creative arts	532
Moreton Bay - South	2011	25-34	Education	1087
Moreton Bay - South	2011	25-34	Engineering and related technologies	2229
Moreton Bay - South	2011	25-34	Field of study not stated	1177
Moreton Bay - South	2011	25-34	Food hospitality and personal services	1045
Moreton Bay - South	2011	25-34	Health	1226
Moreton Bay - South	2011	25-34	Information technology	591
Moreton Bay - South	2011	25-34	Management and commerce	3287
Moreton Bay - South	2011	25-34	Mixed field programmes	14
Moreton Bay - South	2011	25-34	Natural and physical sciences	343
Moreton Bay - South	2011	25-34	Society and culture	1900
Moreton Bay - South	2011	35-44	Agriculture environmental and related studies	369
Moreton Bay - South	2011	35-44	Architecture and building	1202
Moreton Bay - South	2011	35-44	Creative arts	511
Moreton Bay - South	2011	35-44	Education	1548
Moreton Bay - South	2011	35-44	Engineering and related technologies	3144
Moreton Bay - South	2011	35-44	Field of study not stated	1495
Moreton Bay - South	2011	35-44	Food hospitality and personal services	1018
Moreton Bay - South	2011	35-44	Health	1824
Moreton Bay - South	2011	35-44	Information technology	685
Moreton Bay - South	2011	35-44	Management and commerce	3903
Moreton Bay - South	2011	35-44	Mixed field programmes	13
Moreton Bay - South	2011	35-44	Natural and physical sciences	468
Moreton Bay - South	2011	35-44	Society and culture	1914
Moreton Bay - South	2011	45-54	Agriculture environmental and related studies	232
Moreton Bay - South	2011	45-54	Architecture and building	903
Moreton Bay - South	2011	45-54	Creative arts	287
Moreton Bay - South	2011	45-54	Education	1332
Moreton Bay - South	2011	45-54	Engineering and related technologies	2974
Moreton Bay - South	2011	45-54	Field of study not stated	1362
Moreton Bay - South	2011	45-54	Food hospitality and personal services	584
Moreton Bay - South	2011	45-54	Health	1623
Moreton Bay - South	2011	45-54	Information technology	380
Moreton Bay - South	2011	45-54	Management and commerce	2863
Moreton Bay - South	2011	45-54	Mixed field programmes	6
Moreton Bay - South	2011	45-54	Natural and physical sciences	337
Moreton Bay - South	2011	45-54	Society and culture	1375
Moreton Bay - South	2011	55-64	Agriculture environmental and related studies	135
Moreton Bay - South	2011	55-64	Architecture and building	673
Moreton Bay - South	2011	55-64	Creative arts	167
Moreton Bay - South	2011	55-64	Education	1052
Moreton Bay - South	2011	55-64	Engineering and related technologies	2208
Moreton Bay - South	2011	55-64	Field of study not stated	1093
Moreton Bay - South	2011	55-64	Food hospitality and personal services	379
Moreton Bay - South	2011	55-64	Health	987
Moreton Bay - South	2011	55-64	Information technology	131
Moreton Bay - South	2011	55-64	Management and commerce	1678
Moreton Bay - South	2011	55-64	Mixed field programmes	9
Moreton Bay - South	2011	55-64	Natural and physical sciences	220
Moreton Bay - South	2011	55-64	Society and culture	899
Moreton Bay - South	2011	65-74	Agriculture environmental and related studies	59
Moreton Bay - South	2011	65-74	Architecture and building	393
Moreton Bay - South	2011	65-74	Creative arts	67
Moreton Bay - South	2011	65-74	Education	441
Moreton Bay - South	2011	65-74	Engineering and related technologies	1176
Moreton Bay - South	2011	65-74	Field of study not stated	822
Moreton Bay - South	2011	65-74	Food hospitality and personal services	152
Moreton Bay - South	2011	65-74	Health	404
Moreton Bay - South	2011	65-74	Information technology	32
Moreton Bay - South	2011	65-74	Management and commerce	546
Moreton Bay - South	2011	65-74	Mixed field programmes	6
Moreton Bay - South	2011	65-74	Natural and physical sciences	93
Moreton Bay - South	2011	65-74	Society and culture	263
Moreton Bay - South	2011	75-84	Agriculture environmental and related studies	18
Moreton Bay - South	2011	75-84	Architecture and building	118
Moreton Bay - South	2011	75-84	Creative arts	45
Moreton Bay - South	2011	75-84	Education	103
Moreton Bay - South	2011	75-84	Engineering and related technologies	353
Moreton Bay - South	2011	75-84	Field of study not stated	705
Moreton Bay - South	2011	75-84	Food hospitality and personal services	43
Moreton Bay - South	2011	75-84	Health	142
Moreton Bay - South	2011	75-84	Information technology	0
Moreton Bay - South	2011	75-84	Management and commerce	150
Moreton Bay - South	2011	75-84	Mixed field programmes	8
Moreton Bay - South	2011	75-84	Natural and physical sciences	20
Moreton Bay - South	2011	75-84	Society and culture	73
Moreton Bay - South	2011	85+	Agriculture environmental and related studies	3
Moreton Bay - South	2011	85+	Architecture and building	36
Moreton Bay - South	2011	85+	Creative arts	9
Moreton Bay - South	2011	85+	Education	19
Moreton Bay - South	2011	85+	Engineering and related technologies	108
Moreton Bay - South	2011	85+	Field of study not stated	442
Moreton Bay - South	2011	85+	Food hospitality and personal services	10
Moreton Bay - South	2011	85+	Health	40
Moreton Bay - South	2011	85+	Information technology	0
Moreton Bay - South	2011	85+	Management and commerce	34
Moreton Bay - South	2011	85+	Mixed field programmes	5
Moreton Bay - South	2011	85+	Natural and physical sciences	0
Moreton Bay - South	2011	85+	Society and culture	10
Moreton Bay - South	2016	15-19	Agriculture environmental and related studies	18
Moreton Bay - South	2016	15-19	Architecture and building	60
Moreton Bay - South	2016	15-19	Creative arts	151
Moreton Bay - South	2016	15-19	Education	37
Moreton Bay - South	2016	15-19	Engineering and related technologies	162
Moreton Bay - South	2016	15-19	Field of study not stated	729
Moreton Bay - South	2016	15-19	Food hospitality and personal services	307
Moreton Bay - South	2016	15-19	Health	70
Moreton Bay - South	2016	15-19	Information technology	84
Moreton Bay - South	2016	15-19	Management and commerce	344
Moreton Bay - South	2016	15-19	Mixed field programmes	25
Moreton Bay - South	2016	15-19	Natural and physical sciences	9
Moreton Bay - South	2016	15-19	Society and culture	307
Moreton Bay - South	2016	20-24	Agriculture environmental and related studies	86
Moreton Bay - South	2016	20-24	Architecture and building	440
Moreton Bay - South	2016	20-24	Creative arts	388
Moreton Bay - South	2016	20-24	Education	237
Moreton Bay - South	2016	20-24	Engineering and related technologies	713
Moreton Bay - South	2016	20-24	Field of study not stated	751
Moreton Bay - South	2016	20-24	Food hospitality and personal services	620
Moreton Bay - South	2016	20-24	Health	548
Moreton Bay - South	2016	20-24	Information technology	202
Moreton Bay - South	2016	20-24	Management and commerce	1212
Moreton Bay - South	2016	20-24	Mixed field programmes	27
Moreton Bay - South	2016	20-24	Natural and physical sciences	110
Moreton Bay - South	2016	20-24	Society and culture	968
Moreton Bay - South	2016	25-34	Agriculture environmental and related studies	282
Moreton Bay - South	2016	25-34	Architecture and building	1379
Moreton Bay - South	2016	25-34	Creative arts	808
Moreton Bay - South	2016	25-34	Education	1251
Moreton Bay - South	2016	25-34	Engineering and related technologies	2618
Moreton Bay - South	2016	25-34	Field of study not stated	1831
Moreton Bay - South	2016	25-34	Food hospitality and personal services	1396
Moreton Bay - South	2016	25-34	Health	1853
Moreton Bay - South	2016	25-34	Information technology	641
Moreton Bay - South	2016	25-34	Management and commerce	3961
Moreton Bay - South	2016	25-34	Mixed field programmes	20
Moreton Bay - South	2016	25-34	Natural and physical sciences	417
Moreton Bay - South	2016	25-34	Society and culture	2527
Moreton Bay - South	2016	35-44	Agriculture environmental and related studies	445
Moreton Bay - South	2016	35-44	Architecture and building	1342
Moreton Bay - South	2016	35-44	Creative arts	686
Moreton Bay - South	2016	35-44	Education	1913
Moreton Bay - South	2016	35-44	Engineering and related technologies	3177
Moreton Bay - South	2016	35-44	Field of study not stated	1885
Moreton Bay - South	2016	35-44	Food hospitality and personal services	1151
Moreton Bay - South	2016	35-44	Health	2220
Moreton Bay - South	2016	35-44	Information technology	919
Moreton Bay - South	2016	35-44	Management and commerce	4966
Moreton Bay - South	2016	35-44	Mixed field programmes	17
Moreton Bay - South	2016	35-44	Natural and physical sciences	544
Moreton Bay - South	2016	35-44	Society and culture	2688
Moreton Bay - South	2016	45-54	Agriculture environmental and related studies	281
Moreton Bay - South	2016	45-54	Architecture and building	1077
Moreton Bay - South	2016	45-54	Creative arts	403
Moreton Bay - South	2016	45-54	Education	1658
Moreton Bay - South	2016	45-54	Engineering and related technologies	3211
Moreton Bay - South	2016	45-54	Field of study not stated	1731
Moreton Bay - South	2016	45-54	Food hospitality and personal services	822
Moreton Bay - South	2016	45-54	Health	2017
Moreton Bay - South	2016	45-54	Information technology	543
Moreton Bay - South	2016	45-54	Management and commerce	3970
Moreton Bay - South	2016	45-54	Mixed field programmes	28
Moreton Bay - South	2016	45-54	Natural and physical sciences	455
Moreton Bay - South	2016	45-54	Society and culture	2018
Moreton Bay - South	2016	55-64	Agriculture environmental and related studies	169
Moreton Bay - South	2016	55-64	Architecture and building	766
Moreton Bay - South	2016	55-64	Creative arts	222
Moreton Bay - South	2016	55-64	Education	1330
Moreton Bay - South	2016	55-64	Engineering and related technologies	2558
Moreton Bay - South	2016	55-64	Field of study not stated	1277
Moreton Bay - South	2016	55-64	Food hospitality and personal services	413
Moreton Bay - South	2016	55-64	Health	1368
Moreton Bay - South	2016	55-64	Information technology	230
Moreton Bay - South	2016	55-64	Management and commerce	2349
Moreton Bay - South	2016	55-64	Mixed field programmes	22
Moreton Bay - South	2016	55-64	Natural and physical sciences	289
Moreton Bay - South	2016	55-64	Society and culture	1294
Moreton Bay - South	2016	65-74	Agriculture environmental and related studies	94
Moreton Bay - South	2016	65-74	Architecture and building	516
Moreton Bay - South	2016	65-74	Creative arts	125
Moreton Bay - South	2016	65-74	Education	763
Moreton Bay - South	2016	65-74	Engineering and related technologies	1778
Moreton Bay - South	2016	65-74	Field of study not stated	1069
Moreton Bay - South	2016	65-74	Food hospitality and personal services	277
Moreton Bay - South	2016	65-74	Health	732
Moreton Bay - South	2016	65-74	Information technology	74
Moreton Bay - South	2016	65-74	Management and commerce	1093
Moreton Bay - South	2016	65-74	Mixed field programmes	25
Moreton Bay - South	2016	65-74	Natural and physical sciences	168
Moreton Bay - South	2016	65-74	Society and culture	605
Moreton Bay - South	2016	75-84	Agriculture environmental and related studies	28
Moreton Bay - South	2016	75-84	Architecture and building	212
Moreton Bay - South	2016	75-84	Creative arts	58
Moreton Bay - South	2016	75-84	Education	217
Moreton Bay - South	2016	75-84	Engineering and related technologies	612
Moreton Bay - South	2016	75-84	Field of study not stated	695
Moreton Bay - South	2016	75-84	Food hospitality and personal services	70
Moreton Bay - South	2016	75-84	Health	222
Moreton Bay - South	2016	75-84	Information technology	6
Moreton Bay - South	2016	75-84	Management and commerce	266
Moreton Bay - South	2016	75-84	Mixed field programmes	15
Moreton Bay - South	2016	75-84	Natural and physical sciences	34
Moreton Bay - South	2016	75-84	Society and culture	121
Moreton Bay - South	2016	85+	Agriculture environmental and related studies	8
Moreton Bay - South	2016	85+	Architecture and building	41
Moreton Bay - South	2016	85+	Creative arts	11
Moreton Bay - South	2016	85+	Education	44
Moreton Bay - South	2016	85+	Engineering and related technologies	135
Moreton Bay - South	2016	85+	Field of study not stated	497
Moreton Bay - South	2016	85+	Food hospitality and personal services	10
Moreton Bay - South	2016	85+	Health	61
Moreton Bay - South	2016	85+	Information technology	0
Moreton Bay - South	2016	85+	Management and commerce	71
Moreton Bay - South	2016	85+	Mixed field programmes	11
Moreton Bay - South	2016	85+	Natural and physical sciences	9
Moreton Bay - South	2016	85+	Society and culture	29
Queensland - Outback	2006	15-19	Agriculture environmental and related studies	121
Queensland - Outback	2006	15-19	Architecture and building	27
Queensland - Outback	2006	15-19	Creative arts	5
Queensland - Outback	2006	15-19	Education	5
Queensland - Outback	2006	15-19	Engineering and related technologies	52
Queensland - Outback	2006	15-19	Field of study not stated	881
Queensland - Outback	2006	15-19	Food hospitality and personal services	54
Queensland - Outback	2006	15-19	Health	8
Queensland - Outback	2006	15-19	Information technology	19
Queensland - Outback	2006	15-19	Management and commerce	91
Queensland - Outback	2006	15-19	Mixed field programmes	0
Queensland - Outback	2006	15-19	Natural and physical sciences	0
Queensland - Outback	2006	15-19	Society and culture	26
Queensland - Outback	2006	20-24	Agriculture environmental and related studies	205
Queensland - Outback	2006	20-24	Architecture and building	86
Queensland - Outback	2006	20-24	Creative arts	33
Queensland - Outback	2006	20-24	Education	223
Queensland - Outback	2006	20-24	Engineering and related technologies	410
Queensland - Outback	2006	20-24	Field of study not stated	801
Queensland - Outback	2006	20-24	Food hospitality and personal services	151
Queensland - Outback	2006	20-24	Health	107
Queensland - Outback	2006	20-24	Information technology	38
Queensland - Outback	2006	20-24	Management and commerce	352
Queensland - Outback	2006	20-24	Mixed field programmes	4
Queensland - Outback	2006	20-24	Natural and physical sciences	39
Queensland - Outback	2006	20-24	Society and culture	147
Queensland - Outback	2006	25-34	Agriculture environmental and related studies	331
Queensland - Outback	2006	25-34	Architecture and building	308
Queensland - Outback	2006	25-34	Creative arts	96
Queensland - Outback	2006	25-34	Education	687
Queensland - Outback	2006	25-34	Engineering and related technologies	1245
Queensland - Outback	2006	25-34	Field of study not stated	1695
Queensland - Outback	2006	25-34	Food hospitality and personal services	284
Queensland - Outback	2006	25-34	Health	416
Queensland - Outback	2006	25-34	Information technology	43
Queensland - Outback	2006	25-34	Management and commerce	725
Queensland - Outback	2006	25-34	Mixed field programmes	9
Queensland - Outback	2006	25-34	Natural and physical sciences	113
Queensland - Outback	2006	25-34	Society and culture	435
Queensland - Outback	2006	35-44	Agriculture environmental and related studies	260
Queensland - Outback	2006	35-44	Architecture and building	277
Queensland - Outback	2006	35-44	Creative arts	62
Queensland - Outback	2006	35-44	Education	484
Queensland - Outback	2006	35-44	Engineering and related technologies	1147
Queensland - Outback	2006	35-44	Field of study not stated	1652
Queensland - Outback	2006	35-44	Food hospitality and personal services	272
Queensland - Outback	2006	35-44	Health	504
Queensland - Outback	2006	35-44	Information technology	34
Queensland - Outback	2006	35-44	Management and commerce	615
Queensland - Outback	2006	35-44	Mixed field programmes	10
Queensland - Outback	2006	35-44	Natural and physical sciences	87
Queensland - Outback	2006	35-44	Society and culture	368
Queensland - Outback	2006	45-54	Agriculture environmental and related studies	189
Queensland - Outback	2006	45-54	Architecture and building	292
Queensland - Outback	2006	45-54	Creative arts	50
Queensland - Outback	2006	45-54	Education	423
Queensland - Outback	2006	45-54	Engineering and related technologies	973
Queensland - Outback	2006	45-54	Field of study not stated	1400
Queensland - Outback	2006	45-54	Food hospitality and personal services	156
Queensland - Outback	2006	45-54	Health	515
Queensland - Outback	2006	45-54	Information technology	18
Queensland - Outback	2006	45-54	Management and commerce	405
Queensland - Outback	2006	45-54	Mixed field programmes	4
Queensland - Outback	2006	45-54	Natural and physical sciences	41
Queensland - Outback	2006	45-54	Society and culture	258
Queensland - Outback	2006	55-64	Agriculture environmental and related studies	90
Queensland - Outback	2006	55-64	Architecture and building	206
Queensland - Outback	2006	55-64	Creative arts	35
Queensland - Outback	2006	55-64	Education	202
Queensland - Outback	2006	55-64	Engineering and related technologies	661
Queensland - Outback	2006	55-64	Field of study not stated	982
Queensland - Outback	2006	55-64	Food hospitality and personal services	96
Queensland - Outback	2006	55-64	Health	287
Queensland - Outback	2006	55-64	Information technology	13
Queensland - Outback	2006	55-64	Management and commerce	167
Queensland - Outback	2006	55-64	Mixed field programmes	0
Queensland - Outback	2006	55-64	Natural and physical sciences	34
Queensland - Outback	2006	55-64	Society and culture	185
Queensland - Outback	2006	65-74	Agriculture environmental and related studies	31
Queensland - Outback	2006	65-74	Architecture and building	99
Queensland - Outback	2006	65-74	Creative arts	12
Queensland - Outback	2006	65-74	Education	71
Queensland - Outback	2006	65-74	Engineering and related technologies	252
Queensland - Outback	2006	65-74	Field of study not stated	702
Queensland - Outback	2006	65-74	Food hospitality and personal services	26
Queensland - Outback	2006	65-74	Health	94
Queensland - Outback	2006	65-74	Information technology	0
Queensland - Outback	2006	65-74	Management and commerce	49
Queensland - Outback	2006	65-74	Mixed field programmes	0
Queensland - Outback	2006	65-74	Natural and physical sciences	10
Queensland - Outback	2006	65-74	Society and culture	43
Queensland - Outback	2006	75-84	Agriculture environmental and related studies	11
Queensland - Outback	2006	75-84	Architecture and building	35
Queensland - Outback	2006	75-84	Creative arts	8
Queensland - Outback	2006	75-84	Education	29
Queensland - Outback	2006	75-84	Engineering and related technologies	73
Queensland - Outback	2006	75-84	Field of study not stated	490
Queensland - Outback	2006	75-84	Food hospitality and personal services	4
Queensland - Outback	2006	75-84	Health	30
Queensland - Outback	2006	75-84	Information technology	0
Queensland - Outback	2006	75-84	Management and commerce	18
Queensland - Outback	2006	75-84	Mixed field programmes	3
Queensland - Outback	2006	75-84	Natural and physical sciences	0
Queensland - Outback	2006	75-84	Society and culture	10
Queensland - Outback	2006	85+	Agriculture environmental and related studies	0
Queensland - Outback	2006	85+	Architecture and building	3
Queensland - Outback	2006	85+	Creative arts	3
Queensland - Outback	2006	85+	Education	3
Queensland - Outback	2006	85+	Engineering and related technologies	14
Queensland - Outback	2006	85+	Field of study not stated	161
Queensland - Outback	2006	85+	Food hospitality and personal services	0
Queensland - Outback	2006	85+	Health	13
Queensland - Outback	2006	85+	Information technology	0
Queensland - Outback	2006	85+	Management and commerce	4
Queensland - Outback	2006	85+	Mixed field programmes	0
Queensland - Outback	2006	85+	Natural and physical sciences	0
Queensland - Outback	2006	85+	Society and culture	0
Queensland - Outback	2011	15-19	Agriculture environmental and related studies	104
Queensland - Outback	2011	15-19	Architecture and building	37
Queensland - Outback	2011	15-19	Creative arts	4
Queensland - Outback	2011	15-19	Education	8
Queensland - Outback	2011	15-19	Engineering and related technologies	80
Queensland - Outback	2011	15-19	Field of study not stated	846
Queensland - Outback	2011	15-19	Food hospitality and personal services	78
Queensland - Outback	2011	15-19	Health	24
Queensland - Outback	2011	15-19	Information technology	20
Queensland - Outback	2011	15-19	Management and commerce	100
Queensland - Outback	2011	15-19	Mixed field programmes	8
Queensland - Outback	2011	15-19	Natural and physical sciences	0
Queensland - Outback	2011	15-19	Society and culture	56
Queensland - Outback	2011	20-24	Agriculture environmental and related studies	173
Queensland - Outback	2011	20-24	Architecture and building	166
Queensland - Outback	2011	20-24	Creative arts	43
Queensland - Outback	2011	20-24	Education	190
Queensland - Outback	2011	20-24	Engineering and related technologies	520
Queensland - Outback	2011	20-24	Field of study not stated	951
Queensland - Outback	2011	20-24	Food hospitality and personal services	182
Queensland - Outback	2011	20-24	Health	133
Queensland - Outback	2011	20-24	Information technology	21
Queensland - Outback	2011	20-24	Management and commerce	308
