SA4_NAME16	Year	Age5yr	LabourForceStatus	adults
Toowoomba	2006	75+	Not in the labour force	7226
Toowoomba	2006	75+	Unemployed (looking for full-time work)	0
Toowoomba	2006	75+	Unemployed (looking for part-time work)	7
Toowoomba	2011	15-19		444
Toowoomba	2011	15-19	Employed (away from work)	212
Toowoomba	2011	15-19	Employed (full-time)	1599
Toowoomba	2011	15-19	Employed (hours worked not stated)	147
Toowoomba	2011	15-19	Employed (part-time)	3188
Toowoomba	2011	15-19	Not in the labour force	4196
Toowoomba	2011	15-19	Unemployed (looking for full-time work)	358
Toowoomba	2011	15-19	Unemployed (looking for part-time work)	473
Toowoomba	2011	20-24		436
Toowoomba	2011	20-24	Employed (away from work)	244
Toowoomba	2011	20-24	Employed (full-time)	4240
Toowoomba	2011	20-24	Employed (hours worked not stated)	143
Toowoomba	2011	20-24	Employed (part-time)	1953
Toowoomba	2011	20-24	Not in the labour force	1699
Toowoomba	2011	20-24	Unemployed (looking for full-time work)	354
Toowoomba	2011	20-24	Unemployed (looking for part-time work)	208
Toowoomba	2011	25-29		458
Toowoomba	2011	25-29	Employed (away from work)	345
Toowoomba	2011	25-29	Employed (full-time)	4539
Toowoomba	2011	25-29	Employed (hours worked not stated)	135
Toowoomba	2011	25-29	Employed (part-time)	1660
Toowoomba	2011	25-29	Not in the labour force	1564
Toowoomba	2011	25-29	Unemployed (looking for full-time work)	242
Toowoomba	2011	25-29	Unemployed (looking for part-time work)	140
Toowoomba	2011	30-34		372
Toowoomba	2011	30-34	Employed (away from work)	282
Toowoomba	2011	30-34	Employed (full-time)	3874
Toowoomba	2011	30-34	Employed (hours worked not stated)	109
Toowoomba	2011	30-34	Employed (part-time)	1610
Toowoomba	2011	30-34	Not in the labour force	1610
Toowoomba	2011	30-34	Unemployed (looking for full-time work)	198
Toowoomba	2011	30-34	Unemployed (looking for part-time work)	88
Toowoomba	2011	35-39		380
Toowoomba	2011	35-39	Employed (away from work)	237
Toowoomba	2011	35-39	Employed (full-time)	4359
Toowoomba	2011	35-39	Employed (hours worked not stated)	136
Toowoomba	2011	35-39	Employed (part-time)	1921
Toowoomba	2011	35-39	Not in the labour force	1545
Toowoomba	2011	35-39	Unemployed (looking for full-time work)	187
Toowoomba	2011	35-39	Unemployed (looking for part-time work)	123
Toowoomba	2011	40-44		363
Toowoomba	2011	40-44	Employed (away from work)	219
Toowoomba	2011	40-44	Employed (full-time)	4794
Toowoomba	2011	40-44	Employed (hours worked not stated)	141
Toowoomba	2011	40-44	Employed (part-time)	2075
Toowoomba	2011	40-44	Not in the labour force	1398
Toowoomba	2011	40-44	Unemployed (looking for full-time work)	155
Toowoomba	2011	40-44	Unemployed (looking for part-time work)	118
Toowoomba	2011	45-49		388
Toowoomba	2011	45-49	Employed (away from work)	220
Toowoomba	2011	45-49	Employed (full-time)	5010
Toowoomba	2011	45-49	Employed (hours worked not stated)	121
Toowoomba	2011	45-49	Employed (part-time)	1888
Toowoomba	2011	45-49	Not in the labour force	1334
Toowoomba	2011	45-49	Unemployed (looking for full-time work)	140
Toowoomba	2011	45-49	Unemployed (looking for part-time work)	68
Toowoomba	2011	50-54		382
Toowoomba	2011	50-54	Employed (away from work)	240
Toowoomba	2011	50-54	Employed (full-time)	5029
Toowoomba	2011	50-54	Employed (hours worked not stated)	137
Toowoomba	2011	50-54	Employed (part-time)	1789
Toowoomba	2011	50-54	Not in the labour force	1498
Toowoomba	2011	50-54	Unemployed (looking for full-time work)	141
Toowoomba	2011	50-54	Unemployed (looking for part-time work)	67
Toowoomba	2011	55-59		326
Toowoomba	2011	55-59	Employed (away from work)	272
Toowoomba	2011	55-59	Employed (full-time)	3667
Toowoomba	2011	55-59	Employed (hours worked not stated)	105
Toowoomba	2011	55-59	Employed (part-time)	1539
Toowoomba	2011	55-59	Not in the labour force	1942
Toowoomba	2011	55-59	Unemployed (looking for full-time work)	102
Toowoomba	2011	55-59	Unemployed (looking for part-time work)	49
Toowoomba	2011	60-64		338
Toowoomba	2011	60-64	Employed (away from work)	192
Toowoomba	2011	60-64	Employed (full-time)	2304
Toowoomba	2011	60-64	Employed (hours worked not stated)	86
Toowoomba	2011	60-64	Employed (part-time)	1266
Toowoomba	2011	60-64	Not in the labour force	3386
Toowoomba	2011	60-64	Unemployed (looking for full-time work)	69
Toowoomba	2011	60-64	Unemployed (looking for part-time work)	47
Toowoomba	2011	65-69		323
Toowoomba	2011	65-69	Employed (away from work)	88
Toowoomba	2011	65-69	Employed (full-time)	673
Toowoomba	2011	65-69	Employed (hours worked not stated)	38
Toowoomba	2011	65-69	Employed (part-time)	652
Toowoomba	2011	65-69	Not in the labour force	4390
Toowoomba	2011	65-69	Unemployed (looking for full-time work)	3
Toowoomba	2011	65-69	Unemployed (looking for part-time work)	15
Toowoomba	2011	70-74		311
Toowoomba	2011	70-74	Employed (away from work)	23
Toowoomba	2011	70-74	Employed (full-time)	160
Toowoomba	2011	70-74	Employed (hours worked not stated)	13
Toowoomba	2011	70-74	Employed (part-time)	241
Toowoomba	2011	70-74	Not in the labour force	4071
Toowoomba	2011	70-74	Unemployed (looking for full-time work)	0
Toowoomba	2011	70-74	Unemployed (looking for part-time work)	6
Toowoomba	2011	75+		1383
Toowoomba	2011	75+	Employed (away from work)	15
Toowoomba	2011	75+	Employed (full-time)	78
Toowoomba	2011	75+	Employed (hours worked not stated)	26
Toowoomba	2011	75+	Employed (part-time)	106
Toowoomba	2011	75+	Not in the labour force	8039
Toowoomba	2011	75+	Unemployed (looking for full-time work)	4
Toowoomba	2011	75+	Unemployed (looking for part-time work)	0
Toowoomba	2016	15-19		615
Toowoomba	2016	15-19	Employed (away from work)	150
Toowoomba	2016	15-19	Employed (full-time)	1119
Toowoomba	2016	15-19	Employed (hours worked not stated)	100
Toowoomba	2016	15-19	Employed (part-time)	3247
Toowoomba	2016	15-19	Not in the labour force	3924
Toowoomba	2016	15-19	Unemployed (looking for full-time work)	413
Toowoomba	2016	15-19	Unemployed (looking for part-time work)	669
Toowoomba	2016	20-24		682
Toowoomba	2016	20-24	Employed (away from work)	191
Toowoomba	2016	20-24	Employed (full-time)	4098
Toowoomba	2016	20-24	Employed (hours worked not stated)	112
Toowoomba	2016	20-24	Employed (part-time)	2324
Toowoomba	2016	20-24	Not in the labour force	1780
Toowoomba	2016	20-24	Unemployed (looking for full-time work)	608
Toowoomba	2016	20-24	Unemployed (looking for part-time work)	322
Toowoomba	2016	25-29		634
Toowoomba	2016	25-29	Employed (away from work)	327
Toowoomba	2016	25-29	Employed (full-time)	4911
Toowoomba	2016	25-29	Employed (hours worked not stated)	102
Toowoomba	2016	25-29	Employed (part-time)	1794
Toowoomba	2016	25-29	Not in the labour force	1614
Toowoomba	2016	25-29	Unemployed (looking for full-time work)	368
Toowoomba	2016	25-29	Unemployed (looking for part-time work)	179
Toowoomba	2016	30-34		569
Toowoomba	2016	30-34	Employed (away from work)	340
Toowoomba	2016	30-34	Employed (full-time)	4506
Toowoomba	2016	30-34	Employed (hours worked not stated)	113
Toowoomba	2016	30-34	Employed (part-time)	1959
Toowoomba	2016	30-34	Not in the labour force	1549
Toowoomba	2016	30-34	Unemployed (looking for full-time work)	300
Toowoomba	2016	30-34	Unemployed (looking for part-time work)	159
Toowoomba	2016	35-39		526
Toowoomba	2016	35-39	Employed (away from work)	194
Toowoomba	2016	35-39	Employed (full-time)	4179
Toowoomba	2016	35-39	Employed (hours worked not stated)	80
Toowoomba	2016	35-39	Employed (part-time)	1867
Toowoomba	2016	35-39	Not in the labour force	1412
Toowoomba	2016	35-39	Unemployed (looking for full-time work)	254
Toowoomba	2016	35-39	Unemployed (looking for part-time work)	140
Toowoomba	2016	40-44		577
Toowoomba	2016	40-44	Employed (away from work)	151
Toowoomba	2016	40-44	Employed (full-time)	4714
Toowoomba	2016	40-44	Employed (hours worked not stated)	111
Toowoomba	2016	40-44	Employed (part-time)	2009
Toowoomba	2016	40-44	Not in the labour force	1336
Toowoomba	2016	40-44	Unemployed (looking for full-time work)	220
Toowoomba	2016	40-44	Unemployed (looking for part-time work)	141
Toowoomba	2016	45-49		590
Toowoomba	2016	45-49	Employed (away from work)	195
Toowoomba	2016	45-49	Employed (full-time)	5134
Toowoomba	2016	45-49	Employed (hours worked not stated)	96
Toowoomba	2016	45-49	Employed (part-time)	1944
Toowoomba	2016	45-49	Not in the labour force	1305
Toowoomba	2016	45-49	Unemployed (looking for full-time work)	263
Toowoomba	2016	45-49	Unemployed (looking for part-time work)	129
Toowoomba	2016	50-54		533
Toowoomba	2016	50-54	Employed (away from work)	202
Toowoomba	2016	50-54	Employed (full-time)	4795
Toowoomba	2016	50-54	Employed (hours worked not stated)	80
Toowoomba	2016	50-54	Employed (part-time)	1827
Toowoomba	2016	50-54	Not in the labour force	1458
Toowoomba	2016	50-54	Unemployed (looking for full-time work)	235
Toowoomba	2016	50-54	Unemployed (looking for part-time work)	85
Toowoomba	2016	55-59		576
Toowoomba	2016	55-59	Employed (away from work)	245
Toowoomba	2016	55-59	Employed (full-time)	4193
Toowoomba	2016	55-59	Employed (hours worked not stated)	77
Toowoomba	2016	55-59	Employed (part-time)	1815
Toowoomba	2016	55-59	Not in the labour force	2124
Toowoomba	2016	55-59	Unemployed (looking for full-time work)	182
Toowoomba	2016	55-59	Unemployed (looking for part-time work)	92
Toowoomba	2016	60-64		540
Toowoomba	2016	60-64	Employed (away from work)	207
Toowoomba	2016	60-64	Employed (full-time)	2464
Toowoomba	2016	60-64	Employed (hours worked not stated)	63
Toowoomba	2016	60-64	Employed (part-time)	1490
Toowoomba	2016	60-64	Not in the labour force	3201
Toowoomba	2016	60-64	Unemployed (looking for full-time work)	110
Toowoomba	2016	60-64	Unemployed (looking for part-time work)	83
Toowoomba	2016	65-69		546
Toowoomba	2016	65-69	Employed (away from work)	99
Toowoomba	2016	65-69	Employed (full-time)	841
Toowoomba	2016	65-69	Employed (hours worked not stated)	43
Toowoomba	2016	65-69	Employed (part-time)	890
Toowoomba	2016	65-69	Not in the labour force	5286
Toowoomba	2016	65-69	Unemployed (looking for full-time work)	16
Toowoomba	2016	65-69	Unemployed (looking for part-time work)	27
Toowoomba	2016	70-74		515
Toowoomba	2016	70-74	Employed (away from work)	35
Toowoomba	2016	70-74	Employed (full-time)	230
Toowoomba	2016	70-74	Employed (hours worked not stated)	21
Toowoomba	2016	70-74	Employed (part-time)	375
Toowoomba	2016	70-74	Not in the labour force	4920
Toowoomba	2016	70-74	Unemployed (looking for full-time work)	5
Toowoomba	2016	70-74	Unemployed (looking for part-time work)	8
Toowoomba	2016	75+		1568
Toowoomba	2016	75+	Employed (away from work)	17
Toowoomba	2016	75+	Employed (full-time)	106
Toowoomba	2016	75+	Employed (hours worked not stated)	38
Toowoomba	2016	75+	Employed (part-time)	156
Toowoomba	2016	75+	Not in the labour force	9410
Toowoomba	2016	75+	Unemployed (looking for full-time work)	4
Toowoomba	2016	75+	Unemployed (looking for part-time work)	8
Townsville	2006	15-19		775
Townsville	2006	15-19	Employed (away from work)	307
Townsville	2006	15-19	Employed (full-time)	2909
Townsville	2006	15-19	Employed (hours worked not stated)	364
Townsville	2006	15-19	Employed (part-time)	4300
Townsville	2006	15-19	Not in the labour force	5407
Townsville	2006	15-19	Unemployed (looking for full-time work)	372
Townsville	2006	15-19	Unemployed (looking for part-time work)	457
Townsville	2006	20-24		921
Townsville	2006	20-24	Employed (away from work)	448
Townsville	2006	20-24	Employed (full-time)	7522
Townsville	2006	20-24	Employed (hours worked not stated)	353
Townsville	2006	20-24	Employed (part-time)	2664
Townsville	2006	20-24	Not in the labour force	2450
Townsville	2006	20-24	Unemployed (looking for full-time work)	515
Townsville	2006	20-24	Unemployed (looking for part-time work)	233
Townsville	2006	25-29		785
Townsville	2006	25-29	Employed (away from work)	423
Townsville	2006	25-29	Employed (full-time)	7356
Townsville	2006	25-29	Employed (hours worked not stated)	291
Townsville	2006	25-29	Employed (part-time)	1780
Townsville	2006	25-29	Not in the labour force	2217
Townsville	2006	25-29	Unemployed (looking for full-time work)	323
Townsville	2006	25-29	Unemployed (looking for part-time work)	167
Townsville	2006	30-34		794
Townsville	2006	30-34	Employed (away from work)	542
Townsville	2006	30-34	Employed (full-time)	7281
Townsville	2006	30-34	Employed (hours worked not stated)	291
Townsville	2006	30-34	Employed (part-time)	2337
Townsville	2006	30-34	Not in the labour force	2488
Townsville	2006	30-34	Unemployed (looking for full-time work)	282
Townsville	2006	30-34	Unemployed (looking for part-time work)	147
Townsville	2006	35-39		799
Townsville	2006	35-39	Employed (away from work)	420
Townsville	2006	35-39	Employed (full-time)	7452
Townsville	2006	35-39	Employed (hours worked not stated)	297
Townsville	2006	35-39	Employed (part-time)	2673
Townsville	2006	35-39	Not in the labour force	2367
Townsville	2006	35-39	Unemployed (looking for full-time work)	243
Townsville	2006	35-39	Unemployed (looking for part-time work)	142
Townsville	2006	40-44		731
Townsville	2006	40-44	Employed (away from work)	348
Townsville	2006	40-44	Employed (full-time)	7716
Townsville	2006	40-44	Employed (hours worked not stated)	320
Townsville	2006	40-44	Employed (part-time)	2723
Townsville	2006	40-44	Not in the labour force	1982
Townsville	2006	40-44	Unemployed (looking for full-time work)	260
Townsville	2006	40-44	Unemployed (looking for part-time work)	148
Townsville	2006	45-49		789
Townsville	2006	45-49	Employed (away from work)	354
Townsville	2006	45-49	Employed (full-time)	8072
Townsville	2006	45-49	Employed (hours worked not stated)	245
Townsville	2006	45-49	Employed (part-time)	2537
Townsville	2006	45-49	Not in the labour force	1813
Townsville	2006	45-49	Unemployed (looking for full-time work)	219
Townsville	2006	45-49	Unemployed (looking for part-time work)	110
Townsville	2006	50-54		704
Townsville	2006	50-54	Employed (away from work)	372
Townsville	2006	50-54	Employed (full-time)	6683
Townsville	2006	50-54	Employed (hours worked not stated)	225
Townsville	2006	50-54	Employed (part-time)	1980
Townsville	2006	50-54	Not in the labour force	2126
Townsville	2006	50-54	Unemployed (looking for full-time work)	220
Townsville	2006	50-54	Unemployed (looking for part-time work)	91
Townsville	2006	55-59		604
Townsville	2006	55-59	Employed (away from work)	300
Townsville	2006	55-59	Employed (full-time)	4913
Townsville	2006	55-59	Employed (hours worked not stated)	163
Townsville	2006	55-59	Employed (part-time)	1743
Townsville	2006	55-59	Not in the labour force	3489
Townsville	2006	55-59	Unemployed (looking for full-time work)	178
Townsville	2006	55-59	Unemployed (looking for part-time work)	61
Townsville	2006	60-64		512
Townsville	2006	60-64	Employed (away from work)	155
Townsville	2006	60-64	Employed (full-time)	2346
Townsville	2006	60-64	Employed (hours worked not stated)	93
Townsville	2006	60-64	Employed (part-time)	1112
Townsville	2006	60-64	Not in the labour force	4087
Townsville	2006	60-64	Unemployed (looking for full-time work)	96
Townsville	2006	60-64	Unemployed (looking for part-time work)	68
Townsville	2006	65-69		497
Townsville	2006	65-69	Employed (away from work)	58
Townsville	2006	65-69	Employed (full-time)	644
Townsville	2006	65-69	Employed (hours worked not stated)	52
Townsville	2006	65-69	Employed (part-time)	477
Townsville	2006	65-69	Not in the labour force	4858
Townsville	2006	65-69	Unemployed (looking for full-time work)	8
Townsville	2006	65-69	Unemployed (looking for part-time work)	22
Townsville	2006	70-74		502
Townsville	2006	70-74	Employed (away from work)	12
Townsville	2006	70-74	Employed (full-time)	186
Townsville	2006	70-74	Employed (hours worked not stated)	34
Townsville	2006	70-74	Employed (part-time)	186
Townsville	2006	70-74	Not in the labour force	4098
Townsville	2006	70-74	Unemployed (looking for full-time work)	3
Townsville	2006	70-74	Unemployed (looking for part-time work)	0
Townsville	2006	75+		1368
Townsville	2006	75+	Employed (away from work)	31
Townsville	2006	75+	Employed (full-time)	118
Townsville	2006	75+	Employed (hours worked not stated)	45
Townsville	2006	75+	Employed (part-time)	117
Townsville	2006	75+	Not in the labour force	7803
Townsville	2006	75+	Unemployed (looking for full-time work)	3
Townsville	2006	75+	Unemployed (looking for part-time work)	3
Townsville	2011	15-19		889
Townsville	2011	15-19	Employed (away from work)	350
Townsville	2011	15-19	Employed (full-time)	2671
Townsville	2011	15-19	Employed (hours worked not stated)	272
Townsville	2011	15-19	Employed (part-time)	4919
Townsville	2011	15-19	Not in the labour force	6170
Townsville	2011	15-19	Unemployed (looking for full-time work)	600
Townsville	2011	15-19	Unemployed (looking for part-time work)	730
Townsville	2011	20-24		1131
Townsville	2011	20-24	Employed (away from work)	468
Townsville	2011	20-24	Employed (full-time)	7740
Townsville	2011	20-24	Employed (hours worked not stated)	301
Townsville	2011	20-24	Employed (part-time)	3280
Townsville	2011	20-24	Not in the labour force	2720
Townsville	2011	20-24	Unemployed (looking for full-time work)	653
Townsville	2011	20-24	Unemployed (looking for part-time work)	311
Townsville	2011	25-29		1032
Townsville	2011	25-29	Employed (away from work)	635
Townsville	2011	25-29	Employed (full-time)	8563
Townsville	2011	25-29	Employed (hours worked not stated)	257
Townsville	2011	25-29	Employed (part-time)	2237
Townsville	2011	25-29	Not in the labour force	2358
Townsville	2011	25-29	Unemployed (looking for full-time work)	453
Townsville	2011	25-29	Unemployed (looking for part-time work)	212
Townsville	2011	30-34		961
Townsville	2011	30-34	Employed (away from work)	621
Townsville	2011	30-34	Employed (full-time)	7407
Townsville	2011	30-34	Employed (hours worked not stated)	211
Townsville	2011	30-34	Employed (part-time)	2407
Townsville	2011	30-34	Not in the labour force	2281
Townsville	2011	30-34	Unemployed (looking for full-time work)	321
Townsville	2011	30-34	Unemployed (looking for part-time work)	192
Townsville	2011	35-39		955
Townsville	2011	35-39	Employed (away from work)	491
Townsville	2011	35-39	Employed (full-time)	8045
Townsville	2011	35-39	Employed (hours worked not stated)	242
Townsville	2011	35-39	Employed (part-time)	2714
Townsville	2011	35-39	Not in the labour force	2322
Townsville	2011	35-39	Unemployed (looking for full-time work)	352
Townsville	2011	35-39	Unemployed (looking for part-time work)	171
Townsville	2011	40-44		991
Townsville	2011	40-44	Employed (away from work)	402
Townsville	2011	40-44	Employed (full-time)	8489
Townsville	2011	40-44	Employed (hours worked not stated)	240
Townsville	2011	40-44	Employed (part-time)	2940
Townsville	2011	40-44	Not in the labour force	1940
Townsville	2011	40-44	Unemployed (looking for full-time work)	337
Townsville	2011	40-44	Unemployed (looking for part-time work)	127
Townsville	2011	45-49		940
Townsville	2011	45-49	Employed (away from work)	438
Townsville	2011	45-49	Employed (full-time)	8371
Townsville	2011	45-49	Employed (hours worked not stated)	242
Townsville	2011	45-49	Employed (part-time)	2717
Townsville	2011	45-49	Not in the labour force	1873
Townsville	2011	45-49	Unemployed (looking for full-time work)	292
Townsville	2011	45-49	Unemployed (looking for part-time work)	112
Townsville	2011	50-54		888
Townsville	2011	50-54	Employed (away from work)	439
Townsville	2011	50-54	Employed (full-time)	8075
Townsville	2011	50-54	Employed (hours worked not stated)	210
Townsville	2011	50-54	Employed (part-time)	2432
Townsville	2011	50-54	Not in the labour force	2096
Townsville	2011	50-54	Unemployed (looking for full-time work)	263
Townsville	2011	50-54	Unemployed (looking for part-time work)	118
Townsville	2011	55-59		714
Townsville	2011	55-59	Employed (away from work)	421
Townsville	2011	55-59	Employed (full-time)	5941
Townsville	2011	55-59	Employed (hours worked not stated)	141
Townsville	2011	55-59	Employed (part-time)	2033
Townsville	2011	55-59	Not in the labour force	2965
Townsville	2011	55-59	Unemployed (looking for full-time work)	192
Townsville	2011	55-59	Unemployed (looking for part-time work)	92
Townsville	2011	60-64		618
Townsville	2011	60-64	Employed (away from work)	304
Townsville	2011	60-64	Employed (full-time)	3516
Townsville	2011	60-64	Employed (hours worked not stated)	135
Townsville	2011	60-64	Employed (part-time)	1667
Townsville	2011	60-64	Not in the labour force	4746
Townsville	2011	60-64	Unemployed (looking for full-time work)	93
Townsville	2011	60-64	Unemployed (looking for part-time work)	73
Townsville	2011	65-69		511
Townsville	2011	65-69	Employed (away from work)	103
Townsville	2011	65-69	Employed (full-time)	994
Townsville	2011	65-69	Employed (hours worked not stated)	66
Townsville	2011	65-69	Employed (part-time)	839
Townsville	2011	65-69	Not in the labour force	5549
Townsville	2011	65-69	Unemployed (looking for full-time work)	18
Townsville	2011	65-69	Unemployed (looking for part-time work)	19
Townsville	2011	70-74		489
Townsville	2011	70-74	Employed (away from work)	36
Townsville	2011	70-74	Employed (full-time)	299
Townsville	2011	70-74	Employed (hours worked not stated)	28
Townsville	2011	70-74	Employed (part-time)	307
Townsville	2011	70-74	Not in the labour force	4925
Townsville	2011	70-74	Unemployed (looking for full-time work)	3
Townsville	2011	70-74	Unemployed (looking for part-time work)	8
Townsville	2011	75+		1094
Townsville	2011	75+	Employed (away from work)	33
Townsville	2011	75+	Employed (full-time)	129
Townsville	2011	75+	Employed (hours worked not stated)	42
Townsville	2011	75+	Employed (part-time)	153
Townsville	2011	75+	Not in the labour force	9030
Townsville	2011	75+	Unemployed (looking for full-time work)	5
Townsville	2011	75+	Unemployed (looking for part-time work)	0
Townsville	2016	15-19		981
Townsville	2016	15-19	Employed (away from work)	291
Townsville	2016	15-19	Employed (full-time)	1589
Townsville	2016	15-19	Employed (hours worked not stated)	182
Townsville	2016	15-19	Employed (part-time)	4797
Townsville	2016	15-19	Not in the labour force	6317
Townsville	2016	15-19	Unemployed (looking for full-time work)	671
Townsville	2016	15-19	Unemployed (looking for part-time work)	1213
Townsville	2016	20-24		1615
Townsville	2016	20-24	Employed (away from work)	383
Townsville	2016	20-24	Employed (full-time)	6997
Townsville	2016	20-24	Employed (hours worked not stated)	233
Townsville	2016	20-24	Employed (part-time)	3976
Townsville	2016	20-24	Not in the labour force	3077
Townsville	2016	20-24	Unemployed (looking for full-time work)	1024
Townsville	2016	20-24	Unemployed (looking for part-time work)	591
Townsville	2016	25-29		1273
Townsville	2016	25-29	Employed (away from work)	519
Townsville	2016	25-29	Employed (full-time)	8146
Townsville	2016	25-29	Employed (hours worked not stated)	188
Townsville	2016	25-29	Employed (part-time)	2536
Townsville	2016	25-29	Not in the labour force	2468
Townsville	2016	25-29	Unemployed (looking for full-time work)	731
Townsville	2016	25-29	Unemployed (looking for part-time work)	285
Townsville	2016	30-34		1178
Townsville	2016	30-34	Employed (away from work)	587
Townsville	2016	30-34	Employed (full-time)	7712
Townsville	2016	30-34	Employed (hours worked not stated)	175
Townsville	2016	30-34	Employed (part-time)	2676
Townsville	2016	30-34	Not in the labour force	2409
Townsville	2016	30-34	Unemployed (looking for full-time work)	629
Townsville	2016	30-34	Unemployed (looking for part-time work)	257
Townsville	2016	35-39		992
Townsville	2016	35-39	Employed (away from work)	399
Townsville	2016	35-39	Employed (full-time)	6991
Townsville	2016	35-39	Employed (hours worked not stated)	182
Townsville	2016	35-39	Employed (part-time)	2748
Townsville	2016	35-39	Not in the labour force	2169
Townsville	2016	35-39	Unemployed (looking for full-time work)	560
Townsville	2016	35-39	Unemployed (looking for part-time work)	221
Townsville	2016	40-44		1063
Townsville	2016	40-44	Employed (away from work)	312
Townsville	2016	40-44	Employed (full-time)	7954
Townsville	2016	40-44	Employed (hours worked not stated)	179
Townsville	2016	40-44	Employed (part-time)	2885
Townsville	2016	40-44	Not in the labour force	2067
Townsville	2016	40-44	Unemployed (looking for full-time work)	599
Townsville	2016	40-44	Unemployed (looking for part-time work)	205
Townsville	2016	45-49		1129
Townsville	2016	45-49	Employed (away from work)	324
Townsville	2016	45-49	Employed (full-time)	8109
Townsville	2016	45-49	Employed (hours worked not stated)	171
Townsville	2016	45-49	Employed (part-time)	2752
Townsville	2016	45-49	Not in the labour force	2136
Townsville	2016	45-49	Unemployed (looking for full-time work)	571
Townsville	2016	45-49	Unemployed (looking for part-time work)	196
Townsville	2016	50-54		1100
Townsville	2016	50-54	Employed (away from work)	364
Townsville	2016	50-54	Employed (full-time)	7510
Townsville	2016	50-54	Employed (hours worked not stated)	125
Townsville	2016	50-54	Employed (part-time)	2677
Townsville	2016	50-54	Not in the labour force	2341
Townsville	2016	50-54	Unemployed (looking for full-time work)	572
Townsville	2016	50-54	Unemployed (looking for part-time work)	136
Townsville	2016	55-59		1032
Townsville	2016	55-59	Employed (away from work)	371
Townsville	2016	55-59	Employed (full-time)	6396
Townsville	2016	55-59	Employed (hours worked not stated)	153
Townsville	2016	55-59	Employed (part-time)	2465
Townsville	2016	55-59	Not in the labour force	3145
Townsville	2016	55-59	Unemployed (looking for full-time work)	491
Townsville	2016	55-59	Unemployed (looking for part-time work)	164
Townsville	2016	60-64		893
Townsville	2016	60-64	Employed (away from work)	287
Townsville	2016	60-64	Employed (full-time)	3626
Townsville	2016	60-64	Employed (hours worked not stated)	111
Townsville	2016	60-64	Employed (part-time)	1955
Townsville	2016	60-64	Not in the labour force	4775
Townsville	2016	60-64	Unemployed (looking for full-time work)	421
Townsville	2016	60-64	Unemployed (looking for part-time work)	201
Townsville	2016	65-69		924
Townsville	2016	65-69	Employed (away from work)	138
Townsville	2016	65-69	Employed (full-time)	1277
Townsville	2016	65-69	Employed (hours worked not stated)	68
Townsville	2016	65-69	Employed (part-time)	1047
Townsville	2016	65-69	Not in the labour force	7427
Townsville	2016	65-69	Unemployed (looking for full-time work)	42
Townsville	2016	65-69	Unemployed (looking for part-time work)	57
Townsville	2016	70-74		700
Townsville	2016	70-74	Employed (away from work)	47
Townsville	2016	70-74	Employed (full-time)	337
Townsville	2016	70-74	Employed (hours worked not stated)	27
Townsville	2016	70-74	Employed (part-time)	429
Townsville	2016	70-74	Not in the labour force	6141
Townsville	2016	70-74	Unemployed (looking for full-time work)	5
Townsville	2016	70-74	Unemployed (looking for part-time work)	16
Townsville	2016	75+		1337
Townsville	2016	75+	Employed (away from work)	23
Townsville	2016	75+	Employed (full-time)	182
Townsville	2016	75+	Employed (hours worked not stated)	54
Townsville	2016	75+	Employed (part-time)	237
Townsville	2016	75+	Not in the labour force	10794
Townsville	2016	75+	Unemployed (looking for full-time work)	7
Townsville	2016	75+	Unemployed (looking for part-time work)	7
Wide Bay	2006	15-19		748
Wide Bay	2006	15-19	Employed (away from work)	191
Wide Bay	2006	15-19	Employed (full-time)	2534
Wide Bay	2006	15-19	Employed (hours worked not stated)	389
Wide Bay	2006	15-19	Employed (part-time)	4443
Wide Bay	2006	15-19	Not in the labour force	6035
Wide Bay	2006	15-19	Unemployed (looking for full-time work)	742
Wide Bay	2006	15-19	Unemployed (looking for part-time work)	563
Wide Bay	2006	20-24		632
Wide Bay	2006	20-24	Employed (away from work)	201
Wide Bay	2006	20-24	Employed (full-time)	4972
Wide Bay	2006	20-24	Employed (hours worked not stated)	272
Wide Bay	2006	20-24	Employed (part-time)	2105
Wide Bay	2006	20-24	Not in the labour force	2247
Wide Bay	2006	20-24	Unemployed (looking for full-time work)	718
Wide Bay	2006	20-24	Unemployed (looking for part-time work)	255
Wide Bay	2006	25-29		557
Wide Bay	2006	25-29	Employed (away from work)	268
Wide Bay	2006	25-29	Employed (full-time)	4721
Wide Bay	2006	25-29	Employed (hours worked not stated)	211
Wide Bay	2006	25-29	Employed (part-time)	1817
Wide Bay	2006	25-29	Not in the labour force	2624
Wide Bay	2006	25-29	Unemployed (looking for full-time work)	496
Wide Bay	2006	25-29	Unemployed (looking for part-time work)	214
Wide Bay	2006	30-34		662
Wide Bay	2006	30-34	Employed (away from work)	324
Wide Bay	2006	30-34	Employed (full-time)	5403
Wide Bay	2006	30-34	Employed (hours worked not stated)	265
Wide Bay	2006	30-34	Employed (part-time)	2482
Wide Bay	2006	30-34	Not in the labour force	3161
Wide Bay	2006	30-34	Unemployed (looking for full-time work)	448
Wide Bay	2006	30-34	Unemployed (looking for part-time work)	247
Wide Bay	2006	35-39		771
Wide Bay	2006	35-39	Employed (away from work)	310
Wide Bay	2006	35-39	Employed (full-time)	6498
Wide Bay	2006	35-39	Employed (hours worked not stated)	308
Wide Bay	2006	35-39	Employed (part-time)	3316
