SA4_NAME16	Year	Age	adults
Migratory - Offshore - Shipping (SA)	2016	75-84	0
Migratory - Offshore - Shipping (SA)	2016	85+	0
No usual address (SA)	2006	15-19	168
No usual address (SA)	2006	20-24	305
No usual address (SA)	2006	25-34	524
No usual address (SA)	2006	35-44	441
No usual address (SA)	2006	45-54	342
No usual address (SA)	2006	55-64	357
No usual address (SA)	2006	65-74	149
No usual address (SA)	2006	75-84	40
No usual address (SA)	2006	85+	26
No usual address (SA)	2011	15-19	145
No usual address (SA)	2011	20-24	287
No usual address (SA)	2011	25-34	588
No usual address (SA)	2011	35-44	479
No usual address (SA)	2011	45-54	458
No usual address (SA)	2011	55-64	428
No usual address (SA)	2011	65-74	228
No usual address (SA)	2011	75-84	84
No usual address (SA)	2011	85+	77
No usual address (SA)	2016	15-19	173
No usual address (SA)	2016	20-24	266
No usual address (SA)	2016	25-34	556
No usual address (SA)	2016	35-44	421
No usual address (SA)	2016	45-54	474
No usual address (SA)	2016	55-64	403
No usual address (SA)	2016	65-74	271
No usual address (SA)	2016	75-84	59
No usual address (SA)	2016	85+	22
Bunbury	2006	15-19	9719
Bunbury	2006	20-24	6950
Bunbury	2006	25-34	15974
Bunbury	2006	35-44	21065
Bunbury	2006	45-54	20750
Bunbury	2006	55-64	15795
Bunbury	2006	65-74	9685
Bunbury	2006	75-84	6066
Bunbury	2006	85+	1870
Bunbury	2011	15-19	10330
Bunbury	2011	20-24	7960
Bunbury	2011	25-34	18386
Bunbury	2011	35-44	22733
Bunbury	2011	45-54	23041
Bunbury	2011	55-64	20122
Bunbury	2011	65-74	12511
Bunbury	2011	75-84	6857
Bunbury	2011	85+	2450
Bunbury	2016	15-19	10870
Bunbury	2016	20-24	8013
Bunbury	2016	25-34	19851
Bunbury	2016	35-44	23043
Bunbury	2016	45-54	24780
Bunbury	2016	55-64	23633
Bunbury	2016	65-74	18211
Bunbury	2016	75-84	8844
Bunbury	2016	85+	3318
Mandurah	2006	15-19	4390
Mandurah	2006	20-24	3079
Mandurah	2006	25-34	6155
Mandurah	2006	35-44	8557
Mandurah	2006	45-54	9018
Mandurah	2006	55-64	9364
Mandurah	2006	65-74	7792
Mandurah	2006	75-84	4687
Mandurah	2006	85+	1192
Mandurah	2011	15-19	5497
Mandurah	2011	20-24	4458
Mandurah	2011	25-34	8517
Mandurah	2011	35-44	10202
Mandurah	2011	45-54	10949
Mandurah	2011	55-64	11009
Mandurah	2011	65-74	9515
Mandurah	2011	75-84	5628
Mandurah	2011	85+	1729
Mandurah	2016	15-19	5823
Mandurah	2016	20-24	5129
Mandurah	2016	25-34	10359
Mandurah	2016	35-44	11114
Mandurah	2016	45-54	12586
Mandurah	2016	55-64	12388
Mandurah	2016	65-74	12177
Mandurah	2016	75-84	7189
Mandurah	2016	85+	2416
Perth - Inner	2006	15-19	9786
Perth - Inner	2006	20-24	13155
Perth - Inner	2006	25-34	21660
Perth - Inner	2006	35-44	20742
Perth - Inner	2006	45-54	20194
Perth - Inner	2006	55-64	15215
Perth - Inner	2006	65-74	8916
Perth - Inner	2006	75-84	7107
Perth - Inner	2006	85+	3702
Perth - Inner	2011	15-19	9286
Perth - Inner	2011	20-24	13963
Perth - Inner	2011	25-34	28283
Perth - Inner	2011	35-44	21730
Perth - Inner	2011	45-54	20995
Perth - Inner	2011	55-64	17479
Perth - Inner	2011	65-74	10477
Perth - Inner	2011	75-84	6688
Perth - Inner	2011	85+	3613
Perth - Inner	2016	15-19	9449
Perth - Inner	2016	20-24	13348
Perth - Inner	2016	25-34	32158
Perth - Inner	2016	35-44	23008
Perth - Inner	2016	45-54	21877
Perth - Inner	2016	55-64	18664
Perth - Inner	2016	65-74	13383
Perth - Inner	2016	75-84	7465
Perth - Inner	2016	85+	3961
Perth - North East	2006	15-19	14141
Perth - North East	2006	20-24	12768
Perth - North East	2006	25-34	26575
Perth - North East	2006	35-44	31508
Perth - North East	2006	45-54	27982
Perth - North East	2006	55-64	21004
Perth - North East	2006	65-74	12059
Perth - North East	2006	75-84	7425
Perth - North East	2006	85+	2422
Perth - North East	2011	15-19	14947
Perth - North East	2011	20-24	14983
Perth - North East	2011	25-34	30955
Perth - North East	2011	35-44	33521
Perth - North East	2011	45-54	31277
Perth - North East	2011	55-64	24781
Perth - North East	2011	65-74	14641
Perth - North East	2011	75-84	8076
Perth - North East	2011	85+	3088
Perth - North East	2016	15-19	15442
Perth - North East	2016	20-24	16532
Perth - North East	2016	25-34	39378
Perth - North East	2016	35-44	36003
Perth - North East	2016	45-54	34778
Perth - North East	2016	55-64	27999
Perth - North East	2016	65-74	19081
Perth - North East	2016	75-84	9581
Perth - North East	2016	85+	3769
Perth - North West	2006	15-19	31367
Perth - North West	2006	20-24	29550
Perth - North West	2006	25-34	56640
Perth - North West	2006	35-44	64965
Perth - North West	2006	45-54	60182
Perth - North West	2006	55-64	44742
Perth - North West	2006	65-74	26169
Perth - North West	2006	75-84	16779
Perth - North West	2006	85+	5336
Perth - North West	2011	15-19	33540
Perth - North West	2011	20-24	34095
Perth - North West	2011	25-34	69585
Perth - North West	2011	35-44	72877
Perth - North West	2011	45-54	66272
Perth - North West	2011	55-64	52665
Perth - North West	2011	65-74	30967
Perth - North West	2011	75-84	18456
Perth - North West	2011	85+	7310
Perth - North West	2016	15-19	33968
Perth - North West	2016	20-24	34593
Perth - North West	2016	25-34	82322
Perth - North West	2016	35-44	76723
Perth - North West	2016	45-54	73099
Perth - North West	2016	55-64	57893
Perth - North West	2016	65-74	40522
Perth - North West	2016	75-84	21602
Perth - North West	2016	85+	8828
Perth - South East	2006	15-19	28731
Perth - South East	2006	20-24	31375
Perth - South East	2006	25-34	53010
Perth - South East	2006	35-44	54082
Perth - South East	2006	45-54	52967
Perth - South East	2006	55-64	41696
Perth - South East	2006	65-74	23201
Perth - South East	2006	75-84	15506
Perth - South East	2006	85+	5615
Perth - South East	2011	15-19	30075
Perth - South East	2011	20-24	36798
Perth - South East	2011	25-34	68228
Perth - South East	2011	35-44	60854
Perth - South East	2011	45-54	56572
Perth - South East	2011	55-64	48537
Perth - South East	2011	65-74	28230
Perth - South East	2011	75-84	16254
Perth - South East	2011	85+	6778
Perth - South East	2016	15-19	30237
Perth - South East	2016	20-24	37063
Perth - South East	2016	25-34	83212
Perth - South East	2016	35-44	68863
Perth - South East	2016	45-54	61189
Perth - South East	2016	55-64	51682
Perth - South East	2016	65-74	36331
Perth - South East	2016	75-84	18742
Perth - South East	2016	85+	8082
Perth - South West	2006	15-19	22455
Perth - South West	2006	20-24	21054
Perth - South West	2006	25-34	38909
Perth - South West	2006	35-44	46793
Perth - South West	2006	45-54	43646
Perth - South West	2006	55-64	32551
Perth - South West	2006	65-74	20807
Perth - South West	2006	75-84	14058
Perth - South West	2006	85+	4461
Perth - South West	2011	15-19	24405
Perth - South West	2011	20-24	24886
Perth - South West	2011	25-34	48162
Perth - South West	2011	35-44	52233
Perth - South West	2011	45-54	48939
Perth - South West	2011	55-64	38716
Perth - South West	2011	65-74	23827
Perth - South West	2011	75-84	15180
Perth - South West	2011	85+	5732
Perth - South West	2016	15-19	25210
Perth - South West	2016	20-24	26764
Perth - South West	2016	25-34	59255
Perth - South West	2016	35-44	56905
Perth - South West	2016	45-54	55163
Perth - South West	2016	55-64	44330
Perth - South West	2016	65-74	30873
Perth - South West	2016	75-84	17425
Perth - South West	2016	85+	7599
Western Australia - Wheat Belt	2006	15-19	7417
Western Australia - Wheat Belt	2006	20-24	5518
Western Australia - Wheat Belt	2006	25-34	12986
Western Australia - Wheat Belt	2006	35-44	17989
Western Australia - Wheat Belt	2006	45-54	18805
Western Australia - Wheat Belt	2006	55-64	15890
Western Australia - Wheat Belt	2006	65-74	10016
Western Australia - Wheat Belt	2006	75-84	5733
Western Australia - Wheat Belt	2006	85+	1821
Western Australia - Wheat Belt	2011	15-19	7395
Western Australia - Wheat Belt	2011	20-24	5868
Western Australia - Wheat Belt	2011	25-34	13214
Western Australia - Wheat Belt	2011	35-44	17219
Western Australia - Wheat Belt	2011	45-54	19574
Western Australia - Wheat Belt	2011	55-64	18462
Western Australia - Wheat Belt	2011	65-74	12103
Western Australia - Wheat Belt	2011	75-84	6559
Western Australia - Wheat Belt	2011	85+	2237
Western Australia - Wheat Belt	2016	15-19	7290
Western Australia - Wheat Belt	2016	20-24	5948
Western Australia - Wheat Belt	2016	25-34	14107
Western Australia - Wheat Belt	2016	35-44	15690
Western Australia - Wheat Belt	2016	45-54	19431
Western Australia - Wheat Belt	2016	55-64	20615
Western Australia - Wheat Belt	2016	65-74	16103
Western Australia - Wheat Belt	2016	75-84	8083
Western Australia - Wheat Belt	2016	85+	2844
Western Australia - Outback (North)	2006	15-19	4491
Western Australia - Outback (North)	2006	20-24	5237
Western Australia - Outback (North)	2006	25-34	12858
Western Australia - Outback (North)	2006	35-44	12329
Western Australia - Outback (North)	2006	45-54	9830
Western Australia - Outback (North)	2006	55-64	5019
Western Australia - Outback (North)	2006	65-74	1615
Western Australia - Outback (North)	2006	75-84	569
Western Australia - Outback (North)	2006	85+	168
Western Australia - Outback (North)	2011	15-19	4803
Western Australia - Outback (North)	2011	20-24	7635
Western Australia - Outback (North)	2011	25-34	20096
Western Australia - Outback (North)	2011	35-44	17491
Western Australia - Outback (North)	2011	45-54	13920
Western Australia - Outback (North)	2011	55-64	7842
Western Australia - Outback (North)	2011	65-74	2074
Western Australia - Outback (North)	2011	75-84	600
Western Australia - Outback (North)	2011	85+	160
Western Australia - Outback (North)	2016	15-19	4384
Western Australia - Outback (North)	2016	20-24	5726
Western Australia - Outback (North)	2016	25-34	20349
Western Australia - Outback (North)	2016	35-44	16763
Western Australia - Outback (North)	2016	45-54	13701
Western Australia - Outback (North)	2016	55-64	8915
Western Australia - Outback (North)	2016	65-74	2764
Western Australia - Outback (North)	2016	75-84	707
Western Australia - Outback (North)	2016	85+	184
Western Australia - Outback (South)	2006	15-19	7270
Western Australia - Outback (South)	2006	20-24	6657
Western Australia - Outback (South)	2006	25-34	15330
Western Australia - Outback (South)	2006	35-44	17566
Western Australia - Outback (South)	2006	45-54	15356
Western Australia - Outback (South)	2006	55-64	10966
Western Australia - Outback (South)	2006	65-74	6232
Western Australia - Outback (South)	2006	75-84	3142
Western Australia - Outback (South)	2006	85+	880
Western Australia - Outback (South)	2011	15-19	7691
Western Australia - Outback (South)	2011	20-24	7715
Western Australia - Outback (South)	2011	25-34	16977
Western Australia - Outback (South)	2011	35-44	18150
Western Australia - Outback (South)	2011	45-54	17513
Western Australia - Outback (South)	2011	55-64	13452
Western Australia - Outback (South)	2011	65-74	7584
Western Australia - Outback (South)	2011	75-84	3713
Western Australia - Outback (South)	2011	85+	1097
Western Australia - Outback (South)	2016	15-19	7176
Western Australia - Outback (South)	2016	20-24	6690
Western Australia - Outback (South)	2016	25-34	16752
Western Australia - Outback (South)	2016	35-44	15898
Western Australia - Outback (South)	2016	45-54	17286
Western Australia - Outback (South)	2016	55-64	14886
Western Australia - Outback (South)	2016	65-74	9587
Western Australia - Outback (South)	2016	75-84	4364
Western Australia - Outback (South)	2016	85+	1411
Migratory - Offshore - Shipping (WA)	2006	15-19	9
Migratory - Offshore - Shipping (WA)	2006	20-24	38
Migratory - Offshore - Shipping (WA)	2006	25-34	107
Migratory - Offshore - Shipping (WA)	2006	35-44	105
Migratory - Offshore - Shipping (WA)	2006	45-54	63
Migratory - Offshore - Shipping (WA)	2006	55-64	18
Migratory - Offshore - Shipping (WA)	2006	65-74	0
Migratory - Offshore - Shipping (WA)	2006	75-84	0
Migratory - Offshore - Shipping (WA)	2006	85+	0
Migratory - Offshore - Shipping (WA)	2011	15-19	4
Migratory - Offshore - Shipping (WA)	2011	20-24	37
Migratory - Offshore - Shipping (WA)	2011	25-34	150
Migratory - Offshore - Shipping (WA)	2011	35-44	104
Migratory - Offshore - Shipping (WA)	2011	45-54	69
Migratory - Offshore - Shipping (WA)	2011	55-64	33
Migratory - Offshore - Shipping (WA)	2011	65-74	6
Migratory - Offshore - Shipping (WA)	2011	75-84	7
Migratory - Offshore - Shipping (WA)	2011	85+	0
Migratory - Offshore - Shipping (WA)	2016	15-19	0
Migratory - Offshore - Shipping (WA)	2016	20-24	20
Migratory - Offshore - Shipping (WA)	2016	25-34	127
Migratory - Offshore - Shipping (WA)	2016	35-44	127
Migratory - Offshore - Shipping (WA)	2016	45-54	105
Migratory - Offshore - Shipping (WA)	2016	55-64	43
Migratory - Offshore - Shipping (WA)	2016	65-74	8
Migratory - Offshore - Shipping (WA)	2016	75-84	3
Migratory - Offshore - Shipping (WA)	2016	85+	3
No usual address (WA)	2006	15-19	226
No usual address (WA)	2006	20-24	629
No usual address (WA)	2006	25-34	1240
No usual address (WA)	2006	35-44	930
No usual address (WA)	2006	45-54	921
No usual address (WA)	2006	55-64	1046
No usual address (WA)	2006	65-74	434
No usual address (WA)	2006	75-84	57
No usual address (WA)	2006	85+	12
No usual address (WA)	2011	15-19	231
No usual address (WA)	2011	20-24	611
No usual address (WA)	2011	25-34	1548
No usual address (WA)	2011	35-44	1144
No usual address (WA)	2011	45-54	1095
No usual address (WA)	2011	55-64	1336
No usual address (WA)	2011	65-74	608
No usual address (WA)	2011	75-84	98
No usual address (WA)	2011	85+	19
No usual address (WA)	2016	15-19	151
No usual address (WA)	2016	20-24	503
No usual address (WA)	2016	25-34	1306
No usual address (WA)	2016	35-44	910
No usual address (WA)	2016	45-54	957
No usual address (WA)	2016	55-64	977
No usual address (WA)	2016	65-74	633
No usual address (WA)	2016	75-84	98
No usual address (WA)	2016	85+	23
Hobart	2006	15-19	14433
Hobart	2006	20-24	14002
Hobart	2006	25-34	24140
Hobart	2006	35-44	28197
Hobart	2006	45-54	29568
Hobart	2006	55-64	23239
Hobart	2006	65-74	14741
Hobart	2006	75-84	10868
Hobart	2006	85+	3786
Hobart	2011	15-19	13784
Hobart	2011	20-24	14547
Hobart	2011	25-34	25998
Hobart	2011	35-44	28053
Hobart	2011	45-54	29992
Hobart	2011	55-64	26989
Hobart	2011	65-74	17234
Hobart	2011	75-84	10735
Hobart	2011	85+	4551
Hobart	2016	15-19	13565
Hobart	2016	20-24	14042
Hobart	2016	25-34	28485
Hobart	2016	35-44	27577
Hobart	2016	45-54	29598
Hobart	2016	55-64	29440
Hobart	2016	65-74	22183
Hobart	2016	75-84	12093
Hobart	2016	85+	5275
Launceston and North East	2006	15-19	9149
Launceston and North East	2006	20-24	8096
Launceston and North East	2006	25-34	14928
Launceston and North East	2006	35-44	18685
Launceston and North East	2006	45-54	19428
Launceston and North East	2006	55-64	16556
Launceston and North East	2006	65-74	10673
Launceston and North East	2006	75-84	7169
Launceston and North East	2006	85+	2454
Launceston and North East	2011	15-19	9538
Launceston and North East	2011	20-24	8057
Launceston and North East	2011	25-34	14688
Launceston and North East	2011	35-44	17783
Launceston and North East	2011	45-54	19712
Launceston and North East	2011	55-64	18753
Launceston and North East	2011	65-74	12817
Launceston and North East	2011	75-84	7364
Launceston and North East	2011	85+	2953
Launceston and North East	2016	15-19	8806
Launceston and North East	2016	20-24	8661
Launceston and North East	2016	25-34	15036
Launceston and North East	2016	35-44	15890
Launceston and North East	2016	45-54	19336
Launceston and North East	2016	55-64	20046
Launceston and North East	2016	65-74	16533
Launceston and North East	2016	75-84	8353
Launceston and North East	2016	85+	3369
South East	2006	15-19	1991
South East	2006	20-24	1379
South East	2006	25-34	3308
South East	2006	35-44	4848
South East	2006	45-54	5536
South East	2006	55-64	5281
South East	2006	65-74	2926
South East	2006	75-84	1369
South East	2006	85+	387
South East	2011	15-19	1873
South East	2011	20-24	1314
South East	2011	25-34	3187
South East	2011	35-44	4791
South East	2011	45-54	5642
South East	2011	55-64	6054
South East	2011	65-74	3998
South East	2011	75-84	1624
South East	2011	85+	480
South East	2016	15-19	1944
South East	2016	20-24	1371
South East	2016	25-34	3163
South East	2016	35-44	4106
South East	2016	45-54	5540
South East	2016	55-64	6583
South East	2016	65-74	5437
South East	2016	75-84	2152
South East	2016	85+	600
West and North West	2006	15-19	7183
West and North West	2006	20-24	5361
West and North West	2006	25-34	11446
West and North West	2006	35-44	15013
West and North West	2006	45-54	15365
West and North West	2006	55-64	13386
West and North West	2006	65-74	9070
West and North West	2006	75-84	5734
West and North West	2006	85+	1889
West and North West	2011	15-19	7395
West and North West	2011	20-24	5550
West and North West	2011	25-34	11178
West and North West	2011	35-44	14043
West and North West	2011	45-54	16034
West and North West	2011	55-64	14858
West and North West	2011	65-74	10625
West and North West	2011	75-84	5947
West and North West	2011	85+	2258
West and North West	2016	15-19	6699
West and North West	2016	20-24	5691
West and North West	2016	25-34	11138
West and North West	2016	35-44	12096
West and North West	2016	45-54	15425
West and North West	2016	55-64	15963
West and North West	2016	65-74	13134
West and North West	2016	75-84	6993
West and North West	2016	85+	2522
Migratory - Offshore - Shipping (Tas.)	2006	15-19	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	3
Migratory - Offshore - Shipping (Tas.)	2006	25-34	18
Migratory - Offshore - Shipping (Tas.)	2006	35-44	32
Migratory - Offshore - Shipping (Tas.)	2006	45-54	23
Migratory - Offshore - Shipping (Tas.)	2006	55-64	10
Migratory - Offshore - Shipping (Tas.)	2006	65-74	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	3
Migratory - Offshore - Shipping (Tas.)	2011	20-24	6
Migratory - Offshore - Shipping (Tas.)	2011	25-34	27
Migratory - Offshore - Shipping (Tas.)	2011	35-44	21
Migratory - Offshore - Shipping (Tas.)	2011	45-54	21
Migratory - Offshore - Shipping (Tas.)	2011	55-64	16
Migratory - Offshore - Shipping (Tas.)	2011	65-74	8
Migratory - Offshore - Shipping (Tas.)	2011	75-84	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	0
Migratory - Offshore - Shipping (Tas.)	2016	20-24	8
Migratory - Offshore - Shipping (Tas.)	2016	25-34	23
Migratory - Offshore - Shipping (Tas.)	2016	35-44	5
Migratory - Offshore - Shipping (Tas.)	2016	45-54	15
Migratory - Offshore - Shipping (Tas.)	2016	55-64	12
Migratory - Offshore - Shipping (Tas.)	2016	65-74	7
Migratory - Offshore - Shipping (Tas.)	2016	75-84	0
Migratory - Offshore - Shipping (Tas.)	2016	85+	0
No usual address (Tas.)	2006	15-19	65
No usual address (Tas.)	2006	20-24	94
No usual address (Tas.)	2006	25-34	196
No usual address (Tas.)	2006	35-44	119
No usual address (Tas.)	2006	45-54	120
No usual address (Tas.)	2006	55-64	106
No usual address (Tas.)	2006	65-74	41
No usual address (Tas.)	2006	75-84	16
No usual address (Tas.)	2006	85+	16
No usual address (Tas.)	2011	15-19	92
No usual address (Tas.)	2011	20-24	103
No usual address (Tas.)	2011	25-34	203
No usual address (Tas.)	2011	35-44	163
No usual address (Tas.)	2011	45-54	155
No usual address (Tas.)	2011	55-64	156
No usual address (Tas.)	2011	65-74	75
No usual address (Tas.)	2011	75-84	23
No usual address (Tas.)	2011	85+	0
No usual address (Tas.)	2016	15-19	62
No usual address (Tas.)	2016	20-24	90
No usual address (Tas.)	2016	25-34	183
No usual address (Tas.)	2016	35-44	147
No usual address (Tas.)	2016	45-54	135
No usual address (Tas.)	2016	55-64	113
No usual address (Tas.)	2016	65-74	84
No usual address (Tas.)	2016	75-84	12
No usual address (Tas.)	2016	85+	3
Darwin	2006	15-19	7300
Darwin	2006	20-24	7921
Darwin	2006	25-34	17741
Darwin	2006	35-44	17856
Darwin	2006	45-54	15458
Darwin	2006	55-64	10180
Darwin	2006	65-74	3796
Darwin	2006	75-84	1505
Darwin	2006	85+	323
Darwin	2011	15-19	8028
Darwin	2011	20-24	9458
Darwin	2011	25-34	21056
Darwin	2011	35-44	19548
Darwin	2011	45-54	17003
Darwin	2011	55-64	12488
Darwin	2011	65-74	5364
Darwin	2011	75-84	1834
Darwin	2011	85+	423
Darwin	2016	15-19	7600
Darwin	2016	20-24	9555
Darwin	2016	25-34	26858
Darwin	2016	35-44	21789
Darwin	2016	45-54	18951
Darwin	2016	55-64	14042
Darwin	2016	65-74	7413
Darwin	2016	75-84	2470
Darwin	2016	85+	626
Northern Territory - Outback	2006	15-19	6933
Northern Territory - Outback	2006	20-24	6984
Northern Territory - Outback	2006	25-34	13934
Northern Territory - Outback	2006	35-44	13070
Northern Territory - Outback	2006	45-54	10698
Northern Territory - Outback	2006	55-64	6290
Northern Territory - Outback	2006	65-74	2356
Northern Territory - Outback	2006	75-84	848
Northern Territory - Outback	2006	85+	267
Northern Territory - Outback	2011	15-19	6761
Northern Territory - Outback	2011	20-24	7222
Northern Territory - Outback	2011	25-34	15100
Northern Territory - Outback	2011	35-44	13361
Northern Territory - Outback	2011	45-54	11287
Northern Territory - Outback	2011	55-64	7818
Northern Territory - Outback	2011	65-74	2976
Northern Territory - Outback	2011	75-84	981
Northern Territory - Outback	2011	85+	267
Northern Territory - Outback	2016	15-19	6446
Northern Territory - Outback	2016	20-24	6905
Northern Territory - Outback	2016	25-34	15691
Northern Territory - Outback	2016	35-44	12427
Northern Territory - Outback	2016	45-54	11887
Northern Territory - Outback	2016	55-64	8810
Northern Territory - Outback	2016	65-74	3969
Northern Territory - Outback	2016	75-84	1266
Northern Territory - Outback	2016	85+	310
Migratory - Offshore - Shipping (NT)	2006	15-19	3
Migratory - Offshore - Shipping (NT)	2006	20-24	44
Migratory - Offshore - Shipping (NT)	2006	25-34	23
Migratory - Offshore - Shipping (NT)	2006	35-44	21
Migratory - Offshore - Shipping (NT)	2006	45-54	7
Migratory - Offshore - Shipping (NT)	2006	55-64	3
Migratory - Offshore - Shipping (NT)	2006	65-74	0
Migratory - Offshore - Shipping (NT)	2006	75-84	0
Migratory - Offshore - Shipping (NT)	2006	85+	0
Migratory - Offshore - Shipping (NT)	2011	15-19	3
Migratory - Offshore - Shipping (NT)	2011	20-24	18
Migratory - Offshore - Shipping (NT)	2011	25-34	37
Migratory - Offshore - Shipping (NT)	2011	35-44	22
Migratory - Offshore - Shipping (NT)	2011	45-54	15
Migratory - Offshore - Shipping (NT)	2011	55-64	7
Migratory - Offshore - Shipping (NT)	2011	65-74	6
Migratory - Offshore - Shipping (NT)	2011	75-84	0
Migratory - Offshore - Shipping (NT)	2011	85+	0
Migratory - Offshore - Shipping (NT)	2016	15-19	0
Migratory - Offshore - Shipping (NT)	2016	20-24	3
Migratory - Offshore - Shipping (NT)	2016	25-34	30
Migratory - Offshore - Shipping (NT)	2016	35-44	19
Migratory - Offshore - Shipping (NT)	2016	45-54	9
Migratory - Offshore - Shipping (NT)	2016	55-64	3
Migratory - Offshore - Shipping (NT)	2016	65-74	0
Migratory - Offshore - Shipping (NT)	2016	75-84	3
Migratory - Offshore - Shipping (NT)	2016	85+	0
No usual address (NT)	2006	15-19	44
No usual address (NT)	2006	20-24	144
No usual address (NT)	2006	25-34	357
No usual address (NT)	2006	35-44	216
No usual address (NT)	2006	45-54	318
No usual address (NT)	2006	55-64	477
No usual address (NT)	2006	65-74	166
No usual address (NT)	2006	75-84	11
No usual address (NT)	2006	85+	3
No usual address (NT)	2011	15-19	34
No usual address (NT)	2011	20-24	141
No usual address (NT)	2011	25-34	364
No usual address (NT)	2011	35-44	233
No usual address (NT)	2011	45-54	269
No usual address (NT)	2011	55-64	440
No usual address (NT)	2011	65-74	219
No usual address (NT)	2011	75-84	22
No usual address (NT)	2011	85+	0
No usual address (NT)	2016	15-19	32
No usual address (NT)	2016	20-24	183
No usual address (NT)	2016	25-34	457
No usual address (NT)	2016	35-44	396
No usual address (NT)	2016	45-54	461
No usual address (NT)	2016	55-64	438
No usual address (NT)	2016	65-74	278
No usual address (NT)	2016	75-84	38
No usual address (NT)	2016	85+	0
Australian Capital Territory	2006	15-19	23522
Australian Capital Territory	2006	20-24	27452
Australian Capital Territory	2006	25-34	50150
Australian Capital Territory	2006	35-44	48804
Australian Capital Territory	2006	45-54	45940
Australian Capital Territory	2006	55-64	34114
Australian Capital Territory	2006	65-74	17229
Australian Capital Territory	2006	75-84	10854
Australian Capital Territory	2006	85+	3447
Australian Capital Territory	2011	15-19	23936
Australian Capital Territory	2011	20-24	30664
Australian Capital Territory	2011	25-34	58091
Australian Capital Territory	2011	35-44	52818
Australian Capital Territory	2011	45-54	47928
Australian Capital Territory	2011	55-64	38719
Australian Capital Territory	2011	65-74	21645
Australian Capital Territory	2011	75-84	11660
Australian Capital Territory	2011	85+	4831
Australian Capital Territory	2016	15-19	24468
Australian Capital Territory	2016	20-24	31354
Australian Capital Territory	2016	25-34	66008
Australian Capital Territory	2016	35-44	58298
Australian Capital Territory	2016	45-54	50915
Australian Capital Territory	2016	55-64	41426
Australian Capital Territory	2016	65-74	29428
Australian Capital Territory	2016	75-84	14352
Australian Capital Territory	2016	85+	6155
Migratory - Offshore - Shipping (ACT)	2006	15-19	0
Migratory - Offshore - Shipping (ACT)	2006	20-24	0
Migratory - Offshore - Shipping (ACT)	2006	25-34	0
Migratory - Offshore - Shipping (ACT)	2006	35-44	0
Migratory - Offshore - Shipping (ACT)	2006	45-54	0
Migratory - Offshore - Shipping (ACT)	2006	55-64	0
Migratory - Offshore - Shipping (ACT)	2006	65-74	0
Migratory - Offshore - Shipping (ACT)	2006	75-84	0
Migratory - Offshore - Shipping (ACT)	2006	85+	0
Migratory - Offshore - Shipping (ACT)	2011	15-19	0
Migratory - Offshore - Shipping (ACT)	2011	20-24	0
Migratory - Offshore - Shipping (ACT)	2011	25-34	0
Migratory - Offshore - Shipping (ACT)	2011	35-44	0
Migratory - Offshore - Shipping (ACT)	2011	45-54	0
Migratory - Offshore - Shipping (ACT)	2011	55-64	0
Migratory - Offshore - Shipping (ACT)	2011	65-74	0
Migratory - Offshore - Shipping (ACT)	2011	75-84	0
Migratory - Offshore - Shipping (ACT)	2011	85+	0
Migratory - Offshore - Shipping (ACT)	2016	15-19	0
Migratory - Offshore - Shipping (ACT)	2016	20-24	0
Migratory - Offshore - Shipping (ACT)	2016	25-34	0
Migratory - Offshore - Shipping (ACT)	2016	35-44	0
Migratory - Offshore - Shipping (ACT)	2016	45-54	0
Migratory - Offshore - Shipping (ACT)	2016	55-64	0
Migratory - Offshore - Shipping (ACT)	2016	65-74	0
Migratory - Offshore - Shipping (ACT)	2016	75-84	0
Migratory - Offshore - Shipping (ACT)	2016	85+	0
No usual address (ACT)	2006	15-19	64
No usual address (ACT)	2006	20-24	130
No usual address (ACT)	2006	25-34	155
No usual address (ACT)	2006	35-44	116
No usual address (ACT)	2006	45-54	60
No usual address (ACT)	2006	55-64	47
No usual address (ACT)	2006	65-74	15
No usual address (ACT)	2006	75-84	20
No usual address (ACT)	2006	85+	3
No usual address (ACT)	2011	15-19	59
No usual address (ACT)	2011	20-24	86
No usual address (ACT)	2011	25-34	154
No usual address (ACT)	2011	35-44	109
No usual address (ACT)	2011	45-54	79
No usual address (ACT)	2011	55-64	61
No usual address (ACT)	2011	65-74	18
No usual address (ACT)	2011	75-84	0
No usual address (ACT)	2011	85+	7
No usual address (ACT)	2016	15-19	35
No usual address (ACT)	2016	20-24	79
No usual address (ACT)	2016	25-34	108
No usual address (ACT)	2016	35-44	107
No usual address (ACT)	2016	45-54	68
No usual address (ACT)	2016	55-64	78
No usual address (ACT)	2016	65-74	24
No usual address (ACT)	2016	75-84	8
No usual address (ACT)	2016	85+	3
Other Territories	2006	15-19	120
Other Territories	2006	20-24	145
Other Territories	2006	25-34	281
Other Territories	2006	35-44	412
Other Territories	2006	45-54	375
Other Territories	2006	55-64	274
Other Territories	2006	65-74	103
Other Territories	2006	75-84	16
Other Territories	2006	85+	11
Other Territories	2011	15-19	164
Other Territories	2011	20-24	265
