SA4_NAME16	Year	IndigenousStatus	persons
Western Australia - Outback (South)	2006	Non-indigenous	98580
Western Australia - Outback (South)	2006	Torres Strait Islander	111
Western Australia - Outback (South)	2011	Aboriginal	11718
Western Australia - Outback (South)	2011	Both Aboriginal & Torres Strait Islander	138
Western Australia - Outback (South)	2011	Non-indigenous	108372
Western Australia - Outback (South)	2011	Torres Strait Islander	137
Western Australia - Outback (South)	2016	Aboriginal	11597
Western Australia - Outback (South)	2016	Both Aboriginal & Torres Strait Islander	171
Western Australia - Outback (South)	2016	Non-indigenous	106700
Western Australia - Outback (South)	2016	Torres Strait Islander	95
Migratory - Offshore - Shipping (WA)	2006	Aboriginal	8
Migratory - Offshore - Shipping (WA)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2006	Non-indigenous	331
Migratory - Offshore - Shipping (WA)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2011	Aboriginal	5
Migratory - Offshore - Shipping (WA)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2011	Non-indigenous	412
Migratory - Offshore - Shipping (WA)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2016	Aboriginal	3
Migratory - Offshore - Shipping (WA)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (WA)	2016	Non-indigenous	431
Migratory - Offshore - Shipping (WA)	2016	Torres Strait Islander	0
No usual address (WA)	2006	Aboriginal	212
No usual address (WA)	2006	Both Aboriginal & Torres Strait Islander	11
No usual address (WA)	2006	Non-indigenous	5760
No usual address (WA)	2006	Torres Strait Islander	3
No usual address (WA)	2011	Aboriginal	424
No usual address (WA)	2011	Both Aboriginal & Torres Strait Islander	15
No usual address (WA)	2011	Non-indigenous	6848
No usual address (WA)	2011	Torres Strait Islander	12
No usual address (WA)	2016	Aboriginal	563
No usual address (WA)	2016	Both Aboriginal & Torres Strait Islander	12
No usual address (WA)	2016	Non-indigenous	5364
No usual address (WA)	2016	Torres Strait Islander	11
Hobart	2006	Aboriginal	5027
Hobart	2006	Both Aboriginal & Torres Strait Islander	246
Hobart	2006	Non-indigenous	195761
Hobart	2006	Torres Strait Islander	523
Hobart	2011	Aboriginal	6108
Hobart	2011	Both Aboriginal & Torres Strait Islander	290
Hobart	2011	Non-indigenous	204761
Hobart	2011	Torres Strait Islander	496
Hobart	2016	Aboriginal	7715
Hobart	2016	Both Aboriginal & Torres Strait Islander	367
Hobart	2016	Non-indigenous	213823
Hobart	2016	Torres Strait Islander	451
Launceston and North East	2006	Aboriginal	3134
Launceston and North East	2006	Both Aboriginal & Torres Strait Islander	113
Launceston and North East	2006	Non-indigenous	130446
Launceston and North East	2006	Torres Strait Islander	237
Launceston and North East	2011	Aboriginal	3698
Launceston and North East	2011	Both Aboriginal & Torres Strait Islander	116
Launceston and North East	2011	Non-indigenous	133547
Launceston and North East	2011	Torres Strait Islander	195
Launceston and North East	2016	Aboriginal	4243
Launceston and North East	2016	Both Aboriginal & Torres Strait Islander	153
Launceston and North East	2016	Non-indigenous	135870
Launceston and North East	2016	Torres Strait Islander	218
South East	2006	Aboriginal	1781
South East	2006	Both Aboriginal & Torres Strait Islander	70
South East	2006	Non-indigenous	31891
South East	2006	Torres Strait Islander	155
South East	2011	Aboriginal	1973
South East	2011	Both Aboriginal & Torres Strait Islander	81
South East	2011	Non-indigenous	33608
South East	2011	Torres Strait Islander	135
South East	2016	Aboriginal	2347
South East	2016	Both Aboriginal & Torres Strait Islander	85
South East	2016	Non-indigenous	34579
South East	2016	Torres Strait Islander	108
West and North West	2006	Aboriginal	4900
West and North West	2006	Both Aboriginal & Torres Strait Islander	207
West and North West	2006	Non-indigenous	100682
West and North West	2006	Torres Strait Islander	342
West and North West	2011	Aboriginal	5883
West and North West	2011	Both Aboriginal & Torres Strait Islander	227
West and North West	2011	Non-indigenous	102700
West and North West	2011	Torres Strait Islander	343
West and North West	2016	Aboriginal	7213
West and North West	2016	Both Aboriginal & Torres Strait Islander	283
West and North West	2016	Non-indigenous	101181
West and North West	2016	Torres Strait Islander	347
Migratory - Offshore - Shipping (Tas.)	2006	Aboriginal	0
Migratory - Offshore - Shipping (Tas.)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Tas.)	2006	Non-indigenous	89
Migratory - Offshore - Shipping (Tas.)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (Tas.)	2011	Aboriginal	4
Migratory - Offshore - Shipping (Tas.)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Tas.)	2011	Non-indigenous	109
Migratory - Offshore - Shipping (Tas.)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (Tas.)	2016	Aboriginal	0
Migratory - Offshore - Shipping (Tas.)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (Tas.)	2016	Non-indigenous	68
Migratory - Offshore - Shipping (Tas.)	2016	Torres Strait Islander	0
No usual address (Tas.)	2006	Aboriginal	44
No usual address (Tas.)	2006	Both Aboriginal & Torres Strait Islander	0
No usual address (Tas.)	2006	Non-indigenous	822
No usual address (Tas.)	2006	Torres Strait Islander	6
No usual address (Tas.)	2011	Aboriginal	74
No usual address (Tas.)	2011	Both Aboriginal & Torres Strait Islander	0
No usual address (Tas.)	2011	Non-indigenous	998
No usual address (Tas.)	2011	Torres Strait Islander	0
No usual address (Tas.)	2016	Aboriginal	54
No usual address (Tas.)	2016	Both Aboriginal & Torres Strait Islander	3
No usual address (Tas.)	2016	Non-indigenous	851
No usual address (Tas.)	2016	Torres Strait Islander	4
Darwin	2006	Aboriginal	8946
Darwin	2006	Both Aboriginal & Torres Strait Islander	875
Darwin	2006	Non-indigenous	95731
Darwin	2006	Torres Strait Islander	440
Darwin	2011	Aboriginal	9775
Darwin	2011	Both Aboriginal & Torres Strait Islander	846
Darwin	2011	Non-indigenous	109486
Darwin	2011	Torres Strait Islander	479
Darwin	2016	Aboriginal	10533
Darwin	2016	Both Aboriginal & Torres Strait Islander	923
Darwin	2016	Non-indigenous	124863
Darwin	2016	Torres Strait Islander	509
Northern Territory - Outback	2006	Aboriginal	42615
Northern Territory - Outback	2006	Both Aboriginal & Torres Strait Islander	448
Northern Territory - Outback	2006	Non-indigenous	41676
Northern Territory - Outback	2006	Torres Strait Islander	171
Northern Territory - Outback	2011	Aboriginal	44670
Northern Territory - Outback	2011	Both Aboriginal & Torres Strait Islander	688
Northern Territory - Outback	2011	Non-indigenous	43830
Northern Territory - Outback	2011	Torres Strait Islander	186
Northern Territory - Outback	2016	Aboriginal	44595
Northern Territory - Outback	2016	Both Aboriginal & Torres Strait Islander	764
Northern Territory - Outback	2016	Non-indigenous	43858
Northern Territory - Outback	2016	Torres Strait Islander	226
Migratory - Offshore - Shipping (NT)	2006	Aboriginal	3
Migratory - Offshore - Shipping (NT)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NT)	2006	Non-indigenous	91
Migratory - Offshore - Shipping (NT)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (NT)	2011	Aboriginal	0
Migratory - Offshore - Shipping (NT)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NT)	2011	Non-indigenous	107
Migratory - Offshore - Shipping (NT)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (NT)	2016	Aboriginal	0
Migratory - Offshore - Shipping (NT)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NT)	2016	Non-indigenous	70
Migratory - Offshore - Shipping (NT)	2016	Torres Strait Islander	0
No usual address (NT)	2006	Aboriginal	137
No usual address (NT)	2006	Both Aboriginal & Torres Strait Islander	27
No usual address (NT)	2006	Non-indigenous	1737
No usual address (NT)	2006	Torres Strait Islander	0
No usual address (NT)	2011	Aboriginal	127
No usual address (NT)	2011	Both Aboriginal & Torres Strait Islander	3
No usual address (NT)	2011	Non-indigenous	1740
No usual address (NT)	2011	Torres Strait Islander	0
No usual address (NT)	2016	Aboriginal	683
No usual address (NT)	2016	Both Aboriginal & Torres Strait Islander	7
No usual address (NT)	2016	Non-indigenous	1788
No usual address (NT)	2016	Torres Strait Islander	11
Australian Capital Territory	2006	Aboriginal	3577
Australian Capital Territory	2006	Both Aboriginal & Torres Strait Islander	104
Australian Capital Territory	2006	Non-indigenous	319476
Australian Capital Territory	2006	Torres Strait Islander	168
Australian Capital Territory	2011	Aboriginal	4829
Australian Capital Territory	2011	Both Aboriginal & Torres Strait Islander	137
Australian Capital Territory	2011	Non-indigenous	351433
Australian Capital Territory	2011	Torres Strait Islander	187
Australian Capital Territory	2016	Aboriginal	6107
Australian Capital Territory	2016	Both Aboriginal & Torres Strait Islander	184
Australian Capital Territory	2016	Non-indigenous	390383
Australian Capital Territory	2016	Torres Strait Islander	183
Migratory - Offshore - Shipping (ACT)	2006	Aboriginal	0
Migratory - Offshore - Shipping (ACT)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (ACT)	2006	Non-indigenous	0
Migratory - Offshore - Shipping (ACT)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (ACT)	2011	Aboriginal	0
Migratory - Offshore - Shipping (ACT)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (ACT)	2011	Non-indigenous	0
Migratory - Offshore - Shipping (ACT)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (ACT)	2016	Aboriginal	0
Migratory - Offshore - Shipping (ACT)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (ACT)	2016	Non-indigenous	0
Migratory - Offshore - Shipping (ACT)	2016	Torres Strait Islander	0
No usual address (ACT)	2006	Aboriginal	28
No usual address (ACT)	2006	Both Aboriginal & Torres Strait Islander	0
No usual address (ACT)	2006	Non-indigenous	681
No usual address (ACT)	2006	Torres Strait Islander	0
No usual address (ACT)	2011	Aboriginal	26
No usual address (ACT)	2011	Both Aboriginal & Torres Strait Islander	0
No usual address (ACT)	2011	Non-indigenous	604
No usual address (ACT)	2011	Torres Strait Islander	0
No usual address (ACT)	2016	Aboriginal	29
No usual address (ACT)	2016	Both Aboriginal & Torres Strait Islander	0
No usual address (ACT)	2016	Non-indigenous	509
No usual address (ACT)	2016	Torres Strait Islander	0
Other Territories	2006	Aboriginal	210
Other Territories	2006	Both Aboriginal & Torres Strait Islander	0
Other Territories	2006	Non-indigenous	2068
Other Territories	2006	Torres Strait Islander	12
Other Territories	2011	Aboriginal	236
Other Territories	2011	Both Aboriginal & Torres Strait Islander	4
Other Territories	2011	Non-indigenous	2756
Other Territories	2011	Torres Strait Islander	8
Other Territories	2016	Aboriginal	212
Other Territories	2016	Both Aboriginal & Torres Strait Islander	3
Other Territories	2016	Non-indigenous	4295
Other Territories	2016	Torres Strait Islander	13
Migratory - Offshore - Shipping (OT)	2006	Aboriginal	0
Migratory - Offshore - Shipping (OT)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (OT)	2006	Non-indigenous	0
Migratory - Offshore - Shipping (OT)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (OT)	2011	Aboriginal	0
Migratory - Offshore - Shipping (OT)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (OT)	2011	Non-indigenous	0
Migratory - Offshore - Shipping (OT)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (OT)	2016	Aboriginal	0
Migratory - Offshore - Shipping (OT)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (OT)	2016	Non-indigenous	6
Migratory - Offshore - Shipping (OT)	2016	Torres Strait Islander	0
No usual address (OT)	2006	Aboriginal	0
No usual address (OT)	2006	Both Aboriginal & Torres Strait Islander	0
No usual address (OT)	2006	Non-indigenous	25
No usual address (OT)	2006	Torres Strait Islander	0
No usual address (OT)	2011	Aboriginal	0
No usual address (OT)	2011	Both Aboriginal & Torres Strait Islander	0
No usual address (OT)	2011	Non-indigenous	26
No usual address (OT)	2011	Torres Strait Islander	0
No usual address (OT)	2016	Aboriginal	3
No usual address (OT)	2016	Both Aboriginal & Torres Strait Islander	0
No usual address (OT)	2016	Non-indigenous	52
No usual address (OT)	2016	Torres Strait Islander	0
