SA4_NAME16	Year	IndustryOfEmployment	Sex	workers
Migratory - Offshore - Shipping (Vic.)	2006	Public administration and safety	M	0
Migratory - Offshore - Shipping (Vic.)	2006	Rental hiring and real estate services	F	0
Migratory - Offshore - Shipping (Vic.)	2006	Rental hiring and real estate services	M	0
Migratory - Offshore - Shipping (Vic.)	2006	Retail trade	F	0
Migratory - Offshore - Shipping (Vic.)	2006	Retail trade	M	0
Migratory - Offshore - Shipping (Vic.)	2006	Transport postal and warehousing	F	0
Migratory - Offshore - Shipping (Vic.)	2006	Transport postal and warehousing	M	16
Migratory - Offshore - Shipping (Vic.)	2006	Wholesale trade	F	0
Migratory - Offshore - Shipping (Vic.)	2006	Wholesale trade	M	0
Migratory - Offshore - Shipping (Vic.)	2011		F	0
Migratory - Offshore - Shipping (Vic.)	2011		M	3
Migratory - Offshore - Shipping (Vic.)	2011	Accommodation and food services	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Accommodation and food services	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Administrative and support services	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Administrative and support services	M	3
Migratory - Offshore - Shipping (Vic.)	2011	Agriculture forestry and fishing	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Agriculture forestry and fishing	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Arts and recreation services	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Arts and recreation services	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Construction	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Construction	M	4
Migratory - Offshore - Shipping (Vic.)	2011	Education and training	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Education and training	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Electricity gas water and waste services	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Electricity gas water and waste services	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Financial and insurance services	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Financial and insurance services	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Health care and social assistance	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Health care and social assistance	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Information media and telecommunications	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Information media and telecommunications	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Manufacturing	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Manufacturing	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Mining	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Mining	M	3
Migratory - Offshore - Shipping (Vic.)	2011	Other services	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Other services	M	3
Migratory - Offshore - Shipping (Vic.)	2011	Professional scientific and technical services	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Professional scientific and technical services	M	3
Migratory - Offshore - Shipping (Vic.)	2011	Public administration and safety	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Public administration and safety	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Rental hiring and real estate services	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Rental hiring and real estate services	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Retail trade	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Retail trade	M	0
Migratory - Offshore - Shipping (Vic.)	2011	Transport postal and warehousing	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Transport postal and warehousing	M	13
Migratory - Offshore - Shipping (Vic.)	2011	Wholesale trade	F	0
Migratory - Offshore - Shipping (Vic.)	2011	Wholesale trade	M	0
Migratory - Offshore - Shipping (Vic.)	2016		F	0
Migratory - Offshore - Shipping (Vic.)	2016		M	3
Migratory - Offshore - Shipping (Vic.)	2016	Accommodation and food services	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Accommodation and food services	M	3
Migratory - Offshore - Shipping (Vic.)	2016	Administrative and support services	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Administrative and support services	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Agriculture forestry and fishing	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Agriculture forestry and fishing	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Arts and recreation services	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Arts and recreation services	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Construction	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Construction	M	3
Migratory - Offshore - Shipping (Vic.)	2016	Education and training	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Education and training	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Electricity gas water and waste services	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Electricity gas water and waste services	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Financial and insurance services	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Financial and insurance services	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Health care and social assistance	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Health care and social assistance	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Information media and telecommunications	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Information media and telecommunications	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Manufacturing	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Manufacturing	M	4
Migratory - Offshore - Shipping (Vic.)	2016	Mining	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Mining	M	7
Migratory - Offshore - Shipping (Vic.)	2016	Other services	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Other services	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Professional scientific and technical services	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Professional scientific and technical services	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Public administration and safety	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Public administration and safety	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Rental hiring and real estate services	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Rental hiring and real estate services	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Retail trade	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Retail trade	M	0
Migratory - Offshore - Shipping (Vic.)	2016	Transport postal and warehousing	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Transport postal and warehousing	M	8
Migratory - Offshore - Shipping (Vic.)	2016	Wholesale trade	F	0
Migratory - Offshore - Shipping (Vic.)	2016	Wholesale trade	M	0
No usual address (Vic.)	2006		F	33
No usual address (Vic.)	2006		M	63
No usual address (Vic.)	2006	Accommodation and food services	F	143
No usual address (Vic.)	2006	Accommodation and food services	M	121
No usual address (Vic.)	2006	Administrative and support services	F	44
No usual address (Vic.)	2006	Administrative and support services	M	67
No usual address (Vic.)	2006	Agriculture forestry and fishing	F	31
No usual address (Vic.)	2006	Agriculture forestry and fishing	M	74
No usual address (Vic.)	2006	Arts and recreation services	F	30
No usual address (Vic.)	2006	Arts and recreation services	M	31
No usual address (Vic.)	2006	Construction	F	11
No usual address (Vic.)	2006	Construction	M	183
No usual address (Vic.)	2006	Education and training	F	72
No usual address (Vic.)	2006	Education and training	M	54
No usual address (Vic.)	2006	Electricity gas water and waste services	F	6
No usual address (Vic.)	2006	Electricity gas water and waste services	M	19
No usual address (Vic.)	2006	Financial and insurance services	F	41
No usual address (Vic.)	2006	Financial and insurance services	M	24
No usual address (Vic.)	2006	Health care and social assistance	F	135
No usual address (Vic.)	2006	Health care and social assistance	M	48
No usual address (Vic.)	2006	Information media and telecommunications	F	14
No usual address (Vic.)	2006	Information media and telecommunications	M	28
No usual address (Vic.)	2006	Manufacturing	F	49
No usual address (Vic.)	2006	Manufacturing	M	221
No usual address (Vic.)	2006	Mining	F	0
No usual address (Vic.)	2006	Mining	M	9
No usual address (Vic.)	2006	Other services	F	34
No usual address (Vic.)	2006	Other services	M	44
No usual address (Vic.)	2006	Professional scientific and technical services	F	72
No usual address (Vic.)	2006	Professional scientific and technical services	M	107
No usual address (Vic.)	2006	Public administration and safety	F	64
No usual address (Vic.)	2006	Public administration and safety	M	101
No usual address (Vic.)	2006	Rental hiring and real estate services	F	15
No usual address (Vic.)	2006	Rental hiring and real estate services	M	19
No usual address (Vic.)	2006	Retail trade	F	98
No usual address (Vic.)	2006	Retail trade	M	106
No usual address (Vic.)	2006	Transport postal and warehousing	F	37
No usual address (Vic.)	2006	Transport postal and warehousing	M	145
No usual address (Vic.)	2006	Wholesale trade	F	33
No usual address (Vic.)	2006	Wholesale trade	M	70
No usual address (Vic.)	2011		F	30
No usual address (Vic.)	2011		M	48
No usual address (Vic.)	2011	Accommodation and food services	F	124
No usual address (Vic.)	2011	Accommodation and food services	M	111
No usual address (Vic.)	2011	Administrative and support services	F	49
No usual address (Vic.)	2011	Administrative and support services	M	46
No usual address (Vic.)	2011	Agriculture forestry and fishing	F	31
No usual address (Vic.)	2011	Agriculture forestry and fishing	M	75
No usual address (Vic.)	2011	Arts and recreation services	F	37
No usual address (Vic.)	2011	Arts and recreation services	M	39
No usual address (Vic.)	2011	Construction	F	24
No usual address (Vic.)	2011	Construction	M	212
No usual address (Vic.)	2011	Education and training	F	76
No usual address (Vic.)	2011	Education and training	M	61
No usual address (Vic.)	2011	Electricity gas water and waste services	F	6
No usual address (Vic.)	2011	Electricity gas water and waste services	M	17
No usual address (Vic.)	2011	Financial and insurance services	F	28
No usual address (Vic.)	2011	Financial and insurance services	M	31
No usual address (Vic.)	2011	Health care and social assistance	F	177
No usual address (Vic.)	2011	Health care and social assistance	M	49
No usual address (Vic.)	2011	Information media and telecommunications	F	18
No usual address (Vic.)	2011	Information media and telecommunications	M	28
No usual address (Vic.)	2011	Manufacturing	F	49
No usual address (Vic.)	2011	Manufacturing	M	179
No usual address (Vic.)	2011	Mining	F	4
No usual address (Vic.)	2011	Mining	M	9
No usual address (Vic.)	2011	Other services	F	35
No usual address (Vic.)	2011	Other services	M	38
No usual address (Vic.)	2011	Professional scientific and technical services	F	88
No usual address (Vic.)	2011	Professional scientific and technical services	M	113
No usual address (Vic.)	2011	Public administration and safety	F	77
No usual address (Vic.)	2011	Public administration and safety	M	98
No usual address (Vic.)	2011	Rental hiring and real estate services	F	20
No usual address (Vic.)	2011	Rental hiring and real estate services	M	11
No usual address (Vic.)	2011	Retail trade	F	101
No usual address (Vic.)	2011	Retail trade	M	107
No usual address (Vic.)	2011	Transport postal and warehousing	F	31
No usual address (Vic.)	2011	Transport postal and warehousing	M	113
No usual address (Vic.)	2011	Wholesale trade	F	31
No usual address (Vic.)	2011	Wholesale trade	M	56
No usual address (Vic.)	2016		F	50
No usual address (Vic.)	2016		M	94
No usual address (Vic.)	2016	Accommodation and food services	F	130
No usual address (Vic.)	2016	Accommodation and food services	M	116
No usual address (Vic.)	2016	Administrative and support services	F	37
No usual address (Vic.)	2016	Administrative and support services	M	52
No usual address (Vic.)	2016	Agriculture forestry and fishing	F	18
No usual address (Vic.)	2016	Agriculture forestry and fishing	M	45
No usual address (Vic.)	2016	Arts and recreation services	F	28
No usual address (Vic.)	2016	Arts and recreation services	M	41
No usual address (Vic.)	2016	Construction	F	20
No usual address (Vic.)	2016	Construction	M	182
No usual address (Vic.)	2016	Education and training	F	70
No usual address (Vic.)	2016	Education and training	M	44
No usual address (Vic.)	2016	Electricity gas water and waste services	F	4
No usual address (Vic.)	2016	Electricity gas water and waste services	M	17
No usual address (Vic.)	2016	Financial and insurance services	F	22
No usual address (Vic.)	2016	Financial and insurance services	M	26
No usual address (Vic.)	2016	Health care and social assistance	F	139
No usual address (Vic.)	2016	Health care and social assistance	M	51
No usual address (Vic.)	2016	Information media and telecommunications	F	9
No usual address (Vic.)	2016	Information media and telecommunications	M	20
No usual address (Vic.)	2016	Manufacturing	F	24
No usual address (Vic.)	2016	Manufacturing	M	107
No usual address (Vic.)	2016	Mining	F	6
No usual address (Vic.)	2016	Mining	M	7
No usual address (Vic.)	2016	Other services	F	38
No usual address (Vic.)	2016	Other services	M	54
No usual address (Vic.)	2016	Professional scientific and technical services	F	59
No usual address (Vic.)	2016	Professional scientific and technical services	M	71
No usual address (Vic.)	2016	Public administration and safety	F	36
No usual address (Vic.)	2016	Public administration and safety	M	78
No usual address (Vic.)	2016	Rental hiring and real estate services	F	13
No usual address (Vic.)	2016	Rental hiring and real estate services	M	13
No usual address (Vic.)	2016	Retail trade	F	62
No usual address (Vic.)	2016	Retail trade	M	70
No usual address (Vic.)	2016	Transport postal and warehousing	F	23
No usual address (Vic.)	2016	Transport postal and warehousing	M	111
No usual address (Vic.)	2016	Wholesale trade	F	12
No usual address (Vic.)	2016	Wholesale trade	M	35
Brisbane - East	2006		F	981
Brisbane - East	2006		M	1464
Brisbane - East	2006	Accommodation and food services	F	2974
Brisbane - East	2006	Accommodation and food services	M	1866
Brisbane - East	2006	Administrative and support services	F	1579
Brisbane - East	2006	Administrative and support services	M	1586
Brisbane - East	2006	Agriculture forestry and fishing	F	210
Brisbane - East	2006	Agriculture forestry and fishing	M	352
Brisbane - East	2006	Arts and recreation services	F	563
Brisbane - East	2006	Arts and recreation services	M	495
Brisbane - East	2006	Construction	F	1373
Brisbane - East	2006	Construction	M	7771
Brisbane - East	2006	Education and training	F	4450
Brisbane - East	2006	Education and training	M	1726
Brisbane - East	2006	Electricity gas water and waste services	F	195
Brisbane - East	2006	Electricity gas water and waste services	M	689
Brisbane - East	2006	Financial and insurance services	F	1881
Brisbane - East	2006	Financial and insurance services	M	1161
Brisbane - East	2006	Health care and social assistance	F	7770
Brisbane - East	2006	Health care and social assistance	M	1668
Brisbane - East	2006	Information media and telecommunications	F	577
Brisbane - East	2006	Information media and telecommunications	M	855
Brisbane - East	2006	Manufacturing	F	3156
Brisbane - East	2006	Manufacturing	M	8617
Brisbane - East	2006	Mining	F	116
Brisbane - East	2006	Mining	M	532
Brisbane - East	2006	Other services	F	1768
Brisbane - East	2006	Other services	M	2035
Brisbane - East	2006	Professional scientific and technical services	F	2569
Brisbane - East	2006	Professional scientific and technical services	M	2777
Brisbane - East	2006	Public administration and safety	F	2710
Brisbane - East	2006	Public administration and safety	M	2855
Brisbane - East	2006	Rental hiring and real estate services	F	1012
Brisbane - East	2006	Rental hiring and real estate services	M	916
Brisbane - East	2006	Retail trade	F	6423
Brisbane - East	2006	Retail trade	M	4644
Brisbane - East	2006	Transport postal and warehousing	F	1433
Brisbane - East	2006	Transport postal and warehousing	M	4452
Brisbane - East	2006	Wholesale trade	F	1753
Brisbane - East	2006	Wholesale trade	M	3327
Brisbane - East	2011		F	944
Brisbane - East	2011		M	1356
Brisbane - East	2011	Accommodation and food services	F	3283
Brisbane - East	2011	Accommodation and food services	M	2140
Brisbane - East	2011	Administrative and support services	F	1796
Brisbane - East	2011	Administrative and support services	M	1695
Brisbane - East	2011	Agriculture forestry and fishing	F	163
Brisbane - East	2011	Agriculture forestry and fishing	M	333
Brisbane - East	2011	Arts and recreation services	F	632
Brisbane - East	2011	Arts and recreation services	M	587
Brisbane - East	2011	Construction	F	1724
Brisbane - East	2011	Construction	M	9095
Brisbane - East	2011	Education and training	F	5559
Brisbane - East	2011	Education and training	M	2017
Brisbane - East	2011	Electricity gas water and waste services	F	284
Brisbane - East	2011	Electricity gas water and waste services	M	936
Brisbane - East	2011	Financial and insurance services	F	1960
Brisbane - East	2011	Financial and insurance services	M	1287
Brisbane - East	2011	Health care and social assistance	F	9995
Brisbane - East	2011	Health care and social assistance	M	2187
Brisbane - East	2011	Information media and telecommunications	F	594
Brisbane - East	2011	Information media and telecommunications	M	846
Brisbane - East	2011	Manufacturing	F	3083
Brisbane - East	2011	Manufacturing	M	8162
Brisbane - East	2011	Mining	F	269
Brisbane - East	2011	Mining	M	954
Brisbane - East	2011	Other services	F	1953
Brisbane - East	2011	Other services	M	2312
Brisbane - East	2011	Professional scientific and technical services	F	3356
Brisbane - East	2011	Professional scientific and technical services	M	3905
Brisbane - East	2011	Public administration and safety	F	3375
Brisbane - East	2011	Public administration and safety	M	3103
Brisbane - East	2011	Rental hiring and real estate services	F	984
Brisbane - East	2011	Rental hiring and real estate services	M	812
Brisbane - East	2011	Retail trade	F	6583
Brisbane - East	2011	Retail trade	M	4548
Brisbane - East	2011	Transport postal and warehousing	F	1648
Brisbane - East	2011	Transport postal and warehousing	M	4908
Brisbane - East	2011	Wholesale trade	F	1793
Brisbane - East	2011	Wholesale trade	M	3417
Brisbane - East	2016		F	1806
Brisbane - East	2016		M	2976
Brisbane - East	2016	Accommodation and food services	F	3411
Brisbane - East	2016	Accommodation and food services	M	2600
Brisbane - East	2016	Administrative and support services	F	2092
Brisbane - East	2016	Administrative and support services	M	1700
Brisbane - East	2016	Agriculture forestry and fishing	F	285
Brisbane - East	2016	Agriculture forestry and fishing	M	453
Brisbane - East	2016	Arts and recreation services	F	745
Brisbane - East	2016	Arts and recreation services	M	732
Brisbane - East	2016	Construction	F	1705
Brisbane - East	2016	Construction	M	10195
Brisbane - East	2016	Education and training	F	6919
Brisbane - East	2016	Education and training	M	2229
Brisbane - East	2016	Electricity gas water and waste services	F	275
Brisbane - East	2016	Electricity gas water and waste services	M	931
Brisbane - East	2016	Financial and insurance services	F	1903
Brisbane - East	2016	Financial and insurance services	M	1327
Brisbane - East	2016	Health care and social assistance	F	11059
Brisbane - East	2016	Health care and social assistance	M	2418
Brisbane - East	2016	Information media and telecommunications	F	571
Brisbane - East	2016	Information media and telecommunications	M	884
Brisbane - East	2016	Manufacturing	F	2474
Brisbane - East	2016	Manufacturing	M	5705
Brisbane - East	2016	Mining	F	233
Brisbane - East	2016	Mining	M	1051
Brisbane - East	2016	Other services	F	2155
Brisbane - East	2016	Other services	M	2366
Brisbane - East	2016	Professional scientific and technical services	F	3293
Brisbane - East	2016	Professional scientific and technical services	M	3741
Brisbane - East	2016	Public administration and safety	F	3356
Brisbane - East	2016	Public administration and safety	M	3186
Brisbane - East	2016	Rental hiring and real estate services	F	1191
Brisbane - East	2016	Rental hiring and real estate services	M	943
Brisbane - East	2016	Retail trade	F	6175
Brisbane - East	2016	Retail trade	M	4552
Brisbane - East	2016	Transport postal and warehousing	F	1685
Brisbane - East	2016	Transport postal and warehousing	M	4990
Brisbane - East	2016	Wholesale trade	F	1337
Brisbane - East	2016	Wholesale trade	M	2503
Brisbane - North	2006		F	842
Brisbane - North	2006		M	1171
Brisbane - North	2006	Accommodation and food services	F	2773
Brisbane - North	2006	Accommodation and food services	M	2280
Brisbane - North	2006	Administrative and support services	F	1555
Brisbane - North	2006	Administrative and support services	M	1381
Brisbane - North	2006	Agriculture forestry and fishing	F	85
Brisbane - North	2006	Agriculture forestry and fishing	M	144
Brisbane - North	2006	Arts and recreation services	F	627
Brisbane - North	2006	Arts and recreation services	M	633
Brisbane - North	2006	Construction	F	932
Brisbane - North	2006	Construction	M	5611
Brisbane - North	2006	Education and training	F	4534
Brisbane - North	2006	Education and training	M	1936
Brisbane - North	2006	Electricity gas water and waste services	F	265
Brisbane - North	2006	Electricity gas water and waste services	M	769
Brisbane - North	2006	Financial and insurance services	F	2058
Brisbane - North	2006	Financial and insurance services	M	1543
Brisbane - North	2006	Health care and social assistance	F	7872
Brisbane - North	2006	Health care and social assistance	M	2301
Brisbane - North	2006	Information media and telecommunications	F	778
Brisbane - North	2006	Information media and telecommunications	M	938
Brisbane - North	2006	Manufacturing	F	2207
Brisbane - North	2006	Manufacturing	M	6238
Brisbane - North	2006	Mining	F	107
Brisbane - North	2006	Mining	M	263
Brisbane - North	2006	Other services	F	1579
Brisbane - North	2006	Other services	M	1781
Brisbane - North	2006	Professional scientific and technical services	F	2667
Brisbane - North	2006	Professional scientific and technical services	M	2988
Brisbane - North	2006	Public administration and safety	F	3505
Brisbane - North	2006	Public administration and safety	M	3852
Brisbane - North	2006	Rental hiring and real estate services	F	893
Brisbane - North	2006	Rental hiring and real estate services	M	812
Brisbane - North	2006	Retail trade	F	5296
Brisbane - North	2006	Retail trade	M	4232
Brisbane - North	2006	Transport postal and warehousing	F	1548
Brisbane - North	2006	Transport postal and warehousing	M	4292
Brisbane - North	2006	Wholesale trade	F	1270
Brisbane - North	2006	Wholesale trade	M	2384
Brisbane - North	2011		F	794
Brisbane - North	2011		M	1157
Brisbane - North	2011	Accommodation and food services	F	3187
Brisbane - North	2011	Accommodation and food services	M	2610
Brisbane - North	2011	Administrative and support services	F	1752
Brisbane - North	2011	Administrative and support services	M	1513
Brisbane - North	2011	Agriculture forestry and fishing	F	70
Brisbane - North	2011	Agriculture forestry and fishing	M	138
Brisbane - North	2011	Arts and recreation services	F	648
Brisbane - North	2011	Arts and recreation services	M	786
Brisbane - North	2011	Construction	F	1040
Brisbane - North	2011	Construction	M	6239
Brisbane - North	2011	Education and training	F	5248
Brisbane - North	2011	Education and training	M	2202
Brisbane - North	2011	Electricity gas water and waste services	F	423
Brisbane - North	2011	Electricity gas water and waste services	M	1012
Brisbane - North	2011	Financial and insurance services	F	1991
Brisbane - North	2011	Financial and insurance services	M	1664
Brisbane - North	2011	Health care and social assistance	F	10219
Brisbane - North	2011	Health care and social assistance	M	3156
Brisbane - North	2011	Information media and telecommunications	F	680
Brisbane - North	2011	Information media and telecommunications	M	952
Brisbane - North	2011	Manufacturing	F	2061
Brisbane - North	2011	Manufacturing	M	5597
Brisbane - North	2011	Mining	F	350
Brisbane - North	2011	Mining	M	684
Brisbane - North	2011	Other services	F	1732
Brisbane - North	2011	Other services	M	1892
Brisbane - North	2011	Professional scientific and technical services	F	3594
Brisbane - North	2011	Professional scientific and technical services	M	4324
Brisbane - North	2011	Public administration and safety	F	4183
Brisbane - North	2011	Public administration and safety	M	4387
Brisbane - North	2011	Rental hiring and real estate services	F	832
Brisbane - North	2011	Rental hiring and real estate services	M	838
Brisbane - North	2011	Retail trade	F	5356
Brisbane - North	2011	Retail trade	M	4263
Brisbane - North	2011	Transport postal and warehousing	F	1964
Brisbane - North	2011	Transport postal and warehousing	M	4853
Brisbane - North	2011	Wholesale trade	F	1166
Brisbane - North	2011	Wholesale trade	M	2365
Brisbane - North	2016		F	1474
Brisbane - North	2016		M	2307
Brisbane - North	2016	Accommodation and food services	F	3645
Brisbane - North	2016	Accommodation and food services	M	3143
Brisbane - North	2016	Administrative and support services	F	1929
Brisbane - North	2016	Administrative and support services	M	1790
Brisbane - North	2016	Agriculture forestry and fishing	F	111
Brisbane - North	2016	Agriculture forestry and fishing	M	191
Brisbane - North	2016	Arts and recreation services	F	837
Brisbane - North	2016	Arts and recreation services	M	989
Brisbane - North	2016	Construction	F	1078
Brisbane - North	2016	Construction	M	6956
Brisbane - North	2016	Education and training	F	6575
Brisbane - North	2016	Education and training	M	2602
Brisbane - North	2016	Electricity gas water and waste services	F	406
Brisbane - North	2016	Electricity gas water and waste services	M	963
Brisbane - North	2016	Financial and insurance services	F	2021
Brisbane - North	2016	Financial and insurance services	M	1707
Brisbane - North	2016	Health care and social assistance	F	11490
Brisbane - North	2016	Health care and social assistance	M	3570
Brisbane - North	2016	Information media and telecommunications	F	652
Brisbane - North	2016	Information media and telecommunications	M	989
Brisbane - North	2016	Manufacturing	F	1481
Brisbane - North	2016	Manufacturing	M	3914
Brisbane - North	2016	Mining	F	292
Brisbane - North	2016	Mining	M	834
Brisbane - North	2016	Other services	F	1881
Brisbane - North	2016	Other services	M	1867
Brisbane - North	2016	Professional scientific and technical services	F	3794
Brisbane - North	2016	Professional scientific and technical services	M	4673
Brisbane - North	2016	Public administration and safety	F	4455
Brisbane - North	2016	Public administration and safety	M	4672
Brisbane - North	2016	Rental hiring and real estate services	F	983
Brisbane - North	2016	Rental hiring and real estate services	M	934
Brisbane - North	2016	Retail trade	F	5085
Brisbane - North	2016	Retail trade	M	4297
Brisbane - North	2016	Transport postal and warehousing	F	2149
Brisbane - North	2016	Transport postal and warehousing	M	5106
Brisbane - North	2016	Wholesale trade	F	913
Brisbane - North	2016	Wholesale trade	M	1845
Brisbane - South	2006		F	1494
Brisbane - South	2006		M	2200
Brisbane - South	2006	Accommodation and food services	F	5042
Brisbane - South	2006	Accommodation and food services	M	4461
Brisbane - South	2006	Administrative and support services	F	2618
Brisbane - South	2006	Administrative and support services	M	2278
Brisbane - South	2006	Agriculture forestry and fishing	F	172
Brisbane - South	2006	Agriculture forestry and fishing	M	315
Brisbane - South	2006	Arts and recreation services	F	878
Brisbane - South	2006	Arts and recreation services	M	964
Brisbane - South	2006	Construction	F	1661
Brisbane - South	2006	Construction	M	8794
Brisbane - South	2006	Education and training	F	8963
Brisbane - South	2006	Education and training	M	4148
Brisbane - South	2006	Electricity gas water and waste services	F	380
Brisbane - South	2006	Electricity gas water and waste services	M	944
Brisbane - South	2006	Financial and insurance services	F	3410
Brisbane - South	2006	Financial and insurance services	M	2712
Brisbane - South	2006	Health care and social assistance	F	12250
Brisbane - South	2006	Health care and social assistance	M	4277
Brisbane - South	2006	Information media and telecommunications	F	984
Brisbane - South	2006	Information media and telecommunications	M	1441
Brisbane - South	2006	Manufacturing	F	3707
Brisbane - South	2006	Manufacturing	M	10047
Brisbane - South	2006	Mining	F	199
Brisbane - South	2006	Mining	M	438
Brisbane - South	2006	Other services	F	2443
Brisbane - South	2006	Other services	M	2939
Brisbane - South	2006	Professional scientific and technical services	F	5135
Brisbane - South	2006	Professional scientific and technical services	M	6510
Brisbane - South	2006	Public administration and safety	F	5234
Brisbane - South	2006	Public administration and safety	M	5192
Brisbane - South	2006	Rental hiring and real estate services	F	1474
Brisbane - South	2006	Rental hiring and real estate services	M	1502
Brisbane - South	2006	Retail trade	F	8462
Brisbane - South	2006	Retail trade	M	7639
Brisbane - South	2006	Transport postal and warehousing	F	1746
Brisbane - South	2006	Transport postal and warehousing	M	4892
Brisbane - South	2006	Wholesale trade	F	2383
Brisbane - South	2006	Wholesale trade	M	4707
Brisbane - South	2011		F	1467
Brisbane - South	2011		M	2083
Brisbane - South	2011	Accommodation and food services	F	5649
Brisbane - South	2011	Accommodation and food services	M	5365
Brisbane - South	2011	Administrative and support services	F	2747
Brisbane - South	2011	Administrative and support services	M	2579
Brisbane - South	2011	Agriculture forestry and fishing	F	146
Brisbane - South	2011	Agriculture forestry and fishing	M	247
Brisbane - South	2011	Arts and recreation services	F	1050
Brisbane - South	2011	Arts and recreation services	M	1159
Brisbane - South	2011	Construction	F	1737
Brisbane - South	2011	Construction	M	9248
Brisbane - South	2011	Education and training	F	10103
Brisbane - South	2011	Education and training	M	4803
Brisbane - South	2011	Electricity gas water and waste services	F	493
Brisbane - South	2011	Electricity gas water and waste services	M	1174
Brisbane - South	2011	Financial and insurance services	F	3329
Brisbane - South	2011	Financial and insurance services	M	2917
Brisbane - South	2011	Health care and social assistance	F	15603
Brisbane - South	2011	Health care and social assistance	M	5526
Brisbane - South	2011	Information media and telecommunications	F	973
Brisbane - South	2011	Information media and telecommunications	M	1419
Brisbane - South	2011	Manufacturing	F	3264
Brisbane - South	2011	Manufacturing	M	9142
Brisbane - South	2011	Mining	F	554
Brisbane - South	2011	Mining	M	1123
Brisbane - South	2011	Other services	F	2644
Brisbane - South	2011	Other services	M	3106
Brisbane - South	2011	Professional scientific and technical services	F	6313
Brisbane - South	2011	Professional scientific and technical services	M	8674
Brisbane - South	2011	Public administration and safety	F	5878
Brisbane - South	2011	Public administration and safety	M	5755
Brisbane - South	2011	Rental hiring and real estate services	F	1300
Brisbane - South	2011	Rental hiring and real estate services	M	1401
Brisbane - South	2011	Retail trade	F	8241
Brisbane - South	2011	Retail trade	M	7232
Brisbane - South	2011	Transport postal and warehousing	F	1933
Brisbane - South	2011	Transport postal and warehousing	M	5915
Brisbane - South	2011	Wholesale trade	F	2250
Brisbane - South	2011	Wholesale trade	M	4555
Brisbane - South	2016		F	2565
Brisbane - South	2016		M	4330
Brisbane - South	2016	Accommodation and food services	F	6319
